('https://image1.ljcdn.com/shfdfs-image/20171209/e819dd92-18cb-4c90-b7ce-8b48f51b336f.jpg.296x216.jpg', '配套齐全的公寓，价格低，采光充足', '派克公寓  | 1室1厅 | 52.32平米 | 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  元和', '52万', '单价9939元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170624/2abdf8d9-158f-4956-9cd2-6222b05b8639.jpg.296x216.jpg', '消防小区精装4房/看房有钥匙/房东诚心售', '消防小区  | 4室2厅 | 133平米 | 南 | 简装 | 有电梯', '高楼层(共11层)2008年建板楼  -  元和', '288万', '单价21655元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171019/1269e7ee-a7e8-4dc7-be68-9b08e260a14c.jpg.296x216.jpg', '太阳花园 5室2厅 275万', '太阳花园  | 5室2厅 | 221.27平米 | 南 | 简装 | 有电梯', '高楼层(共10层)2008年建板楼  -  元和', '275万', '单价12429元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160529/bfb66889-cce7-41b9-aef3-58cf1fd2bf5c.jpg.296x216.jpg', '花好月圆三房明厅，采光好，装修好！', '花好月圆  | 3室1厅 | 108平米 | 南 | 精装 | 有电梯', '低楼层(共33层)2012年建板楼  -  元和', '200万', '单价18519元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload0e1e1f26-35a6-45e9-8f8b-71ea2a4d494a.jpg.296x216.jpg', '带自行车库业主诚心出售，精装修顶复楼层，赠送面积多', '香城花园三区  | 5室2厅 | 108平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2008年建板楼  -  元和', '255万', '单价23612元/平米')
('https://image1.ljcdn.com/320500-inspection/test-7a79031a-a8cf-4809-8f39-005b7c90a30d.png.296x216.jpg', '合景峰汇九期 小区中间 红蚂蚁装修 家居家电全留', '合景峰汇九期  | 3室2厅 | 89平米 | 南 | 精装 | 有电梯', '低楼层(共21层)2011年建板楼  -  活力岛', '218万', '单价24495元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171022/634e294b-cbd5-49fc-b222-ca0b10596954.jpg.296x216.jpg', '香城花园三区，141平的大平层四房，业主自住装修', '香城花园三区  | 4室2厅 | 142.11平米 | 暂无数据 | 其他 | 有电梯', '高楼层(共11层)2008年建板楼  -  元和', '300万', '单价21111元/平米')
('https://image1.ljcdn.com/320500-inspection/fef9c271-4d6b-482a-ac85-eebd6be47266.jpg.296x216.jpg', '精装四房，诚心出售。随时可看。', '佳兆业君汇上品  | 4室2厅 | 115平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2015年建板塔结合  -  黄桥', '218万', '单价18957元/平米')
('https://image1.ljcdn.com/320500-inspection/398ad3dc-1837-40d6-bcd6-179b2e9099ab.jpg.296x216.jpg', '万科北宸之光精装3房，房东诚心出售', '万科北宸之光  | 3室2厅 | 85平米 | 南 | 其他 | 有电梯', '高楼层(共9层)2018年建板塔结合  -  活力岛', '204万', '单价24000元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170217/390672f6-9ac3-47d6-bde2-882f7ee63cf6.jpg.296x216.jpg', '户型方正 多层顶复，得房较高，赠送露台，阳光房。', '香城花园二区  | 5室2厅 | 165.66平米 | 南 | 简装 | 无电梯', '高楼层(共5层)2007年建板楼  -  元和', '260万', '单价15695元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ed3110df-cfaa-4e0e-aec0-0f33668ab619.png.296x216.jpg', '小户型，易出租，繁华地段，看房方便', '星云汇生活广场  | 1室1厅 | 54.7平米 | 西北 | 其他 | 有电梯', '中楼层(共22层)2016年建板楼  -  元和', '63万', '单价11518元/平米')
('https://image1.ljcdn.com/320500-inspection/test-217af53a-cfd6-4de2-805e-aa8e6e1306e4.png.296x216.jpg', '合景峰汇九期 优质小区 全新毛坯  通透户型 看房方便', '合景峰汇九期  | 3室2厅 | 89平米 | 南 | 毛坯 | 有电梯', '低楼层(共22层)2013年建板楼  -  活力岛', '203万', '单价22809元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171017/f1b14e39-a92e-48f8-b0b3-5cd98f4abe4f.jpg.296x216.jpg', '银丽高尔夫 3室2厅 550万', '银丽高尔夫  | 3室2厅 | 280平米 | 暂无数据 | 毛坯 | 无电梯', '低楼层(共3层)2012年建板楼  -  元和', '550万', '单价19643元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c3c48b8c-bea1-4bb9-9cdb-eb129f94aa23.png.296x216.jpg', '香城花园 99平大两房 总价175万 看房有钥匙', '香城花园一区  | 2室2厅 | 99.8平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2007年建板楼  -  元和', '174万', '单价17435元/平米')
('https://image1.ljcdn.com/320500-inspection/11dcf420-434e-4dee-a113-7853176c8c67.jpg.296x216.jpg', '晨曦馨苑 3室2厅 245万', '晨曦馨苑  | 3室2厅 | 121.3平米 | 南 北 | 其他 | 有电梯', '低楼层(共15层)2008年建板楼  -  元和', '245万', '单价20198元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170521/afee9ef6-7e87-493f-9b3a-1c0ddb4fadf0.jpg.296x216.jpg', '康桥溪岸花园 5室1厅 255万', '康桥溪岸花园  | 5室1厅 | 98平米 | 南 北 | 精装 | 有电梯', '高楼层(共33层)2013年建塔楼  -  活力岛', '255万', '单价26021元/平米')
('https://image1.ljcdn.com/320500-inspection/test-3108c0fc-d166-439d-a736-d8edcdfc5a67.png.296x216.jpg', '国际服装城A区三室两厅诚意出售', '国际服装城A区  | 3室2厅 | 153.56平米 | 西南 | 其他 | 有电梯', '高楼层(共18层)2005年建板楼  -  元和', '188万', '单价12243元/平米')
('https://image1.ljcdn.com/320500-inspection/test-cfaecfb9-e61b-46e2-ab9e-0b5efca34871.png.296x216.jpg', '华辰嘉园北区 毛坯3房  带一个地下买断车位  有钥匙', '华辰嘉园北区  | 3室1厅 | 108平米 | 南 | 毛坯 | 有电梯', '高楼层(共15层)2010年建板楼  -  活力岛', '228万', '单价21112元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171209/0dc92a08-de67-4391-bc84-9bc607f3f8aa.jpg.296x216.jpg', '合景峰汇十期 2室2厅 60万', '合景峰汇十期  | 2室2厅 | 47平米 | 南 | 精装 | 有电梯', '高楼层(共19层)2013年建板楼  -  活力岛', '60万', '单价12766元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6046a71f-993b-4499-b342-79f6ab918169.png.296x216.jpg', '看房方便 交税少  户型好  业主诚心出售', '香城花园一区  | 2室2厅 | 99.07平米 | 南 | 简装 | 有电梯', '高楼层(共11层)2012年建板楼  -  元和', '180万', '单价18169元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160710/8b7a8954-9967-4845-b767-a631613c7f16.jpg.296x216.jpg', '橡树湾花园精装2房好楼层全天采光诚心出售看房方便', '橡树湾花园  | 2室2厅 | 79平米 | 南 | 精装 | 有电梯', '中楼层(共27层)2013年建板塔结合  -  活力岛', '162万', '单价20507元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170728/4c97bf68-600f-428d-95b8-6247e54a94d5.jpg.296x216.jpg', '嘉和丽园顶复，138平，255万，19.5平米阳光房', '嘉和丽园  | 3室2厅 | 138平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2007年建板楼  -  元和', '255万', '单价18479元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2cb15340-0215-4546-8a28-49229b1c409a.png.296x216.jpg', '水漾花城，户型正气空间利用合理，储物功能强大', '恒基水漾花城  | 2室2厅 | 89.36平米 | 南 | 其他 | 有电梯', '低楼层(共26层)2017年建板楼  -  活力岛', '188万', '单价21039元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ab8fb768-6e96-4a85-befc-7ca6f0b415bb.png.296x216.jpg', '二号线 嘉和丽园 精装三房两卫采光好随时看房', '嘉和丽园  | 3室2厅 | 111.32平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2007年建板楼  -  元和', '193万', '单价17338元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171217/cad791a0-98fa-4e20-a920-4ae5970a3828.jpg.296x216.jpg', '华辰北区 精装3房 1楼带大花园 满五 看房方便', '华辰嘉园北区  | 3室2厅 | 92.6平米 | 南 | 精装 | 有电梯', '低楼层(共15层)2010年建板楼  -  活力岛', '208万', '单价22463元/平米')
('https://image1.ljcdn.com/320500-inspection/test-a3840fba-4700-4b6e-a9e7-d9adcb759c71.png.296x216.jpg', '华辰北区 全南精装2房 中间楼层 满五唯一 看房方便', '华辰嘉园北区  | 2室2厅 | 81.41平米 | 南 | 精装 | 有电梯', '中楼层(共15层)2010年建板楼  -  活力岛', '170万', '单价20882元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170408/aca65559-0ed7-479d-b76e-67b6ab83e4e8.jpg.296x216.jpg', '嘉和丽园 3室2厅 205万', '嘉和丽园  | 3室2厅 | 111平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2005年建板楼  -  元和', '205万', '单价18469元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170818/026acc26-fe8b-43b2-b6a9-2543c0dfcef1.jpg.296x216.jpg', '锦绣江南 电梯高层 复式户型 改善良选', '锦绣江南  | 4室2厅 | 184.85平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2005年建板楼  -  元和', '315万', '单价17041元/平米')
('https://image1.ljcdn.com/320500-inspection/test-80528439-888f-446e-ac4d-cd63ca788db6.png.296x216.jpg', '花好月圆 4室2厅 330万', '花好月圆  | 4室2厅 | 142平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2012年建板楼  -  元和', '330万', '单价23240元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171224/9d3174b8-dea9-4763-aa1d-7471f0384161.jpg.296x216.jpg', '晨曦馨苑 2室2厅 235万', '晨曦馨苑  | 2室2厅 | 100.32平米 | 南 | 毛坯 | 无电梯', '低楼层(共5层)2008年建板楼  -  元和', '235万', '单价23426元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161001/d93a5ea1-5d18-46ca-9991-5cdce673f068.jpg.296x216.jpg', '合景五期 156平 纯毛坯 高楼层 景观好', '合景峰汇五期  | 5室2厅 | 156平米 | 暂无数据 | 毛坯 | 有电梯', '高楼层(共18层)2010年建板楼  -  活力岛', '334万', '单价21411元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171014/dc28c359-ec76-4952-87a9-d0176aa1d758.jpg.296x216.jpg', '金辉融侨城 4室2厅 307万', '金辉融侨城  | 4室2厅 | 131.97平米 | 暂无数据 | 简装 | 有电梯', '低楼层(共24层)2012年建板楼  -  活力岛', '307万', '单价23263元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160629/2390efa2-192e-4c03-b247-a27ef2448ac6.jpg.296x216.jpg', '香城花园一区，楼层好，大两房，采光无影响，看房随时', '香城花园一区  | 2室2厅 | 101.15平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2005年建板楼  -  元和', '185万', '单价18290元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180103/0aa493a4-8de3-4100-9368-b1d8dd1a1a83.jpg.296x216.jpg', '晨曦印象花园精装修大三房，南北通透，拎包入住', '晨曦印象花园  | 3室2厅 | 142.1平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2008年建板楼  -  元和', '300万', '单价21112元/平米')
('https://image1.ljcdn.com/320500-inspection/test-96b8d14c-99dc-4096-ac8d-0e2023bb4b3a.png.296x216.jpg', '四号线口 合景峰汇四期 毛坯四房 华辰嘉园旁', '合景峰汇四期  | 4室2厅 | 128平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共16层)2016年建板楼  -  活力岛', '279万', '单价21797元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180112/b037d553-e14f-4fa6-b86d-c6a15ccba424.jpg.296x216.jpg', '晨曦馨苑180顶楼复式 南送阳光房 北送大露台 看房方便', '晨曦馨苑  | 4室2厅 | 180.6平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2008年建板楼  -  元和', '360万', '单价19934元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170416/6f300652-fc5f-4461-b724-9fd9dfaa7124.jpg.296x216.jpg', '朝北户型，总价低，出行方便，楼下商场', '中环百汇商业广场  | 1室1厅 | 32平米 | 北 | 精装 | 有电梯', '低楼层(共18层)2012年建板楼  -  元和', '33万', '单价10313元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170701/7b2b98d5-0d41-4bbb-83e7-f4bc0997c2b4.jpg.296x216.jpg', '欧风丽苑精装修三房 诚意出售 看房随时', '欧风丽苑  | 3室2厅 | 123平米 | 南 北 | 精装 | 有电梯', '低楼层(共17层)2012年建塔楼  -  元和', '250万', '单价20326元/平米')
('https://image1.ljcdn.com/320500-inspection/a027f55e-bc82-44e0-a97c-1803dfa19201.jpg.296x216.jpg', '晨曦馨苑 5室2厅 630万', '晨曦馨苑   | 叠拼别墅 | 5室2厅 | 199.8平米 | 南 | 精装 | 无电梯', '下叠(共4层)2008年建板楼  -  元和', '630万', '单价31532元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171104/08fcb0c5-b28d-40d1-9c37-210667dc402a.jpg.296x216.jpg', '香城花园，户型方正，南北通透，房东换房，诚心出售。', '香城花园一区  | 3室2厅 | 105.81平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2012年建板楼  -  元和', '188万', '单价17768元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180114/3b0b0e4d-2603-49bc-aab6-853eec039eff.jpg.296x216.jpg', '香城花园 精装4房 288万 好楼层', '香城花园三区  | 4室2厅 | 141平米 | 西 | 精装 | 有电梯', '高楼层(共11层)2008年建板楼  -  元和', '288万', '单价20426元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161107/d2f873a9-0155-43b4-a98b-68a96c4c54f0.jpg.296x216.jpg', '合景峰汇十期，精装修，诚心出售', '合景峰汇十期  | 2室1厅 | 47.6平米 | 北 | 精装 | 有电梯', '高楼层(共19层)2013年建板楼  -  活力岛', '54万', '单价11345元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170913/51936bf5-0f2f-4f55-a948-6ed7babb1864.jpg.296x216.jpg', '香城花园三区 3室2厅 245万', '香城花园三区  | 3室2厅 | 124.26平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2008年建板楼  -  元和', '245万', '单价19717元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160515/fab2ef22-db48-4ff9-839b-c4d7ff3475a9.jpg.296x216.jpg', '香城花园  多层顶复 带阳光房 露台 房东换房诚心出售', '香城花园二区  | 3室2厅 | 133平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2007年建板楼  -  元和', '240万', '单价18046元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ffe8a969-482f-4a55-9705-4f03374a3fca.png.296x216.jpg', '欧风丽苑户型方正 环境优美 两房', '欧风丽苑  | 2室1厅 | 87.7平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2012年建塔楼  -  元和', '170万', '单价19385元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171025/15d48194-577b-45d0-86d5-1f4c5b5e1fb4.jpg.296x216.jpg', '香城花园二区，南北通透，装修自住，有自行车库', '香城花园二区  | 2室2厅 | 88.6平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2007年建板楼  -  元和', '184万', '单价20768元/平米')
('https://image1.ljcdn.com/320500-inspection/test-60a2dae0-fb9a-468c-a635-c8cf09e7a6ff.png.296x216.jpg', '合景峰汇五期 5房毛坯 中间楼层 满五唯一 有密码', '合景峰汇五期  | 5室2厅 | 132平米 | 南 | 毛坯 | 有电梯', '中楼层(共18层)2010年建板楼  -  活力岛', '307万', '单价23258元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171019/269e66e3-37d4-4884-a782-2808a19c76bb.jpg.296x216.jpg', '香城花园一区 3室2厅 225万', '香城花园一区  | 3室2厅 | 138.73平米 | 暂无数据 | 其他 | 有电梯', '低楼层(共11层)2012年建板楼  -  元和', '225万', '单价16219元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170621/692078e4-bff5-413c-abb0-077bd91756b1.jpg.296x216.jpg', '元和之春 3室2厅 225万', '元和之春  | 3室2厅 | 135平米 | 暂无数据 | 其他 | 有电梯', '低楼层(共11层)2006年建板楼  -  元和', '225万', '单价16667元/平米')
('https://image1.ljcdn.com/320500-inspection/test-461619cc-0781-4458-9c60-9f34ea49c746.png.296x216.jpg', '恒基水漾花城 2室2厅 170万', '恒基水漾花城  | 2室2厅 | 87平米 | 南 | 毛坯 | 有电梯', '高楼层(共30层)2017年建塔楼  -  活力岛', '170万', '单价19541元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadba6c98dd-f811-4be0-be41-e2507c702130.jpg.296x216.jpg', '合景经典108户型  品质家电家具 品质生活！', '合景峰汇四期  | 3室2厅 | 108平米 | 南 北 | 精装 | 有电梯', '低楼层(共16层)2011年建板楼  -  活力岛', '270万', '单价25000元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160925/9245c2b2-9361-4262-bb9a-974c017c1c30.jpg.296x216.jpg', '合景带弧形大阳台户型 精装修 换房急售', '合景峰汇七期  | 3室2厅 | 102平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2012年建板楼  -  活力岛', '253万', '单价24804元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171101/20ffaedc-8b38-4263-a0e4-6dfbb6800673.jpg.296x216.jpg', '华辰北区 顶楼带阁楼精装3房 带地暖  满五唯一', '华辰嘉园北区  | 3室2厅 | 96.7平米 | 南 | 精装 | 有电梯', '高楼层(共15层)2010年建板楼  -  活力岛', '248万', '单价25647元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170609/f1e7262a-532b-4148-8aa8-8f34ae2358e5.jpg.296x216.jpg', '元和之春 5室2厅 378万', '元和之春  | 5室2厅 | 212.18平米 | 南 | 精装 | 无电梯', '中楼层(共4层)2006年建板楼  -  元和', '378万', '单价17816元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160818/d032b831-fae8-4232-be84-481702713238.jpg.296x216.jpg', '合景峰汇九期 3室2厅 230万', '合景峰汇九期  | 3室2厅 | 89.88平米 | 南 | 精装 | 有电梯', '高楼层(共22层)2013年建板楼  -  活力岛', '230万', '单价25590元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4d9b0b89-58e2-4b3c-9053-f1535c30b7d8.png.296x216.jpg', '水漾花城，全新毛坯三房一卫户型，绿城物业，全新环境', '恒基水漾花城  | 3室2厅 | 116.16平米 | 南 | 毛坯 | 有电梯', '中楼层(共29层)2017年建塔楼  -  活力岛', '227万', '单价19543元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170717/d38abaeb-2ca7-420d-bd0e-f52a57a9bd28.jpg.296x216.jpg', '圆融广场，毛坯，高层，采光视野好', '高铁新城圆融广场  | 3室2厅 | 91.95平米 | 南 | 其他 | 有电梯', '高楼层(共21层)2016年建板塔结合  -  高铁新城', '120万', '单价13051元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6e3fcbff-7fb0-4102-ac98-1b550946c812.png.296x216.jpg', '香城花园二区精装修三房，房东园区买好房子诚售', '香城花园二区  | 3室2厅 | 106.5平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2007年建板楼  -  元和', '215万', '单价20188元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload82119228-eec3-415a-88c9-d2d8414d201a.jpg.296x216.jpg', '合景经典户型，5房3卫，精装自主，南北通透。', '合景峰汇五期  | 5室2厅 | 153平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2010年建板楼  -  活力岛', '345万', '单价22550元/平米')
('https://image1.ljcdn.com/320500-inspection/test-1d891235-61ad-4feb-9fe4-e184a319815d.png.296x216.jpg', '康桥丽都 2室2厅 285万', '康桥丽都  | 2室2厅 | 124.25平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共15层)2011年建板楼  -  元和', '285万', '单价22938元/平米')
