('https://image1.ljcdn.com/440600-inspection/test-4dad8e1a-6bfb-4c18-9472-ded3a55f49df.png.296x216.jpg', '依云天汇 3室2厅 265万', '依云天汇  | 3室2厅 | 102.12平米 | 南 | 其他', '低楼层(共45层)2011年建塔楼  -  千灯湖', '265万', '单价25950元/平米')
('https://image1.ljcdn.com/440600-inspection/3db7f545-62bd-42ac-bcea-72178148c2da.jpg.296x216.jpg', '依岸康堤花园 四房两厅 户型方正', '依岸康堤花园  | 5室2厅 | 183平米 | 南 北 | 其他', '低楼层(共30层)2016年建塔楼  -  平洲', '366万', '单价20000元/平米')
('https://image1.ljcdn.com/440600-inspection/7329069a-f0b4-4e12-8cd6-f5647f8ee153.jpg.296x216.jpg', '基业花园 通风采光好 户型方正', '基业花园  | 2室1厅 | 60平米 | 南 | 其他', '8层2004年建板塔结合  -  平洲', '68万', '单价11334元/平米')
('https://image1.ljcdn.com/440600-inspection/test-b8f1bd63-93c9-4802-9e2a-8585ceb1a65e.png.296x216.jpg', '越秀星汇云锦 1室1厅 105万', '越秀星汇云锦  | 1室1厅 | 40.12平米 | 北 | 其他', '高楼层(共50层)2016年建塔楼  -  天佑', '105万', '单价26172元/平米')
('https://image1.ljcdn.com/440600-inspection/1702ac15-9d1a-4fea-a8d5-5bdda32b5b55.jpg.296x216.jpg', '灯湖领秀 三房两厅 小区环境绿化美', '灯湖领秀  | 2室2厅 | 75平米 | 东南 | 毛坯', '低楼层(共31层)2015年建塔楼  -  千灯湖', '195万', '单价26000元/平米')
('https://image1.ljcdn.com/440600-inspection/bc42c15e-aaeb-4267-9a1c-5c31ba31ff37.jpg.296x216.jpg', '灯湖领秀 交通便利 配套成熟', '灯湖领秀  | 3室2厅 | 90.38平米 | 南 北 | 毛坯', '中楼层(共31层)2015年建塔楼  -  千灯湖', '230万', '单价25449元/平米')
('https://image1.ljcdn.com/440600-inspection/5ed216c2-2ca6-42fa-be60-6339bb06fa22.jpg.296x216.jpg', '怡翠花园 空间舒适 格局舒适', '怡翠花园  | 4室2厅 | 172.92平米 | 东南 | 精装', '高楼层(共16层)2005年建塔楼  -  桂城东（城市广场）', '348万', '单价20125元/平米')
('https://image1.ljcdn.com/440600-inspection/9c8fdf85-baaf-491a-8d55-b88bf933896d.JPG.296x216.jpg', '长信银湾 3室2厅 180万', '长信银湾  | 3室2厅 | 88平米 | 北 | 其他', '高楼层(共21层)2013年建塔楼  -  罗村', '180万', '单价20455元/平米')
('https://image1.ljcdn.com/440600-inspection/c21692da-ab45-4897-8e3e-d181d6406095.jpg.296x216.jpg', '灯湖领秀 三房两厅 小区环境绿化美', '灯湖领秀  | 3室2厅 | 91.13平米 | 南 北 | 毛坯', '中楼层(共31层)2015年建塔楼  -  千灯湖', '238万', '单价26117元/平米')
('https://image1.ljcdn.com/440600-inspection/bfbb0bc7-10f0-4f89-a9ed-0a32d71d3cfe.jpg.296x216.jpg', '宏鼎景裕豪园 四房出售', '宏鼎景裕豪园  | 4室2厅 | 116平米 | 北 | 精装', '低楼层(共32层)2011年建塔楼  -  桂城北（南海广场）', '320万', '单价27587元/平米')
('https://image1.ljcdn.com/440600-inspection/bb10cd38-59c1-41b3-8f48-26fed1a5da94.jpg.296x216.jpg', '龙光君悦龙庭 成熟配套', '龙光君悦龙庭  | 4室2厅 | 115.17平米 | 南 北 | 精装', '低楼层(共22层)2014年建塔楼  -  罗村', '165万', '单价14327元/平米')
('https://image1.ljcdn.com/440600-inspection/a06bfc61-f8b0-4c95-937e-bb3d6d6ce5bb.jpg.296x216.jpg', '和基花园 4室2厅 200万', '和基花园  | 4室2厅 | 137平米 | 南 | 其他', '低楼层(共13层)2006年建塔楼  -  桂城北（南海广场）', '200万', '单价14599元/平米')
('https://image1.ljcdn.com/440600-inspection/9d5f0098-4594-4347-801b-fe592a1e8088.JPG.296x216.jpg', '依岸康堤花园 五房两厅 户型方正', '依岸康堤花园  | 5室2厅 | 180平米 | 南 北 | 毛坯', '低楼层(共30层)2016年建塔楼  -  平洲', '360万', '单价20000元/平米')
('https://image1.ljcdn.com/440600-inspection/3c60b09f-d5af-4d00-851a-c2392b52e675.jpg.296x216.jpg', '保利西雅图 舒适户型 大五房 南北对流', '保利西雅图  | 5室2厅 | 143.69平米 | 南 北 | 精装', '中楼层(共32层)2016年建塔楼  -  平洲', '350万', '单价24358元/平米')
('https://image1.ljcdn.com/440600-inspection/2755c274-7685-4cf2-9e20-c07e6d2272e0.jpg.296x216.jpg', '保利西雅图 3室2厅 225万', '保利西雅图  | 3室2厅 | 94.24平米 | 西南 | 其他', '中楼层(共32层)2016年建塔楼  -  平洲', '225万', '单价23876元/平米')
('https://image1.ljcdn.com/440600-inspection/67b86a64-04fc-49ce-aef8-d1d42f75867f.jpg.296x216.jpg', '中海寰宇天下 4室2厅 422万', '中海寰宇天下  | 4室2厅 | 127.78平米 | 西南 | 其他', '56层2015年建板塔结合  -  千灯湖', '422万', '单价33026元/平米')
('https://image1.ljcdn.com/440600-inspection/2b9d9f94-8e7b-402e-a702-0cc43f04ad29.jpg.296x216.jpg', '灯湖领秀 交通便利 配套成熟', '灯湖领秀  | 3室2厅 | 91平米 | 南 | 毛坯', '低楼层(共31层)2015年建塔楼  -  千灯湖', '220万', '单价24176元/平米')
('https://image1.ljcdn.com/440600-inspection/cd7c50aa-b92a-476b-9d02-1b9cf541f13c.JPG.296x216.jpg', '奥园公园一号 舒适小区 看中可谈', '奥园公园一号  | 4室1厅 | 126.5平米 | 南 | 毛坯', '低楼层(共17层)2016年建塔楼  -  罗村', '196万', '单价15495元/平米')
('https://image1.ljcdn.com/440600-inspection/5f0c2ff7-21a0-485b-ac90-93358f2de658.jpg.296x216.jpg', '中海万锦豪园 3室2厅 436万', '中海万锦豪园  | 3室2厅 | 152平米 | 西南 | 其他', '低楼层(共29层)2005年建塔楼  -  千灯湖', '436万', '单价28685元/平米')
('https://image1.ljcdn.com/440600-inspection/132f3057-1e04-4c6f-95ac-15493ab46dfa.JPG.296x216.jpg', '海逸锦绣蓝湾 3室2厅 212万', '海逸锦绣蓝湾  | 3室2厅 | 133平米 | 南 | 其他', '低楼层(共25层)塔楼  -  里水', '212万', '单价15940元/平米')
('https://image1.ljcdn.com/440600-inspection/d106ee33-2b91-47ae-a7ce-f25ba7180309.jpg.296x216.jpg', '桂丹颐景园 北向望江', '桂丹颐景园  | 3室2厅 | 89.68平米 | 北 | 其他', '中楼层(共33层)2016年建塔楼  -  丹灶', '115万', '单价12824元/平米')
('https://image1.ljcdn.com/440600-inspection/0b9d47be-bceb-4e21-9455-dc78ad7b35fa.JPG.296x216.jpg', '长信银湾 配套成熟', '长信银湾  | 4室2厅 | 153.82平米 | 南 | 毛坯', '低楼层(共18层)2013年建塔楼  -  罗村', '215.4万', '单价14001元/平米')
('https://image1.ljcdn.com/440600-inspection/994ea21e-f143-4a6a-a74f-c956e97905f7.JPG.296x216.jpg', '中恒海晖城 2室2厅 102万', '中恒海晖城  | 2室2厅 | 78.91平米 | 北 | 其他', '高楼层(共17层)2018年建塔楼  -  狮山', '102万', '单价12927元/平米')
('https://image1.ljcdn.com/440600-inspection/6a27fb45-c69d-43b6-a3c3-fae5e8d3ba92.jpg.296x216.jpg', '怡翠馨园 6室2厅 580万', '怡翠馨园  | 6室2厅 | 179.05平米 | 南 北 | 其他', '高楼层(共23层)2005年建塔楼  -  桂城东（城市广场）', '580万', '单价32394元/平米')
('https://image1.ljcdn.com/440600-inspection/cdb77753-7b6f-4762-a782-8b59b7d876e2.jpg.296x216.jpg', '金湖花园 3房出售', '金湖花园  | 3室2厅 | 135平米 | 南 | 其他', '中楼层(共8层)2005年建塔楼  -  罗村', '138万', '单价10223元/平米')
('https://image1.ljcdn.com/440600-inspection/c490e484-da43-42fc-b1d6-9ee045ccf765.jpg.296x216.jpg', '宏鼎景裕豪园 电梯4房 高层视野好 有钥匙看楼方便', '宏鼎景裕豪园  | 4室2厅 | 123.91平米 | 南 北 | 其他', '低楼层(共32层)2018年建塔楼  -  桂城北（南海广场）', '300万', '单价24212元/平米')
('https://image1.ljcdn.com/440600-inspection/077fce06-8538-4d6d-b83a-0220e33bff66.jpg.296x216.jpg', '兴业新村 3室2厅 150万', '兴业新村  | 3室2厅 | 91平米 | 西 | 其他', '中楼层(共7层)2002年建塔楼  -  桂城北（南海广场）', '150万', '单价16484元/平米')
('https://image1.ljcdn.com/440600-inspection/74af3c80-154f-479e-9082-b3f976007ca4.JPG.296x216.jpg', '富丰新城 3室2厅 325万', '富丰新城  | 3室2厅 | 135.22平米 | 南 | 其他', '低楼层(共32层)2012年建塔楼  -  平洲', '325万', '单价24035元/平米')
('https://image1.ljcdn.com/440600-inspection/b4bd522d-f9fc-440e-9dc9-5f33d0e03b87.JPG.296x216.jpg', '依岸康堤 三房两厅 电梯高层', '依岸康堤花园  | 3室2厅 | 89平米 | 南 | 其他', '高楼层(共32层)2016年建塔楼  -  平洲', '180万', '单价20225元/平米')
('https://image1.ljcdn.com/440600-inspection/6ef5d98a-ffe1-4020-9d53-711bbda3a704.jpg.296x216.jpg', '长信银湾 毛坯三房 三阳台', '长信银湾  | 3室2厅 | 92.34平米 | 南 | 其他', '高楼层(共18层)2014年建塔楼  -  罗村', '140万', '单价15162元/平米')
('https://image1.ljcdn.com/440600-inspection/971458f6-73f1-4cd4-a3db-423d109c9501.jpg.296x216.jpg', '万达广场 1室0厅 356.4万', '万达广场  | 1室0厅 | 222.76平米 | 南 | 其他', '中楼层(共44层)2012年建塔楼  -  千灯湖', '356.4万', '单价16000元/平米')
('https://image1.ljcdn.com/440600-inspection/f61a89c6-4efc-4eec-9828-8b450fbf3077.jpg.296x216.jpg', '兴业新村 3室2厅 170万', '兴业新村  | 3室2厅 | 105平米 | 南 | 其他', '中楼层(共8层)2002年建塔楼  -  桂城北（南海广场）', '170万', '单价16191元/平米')
('https://image1.ljcdn.com/440600-inspection/736c2d0b-52cc-4386-9062-899ae0b9e486.jpg.296x216.jpg', '时代倾城 3室2厅 178万', '时代倾城  | 3室2厅 | 102.26平米 | 北 | 精装', '低楼层(共6层)2016年建板楼  -  罗村', '178万', '单价17407元/平米')
('https://image1.ljcdn.com/440600-inspection/test-5f2ac850-9055-4b27-8c59-e0aa4ae97bed.png.296x216.jpg', '中恒海晖城 4室2厅 200万', '中恒海晖城  | 4室2厅 | 137.99平米 | 南 北 | 精装', '高楼层(共25层)2018年建塔楼  -  狮山', '200万', '单价14494元/平米')
('https://image1.ljcdn.com/440600-inspection/3d56aa42-3784-4212-8187-61a0e7e215a7.jpg.296x216.jpg', '桂丹颐景园 三房出售 户型方正', '桂丹颐景园  | 3室2厅 | 90.61平米 | 南 | 其他', '中楼层(共33层)2016年建塔楼  -  丹灶', '117.8万', '单价13000元/平米')
('https://image1.ljcdn.com/440600-inspection/b7d736fa-484b-4e96-91ef-cb993d0c79f0.jpg.296x216.jpg', '鹿璟村 中层望景 环境好', '鹿璟村鹿秀居  | 3室2厅 | 109.57平米 | 北 | 简装', '高楼层(共13层)2003年建塔楼  -  桂城东（城市广场）', '240万', '单价21904元/平米')
('https://image1.ljcdn.com/440600-inspection/f4629570-3b01-49aa-9637-d32762ffd733.jpg.296x216.jpg', '万达广场 1室1厅 155万', '万达广场  | 1室1厅 | 97.48平米 | 西 | 其他', '中楼层(共44层)2012年建塔楼  -  千灯湖', '155万', '单价15901元/平米')
('https://image1.ljcdn.com/440600-inspection/4842c3c7-8d50-4dba-8bd7-cac200ea4184.JPG.296x216.jpg', '怡翠世嘉花园 3室2厅 270万', '怡翠世嘉花园  | 3室2厅 | 108.95平米 | 南 北 | 其他', '中楼层(共32层)2012年建塔楼  -  平洲', '270万', '单价24783元/平米')
('https://image1.ljcdn.com/440600-inspection/8b15a5ec-bbc6-4836-beda-0e17fe747b17.jpg.296x216.jpg', '南海万科广场 3室2厅 250万', '南海万科广场  | 3室2厅 | 88.49平米 | 北 | 其他', '高楼层(共33层)2013年建塔楼  -  佛平路', '250万', '单价28252元/平米')
('https://image1.ljcdn.com/440600-inspection/c6887c5d-649b-4965-ac90-069468a04c6d.jpg.296x216.jpg', '依云华府 三房二厅', '依云华府  | 3室2厅 | 89.75平米 | 南 | 毛坯', '中楼层(共16层)2018年建塔楼  -  狮山', '165万', '单价18385元/平米')
('https://image1.ljcdn.com/440600-inspection/0a16dc06-af45-4981-96cd-52f1faf95425.jpg.296x216.jpg', '尚观嘉园 品质小区 三房带装修出售', '尚观嘉园  | 3室2厅 | 110.47平米 | 北 | 其他', '低楼层(共17层)2004年建塔楼  -  罗村', '180.1万', '单价16301元/平米')
('https://image1.ljcdn.com/440600-inspection/d092bae9-70e4-42bb-82cc-8f3c052a436c.jpg.296x216.jpg', '明珠广场 1室1厅 56万', '明珠广场  | 1室1厅 | 37.75平米 | 南 | 其他', '中楼层(共7层)1997年建塔楼  -  黄岐', '56万', '单价14835元/平米')
('https://image1.ljcdn.com/440600-inspection/7b9dc856-9bb6-4083-89a7-38e012820d51.JPG.296x216.jpg', '江南名居 东南三房', '江南名居  | 4室2厅 | 160平米 | 东北 | 其他', '低楼层(共22层)2006年建塔楼  -  桂城北（南海广场）', '285万', '单价17813元/平米')
('https://image1.ljcdn.com/440600-inspection/30de4d66-ed7a-4b16-b2c3-32151056ad2d.jpg.296x216.jpg', '万达广场 1室0厅 112万', '万达广场  | 1室0厅 | 70.13平米 | 西 | 其他', '中楼层(共44层)2012年建塔楼  -  千灯湖', '112万', '单价15971元/平米')
('https://image1.ljcdn.com/440600-inspection/689b87f2-e3a9-4ecb-a364-5b8fc076411e.jpg.296x216.jpg', '俊雅名园 花园小区 配套成熟', '俊雅名园  | 3室2厅 | 96平米 | 南 | 其他', '7层2008年建板塔结合  -  罗村', '110万', '单价11459元/平米')
('https://image1.ljcdn.com/440600-inspection/67335611-a902-4688-a80d-ec27d68eb167.JPG.296x216.jpg', '怡翠世嘉花园 毛坯3房南北双阳台 中高楼层采光通风好', '怡翠世嘉花园  | 3室2厅 | 107.94平米 | 南 北 | 毛坯', '中楼层(共32层)2012年建塔楼  -  平洲', '225万', '单价20845元/平米')
('https://image1.ljcdn.com/440600-inspection/2df706d9-c27a-40e3-a457-967b09c8e9ac.jpg.296x216.jpg', '罗湖花园 成熟小区 环境优美', '罗湖花园  | 3室2厅 | 83平米 | 北 | 简装', '高楼层(共6层)2003年建板楼  -  罗村', '105万', '单价12651元/平米')
('https://image1.ljcdn.com/440600-inspection/f20dfd01-df60-4c18-8dfa-aba2b65ae86a.JPG.296x216.jpg', '罗村龙光君悦龙庭 成熟配套小区', '龙光君悦龙庭  | 5室2厅 | 137.26平米 | 北 | 毛坯', '中楼层(共17层)2014年建塔楼  -  罗村', '210万', '单价15300元/平米')
('https://image1.ljcdn.com/440600-inspection/569aa9d5-128f-484a-8e19-35f454f050b7.jpg.296x216.jpg', '罗湖一路 3室2厅 97万', '罗湖一路  | 3室2厅 | 98.21平米 | 东 | 简装', '中楼层(共8层)板楼  -  罗村', '97万', '单价9877元/平米')
('https://image1.ljcdn.com/440600-inspection/79a5ecad-c864-4fa2-adb8-5be3d2501af1.JPG.296x216.jpg', '江南名居 5房2厅 320万元', '江南名居  | 5室2厅 | 161平米 | 南 | 精装', '中楼层(共20层)2006年建塔楼  -  桂城北（南海广场）', '310万', '单价19255元/平米')
('https://image1.ljcdn.com/440600-inspection/9f7ac261-5a25-4bba-a034-02b02b61f5c6.jpg.296x216.jpg', '万科金域蓝湾 装修新净两房出售', '万科金域蓝湾柏丽湾  | 2室1厅 | 68.94平米 | 西 | 简装', '高楼层(共25层)2015年建塔楼  -  平洲', '132万', '单价19148元/平米')
('https://image1.ljcdn.com/440600-inspection/5fc5955f-0197-4af4-988a-b17ca6ce7091.jpg.296x216.jpg', '和粤尚德居 三房两厅户型方正 新净装修', '禾粤尚德居  | 3室2厅 | 93.77平米 | 东南 | 精装', '中楼层(共27层)塔楼  -  狮山', '120万', '单价12798元/平米')
('https://image1.ljcdn.com/440600-inspection/6185c861-795e-44f3-b7be-a3b752f614b3.jpg.296x216.jpg', '佳兆业滨江一号 地铁沿线 交通方配套完善', '佳兆业滨江一号  | 3室2厅 | 169平米 | 南 北 | 毛坯', '中楼层(共35层)2017年建塔楼  -  千灯湖', '459万', '单价27160元/平米')
('https://image1.ljcdn.com/440600-inspection/ac0edefc-be0e-4248-b3a9-08c5b6cdf073.jpg.296x216.jpg', '碧琴湾 4室2厅 232万', '碧琴湾  | 4室2厅 | 134平米 | 北 | 简装', '中楼层(共11层)2005年建塔楼  -  平洲', '232万', '单价17314元/平米')
('https://image1.ljcdn.com/440600-inspection/01ca8b7c-f425-4b4a-8a7c-1a9857e5c033.jpg.296x216.jpg', '上林苑 实用电梯三房 带装修 高楼层', '上林苑  | 3室2厅 | 91平米 | 南 | 其他', '高楼层(共32层)2013年建塔楼  -  狮山', '135万', '单价14836元/平米')
('https://image1.ljcdn.com/440600-inspection/7459cea0-5a86-4e72-8978-4bdfdd361c4f.JPG.296x216.jpg', '万科金色家园，交通便利，配套成熟', '万科金色家园金领  | 1室1厅 | 54.33平米 | 北 | 毛坯', '高楼层(共12层)2006年建塔楼  -  桂城东（城市广场）', '110万', '单价20247元/平米')
('https://image1.ljcdn.com/440600-inspection/1d31639b-e152-4846-9b69-15db6d330633.jpg.296x216.jpg', '万达广场 1室0厅 146万', '万达广场  | 1室0厅 | 91.32平米 | 西 | 其他', '中楼层(共44层)2012年建塔楼  -  千灯湖', '146万', '单价15988元/平米')
('https://image1.ljcdn.com/440600-inspection/988670b8-1f5e-42bd-abb5-6832967506ac.jpg.296x216.jpg', '祈福南湾半岛 2室2厅 128万', '祈福南湾半岛  | 2室2厅 | 70.38平米 | 南 | 其他', '低楼层(共6层)板楼  -  丹灶', '128万', '单价18187元/平米')
('https://image1.ljcdn.com/440600-inspection/c7cd12f5-cdb3-45fe-b51d-80af1c543a5c.jpg.296x216.jpg', '沙面新城蓝城阁 望江电梯楼 户型方正', '沙面新城  | 4室2厅 | 157平米 | 东南 | 毛坯', '低楼层(共31层)2003年建塔楼  -  黄岐', '320万', '单价20383元/平米')
('https://image1.ljcdn.com/440600-inspection/e85ab9ec-cdb4-4d49-868b-d7ca85218c93.jpg.296x216.jpg', '怡翠世嘉花园 毛坯3房 交通便利', '怡翠世嘉花园  | 3室2厅 | 109平米 | 西南 | 毛坯', '中楼层(共32层)2012年建塔楼  -  平洲', '238万', '单价21835元/平米')
('https://image1.ljcdn.com/440600-inspection/d851a88a-8758-4969-a1ab-218af4b2ddc3.jpg.296x216.jpg', '中海千灯湖花园 5室2厅 625万', '中海千灯湖花园  | 5室2厅 | 211.03平米 | 南 | 毛坯', '高楼层(共44层)2013年建塔楼  -  千灯湖', '625万', '单价29617元/平米')
('https://image1.ljcdn.com/440600-inspection/3f8cc5e9-561f-4e0c-b2f4-5dd0543b6beb.jpg.296x216.jpg', '鹿璟村 南向三房二厅', '鹿璟村鹿俊居  | 3室2厅 | 145.72平米 | 南 | 精装', '低楼层(共12层)2003年建塔楼  -  桂城东（城市广场）', '268万', '单价18392元/平米')
('https://image1.ljcdn.com/440600-inspection/20a36cc8-976c-419e-ae20-8ad8cfd5f275.jpg.296x216.jpg', '江南名居 户型实用', '江南名居  | 6室2厅 | 141.74平米 | 南 北 | 简装', '低楼层(共21层)2006年建塔楼  -  桂城北（南海广场）', '330万', '单价23283元/平米')
('https://image1.ljcdn.com/440600-inspection/f18e2b56-50d3-45d5-b7c5-b6225012e3d6.jpg.296x216.jpg', '万达广场 1室0厅 150万', '万达广场  | 1室0厅 | 93.77平米 | 西 | 其他', '中楼层(共44层)2012年建塔楼  -  千灯湖', '150万', '单价15997元/平米')
('https://image1.ljcdn.com/440600-inspection/8f5d6d9e-2c1a-4427-95d6-e959cf0e6e42.jpg.296x216.jpg', '依岸康堤花园 6室2厅 400万', '依岸康堤花园  | 6室2厅 | 183.79平米 | 南 | 其他', '低楼层(共30层)2016年建塔楼  -  平洲', '400万', '单价21764元/平米')
('https://image1.ljcdn.com/440600-inspection/479cd91f-0f52-491f-baed-c41f112a7c5a.jpg.296x216.jpg', '万达华府 3室2厅 265万', '万达华府  | 3室2厅 | 87.63平米 | 东南 | 其他', '中楼层(共52层)2014年建塔楼  -  千灯湖', '265万', '单价30241元/平米')
