('https://image1.ljcdn.com/340100-inspection/d29bc567-db84-4449-bd5e-c46d29c0b2d2.JPG.296x216.jpg', '熔安家园，刚需两房，朝南户型，大阳台，采光好，诚售', '熔安家园  | 2室2厅 | 85.76平米 | 南 | 其他', '低楼层(共18层)2015年建塔楼  -  临湖', '115万', '单价13410元/平米')
('https://image1.ljcdn.com/340100-inspection/72393f56-0d40-4707-9e5d-e2243c2d5d80.JPG.296x216.jpg', '观澜华庭，大三房，精装修，没社保可以买', '观澜华庭  | 3室2厅 | 106.59平米 | 南 北 | 其他', '低楼层(共18层)2013年建塔楼  -  临湖', '168万', '单价15762元/平米')
('https://image1.ljcdn.com/340100-inspection/4bae95e9-4eb5-4a35-8c57-fcd3689359ba.JPG.296x216.jpg', '品质小区， 户型方正，业主诚心出售。', '绿地滨湖国际花都  | 3室2厅 | 99.13平米 | 南 北 | 其他', '高楼层(共32层)2013年建塔楼  -  海恒', '175万', '单价17654元/平米')
('https://image1.ljcdn.com/340100-inspection/6ddcf12a-776d-456b-93c1-161d8147986e.JPG.296x216.jpg', '东海花园 2室2厅 153万', '东海花园  | 2室2厅 | 101.59平米 | 西南 | 其他', '高楼层(共16层)2003年建板楼  -  莲花', '153万', '单价15061元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload2c2c4a29-c488-47b3-b382-fdf0b518e53e.jpg.296x216.jpg', '满屋两房 配套齐全 交通便利 诚心出售', '金星家园  | 2室2厅 | 87.36平米 | 南 | 其他', '低楼层(共29层)2011年建板塔结合  -  芙蓉', '166万', '单价19002元/平米')
('https://image1.ljcdn.com/340100-inspection/263733e8-76d3-4774-87a3-10a63aa16f5e.JPG.296x216.jpg', '明珠广场附近 精装两房 采光好  小区热闹', '名筑花园  | 2室2厅 | 87.37平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  莲花', '126万', '单价14422元/平米')
('https://image1.ljcdn.com/340100-inspection/dbc56c53-c985-4f07-ba05-441ad229eb92.JPG.296x216.jpg', '品质小区，绿地旗下，方正两房，楼层好，视野好装修好', '绿地滨湖国际花都  | 2室2厅 | 80平米 | 南 北 | 精装', '高楼层(共28层)2013年建塔楼  -  海恒', '156万', '单价19500元/平米')
('https://image1.ljcdn.com/340100-inspection/de5f1e59-2fa4-49d5-8315-48e8607fc323.JPG.296x216.jpg', '电梯洋房 房东包含增值税和个税出售', '世茂翡翠首府  | 3室2厅 | 135.58平米 | 南 北 | 其他', '低楼层(共6层)塔楼  -  芙蓉', '284万', '单价20948元/平米')
('https://image1.ljcdn.com/340100-inspection/7274a409-aca6-487c-b8d8-60f1cf25e1ce.jpg.296x216.jpg', '文锦新城 满两年 电梯顶复 户型方正', '德信文锦新城  | 4室2厅 | 158.45平米 | 南 北 | 其他', '高楼层(共11层)2006年建板楼  -  芙蓉', '238万', '单价15021元/平米')
('https://image1.ljcdn.com/340100-inspection/02252cbe-9a0d-4051-996d-2fbe879c27ef.JPG.296x216.jpg', '交通便利，翡翠湖旁，小区环境优美', '翡翠花园  | 3室2厅 | 114.75平米 | 南 | 简装', '低楼层(共6层)2006年建板楼  -  芙蓉', '162万', '单价14118元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload4287a4aa-90f2-4266-88df-f132b9241be4.JPG.296x216.jpg', '滨湖前城 9.6平方大阳台 看房有钥匙 之前自住装修', '滨湖前城  | 2室2厅 | 86.46平米 | 南 | 其他', '低楼层(共11层)板塔结合  -  临湖', '129万', '单价14921元/平米')
('https://image1.ljcdn.com/340100-inspection/60c8d606-77f8-4e0f-b41c-66630aa3d9f6.JPG.296x216.jpg', '楼层好 南北通透 采光充足  满两年 中等装修 业主诚售', '九溪江南  | 3室2厅 | 111.48平米 | 南 北 | 其他', '中楼层(共11层)2007年建板楼  -  芙蓉', '185万', '单价16595元/平米')
('https://image1.ljcdn.com/340100-inspection/3702c5ec-4c58-4a12-b05f-6b0aa8c2facc.JPG.296x216.jpg', '翡翠花园 3室2厅 210万', '翡翠花园  | 3室2厅 | 137.18平米 | 南 | 其他', '低楼层(共6层)2003年建板楼  -  芙蓉', '210万', '单价15309元/平米')
('https://image1.ljcdn.com/340100-inspection/d1f6ee13-ee30-4bd6-a188-4733e0eea6ed.JPG.296x216.jpg', '翡翠湖畔电梯洋房 ，新毛坯 户型可根据喜好随意改动', '世茂翡翠首府  | 3室2厅 | 135.58平米 | 南 北 | 其他', '高楼层(共6层)塔楼  -  芙蓉', '275万', '单价20284元/平米')
('https://image1.ljcdn.com/340100-inspection/bcec468a-ed50-4778-ab67-6d27a809ccb8.jpg.296x216.jpg', '多层大三居，南北通透，业主诚心出售，交通便利', '港澳花园  | 3室2厅 | 107.7平米 | 南 北 | 其他', '低楼层(共6层)2006年建板楼  -  芙蓉', '150万', '单价13928元/平米')
('https://image1.ljcdn.com/340100-inspection/42de7ea3-44c5-40bb-b2da-0bccac873186.JPG.296x216.jpg', '南湖春城 大二房  户型方正 居家装修 诚心出售', '南湖春城  | 2室2厅 | 105.06平米 | 南 | 其他', '高楼层(共18层)2008年建塔楼  -  海恒', '155万', '单价14754元/平米')
('https://image1.ljcdn.com/340100-inspection/38ee9bcc-93bc-4fd4-bae4-f0aeed875e1a.JPG.296x216.jpg', '中间楼层，采光充足，小区后排，安静，业主诚心出售', '港澳花园  | 3室2厅 | 109.79平米 | 南 | 其他', '中楼层(共15层)2006年建塔楼  -  芙蓉', '165万', '单价15029元/平米')
('https://image1.ljcdn.com/340100-inspection/feec8ba5-4608-42eb-a5a0-c707331a912c.jpg.296x216.jpg', '政务南大三居 户型方正采光充足    位置好', '德信文锦新城  | 3室2厅 | 115.69平米 | 南 北 | 其他', '中楼层(共11层)2006年建板楼  -  芙蓉', '216.8万', '单价18740元/平米')
('https://image1.ljcdn.com/340100-inspection/ba3f2279-0840-468e-8e44-41e1647141eb.JPG.296x216.jpg', '南湖春城 户型方正 靠近南艳湖 诚心出售', '南湖春城  | 4室2厅 | 106.27平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  海恒', '180万', '单价16938元/平米')
('https://image1.ljcdn.com/340100-inspection/03d3261a-fa29-4432-af69-68ab0dcacfd6.JPG.296x216.jpg', '东海星城 精装三房 看房方便 户型方正', '东海星城  | 3室2厅 | 114.8平米 | 南 | 其他', '低楼层(共18层)2010年建板楼  -  莲花', '175万', '单价15244元/平米')
('https://image1.ljcdn.com/340100-inspection/816ce391-8d75-428e-aaea-27e88c73f366.jpg.296x216.jpg', '前排四房，全天采光，户型端正，视野开阔', '绿城翡翠湖玫瑰园  | 4室2厅 | 237平米 | 南 | 其他', '低楼层(共39层)2013年建板楼  -  芙蓉', '615万', '单价25950元/平米')
('https://image1.ljcdn.com/340100-inspection/0882e1f7-c743-4fb8-a4c9-dc8c0175d3e7.JPG.296x216.jpg', '南湖春城 2室1厅 128万', '南湖春城  | 2室1厅 | 88.99平米 | 南 | 其他', '低楼层(共6层)2008年建板楼  -  海恒', '128万', '单价14384元/平米')
('https://image1.ljcdn.com/340100-inspection/5c60ac33-f54d-4fca-a59a-e2b4f90fa920.JPG.296x216.jpg', '绿地品质 南北通透大三房 中上楼层 视野好采光好', '绿地滨湖印象  | 4室2厅 | 106.55平米 | 南 北 | 其他', '高楼层(共28层)2016年建塔楼  -  临湖', '167万', '单价15674元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload2986f1ee-4ffb-4087-a471-1db4a8d06c34.jpg.296x216.jpg', '省委宣传部集资建房  采光足 大四房', '报业园东区  | 4室2厅 | 142.69平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  芙蓉', '220万', '单价15419元/平米')
('https://image1.ljcdn.com/340100-inspection/20868e93-0b20-4230-87fa-c88f3fa261f1.JPG.296x216.jpg', '近滨湖 临滨湖 不需要社保 朝南带阳台，高层采光好', '观澜华庭  | 2室2厅 | 87.04平米 | 南 | 其他', '中楼层(共28层)2013年建塔楼  -  临湖', '150万', '单价17234元/平米')
('https://image1.ljcdn.com/340100-inspection/eb1cf087-9550-4f63-957b-fcf12c97a844.JPG.296x216.jpg', '经开临滨湖+江汽硬装16万大两房+通透采光好+物业好', '江汽六村  | 2室2厅 | 100平米 | 南 北 | 其他', '高楼层(共18层)塔楼  -  临湖', '148万', '单价14800元/平米')
('https://image1.ljcdn.com/340100-inspection/38c6c466-fc10-4b94-b1ee-1469b76b405e.JPG.296x216.jpg', '户型方正 纯毛坯 次新小区 品质小区 环境优美 采光好', '葛洲坝玖珑府  | 4室2厅 | 121.35平米 | 南 北 | 其他', '高楼层(共34层)塔楼  -  芙蓉', '235万', '单价19366元/平米')
('https://image1.ljcdn.com/340100-inspection/441d8fd1-b4ee-4697-ae1d-046b0efcf7b8.jpg.296x216.jpg', '一里洋房 2室2厅 125万', '一里洋房  | 2室2厅 | 67.71平米 | 南 | 其他', '中楼层(共18层)2008年建板楼  -  芙蓉', '125万', '单价18462元/平米')
('https://image1.ljcdn.com/340100-inspection/336163eb-2569-4583-9727-b25545e97470.JPG.296x216.jpg', '明珠广场繁华世家精装大两房，随时可看 满五唯一', '繁华世家  | 2室2厅 | 88.63平米 | 南 | 其他', '中楼层(共9层)2006年建板楼  -  莲花', '140万', '单价15797元/平米')
('https://image1.ljcdn.com/340100-inspection/e90c7f30-32bc-4a27-befd-2fac865f97be.jpg.296x216.jpg', '小区中间位置 位置也很好 楼层好采光好，全南户型。', '东海徽园  | 2室2厅 | 97.16平米 | 南 | 其他', '高楼层(共18层)2006年建板楼  -  莲花', '145万', '单价14924元/平米')
('https://image1.ljcdn.com/340100-inspection/c31aefd4-3a99-4be9-993c-5c008fcbe1ef.JPG.296x216.jpg', '碧湖蓝庭 3室2厅 228万', '碧湖蓝庭  | 3室2厅 | 136.63平米 | 南 | 其他', '低楼层(共18层)2006年建塔楼  -  芙蓉', '228万', '单价16688元/平米')
('https://image1.ljcdn.com/340100-inspection/02f628ff-5424-4460-bfd0-6c4f44b32f1e.JPG.296x216.jpg', '小高层 采光好 户型好 翡翠湖旁', '翡翠花园  | 2室1厅 | 89.98平米 | 南 | 其他', '中楼层(共11层)2006年建塔楼  -  芙蓉', '135万', '单价15004元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload9ed0ea69-32ca-4b12-b6fe-08d7a0c1ed3a.jpg.296x216.jpg', '满两年 邻翡翠湖  户型方正 168校 小区环境幽静', '国耀一方城  | 4室2厅 | 217.37平米 | 南 | 其他', '低楼层(共15层)2011年建塔楼  -  芙蓉', '440万', '单价20242元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload5b08f40a-3015-4bd4-b77d-386772c02313.JPG.296x216.jpg', '外地人可以买+经开临滨湖+边户通透两房+环境好采光好', '观澜华庭  | 2室2厅 | 89.93平米 | 南 北 | 其他', '高楼层(共18层)2013年建塔楼  -  临湖', '138万', '单价15346元/平米')
('https://image1.ljcdn.com/340100-inspection/4eef154e-0625-49fc-8aa7-852de96a784b.jpg.296x216.jpg', '复式景观洋房 小户型可做2房 采光好 钥匙房', '一里洋房  | 1室1厅 | 40.1平米 | 东南 | 其他', '高楼层(共5层)2008年建板楼  -  芙蓉', '66万', '单价16459元/平米')
('https://image1.ljcdn.com/340100-inspection/cbb4e575-0443-4f7f-ae37-a6620e15efd9.jpg.296x216.jpg', '大三室，采光无遮挡，户型方正。', '融科城融祥园  | 3室2厅 | 94.16平米 | 东南 | 其他', '高楼层(共34层)2015年建板楼  -  芙蓉', '198万', '单价21029元/平米')
('https://image1.ljcdn.com/340100-inspection/e9533d0b-a3ab-43ae-b923-0a8aaab9207c.JPG.296x216.jpg', '南郡明珠 3室2厅 135万', '南郡明珠  | 3室2厅 | 97.84平米 | 南 | 其他', '高楼层(共6层)2011年建板楼  -  锦绣', '135万', '单价13799元/平米')
('https://image1.ljcdn.com/340100-inspection/ef958613-bc10-41bd-bdc6-edd6c7b7f9fb.JPG.296x216.jpg', '翡翠湖畔 次新小区 通透三房 诚售', '翡翠花园翠湖苑  | 3室2厅 | 91平米 | 南 北 | 其他', '低楼层(共6层)2012年建板楼  -  芙蓉', '142万', '单价15605元/平米')
('https://image1.ljcdn.com/340100-inspection/36341468-0e62-4f81-988b-2dbddb47172c.jpg.296x216.jpg', '翠微苑 4室1厅 286万', '翠微苑  | 4室1厅 | 164平米 | 南 北 | 其他', '高楼层(共11层)2010年建板楼  -  芙蓉', '286万', '单价17440元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload3329ef97-e929-43a8-ba3e-ea6c45577911.JPG.296x216.jpg', '东海星城中间楼层三房精装修家具家电基本留下诚心出售', '东海星城  | 3室2厅 | 99.16平米 | 南 北 | 其他', '中楼层(共33层)2010年建板楼  -  莲花', '168万', '单价16943元/平米')
('https://image1.ljcdn.com/340100-inspection/fab0c46d-112a-4755-bab8-6833e7f58155.JPG.296x216.jpg', '此房熔安家园 刚需两房，满两年，户型方正，临近滨湖', '熔安家园  | 2室2厅 | 97.3平米 | 南 | 其他', '低楼层(共18层)2015年建塔楼  -  临湖', '125万', '单价12847元/平米')
('https://image1.ljcdn.com/340100-inspection/a1c9cf5b-9346-44b4-82b6-21a2ee26dfb6.JPG.296x216.jpg', '紫金山庄 精装修 户型方正 业主置换诚心出售', '紫金山庄  | 2室2厅 | 91.64平米 | 南 | 其他', '中楼层(共18层)暂无数据  -  海恒', '144万', '单价15714元/平米')
('https://image1.ljcdn.com/340100-inspection/3458c69c-87d2-4ba5-a6eb-4129a9cc7e74.JPG.296x216.jpg', '南艳滨湖时光 楼层好 交通方便 配套完善', '滨湖时光  | 2室1厅 | 88.79平米 | 南 | 其他', '中楼层(共6层)2005年建板楼  -  海恒', '145万', '单价16331元/平米')
('https://image1.ljcdn.com/340100-inspection/fa27f1a4-1fba-4b16-b7d4-f87c1e3aa61e.JPG.296x216.jpg', '东海花园 采光充足 户型方正 配套齐全', '东海花园  | 3室2厅 | 170.58平米 | 南 | 其他', '中楼层(共24层)2003年建板楼  -  莲花', '228万', '单价13367元/平米')
('https://image1.ljcdn.com/340100-inspection/fa2855e3-1723-4cbd-bce0-9f9769a888bd.jpg.296x216.jpg', '一里洋房 房主自住装修   业主诚意出售', '一里洋房  | 3室2厅 | 105平米 | 南 北 | 其他', '中楼层(共20层)2008年建塔楼  -  芙蓉', '163万', '单价15524元/平米')
('https://image1.ljcdn.com/340100-inspection/a9e854f2-0949-482b-9171-7f50800ed606.JPG.296x216.jpg', '滨湖前城 2室2厅 110万', '滨湖前城  | 2室2厅 | 76平米 | 南 | 其他', '高楼层(共18层)板塔结合  -  临湖', '110万', '单价14474元/平米')
('https://image1.ljcdn.com/340100-inspection/9cfe95ca-400f-48b7-98e3-c93af0569df0.JPG.296x216.jpg', '经典华城 精装两室 采光好 周边配套好', '经典华城  | 2室1厅 | 79.74平米 | 南 北 | 其他', '中楼层(共33层)2013年建板楼  -  莲花', '158万', '单价19815元/平米')
('https://image1.ljcdn.com/340100-inspection/3dc1ca1d-e192-49c6-98e8-cadd0f0565b6.JPG.296x216.jpg', '中环城国际公寓 2室2厅 118万', '中环城国际公寓  | 2室2厅 | 61.82平米 | 北 | 其他', '低楼层(共18层)2012年建塔楼  -  芙蓉', '118万', '单价19088元/平米')
('https://image1.ljcdn.com/340100-inspection/2c527c1e-4c87-4246-91a8-2da3afb29706.JPG.296x216.jpg', '碧湖蓝庭 通透三居 居家装修 户型方正 业主诚心售', '碧湖蓝庭  | 3室2厅 | 119.27平米 | 南 北 | 其他', '中楼层(共18层)2006年建塔楼  -  芙蓉', '200万', '单价16769元/平米')
('https://image1.ljcdn.com/340100-inspection/ce13893a-4e1a-48f1-930c-63827eee2a84.JPG.296x216.jpg', '金大地时代天街 精装带燃气 拎包入住', '金大地时代天街  | 1室1厅 | 46.79平米 | 东北 | 其他', '低楼层(共32层)暂无数据  -  莲花', '76万', '单价16243元/平米')
('https://image1.ljcdn.com/340100-inspection/259570d0-0e78-4938-b5eb-e66bf1202e90.JPG.296x216.jpg', '国耀星达城 4室2厅 245万', '国耀星达城  | 4室2厅 | 123.06平米 | 南 | 其他', '低楼层(共31层)2015年建塔楼  -  莲花', '245万', '单价19909元/平米')
('https://image1.ljcdn.com/340100-inspection/2e820aec-8d18-4ca3-aec9-e61135b578f7.JPG.296x216.jpg', '书缘居 满五年 居家装修 业主诚心出售', '书缘居  | 3室2厅 | 118.55平米 | 南 北 | 其他', '中楼层(共11层)2006年建板楼  -  芙蓉', '183万', '单价15437元/平米')
('https://image1.ljcdn.com/340100-inspection/61f69945-6b42-4319-9724-8882d9440317.JPG.296x216.jpg', '东海星城 精装两房 户型方正 高楼层采光好 视野宽阔', '东海星城  | 2室1厅 | 85.19平米 | 南 | 其他', '高楼层(共33层)2010年建板楼  -  莲花', '142万', '单价16669元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload08951f44-08d2-46c0-bc7b-854b4c50e885.jpg.296x216.jpg', '翡翠湖畔品质新小区小四房楼层好', '世茂翡翠首府  | 4室2厅 | 97平米 | 南 | 其他', '中楼层(共34层)2017年建板塔结合  -  芙蓉', '168万', '单价17320元/平米')
('https://image1.ljcdn.com/340100-inspection/98d6dee9-f6c3-4943-9301-c7ea2c64d63b.JPG.296x216.jpg', '顶楼复式小洋房，三个露台，花房阳光房一应俱全。', '一里洋房  | 4室2厅 | 155.66平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  芙蓉', '210万', '单价13491元/平米')
('https://image1.ljcdn.com/340100-inspection/9ded9377-8e97-4854-b766-83d363ff82b7.JPG.296x216.jpg', '东海星城 1室1厅 62万', '东海星城  | 1室1厅 | 47.6平米 | 南 | 其他', '低楼层(共32层)2010年建板楼  -  莲花', '62万', '单价13026元/平米')
('https://image1.ljcdn.com/340100-inspection/85a934eb-7f05-43db-bff1-b70237b5ec16.JPG.296x216.jpg', '此房满两年三开间朝南户型，楼层好，满五唯一，采光好', '东海星城  | 2室2厅 | 86.38平米 | 南 | 其他', '低楼层(共33层)2010年建板楼  -  莲花', '138万', '单价15976元/平米')
('https://image1.ljcdn.com/340100-inspection/10767deb-55f7-41de-9c15-58b0966f4fc4.jpg.296x216.jpg', '大三房，中间楼层，采光好，业主诚心出售', '一里洋房  | 3室2厅 | 105.5平米 | 南 | 其他', '中楼层(共20层)2008年建塔楼  -  芙蓉', '170万', '单价16114元/平米')
('https://image1.ljcdn.com/340100-inspection/10c66a1a-9740-49ee-8ef2-aec25c9f501b.JPG.296x216.jpg', '南艳湾 4室2厅 205万', '南雁瑞景  | 4室2厅 | 159.85平米 | 东 南 北 | 其他', '中楼层(共13层)2006年建塔楼  -  海恒', '205万', '单价12825元/平米')
('https://image1.ljcdn.com/340100-inspection/fba7273a-85f7-4edd-ac63-6753a237e115.JPG.296x216.jpg', '滨湖前城 大三房 带电梯 南北通透 诚心售 随时看房', '滨湖前城  | 3室2厅 | 91.69平米 | 南 北 | 其他', '低楼层(共11层)板塔结合  -  临湖', '128万', '单价13961元/平米')
('https://image1.ljcdn.com/340100-inspection/06433add-fd43-4379-9c66-d0cb5512431d.jpg.296x216.jpg', '紫金山庄小洋房，精装修复式，户型方正 ，交通便利', '紫金山庄  | 6室3厅 | 137.49平米 | 南 北 | 其他', '高楼层(共4层)暂无数据  -  海恒', '228万', '单价16584元/平米')
('https://image1.ljcdn.com/340100-inspection/84a8ff44-2752-4d88-a01c-e41f572cda9c.JPG.296x216.jpg', '满两年 品质社区 配套齐全 繁华商圈', '上海城市  | 1室1厅 | 67平米 | 南 | 其他', '高楼层(共26层)2006年建板楼  -  莲花', '89万', '单价13284元/平米')
('https://image1.ljcdn.com/340100-inspection/8a9ad38b-3ade-42f8-ac9e-dc4d5625f1b9.jpg.296x216.jpg', '为你而选，翡翠湖畔精装满五唯一无贷好房', '翡翠花园  | 3室2厅 | 113.31平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  芙蓉', '177万', '单价15621元/平米')
