('https://image1.ljcdn.com/441900-inspection/2aec141c-53b4-4b14-b41e-7dbbb5d6b57b.jpg.296x216.jpg', '未来世界花园 复式两房 带装修 高楼层 朝南向 采光好', '未来世界花园  | 2室2厅 | 53.4平米 | 西南 | 其他', '高楼层(共17层)塔楼  -  东泰', '125万', '单价23409元/平米')
('https://image1.ljcdn.com/441900-inspection/d64d9bb1-3198-4c20-9b0f-79f85224b91d.jpg.296x216.jpg', '石竹新花园3房出售 户型方正 中高楼层 采光好', '石竹新花园  | 3室2厅 | 116平米 | 西南 | 其他', '高楼层(共12层)塔楼  -  石竹', '200万', '单价17242元/平米')
('https://image1.ljcdn.com/441900-inspection/a0f1eee4-4048-4e61-a0d7-fa33aebd1ba1.jpg.296x216.jpg', '格林小城 顶楼带私家平台  免双税', '金地格林小城  | 3室2厅 | 131.54平米 | 东南 | 精装', '高楼层(共11层)塔楼  -  东泰', '289万', '单价21971元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadd1d5a366-0ebb-489b-8e10-24205436e084.jpg.296x216.jpg', '清华居 4室2厅 270万', '清华居  | 4室2厅 | 160平米 | 南 | 其他', '中楼层(共10层)塔楼  -  水濂山', '270万', '单价16875元/平米')
('https://image1.ljcdn.com/441900-inspection/147fbd0c-3504-4aa4-9c86-bbdceddabec2.jpg.296x216.jpg', '车库入口位置 交通便利 方便快捷', '未来世界花园  | 车位 | 12平米 | 西南 西', '暂无数据  -  东泰', '12万', '单价10000元/平米')
('https://image1.ljcdn.com/441900-inspection/b13bad56-2270-4d3c-a4d6-39449adc588c.jpg.296x216.jpg', '地铁口物业精装三房，带大平台的空中别墅', '百悦尚城三期恒大御湖  | 3室2厅 | 93平米 | 东南 | 其他', '低楼层(共18层)塔楼  -  南城车站', '260万', '单价27957元/平米')
('https://image1.ljcdn.com/441900-inspection/bf5a5424-e3b3-42c1-ba6e-1ebc2b6f5b1d.jpg.296x216.jpg', '城市立方 南城白马 房子保养不错', '城市立方  | 2室2厅 | 49.14平米 | 东北 | 其他', '低楼层(共9层)塔楼  -  白马', '83万', '单价16891元/平米')
('https://image1.ljcdn.com/441900-inspection/ee5eb725-e991-4e6e-93f8-71f456beceb9.jpg.296x216.jpg', '安静位置四房双套间 满五唯一 居家舒适', '东骏豪苑  | 4室2厅 | 154.8平米 | 东南 西北 | 毛坯', '低楼层(共16层)塔楼  -  西平', '387万', '单价25000元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload4dc5ee54-01e3-41fe-920b-71a984a6b981.jpg.296x216.jpg', '总部基地版块 .毛坯南向四房.三个大阳台', '香树丽舍  | 4室2厅 | 160.8平米 | 东南 | 毛坯', '高楼层(共26层)塔楼  -  南城车站', '305万', '单价18968元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload1125a9eb-0134-469c-b503-9287a18f5769.jpg.296x216.jpg', '东骏 朝南看湖 户型对流 全湖景', '东骏豪苑  | 4室2厅 | 169平米 | 东南 | 简装', '低楼层(共15层)塔楼  -  西平', '480万', '单价28403元/平米')
('https://image1.ljcdn.com/441900-inspection/3e4a4090-007e-45fb-8f70-4a468eade1a4.jpg.296x216.jpg', '满五唯一免双税，朝南向，高层采光佳，诚心出售。', '万科金域华府二期  | 3室2厅 | 104.06平米 | 西南 | 其他', '高楼层(共18层)塔楼  -  石竹', '280万', '单价26908元/平米')
('https://image1.ljcdn.com/441900-inspection/2ed79eaa-fd73-4565-945f-8548b017f7b9.jpg.296x216.jpg', '精英名都  朝南向三房  南北通透  景观好  诚意卖', '精英名都  | 3室2厅 | 98.68平米 | 东南 | 其他', '中楼层(共16层)塔楼  -  南城车站', '185万', '单价18748元/平米')
('https://image1.ljcdn.com/441900-inspection/2167b792-b27f-4501-b7a4-ce6649b1bbb9.jpg.296x216.jpg', '中信森林湖 观湖景通透4房 毛坯 3阳台', '中信森林湖兰溪谷  | 4室2厅 | 162.77平米 | 东南 西北 | 其他', '高楼层(共33层)2012年建塔楼  -  水濂山', '480万', '单价29490元/平米')
('https://image1.ljcdn.com/441900-inspection/7c704ca1-e932-4652-9b46-bed817e1b2f8.jpg.296x216.jpg', '东骏豪苑中高层精装四房 南向通风采光好', '东骏豪苑  | 4室2厅 | 154.46平米 | 东南 | 其他', '中楼层(共18层)塔楼  -  西平', '335万', '单价21689元/平米')
('https://image1.ljcdn.com/441900-inspection/c5d4622c-9098-4151-9475-8d9193fb5632.jpg.296x216.jpg', '精装大三房两厅两卫，户型方正，使用率高，东南朝向', '香树丽舍  | 3室2厅 | 131.05平米 | 东南 | 精装', '低楼层(共18层)塔楼  -  南城车站', '270万', '单价20603元/平米')
('https://image1.ljcdn.com/441900-inspection/8fa70243-abeb-4494-89ae-d36378e804dc.jpg.296x216.jpg', '万科金域华府二期  精装大两房  业主诚心出售', '万科金域华府二期  | 2室1厅 | 75.07平米 | 东南 | 其他', '低楼层(共26层)塔楼  -  石竹', '185万', '单价24644元/平米')
('https://image1.ljcdn.com/441900-inspection/c493bf9e-20e6-4400-96ec-9898811f1f00.jpg.296x216.jpg', '晶城 一房一厅 温馨舒适 中高层保养好 看房方便', '晶城  | 1室1厅 | 35.84平米 | 东北 | 简装', '中楼层(共16层)2008年建板楼  -  石竹', '62万', '单价17300元/平米')
('https://image1.ljcdn.com/441900-inspection/228fde92-7172-42f8-8ad4-2d829aa22808.jpg.296x216.jpg', '业主诚意出售 此房是过了五年  高楼层采光好', '光大景湖花园  | 4室2厅 | 138.5平米 | 南 | 简装', '中楼层(共5层)2002年建暂无数据  -  东泰', '260万', '单价18773元/平米')
('https://image1.ljcdn.com/441900-inspection/55536512-1fb8-42a8-a18f-55611cff9016.jpg.296x216.jpg', '东南向采光佳，视野广，随时看房，业主诚心出售', '万科金域华府二期  | 4室2厅 | 169.28平米 | 东南 | 其他', '高楼层(共26层)塔楼  -  石竹', '510万', '单价30128元/平米')
('https://image1.ljcdn.com/441900-inspection/bf69124d-a3a2-4417-a4b1-43ff30c65ce8.jpg.296x216.jpg', '春晓三房出售   采光好  通透 业主诚心出售', '光大景湖春晓  | 3室2厅 | 111.71平米 | 南 | 其他', '中楼层(共11层)2005年建塔楼  -  东泰', '255万', '单价22827元/平米')
('https://image1.ljcdn.com/441900-inspection/15c8bb36-bfe4-47b4-8be4-482a4a4e74ec.jpg.296x216.jpg', '宏远康城国际两房售，带装修两房', '宏远康城国际  | 2室2厅 | 72.08平米 | 北 | 精装', '中楼层(共22层)塔楼  -  宏远北', '155万', '单价21504元/平米')
('https://image1.ljcdn.com/441900-inspection/7246f4e1-e115-4971-87d6-76919e91dc3a.png.296x216.jpg', '两房，家私家电齐全，业主打包出售', '圣河西E号  | 2室1厅 | 71.5平米 | 西南 | 其他', '中楼层(共24层)塔楼  -  白马', '160万', '单价22378元/平米')
('https://image1.ljcdn.com/441900-inspection/19af8937-07a0-4c02-a356-02cb8f38bdbb.jpg.296x216.jpg', '中信新天地 精装三房 顶楼复式 看房电约', '中信新天地  | 3室1厅 | 77.51平米 | 南 | 精装', '高楼层(共19层)2004年建塔楼  -  石竹', '190万', '单价24513元/平米')
('https://image1.ljcdn.com/441900-inspection/1621a3cc-beaf-431d-a03f-4d2c2efe1639.jpg.296x216.jpg', '此房是三房两厅两卫格局，厅出阳台，户型方正，楼层适', '金地格林小城  | 3室2厅 | 121.45平米 | 南 | 其他', '中楼层(共11层)塔楼  -  东泰', '270万', '单价22232元/平米')
('https://image1.ljcdn.com/441900-inspection/eed6e925-a066-49c4-aca7-a8b969fd2d52.jpg.296x216.jpg', '时代城，精装三房，中高楼层，南北通透，业主诚意出售', '光大景湖时代城  | 3室2厅 | 100.08平米 | 南 | 其他', '高楼层(共16层)塔楼  -  东泰', '300万', '单价29977元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadc317ecb3-7b96-49d4-b360-d2f516c7339e.jpg.296x216.jpg', '石竹新花园 5室2厅 360万', '石竹新花园  | 5室2厅 | 186平米 | 西南 | 其他', '高楼层(共11层)塔楼  -  石竹', '360万', '单价19355元/平米')
('https://image1.ljcdn.com/441900-inspection/fadec485-c00f-4db1-9b3a-2d64eeda2507.jpg.296x216.jpg', '南向中高楼层小区中间位置万科物业地铁口小区', '新中银花园  | 2室2厅 | 77.59平米 | 东南 | 其他', '中楼层(共12层)塔楼  -  东泰', '140万', '单价18044元/平米')
('https://image1.ljcdn.com/441900-inspection/ff2a8a5e-7e63-41ce-95d4-5eb6edda5ae8.jpg.296x216.jpg', '东骏豪苑 精装大四房 朝花园 位置安静 过两年', '东骏豪苑  | 4室2厅 | 185.05平米 | 东北 | 简装', '低楼层(共15层)塔楼  -  西平', '450万', '单价24318元/平米')
('https://image1.ljcdn.com/441900-inspection/2f4bc338-d599-42ed-82f6-227f92dbd7d6.jpg.296x216.jpg', '中信新天地  顶楼复试 装修保养好 业主诚意出售', '中信新天地  | 4室1厅 | 116.55平米 | 东南 | 其他', '高楼层(共19层)2004年建塔楼  -  石竹', '215万', '单价18448元/平米')
('https://image1.ljcdn.com/441900-inspection/1de02f15-4a78-46ab-838c-a835841a83b6.jpg.296x216.jpg', '此房满五唯一 小区中间位置 采光好 装修保养好 高楼层', '光大景湖春晓  | 4室2厅 | 156平米 | 南 | 其他', '高楼层(共26层)2005年建塔楼  -  东泰', '389万', '单价24936元/平米')
('https://image1.ljcdn.com/441900-inspection/c009b5b0-086c-4905-8473-24d470b29fb6.jpg.296x216.jpg', '房子户型通透 看花园 采光通风好 安静舒适 视野开阔', '中信凯旋国际  | 3室2厅 | 120.16平米 | 东南 | 精装', '高楼层(共20层)塔楼  -  南城车站', '320万', '单价26632元/平米')
('https://image1.ljcdn.com/441900-inspection/0784a50b-73e2-4217-9988-682661e7ec80.jpg.296x216.jpg', '金地格林小城 视野开阔 户型方正', '金地格林小城  | 4室2厅 | 143.79平米 | 南 | 其他', '高楼层(共10层)塔楼  -  东泰', '305万', '单价21212元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload508e68ff-0a1f-41b3-ac63-db895d5a8403.jpg.296x216.jpg', '业主工作调动，本来四房改三房可改回 满五唯一装修好', '金域中央一期  | 3室2厅 | 145.3平米 | 南 | 精装', '高楼层(共18层)塔楼  -  南城车站', '350万', '单价24089元/平米')
('https://image1.ljcdn.com/441900-inspection/e3523145-bd2c-4ba2-a15e-983180704b2f.jpg.296x216.jpg', '城市假日复式小两房 户型方正 实用', '城市假日三期  | 2室1厅 | 46.29平米 | 西南 | 其他', '高楼层(共17层)2008年建塔楼  -  宏远南', '69.8万', '单价15079元/平米')
('https://image1.ljcdn.com/441900-inspection/d062b8f7-5ae2-45fa-9cb7-1f6e3e97f9f5.jpg.296x216.jpg', '万科三房  空气流通 主阳台朝花园 光线通透 户型方正', '万科翡丽山  | 3室2厅 | 94.8平米 | 南 | 其他', '高楼层(共21层)2012年建塔楼  -  水濂山', '200万', '单价21098元/平米')
('https://image1.ljcdn.com/441900-inspection/79d0b1f9-1781-4cda-b109-fe13115659f3.jpg.296x216.jpg', '莞惠深地铁城轨倾力打造 交通枢纽 现代经典花园', '现代经典花园  | 4室2厅 | 193.47平米 | 北 | 精装', '高楼层(共6层)板楼  -  西平', '350万', '单价18091元/平米')
('https://image1.ljcdn.com/441900-inspection/34d124cb-d87d-4326-a3be-05596a287530.jpg.296x216.jpg', '方正三房 西平地铁口 安静舒适 看花园', '石竹新花园  | 3室2厅 | 154.46平米 | 南 | 其他', '低楼层(共16层)塔楼  -  石竹', '279万', '单价18063元/平米')
('https://image1.ljcdn.com/441900-inspection/ea1fa42b-f0ac-4325-bf0e-3d1dad6a20f4.jpg.296x216.jpg', '朝南精装三房 满五唯一 业主诚心出售', '世纪城国际公馆二期  | 3室2厅 | 120平米 | 西南 | 其他', '中楼层(共8层)塔楼  -  西平', '290万', '单价24167元/平米')
('https://image1.ljcdn.com/441900-inspection/38ec4c7e-3daf-4348-b073-5b8ecd88852f.jpg.296x216.jpg', '满五唯一 主阳台无遮挡 .视野开阔 .户型方正。', '光大景湖春晓  | 4室2厅 | 168平米 | 东南 | 简装', '低楼层(共26层)2005年建塔楼  -  东泰', '410万', '单价24405元/平米')
('https://image1.ljcdn.com/441900-inspection/9052e393-d0d8-4e0e-a36b-81f0584dcbc8.jpg.296x216.jpg', '七宝一居大户型出售 满五唯一免双税', '七宝一居  | 5室3厅 | 187平米 | 南 | 其他', '中楼层(共28层)2002年建塔楼  -  三元里', '250万', '单价13369元/平米')
('https://image1.ljcdn.com/441900-inspection/d34cf4c4-8917-405c-8e05-1c0c51fa6f11.jpg.296x216.jpg', '房子户型方正   中间楼层   满五唯一', '城市假日三期  | 1室0厅 | 40平米 | 西南 | 其他', '中楼层(共17层)2008年建塔楼  -  宏远南', '65万', '单价16250元/平米')
('https://image1.ljcdn.com/441900-inspection/b23ba52f-19ef-43f4-be90-75eeb109d6d9.jpg.296x216.jpg', '石竹新花园 正三房 环境优美 交通便利 近地铁', '石竹新花园  | 3室2厅 | 94.87平米 | 西北 | 简装', '低楼层(共12层)塔楼  -  石竹', '195万', '单价20555元/平米')
('https://image1.ljcdn.com/441900-inspection/efef4b72-0fdd-43a4-8178-5b141689a389.jpg.296x216.jpg', '健朗花园 3室2厅 100万', '健朗花园  | 3室2厅 | 101.44平米 | 东北 | 其他', '中楼层(共8层)塔楼  -  东莞行政中心区', '100万', '单价9859元/平米')
('', '万科翡丽山 5室3厅 1360万', '万科翡丽山   | 独栋别墅 | 5室3厅 | 596.54平米 | 南 | 其他', '3层2012年建暂无数据  -  水濂山', '1360万', '单价22799元/平米')
('https://image1.ljcdn.com/441900-inspection/f4be7108-a45e-42a0-b866-91eb5f24d183.jpg.296x216.jpg', '恒大御湖 精装两房  户型方正 通透户型', '百悦尚城三期恒大御湖  | 2室2厅 | 87.62平米 | 东南 | 其他', '高楼层(共18层)塔楼  -  南城车站', '215万', '单价24538元/平米')
('https://image1.ljcdn.com/441900-inspection/b197aaa5-b224-4e02-bb62-5ca313f3c033.jpg.296x216.jpg', '一梯两户 南北对流双阳台 居家装修 拎包入住 看房方便', '景湖蓝郡一期君兰雅筑  | 4室2厅 | 149平米 | 西南 东北 | 其他', '中楼层(共6层)2003年建暂无数据  -  东泰', '270万', '单价18121元/平米')
('https://image1.ljcdn.com/441900-inspection/c4cb5c21-ef1c-4738-ade2-81d455757b15.jpg.296x216.jpg', '户型方正。使用大4房，采光通风很好，送产权车位', '宏远江南世家  | 4室2厅 | 147平米 | 南 | 其他', '中楼层(共12层)塔楼  -  宏远北', '264.6万', '单价18000元/平米')
('https://image1.ljcdn.com/441900-inspection/305234dc-c2b8-416e-b8db-66ff2413386a.jpg.296x216.jpg', '中信森林湖一期翡翠湾 联排中间位 精装修满五年', '中信森林湖一期翡翠湾   | 独栋别墅 | 5室2厅 | 291平米 | 南 | 其他', '1层暂无数据  -  水濂山', '750万', '单价25774元/平米')
('https://image1.ljcdn.com/441900-inspection/ca0a78d0-3564-4749-9ee2-c0062218b10f.jpg.296x216.jpg', '汇景上层 复式两房  中高楼层 看园林景观 看房方便', '汇景上层  | 2室1厅 | 37.75平米 | 东北 | 简装', '高楼层(共12层)塔楼  -  石竹', '88万', '单价23312元/平米')
('https://image1.ljcdn.com/441900-inspection/9f018fc4-729a-4572-9a60-06746fc5e4b4.jpg.296x216.jpg', '中信凯旋国际 毛坯 大四房  业主诚心出售 看房方便', '中信凯旋国际  | 4室2厅 | 156平米 | 南 | 其他', '低楼层(共31层)塔楼  -  南城车站', '380万', '单价24359元/平米')
('https://image1.ljcdn.com/441900-inspection/750ea1c2-4639-4715-b9cc-a4d5e2f0dd18.jpg.296x216.jpg', '万科精装A标   小区环境好 户型通风   采光好', '万科翡丽山  | 4室2厅 | 174平米 | 南 | 其他', '低楼层(共17层)2012年建塔楼  -  水濂山', '400万', '单价22989元/平米')
('https://image1.ljcdn.com/441900-inspection/8dad0db6-edd7-478f-b2b3-d945a06d6df3.jpg.296x216.jpg', '满五唯一免双税，坐南朝北，地铁物业，精装修保养好', '中信凯旋国际  | 3室2厅 | 90.59平米 | 东南 | 精装', '中楼层(共20层)塔楼  -  南城车站', '225万', '单价24838元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload01b1d653-5915-45bb-b7c3-599a611d403c.jpg.296x216.jpg', '中信物业 大两房 业主诚心出售', '中信新天地  | 2室2厅 | 74.14平米 | 西北 | 其他', '低楼层(共19层)2004年建塔楼  -  石竹', '140万', '单价18884元/平米')
('https://image1.ljcdn.com/441900-inspection/a5ab1fea-ca86-48b4-8d49-b0d7874a148a.jpg.296x216.jpg', '新小区标准四房  看小区  采光好楼层好', '汇龙湾  | 4室2厅 | 126平米 | 东南 | 其他', '中楼层(共32层)塔楼  -  宏远北', '270万', '单价21429元/平米')
('', '万科物业管理 西平地铁口 满五唯一', '新中银花园  | 1室0厅 | 30.27平米 | 东北 | 其他', '高楼层(共12层)塔楼  -  东泰', '50万', '单价16519元/平米')
('https://image1.ljcdn.com/440300-inspection/81bb4e9b-d00f-460a-af6c-49e2ac3c73e2.jpg.296x216.jpg', '经典小区满五唯一顶楼复式送大露台', '现代经典花园  | 5室2厅 | 238.15平米 | 东南 | 简装', '高楼层(共8层)塔楼  -  西平', '368万', '单价15453元/平米')
('https://image1.ljcdn.com/441900-inspection/7349f02e-a00d-4d73-848e-3e5fe3342d1c.jpg.296x216.jpg', '汇龙湾 4室2厅 286.6万', '汇龙湾  | 4室2厅 | 125.97平米 | 东南 | 其他', '中楼层(共32层)塔楼  -  宏远北', '286.6万', '单价22752元/平米')
('https://image1.ljcdn.com/441900-inspection/46170837-405c-4e46-b528-ca4aa1159a63.jpg.296x216.jpg', '清华居精装大四房    户型方正  业主急售', '清华居  | 5室2厅 | 193.75平米 | 南 | 精装', '低楼层(共9层)塔楼  -  水濂山', '420万', '单价21678元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadc343d9ff-1c26-4db1-aba5-b010f74ee456.jpg.296x216.jpg', '江南世家精装三房 保养新 带30平私家花园 满五免双税', '宏远江南世家  | 3室2厅 | 96.35平米 | 西北 | 其他', '低楼层(共16层)塔楼  -  宏远北', '200万', '单价20758元/平米')
('https://image1.ljcdn.com/441900-inspection/cb4e10b4-4cf3-4b98-a096-57b37d71e1ca.jpg.296x216.jpg', '地铁口物业 人车分流 观园林 户型通透', '中信森林湖香樟林  | 5室2厅 | 183.39平米 | 南 | 其他', '低楼层(共16层)塔楼  -  水濂山', '465万', '单价25356元/平米')
('https://image1.ljcdn.com/441900-inspection/6610bd42-e56f-4822-af48-9267597fed21.jpg.296x216.jpg', '景湖春晓三房 南北通透 户型方正 一梯两户', '光大景湖春晓  | 3室2厅 | 97.93平米 | 南 北 | 其他', '高楼层(共6层)2005年建暂无数据  -  东泰', '190万', '单价19402元/平米')
('https://image1.ljcdn.com/441900-inspection/c8d99c3c-3d84-4d9c-8aff-311186e2b8cd.jpg.296x216.jpg', '南城繁华区物业 交通方便 配套齐全', '沿河商住区  | 2室1厅 | 77.98平米 | 南 | 其他', '中楼层(共7层)暂无数据  -  三元里', '60万', '单价7695元/平米')
