('https://image1.ljcdn.com/330100-inspection/6f4321b9-f318-42b7-9cac-b174e9c69cab.jpg.296x216.jpg', '莫干新村 满五唯一 小三房 送院子', '莫干新村  | 2室1厅 | 64.87平米 | 南 | 简装 | 无电梯', '低楼层(共5层)1982年建板楼  -  湖墅', '272万', '单价41931元/平米')
('https://image1.ljcdn.com/330100-inspection/475d2c8d-bbb6-4c85-a976-94b016633e02.jpg.296x216.jpg', '新上顶楼跃层，自住精装，西边套，带大阁楼，房东诚售', '庆隆苑  | 5室2厅 | 163.16平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2004年建板塔结合  -  和睦', '550万', '单价33710元/平米')
('https://image1.ljcdn.com/330100-inspection/1f7e42ae-b65b-4d4b-9b07-7ba6ae246aea.jpg.296x216.jpg', '卖小，楼层好，户型正气，精装修拎包入住。', '双荡新村  | 2室2厅 | 78.37平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  信义坊', '300万', '单价38280元/平米')
('https://image1.ljcdn.com/330100-inspection/dc4e4a76-167b-496a-9c84-b8bc4b63dfb2.jpg.296x216.jpg', '运河景观，品质小区清水公寓三居室', '清水公寓  | 3室2厅 | 126.9平米 | 南 | 简装 | 有电梯', '低楼层(共11层)2004年建塔楼  -  德胜', '570万', '单价44918元/平米')
('https://image1.ljcdn.com/330100-inspection/03f1e955-8244-4578-a3ad-58bd0464cdf5.jpg.296x216.jpg', '五一新村 南北通透  送高两米八阁楼 送露台', '五一新村  | 3室1厅 | 66.03平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2000年建板楼  -  湖墅', '310万', '单价46949元/平米')
('https://image1.ljcdn.com/330100-inspection/cf62b528-32b0-4c1f-8c01-faa2848879bb.jpg.296x216.jpg', '德胜新上的两房，中间楼层，户型方正', '德胜新村  | 2室1厅 | 55.66平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1988年建板楼  -  德胜', '210万', '单价37730元/平米')
('https://image1.ljcdn.com/330100-inspection/b1189c5c-82a5-4dc5-996f-695ed85d0a01.jpg.296x216.jpg', '品质福邸，改善之选，空中跃墅，高楼层，看房方便。', '东方福邸  | 5室2厅 | 317.08平米 | 南 | 毛坯 | 有电梯', '高楼层(共24层)2014年建板楼  -  申花', '1600万', '单价50461元/平米')
('https://image1.ljcdn.com/330100-inspection/10b6907a-86ac-4595-a5a9-c80403dae274.jpg.296x216.jpg', '2000年房龄 多层中间楼层 出行便利', '蚕花园永兴坊  | 2室1厅 | 55.2平米 | 南 | 简装 | 无电梯', '中楼层(共7层)2000年建板楼  -  拱宸桥', '210万', '单价38044元/平米')
('https://image1.ljcdn.com/330100-inspection/7a6cb49c-a242-4f6d-ae6d-58dd11289ab9.jpg.296x216.jpg', '浪琴翠园东边套，厅有大阳台，房子相当亮堂，户型正', '浪琴翠园  | 3室1厅 | 130.46平米 | 南 | 精装 | 有电梯', '低楼层(共12层)2003年建板楼  -  信义坊', '598万', '单价45838元/平米')
('https://image1.ljcdn.com/330100-inspection/f44b3c6c-679d-4ae4-a227-9665095a0c1e.jpg.296x216.jpg', '红石经典三房朝南户型纯毛坯诚心出售', '红石中央花苑  | 3室1厅 | 129.29平米 | 南 | 毛坯 | 有电梯', '高楼层(共17层)2005年建板楼  -  湖墅', '700万', '单价54142元/平米')
('https://image1.ljcdn.com/330100-inspection/05677fbf-76a2-4ffe-891e-93fe4ec42676.jpg.296x216.jpg', '精装修可拎包入住，顶跃复式，送大露台，采光充足。', '香吉公寓  | 3室2厅 | 135.1平米 | 南 | 精装 | 有电梯', '高楼层(共10层)2002年建板楼  -  大关', '567万', '单价41969元/平米')
('https://image1.ljcdn.com/330100-inspection/e937446f-e0c6-4c5b-bc38-c0655613ef38.jpg.296x216.jpg', '浅水湾 跃层 可拎包入住 户型好  房东自住精装修', '浅水湾城市花园  | 4室2厅 | 167.79平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2004年建板楼  -  湖墅', '825万', '单价49169元/平米')
('https://image1.ljcdn.com/330100-inspection/a0ec8a02-d134-47b3-a5ab-520f66e03215.jpg.296x216.jpg', '大浒东苑 东边套 三居室 采光视野好', '大浒东苑  | 3室2厅 | 90.59平米 | 南 北 | 简装 | 有电梯', '高楼层(共18层)2006年建塔楼  -  大关', '375万', '单价41396元/平米')
('https://image1.ljcdn.com/330100-inspection/a6cdbbbc-7391-4a49-8d4e-3e7ff9c6481a.jpg.296x216.jpg', '大关西七苑 2室1厅 215万', '大关西七苑  | 2室1厅 | 58.62平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1996年建板楼  -  大关', '215万', '单价36677元/平米')
('https://image1.ljcdn.com/330100-inspection/3084c865-02e9-4252-992b-86d2db04269b.jpg.296x216.jpg', '大浒东苑 两房朝南双阳台 南北通透 全明南北通透', '大浒东苑  | 3室1厅 | 113.33平米 | 南 北 | 简装 | 有电梯', '低楼层(共10层)2005年建塔楼  -  大关', '460万', '单价40590元/平米')
('https://image1.ljcdn.com/330100-inspection/566aa36d-acc3-4454-94da-eb99e647f2ba.jpg.296x216.jpg', '北海新上，小面积刚需，采光超棒', '德信北海公园  | 3室2厅 | 85.74平米 | 南 | 简装 | 有电梯', '高楼层(共24层)2011年建板楼  -  万达广场', '378万', '单价44087元/平米')
('https://image1.ljcdn.com/330100-inspection/741d02ec-d534-469e-99b6-41d2c62a60c7.jpg.296x216.jpg', '中铁国际城，主力户型，朝北中间楼层，低总价。', '中国铁建国际汇  | 1室1厅 | 36.19平米 | 北 | 精装 | 有电梯', '中楼层(共19层)2014年建塔楼  -  拱宸桥', '93万', '单价25698元/平米')
('https://image1.ljcdn.com/330100-inspection/c442ffc0-0d6d-4c54-988c-f551fa3d7d53.jpg.296x216.jpg', '大关南四苑 标准2房户型 方正舒适 业主诚心出售', '大关南四苑  | 2室1厅 | 61.61平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1999年建板楼  -  大关', '238万', '单价38631元/平米')
('https://image1.ljcdn.com/330100-inspection/c8c99882-31d0-462f-8154-48e40ec307ce.jpg.296x216.jpg', '假山新村 2室1厅 290万', '假山新村  | 2室1厅 | 62.13平米 | 南 西南 | 简装 | 无电梯', '高楼层(共7层)1992年建板楼  -  德胜', '290万', '单价46677元/平米')
('https://image1.ljcdn.com/330100-inspection/7a138306-22ac-41c9-bf53-6580d1dafc09.jpg.296x216.jpg', '南面送院子 北面送露台 南北通透 采光无遮挡', '天阳上河  | 3室2厅 | 86.62平米 | 南 | 精装 | 有电梯', '低楼层(共17层)2010年建板楼  -  桥西', '435万', '单价50220元/平米')
('https://image1.ljcdn.com/330100-inspection/8d76ef23-08bc-42c8-8c72-418a357fcbef.jpg.296x216.jpg', '凯德龙湾俯瞰运河，一线景观，全明户型,地段优', '凯德龙湾  | 3室2厅 | 235.48平米 | 南 北 | 其他 | 有电梯', '低楼层(共14层)2014年建板楼  -  桥西', '1220万', '单价51810元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadee2d2aee-f6f4-4db7-9ede-b2f0b8fa6cbe.jpg.296x216.jpg', '吉祥半岛 精装修 业主诚心出售', '顺发吉祥半岛  | 3室2厅 | 87.26平米 | 南 北 | 精装 | 有电梯', '低楼层(共23层)2014年建板楼  -  桥西', '485万', '单价55582元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload0865834a-3212-444c-b1a8-24088f3de568.jpg.296x216.jpg', '湖墅 锦绣新村 精装修两房 中间楼层', '锦绣新村  | 2室1厅 | 51.8平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1998年建板楼  -  湖墅', '217万', '单价41892元/平米')
('https://image1.ljcdn.com/330100-inspection/1ca7dd77-ab37-401a-a0b7-055afaea7f4b.jpg.296x216.jpg', '此房是满五唯一 精装修 中间楼层 优质户型', '大关东七苑  | 2室1厅 | 58.17平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1995年建板楼  -  大关', '255万', '单价43838元/平米')
('https://image1.ljcdn.com/330100-inspection/dfc559dc-2392-443d-a07e-fb3aaa78b9da.jpg.296x216.jpg', '舒适二居，闹中取静，两房朝南全明边套', '稻香园南区  | 2室2厅 | 77.03平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1995年建板楼  -  湖墅', '355万', '单价46086元/平米')
('https://image1.ljcdn.com/330100-inspection/test-60c7d3e7-367c-4b7c-b93e-56ab0e14c66a.png.296x216.jpg', '万家花城 新上房源 不沿马路 楼层好 采光好', '万家花城一期  | 3室1厅 | 89平米 | 南 | 简装 | 有电梯', '中楼层(共25层)2009年建板楼  -  申花', '460万', '单价51686元/平米')
('https://image1.ljcdn.com/330100-inspection/c3b35fa7-4939-4071-ad9d-e5971ab6e5c2.jpg.296x216.jpg', '德胜新村刚需两房，婚房装修！带央中空调！！！', '德胜新村  | 2室1厅 | 57.14平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)1989年建板楼  -  德胜', '230万', '单价40253元/平米')
('https://image1.ljcdn.com/330100-inspection/ea56d7a4-8b72-4b37-95f0-cd5ebca28c51.jpg.296x216.jpg', '采光好，全明户型。有一层阁楼。', '大关西八苑  | 2室1厅 | 70.31平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1996年建板楼  -  大关', '275万', '单价39113元/平米')
('https://image1.ljcdn.com/330100-inspection/e4c4da36-f9d2-44c8-a8ae-ab2cdefe1f96.jpg.296x216.jpg', '万家花城 大面积 精装修 纯边套 带入户花园', '万家花城一期  | 3室2厅 | 133.75平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2009年建板楼  -  申花', '700万', '单价52337元/平米')
('https://image1.ljcdn.com/330100-inspection/37e214a8-c907-4efc-92dc-7c49ef55ebb0.jpg.296x216.jpg', '大两房 视野开阔 二号线近 诚心出售 楼层视野好', '都市水乡水起苑  | 2室2厅 | 95.39平米 | 南 北 | 简装 | 有电梯', '中楼层(共17层)2008年建塔楼  -  三墩', '298万', '单价31241元/平米')
('https://image1.ljcdn.com/330100-inspection/bf05d998-971a-4dfa-affe-2a82a8081c7b.jpg.296x216.jpg', '天阳尚景国际 不沿街 精装修 带地暖空调 边套户型', '天阳尚景国际  | 4室2厅 | 126.57平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2015年建塔楼  -  申花', '800万', '单价63207元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload475924a7-afa2-4081-b60c-5a763a4c87be.jpg.296x216.jpg', '户型正气，楼层好，卖小，适合改善，清爽装修。', '双荡新村  | 2室1厅 | 77.1平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  信义坊', '316万', '单价40986元/平米')
('https://image1.ljcdn.com/330100-inspection/4c659e42-e662-423e-94a1-ae0ce7197046.jpg.296x216.jpg', '浅水湾城市花园 满五唯一东边套', '浅水湾城市花园  | 4室2厅 | 163.35平米 | 南 | 精装 | 有电梯', '低楼层(共15层)2008年建塔楼  -  湖墅', '820万', '单价50199元/平米')
('https://image1.ljcdn.com/330100-inspection/b9c009f1-a064-4017-ac57-9c4873e143de.jpg.296x216.jpg', '和睦新村 一楼带院子 自己公园菜场健身场地 绿化好', '和睦新村  | 2室1厅 | 49.02平米 | 南 | 精装 | 无电梯', '低楼层(共7层)板楼  -  和睦', '205万', '单价41820元/平米')
('https://image1.ljcdn.com/330100-inspection/05eefb0d-e98d-4a32-b828-ae7a181b9463.jpg.296x216.jpg', '大关西六苑新上两房，一南一北户型', '大关西六苑  | 2室1厅 | 64.62平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1999年建板楼  -  大关', '235万', '单价36367元/平米')
('https://image1.ljcdn.com/330100-inspection/65a8084c-7ee3-487a-96df-af925a9055d0.jpg.296x216.jpg', '东方福邸 开发商精装修 大四房 单价低', '东方福邸  | 4室2厅 | 199.67平米 | 南 | 精装 | 有电梯', '低楼层(共24层)2014年建板楼  -  申花', '1080万', '单价54090元/平米')
('https://image1.ljcdn.com/330100-inspection/a5896c14-ea38-456e-85d9-c0b22dbc7867.jpg.296x216.jpg', '大塘新村  两房朝南    精装修  小区中间位置', '大塘新村  | 2室1厅 | 45.04平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1988年建板楼  -  湖墅', '180万', '单价39965元/平米')
('https://image1.ljcdn.com/330100-inspection/test-48da4005-8d66-4613-be20-aa7c1bd74104.png.296x216.jpg', '房子满五唯一 全明户型 两房朝南一房朝北', '大关西五苑  | 3室1厅 | 77.46平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1996年建板楼  -  大关', '295万', '单价38085元/平米')
('https://image1.ljcdn.com/330100-inspection/3932e9d3-2d0d-43b9-a822-5b8cb3b91a40.jpg.296x216.jpg', '两房朝南 南北通透 楼层好  业主诚心出售', '大关东三苑  | 2室2厅 | 73.23平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1995年建板楼  -  大关', '310万', '单价42333元/平米')
('https://image1.ljcdn.com/330100-inspection/8bf3a0d6-9430-4ef4-a2db-8bfab9cf94e7.jpg.296x216.jpg', '户型方正，精装两房，小区里面位置 看房方便', '都市水乡水映苑  | 2室2厅 | 81.52平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2004年建板楼  -  三墩', '285万', '单价34961元/平米')
('https://image1.ljcdn.com/330100-inspection/test-69d67e11-7c25-4b4c-baa8-155494ba70a0.png.296x216.jpg', '明厨明卫，三开间朝南，诚心出售，赠送储藏室！！！', '左岸花园  | 3室2厅 | 108平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2005年建板楼  -  拱宸桥', '450万', '单价41667元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadbcf2afea-2955-4998-95ee-b3766b58044d.jpg.296x216.jpg', '都市水乡水碧苑 2室1厅 245万', '都市水乡水碧苑  | 2室1厅 | 67.81平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2007年建板楼  -  三墩', '245万', '单价36131元/平米')
('https://image1.ljcdn.com/330100-inspection/test-8c62256b-57b1-4bca-851f-f61f1c8ea655.png.296x216.jpg', '锦绣新村 2室1厅 204万', '锦绣新村  | 2室1厅 | 45.55平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  湖墅', '204万', '单价44786元/平米')
('https://image1.ljcdn.com/330100-inspection/c6334793-1c20-482a-a8a2-4f07b195a414.jpg.296x216.jpg', '定海西园 07年运河边 婚房全明边套 视野好，采光棒！', '定海西园  | 2室2厅 | 73.71平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2006年建板楼  -  拱宸桥', '320万', '单价43414元/平米')
('https://image1.ljcdn.com/330100-inspection/8cea03b3-d905-40b9-80ec-1a2b53f5a641.jpg.296x216.jpg', '精装修 全明户型 免双税 视野开阔 业主诚心出售', '大关西八苑  | 2室1厅 | 58.61平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1996年建塔楼  -  大关', '235万', '单价40096元/平米')
('https://image1.ljcdn.com/330100-inspection/9017d8e7-9900-46dc-a0ef-dedda3c74a5b.jpg.296x216.jpg', '橡树园刚需小户型，开发商精装修，大一房。满二年', '昆仑橡树园  | 1室1厅 | 60.97平米 | 南 | 精装 | 有电梯', '低楼层(共17层)2010年建板楼  -  申花', '300万', '单价49205元/平米')
('https://image1.ljcdn.com/330100-inspection/3570a993-93d2-49c0-a198-b41217576cb5.jpg.296x216.jpg', '70年产权LOFT 边套 自住精装修 免双税', '嘉泰馨庭  | 3室2厅 | 66.66平米 | 南 | 精装 | 有电梯', '低楼层(共16层)2009年建板楼  -  桥西', '330万', '单价49505元/平米')
('https://image1.ljcdn.com/330100-inspection/dd8b763c-c8cc-4dbc-a611-eae5642e5fd9.jpg.296x216.jpg', '水滟苑 主城区 电梯房 近地铁 配套完善 诚心出售', '都市水乡水滟苑  | 2室2厅 | 97.13平米 | 南 北 | 简装 | 有电梯', '高楼层(共11层)2008年建板楼  -  三墩', '309万', '单价31814元/平米')
('https://image1.ljcdn.com/330100-inspection/bea9b55c-f3a2-4901-a5e0-2a1dfff85b6d.jpg.296x216.jpg', '大关这边地铁站有公交总站 香积寺路上塘路口交通出行', '大关西四苑  | 2室1厅 | 77.63平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  大关', '280万', '单价36069元/平米')
('https://image1.ljcdn.com/330100-inspection/9a1cb80c-f71b-4e1c-9a00-d0bdb7a55ae5.jpg.296x216.jpg', '桥西运河畔，精装交付小区，不靠马路中高楼层', '凯德视界  | 2室2厅 | 88.62平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2009年建板楼  -  桥西', '435万', '单价49086元/平米')
('https://image1.ljcdn.com/330100-inspection/85322eee-34d8-44a0-9068-788ab1aa9031.JPG.296x216.jpg', '面积属于大关比较大的，顶楼跃层', '大关南五苑  | 3室1厅 | 82.5平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1998年建板塔结合  -  大关', '313万', '单价37940元/平米')
('https://image1.ljcdn.com/330100-inspection/bba31cf8-4143-4a1d-877d-9cda87af50ce.jpg.296x216.jpg', '大关西七苑 2居室 拎包入住 装修清爽 诚心出售', '大关西七苑  | 2室1厅 | 54.4平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1996年建板楼  -  大关', '228万', '单价41912元/平米')
('https://image1.ljcdn.com/330100-inspection/9b441ea1-c850-4126-bb2f-d7866f9f2781.jpg.296x216.jpg', '精装修，楼层好，没有综合税!!', '大关东三苑  | 2室1厅 | 54.44平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1995年建板楼  -  大关', '223万', '单价40963元/平米')
('https://image1.ljcdn.com/330100-inspection/0bf330ce-400d-472b-a8ef-e4e4de1ea69d.jpg.296x216.jpg', '大关南五苑 南北正对公园 采光好', '大关南五苑  | 2室1厅 | 52.1平米 | 南 | 简装 | 无电梯', '低楼层(共7层)1998年建板楼  -  大关', '200万', '单价38388元/平米')
('https://image1.ljcdn.com/330100-inspection/c2bcf501-354d-46a7-bf3a-a090ba4d8770.jpg.296x216.jpg', '北苑最近房龄 东边套 次顶楼采光极好', '杭钢北苑  | 2室2厅 | 68.29平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1996年建板楼  -  半山', '192万', '单价28116元/平米')
('https://image1.ljcdn.com/330100-inspection/0ecf9bef-4fe8-43fc-9572-69f756e17393.jpg.296x216.jpg', '楼层好，居住环境安静，舒适三房，带给您家的温馨！', '中天西城纪  | 3室1厅 | 65平米 | 东 | 精装 | 有电梯', '高楼层(共14层)2014年建板楼  -  申花', '240万', '单价36924元/平米')
('https://image1.ljcdn.com/330100-inspection/test-2cc1717a-f7bf-4a4e-840d-e24f879c1df9.png.296x216.jpg', '户型正气+免双税+高楼层+业主诚心+车位', '名城燕园  | 3室2厅 | 87.78平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共18层)2010年建板楼  -  桥西', '430万', '单价48987元/平米')
('https://image1.ljcdn.com/330100-inspection/1394351e-74d4-48ae-ad46-1462ddad2800.jpg.296x216.jpg', '主城区 地铁口 电梯大两房 免双税 拎包入住 诚心卖', '都市水乡水滟苑  | 2室1厅 | 96平米 | 南 | 简装 | 有电梯', '低楼层(共15层)2008年建板楼  -  三墩', '315万', '单价32813元/平米')
