('https://image1.ljcdn.com/370200-inspection/1e981338-8854-4319-b37f-00f04dcca510.JPG.296x216.jpg', '瑞纳花园 小高层套三 户型方正 距离地铁11号线500米', '瑞纳花园  | 3室1厅 | 115.43平米 | 南 西 | 其他 | 有电梯', '中楼层(共12层)2000年建板楼  -  石老人', '406万', '单价35173元/平米')
('https://image1.ljcdn.com/370200-inspection/29738c9c-9267-48ec-a7d2-6b67b7bdcb0c.jpg.296x216.jpg', '爱丁堡国际公寓 精装未住套三 带车位 采光好', '爱丁堡国际公寓  | 3室2厅 | 168.56平米 | 南 北 | 精装 | 有电梯', '中楼层(共19层)2011年建板楼  -  张村', '629万', '单价37317元/平米')
('https://image1.ljcdn.com/370200-inspection/5e7ba794-446e-4274-92ca-afd398bd3bac.jpg.296x216.jpg', '新上湖边带院四居室，满五唯一省双税，带车位', '鲁信长春花园  | 4室2厅 | 203.97平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2008年建板楼  -  颐中体育场', '798万', '单价39124元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload6d6f81f0-c4dd-4e6d-bee5-1ed02589f7ac.jpg.296x216.jpg', '鲁信长春花园，精装大套二，双卫！改善住房，有车位', '鲁信长春花园  | 2室2厅 | 135.36平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2008年建板楼  -  颐中体育场', '450万', '单价33245元/平米')
('https://image1.ljcdn.com/370200-inspection/941ddd02-baf8-47b6-b2bc-9e1d6600e965.JPG.296x216.jpg', '金领世家，精装套一，随时看房，楼层高视野好。', '金领世家  | 1室1厅 | 66.01平米 | 北 | 精装 | 有电梯', '高楼层(共20层)2009年建板楼  -  崂山CBD', '205万', '单价31056元/平米')
('https://image1.ljcdn.com/370200-inspection/67be0700-a498-4f70-9d57-0e6b4c154eee.jpg.296x216.jpg', '鲁信长春小黄楼大套三、公摊小不挡光带车位诚心卖！', '鲁信长春花园  | 3室2厅 | 162.85平米 | 南 北 | 精装 | 有电梯', '中楼层(共9层)2006年建板楼  -  颐中体育场', '635万', '单价38993元/平米')
('https://image1.ljcdn.com/370200-inspection/7a763ac4-1034-4cfb-af6e-c916eb98c813.jpg.296x216.jpg', '满五唯一省双税 电梯洋房顶加阁 楼层视野好 另有车库', '鲁信长春花园  | 5室3厅 | 145.12平米 | 南 北 | 精装 | 有电梯', '高楼层(共6层)2006年建板楼  -  颐中体育场', '700万', '单价48236元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadb3fafccc-60ed-44f3-9275-699a0705e2d7.jpg.296x216.jpg', '悦海豪庭 155平多层套三 海景房 楼座位置好 诚意出售', '悦海豪庭  | 3室2厅 | 154.95平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2003年建板楼  -  石老人', '670万', '单价43240元/平米')
('https://image1.ljcdn.com/370200-inspection/bfafa97b-bf30-4e02-ba13-bfca6156cba5.jpg.296x216.jpg', '小区共6栋楼，房源少，顶加阁看海，带电梯，精装修', '传记文学公寓  | 3室2厅 | 143.65平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  雕塑园', '798万', '单价55552元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload6b520480-d27d-4dd0-95c5-3eab435ac6c6.jpg.296x216.jpg', '山水名园二期 4+阁 153平+153平 复式 送两个车位', '山水名园二期  | 4室2厅 | 152.82平米 | 南 北 | 其他 | 无电梯', '高楼层(共4层)2009年建板楼  -  石老人', '820万', '单价53658元/平米')
('https://image1.ljcdn.com/370200-inspection/test-94227355-1d4d-4fdf-a53f-0c9733b5e580.png.296x216.jpg', '北国之春 采菊苑 套三 南北通透 临齐鲁医院 交通方便', '北国之春采菊苑  | 3室2厅 | 121平米 | 南 北 东北 | 简装 | 有电梯', '高楼层(共18层)2009年建板楼  -  北村', '360万', '单价29753元/平米')
('https://image1.ljcdn.com/370200-inspection/db7a9e50-a2b3-4886-b7df-205b3a78e0cb.jpg.296x216.jpg', '此房满五年，楼层视野好，采光好，看房方便', '金顶花园  | 2室1厅 | 74.59平米 | 南 | 简装 | 有电梯', '中楼层(共10层)2007年建板塔结合  -  颐中体育场', '295万', '单价39550元/平米')
('https://image1.ljcdn.com/370200-inspection/33e5b717-d7c9-45ad-9282-8c0bf3745470.jpg.296x216.jpg', '鲁信长春 新上精装套二 全明好房子', '鲁信长春花园  | 2室1厅 | 100.27平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2008年建板楼  -  颐中体育场', '375万', '单价37400元/平米')
('https://image1.ljcdn.com/370200-inspection/cd6bd118-6199-42c7-9f6e-5f35be5a8295.jpg.296x216.jpg', '海尔东城国际南区，套四顶复式，满五年位置好看房方便', '海尔东城国际南区  | 4室3厅 | 138.96平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)2006年建板楼  -  颐中体育场', '800万', '单价57571元/平米')
('https://image1.ljcdn.com/370200-inspection/89908a48-58b1-4057-bb34-d1f745faa69d.jpg.296x216.jpg', '一梯一户大套三 小区中间位置观景房 精装修 带车位', '远洋风景  | 3室2厅 | 168.51平米 | 南 北 | 精装 | 有电梯', '低楼层(共27层)2013年建板楼  -  颐中体育场', '839万', '单价49790元/平米')
('https://image1.ljcdn.com/370200-inspection/35e41461-03e9-4226-8a24-0c8ee8761c50.JPG.296x216.jpg', '山水名园二期 顶层复式 全海景', '山水名园二期  | 3室2厅 | 207.36平米 | 南 北 | 精装 | 有电梯', '高楼层(共15层)2009年建板楼  -  石老人', '830万', '单价40028元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload5636b84c-14e5-4eb0-a8c5-bac34983c964.JPG.296x216.jpg', '海信天悦293平米大平层 精装全海景 送车位', '海信天悦  | 4室2厅 | 293平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2013年建板楼  -  麦岛', '2760万', '单价94198元/平米')
('https://image1.ljcdn.com/370200-inspection/e577e833-6cce-404b-ad1a-586724fa639c.jpg.296x216.jpg', '东城国际精装小套二，视野采光好，业主诚心出售！', '海尔东城国际北区  | 2室1厅 | 80.59平米 | 南 | 精装 | 有电梯', '低楼层(共22层)2009年建板塔结合  -  颐中体育场', '328万', '单价40700元/平米')
('https://image1.ljcdn.com/370200-inspection/6e490e76-608d-4df3-976c-bdb3baaf6887.jpg.296x216.jpg', '青建尚东区 东户套三，精装拎包住，中层视野采光俱佳', '青建尚东区  | 3室2厅 | 155.03平米 | 南 北 | 简装 | 有电梯', '中楼层(共23层)2009年建板楼  -  汽车东站', '610万', '单价39348元/平米')
('https://image1.ljcdn.com/370200-inspection/d6871111-33cb-4eb4-91f4-053954fb33eb.jpg.296x216.jpg', '鲁信长春，刚需好房！视野采光好，套二精装，急售', '鲁信长春花园  | 2室2厅 | 99.56平米 | 南 | 精装 | 有电梯', '中楼层(共26层)2008年建板楼  -  颐中体育场', '357万', '单价35858元/平米')
('https://image1.ljcdn.com/370200-inspection/dc6d2d60-a75e-4c23-b521-85c9a483dd89.JPG.296x216.jpg', '中南公寓 双南卧 纯南向 小户型  近地铁口', '中南公寓  | 2室1厅 | 80.08平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2004年建塔楼  -  崂山CBD', '240万', '单价29971元/平米')
('https://image1.ljcdn.com/370200-inspection/6960d951-1eef-4dcc-aa46-f3540c7931bd.jpg.296x216.jpg', '国际名都 大套一 采光好 随时看房', '国际名都  | 1室1厅 | 70.62平米 | 西南 | 其他 | 有电梯', '中楼层(共13层)2006年建板楼  -  汽车东站', '190万', '单价26905元/平米')
('https://image1.ljcdn.com/370200-inspection/4a822c6f-5e72-4667-977e-86ba8bfebe36.jpg.296x216.jpg', '裕龙科技公寓，通透套二，一楼可开门，业主诚意出售', '裕龙科技公寓  | 2室1厅 | 87.38平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)2000年建板楼  -  崂山CBD', '396万', '单价45320元/平米')
('https://image1.ljcdn.com/370200-inspection/e5232781-1549-40aa-a405-21fabe8d563e.jpg.296x216.jpg', '海景房，户型方正，视野开阔，采光好', '亚麦花园  | 2室2厅 | 106.89平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2001年建板楼  -  雕塑园', '430万', '单价40229元/平米')
('https://image1.ljcdn.com/370200-inspection/d53394a4-599b-438a-92ec-bc05318ec6c2.JPG.296x216.jpg', '午山i 小套三 单价低总价低 满五年', '午山府邸  | 3室1厅 | 120.64平米 | 南 北 | 简装 | 有电梯', '低楼层(共11层)2006年建板楼  -  午山', '420万', '单价34815元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadaa7adad9-1bfb-449a-8906-3001ef7e21f4.jpg.296x216.jpg', '（育才 一楼带院）满五唯一 通透 欧式精装 采光视野佳', '溪谷美寓一期  | 2室2厅 | 95.26平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2009年建板楼  -  汽车东站', '450万', '单价47240元/平米')
('https://image1.ljcdn.com/370200-inspection/f2b1ad6e-aeb6-48f3-94a3-9210d942442b.jpg.296x216.jpg', '满五年唯一！北国之春，精装修通透大套三！有车位！', '北国之春七星花园  | 3室2厅 | 121.01平米 | 南 北 | 精装 | 有电梯', '中楼层(共16层)2008年建板楼  -  北村', '416万', '单价34378元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadc11dd2bc-273a-4540-b64a-ceb8191e02c7.jpg.296x216.jpg', '前海花园  多层套一 房子利用率高 南北通透 满五省税', '前海花园  | 1室1厅 | 56.07平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2002年建板楼  -  西姜', '150万', '单价26753元/平米')
('https://image1.ljcdn.com/370200-inspection/test-b944d54c-c343-4985-a731-caa188bba17a.png.296x216.jpg', '金帝山庄浮山前 欧式错层套二 不临马路 楼层好 依山海', '金帝山庄  | 2室2厅 | 112.18平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)2002年建板楼  -  雕塑园', '526万', '单价46889元/平米')
('https://image1.ljcdn.com/370200-inspection/2c60e583-7bda-40ee-a7c5-2da42ca3b9e9.jpg.296x216.jpg', '恒易慧心园 精装短住 南北卧套二 带车位', '恒易慧心园  | 2室2厅 | 93.2平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)2011年建板楼  -  颐中体育场', '400万', '单价42919元/平米')
('https://image1.ljcdn.com/370200-inspection/8b041039-1998-466d-a362-568a41d3fcdf.jpg.296x216.jpg', '春光山色顶复式，采光视野充足，不临街靠路，业主诚售', '春光山色  | 3室2厅 | 153.56平米 | 南 北 | 精装 | 有电梯', '高楼层(共16层)2006年建板楼  -  北村', '485万', '单价31584元/平米')
('https://image1.ljcdn.com/370200-inspection/0a0cb011-bd55-4d83-9b12-100bbd606a49.jpg.296x216.jpg', '凯旋家园 毛坯顶加阁 近双地铁口', '凯旋家园  | 5室1厅 | 128.45平米 | 南 北 | 毛坯 | 无电梯', '高楼层(共6层)2003年建板楼  -  崂山CBD', '580万', '单价45154元/平米')
('https://image1.ljcdn.com/370200-inspection/1378af4f-2b44-49f1-8ea4-22dd3fe0e684.jpg.296x216.jpg', '房子带平台，装修的美观实用，拎包入住', '远洋自然  | 2室1厅 | 87.11平米 | 南 北 | 其他 | 有电梯', '低楼层(共30层)2014年建板楼  -  颐中体育场', '322万', '单价36965元/平米')
('https://image1.ljcdn.com/370200-inspection/8d648aac-3f06-454a-8ff5-f7777955e0d6.jpg.296x216.jpg', '青建橄榄城 毛坯套三 满五不唯一 不临街不靠路 视野好', '青建橄榄城  | 3室2厅 | 140.14平米 | 南 北 | 其他 | 有电梯', '低楼层(共26层)2009年建板楼  -  北村', '470万', '单价33538元/平米')
('https://image1.ljcdn.com/370200-inspection/test-e805f150-f282-4e53-9768-9e3d6e310777.png.296x216.jpg', '麦岛金岸 南客厅套四 百万精装 送车位 前排全海景', '麦岛金岸  | 4室2厅 | 214.97平米 | 南 北 | 其他 | 有电梯', '中楼层(共16层)2010年建板楼  -  麦岛', '1650万', '单价76755元/平米')
('https://image1.ljcdn.com/370200-inspection/36114ba6-186e-4526-a0b6-56dfada05364.jpg.296x216.jpg', '金岭花园 小A区 M2&M11地铁口 换房急售 随时交易', '金岭花园A区  | 2室2厅 | 98.57平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2002年建板楼  -  崂山CBD', '380万', '单价38552元/平米')
('https://image1.ljcdn.com/370200-inspection/d8d6daf9-8ad7-4111-a9d6-29270b3bebef.JPG.296x216.jpg', '海涛园一期 楼层好多层可看海 带地上车库', '海涛园一期  | 3室2厅 | 123.5平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)1998年建板楼  -  西姜', '390万', '单价31579元/平米')
('https://image1.ljcdn.com/370200-inspection/b993afff-baad-43b1-937a-6e4df7480f20.jpg.296x216.jpg', '康城 有钥匙 随时看 南北通透 全天采光', '康城  | 3室2厅 | 133.26平米 | 南 北 | 精装 | 有电梯', '高楼层(共22层)2009年建板楼  -  汽车东站', '480万', '单价36020元/平米')
('https://image1.ljcdn.com/370200-inspection/1897ecd5-d2be-4bb6-b71c-75cb21d79c4e.jpg.296x216.jpg', '看山景、看海景，多层电梯套三，送地下储藏室', '丽都国际一期  | 3室2厅 | 139.68平米 | 南 | 精装 | 有电梯', '中楼层(共6层)2005年建板楼  -  雕塑园', '715万', '单价51189元/平米')
('https://image1.ljcdn.com/370200-inspection/9fbea9e2-01fd-437e-beca-75ff60ca98d0.jpg.296x216.jpg', '凯旋公寓 小区位置好 配套全 不临路位置 低总价套三', '凯旋公寓  | 3室2厅 | 114.89平米 | 东 南 北 | 其他 | 无电梯', '中楼层(共5层)1999年建板楼  -  雕塑园', '500万', '单价43520元/平米')
('https://image1.ljcdn.com/370200-inspection/80e7c695-10a3-4a40-bfe6-a02a2184fca2.jpg.296x216.jpg', '亚麦山庄 一楼不挡光 带院子 带地下室 三居室 诚售', '亚麦山庄  | 3室2厅 | 132.72平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)2002年建板楼  -  雕塑园', '585万', '单价44078元/平米')
('https://image1.ljcdn.com/370200-inspection/21c48583-c4f6-4ba6-9b2c-d55db1d9cdc3.jpg.296x216.jpg', '麦岛 新上海景小套三 总价低 环境优美', '台南路1号  | 3室2厅 | 120.19平米 | 南 | 其他', '高楼层(共18层)2000年建板楼  -  麦岛', '550万', '单价45761元/平米')
('https://image1.ljcdn.com/370200-inspection/c357d6fe-31d1-4a58-8823-a5b1f6e671aa.JPG.296x216.jpg', '精装套二 可改套三 全明户型 采光好 诚心出售', '海尔东城国际北区  | 2室2厅 | 129.58平米 | 南 北 | 简装 | 有电梯', '中楼层(共22层)2008年建板塔结合  -  颐中体育场', '425万', '单价32799元/平米')
('https://image1.ljcdn.com/370200-inspection/f680f347-354f-46c0-8772-1cb4b5846b7d.jpg.296x216.jpg', '金光都市名家 看海高层 精装修视野好', '金光都市名家  | 3室2厅 | 131.17平米 | 东南 | 其他 | 有电梯', '中楼层(共20层)2005年建板塔结合  -  麦岛', '610万', '单价46505元/平米')
('https://image1.ljcdn.com/370200-inspection/f67d7ebe-2dea-494d-908d-ffff7c826da0.jpg.296x216.jpg', '东城国际南区一楼带院大套三，动静分离户型。', '海尔东城国际南区  | 3室2厅 | 136.55平米 | 南 | 其他 | 无电梯', '低楼层(共5层)2007年建板楼  -  颐中体育场', '698万', '单价51117元/平米')
('https://image1.ljcdn.com/370200-inspection/819c64b4-76a4-4804-8e99-6503caf7f978.JPG.296x216.jpg', '前海花园 精装五楼加阁楼 海景视野好 满五年省税', '前海花园  | 5室1厅 | 87.49平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2000年建板楼  -  西姜', '241万', '单价27547元/平米')
('https://image1.ljcdn.com/370200-inspection/1f8d6566-c7b7-48ba-aff0-f6388345b4a1.jpg.296x216.jpg', '新上底复式 精装修 全套家具家电 业主诚售', '竹韵山色二期  | 6室1厅 | 94.4平米 | 南 北 | 其他 | 有电梯', '低楼层(共12层)2011年建板楼  -  北村', '500万', '单价52967元/平米')
('https://image1.ljcdn.com/370200-inspection/test-461fdb0c-3b15-486e-be7c-48ffa2b35589.png.296x216.jpg', '青建尚东区 两年出一套 小套三 满五唯一 居家装修', '青建尚东区  | 3室2厅 | 114.29平米 | 东 南 北 | 精装 | 有电梯', '中楼层(共23层)2009年建板楼  -  汽车东站', '460万', '单价40249元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload3119e30d-431a-48e1-9c45-77f12d36027f.jpg.296x216.jpg', '青建橄榄城，满五唯一，精装修，拎包入住！', '青建橄榄城  | 2室1厅 | 76.39平米 | 南 | 精装 | 有电梯', '中楼层(共28层)2008年建板楼  -  北村', '238万', '单价31156元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload01c8b945-66b1-4f1f-935d-fcafea25603d.jpg.296x216.jpg', '颐和星苑BC区 稀有毛坯 多层带电梯 南北通透 送车位', '颐和星苑BC区  | 2室2厅 | 99.38平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共5层)2010年建板楼  -  西姜', '390万', '单价39244元/平米')
('https://image1.ljcdn.com/370200-inspection/0934fc1e-9c64-4c6f-8e79-7d9e0b4ee3f0.JPG.296x216.jpg', '金顶花园，精装套一，业主诚心出售', '金顶花园  | 1室1厅 | 60.18平米 | 南 | 精装 | 有电梯', '中楼层(共10层)2007年建板塔结合  -  颐中体育场', '268万', '单价44534元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadebc9444b-d093-4f8f-8d54-f39354c46130.jpg.296x216.jpg', '海丽正规大套三，高楼层视野采光好，满两年。', '海丽花园  | 3室2厅 | 170.27平米 | 南 北 | 简装 | 有电梯', '中楼层(共20层)2005年建板楼  -  崂山CBD', '568万', '单价33359元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload6a3ed565-63fa-478b-a0e0-c2043ce528a4.jpg.296x216.jpg', '东城国际南区，动静分离户型，南北通透，采光效果好', '海尔东城国际南区  | 4室3厅 | 132.24平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2006年建板楼  -  颐中体育场', '660万', '单价49910元/平米')
('https://image1.ljcdn.com/370200-inspection/783b8124-5bf4-4ac8-90d0-7c2ef88b6706.jpg.296x216.jpg', '奥林花园 多层住宅 封闭小区 业主自住看房方便', '奥林花园  | 2室2厅 | 118.82平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2003年建板楼  -  颐中体育场', '490万', '单价41239元/平米')
('https://image1.ljcdn.com/370200-inspection/cbe71275-9715-499f-9012-4ef1c2140d45.jpg.296x216.jpg', '麦岛金岸 小区中间排 精装套四 带车位', '麦岛金岸  | 4室2厅 | 227.17平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2009年建板楼  -  麦岛', '1400万', '单价61628元/平米')
