('https://image1.ljcdn.com/320100-inspection/65e7f4b6-8512-4930-a5fe-7820d6d2678d.jpg.296x216.jpg', '满五年 南北通透 采光足 拎包入住 居家装修', '新天地花园  | 2室1厅 | 59.22平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1999年建板楼  -  月牙湖', '168万', '单价28369元/平米')
('https://image1.ljcdn.com/320100-inspection/a952fd39-ad6a-44ba-9838-8acb78a35cc9.JPG.296x216.jpg', '张府园站 洪武路 南北通透 交通便利 楼层适中', '厅后街  | 2室1厅 | 50.25平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1985年建板楼  -  新街口', '280万', '单价55722元/平米')
('https://image1.ljcdn.com/320100-inspection/1a4b81e0-2215-47b1-9afe-90cd87f31a19.JPG.296x216.jpg', '水游城 交通便利 配套齐全 居家装修 有院子', '王府园小区  | 2室1厅 | 57.32平米 | 东 南 | 其他 | 无电梯', '低楼层(共7层)1990年建板楼  -  升州路', '305万', '单价53211元/平米')
('https://image1.ljcdn.com/320100-inspection/669f6e9b-3d25-4540-b03d-bb80acdf37b7.jpg.296x216.jpg', '瑞金北村 低总价 通透两房 户型方正 看房方便', '瑞金北村  | 2室1厅 | 57.63平米 | 东 | 简装 | 有电梯', '中楼层(共7层)1988年建板楼  -  瑞金路', '218万', '单价37828元/平米')
('https://image1.ljcdn.com/320100-inspection/ad183adf-97ed-466e-bc1b-70448a85c77d.jpg.296x216.jpg', '中楼层，南北通透，采光好 价格可以谈', '万达紫金明珠  | 3室2厅 | 111.68平米 | 南 北 | 精装 | 有电梯', '中楼层(共9层)2005年建板楼  -  月牙湖', '295万', '单价26415元/平米')
('https://image1.ljcdn.com/320100-inspection/6b4fd736-388a-474c-bae1-db6e13da8ec2.JPG.296x216.jpg', '雅居乐电梯三房 看房方便 业主诚售', '雅居乐花园  | 3室1厅 | 79.08平米 | 南 | 简装 | 有电梯', '高楼层(共11层)2009年建板塔结合  -  秦虹', '305万', '单价38569元/平米')
('https://image1.ljcdn.com/320100-inspection/a0f61e92-f446-4439-8592-9795e1515a9a.JPG.296x216.jpg', '旭光里 3室2厅 408万', '旭光里  | 3室2厅 | 104.63平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1997年建板塔结合  -  秦虹', '408万', '单价38995元/平米')
('https://image1.ljcdn.com/320100-inspection/c258453d-5748-4236-a539-21e33e7e4f9d.JPG.296x216.jpg', '精装修 大客厅 张府园地铁站 三初钟英商圈 有物业', '洪武公寓  | 3室2厅 | 92.99平米 | 南 北 | 精装 | 有电梯', '高楼层(共8层)2000年建板塔结合  -  新街口', '370万', '单价39790元/平米')
('https://image1.ljcdn.com/320100-inspection/7382ff63-b023-4769-b97c-19a531275ea2.jpg.296x216.jpg', '南部新城  市中医院  宜家   配套成熟  拎包入住', '龙翔雅苑  | 3室2厅 | 91.27平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2004年建板塔结合  -  洪家园', '235万', '单价25748元/平米')
('https://image1.ljcdn.com/320100-inspection/d4215930-c9d9-45a6-8b8c-3169eb1b50e9.JPG.296x216.jpg', '怡馨花园居家精装电梯两房 采光棒  改善房', '怡馨花园  | 2室2厅 | 84.45平米 | 南 北 | 其他 | 有电梯', '高楼层(共12层)2000年建板楼  -  秦虹', '283万', '单价33511元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploada5657bc0-72f5-4746-83e7-a7c290ccab07.JPG.296x216.jpg', '三山街地铁口电梯房  配套成熟  交通便利  看房方便', '砂珠巷小区  | 2室2厅 | 86.47平米 | 南 | 其他 | 有电梯', '高楼层(共33层)1999年建塔楼  -  升州路', '270万', '单价31225元/平米')
('https://image1.ljcdn.com/320100-inspection/802bb1b2-7ecb-4968-a935-930503d0944b.jpg.296x216.jpg', '三山街地铁 来凤小区 南北通透 满五年', '太平苑  | 3室1厅 | 87.55平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1995年建板楼  -  来凤里', '265万', '单价30269元/平米')
('https://image1.ljcdn.com/320100-inspection/af9b9b7a-7929-4654-b463-c5084b3eafae.jpg.296x216.jpg', '小区户型方正的小三房 双南 前无遮挡采光好 3楼边户', '御水湾花园  | 3室2厅 | 99.25平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2005年建板楼  -  光华路', '365万', '单价36776元/平米')
('https://image1.ljcdn.com/320100-inspection/8d4681dc-f964-4481-a4d9-f6f0c0c68f31.jpg.296x216.jpg', '白下路 建康路 环北市场 电梯房 朝东朝南 河景房', '琥珀巷高层小区  | 2室1厅 | 71.23平米 | 东南 | 其他 | 有电梯', '中楼层(共24层)1998年建塔楼  -  建康路', '216万', '单价30325元/平米')
('https://image1.ljcdn.com/320100-inspection/b4b2c3cb-612d-4122-8b01-0eef3ace8191.jpg.296x216.jpg', '万达江南明珠 4室2厅 450万', '万达江南明珠  | 4室2厅 | 125.38平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2003年建板楼  -  月牙湖', '450万', '单价35891元/平米')
('https://image1.ljcdn.com/320100-inspection/a6ca1402-b4c4-4489-9508-1cb92a8d6a6e.JPG.296x216.jpg', '红花地 五老村 15年婚装 双南卧室 厨卫朝北', '红花地  | 2室1厅 | 63.21平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)1991年建板楼  -  五老村', '260万', '单价41133元/平米')
('https://image1.ljcdn.com/320100-inspection/31cf8f38-5591-41d8-82c0-bc8e18ceb831.JPG.296x216.jpg', '五老村街道 中间楼层 南北三房 厨卫全明 交通便利', '仁义里小区  | 3室1厅 | 84.28平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)1990年建板楼  -  五老村', '316万', '单价37495元/平米')
('https://image1.ljcdn.com/320100-inspection/bacc5c3c-a251-4136-852f-871fb3419dbd.JPG.296x216.jpg', '雅居乐花园 3室1厅 255万', '雅居乐花园  | 3室1厅 | 73.29平米 | 北 | 其他 | 有电梯', '中楼层(共11层)2009年建板塔结合  -  秦虹', '255万', '单价34794元/平米')
('https://image1.ljcdn.com/320100-inspection/df5edae9-bb11-4c15-8766-34652f3db99e.JPG.296x216.jpg', '新街口商圈 电梯两房 洪武路 采光好 看房方便', '武学园小区  | 2室1厅 | 62.7平米 | 东南 | 其他 | 有电梯', '低楼层(共30层)1998年建塔楼  -  新街口', '290万', '单价46252元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploada890830e-20ab-404f-b6bb-d23d1129378a.jpg.296x216.jpg', '全明格局低楼层阳光充足苜蓿园大街配套成熟随时看房', '天地花园  | 2室1厅 | 63.57平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1996年建板楼  -  月牙湖', '180万', '单价28316元/平米')
('https://image1.ljcdn.com/320100-inspection/810ef773-e447-42cd-a839-70dfd10761b1.jpg.296x216.jpg', '夫子庙地铁 长白街 南北通透两房 位置好 非顶楼', '致和新村  | 2室1厅 | 57.89平米 | 南 北 | 毛坯 | 无电梯', '高楼层(共7层)1993年建板楼  -  建康路', '160万', '单价27639元/平米')
('https://image1.ljcdn.com/320100-inspection/603f53c4-d9c0-437b-8710-7e003f0c91f8.jpg.296x216.jpg', '电梯房 南北户型  满二年 居家装修 中间位置 中上楼层', '万达紫金明珠  | 2室2厅 | 85.17平米 | 南 北 | 精装 | 有电梯', '高楼层(共9层)2005年建板楼  -  月牙湖', '252万', '单价29588元/平米')
('https://image1.ljcdn.com/320100-inspection/3f621901-dbbb-4666-88c2-67ed186f2105.JPG.296x216.jpg', '西一新村 双南两房带电梯 夫子庙景区', '西一新村  | 2室1厅 | 57.29平米 | 南 | 精装 | 有电梯', '中楼层(共30层)2003年建塔楼  -  升州路', '282万', '单价49224元/平米')
('https://image1.ljcdn.com/320100-inspection/482fd453-f609-4885-94e7-14890cf158b6.JPG.296x216.jpg', '常府街地铁 五老村 精装修 南北通透 2房 视野好', '小杨村小区  | 2室1厅 | 43.82平米 | 南 北 | 其他 | 有电梯', '高楼层(共7层)1994年建板楼  -  五老村', '156万', '单价35601元/平米')
('https://image1.ljcdn.com/320100-inspection/60f8ad5d-af11-447c-b54b-f786f827552f.jpg.296x216.jpg', '满五年 精装三房 低楼层 采光通风好', '瑞金北村  | 3室1厅 | 59.54平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)1988年建板楼  -  瑞金路', '279万', '单价46860元/平米')
('https://image1.ljcdn.com/320100-inspection/d621a8f7-a33e-4cee-8dd5-fe1162f44faa.jpg.296x216.jpg', '婚装 一楼带院子 南北通透 采光好', '西一巷  | 2室1厅 | 49.53平米 | 南 北 | 其他 | 有电梯', '低楼层(共7层)1990年建板塔结合  -  升州路', '280万', '单价56532元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload84136d9a-277e-46e3-a0a1-7a06d06f9811.JPG.296x216.jpg', '双卧朝南 中间楼层 独立门禁 交通便利', '长白街  | 3室2厅 | 88.09平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1990年建板楼  -  五老村', '290万', '单价32921元/平米')
('https://image1.ljcdn.com/320100-inspection/4a8ab119-2177-4b39-81da-4e41f8a56914.JPG.296x216.jpg', '南部新城 3开间朝南 采光无遮挡 楼层好 视野好', '复地宴南都  | 3室1厅 | 97.76平米 | 南 北 | 其他', '高楼层(共29层)2017年建塔楼  -  洪家园', '395万', '单价40406元/平米')
('https://image1.ljcdn.com/320100-inspection/252b6642-e7d3-498d-8eeb-2b4ad6f1e5cd.jpg.296x216.jpg', '瑞金北村* 房龄新 长发东村 使用面积大', '长发东村  | 3室1厅 | 100.88平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1996年建板楼  -  瑞金路', '350万', '单价34695元/平米')
('https://image1.ljcdn.com/320100-inspection/a714b465-edcd-4607-9754-2e2a3a02b372.jpg.296x216.jpg', '小区中间位置 中间楼层 采光无遮挡 户型方正 交通方便', '新天地花园  | 3室1厅 | 75.93平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)1999年建板楼  -  月牙湖', '228万', '单价30028元/平米')
('https://image1.ljcdn.com/320100-inspection/c7edaec3-29a8-4d65-a68f-7b413fc3ed29.jpg.296x216.jpg', '满五 低楼层 小区环境好 配套成熟', '清华公寓  | 3室1厅 | 91.62平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1999年建板楼  -  瑞金路', '380万', '单价41476元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadbbe6219f-a833-4179-8abb-fa2d848b6bd7.jpg.296x216.jpg', '常府风华苑 两房带电梯 郑和公园 四五四医院', '常府风华苑  | 2室1厅 | 82.65平米 | 东 北 | 简装 | 有电梯', '高楼层(共27层)2010年建板楼  -  常府街', '260万', '单价31458元/平米')
('https://image1.ljcdn.com/320100-inspection/efd151cb-bd26-4aaf-9ba2-b2bb63aa4fa9.jpg.296x216.jpg', '瑞金路新出优质两房 双南 中间楼层 送车库 一中 瑞北', '瑞金北村  | 2室2厅 | 62.62平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1992年建板楼  -  瑞金路', '285万', '单价45513元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload152801e2-5b8d-4fce-ab54-c712a5090fed.jpg.296x216.jpg', '经典电梯两房 户型方正 南北通透 采光好 配套成熟', '公园新寓  | 2室1厅 | 59.59平米 | 南 北 | 简装 | 有电梯', '中楼层(共14层)2000年建板楼  -  大光路', '228万', '单价38262元/平米')
('https://image1.ljcdn.com/320100-inspection/b35213a8-38ce-4fae-b2b7-1c0c983f3334.jpg.296x216.jpg', '紫金山 二十八所 南北通透 三房 中楼层', '二十八所(南)  | 3室1厅 | 84.64平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)1996年建板楼  -  月牙湖', '282万', '单价33318元/平米')
('https://image1.ljcdn.com/320100-inspection/1a92afe5-81e9-45bc-8cc1-fe5dc3b7850c.jpg.296x216.jpg', '南部新城  市中医院 满五年唯一 采光充足 业主诚售', '风光里小区  | 3室1厅 | 74.9平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2003年建板塔结合  -  洪家园', '225万', '单价30041元/平米')
('https://image1.ljcdn.com/320100-inspection/7860415b-85e3-4538-bc27-7a81260b49ef.JPG.296x216.jpg', '大明路 位置好 采光好 中间楼层 南北通透 诚心卖', '康业里  | 2室1厅 | 53.21平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)2000年建板楼  -  洪家园', '150万', '单价28191元/平米')
('https://image1.ljcdn.com/320100-inspection/1aa59a86-cf94-461f-9ed1-1e8c42b68e9a.JPG.296x216.jpg', '1999年公安局单位房改房 电梯 精装修 环境好 采光充足', '金盾公寓  | 2室1厅 | 75.21平米 | 东北 | 精装 | 有电梯', '低楼层(共29层)1999年建塔楼  -  新街口', '340万', '单价45207元/平米')
('https://image1.ljcdn.com/320100-inspection/2c7fbee2-9801-4918-b40d-0ab5f7978f88.JPG.296x216.jpg', '新大都广场 常府街 郑和公园 四五四医院', '新大都广场  | 1室1厅 | 54.87平米 | 南 | 精装 | 有电梯', '中楼层(共28层)2017年建板楼  -  常府街', '165万', '单价30072元/平米')
('https://image1.ljcdn.com/320100-inspection/3ba7196c-c70b-45cb-b9ce-20ece43e817e.JPG.296x216.jpg', '夫子庙 精装修 三房双南  边户采光 视野好', '王府园小区  | 3室1厅 | 84.15平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1990年建板楼  -  升州路', '390万', '单价46346元/平米')
('https://image1.ljcdn.com/320100-inspection/ec19fc9f-745d-461e-949c-0ae38f9f0c96.JPG.296x216.jpg', '三山街 带电梯 出行方便 中间楼层 居家装修 业主诚售', '玉带园  | 2室1厅 | 69.61平米 | 东南 | 简装 | 有电梯', '中楼层(共28层)1998年建板楼  -  来凤里', '205万', '单价29450元/平米')
('https://image1.ljcdn.com/320100-inspection/6e5971c0-82f6-436a-b84d-f52f3e052267.jpg.296x216.jpg', '瑞金路大光路 5.2米挑高 70年产权通燃气 银城物业', '瑞鑫兰庭  | 2室1厅 | 56.08平米 | 西 | 精装 | 有电梯', '中楼层(共16层)2005年建板塔结合  -  大光路', '225万', '单价40122元/平米')
('https://image1.ljcdn.com/320100-inspection/3c2a0afc-b0f3-44ab-aeb9-3ae4aff8d4d6.jpg.296x216.jpg', '楼层好 户型方正 小区中间 采光好 带租赁车位', '富丽山庄  | 3室2厅 | 125.21平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1997年建板楼  -  月牙湖', '375万', '单价29950元/平米')
('https://image1.ljcdn.com/320100-inspection/87c28a81-500d-4f77-85a3-18997a04e86b.jpg.296x216.jpg', '秦虹 东边户 满五年唯一 景观房 电梯朝南', '雅居乐花园  | 3室1厅 | 80.09平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2009年建板塔结合  -  秦虹', '310万', '单价38707元/平米')
('https://image1.ljcdn.com/320100-inspection/33726197-fdd2-437a-a9ed-dffb6719aeab.JPG.296x216.jpg', '双南 采光好 视野开阔 夫子庙景区 配套齐 电梯房', '西一新村  | 2室1厅 | 68.84平米 | 南 | 精装 | 有电梯', '高楼层(共30层)2003年建板楼  -  升州路', '315万', '单价45759元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload2ebba60e-1419-4d6c-9615-fd9f494e5869.jpg.296x216.jpg', '三山街 桃园人家 满五年 双南一北采光好视野开阔', '桃园人家  | 3室2厅 | 130.24平米 | 南 | 简装 | 有电梯', '高楼层(共11层)2005年建板塔结合  -  来凤里', '540万', '单价41462元/平米')
('https://image1.ljcdn.com/320100-inspection/7d4b9327-60b8-495a-ab6a-406cc6888c37.jpg.296x216.jpg', '富春里 3室1厅 258万', '富春里  | 3室1厅 | 64.8平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)1996年建板楼  -  新街口', '258万', '单价39815元/平米')
('https://image1.ljcdn.com/320100-inspection/1b69301c-ac5d-4bc5-a872-c2e06105334b.JPG.296x216.jpg', '月牙湖花园 中间楼层 两房  装修好 苜蓿园大街 诚售', '月牙湖花园  | 2室2厅 | 82.31平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1996年建板楼  -  月牙湖', '320万', '单价38878元/平米')
('https://image1.ljcdn.com/320100-inspection/343f89c9-07fd-4357-aac4-0d7d1401c356.JPG.296x216.jpg', '公安局房改房 封闭式小区 99年房龄 电梯换新', '金盾公寓  | 2室2厅 | 73.46平米 | 东北 | 其他 | 有电梯', '高楼层(共29层)1999年建塔楼  -  新街口', '340万', '单价46284元/平米')
('https://image1.ljcdn.com/320100-inspection/9406d418-56fe-4ed9-9b78-e65c459afb76.JPG.296x216.jpg', '直望东水关 楼栋位置好 户型好 三开间正朝南 一中', '东城水岸  | 3室2厅 | 137.8平米 | 南 北 | 简装 | 有电梯', '中楼层(共11层)2003年建板楼  -  建康路', '560万', '单价40639元/平米')
('https://image1.ljcdn.com/320100-inspection/bd327fd7-3461-4463-90d3-255b7dca05b6.jpg.296x216.jpg', '中间位置 月牙湖 户型方正 视野开阔 采光好', '大地豪庭  | 3室1厅 | 141.75平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2004年建板塔结合  -  月牙湖', '478万', '单价33722元/平米')
('https://image1.ljcdn.com/320100-inspection/ab91b6d1-cf0e-4e80-b5e0-14d6c6fa3bec.jpg.296x216.jpg', '三山街 玉带园 中间楼层 装修好 采光佳 成熟配套', '玉带园  | 2室1厅 | 59.19平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1992年建板楼  -  来凤里', '205万', '单价34635元/平米')
('https://image1.ljcdn.com/320100-inspection/b669c1d8-a67e-4f5e-8c41-7bab358679bc.jpg.296x216.jpg', '夫子庙 老门东 采光好 交通便利', '实辉巷  | 2室2厅 | 61.77平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)1991年建板楼  -  长乐路', '209万', '单价33836元/平米')
('https://image1.ljcdn.com/320100-inspection/test-3c5dc942-9ed8-460f-91a1-af5d44154bf1.png.296x216.jpg', '新街口 地段好 生活方便 配套齐全 交通便利 采光充足', '富春里  | 1室1厅 | 38.69平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1996年建板楼  -  新街口', '135万', '单价34893元/平米')
('https://image1.ljcdn.com/320100-inspection/8fc2d303-eea2-451a-abdf-b8b74843f30d.jpg.296x216.jpg', '带电梯 房龄新 常府街地铁 四五四医院 郑和公园', '申家巷  | 2室1厅 | 68.63平米 | 南 | 其他 | 有电梯', '中楼层(共9层)1998年建板楼  -  常府街', '210万', '单价30599元/平米')
('https://image1.ljcdn.com/320100-inspection/7fb06df8-0336-4c73-9ea7-bd278cb0ee8c.JPG.296x216.jpg', '南北通透全明居家装修 钟英火瓦巷新街口 洪武路', '洪武路168号  | 3室1厅 | 98.11平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1998年建板楼  -  新街口', '385万', '单价39242元/平米')
('https://image1.ljcdn.com/320100-inspection/6d669b2b-4e43-4d35-b065-a77b409b4580.jpg.296x216.jpg', '三房两卫 中间楼层 品质小区 采光充足 满五唯一', '御水湾花园  | 3室2厅 | 106.53平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2005年建板楼  -  光华路', '398万', '单价37361元/平米')
('https://image1.ljcdn.com/320100-inspection/756ae475-e40b-47e8-a898-460aaf6b03b1.JPG.296x216.jpg', '金龙花园 南北通透两房 采光好', '金龙花园  | 2室1厅 | 68.59平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)2001年建板楼  -  月牙湖', '185万', '单价26972元/平米')
('https://image1.ljcdn.com/320100-inspection/test-2b999150-8339-4dae-8b96-ad5bf8a965bf.png.296x216.jpg', '花园小区 居家小三房 视野好 诚心出售 中间楼层', '雅居乐花园  | 3室1厅 | 77.25平米 | 北 | 精装 | 有电梯', '中楼层(共11层)2009年建板塔结合  -  秦虹', '257万', '单价33269元/平米')
