('https://image1.ljcdn.com/310000-inspection/test-1b985316-fcfb-4d1c-92e6-eb684c06bd34.png.296x216.jpg', '精装大三房，满五唯一，品质小区配套齐全，人车分流，', '品尊国际  | 3室2厅 | 153.16平米 | 南 北 | 精装 | 有电梯', '低楼层(共36层)2011年建板楼  -  真如', '1220万', '单价79656元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadc7635c04-52c3-438a-9eb3-5201b6c76f8e.jpg.296x216.jpg', '安居金祁新城 2室1厅 350万', '安居金祁新城  | 2室1厅 | 74.22平米 | 南 北 | 精装 | 有电梯', '低楼层(共28层)2011年建板楼  -  桃浦', '350万', '单价47158元/平米')
('https://image1.ljcdn.com/310000-inspection/b7eea962-8630-4ead-9020-37fa91891ac3.JPG.296x216.jpg', '业主急售 全明户型 看房随时 仅此一套', '曹杨路681号  | 3室2厅 | 97.58平米 | 西南 | 简装 | 无电梯', '高楼层(共6层)1967年建板楼  -  曹杨', '530万', '单价54315元/平米')
('https://image1.ljcdn.com/310000-inspection/test-5879625e-8c34-4d42-8591-b856cd6d2c26.jpeg.296x216.jpg', '宜川二村 1室1厅 134万', '宜川二村  | 1室1厅 | 28.71平米 | 北 | 简装 | 无电梯', '低楼层(共5层)1954年建板楼  -  甘泉宜川', '134万', '单价46674元/平米')
('https://image1.ljcdn.com/310000-inspection/test-0ae61964-2fda-440e-9589-63a98d046514.png.296x216.jpg', '南北通风，房型正气，钥匙房，看房方便', '中鼎豪园  | 2室1厅 | 96.08平米 | 南 | 精装 | 有电梯', '高楼层(共10层)2005年建板楼  -  真光', '545万', '单价56724元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170121/a4ad6f11-8ce2-46ed-9892-0c27f56e44bd.jpg.296x216.jpg', '曹杨五月天 户型正 大三房 税费少 中间 位置', '曹杨五月天  | 3室2厅 | 139.61平米 | 南 | 精装 | 有电梯', '中楼层(共14层)2005年建板楼  -  真如', '840万', '单价60168元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180105/64ab249a-0005-4adb-b4a9-5ccb0a74d942.jpg.296x216.jpg', '两湾城东二期+在售仅存高区三房+拎包入住+同户型ZYXJB', '中远两湾城  | 3室2厅 | 130.71平米 | 南 | 精装 | 有电梯', '高楼层(共34层)2002年建板楼  -  中远两湾城', '919万', '单价70309元/平米')
('https://image1.ljcdn.com/310000-inspection/test-8216977b-ee57-4faf-a11e-0e8bd89a9b86.png.296x216.jpg', '阳光威尼斯，精装修，满五唯一税费少', '阳光威尼斯(二期)  | 1室2厅 | 76.41平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2005年建板楼  -  真光', '375万', '单价49078元/平米')
('https://image1.ljcdn.com/310000-inspection/fa13ee9b-3566-4ce3-bb70-b71b0cd1d112.jpg.296x216.jpg', '高区景观一房  房型正气  看房方便', '愉景华庭  | 1室2厅 | 62.27平米 | 东南 | 精装 | 有电梯', '高楼层(共23层)2007年建塔楼  -  万里', '460万', '单价73872元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload9e59a3b1-416f-49cf-89d7-b72352e5b4d1.JPG.296x216.jpg', '精装南北两房  带阁楼新普陀学 区名 没用过 出行方便', '上钞苑  | 2室1厅 | 72.52平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1999年建板楼  -  长风', '489万', '单价67430元/平米')
('https://image1.ljcdn.com/310000-inspection/test-98e3093c-c96b-4030-8b3f-6fab56b05d7f.png.296x216.jpg', '低总价 户型朝南全明，高区采光好  拎包入住 温馨小屋', '半岛花园  | 1室2厅 | 62.92平米 | 东南 | 精装 | 有电梯', '高楼层(共23层)2001年建塔楼  -  长寿路', '585万', '单价92976元/平米')
('https://image1.ljcdn.com/310000-inspection/test-6e3eface-e47c-4755-9a55-3715b5794b4f.jpeg.296x216.jpg', '品质小区，一梯两户，中间楼层，满五年住宅', '西部名都花园  | 1室1厅 | 64.94平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1998年建板楼  -  甘泉宜川', '398万', '单价61288元/平米')
('https://image1.ljcdn.com/310000-inspection/test-795af80a-0a55-4a8e-b944-849a2676b190.png.296x216.jpg', '中远两湾城 3室2厅 908万', '中远两湾城  | 3室2厅 | 132.23平米 | 南 北 | 精装 | 有电梯', '中楼层(共32层)2002年建板楼  -  中远两湾城', '908万', '单价68669元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170319/64f71837-ef9a-42fd-984a-b9d211b681c5.jpg.296x216.jpg', '香溢花城南北通三房，满五年唯一', '香溢花城(住宅)  | 3室2厅 | 143.22平米 | 南 | 精装 | 有电梯', '低楼层(共24层)板楼  -  光新', '1180万', '单价82391元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170416/a4bf7f19-57bf-4e64-80ef-2dfb458d6c51.jpg.296x216.jpg', '小区唯yi两房边套 全明户型采光好  有车位', '大上海城市花园  | 2室2厅 | 110.58平米 | 南 | 精装 | 有电梯', '低楼层(共17层)2004年建板楼  -  长寿路', '898万', '单价81209元/平米')
('https://image1.ljcdn.com/310000-inspection/test-5abb795c-73b5-4bf3-9c54-fbf98d6ef0fa.png.296x216.jpg', '老业主挂牌 满五年带车位 有钥匙 诚意出售 南北通透', '半岛花园  | 5室2厅 | 223.37平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2003年建板楼  -  长寿路', '1500万', '单价67154元/平米')
('https://image1.ljcdn.com/310000-inspection/e1aecc8d-2302-4ab8-a803-f81276b6d08f.JPG.296x216.jpg', '南北两房、长风公园、不靠马路、楼层二楼、苏州河畔', '宋家滩小区  | 2室1厅 | 41.99平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1986年建板楼  -  长风', '250万', '单价59538元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170521/0d9cf48a-3a52-47fb-b273-457de670faf5.jpg.296x216.jpg', '地铁3/4/7线+南北通透+采光充足+看苏州河+价格可谈！', '芙蓉花苑  | 2室2厅 | 88.17平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1999年建板楼  -  武宁', '670万', '单价75990元/平米')
('https://image1.ljcdn.com/310000-inspection/test-30f543d7-d821-4a08-b0fa-66951c797324.png.296x216.jpg', '一对老夫妻，南北全明户型正规南北一房 一个点个税', '桃浦七村雪松苑  | 1室1厅 | 42.7平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1995年建板楼  -  桃浦', '169万', '单价39579元/平米')
('https://image1.ljcdn.com/310000-inspection/test-ac63b571-f014-425b-9f3c-7457e94584f4.jpeg.296x216.jpg', '宜川一村 2室0厅 280万', '宜川一村  | 2室0厅 | 50.53平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1988年建板楼  -  甘泉宜川', '280万', '单价55413元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171026/0c970071-d5fd-4de9-819a-b72dc4ddb7e3.jpg.296x216.jpg', '满5唯1 税费少有 钥匙 看房方便', '市政馨苑  | 2室1厅 | 74.93平米 | 南 | 精装 | 无电梯', '低楼层(共7层)1999年建板楼  -  真如', '480万', '单价64060元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170604/263d035e-d01b-46ed-8174-5c36972c60b1.jpg.296x216.jpg', '近11号线真如站，，品质小区房型正气南北通透', '阳光西班牙  | 2室2厅 | 90.67平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2002年建板楼  -  真如', '700万', '单价77204元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180115/bea43186-46c7-46d3-81a3-bddfe1b7b7a1.jpg.296x216.jpg', '满五唯一，精装修，楼层低采光不挡，房东诚意看房随时', '大华清水湾  | 3室2厅 | 119.85平米 | 暂无数据 | 简装 | 有电梯', '低楼层(共16层)2002年建板楼  -  武宁', '990万', '单价82604元/平米')
('https://image1.ljcdn.com/310000-inspection/10bc1667-6148-453f-989d-05ce4175090b.jpg.296x216.jpg', '桃浦二村 近地铁 1楼无遮挡 河景房 全明户型 便宜省税', '桃浦二村永汇新苑  | 2室2厅 | 75.41平米 | 南 | 毛坯 | 无电梯', '低楼层(共5层)2005年建板楼  -  桃浦', '330万', '单价43761元/平米')
('https://image1.ljcdn.com/310000-inspection/59074b32-3e91-4a26-853e-01156b8c2036.jpg.296x216.jpg', '梅川二街坊 1室1厅 285万', '梅川二街坊  | 1室1厅 | 45平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1994年建板楼  -  长风', '285万', '单价63334元/平米')
('https://image1.ljcdn.com/310000-inspection/test-f17f572f-abc8-4d87-9bea-7778e53a29b6.png.296x216.jpg', '满五唯一，南北通透，中等楼层，', '朝霞新苑  | 3室2厅 | 125.59平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)2001年建板楼  -  长征', '640万', '单价50960元/平米')
('https://image1.ljcdn.com/310000-inspection/test-f0f11705-85ab-4d3e-9ff1-9d97f82b02e3.png.296x216.jpg', '南北通三房 前有中山公园龙之梦 后靠环球港 随时可看', '海鑫公寓  | 3室1厅 | 98.86平米 | 南 | 简装 | 有电梯', '低楼层(共18层)1997年建塔楼  -  长风', '560万', '单价56646元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171119/c4979f7d-cbbf-440e-a6a9-f288751d2c95.jpg.296x216.jpg', '万景园 南北两房 地铁口 近中环 配套成熟 交通便利！', '万景园  | 2室2厅 | 88.54平米 | 南 北 | 简装 | 无电梯', '低楼层(共5层)2003年建板楼  -  长征', '568万', '单价64152元/平米')
('https://image1.ljcdn.com/310000-inspection/test-b2ce1a1a-c86f-4fc5-b547-a683802733ed.png.296x216.jpg', '地铁+钥匙+满五唯一税少，到价签字，看谁快，好房子！', '富丽花苑  | 1室1厅 | 70.05平米 | 南 | 简装 | 有电梯', '低楼层(共21层)1999年建塔楼  -  长寿路', '530万', '单价75661元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171105/433e2642-587e-4b0d-8e04-e085cb30be12.jpg.296x216.jpg', '两房朝南，满五唯一税少 两房复式  品质小区', '上海知音苑  | 2室2厅 | 117.96平米 | 南 | 精装 | 有电梯', '中楼层(共33层)2003年建板楼  -  长寿路', '980万', '单价83080元/平米')
('https://image1.ljcdn.com/310000-inspection/test-0ccfad16-d456-4f23-9673-a073b8af1801.png.296x216.jpg', '南北通户型  精装修带地暖 诚心出售', '阳光威尼斯(一期)  | 3室2厅 | 116.7平米 | 南 北 | 精装 | 有电梯', '高楼层(共14层)2004年建板楼  -  真光', '538万', '单价46102元/平米')
('https://image1.ljcdn.com/310000-inspection/test-b60c3eee-340d-4005-bfaf-bc9d11103304.png.296x216.jpg', '内环内  单价低，3/4中潭路  金融街旁', '平江盛世家园  | 2室1厅 | 74.25平米 | 东 南 | 精装 | 有电梯', '低楼层(共24层)1997年建塔楼  -  甘泉宜川', '400万', '单价53873元/平米')
('https://image1.ljcdn.com/310000-inspection/test-8dc19c9f-80da-47a8-b544-b61eac758e0e.png.296x216.jpg', '婚房装修节省预算 适宜孕婴老幼 人文环境好  视野宽阔', '达安春之声  | 2室2厅 | 101.87平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2008年建板楼  -  万里', '740万', '单价72642元/平米')
('https://image1.ljcdn.com/310000-inspection/test-884eca5e-83fc-484d-999d-ab207b0d1a84.png.296x216.jpg', '卧室带阳台，厨卫全明，房型正，采光通风俱佳。', '武宁小城  | 1室1厅 | 46.74平米 | 西 | 简装 | 有电梯', '低楼层(共27层)1997年建塔楼  -  武宁', '308万', '单价65897元/平米')
('https://image1.ljcdn.com/310000-inspection/test-ee00ac3b-45d3-4562-bf5b-f554457f6543.png.296x216.jpg', '烫金三楼 全明，近环球港， 不靠马路 出行方便', '长风一村小区  | 1室1厅 | 39.54平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1980年建板楼  -  长风', '228万', '单价57664元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload7bd7e2eb-ee05-4e28-93dc-3cb0796eb0d8.JPG.296x216.jpg', '好房来袭内环内烫金地段，地铁四轨相交堪比人民广场.', '江南名庐  | 3室1厅 | 146.53平米 | 南 北 | 简装 | 有电梯', '低楼层(共28层)2005年建塔楼  -  武宁', '1185万', '单价80871元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171024/e423368b-ac56-4393-ba25-8040aff58952.jpg.296x216.jpg', '满五唯一，中高区必选房源！正看小区内花园，适宜自住', '中远两湾城  | 2室2厅 | 111.15平米 | 南 | 简装 | 有电梯', '中楼层(共34层)2005年建板楼  -  中远两湾城', '710万', '单价63878元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180114/249c0d5c-f020-485a-8c54-d97495d7fac9.jpg.296x216.jpg', '06年品质小区  两卫新装房源 低市价 地段繁华 急售', '汇丽花园  | 2室2厅 | 116.74平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2006年建板楼  -  长寿路', '850万', '单价72812元/平米')
('https://image1.ljcdn.com/310000-inspection/test-09480674-8078-4271-be09-4128e4529e4f.png.296x216.jpg', '单价低，户型佳，采光好，小三房，业主诚意出售', '秋月枫舍  | 3室2厅 | 105.84平米 | 南 | 其他 | 有电梯', '高楼层(共28层)2001年建板楼  -  光新', '765万', '单价72279元/平米')
('https://image1.ljcdn.com/310000-inspection/test-32c9b3f8-b00f-4031-bffa-e70b8372d667.png.296x216.jpg', '二楼好楼层 东边套厅带明窗 产权清晰 房东人好诚意卖', '长风一村小区  | 1室1厅 | 39.55平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1980年建板楼  -  长风', '235万', '单价59419元/平米')
('https://image1.ljcdn.com/310000-inspection/test-ba5f9153-2572-4a6d-9dae-9767bb4392e7.png.296x216.jpg', '市政馨苑 2室1厅 470万', '市政馨苑  | 2室1厅 | 74.93平米 | 南 | 精装 | 无电梯', '低楼层(共7层)2000年建板楼  -  真如', '470万', '单价62726元/平米')
('https://image1.ljcdn.com/310000-inspection/test-557ff78b-3cf0-41ec-b539-583ee8ec32b6.png.296x216.jpg', '降价房源！满五年，南北通透！花园位置，诚心出售！！', '大华颐和华城(公寓)  | 2室2厅 | 93.07平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2005年建板楼  -  万里', '560万', '单价60170元/平米')
('https://image1.ljcdn.com/310000-inspection/413792f8-1cb8-4a6c-a6bc-7c6b9a2c3ca3.jpg.296x216.jpg', '急降650000元，沿河景观 全南电梯二房 有车位 诚售！', '祥和名邸(公寓)  | 2室2厅 | 97.5平米 | 南 | 精装 | 有电梯', '中楼层(共15层)2004年建板楼  -  长征', '615万', '单价63077元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160220/a37af2e7-fb4d-43f0-9be7-7007d1496786.jpg.296x216.jpg', '户型正气   拎包入住  交通方便  诚心出售  看房方便', '愉景华庭  | 3室2厅 | 117.1平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2005年建板楼  -  万里', '720万', '单价61486元/平米')
('https://image1.ljcdn.com/310000-inspection/test-dd9740e8-9e9e-4707-a294-07adb23ad657.png.296x216.jpg', '优选中装2房，南北双阳台，全明景观房，到价签字', '宜川五村  | 2室1厅 | 53.91平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1988年建板楼  -  甘泉宜川', '243万', '单价45076元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171204/ba7e88c5-14a8-4133-bdbb-86cec7bfc70f.jpg.296x216.jpg', '众里寻他千百度 颐宁苑在此处 全南双卫 采光无遮挡！', '颐宁苑  | 2室2厅 | 113.41平米 | 南 | 精装 | 有电梯', '低楼层(共27层)1999年建板楼  -  真如', '620万', '单价54669元/平米')
('https://image1.ljcdn.com/310000-inspection/346bda60-3710-4ea3-a6d5-704e8315ade7.jpg.296x216.jpg', '一套好房，一个热情的经纪人，高区白玉苑您值得的拥有', '白玉苑  | 2室2厅 | 99.42平米 | 南 北 | 精装 | 有电梯', '高楼层(共20层)2000年建塔楼  -  武宁', '680万', '单价68397元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171105/6bac3013-3001-470a-98c0-99c7e04b6b66.jpg.296x216.jpg', '上青佳园大一房，2011年竣工，全明大一房小区人车分流', '上青佳园  | 1室2厅 | 82.32平米 | 暂无数据 | 简装 | 有电梯', '低楼层(共30层)2004年建板楼  -  长寿路', '635万', '单价77138元/平米')
('https://image1.ljcdn.com/310000-inspection/test-65709002-8eef-4b47-ba3b-f1ac1cfe43ca.png.296x216.jpg', '此房看小区前后花园 南北通透 前后双阳阳台', '中远两湾城  | 3室2厅 | 141.9平米 | 南 北 | 精装 | 有电梯', '低楼层(共27层)2006年建板楼  -  中远两湾城', '1000万', '单价70473元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161123/1def9b38-59f5-40f6-9e7b-e2db9b56e7aa.jpg.296x216.jpg', '采光好，大两房，近地铁，满五唯一', '建德花园百合苑  | 3室1厅 | 97.3平米 | 暂无数据 | 精装 | 无电梯', '高楼层(共6层)1999年建板楼  -  长征', '500万', '单价51388元/平米')
('https://image1.ljcdn.com/310000-inspection/3e12b39b-8b9c-4451-acb2-f1874ee708e6.jpg.296x216.jpg', '嘉云苑，精装南向一房。采光充足，业主急售', '嘉云苑  | 1室1厅 | 46.82平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1997年建板楼  -  长征', '208万', '单价44426元/平米')
('https://image1.ljcdn.com/310000-inspection/test-18782b4c-e7f5-4a62-9020-a4a67c41b181.png.296x216.jpg', '南北通大两房   一梯两户  板式结构  诚心出售', '秋水云庐  | 2室2厅 | 113.41平米 | 南 | 精装 | 有电梯', '中楼层(共13层)2002年建板楼  -  长寿路', '880万', '单价77595元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160731/faf0d8f4-f3be-450f-9481-04971d6c861b.jpg.296x216.jpg', '小区景观位置，满五唯一，少税费，诚意出售！', '星河世纪城  | 2室2厅 | 100.82平米 | 南 | 精装 | 有电梯', '低楼层(共24层)2005年建板楼  -  真如', '649万', '单价64373元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170311/b5060584-605c-4976-a784-a05f1e66bcd7.jpg.296x216.jpg', '此房满五年唯一，无个税，楼层好，看房方便', '嘉云苑  | 2室1厅 | 66.52平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1997年建板楼  -  长征', '330万', '单价49610元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171102/854634bc-2ab8-4960-a2c9-f5dd68f4b6ff.jpg.296x216.jpg', '满五年唯一双层复式 业主诚售 带产权车位 可上晋元', '愉景华庭  | 4室2厅 | 227.85平米 | 南 北 | 精装 | 有电梯', '高楼层(共17层)2006年建板楼  -  万里', '1500万', '单价65833元/平米')
('https://image1.ljcdn.com/310000-inspection/test-daadedd0-6edf-42ac-85e0-018784776914.png.296x216.jpg', '内环边96年电梯三房 精装修拎包入住 南北通全明户型', '海鑫公寓  | 3室1厅 | 98.86平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)1996年建塔楼  -  长风', '610万', '单价61704元/平米')
