('https://image1.ljcdn.com/370600-inspection/e0f8d11c-d3ef-4b3a-b02e-e5f5e175e7ec.jpg.296x216.jpg', '福利莱小区  精装修  双南卧 拎包入住', '福利莱小区  | 2室1厅 | 72.58平米 | 南 北 | 精装', '高楼层(共6层)2004年建板楼  -  福海路', '65万', '单价8956元/平米')
('https://image1.ljcdn.com/370600-inspection/301c8ebe-266c-4538-b96d-af95178a9314.jpg.296x216.jpg', '此房美航花园 精装修路段繁华，出行方便，南北通透', '美航花园  | 3室2厅 | 90.45平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  福海路', '72万', '单价7961元/平米')
('https://image1.ljcdn.com/370600-inspection/345dd03b-1964-4504-821f-7e7b89e24cbb.jpg.296x216.jpg', '楼层好，采光好，南卧室，交通便利，购物方便，', '供销社住宅区  | 3室1厅 | 77.31平米 | 南 北 | 其他', '中楼层(共7层)暂无数据  -  福海路', '65万', '单价8408元/平米')
('https://image1.ljcdn.com/370600-inspection/9c9d32ed-7aae-418e-8c81-fc422c26d737.jpg.296x216.jpg', '曙光名座南北通透两室~楼层好~采光充足~视野开阔~', '曙光名座  | 2室1厅 | 75.21平米 | 南 西 北 | 其他', '中楼层(共7层)2004年建塔楼  -  鸿福街', '68万', '单价9042元/平米')
('https://image1.ljcdn.com/370600-inspection/c970c84c-3cc1-4c6b-a073-f498d2a19367.jpg.296x216.jpg', '观月里小区 2室1厅 58万', '观月里小区  | 2室1厅 | 77.5平米 | 南 北 | 其他', '高楼层(共4层)1996年建板楼  -  福海路', '58万', '单价7484元/平米')
('https://image1.ljcdn.com/370600-inspection/352b2484-eb35-4664-ac5d-facf9e5f29ab.jpg.296x216.jpg', '中间楼层 南北通透 精装修 带车位', '天创国际城  | 2室2厅 | 93.78平米 | 南 北 | 其他', '高楼层(共18层)2005年建塔楼  -  福海路', '94万', '单价10024元/平米')
('https://image1.ljcdn.com/370600-inspection/ee613956-cd2d-42bd-8df5-3536cdc5cf4f.jpg.296x216.jpg', '福利莱小区满五年送小棚东打头看房方便', '福利莱小区  | 3室2厅 | 106.35平米 | 东 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  福海路', '82万', '单价7711元/平米')
('https://image1.ljcdn.com/370600-inspection/2ee9436d-015e-4cb3-b234-88bbc84f167b.jpg.296x216.jpg', '全明户型 带阳台 满五不唯一  精装修', '星河城  | 3室2厅 | 114平米 | 南 北 | 其他', '低楼层(共19层)2011年建塔楼  -  福海路', '120万', '单价10527元/平米')
('https://image1.ljcdn.com/370600-inspection/8c978a77-60cb-4c8c-83d4-3a7374d82389.jpg.296x216.jpg', '星河城东打头 户型全明 三室好格局 精装修', '星河城  | 3室2厅 | 98平米 | 南 北 | 其他', '中楼层(共19层)2011年建塔楼  -  福海路', '113万', '单价11531元/平米')
('https://image1.ljcdn.com/370600-inspection/11adefab-b812-435a-9e6b-ad35a640dbb4.jpg.296x216.jpg', '丽景佳园 2室2厅 48万', '丽景佳园  | 2室2厅 | 77.84平米 | 南 北 | 精装', '高楼层(共6层)2011年建板楼  -  福海路', '48万', '单价6167元/平米')
('https://image1.ljcdn.com/370600-inspection/be04aa19-9dc5-41e5-baf9-17de68c4ddc0.jpg.296x216.jpg', '此房满五年，是一个顶加阁，南北通透，全明户型', '鸿福名城  | 4室2厅 | 70.5平米 | 南 北 | 其他', '高楼层(共6层)2014年建板楼  -  鸿福街', '90万', '单价12766元/平米')
('https://image1.ljcdn.com/370600-inspection/4972463d-291b-4e93-88df-dc04e205b8f9.jpg.296x216.jpg', '此房满五唯一 精装修，采光好 小区环境好，南北通透。', '水清木华芝阳城  | 3室2厅 | 105.46平米 | 南 北 | 其他', '中楼层(共7层)2017年建板楼  -  芝阳', '92万', '单价8724元/平米')
('https://image1.ljcdn.com/370600-inspection/3d8a0818-b8c0-47ee-ad31-d8507a57e4eb.jpg.296x216.jpg', '万科假日润园，首付31万，精装两室，南向采光好', '万科假日润园  | 2室1厅 | 76.14平米 | 南 | 其他', '中楼层(共18层)2014年建塔楼  -  万科', '85万', '单价11164元/平米')
('https://image1.ljcdn.com/370600-inspection/4ce51102-6587-4c80-8b47-165c53d94158.jpg.296x216.jpg', '鸿福名城78平2室，南北通透，采光良好', '鸿福名城  | 2室1厅 | 78.15平米 | 南 北 | 其他', '高楼层(共6层)2014年建板楼  -  鸿福街', '76万', '单价9725元/平米')
('https://image1.ljcdn.com/370600-inspection/c2af9993-8373-4d7b-b785-4c1ccf90ae0e.jpg.296x216.jpg', '北方月光怡景 多层二楼 视野开阔 拎包入住', '北方月光怡景  | 3室2厅 | 85.81平米 | 南 北 | 其他', '低楼层(共6层)2017年建板楼  -  富豪', '95万', '单价11071元/平米')
('https://image1.ljcdn.com/370600-inspection/f3881b03-4bbf-4e97-af3c-2e3d532dafc6.jpg.296x216.jpg', '福海路 丽景佳园 南北通透西打头带阳台 三室两卫', '丽景佳园  | 3室2厅 | 129.54平米 | 南 北 | 其他', '高楼层(共11层)2011年建板楼  -  福海路', '140万', '单价10808元/平米')
('https://image1.ljcdn.com/370600-inspection/e0e74d49-c4ed-4c1c-b44b-c67af85a3a68.jpg.296x216.jpg', '水清木华芝阳城满五唯一，四室精装修，户型好采光充足', '水清木华芝阳城  | 4室2厅 | 129.67平米 | 南 北 | 其他', '低楼层(共6层)2017年建板楼  -  芝阳', '118万', '单价9101元/平米')
('https://image1.ljcdn.com/370600-inspection/b6f4db49-45cf-4a5a-9e5e-7d5f708634a9.jpg.296x216.jpg', '万科假日润园 2室2厅 85万', '万科假日润园  | 2室2厅 | 79.44平米 | 南 北 | 精装', '高楼层(共18层)2014年建塔楼  -  万科', '85万', '单价10700元/平米')
('https://image1.ljcdn.com/370600-inspection/2605816c-6acb-449c-ab04-53b6e2b41df1.jpg.296x216.jpg', '满五年，南北通透，采光好，通风', '天府花园小区  | 2室1厅 | 54.34平米 | 南 北 | 其他', '高楼层(共5层)1998年建板楼  -  首院', '45万', '单价8282元/平米')
('https://image1.ljcdn.com/370600-inspection/e8eb2d70-6c3f-44a4-a640-78ca5d2bf439.jpg.296x216.jpg', '福祥新苑 3室2厅 78万', '福祥新苑  | 3室2厅 | 83.64平米 | 南 北 | 其他', '高楼层(共7层)2003年建板楼  -  富豪', '78万', '单价9326元/平米')
('https://image1.ljcdn.com/370600-inspection/fdde5418-b8f1-4387-9a73-13734e32fa5e.jpg.296x216.jpg', '万科假日风景 首付约30万 精装修 采光好 家里保持的好', '万科假日风景  | 2室2厅 | 83.11平米 | 南 | 其他', '高楼层(共25层)2016年建塔楼  -  万科', '85万', '单价10228元/平米')
('https://image1.ljcdn.com/370600-inspection/a833d808-a5fd-4d24-8a20-cca2b9cafc0d.jpg.296x216.jpg', '曙光名座    中间楼层   双卫 全明户型', '曙光名座  | 3室2厅 | 155平米 | 南 北 | 其他', '高楼层(共13层)2004年建塔楼  -  鸿福街', '140万', '单价9033元/平米')
('https://image1.ljcdn.com/370600-inspection/fb55ab0a-5595-4a13-bbb6-62b99745884e.jpg.296x216.jpg', '清洋苑三室 ·南北通透户型· 宽敞明亮', '清洋苑  | 3室2厅 | 73.41平米 | 南 北 | 其他', '高楼层(共7层)2004年建板楼  -  振华', '40万', '单价5449元/平米')
('https://image1.ljcdn.com/370600-inspection/e5735737-7163-498d-abf2-9a1f124991b8.jpg.296x216.jpg', '星河城 精装两室 楼层好 采光好 配套齐全 看房有钥匙', '星河城  | 2室2厅 | 68.32平米 | 南 | 其他', '高楼层(共30层)2011年建塔楼  -  福海路', '68万', '单价9954元/平米')
('https://image1.ljcdn.com/370600-inspection/562c4db5-4c70-4e0a-aa27-64ae793757f5.jpg.296x216.jpg', '全明南北通透东打头精装三室，两卫生间', '福利莱小区  | 3室2厅 | 122.67平米 | 南 北 | 精装', '高楼层(共6层)2004年建板楼  -  福海路', '115万', '单价9375元/平米')
('https://image1.ljcdn.com/370600-inspection/ff0ea3cb-5bff-4ce9-b2f0-1f119c5b816d.jpg.296x216.jpg', '鸿福街  曙光名座 三室两厅一卫 户型方正', '曙光名座  | 3室2厅 | 91.1平米 | 南 北 | 其他', '高楼层(共7层)2004年建塔楼  -  鸿福街', '78万', '单价8563元/平米')
('https://image1.ljcdn.com/370600-inspection/81ac354c-f77f-4a0a-9884-df961e1b8afc.jpg.296x216.jpg', '星河城 1室1厅 46万', '星河城  | 1室1厅 | 57平米 | 北 | 其他', '中楼层(共26层)2011年建塔楼  -  福海路', '46万', '单价8071元/平米')
('https://image1.ljcdn.com/370600-inspection/4d3c694a-fb7a-4b97-b27a-fbdbe015d5a2.jpg.296x216.jpg', '东陌堂 精装三居改两居 南北通透 打头房 利用面积大', '东陌堂新区  | 2室2厅 | 91.1平米 | 东 南 北 | 其他', '高楼层(共6层)暂无数据  -  福山周边', '51万', '单价5599元/平米')
('https://image1.ljcdn.com/370600-inspection/2ee7a34e-31a3-40eb-b83d-aad81e71e323.jpg.296x216.jpg', '东打头  南北通透两居室  采光好', '松霞新苑北小区  | 2室2厅 | 75.99平米 | 东 南 北 | 其他', '中楼层(共7层)2009年建板楼  -  松霞', '75万', '单价9870元/平米')
('https://image1.ljcdn.com/370600-inspection/1687da04-c63b-4c49-ab7c-54cf28d83521.jpg.296x216.jpg', '富豪新天地精装修三室好楼层满五年', '富豪新天地  | 3室2厅 | 105.95平米 | 南 西 | 其他', '低楼层(共16层)2009年建板塔结合  -  富豪', '103万', '单价9722元/平米')
('https://image1.ljcdn.com/370600-inspection/a86d2bca-dc68-4f70-b2ef-49e0c2e6a513.jpg.296x216.jpg', '福海路上谷郡对面 保险公司3楼 精装修南北通透大3居', '家属楼  | 3室2厅 | 116.22平米 | 南 北 | 其他', '中楼层(共5层)板楼  -  福海路', '150万', '单价12907元/平米')
('https://image1.ljcdn.com/370600-inspection/78df8576-ba50-4c58-96a0-892cbaa3709d.jpg.296x216.jpg', '此房满五年，中间楼层老少皆宜，南北通透，全明户型', '鸿福御景  | 2室2厅 | 74.54平米 | 南 北 | 其他', '中楼层(共6层)2010年建板楼  -  鸿福街', '82万', '单价11001元/平米')
('https://image1.ljcdn.com/370600-inspection/77722ef3-91ba-4eb3-b99b-0b9a335ce100.jpg.296x216.jpg', '河滨小区 4室1厅 71万', '河滨小区  | 4室1厅 | 84.96平米 | 南 北 | 其他', '高楼层(共6层)1992年建板楼  -  松霞', '71万', '单价8357元/平米')
('https://image1.ljcdn.com/370600-inspection/a32f84c7-62fe-4894-88fd-cfff6f4527da.jpg.296x216.jpg', '房子满五年、小区位置好交通方便、房子采光好', '香逸中央  | 3室2厅 | 166.94平米 | 南 北 | 其他', '高楼层(共22层)2009年建塔楼  -  福海路', '240万', '单价14377元/平米')
('https://image1.ljcdn.com/370600-inspection/f7861ade-4537-49ee-903f-90dde5f4aa61.jpg.296x216.jpg', '南北通透三室全明户型实木装修东打头', '星河城  | 3室2厅 | 136平米 | 南 北 | 精装', '中楼层(共18层)2011年建塔楼  -  福海路', '185万', '单价13603元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload8a1513b6-9499-4f9b-8015-0c00645cff5a.jpg.296x216.jpg', '乡村记忆多层毛坯，可随意装修，98平单价6912！', '乡村记忆·山水园  | 3室1厅 | 98.38平米 | 南 北 | 其他', '高楼层(共6层)2016年建板楼  -  福山周边', '68万', '单价6912元/平米')
('https://image1.ljcdn.com/370600-inspection/67ad16af-baa8-44a1-b992-f2fe73f2c10c.jpg.296x216.jpg', '星河城 西南向 简装两居室 双南卧', '星河城  | 2室2厅 | 71.52平米 | 西南 | 其他', '中楼层(共30层)2011年建塔楼  -  福海路', '75万', '单价10487元/平米')
('https://image1.ljcdn.com/370600-inspection/3771da28-0dec-4e68-8b06-cf3af854b51c.jpg.296x216.jpg', '松霞路边 银河小区  南北通透 精装三室两厅', '银河小区  | 3室2厅 | 82平米 | 南 北 | 精装', '高楼层(共6层)2000年建板楼  -  松霞', '80万', '单价9757元/平米')
('https://image1.ljcdn.com/370600-inspection/b9e57799-5b5c-48a6-b208-4cf4ffe2fe24.jpg.296x216.jpg', '南北通透，老式装修，交通便利，可做小三居', '河滨小区  | 3室1厅 | 71.66平米 | 南 北 | 其他', '中楼层(共6层)1992年建板楼  -  松霞', '60万', '单价8373元/平米')
('https://image1.ljcdn.com/370600-inspection/f880d89c-edc6-4b02-a83a-3b98c8132c48.jpg.296x216.jpg', '星河城 2室1厅 100万', '星河城  | 2室1厅 | 95.8平米 | 东南 | 其他', '中楼层(共20层)2011年建塔楼  -  福海路', '100万', '单价10439元/平米')
('https://image1.ljcdn.com/370600-inspection/dd0f46b1-bdc8-446a-925a-daed708d6ae5.jpg.296x216.jpg', '义丰富丽新城 2室2厅 56万', '义丰富丽新城  | 2室2厅 | 88.5平米 | 南 北 | 其他', '低楼层(共6层)2015年建板楼  -  芝阳', '56万', '单价6328元/平米')
('https://image1.ljcdn.com/370600-inspection/e95f0084-3344-4142-a9e0-8d1197743522.JPG.296x216.jpg', '福利莱小区 精装修 南北通透 看房电话', '福利莱小区  | 3室2厅 | 86.91平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  福海路', '60万', '单价6904元/平米')
('https://image1.ljcdn.com/370600-inspection/55cd789f-cb85-4c77-9500-d26f2f77c61d.jpg.296x216.jpg', '万科假日风景 送车位 两个南向卧室 一个南向客厅', '万科假日风景  | 2室2厅 | 84.15平米 | 南 | 其他', '高楼层(共18层)2016年建塔楼  -  万科', '100万', '单价11884元/平米')
('https://image1.ljcdn.com/370600-inspection/886ee8c3-187b-48e4-8e62-549413334b2b.jpg.296x216.jpg', '福海路康庄小区  多层南北通透 一体两户 户型好', '康庄小区  | 2室1厅 | 70.32平米 | 南 北 | 简装', '低楼层(共5层)1997年建板楼  -  振华', '55万', '单价7822元/平米')
('https://image1.ljcdn.com/370600-inspection/3e226205-74c8-4053-85aa-2ac5c4a4458f.jpg.296x216.jpg', '锦绣山庄 2室1厅 42万', '锦绣山庄  | 2室1厅 | 63.11平米 | 南 | 精装', '高楼层(共6层)2006年建板楼  -  奇泉', '42万', '单价6656元/平米')
('https://image1.ljcdn.com/370600-inspection/05b1d72d-3ad4-4a64-abd8-d0202630417c.jpg.296x216.jpg', '福利莱万和城 三室两厅 南北通透 好房急售', '福利莱万和城  | 3室1厅 | 92.59平米 | 南 北 | 其他', '高楼层(共10层)2013年建塔楼  -  芝阳', '85万', '单价9181元/平米')
('https://image1.ljcdn.com/370600-inspection/8fa47dbb-2a42-4ee6-9948-c29a7cd2f106.jpg.296x216.jpg', '房子满五年，南北通透。格局方正。户型好', '观月里小区  | 2室2厅 | 77.5平米 | 南 北 | 其他', '中楼层(共5层)1996年建板楼  -  福海路', '59万', '单价7613元/平米')
('https://image1.ljcdn.com/370600-inspection/490687b8-6ed4-4018-8f87-8d23a42b86a1.jpg.296x216.jpg', '东陌堂新区 南北通透两居室 全明户型 随时看房', '东陌堂新区  | 2室1厅 | 40.93平米 | 南 北 | 其他', '高楼层(共7层)暂无数据  -  福山周边', '24万', '单价5864元/平米')
('https://image1.ljcdn.com/370600-inspection/d0893c45-e261-4edb-8b99-58780add1a2f.jpg.296x216.jpg', '万科假日风景 首付26万 经典两居室 业主诚心出售', '万科假日风景  | 2室2厅 | 76.53平米 | 西南 北 | 其他', '高楼层(共18层)2016年建塔楼  -  万科', '85万', '单价11107元/平米')
('https://image1.ljcdn.com/370600-inspection/4af30399-f937-473e-beff-52acb9f155d5.jpg.296x216.jpg', '民丰小区多层三楼，三室一厅精装修', '民丰小区  | 3室1厅 | 89.28平米 | 南 北 | 其他', '中楼层(共5层)2004年建板楼  -  福海路', '86万', '单价9633元/平米')
('https://image1.ljcdn.com/370600-inspection/c4190274-ecee-41d6-875c-078f96139227.jpg.296x216.jpg', '万科假日风景，首付92万，多层顶加阁，采光好，无遮挡', '万科假日风景  | 5室2厅 | 105.04平米 | 南 北 | 其他', '高楼层(共5层)2016年建板楼  -  万科', '165万', '单价15709元/平米')
('https://image1.ljcdn.com/370600-inspection/a10be6d9-71b6-4b86-b96b-8fa96081fafc.jpg.296x216.jpg', '福泰阳光 2室1厅 115万', '福泰阳光  | 2室1厅 | 101.2平米 | 东 南 北 | 其他', '高楼层(共6层)2013年建板楼  -  富豪', '115万', '单价11364元/平米')
('https://image1.ljcdn.com/370600-inspection/c78137f1-d12d-4dda-81a1-0f76baaaf142.jpg.296x216.jpg', '东方华府精装修四室，楼层好 采光好 拎包入住~', '东方华府  | 4室2厅 | 140平米 | 东 南 北 | 其他', '高楼层(共33层)2019年建塔楼  -  福海路', '155万', '单价11072元/平米')
('https://image1.ljcdn.com/370600-inspection/ed8c0828-8c10-441c-b236-c04063e2c6b0.jpg.296x216.jpg', '楼层好、视野开阔、采光好、精装修，南向大窗户', '鸿福名城  | 2室1厅 | 90.44平米 | 南 | 其他', '高楼层(共29层)暂无数据  -  鸿福街', '80万', '单价8846元/平米')
('https://image1.ljcdn.com/370600-inspection/e3074786-e7a9-4518-94a4-4fbb04bcdb4f.jpg.296x216.jpg', '南向好户型，视野好，采光好，精装修', '东尚蓝湾  | 2室1厅 | 82.14平米 | 南 | 精装', '高楼层(共32层)2015年建板楼  -  首院', '96万', '单价11688元/平米')
('https://image1.ljcdn.com/370600-inspection/29629336-74f6-4ece-be22-6d7fbfa7a12e.jpg.296x216.jpg', '天创国际 精致公寓 采光好 无遮挡', '天创国际城  | 1室1厅 | 40.02平米 | 北 | 其他', '高楼层(共18层)2005年建塔楼  -  福海路', '19.5万', '单价4873元/平米')
('https://image1.ljcdn.com/370600-inspection/b68bf29c-4e88-411c-b38e-e96b76bad7ca.jpg.296x216.jpg', '香逸中央   精装修   拎包入住', '香逸中央  | 2室1厅 | 81.4平米 | 西 | 其他', '低楼层(共23层)2009年建塔楼  -  福海路', '75万', '单价9214元/平米')
('https://image1.ljcdn.com/370600-inspection/d3948f79-fde5-41b6-bdf0-9b7ea505af9e.jpg.296x216.jpg', '星河城 东户，南北通透，中间楼层，视野好', '星河城  | 3室2厅 | 124.91平米 | 南 北 | 其他', '中楼层(共11层)2011年建塔楼  -  福海路', '130万', '单价10408元/平米')
('https://image1.ljcdn.com/370600-inspection/a9006ec6-5d0c-41c7-890d-6acc837c443f.jpg.296x216.jpg', '此房满五年，是一个顶加阁，南北通透，全明户型', '鸿福御景  | 4室2厅 | 75.46平米 | 南 北 | 其他', '高楼层(共6层)2010年建板楼  -  鸿福街', '85万', '单价11265元/平米')
('https://image1.ljcdn.com/370600-inspection/b2d7372a-7f89-4c27-b831-29d05f638726.jpg.296x216.jpg', '城里街，福海路旁55一套的81平多层好房，只有两套。', '和平家电家属楼  | 2室2厅 | 81.65平米 | 南 北 | 精装', '高楼层(共6层)暂无数据  -  福海路', '55万', '单价6737元/平米')
('https://image1.ljcdn.com/370600-inspection/e96985f1-69c3-4139-83ea-ffd407f5e0e4.jpg.296x216.jpg', '复式结构，采光好，交通便利，配套设施全', '香逸中央  | 4室2厅 | 121.52平米 | 西 | 其他', '高楼层(共23层)2009年建塔楼  -  福海路', '135万', '单价11110元/平米')
