('https://image1.ljcdn.com/370600-inspection/ba3c41fc-3f6e-4575-892d-40563f8be3e2.jpg.296x216.jpg', '福莱山公园方正两居室婚房拎包入住有地上车位', '海信慧园西区  | 2室2厅 | 92平米 | 南 | 其他', '低楼层(共32层)2010年建板塔结合  -  高级中学', '135万', '单价14674元/平米')
('https://image1.ljcdn.com/370600-inspection/0a50a89d-6499-4d99-a7e3-c7a1358d32c6.jpg.296x216.jpg', '毛坯随意装修，双南卧西客厅 西客厅可看葡萄园 有钥匙', '天马相城三期  | 2室2厅 | 94.05平米 | 南 西南 | 其他', '低楼层(共29层)2009年建板塔结合  -  万科城', '110万', '单价11696元/平米')
('https://image1.ljcdn.com/370600-inspection/278a79f9-5fc1-42cf-b053-1f0ae5cd3e29.jpg.296x216.jpg', '框架房，顶加阁，居家装修，户型反正。', '旭日小区  | 4室2厅 | 83平米 | 南 北 | 其他', '高楼层(共7层)2004年建板楼  -  德胜', '105万', '单价12651元/平米')
('https://image1.ljcdn.com/370600-inspection/ac589a8f-2c04-436b-b5bc-0f8c812c288d.jpg.296x216.jpg', '越秀星汇金沙大开发商 南北通透格局好 精装修带家具', '越秀星汇金沙  | 3室1厅 | 95.12平米 | 南 东南 北 | 其他', '低楼层(共33层)2016年建板楼  -  北京中路', '96万', '单价10093元/平米')
('https://image1.ljcdn.com/370600-inspection/391127f3-df0c-4e7e-9046-52626218f405.jpg.296x216.jpg', '此房满五唯一，东户，多层二楼，适合老人居住。', '晨光小区  | 2室1厅 | 67.45平米 | 南 北 | 其他', '低楼层(共6层)1995年建板楼  -  德胜', '67万', '单价9934元/平米')
('https://image1.ljcdn.com/370600-inspection/9604043e-ac0c-4b9d-a4dc-0be6f2708fc0.jpg.296x216.jpg', '澎湖山庄 南厅双南卧 采光充足 格局超棒 价格各付', '金桥澎湖山庄  | 2室1厅 | 85.94平米 | 南 | 其他', '中楼层(共26层)2015年建板楼  -  福莱山公园', '100万', '单价11637元/平米')
('https://image1.ljcdn.com/370600-inspection/1a1d4cca-a544-427a-a673-821ef7f65805.jpg.296x216.jpg', '碧海云天 精装修  海景房  大三居 打头房 全明户型', '碧海云天  | 3室2厅 | 162.08平米 | 南 北 | 其他', '低楼层(共20层)2006年建板楼  -  星颐广场', '260万', '单价16042元/平米')
('https://image1.ljcdn.com/370600-inspection/17305584-bf06-4ee0-8621-61c0b67d4ad7.jpg.296x216.jpg', '西打头  带地下车位小棚 毛坯房', '海晟花园  | 3室2厅 | 146平米 | 南 北 | 其他', '中楼层(共22层)2013年建板楼  -  万科城', '179万', '单价12261元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_uploadd628f199-627f-448f-970a-d1bfcc2d0afe.jpg.296x216.jpg', '优质顶加阁，南北通透，使用面积大，满五唯一', '金胜小区  | 4室2厅 | 81.41平米 | 南 北 | 简装', '高楼层(共6层)1995年建板楼  -  德胜', '115万', '单价14127元/平米')
('https://image1.ljcdn.com/370600-inspection/ff8a6732-c69f-4294-96c6-eb63eab8b0df.jpg.296x216.jpg', '一北卧双南卧，全名户型精装修，不可错过的好楼层！', '金东小区  | 3室2厅 | 100.7平米 | 南 北 | 其他', '低楼层(共6层)1999年建板楼  -  德胜', '125万', '单价12414元/平米')
('https://image1.ljcdn.com/370600-inspection/cec9cc1c-99b9-4035-bde4-84c44c3c7c73.jpg.296x216.jpg', '实木精装修 顶加阁可看海 使用面积240多平 拎包入住', '蔚蓝海岸  | 4室2厅 | 142.43平米 | 南 北 | 其他', '高楼层(共5层)2006年建板楼  -  星颐广场', '350万', '单价24574元/平米')
('https://image1.ljcdn.com/370600-inspection/f39f744c-ffb8-474c-ba9f-ee16a4021446.jpg.296x216.jpg', '此房满两年无大税，西户楼层适中，户型方正，两居室', '金东世纪A  | 2室1厅 | 65.47平米 | 西 | 其他', '中楼层(共31层)2001年建板塔结合  -  德胜', '62万', '单价9470元/平米')
('https://image1.ljcdn.com/370600-inspection/ffa5b455-472a-4b51-8712-26d87afa7b80.jpg.296x216.jpg', '房子是个南北通透的房子装修是中等装修可以直接住', '凤台小区  | 3室2厅 | 106平米 | 南 北 | 其他', '高楼层(共6层)1999年建板楼  -  星颐广场', '95万', '单价8963元/平米')
('https://image1.ljcdn.com/370600-inspection/487a2f9d-726e-401c-abfe-35d256c95e60.jpg.296x216.jpg', '万泰海公馆 满五年 双南卧户型 精装修拎包入住', '万泰海公馆  | 2室1厅 | 79.9平米 | 南 | 其他', '低楼层(共32层)2008年建板楼  -  星颐广场', '95万', '单价11890元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload4d15ee66-34a2-4031-b259-fe5a028895c0.jpg.296x216.jpg', '大三居，精装修好楼层，视野很好可以看海，看房方便', '海澜花园  | 3室2厅 | 135平米 | 东 北 | 精装', '中楼层(共35层)2007年建塔楼  -  德胜', '110万', '单价8149元/平米')
('https://image1.ljcdn.com/370600-inspection/69e7445d-778d-486c-be0d-54eca9704cb8.jpg.296x216.jpg', '毛坯房，南北通透，视野开阔，大三居', '海天景苑  | 3室1厅 | 138.62平米 | 南 北 | 毛坯', '高楼层(共24层)2006年建塔楼  -  福莱山公园', '108万', '单价7792元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload02cfc40a-94eb-4d2a-90de-cf106d3a90cb.jpg.296x216.jpg', '海天花园 多层5楼 南北通透 带阁楼 采光好', '海天花园  | 5室2厅 | 258.04平米 | 南 北 | 其他', '高楼层(共5层)2002年建板楼  -  高级中学', '390万', '单价15114元/平米')
('https://image1.ljcdn.com/370600-inspection/d71fa72c-7732-4418-bc97-87d14faf2627.jpg.296x216.jpg', '佳世客旁 两居室 采光好，好楼层，证满两年 精装修', '天马相城三期  | 2室2厅 | 94.53平米 | 南 西 | 其他', '中楼层(共26层)2009年建板塔结合  -  万科城', '123万', '单价13012元/平米')
('https://image1.ljcdn.com/370600-inspection/474b3e97-d97e-4a67-94ef-ba5a8d9c4eff.jpg.296x216.jpg', '93.68平+96.6万+双南卧+类似毛坯', '科信佳园  | 2室1厅 | 93.68平米 | 南 | 其他', '高楼层(共24层)2009年建板楼  -  星颐广场', '96.6万', '单价10312元/平米')
('https://image1.ljcdn.com/370600-inspection/a58ae848-dbca-4fda-a660-86aac1a4d494.jpg.296x216.jpg', '开发区九小黄河路北天和静海苑南北通透！', '天和静海苑  | 2室2厅 | 94.6平米 | 南 北 | 其他', '高楼层(共28层)2010年建板楼  -  黄河路', '130万', '单价13743元/平米')
('https://image1.ljcdn.com/370600-inspection/5eb20bb2-519a-481a-acc4-c7271267c9ab.jpg.296x216.jpg', '蜜橙通透打头方正三居 南北两个大阳台', '蜜橙  | 3室2厅 | 94.27平米 | 南 北 | 其他', '高楼层(共33层)2015年建板楼  -  高级中学', '108万', '单价11457元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload04366042-ad79-4e9c-9e33-20067edf339f.jpg.296x216.jpg', '海景房，南北通透，户型方正，装修不错', '临海君天下  | 4室2厅 | 269.92平米 | 南 北 | 其他', '低楼层(共28层)2008年建塔楼  -  德胜', '405万', '单价15005元/平米')
('https://image1.ljcdn.com/370600-inspection/4d231bb4-f6ea-49d2-8bc1-257de81c554f.jpg.296x216.jpg', '中间楼城，南北通透。满二2室，', '香格里拉花园  | 2室1厅 | 90平米 | 南 北 | 其他', '中楼层(共18层)2010年建板楼  -  万达', '113万', '单价12556元/平米')
('https://image1.ljcdn.com/370600-inspection/766b8162-7e26-4b3a-9564-1a9b875131d9.jpg.296x216.jpg', '居家装修，房子保护的很好，两居室', '融科林语  | 2室1厅 | 90.36平米 | 南 | 其他', '低楼层(共30层)2011年建塔楼  -  万达', '135万', '单价14941元/平米')
('https://image1.ljcdn.com/370600-inspection/80fda37e-7c63-414f-adfc-9f67a361ffb9.jpg.296x216.jpg', '小高层中的7楼，带装修。周边配套齐全，适合刚需客户', '奇章新城  | 2室1厅 | 64.48平米 | 南 | 其他', '中楼层(共11层)板楼  -  万达', '85万', '单价13183元/平米')
('https://image1.ljcdn.com/370600-inspection/3ab949fb-8031-40c6-8feb-86aca1d97eaa.jpg.296x216.jpg', '碧海云天一线海景房 看海无遮挡', '碧海云天  | 2室2厅 | 121平米 | 南 北 | 其他', '中楼层(共11层)2006年建板楼  -  星颐广场', '200万', '单价16529元/平米')
('https://image1.ljcdn.com/370600-inspection/a098858b-33d0-4947-b176-7f56bf6e3ddf.jpg.296x216.jpg', '香山花园，毛坯大三居，看房有钥匙，视野采光好', '香山花园  | 3室2厅 | 178.7平米 | 南 北 | 其他', '中楼层(共17层)2003年建板楼  -  德胜', '165万', '单价9234元/平米')
('https://image1.ljcdn.com/370600-inspection/41038154-280a-4de5-b090-b06f536ed31e.jpg.296x216.jpg', '北方月光兰庭 精装修 南向两居室 采光好 视野好', '北方月光兰庭  | 2室1厅 | 75.44平米 | 南 | 其他', '高楼层(共28层)2010年建板楼  -  高级中学', '118万', '单价15642元/平米')
('https://image1.ljcdn.com/370600-inspection/adcc8378-c094-4104-b47d-f593af9d9fd6.jpg.296x216.jpg', '凤台小区  采光好 房主诚心出', '凤台小区  | 3室2厅 | 137.64平米 | 东北 | 其他', '中楼层(共6层)1999年建板楼  -  星颐广场', '121万', '单价8792元/平米')
('https://image1.ljcdn.com/370600-inspection/85a53692-bfaa-4512-9e6a-b6d45be68f60.jpg.296x216.jpg', '东邻天地广场，北邻星颐广场，购物方便，散步出行方便', '金城小区  | 2室1厅 | 64.4平米 | 南 北 | 其他', '高楼层(共7层)2002年建板楼  -  星颐广场', '53万', '单价8230元/平米')
('https://image1.ljcdn.com/370600-inspection/1b967a6a-dac0-4a42-8189-ead0a109d634.jpg.296x216.jpg', '开发区振华海滨假日精装修两居室！', '振华海滨假日花园  | 2室2厅 | 89平米 | 东南 | 精装', '低楼层(共31层)2017年建板楼  -  黄河路', '135万', '单价15169元/平米')
('https://image1.ljcdn.com/370600-inspection/47e45ea0-56b4-4437-98ff-6e9db40b69dd.jpg.296x216.jpg', '金光小区西区 南厅双南卧 采光充足', '金光小区西区  | 2室2厅 | 75平米 | 南 | 其他', '低楼层(共6层)1998年建板楼  -  万达', '80万', '单价10667元/平米')
('https://image1.ljcdn.com/370600-inspection/5a5c7388-944a-45be-8e18-b80c141f3004.jpg.296x216.jpg', '中建悦海和园北区 满两年 温馨两居室', '中建悦海和园北区  | 2室2厅 | 85平米 | 南 | 简装', '中楼层(共22层)暂无数据  -  北京中路', '75万', '单价8824元/平米')
('https://image1.ljcdn.com/370600-inspection/d45ed4bb-8f8b-456b-a80a-571a4c7e83aa.jpg.296x216.jpg', '立雪佳苑 精装两居室 中间楼层 采光佳 价格各付', '立雪佳苑  | 2室1厅 | 88.63平米 | 南 | 其他', '中楼层(共28层)2013年建板塔结合  -  高级中学', '115万', '单价12976元/平米')
('https://image1.ljcdn.com/370600-inspection/90c66e5d-7f84-4ead-b826-caeb9159a1ef.jpg.296x216.jpg', '丹阳小区 新框架房 顶加阁 精装修 使用面积大', '丹阳小区  | 3室2厅 | 93平米 | 南 北 | 其他', '高楼层(共7层)2000年建板楼  -  德胜', '130万', '单价13979元/平米')
('https://image1.ljcdn.com/370600-inspection/f9803013-ec70-4612-bc9a-272d1ec9dc75.jpg.296x216.jpg', '北方月光兰庭 每个房间都有窗户  闹中取静', '北方月光兰庭  | 2室2厅 | 78平米 | 南 | 其他', '中楼层(共18层)2010年建板楼  -  高级中学', '115万', '单价14744元/平米')
('https://image1.ljcdn.com/370600-inspection/877e7ee9-1e53-49bd-8b83-1f4b94d3f2d3.jpg.296x216.jpg', '北方月光兰庭+三居室+东打头+毛坯可自由装修', '北方月光兰庭  | 3室2厅 | 107.06平米 | 南 北 | 毛坯', '低楼层(共18层)2010年建板楼  -  高级中学', '149万', '单价13918元/平米')
('https://image1.ljcdn.com/370600-inspection/579408ef-8e92-48ac-a2d8-e4f1a56d1193.jpg.296x216.jpg', '海信依云小镇品质小区，多层+车位，看房方便', '海信依云小镇  | 3室2厅 | 123.68平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  福莱山公园', '140万', '单价11320元/平米')
('https://image1.ljcdn.com/370600-inspection/7c1cca37-c4dc-4d61-b156-1272423cc026.jpg.296x216.jpg', '南北通透，精装修婚房，采光好视野好', '金桥澎湖山庄  | 2室2厅 | 90.55平米 | 南 北 | 其他', '低楼层(共29层)2015年建板楼  -  福莱山公园', '117万', '单价12922元/平米')
('https://image1.ljcdn.com/370600-inspection/188331b5-9e23-4e1c-8e8c-4ee339216d3f.jpg.296x216.jpg', '满五不唯一，带小棚，可以贷款，实得面积70多平', '丹阳小区  | 2室1厅 | 40.7平米 | 北 | 简装', '高楼层(共4层)2004年建板楼  -  德胜', '46万', '单价11303元/平米')
('https://image1.ljcdn.com/370600-inspection/3f0e1048-a795-4e98-b74e-86dfaedd1342.jpg.296x216.jpg', '黄海小区，精装修，车库上一楼，东打头，全明户型', '黄海小区  | 3室2厅 | 121平米 | 南 北 | 精装', '低楼层(共6层)2001年建板楼  -  星颐广场', '156万', '单价12893元/平米')
('https://image1.ljcdn.com/370600-inspection/974d8f6e-929e-4ae8-b83a-b74f7fa3ca81.jpg.296x216.jpg', '金桥澎湖湾 小高层 公摊少  送地上车位', '金桥澎湖湾  | 2室1厅 | 86.88平米 | 南 北 | 其他', '低楼层(共18层)2015年建塔楼  -  北京中路', '93万', '单价10705元/平米')
('https://image1.ljcdn.com/370600-inspection/b807ea9b-046c-4c9b-b6a0-16e563557bbf.jpg.296x216.jpg', '四楼带院的海景房，毛坯，可以任意装修，空中花园', '天马相城二期  | 4室2厅 | 203.51平米 | 南 北 | 其他', '低楼层(共28层)塔楼  -  万科城', '380万', '单价18673元/平米')
('https://image1.ljcdn.com/370600-inspection/abf43bff-404d-4ab1-8f0d-338e732b99c8.jpg.296x216.jpg', '带车位不满两年 毛坯房 看房方便 打头房 高楼层可观海', '天和静海苑  | 3室2厅 | 128.39平米 | 南 北 | 其他', '高楼层(共25层)2010年建板楼  -  黄河路', '175万', '单价13631元/平米')
('https://image1.ljcdn.com/370600-inspection/282c59d1-438a-425f-9e30-388812406ee1.jpg.296x216.jpg', '海信慧园东区  大二居  108平', '海信慧园  | 2室1厅 | 108.39平米 | 南 | 其他', '低楼层(共18层)2011年建板塔结合  -  高级中学', '145万', '单价13378元/平米')
('https://image1.ljcdn.com/370600-inspection/3a9c68e9-dc1c-45af-ba83-b5b2851d3728.jpg.296x216.jpg', '金光小区 南北通透 满五不唯一 购物便利 万达旁', '金光小区西区  | 3室2厅 | 93.42平米 | 南 北 | 其他', '中楼层(共6层)1998年建板楼  -  万达', '95万', '单价10170元/平米')
('https://image1.ljcdn.com/370600-inspection/501816c7-31ea-4a13-96f9-ce5de22144ab.jpg.296x216.jpg', '实木精装大四居 南北通透 楼层好', '银和怡海国奥天地  | 4室2厅 | 249.12平米 | 南 北 | 其他', '低楼层(共30层)2016年建板楼  -  黄河路', '520万', '单价20874元/平米')
('https://image1.ljcdn.com/370600-inspection/dfa98b79-11f7-4a87-802b-f66031ebdf5c.jpg.296x216.jpg', '中间偏低楼层 买房带的装修 采光好 拎包入住 看房方便', '越秀星汇金沙  | 2室2厅 | 79.5平米 | 南 | 其他', '低楼层(共34层)2018年建板楼  -  北京中路', '85万', '单价10692元/平米')
('https://image1.ljcdn.com/370600-inspection/e2be5e77-1519-4518-8993-c0fa277c30da.jpg.296x216.jpg', '蔚蓝海岸多层大四居  带车库 楼间距宽  2楼采光好', '蔚蓝海岸  | 4室2厅 | 172平米 | 南 北 | 其他', '中楼层(共5层)2006年建板楼  -  星颐广场', '280万', '单价16280元/平米')
('https://image1.ljcdn.com/370600-inspection/e147389e-70af-45b4-8c13-d1c2ea84e921.jpg.296x216.jpg', '海天景苑 2室2厅 60万', '海天景苑  | 2室2厅 | 58平米 | 南 | 其他', '中楼层(共17层)2006年建塔楼  -  福莱山公园', '60万', '单价10345元/平米')
('https://image1.ljcdn.com/370600-inspection/11365d4e-a323-424a-b0e1-b66bce8bef71.jpg.296x216.jpg', '香格里拉花园精装好房，双南卧采光好', '香格里拉花园  | 2室2厅 | 79.5平米 | 南 | 其他', '高楼层(共28层)2013年建板楼  -  万达', '112万', '单价14089元/平米')
('https://image1.ljcdn.com/370600-inspection/65edaf8a-6fc7-4c2a-9fc7-7f526786f8a9.jpg.296x216.jpg', '德胜南侧，居家2居室，可拎包入住，采光好，视野开阔', '银芝小区  | 2室1厅 | 76平米 | 南 北 | 其他', '高楼层(共6层)1994年建板楼  -  德胜', '85万', '单价11185元/平米')
('https://image1.ljcdn.com/370600-inspection/f59057ea-d088-456f-857f-9bd7fb39df8f.jpg.296x216.jpg', '融科林语+视野开阔+中上楼层+采光充足+产权清晰', '融科林语  | 2室2厅 | 90.36平米 | 南 北 | 其他', '高楼层(共30层)2011年建塔楼  -  万达', '260万', '单价28774元/平米')
('https://image1.ljcdn.com/370600-inspection/326f1b72-07e4-4479-8749-8b4b60f9a627.jpg.296x216.jpg', '怡海翠庭 精装大三居 打头房南北通透 业主诚售', '怡海翠庭  | 3室2厅 | 118平米 | 南 北 | 其他', '低楼层(共17层)2005年建板楼  -  黄河路', '180万', '单价15255元/平米')
('https://image1.ljcdn.com/370600-inspection/136134f4-cf57-497a-bf4f-56d1ea0e0af4.jpg.296x216.jpg', '旭日小区 6室2厅 155万', '旭日小区  | 6室2厅 | 122平米 | 南 北 | 其他', '高楼层(共7层)2004年建板楼  -  德胜', '155万', '单价12705元/平米')
('https://image1.ljcdn.com/370600-inspection/2a9f2068-0f55-4fd7-ace3-aa617d6b13b9.jpg.296x216.jpg', '融科林语，二楼光线充足 无遮挡', '融科林语  | 6室3厅 | 178.52平米 | 南 北 | 其他', '低楼层(共28层)2011年建塔楼  -  万达', '245万', '单价13724元/平米')
('https://image1.ljcdn.com/370600-inspection/6de398a9-0940-477a-b71f-b3c51d907575.jpg.296x216.jpg', '越秀星汇金沙 两居室 毛坯房 中高楼层 户型好', '越秀星汇金沙  | 2室2厅 | 82.99平米 | 南 | 其他', '高楼层(共33层)2016年建板楼  -  北京中路', '80万', '单价9640元/平米')
('https://image1.ljcdn.com/370600-inspection/02e5bb85-5e74-4efd-b3a6-82c1db319cea.jpg.296x216.jpg', '万泰海公馆 3室2厅 196万', '万泰海公馆  | 3室2厅 | 145.04平米 | 南 北 | 其他', '中楼层(共32层)2008年建板楼  -  星颐广场', '196万', '单价13514元/平米')
('https://image1.ljcdn.com/370600-inspection/b4c83d30-d581-4125-8cb5-3932ccda8129.jpg.296x216.jpg', '视野好，精装修，拎包入住，温馨大两居', '天马相城三期  | 2室2厅 | 97.62平米 | 南 | 其他', '低楼层(共26层)2009年建板塔结合  -  万科城', '120万', '单价12293元/平米')
