('https://image1.ljcdn.com/340100-inspection/dc1c6217-f3b8-4225-8a9d-f628a7042745.jpg.296x216.jpg', '纯毛坯三房，南北通透，送产权车位，', '蓝鼎星河府  | 3室2厅 | 122.76平米 | 南 北 | 其他', '低楼层(共31层)2013年建塔楼  -  周谷堆', '197万', '单价16048元/平米')
('https://image1.ljcdn.com/340100-inspection/561e45be-6d4d-4d82-88fa-640b9ad23e6f.jpg.296x216.jpg', '华泰 满二 南北通透  出租装修', '华泰商住楼  | 3室1厅 | 97.45平米 | 南 北 | 其他', '中楼层(共6层)2007年建板楼  -  包公', '120万', '单价12315元/平米')
('https://image1.ljcdn.com/340100-inspection/7ef666c0-8809-47aa-9482-9c5c37312153.jpg.296x216.jpg', '玫瑰申城简欧情调 复式小两房总价刚需入手', '玫瑰绅城  | 2室1厅 | 62平米 | 南 | 其他', '高楼层(共13层)2009年建塔楼  -  周谷堆', '89万', '单价14355元/平米')
('https://image1.ljcdn.com/340100-inspection/73028c68-7c30-4657-b64e-3302d5994479.jpg.296x216.jpg', '电梯三房两卫 南北通透 中间楼层 交通便利 业主急售', '金地国际城  | 3室1厅 | 125.18平米 | 南 北 | 其他', '中楼层(共11层)2007年建塔楼  -  周谷堆', '183万', '单价14619元/平米')
('https://image1.ljcdn.com/340100-inspection/140c859e-e0c5-48a7-848f-546051102dc2.jpg.296x216.jpg', '此房满两年 毛坯好装修 市政供暖 望湖公园', '望湖城桂香居福桂苑  | 4室2厅 | 165平米 | 南 北 | 毛坯', '低楼层(共17层)2010年建板楼  -  望湖', '298万', '单价18061元/平米')
('https://image1.ljcdn.com/340100-inspection/149d5f1c-533c-49df-8121-269491bad0a6.jpg.296x216.jpg', '电梯房  南北通透  精装修 业主诚心出售  看房方便', '绿地海顿公馆C  | 2室2厅 | 89平米 | 南 北 | 其他', '中楼层(共33层)2009年建板楼  -  周谷堆', '185万', '单价20787元/平米')
('https://image1.ljcdn.com/340100-inspection/899f43fe-39a7-4bd0-b6c0-c791afb2759f.jpg.296x216.jpg', '为你而选为你为家，万振四期好房子', '万振逍遥苑四期  | 2室2厅 | 87.57平米 | 南 | 其他', '中楼层(共34层)2008年建板楼  -  周谷堆', '130万', '单价14846元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload66adbe77-56b3-46a6-9459-c7506338c26b.jpg.296x216.jpg', '海顿公馆 精装复式三房 没税 中间楼层 采光好 急售', '绿地海顿公馆D  | 3室2厅 | 89.83平米 | 南 北 | 其他', '中楼层(共33层)2011年建板楼  -  周谷堆', '148万', '单价16476元/平米')
('https://image1.ljcdn.com/340100-inspection/97260b39-c93b-44c9-9411-16ee20cfa51e.jpg.296x216.jpg', '楼栋位置安静，采光没有遮挡，户型方正', '银杏苑  | 3室1厅 | 98.4平米 | 南 北 | 其他', '低楼层(共6层)2002年建板楼  -  望湖', '155万', '单价15753元/平米')
('https://image1.ljcdn.com/340100-inspection/bad8ec3f-b8bf-41a7-bf2a-2520ed6afb5f.jpg.296x216.jpg', '为你而选为你为家 全南户型两居室 看一看', '碧湖云溪  | 2室2厅 | 91.41平米 | 南 | 其他', '高楼层(共20层)2013年建板楼  -  周谷堆', '156万', '单价17066元/平米')
('https://image1.ljcdn.com/340100-inspection/974faaaa-d263-49d6-9c3b-a5441c8bcf21.jpg.296x216.jpg', '南北通透，采光好,大四房，中等装修，诚售。', '蓝鼎星河府  | 4室2厅 | 138平米 | 南 北 | 其他', '低楼层(共39层)2013年建塔楼  -  周谷堆', '258万', '单价18696元/平米')
('https://image1.ljcdn.com/340100-inspection/8f4f1bd7-cf96-4999-8124-582bc62cdf54.jpg.296x216.jpg', '广电小区 3室1厅 100万', '广电小区  | 3室1厅 | 67.96平米 | 南 | 其他', '高楼层(共7层)暂无数据  -  芜湖路', '100万', '单价14715元/平米')
('https://image1.ljcdn.com/340100-inspection/36a52ff4-9d4c-4a35-8ad1-1297690cf009.jpg.296x216.jpg', '金地国际城 3室2厅 130万', '金地国际城  | 3室2厅 | 61.28平米 | 南 | 其他', '中楼层(共16层)2007年建塔楼  -  周谷堆', '130万', '单价21215元/平米')
('https://image1.ljcdn.com/340100-inspection/fe549b6f-ec12-4c00-860e-084be0517840.jpg.296x216.jpg', '70年产权 带燃气 小两居室 适合居住', '环宇大厦  | 2室1厅 | 62.63平米 | 西南 | 其他', '中楼层(共31层)2000年建塔楼  -  周谷堆', '95万', '单价15169元/平米')
('https://image1.ljcdn.com/340100-inspection/1c7adf02-1834-41a9-b5c5-f92f60ac455d.jpg.296x216.jpg', '美湖小区 南北户型两房 采光好 总价低 满两年', '美湖小区  | 2室1厅 | 59.3平米 | 南 北 | 其他', '高楼层(共6层)1998年建板楼  -  包公', '77万', '单价12985元/平米')
('https://image1.ljcdn.com/340100-inspection/0885f2b5-5ce3-4098-a61e-cc7602654c2a.jpg.296x216.jpg', '望湖嘉苑  适宜居家的三居室，温馨简单', '望湖嘉苑  | 3室2厅 | 142.33平米 | 南 北 | 其他', '低楼层(共18层)2011年建板楼  -  望湖', '262万', '单价18408元/平米')
('https://image1.ljcdn.com/340100-inspection/72e7a254-2b3c-4121-b39f-2fab3c73bca9.jpg.296x216.jpg', '江汽四村 2室1厅 70万', '江汽四村  | 2室1厅 | 52.18平米 | 南 | 其他', '中楼层(共5层)板楼  -  常青', '70万', '单价13416元/平米')
('https://image1.ljcdn.com/340100-inspection/bd880a87-75fa-44ee-8a49-4659b7f938ce.jpg.296x216.jpg', '优选地矿家园，大三房，户型好采光刺眼，品质小区，', '地矿家园  | 3室2厅 | 108.44平米 | 南 | 其他', '高楼层(共34层)2012年建板楼  -  周谷堆', '155万', '单价14294元/平米')
('https://image1.ljcdn.com/340100-inspection/eab25213-6541-4641-ae63-20d12c536622.jpg.296x216.jpg', '精装三房 全明户型 拎包入住 采光充足 视野广阔', '金地国际城  | 3室2厅 | 135平米 | 南 | 其他', '低楼层(共32层)2007年建塔楼  -  周谷堆', '200万', '单价14815元/平米')
('https://image1.ljcdn.com/340100-inspection/990e0a35-4288-4ee0-adf7-c4f19a4e86b3.jpg.296x216.jpg', '卫岗太宁花园 环境优美户型方正 采光刺眼无遮挡', '太宁花园紫阑苑  | 3室2厅 | 119.55平米 | 南 | 其他', '低楼层(共6层)2002年建板楼  -  包公', '195万', '单价16312元/平米')
('https://image1.ljcdn.com/340100-inspection/8655745a-007e-4cc2-9918-d60403fba4b9.jpg.296x216.jpg', '和昌都汇华府 3室2厅 164万', '和昌都汇华府  | 3室2厅 | 89.85平米 | 南 | 其他', '高楼层(共32层)2012年建板楼  -  周谷堆', '164万', '单价18253元/平米')
('https://image1.ljcdn.com/340100-inspection/752430d6-f136-4f6d-89d9-0c85d4560661.jpg.296x216.jpg', '万振城市广场 新上大2房 精装修 满2年采光好 房东急售', '万振城市广场  | 2室2厅 | 85.65平米 | 南 | 精装', '低楼层(共30层)2016年建塔楼  -  周谷堆', '129万', '单价15062元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload3adac108-1597-4538-9f07-4e026677078d.jpg.296x216.jpg', '万振城市广场 满两年无增值税 交通便捷', '万振城市广场  | 1室1厅 | 56.64平米 | 西北 | 其他', '高楼层(共30层)2016年建塔楼  -  周谷堆', '70万', '单价12359元/平米')
('https://image1.ljcdn.com/340100-inspection/741deae3-c148-46a6-880e-95f2c41533d9.jpg.296x216.jpg', '风和园  环境好 物业管理佳 周边出行方便 随时看房', '风和园  | 3室2厅 | 100.21平米 | 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  包公', '160万', '单价15967元/平米')
('https://image1.ljcdn.com/340100-inspection/ca70c0b8-1eed-42bb-9170-b7f0f014ef4f.jpg.296x216.jpg', '邮电东村 2室1厅 118万', '邮电东村  | 2室1厅 | 59.56平米 | 南 北 | 其他', '高楼层(共6层)1990年建板楼  -  芜湖路', '118万', '单价19812元/平米')
('https://image1.ljcdn.com/340100-inspection/941105f6-70b8-492a-97ff-56a77b71200c.jpg.296x216.jpg', '和欣家园，新上大三房两卫，南北通透，中间楼层采光好', '和欣家园  | 3室2厅 | 139.16平米 | 南 北 | 毛坯', '中楼层(共18层)2010年建板楼  -  望湖', '295万', '单价21199元/平米')
('https://image1.ljcdn.com/340100-inspection/7409fb50-3404-4334-9a49-5a1c80559c0b.jpg.296x216.jpg', '万振逍遥苑四期 3室2厅 195万', '万振逍遥苑四期  | 3室2厅 | 125.31平米 | 南 北 | 其他', '低楼层(共33层)2008年建板楼  -  周谷堆', '195万', '单价15562元/平米')
('https://image1.ljcdn.com/340100-inspection/e74fdce9-79fb-497a-9f79-b95c10a3855f.jpg.296x216.jpg', '全明户型 金地精装复式 居家装修 诚心出售', '金地国际城  | 3室2厅 | 48.82平米 | 西北 | 其他', '高楼层(共19层)2008年建塔楼  -  周谷堆', '90万', '单价18436元/平米')
('https://image1.ljcdn.com/340100-inspection/8061ab1e-aaaf-48ea-83e3-ae835a4e75c1.JPG.296x216.jpg', '中间楼层，通透户型，采光视野超棒', '元一柏庄  | 3室2厅 | 134平米 | 南 北 | 其他', '中楼层(共18层)2008年建板楼  -  周谷堆', '230万', '单价17165元/平米')
('https://image1.ljcdn.com/340100-inspection/b94dbff8-fc69-43e1-930f-e2b18205a1e5.jpg.296x216.jpg', '绿地铭公馆 3室2厅 260万', '绿地铭公馆  | 3室2厅 | 132.61平米 | 南 北 | 其他', '高楼层(共33层)2014年建塔楼  -  常青', '260万', '单价19607元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload667cc2f6-49c5-41ed-b7fe-edb2fd239ba2.jpg.296x216.jpg', '春雨花园，多层小两室，看房方便，总价低', '春雨花园  | 2室1厅 | 65平米 | 南 | 其他', '高楼层(共7层)1995年建板楼  -  包公', '83万', '单价12770元/平米')
('https://image1.ljcdn.com/340100-inspection/3bbd3f68-08d4-4011-b33c-3c7f2874ffc3.jpg.296x216.jpg', '海顿公馆 正规一居朝南带阳台带市政供暖采光充足', '绿地海顿公馆C  | 1室1厅 | 41.84平米 | 南 | 其他', '中楼层(共33层)2009年建板楼  -  周谷堆', '83万', '单价19838元/平米')
('https://image1.ljcdn.com/340100-inspection/c7c195b7-ec1d-4d6d-99cc-1806b435e99e.jpg.296x216.jpg', '和地蓝湾 精装自住 三房边户 满五唯一', '和地蓝湾  | 3室2厅 | 92.16平米 | 南 | 其他', '低楼层(共14层)2010年建板楼  -  周谷堆', '184万', '单价19966元/平米')
('https://image1.ljcdn.com/340100-inspection/364598c0-0e36-4f12-b079-91e7fdf05738.jpg.296x216.jpg', '鑫苑望江花园 2室2厅 148万', '鑫苑望江花园  | 2室2厅 | 90.9平米 | 南 | 其他', '中楼层(共24层)2007年建塔楼  -  常青', '148万', '单价16282元/平米')
('https://image1.ljcdn.com/340100-inspection/8257e0c4-370b-48d2-83f1-c7af87a64788.jpg.296x216.jpg', '星隆购物广场两房中高层采光好看房方便', '星隆购物广场  | 2室2厅 | 96.46平米 | 南 | 其他', '高楼层(共34层)2014年建板楼  -  周谷堆', '140万', '单价14514元/平米')
('https://image1.ljcdn.com/340100-inspection/045b586e-d723-409d-9ed1-a11a3c5b3c8e.jpg.296x216.jpg', '大三房，精装修，南北通透，视野开阔，靠公园', '望湖城桂香居月桂苑  | 3室1厅 | 131.73平米 | 南 北 | 其他', '低楼层(共18层)2009年建板楼  -  望湖', '260万', '单价19738元/平米')
('https://image1.ljcdn.com/340100-inspection/0d6442e2-1848-43ad-b1a9-a2723762ea84.jpg.296x216.jpg', '万振逍遥苑 精装3房 高楼层 采光无遮挡', '万振逍遥苑四期  | 3室2厅 | 116.08平米 | 南 | 其他', '低楼层(共10层)2008年建板楼  -  周谷堆', '189万', '单价16282元/平米')
('https://image1.ljcdn.com/340100-inspection/2ca85b2c-0efc-4faa-8bff-e059159b3ed2.jpg.296x216.jpg', '万振城市广场 1室1厅 70万', '万振城市广场  | 1室1厅 | 56.64平米 | 东 北 | 其他', '中楼层(共30层)2016年建塔楼  -  周谷堆', '70万', '单价12359元/平米')
('https://image1.ljcdn.com/340100-inspection/a44ec24f-d843-42d7-ab1a-edff9b24ef28.jpg.296x216.jpg', '曙宏南苑 3室2厅 185万', '曙宏南苑  | 3室2厅 | 137.16平米 | 南 北 | 其他', '中楼层(共18层)2005年建板楼  -  常青', '185万', '单价13488元/平米')
('https://image1.ljcdn.com/340100-inspection/a8145767-123f-43aa-9e89-3d3e34da3821.JPG.296x216.jpg', '世纪阳光花园红阳苑 2室1厅 165万', '世纪阳光花园红阳苑  | 2室1厅 | 88.04平米 | 南 | 其他', '中楼层(共18层)2008年建板楼  -  包公', '165万', '单价18742元/平米')
('https://image1.ljcdn.com/340100-inspection/98dda9e6-8c37-4e96-9e81-1446ed01a6b9.jpg.296x216.jpg', '世纪阳光橙阳苑满五年 楼层好 户型正气急售', '世纪阳光花园橙阳苑  | 3室2厅 | 116.48平米 | 南 北 | 其他', '低楼层(共6层)2003年建板楼  -  包公', '205万', '单价17600元/平米')
('https://image1.ljcdn.com/340100-inspection/62149c25-75d2-4650-99d8-e17146ea429b.jpg.296x216.jpg', '望湖城福桂苑，新上大三房，诚心卖房，看房方便，', '望湖城桂香居福桂苑  | 3室2厅 | 121平米 | 南 北 | 其他', '低楼层(共18层)2010年建板楼  -  望湖', '249万', '单价20579元/平米')
('https://image1.ljcdn.com/340100-inspection/a0b12d60-18dc-45aa-9152-5e3a8218d75d.jpg.296x216.jpg', '绿地海顿公馆A期 两房朝南 户型好 方便装修', '绿地海顿公馆A  | 3室2厅 | 119.78平米 | 南 北 | 其他', '中楼层(共18层)2010年建板楼  -  周谷堆', '217万', '单价18117元/平米')
('https://image1.ljcdn.com/340100-inspection/44aecdf2-ea4a-41b5-8b0e-4d32dadb9262.jpg.296x216.jpg', '望江东路 美丽会公寓 3室2厅 南北通透 采光好中间楼层', '美丽华公寓  | 3室2厅 | 109.74平米 | 南 北 | 其他', '中楼层(共6层)2000年建板楼  -  常青', '170万', '单价15492元/平米')
('https://image1.ljcdn.com/340100-inspection/2189e243-5e6d-4932-a57e-a79dadbc8c30.jpg.296x216.jpg', '品质两房 楼层好 总价低 采光充足 业主诚售', '和昌都汇华府  | 2室1厅 | 57.55平米 | 西 | 其他', '高楼层(共32层)2012年建板楼  -  周谷堆', '103万', '单价17898元/平米')
('https://image1.ljcdn.com/340100-inspection/971ffdba-c057-419b-8bc5-e56ffc0a6024.jpg.296x216.jpg', '珠光南苑 3室2厅 115万', '珠光南苑  | 3室2厅 | 80.84平米 | 南 | 其他', '高楼层(共6层)2004年建板楼  -  周谷堆', '115万', '单价14226元/平米')
('https://image1.ljcdn.com/340100-inspection/86f2db38-fa52-474c-b8e3-4f46bd67c9ba.jpg.296x216.jpg', '纯毛坯，复式楼层，正看别墅区，采光好', '玫瑰绅城  | 4室2厅 | 219.65平米 | 南 北 | 其他', '低楼层(共18层)2009年建塔楼  -  周谷堆', '280万', '单价12748元/平米')
('https://image1.ljcdn.com/340100-inspection/87c44b20-c852-42ec-a084-c48721fea270.jpg.296x216.jpg', '品质小区 为你而选 为你而家 创景花园', '创景花园  | 1室1厅 | 60平米 | 东南 | 其他', '低楼层(共30层)2011年建塔楼  -  芜湖路', '102万', '单价17000元/平米')
('https://image1.ljcdn.com/340100-inspection/48c59d7b-b3d2-4302-ace9-8f0b1d3ccf31.jpg.296x216.jpg', '望湖城 星海四季经典园 新上3房  满两年', '星海四季经典园  | 3室2厅 | 107.23平米 | 南 | 简装', '低楼层(共22层)板楼  -  望湖', '175万', '单价16321元/平米')
('https://image1.ljcdn.com/340100-inspection/52aa6f19-7a0b-4a78-991b-78a55ab3ac6f.JPG.296x216.jpg', '世纪阳光花园青阳苑 4室2厅 230万', '世纪阳光花园青阳苑  | 4室2厅 | 131.92平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  包公', '230万', '单价17435元/平米')
('https://image1.ljcdn.com/340100-inspection/940bffd6-d1f9-4835-9a4d-afb81988a85a.jpg.296x216.jpg', '此房已经满两年 楼层好 采光视野无遮挡', '鑫苑望江花园  | 2室2厅 | 92.29平米 | 南 | 其他', '高楼层(共24层)2007年建塔楼  -  常青', '142万', '单价15387元/平米')
('https://image1.ljcdn.com/340100-inspection/c114a4ef-8716-488d-aa8e-e6214368f5a9.jpg.296x216.jpg', '航运西村，小区安静，楼层好，采光无遮挡', '航运西村  | 1室1厅 | 42.32平米 | 南 | 其他', '低楼层(共5层)1993年建板楼  -  包公', '68万', '单价16069元/平米')
('https://image1.ljcdn.com/340100-inspection/a9d52a88-b9cd-45d0-b991-fcf3353e50e8.jpg.296x216.jpg', '海顿公馆 精装复式大三房 满两年 中间楼层 采光充足', '绿地海顿公馆D  | 3室2厅 | 89.83平米 | 东 西 | 其他', '高楼层(共33层)板楼  -  周谷堆', '140万', '单价15585元/平米')
('https://image1.ljcdn.com/340100-inspection/3f94c92c-b13a-49fd-a579-c1030f1381fd.jpg.296x216.jpg', '为你而选 为你为家 万振逍遥苑四期 一居室 随时可看', '万振逍遥苑四期  | 1室1厅 | 46.3平米 | 南 北 | 其他', '低楼层(共34层)2008年建板楼  -  周谷堆', '73万', '单价15767元/平米')
('https://image1.ljcdn.com/340100-inspection/f867e351-2306-4efa-86f5-765989c677fd.jpg.296x216.jpg', '星隆购物广场  房子纯毛坯未住人  诚心急售急售', '星隆购物广场  | 2室2厅 | 95平米 | 南 | 其他', '低楼层(共34层)2014年建板楼  -  周谷堆', '143万', '单价15053元/平米')
('https://image1.ljcdn.com/340100-inspection/930f4899-6c82-46ca-8e18-de742265655c.jpg.296x216.jpg', '青年小区 3室1厅 105万', '青年小区  | 3室1厅 | 71.1平米 | 南 | 其他', '中楼层(共5层)1995年建板楼  -  包公', '105万', '单价14768元/平米')
('https://image1.ljcdn.com/340100-inspection/5971d32f-ebba-4ffa-a082-39b1add5b57b.jpg.296x216.jpg', '万振逍遥苑四期 精装修大两房 两房朝南 客厅带阳台', '万振逍遥苑四期  | 2室2厅 | 103.92平米 | 南 | 其他', '低楼层(共22层)2008年建板楼  -  周谷堆', '169万', '单价16263元/平米')
('https://image1.ljcdn.com/340100-inspection/b1965fd2-dc04-44d4-b2ae-182494a5e9f9.jpg.296x216.jpg', '金地国际城  采光刺眼 全明户型 地铁口 通透户型', '金地国际城  | 3室2厅 | 117平米 | 南 | 其他', '低楼层(共33层)2007年建塔楼  -  周谷堆', '170万', '单价14530元/平米')
('https://image1.ljcdn.com/340100-inspection/6bc2ce6d-c972-414b-8290-404ef47e0a3e.jpg.296x216.jpg', '玫瑰绅城全南三居室，看房方便，干净装修，拎包入住', '玫瑰绅城  | 3室1厅 | 88.35平米 | 南 | 其他', '高楼层(共24层)2009年建塔楼  -  周谷堆', '135万', '单价15281元/平米')
('https://image1.ljcdn.com/340100-inspection/5515e54c-a153-4a0a-a1fb-3f482b139486.jpg.296x216.jpg', '曙宏新村 5室3厅 150万', '曙宏新村  | 5室3厅 | 135.49平米 | 南 | 其他', '高楼层(共6层)2000年建板楼  -  常青', '150万', '单价11071元/平米')
('https://image1.ljcdn.com/340100-inspection/e31cdb16-539f-4b78-974d-1021d2d136a0.jpg.296x216.jpg', '金地国际城 1室0厅 42万', '金地国际城  | 1室0厅 | 36.81平米 | 东 | 其他', '中楼层(共27层)2007年建塔楼  -  周谷堆', '42万', '单价11410元/平米')
('https://image1.ljcdn.com/340100-inspection/878b5689-6e48-43b4-a21c-a7821ec41884.jpg.296x216.jpg', '和昌都汇华府 3室2厅 172万', '和昌都汇华府  | 3室2厅 | 89.85平米 | 南 | 精装', '低楼层(共32层)2012年建板楼  -  周谷堆', '172万', '单价19144元/平米')
