('https://image1.ljcdn.com/510100-inspection/test-194e1b15-081e-4a27-8267-a6506d76d31c.png.296x216.jpg', '此房户型方正采光佳，视野宽阔，', '心怡中丝园  | 3室2厅 | 102.38平米 | 北 | 其他 | 有电梯', '低楼层(共29层)2015年建板塔结合  -  麓山', '138万', '单价13480元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fb56d0bb-da03-4bf4-bf44-f1b850ab9a62.png.296x216.jpg', '天府新区单价13500的装修套二，多层三楼', '和顺苑  | 2室2厅 | 80.57平米 | 西 | 其他', '中楼层(共6层)板楼  -  华阳', '98万', '单价12164元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4548e948-232a-4758-8f6b-21c5cc67ded7.png.296x216.jpg', '天府新区，光明城市，大套四双卫', '金茂光明城市  | 4室2厅 | 123平米 | 东 | 其他 | 有电梯', '低楼层(共33层)2016年建板塔结合  -  华阳', '210万', '单价17074元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a286e751-edd3-45c1-a932-287cf0f09905.png.296x216.jpg', '此房是大套二的户型，房屋采光好，适合居住，出行方便', '蓝岸丽景  | 2室1厅 | 96.82平米 | 西 | 其他 | 有电梯', '高楼层(共18层)2009年建板楼  -  华阳', '145万', '单价14977元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5281d09f-1002-4ffb-a7d6-f1c3bef1846b.png.296x216.jpg', '蜀郡又一城 3室2厅1厨2卫 清水', '蜀郡又一城  | 3室2厅 | 109.54平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2014年建塔楼  -  华阳', '225万', '单价20541元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e8ca5364-25eb-47f9-8b90-88c0df39fc3c.png.296x216.jpg', '石油广都小区 装修 套三 采光充足', '石油广都小区  | 3室2厅 | 123.66平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2002年建板楼  -  南湖', '140万', '单价11322元/平米')
('https://image1.ljcdn.com/510100-inspection/ae3e95d2-fb6a-455b-92d2-5ec9460648ca.jpg.296x216.jpg', '新鸿基悦城+跃层+清水房+视野开阔', '新鸿基悦城  | 4室2厅 | 289.9平米 | 南 | 其他 | 有电梯', '高楼层(共31层)2011年建板塔结合  -  海洋公园', '570万', '单价19662元/平米')
('https://image1.ljcdn.com/510100-inspection/test-75eb2ce7-9c09-496f-9683-768f1ad18762.png.296x216.jpg', '天府新区 万科西区 装修套二+衣帽间户型', '万科海悦汇城西区  | 2室1厅 | 60.3平米 | 西南 | 其他 | 有电梯', '高楼层(共35层)2015年建板楼  -  海洋公园', '115万', '单价19072元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4ae48963-b974-4c74-b65f-6a26c6425bf1.png.296x216.jpg', '宏达世纪锦城，装修套二带露台，户型方正。', '宏达世纪锦城  | 2室2厅 | 84.68平米 | 东南 | 其他 | 有电梯', '低楼层(共32层)2012年建板楼  -  海洋公园', '155万', '单价18305元/平米')
('https://image1.ljcdn.com/510100-inspection/test-62256a73-b44e-4c16-b176-082c26356a9f.png.296x216.jpg', '复式结构，采光好，客厅挑高，居家装修', '华阳滨河花园  | 4室2厅 | 161.2平米 | 东 | 其他 | 无电梯', '中楼层(共6层)2003年建板塔结合  -  华阳', '258万', '单价16005元/平米')
('https://image1.ljcdn.com/510100-inspection/test-43f53da8-9425-4e96-9ddf-2e3af0d19248.png.296x216.jpg', '光明城市套三双卫对中庭朝南带装修家具家电', '金茂光明城市  | 3室2厅 | 88.33平米 | 南 | 精装 | 有电梯', '中楼层(共33层)2016年建板塔结合  -  华阳', '210万', '单价23775元/平米')
('https://image1.ljcdn.com/510100-inspection/test-97cc3c79-30ca-4def-8864-29f168b0c7f4.png.296x216.jpg', '光明城市套三 长阳台  高楼层  采光视野好', '金茂光明城市  | 3室2厅 | 87.57平米 | 东 | 其他 | 有电梯', '高楼层(共33层)2016年建板塔结合  -  华阳', '165万', '单价18843元/平米')
('https://image1.ljcdn.com/510100-inspection/test-18050814-25b4-46bb-9993-bb6a02aab65a.png.296x216.jpg', '中庭南北朝向装修套三，满二，中间楼层，安静不临街', '南阳锦城  | 3室2厅 | 142.71平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2008年建板塔结合  -  南湖', '223万', '单价15627元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c8fcfff3-7478-4931-bd0d-21aec3e14589.png.296x216.jpg', '天府新区 南阳盛世  套三双卫  清水', '南阳盛世  | 3室1厅 | 122平米 | 南 | 其他 | 有电梯', '中楼层(共27层)2011年建板塔结合  -  南湖', '170万', '单价13935元/平米')
('https://image1.ljcdn.com/510100-inspection/54f2c4b1-48fd-4494-a080-bcf0c2c4e815.jpg.296x216.jpg', '简装双卫，带入户花园，中高楼层，户型方正，无抵押。', '石化家园  | 4室2厅 | 122.55平米 | 北 | 其他 | 有电梯', '高楼层(共33层)2011年建板塔结合  -  南湖', '200万', '单价16320元/平米')
('https://image1.ljcdn.com/510100-inspection/test-53ee648f-3900-4c4d-9faa-a21685bb27c9.png.296x216.jpg', '南阳盛世 清水套二带100平露台 看房方便', '南阳盛世二期  | 2室2厅 | 76平米 | 南 | 其他 | 有电梯', '低楼层(共31层)2011年建板塔结合  -  南湖', '130万', '单价17106元/平米')
('https://image1.ljcdn.com/510100-inspection/test-10284e44-c263-4a62-8276-aa4f53be7b86.png.296x216.jpg', '光明城市+中高楼层+居家装修 不临街 带阳台', '金茂光明城市  | 2室2厅 | 86.61平米 | 西 | 其他 | 有电梯', '中楼层(共33层)2016年建板塔结合  -  华阳', '148万', '单价17089元/平米')
('https://image1.ljcdn.com/510100-inspection/test-259e4ee9-32ea-4d4e-af88-f9b455d11941.png.296x216.jpg', '雅居乐花园 清水  套三双卫 中间位置', '雅居乐花园  | 3室2厅 | 129.16平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2009年建板楼  -  雅居乐', '167万', '单价12930元/平米')
('https://image1.ljcdn.com/510100-inspection/test-59e0aff7-8089-4843-b893-77f046190141.png.296x216.jpg', '凯华丽景 套四 自住装修 安静不临街 采光佳', '凯华丽景  | 4室2厅 | 155.11平米 | 东 | 其他 | 有电梯', '中楼层(共20层)2009年建板塔结合  -  四河', '270万', '单价17408元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8640e830-1c2a-4729-8f2b-a18c5ec8b1e8.png.296x216.jpg', '恒大天府半岛 开发商精装房  带阳台', '恒大天府半岛  | 4室1厅 | 160.4平米 | 西南 | 其他 | 有电梯', '高楼层(共33层)2017年建板楼  -  锦江生态带', '260万', '单价16210元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a438a7c9-bec6-4dc3-98e3-f33904473611.png.296x216.jpg', '出水芙蓉 中庭套三双卫带阳台  居家装修', '利通出水芙蓉  | 3室2厅 | 124.99平米 | 东 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  华阳', '181万', '单价14482元/平米')
('https://image1.ljcdn.com/510100-inspection/e883e4cc-c717-4bd7-8c89-c9306bd8c173.JPG.296x216.jpg', '雅居乐花园，套四装修 带车位 满二  位置安静', '雅居乐花园  | 4室2厅 | 177.76平米 | 西南 | 其他 | 有电梯', '中楼层(共30层)2010年建板楼  -  雅居乐', '230万', '单价12939元/平米')
('https://image1.ljcdn.com/510100-inspection/0c2e18af-780d-41ce-995e-f0e2e150cfdc.jpg.296x216.jpg', '天府新区三跃四跃五，屋顶有花园。', '府河音乐花园  | 4室2厅 | 264.28平米 | 东南 | 其他 | 无电梯', '中楼层(共5层)2001年建板楼  -  华阳', '350万', '单价13244元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8827ccc6-6212-4c43-ae8e-abc8c4927e99.png.296x216.jpg', '清水套三双卫，户型合理方正无浪费', '戛纳湾金棕榈  | 3室2厅 | 89.51平米 | 西 | 其他 | 有电梯', '中楼层(共32层)2016年建板塔结合  -  华阳', '142万', '单价15865元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2b835cdd-5ccf-436c-82bd-f8376135b8e6.png.296x216.jpg', '鸿阁新座，套三，带装修家具家电', '鸿阁新座  | 3室2厅 | 71平米 | 西 | 其他 | 有电梯', '低楼层(共29层)2013年建板塔结合  -  四河', '140万', '单价19719元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e0eb19e5-bc87-439d-8c6b-beb0efa843c8.png.296x216.jpg', '天府新区南阳锦城 装修套三 小区环境清幽安静适合居住', '南阳锦城  | 3室2厅 | 135.62平米 | 东北 | 其他 | 无电梯', '中楼层(共6层)2008年建板塔结合  -  南湖', '240万', '单价17697元/平米')
('https://image1.ljcdn.com/510100-inspection/test-224270b3-5c42-4d10-91e6-fd548008d374.png.296x216.jpg', '南阳锦城  装修错层套三 小区环境好', '南阳锦城  | 3室2厅 | 136.73平米 | 东 | 其他 | 无电梯', '低楼层(共6层)2008年建板塔结合  -  南湖', '210万', '单价15359元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f19e256e-2a06-4a57-b223-186ae3c72b91.png.296x216.jpg', '天府大道旁 满两年 装修带家具家电 带入户花园双阳台', '明珠怡园  | 3室2厅 | 129.4平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2006年建板楼  -  南湖', '180万', '单价13911元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3437297a-5864-4b2e-bd2f-5d04eadf711b.png.296x216.jpg', '心怡中丝园2室2厅1厨1卫，有装修', '心怡中丝园  | 2室2厅 | 75.76平米 | 东 | 简装 | 有电梯', '中楼层(共33层)2015年建板塔结合  -  麓山', '110万', '单价14520元/平米')
('https://image1.ljcdn.com/510100-inspection/test-dd42c2d9-01b7-4cf0-936d-075b3505706b.png.296x216.jpg', '天府新区洛森堡视野很好优质套三', '洛森堡  | 3室2厅 | 92平米 | 西南 | 其他 | 有电梯', '低楼层(共34层)2009年建板楼  -  海洋公园', '150万', '单价16305元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d34e0391-6ee5-4d35-8512-e3c9cf7a7b40.png.296x216.jpg', '万科海悦汇城东区 套四 对中庭 安静', '万科海悦汇城东区  | 4室2厅 | 124平米 | 东南 | 其他 | 有电梯', '中楼层(共50层)2014年建板楼  -  海洋公园', '225万', '单价18146元/平米')
('https://image1.ljcdn.com/510100-inspection/test-282e6db0-e54d-47c9-8151-bcbe15d0ab6d.png.296x216.jpg', '锦官丽城亲水湾 装修套三 拎包入住', '锦官丽城亲水湾  | 3室2厅 | 131.89平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2006年建板楼  -  华阳', '210万', '单价15923元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c28d047b-e1e2-47d1-ae0a-9d460547c16e.png.296x216.jpg', '天府新区 宜居小区 不临街多层 满二年 装修有暖气', '府河音乐花园  | 3室2厅 | 132.36平米 | 东南 | 精装 | 无电梯', '中楼层(共6层)2001年建板楼  -  华阳', '160万', '单价12089元/平米')
('https://image1.ljcdn.com/510100-inspection/test-39782c47-264a-4549-8301-3e52f49d795d.png.296x216.jpg', '天府新区多层住宅三室两厅一厨一卫', '油建苑  | 3室2厅 | 109.09平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1996年建板塔结合  -  南湖', '110万', '单价10084元/平米')
('https://image1.ljcdn.com/510100-inspection/test-32e19f10-a14c-4ad1-96b8-c6275ba0e1e7.png.296x216.jpg', '房子是装修套四，户型方正，满2年。', '黄金海岸  | 4室2厅 | 170.02平米 | 西 | 精装 | 无电梯', '中楼层(共6层)2003年建板楼  -  华阳', '230万', '单价13528元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d1e50c05-2aff-4515-b6f3-8f9d35bd52a4.png.296x216.jpg', '天府新区广福社区,套四,三卫,朝南', '华阳镇广福社区  | 4室2厅 | 178.65平米 | 南 | 其他', '中楼层(共5层)板楼  -  南湖', '190万', '单价10636元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f62bd1cc-1c84-4df0-9ad7-16109022bffd.png.296x216.jpg', '华阳滨河花园 一楼带花园 有装修 朝东南', '华阳滨河花园  | 4室2厅 | 157.13平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2003年建板塔结合  -  华阳', '210万', '单价13365元/平米')
('https://image1.ljcdn.com/510100-inspection/test-620feb61-6591-4a7b-bb7a-5ba018ebe4a7.png.296x216.jpg', '地源吾舍套三双卫带装修居家自住', '地源吾舍  | 3室2厅 | 107.63平米 | 西南 | 其他 | 有电梯', '低楼层(共18层)2002年建塔楼  -  华阳', '168万', '单价15610元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b0b71a4c-858d-4ff0-ac46-52cb489799ef.png.296x216.jpg', '万科海悦汇城西区   套四   九成新   从未住过人', '万科海悦汇城西区  | 4室2厅 | 112.1平米 | 东南 | 精装 | 有电梯', '高楼层(共50层)2015年建板楼  -  海洋公园', '175万', '单价15612元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a339ded8-2928-46f7-8177-4472b698ec5b.png.296x216.jpg', '光明城市中间楼层 简装（当清水） 大套二', '金茂光明城市  | 2室2厅 | 89.03平米 | 西南 | 毛坯 | 有电梯', '中楼层(共27层)2016年建板塔结合  -  华阳', '136万', '单价15276元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bdc1c26d-7ef2-4acb-9b34-857aac482ebe.png.296x216.jpg', '出水芙蓉、有装修，三面采光套三双卫', '利通出水芙蓉  | 3室1厅 | 128.11平米 | 东 东南 | 精装 | 无电梯', '中楼层(共6层)2005年建板楼  -  华阳', '190万', '单价14832元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadeb534ebb-b867-494c-bde5-e0f97413357c.JPG.296x216.jpg', '府河音乐花园 三跃四跃五 简单装修 有屋顶花园', '府河音乐花园  | 5室2厅 | 262.71平米 | 南 | 简装 | 无电梯', '中楼层(共5层)2001年建板楼  -  华阳', '275万', '单价10468元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8f3d6a2c-09be-48f9-a0df-100d42e90f09.png.296x216.jpg', '套三双卫+户型通透+华阳滨河花园', '华阳滨河花园  | 3室1厅 | 128.99平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2003年建板塔结合  -  华阳', '178万', '单价13800元/平米')
('https://image1.ljcdn.com/510100-inspection/test-38a32af1-e2b5-4459-9a5a-46e2ddadd7aa.png.296x216.jpg', '新鸿基悦城  精装红木家具  套四双卫', '新鸿基悦城  | 4室2厅 | 176.62平米 | 西北 | 其他 | 有电梯', '中楼层(共31层)2013年建板塔结合  -  海洋公园', '360万', '单价20383元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e369af46-dd0a-48fc-abb7-3309f19370af.png.296x216.jpg', '中高楼层对中庭   居家装修拎包入住', '戛纳湾滨江  | 4室2厅 | 143.05平米 | 西南 | 精装 | 有电梯', '中楼层(共32层)2010年建板楼  -  华阳', '250万', '单价17477元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c3406b48-72a0-4448-b401-bf3e25b860da.png.296x216.jpg', '天府新区   超大屋顶花园  不临街', '输气大院  | 3室2厅 | 127平米 | 东南 | 其他', '高楼层(共7层)暂无数据  -  南湖', '115.8万', '单价9119元/平米')
('https://image1.ljcdn.com/510100-inspection/test-228af5a6-da09-4d55-a0c8-d939393a909c.png.296x216.jpg', '南湖国际社区一期清水套二满5年 可看南湖', '南湖国际社区一期  | 2室2厅 | 77.43平米 | 北 | 其他 | 有电梯', '低楼层(共34层)2010年建塔楼  -  南湖', '140万', '单价18081元/平米')
('https://image1.ljcdn.com/510100-inspection/test-57229feb-b7b1-45d8-9824-bc7187e2a643.png.296x216.jpg', '戛纳湾畔   套二  看河景   诚心出售', '戛纳湾畔  | 2室2厅 | 81.39平米 | 东南 | 精装 | 有电梯', '高楼层(共14层)2006年建板楼  -  华阳', '140万', '单价17202元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ef651fa5-614f-4026-9823-6e5e965162b5.png.296x216.jpg', '套三双卫     装修房       户型房子', '中信城左岸  | 3室2厅 | 97.87平米 | 东 | 其他 | 有电梯', '低楼层(共33层)板塔结合  -  南湖', '170万', '单价17370元/平米')
('https://image1.ljcdn.com/510100-inspection/test-662ce96d-5025-4eab-b09b-32bcdaa4123e.png.296x216.jpg', '南湖左岸 2室2厅1卫 带新风系统 毛坯 朝中庭 安静', '南湖左岸  | 2室2厅 | 71.23平米 | 北 | 其他 | 有电梯', '中楼层(共25层)塔楼  -  南湖', '90万', '单价12636元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7b29f090-f8aa-46eb-89cf-75dfcf7215c8.png.296x216.jpg', '南湖国际通透户型，套四带个书房', '南湖国际社区  | 4室2厅 | 177.66平米 | 南 | 其他 | 有电梯', '高楼层(共34层)2010年建板楼  -  南湖', '290万', '单价16324元/平米')
('https://image1.ljcdn.com/510100-inspection/test-abb79b8b-ac99-4d47-928f-ebbc73c4eb26.png.296x216.jpg', '慕和南道  精装套三 对中庭  安静不临街 客厅带阳台', '慕和南道  | 3室2厅 | 109.08平米 | 西 | 其他 | 有电梯', '低楼层(共26层)2010年建板塔结合  -  华阳', '199.8万', '单价18317元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8f79aff5-e29c-4b77-9121-b5f1b08347e9.png.296x216.jpg', '万科海悦汇城西区精装套二带家具家电带车位', '万科海悦汇城西区  | 2室1厅 | 59平米 | 北 | 其他 | 有电梯', '中楼层(共35层)2015年建板楼  -  海洋公园', '115万', '单价19492元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c40bbbbe-c3e5-4ebe-97c4-5e64437659e3.png.296x216.jpg', '装 修+三 室 两 厅+一 厨+两 卫', '佳兆业君汇上品  | 3室2厅 | 115.52平米 | 东 西 | 其他 | 有电梯', '中楼层(共33层)2013年建板塔结合  -  南湖', '195万', '单价16881元/平米')
('https://image1.ljcdn.com/510100-inspection/test-51fa9af1-1401-4301-b51a-e98b3f09fc24.png.296x216.jpg', '天府新区 戛纳湾滨江  精装客厅6米挑高户型 满2年', '戛纳湾滨江  | 4室2厅 | 113.68平米 | 东南 | 其他 | 有电梯', '高楼层(共32层)2010年建板楼  -  华阳', '218万', '单价19177元/平米')
('https://image1.ljcdn.com/510100-inspection/90e3bc18-b6d0-492b-ad18-8fe2a44d2b0f.jpg.296x216.jpg', '阳光华苑套三有装修客厅朝西带花园', '阳光华苑  | 3室2厅 | 113平米 | 西 | 其他 | 无电梯', '低楼层(共5层)2008年建板楼  -  华阳', '180万', '单价15930元/平米')
