('https://image1.ljcdn.com/340100-inspection/b57f6a55-d3aa-4bf1-bbda-2762eb7c789a.jpg.296x216.jpg', '永和家园，简装，业主诚心急售。', '永和家园  | 3室2厅 | 94.75平米 | 南 | 其他', '中楼层(共11层)2008年建板楼  -  长宁', '125万', '单价13193元/平米')
('https://image1.ljcdn.com/340100-inspection/a4103d8d-5352-4af0-8110-4f369449c8a1.jpg.296x216.jpg', '华地一楼洋房送大花园，地下拓展空间。', '华地紫园  | 3室2厅 | 185平米 | 南 北 | 其他', '低楼层(共11层)板楼  -  兴园', '430万', '单价23244元/平米')
('https://image1.ljcdn.com/340100-inspection/dba7d7a5-b8c0-4163-9e9f-a775e3f9d771.jpg.296x216.jpg', '为你而选为你为家 徽商城市风景 复式 户型可改动', '徽商城市风景  | 4室2厅 | 201.06平米 | 东南 | 其他', '高楼层(共11层)2008年建塔楼  -  天乐', '300万', '单价14921元/平米')
('https://image1.ljcdn.com/340100-inspection/test-01794b0b-d690-40c4-8eb9-2cad94a0e275.png.296x216.jpg', '永和家园  配套成熟 蜀西湖 奥特莱斯 二号线地铁口', '永和家园  | 2室2厅 | 79.06平米 | 南 北 | 其他', '低楼层(共11层)2008年建板楼  -  长宁', '107万', '单价13535元/平米')
('https://image1.ljcdn.com/340100-inspection/85eb9f1d-925d-4a73-80cf-d4ec40c280f1.jpg.296x216.jpg', '品质小区 华地紫园 131平三房 中等装修 含有产权车位', '华地紫园  | 3室2厅 | 131.02平米 | 南 | 其他', '高楼层(共33层)2013年建塔楼  -  兴园', '265万', '单价20226元/平米')
('https://image1.ljcdn.com/340100-inspection/4238b78f-44d3-4dbf-9653-c50ceb3c2db0.jpg.296x216.jpg', '为你而选为你为家 梦园小区 户型方正 带暖气 采光好', '梦园小区  | 3室2厅 | 111.93平米 | 南 北 | 其他', '高楼层(共6层)2002年建板楼  -  天乐', '195万', '单价17422元/平米')
('https://image1.ljcdn.com/340100-inspection/dea825b5-8ec1-47d0-a343-d74931848d96.jpg.296x216.jpg', '为你而选 兴园五居室 朝南户型方正', '兴园小区  | 5室2厅 | 127.41平米 | 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  兴园', '180万', '单价14128元/平米')
('https://image1.ljcdn.com/340100-inspection/4c6c7c27-4c60-4ea6-a9a7-d2d527e2934a.jpg.296x216.jpg', '为你而选为你为家  蜀翠苑 临地铁 刚需两房', '蜀翠苑  | 2室1厅 | 70.92平米 | 南 北 | 其他', '低楼层(共6层)2003年建板楼  -  天乐', '115万', '单价16216元/平米')
('https://image1.ljcdn.com/340100-inspection/046c3c17-213c-4fe9-8ebc-71ad867a4e94.jpg.296x216.jpg', '华地紫园 2室2厅 180万', '华地紫园  | 2室2厅 | 89.11平米 | 南 | 其他', '高楼层(共33层)2014年建塔楼  -  兴园', '180万', '单价20200元/平米')
('https://image1.ljcdn.com/340100-inspection/c12fcaf5-b292-4357-8d28-a4afac442a11.jpg.296x216.jpg', '此房南北通透好房 两房朝南 采光充足 无遮挡', '旭辉湖山源著  | 4室1厅 | 122.07平米 | 南 北 | 其他', '高楼层(共7层)2016年建板楼  -  蜀麓', '265万', '单价21709元/平米')
('https://image1.ljcdn.com/340100-inspection/a6ba5053-4cc2-4ca4-bd51-0aac318165d7.jpg.296x216.jpg', '为你而选为你为家 绿城桂花园 点式楼有院子精装三加一', '绿城桂花园  | 3室2厅 | 175平米 | 南 北 | 其他', '低楼层(共4层)2004年建板楼  -  天乐', '400万', '单价22858元/平米')
('https://image1.ljcdn.com/340100-inspection/820ebe7c-a226-4299-8442-603f697fa351.jpg.296x216.jpg', '满五年 精装修好房 户型通透方正', '和一花园  | 3室2厅 | 95.67平米 | 南 北 | 其他', '中楼层(共11层)2010年建板楼  -  兴园', '145万', '单价15157元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload2512d5bb-c679-43e5-9d87-4ed0c9dd91be.jpg.296x216.jpg', '为你而选为你为家 百商尚成 精装三房  户型好', '百商尚成  | 3室2厅 | 96.74平米 | 南 | 精装', '高楼层(共18层)2011年建板楼  -  兴园', '158万', '单价16333元/平米')
('https://image1.ljcdn.com/340100-inspection/f5b72d37-1f87-4cfe-b0b3-89cb8ac99b64.jpg.296x216.jpg', '为你而选为你为家 梦园小区 户型好  环境优美', '梦园小区  | 3室2厅 | 107平米 | 南 北 | 简装', '高楼层(共6层)2002年建板楼  -  天乐', '190万', '单价17758元/平米')
('https://image1.ljcdn.com/340100-inspection/0b75429c-ab23-4fb4-a3ca-3fb313ff06c0.jpg.296x216.jpg', '兴园小区 3室1厅 118万', '兴园小区  | 3室1厅 | 76.58平米 | 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  兴园', '118万', '单价15409元/平米')
('https://image1.ljcdn.com/340100-inspection/524830a4-3984-48ec-bd9e-d8f7cd30a997.jpg.296x216.jpg', '为你而选为你为家 国轩k西嘉 配套齐全', '国轩K西嘉  | 1室1厅 | 31.29平米 | 北 | 其他', '中楼层(共18层)2008年建塔楼  -  天乐', '46万', '单价14702元/平米')
('https://image1.ljcdn.com/340100-inspection/45992ba9-a84f-4bae-9661-b671f80958a2.jpg.296x216.jpg', '为你而选为你为家  博澳丽苑 精装2室 家电齐全 采光好', '博澳丽苑  | 2室2厅 | 76.28平米 | 南 | 其他', '低楼层(共30层)2009年建塔楼  -  天乐', '115万', '单价15077元/平米')
('https://image1.ljcdn.com/340100-inspection/a6dc3954-c0b1-41d4-bde5-e91015061bb0.jpg.296x216.jpg', '旭辉 花园洋房 南北通透 采光充足 环境优美 业主诚售', '旭辉湖山源著  | 4室2厅 | 147.14平米 | 南 北 | 其他', '中楼层(共6层)2016年建板楼  -  蜀麓', '330万', '单价22428元/平米')
('https://image1.ljcdn.com/340100-inspection/b769931a-5447-4cb6-9816-4119b37a9574.jpg.296x216.jpg', '为你而选为你为家，淮矿馥邦天下，采光好，交通便利', '淮矿馥邦天下  | 2室2厅 | 89.16平米 | 南 | 其他', '中楼层(共33层)2015年建塔楼  -  兴园', '170万', '单价19067元/平米')
('https://image1.ljcdn.com/340100-inspection/52e72f43-f806-4512-be01-7a9eac3d18e8.jpg.296x216.jpg', '兴园小区 商品房 多层 公摊小 精装修', '兴园小区  | 3室2厅 | 131.66平米 | 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  兴园', '172万', '单价13064元/平米')
('https://image1.ljcdn.com/340100-inspection/5e8b5fbc-8468-4156-9f04-484edfe37cdb.jpg.296x216.jpg', '华地紫园毛坯大四房 南北通透 业主诚售', '华地紫园  | 4室2厅 | 197.86平米 | 南 北 | 其他', '低楼层(共11层)2013年建板楼  -  兴园', '390万', '单价19711元/平米')
('https://image1.ljcdn.com/340100-inspection/e6358842-e49e-4298-88d4-3592841d47f7.jpg.296x216.jpg', '景尚名郡 2室2厅 150万', '景尚名郡  | 2室2厅 | 89平米 | 南 | 其他', '中楼层(共28层)2012年建塔楼  -  兴园', '150万', '单价16854元/平米')
('https://image1.ljcdn.com/340100-inspection/c01aaaed-1330-4585-b1b6-aae4cf0573b3.jpg.296x216.jpg', '为你而选  为你为家  绿城桂花园精装  公摊小', '绿城桂花园  | 2室2厅 | 97.83平米 | 南 | 其他', '中楼层(共5层)2006年建板楼  -  天乐', '228万', '单价23306元/平米')
('https://image1.ljcdn.com/340100-inspection/b1c7458b-9cff-4d86-8f8e-17b32d0bee83.jpg.296x216.jpg', '两房朝南，采光充足，楼层适中，交通便利，位于大蜀山', '蜀南庭苑  | 3室2厅 | 76.88平米 | 南 北 | 其他', '中楼层(共6层)2008年建板楼  -  蜀麓', '120万', '单价15609元/平米')
('https://image1.ljcdn.com/340100-inspection/6780918f-4f5a-4fd5-ba81-004fd3635cc8.jpg.296x216.jpg', '为你而选为你为家 绿城桂花园 精装修 环境优美', '绿城桂花园  | 3室2厅 | 205.28平米 | 南 | 其他', '低楼层(共10层)2009年建板楼  -  天乐', '440万', '单价21435元/平米')
('https://image1.ljcdn.com/340100-inspection/329cccea-5d8c-4499-9e36-cf6cc81e66e2.jpg.296x216.jpg', '新西茗阁精装两房 采光好 楼层好 拎包入住', '新西茗阁  | 2室2厅 | 76.85平米 | 南 | 其他', '中楼层(共30层)2012年建塔楼  -  天乐', '112万', '单价14574元/平米')
('https://image1.ljcdn.com/340100-inspection/14f8a547-cd08-4bf8-95c9-ac5023d28e8b.jpg.296x216.jpg', '博澳丽苑边户三房 中等楼层 通风采光好 交通便利满二', '博澳丽苑  | 3室2厅 | 118平米 | 南 北 | 其他', '低楼层(共31层)2009年建塔楼  -  天乐', '170万', '单价14407元/平米')
('https://image1.ljcdn.com/340100-inspection/3f55f3ae-ff95-47bc-970d-63c223c8618a.jpg.296x216.jpg', '国轩四居室 户型正气 无浪费面积   采光佳 业主诚售', '国轩K西嘉  | 4室2厅 | 142.96平米 | 南 | 其他', '低楼层(共12层)2008年建板楼  -  天乐', '208万', '单价14550元/平米')
('https://image1.ljcdn.com/340100-inspection/54d29116-7f8e-4371-9589-19e04c5feb91.jpg.296x216.jpg', '圣联香御公馆 2室2厅 145万', '圣联香御公馆  | 2室2厅 | 87.26平米 | 南 | 其他', '低楼层(共33层)2016年建塔楼  -  兴园', '145万', '单价16618元/平米')
('https://image1.ljcdn.com/340100-inspection/161c367b-1ba7-422c-bae3-c2a1f4fcbae6.jpg.296x216.jpg', '为你而选为你为家 园景天下 户型方正 采光好 环境好', '园景天下  | 3室2厅 | 139.93平米 | 南 北 | 简装', '中楼层(共18层)2000年建塔楼  -  天乐', '240万', '单价17152元/平米')
('https://image1.ljcdn.com/340100-inspection/1ad79287-b203-41d5-b2df-b0f63222def1.jpg.296x216.jpg', '高新区 兴园北区 中装三居室 无公摊 业主诚售', '兴园小区北区  | 3室2厅 | 92平米 | 南 北 | 简装', '中楼层(共6层)2005年建板楼  -  兴园', '135万', '单价14674元/平米')
('https://image1.ljcdn.com/340100-inspection/670090fe-21d3-4692-b9e4-2cf6c9a6ccb5.jpg.296x216.jpg', '博澳丽苑 中装两房 业主诚心出售 看房提前联系', '博澳丽苑  | 2室2厅 | 118.41平米 | 南 | 其他', '中楼层(共31层)2009年建塔楼  -  天乐', '173万', '单价14611元/平米')
('https://image1.ljcdn.com/340100-inspection/4e2c7f23-2b6c-45af-b044-f3c1d179dda1.jpg.296x216.jpg', '海亮九玺毛坯两房 视野采光好 中间楼层', '海亮九玺  | 2室1厅 | 76.44平米 | 南 | 其他', '中楼层(共31层)2016年建塔楼  -  蜀麓', '140万', '单价18316元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload0b087d0c-9fc5-4f23-bd67-8abea5305dbe.jpg.296x216.jpg', '淮矿精装大房 拎包即住 配套成熟', '淮矿馥邦天下  | 2室1厅 | 68.88平米 | 南 北 | 其他', '高楼层(共30层)2015年建板塔结合  -  兴园', '115万', '单价16696元/平米')
('https://image1.ljcdn.com/340100-inspection/0d7e86a5-6361-4329-8d53-30283b082c3e.jpg.296x216.jpg', '为你而选为你为家 淮矿馥邦天下 双卧室朝南 视野好', '淮矿馥邦天下  | 3室2厅 | 127.2平米 | 南 | 其他', '中楼层(共33层)2015年建塔楼  -  兴园', '240万', '单价18868元/平米')
('https://image1.ljcdn.com/340100-inspection/8e9c86ac-4159-409a-86d5-b10abf85f90b.jpg.296x216.jpg', '百商尚成 户型方正 通透两居室', '百商尚成  | 2室2厅 | 84.5平米 | 南 北 | 其他', '中楼层(共18层)2011年建板楼  -  兴园', '145万', '单价17160元/平米')
('https://image1.ljcdn.com/340100-inspection/a29227d3-fba6-44f9-a097-f9f57b0c02ff.jpg.296x216.jpg', '满两年，精装修 南北通透，客餐分离', '华地紫园  | 5室2厅 | 197平米 | 南 | 其他', '低楼层(共11层)2014年建板楼  -  兴园', '430万', '单价21828元/平米')
('https://image1.ljcdn.com/340100-inspection/1008e36a-1ad7-4be9-8f8f-a00a0889dbf9.jpg.296x216.jpg', '为你而选为你为家 金濠优活城 精装2居 可拎包入住', '金濠优活城  | 2室1厅 | 70平米 | 南 | 其他', '中楼层(共28层)2012年建塔楼  -  天乐', '113万', '单价16143元/平米')
('https://image1.ljcdn.com/340100-inspection/d99635fc-4e73-44dd-88ef-fe78031805db.jpg.296x216.jpg', '绿城桂花园 3室2厅 280万', '绿城桂花园  | 3室2厅 | 136.24平米 | 南 北 | 简装', '高楼层(共11层)2009年建板楼  -  天乐', '280万', '单价20552元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadbe670884-f9fc-499d-92d3-d1db64ac8c07.jpg.296x216.jpg', '为你而选 为你为家 百商尚成 精装修 满两年', '百商尚成  | 4室2厅 | 137.41平米 | 南 | 其他', '高楼层(共6层)2011年建板楼  -  兴园', '190万', '单价13828元/平米')
('https://image1.ljcdn.com/340100-inspection/5a0e9dfe-f49e-4b64-bfbe-45a2ca769f75.jpg.296x216.jpg', '上铁银欣花园 92平大俩房 户型方正 楼层好', '上铁银欣花园  | 2室2厅 | 92.57平米 | 南 | 其他', '高楼层(共18层)2011年建塔楼  -  兴园', '150万', '单价16204元/平米')
('https://image1.ljcdn.com/340100-inspection/da87b129-d870-419e-a080-8e50c65ca905.jpg.296x216.jpg', '百商尚成 户型方正 通透两居室', '百商尚成  | 2室1厅 | 77平米 | 南 北 | 其他', '低楼层(共18层)2011年建塔楼  -  兴园', '128万', '单价16624元/平米')
('https://image1.ljcdn.com/340100-inspection/c67eab76-811e-458f-bf8c-54a64ceae97f.jpg.296x216.jpg', '百商现代名苑全朝南方正两居室婚标配', '百商现代名苑  | 2室2厅 | 79.4平米 | 南 | 其他', '高楼层(共18层)2011年建塔楼  -  兴园', '150万', '单价18892元/平米')
('https://image1.ljcdn.com/340100-inspection/be4e0180-0f51-48db-8652-72cedc58a606.jpg.296x216.jpg', '为你而选为你为家 金濠优活城 毛坯小三房 采光佳', '金濠优活城  | 3室1厅 | 87.74平米 | 南 | 其他', '高楼层(共33层)2012年建塔楼  -  天乐', '156万', '单价17780元/平米')
('https://image1.ljcdn.com/340100-inspection/0b1ec644-db52-4dd2-befe-f15496ee5287.jpg.296x216.jpg', '和一花园 3室1厅 198万', '和一花园  | 3室1厅 | 121平米 | 南 北 | 其他', '中楼层(共18层)2010年建塔楼  -  兴园', '198万', '单价16364元/平米')
('https://image1.ljcdn.com/340100-inspection/1029c59c-db1d-48ec-ba5b-4574ee9758d8.jpg.296x216.jpg', '永和家园  满两年 配套成熟 蜀西湖', '永和家园  | 2室1厅 | 78平米 | 南 | 其他', '低楼层(共11层)2008年建板楼  -  长宁', '107万', '单价13718元/平米')
('https://image1.ljcdn.com/340100-inspection/56755a08-4a2d-467e-b666-f9fd3fd18313.jpg.296x216.jpg', '为你而选为你为家 绿城桂花园精装2房 南北通透带电梯', '绿城桂花园  | 2室2厅 | 103.09平米 | 南 北 | 精装', '低楼层(共9层)2005年建板楼  -  天乐', '228万', '单价22117元/平米')
('https://image1.ljcdn.com/340100-inspection/53ed0199-f402-40e2-8df4-3cb460f1332e.jpg.296x216.jpg', '两房朝南，采光视野好，业主诚心出售，看房方便', '兴园小区  | 2室1厅 | 54.24平米 | 南 | 其他', '高楼层(共6层)2005年建板楼  -  兴园', '87万', '单价16040元/平米')
('https://image1.ljcdn.com/340100-inspection/3542f47b-3615-42f9-a6fd-e2ab9f44a7d3.jpg.296x216.jpg', '御景城 3室1厅 200万', '御景城  | 3室1厅 | 116.72平米 | 南 | 精装', '中楼层(共30层)2016年建塔楼  -  兴园', '200万', '单价17136元/平米')
('https://image1.ljcdn.com/340100-inspection/664ccceb-31ab-4600-b74a-ac2c9aee56bb.jpg.296x216.jpg', '上铁精装大两房，价格可谈 业主诚售', '上铁银欣花园  | 2室1厅 | 96平米 | 南 北 | 其他', '高楼层(共18层)2011年建塔楼  -  兴园', '165万', '单价17188元/平米')
('https://image1.ljcdn.com/340100-inspection/5ee5c550-8980-4117-acf2-7889a73eeea4.jpg.296x216.jpg', '海亮九玺精装三房，两南一北厅朝南，户型正', '海亮九玺  | 3室2厅 | 85.77平米 | 南 | 其他', '低楼层(共34层)2016年建塔楼  -  蜀麓', '162万', '单价18888元/平米')
('https://image1.ljcdn.com/340100-inspection/1bde6f6c-9099-4a14-9a9e-6023c15caba8.jpg.296x216.jpg', '海亮九玺正三房，让它变成一个精致温馨的家！', '海亮九玺  | 3室1厅 | 93.98平米 | 南 北 | 其他', '高楼层(共31层)2016年建塔楼  -  蜀麓', '178万', '单价18941元/平米')
('https://image1.ljcdn.com/340100-inspection/ada74c41-564c-44dd-b944-06deb6dc77a1.jpg.296x216.jpg', '旭辉湖山源著 4室2厅 300万', '旭辉湖山源著  | 4室2厅 | 125平米 | 南 | 毛坯', '高楼层(共7层)暂无数据  -  蜀麓', '300万', '单价24000元/平米')
('https://image1.ljcdn.com/340100-inspection/512fd1fd-da3e-4e4c-ba4d-576c3e611190.jpg.296x216.jpg', '兴园小区精装大三房 楼层好 公摊小 业主诚售', '兴园小区  | 3室2厅 | 132.37平米 | 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  兴园', '165万', '单价12466元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadba06a7a7-82ec-4d39-8bb1-6e17d0e34b9a.jpg.296x216.jpg', '为你而选为你为家 梦园小区南北通透三室 户型方正', '梦园小区  | 3室2厅 | 125.38平米 | 南 北 | 简装', '中楼层(共6层)2002年建板楼  -  天乐', '220万', '单价17547元/平米')
('https://image1.ljcdn.com/340100-inspection/18772c1c-8c28-43bb-8cc2-a37ca3358f34.jpg.296x216.jpg', '华地紫园电梯洋房，带车位，户型南北通透，看房方便。', '华地紫园  | 3室2厅 | 145.09平米 | 南 北 | 其他', '中楼层(共11层)2013年建板楼  -  兴园', '330万', '单价22745元/平米')
('https://image1.ljcdn.com/340100-inspection/feec1f5c-5a26-449f-91cf-cebe6d45fd13.jpg.296x216.jpg', '和一花园 2室2厅 130万', '和一花园  | 2室2厅 | 86.45平米 | 南 | 其他', '高楼层(共24层)2010年建塔楼  -  兴园', '130万', '单价15038元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadd781031f-de14-4499-9903-1e3a43481790.jpg.296x216.jpg', '百商悦澜山 3室1厅 157万', '百商悦澜山  | 3室1厅 | 95平米 | 南 北 | 毛坯', '低楼层(共31层)2015年建塔楼  -  兴园', '157万', '单价16527元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload3646143e-222e-4695-8640-0033a0e40929.jpg.296x216.jpg', '科大讯飞产业园 海亮九玺简装三室，单价低 手慢无', '海亮九玺  | 3室1厅 | 92平米 | 南 | 其他', '中楼层(共31层)2016年建塔楼  -  蜀麓', '170万', '单价18479元/平米')
('https://image1.ljcdn.com/340100-inspection/a5c45851-ccde-44a1-88a9-f8bba103590d.jpg.296x216.jpg', '居家小三房，实用，楼层好，采光好', '百商尚成  | 3室1厅 | 85平米 | 南 | 其他', '高楼层(共18层)2011年建板楼  -  兴园', '148万', '单价17412元/平米')
('https://image1.ljcdn.com/340100-inspection/92395ff8-ec81-4bf1-a9b4-c6ef9a83daff.jpg.296x216.jpg', '为你而选为你为家和一花园精装三房 楼层好 位置好', '和一花园  | 3室2厅 | 117.4平米 | 南 北 | 其他', '低楼层(共24层)2010年建塔楼  -  兴园', '185万', '单价15759元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload2d918fc6-4900-47d0-acd9-031a0e31e5a0.jpg.296x216.jpg', '为你而选为你为家 瑞和山水居毛坯两房 视野好', '瑞和山水居  | 2室2厅 | 85.41平米 | 西 | 其他', '低楼层(共33层)2012年建塔楼  -  兴园', '102万', '单价11943元/平米')
