('https://image1.ljcdn.com/440600-inspection/8b97ab30-9e17-43de-af59-711f2161936b.jpg.296x216.jpg', '利豪名郡 2室2厅 145万', '利豪名郡  | 2室2厅 | 83.7平米 | 南 | 简装', '高楼层(共17层)2011年建塔楼  -  澜石', '145万', '单价17324元/平米')
('https://image1.ljcdn.com/440600-inspection/6d0475f9-5ac9-4cf2-97a6-98cf8718649e.jpg.296x216.jpg', '玫瑰名园  三房出售', '玫瑰名园52号  | 3室2厅 | 118.98平米 | 东北 | 简装', '高楼层(共7层)2004年建塔楼  -  绿景', '160万', '单价13448元/平米')
('https://image1.ljcdn.com/440600-inspection/7466d586-3afe-4239-b264-f84fc2da219c.jpg.296x216.jpg', '兆阳御花园 3室2厅 232万', '兆阳御花园  | 3室2厅 | 87.58平米 | 南 北 | 其他', '中楼层(共22层)2015年建塔楼  -  绿景', '232万', '单价26491元/平米')
('https://image1.ljcdn.com/440600-inspection/9b2515b2-6771-4c40-a359-377674909ee7.jpg.296x216.jpg', '中海文华熙岸 带装修2房', '中海文华熙岸  | 3室2厅 | 89平米 | 北 | 其他', '高楼层(共33层)2010年建塔楼  -  湖景', '200万', '单价22472元/平米')
('https://image1.ljcdn.com/440600-inspection/a07cc0aa-46ea-4499-9544-81a55b318549.jpg.296x216.jpg', '金华园 新净装修3房 采光通', '金华园  | 3室2厅 | 87.05平米 | 东南 | 简装', '低楼层(共8层)2002年建塔楼  -  季华', '110万', '单价12637元/平米')
('https://image1.ljcdn.com/440600-inspection/4663cb40-21b2-40c4-af75-acdbea0a5d50.jpg.296x216.jpg', '玫瑰西路散盘 3室2厅 100万', '玫瑰西路散盘  | 3室2厅 | 113平米 | 南 | 其他', '高楼层(共8层)塔楼  -  绿景', '100万', '单价8850元/平米')
('https://image1.ljcdn.com/440600-inspection/730638ed-743c-4811-8e57-4bcec6492873.jpg.296x216.jpg', '海湾城 毛坯3房', '海湾城  | 3室2厅 | 91.04平米 | 南 | 毛坯', '17层2015年建板塔结合  -  石湾', '175万', '单价19223元/平米')
('https://image1.ljcdn.com/440600-inspection/4588e6ca-e6cd-40f0-9c7d-1941202fdbff.jpg.296x216.jpg', '保利香槟花园 1室0厅 65万', '保利香槟花园  | 1室0厅 | 40.19平米 | 北 | 其他', '高楼层(共17层)2012年建塔楼  -  张槎', '65万', '单价16174元/平米')
('https://image1.ljcdn.com/440600-inspection/813d96f1-5d89-445e-842d-90455e789ad7.jpg.296x216.jpg', '保利香槟花园 3室2厅 162万', '保利香槟花园  | 3室2厅 | 90.93平米 | 北 | 其他', '中楼层(共16层)2012年建塔楼  -  张槎', '162万', '单价17816元/平米')
('https://image1.ljcdn.com/440600-inspection/c9608430-966a-4c92-b0d3-ee12543bca43.jpg.296x216.jpg', '丽日玫瑰三期一区 3室2厅 192万', '丽日玫瑰三期一区  | 3室2厅 | 89平米 | 北 | 其他', '高楼层(共8层)2005年建塔楼  -  魁奇', '192万', '单价21574元/平米')
('https://image1.ljcdn.com/440600-inspection/4786d664-4123-4559-b3f3-3bec5cd19032.jpg.296x216.jpg', '长信东海银湾 4室2厅 440万', '长信东海银湾  | 4室2厅 | 171.12平米 | 南 北 | 其他', '高楼层(共18层)2015年建塔楼  -  朝安', '440万', '单价25713元/平米')
('https://image1.ljcdn.com/440600-inspection/75c133aa-a96c-4b85-a87d-8806767d1141.jpg.296x216.jpg', '华福城南1号 3室2厅 200万', '华福城南1号  | 3室2厅 | 94平米 | 南 | 精装', '低楼层(共17层)2014年建塔楼  -  绿景', '200万', '单价21277元/平米')
('https://image1.ljcdn.com/440600-inspection/d0f5ead8-fac6-40d3-8c3e-666b8ef73bef.jpg.296x216.jpg', '绿地公馆大户4房 格局方正 配套成熟', '禅城绿地中心  | 4室2厅 | 128平米 | 南 | 其他', '中楼层(共33层)2015年建塔楼  -  朝安', '270万', '单价21094元/平米')
('https://image1.ljcdn.com/440600-inspection/ffd4e5e6-f616-4733-99cf-a62b55fc4463.jpg.296x216.jpg', '绿景华庭 南北通透 装修新净 正规四房', '绿景华庭  | 4室2厅 | 172.1平米 | 南 北 | 精装', '高楼层(共11层)2001年建塔楼  -  绿景', '280万', '单价16270元/平米')
('https://image1.ljcdn.com/440600-inspection/8dc68de5-2825-4632-ad80-b4bf71c9e396.jpg.296x216.jpg', '东方水岸 精装两房 保养新净 安静不靠路', '东方水岸  | 2室2厅 | 81.3平米 | 东 | 精装', '低楼层(共11层)2007年建塔楼  -  澜石', '137万', '单价16852元/平米')
('https://image1.ljcdn.com/440600-inspection/4bb98bc3-fde6-4cac-ab40-eaf2c1a5229f.jpg.296x216.jpg', '环湖花园 叠加别墅  实际面积240方 带顶楼大花园', '环湖花园   | 独栋别墅 | 5室2厅 | 194平米 | 南 | 其他', '4层2000年建暂无数据  -  湖景', '300万', '单价15464元/平米')
('https://image1.ljcdn.com/440600-inspection/c4dd4dac-15a8-4a4e-889d-cb4daca93763.jpg.296x216.jpg', '红棉雅苑 2室2厅 148万', '红棉雅苑  | 2室2厅 | 80.26平米 | 南 | 其他', '中楼层(共8层)2006年建塔楼  -  亲仁', '148万', '单价18441元/平米')
('https://image1.ljcdn.com/440600-inspection/a2cadc19-ac17-49c0-8b42-118763e41401.jpg.296x216.jpg', '金澜新村 2室2厅 73万', '金澜新村  | 2室2厅 | 90.29平米 | 北 | 简装', '高楼层(共8层)塔楼  -  魁奇', '73万', '单价8086元/平米')
('https://image1.ljcdn.com/440600-inspection/f6af89fe-11ed-4f84-8464-51dbf58b2c0e.jpg.296x216.jpg', '丽日家园二期 3室2厅 138万', '丽日家园二期  | 3室2厅 | 87.82平米 | 北 | 其他', '低楼层(共10层)2006年建塔楼  -  张槎', '138万', '单价15714元/平米')
('https://image1.ljcdn.com/440600-inspection/3575148d-e0f1-4972-80e8-83abaa706959.jpg.296x216.jpg', '望花园  价格实惠 小区环境好 户型方正', '沿海馨庭  | 2室2厅 | 92.05平米 | 北 | 精装', '高楼层(共30层)2013年建塔楼  -  澜石', '163万', '单价17708元/平米')
('https://image1.ljcdn.com/440600-inspection/3fef2b10-c0e3-4419-8702-625824c5f7e7.jpg.296x216.jpg', '碧桂园城市花园 采光好 南向望花园三房', '碧桂园城市花园南区  | 3室2厅 | 128平米 | 北 | 毛坯', '低楼层(共32层)2013年建板塔结合  -  澜石', '238万', '单价18594元/平米')
('https://image1.ljcdn.com/440600-inspection/7f4f1ee0-bc4f-42ae-ac56-4d8205b03eff.jpg.296x216.jpg', '普君新城悦园', '普君新城华府  | 3室2厅 | 125平米 | 东南 | 毛坯', '中楼层(共30层)2016年建塔楼  -  祖庙', '280万', '单价22400元/平米')
('https://image1.ljcdn.com/440600-inspection/517c8eb7-c03c-4dc0-8724-f4d15ab570e0.jpg.296x216.jpg', '永丰大厦 3室1厅 126万', '永丰大厦  | 3室1厅 | 90.3平米 | 南 | 精装', '高楼层(共15层)1998年建塔楼  -  唐园', '126万', '单价13954元/平米')
('https://image1.ljcdn.com/440600-inspection/67cb48d7-f43f-4c9a-a7e6-5c55d593e216.jpg.296x216.jpg', '摩登荟 2室2厅 135万', '摩登荟  | 2室2厅 | 64.7平米 | 南 | 其他', '低楼层(共18层)2011年建塔楼  -  季华', '135万', '单价20866元/平米')
('https://image1.ljcdn.com/440600-inspection/1c365a6a-6c9f-42fa-838d-d9df99d07053.jpg.296x216.jpg', '万通国际 电梯公寓楼 格局简约 配套完善 地铁出行', '万通国际  | 1室1厅 | 35.99平米 | 西 | 简装', '高楼层(共30层)2015年建塔楼  -  澜石', '55万', '单价15283元/平米')
('https://image1.ljcdn.com/440600-inspection/e6d1a19d-4c21-43eb-be2a-a12e8d4e1f15.jpg.296x216.jpg', '荟丽精英城 电梯三房', '荟丽精英城  | 3室2厅 | 108平米 | 北 | 简装', '中楼层(共13层)2006年建塔楼  -  张槎', '142万', '单价13149元/平米')
('https://image1.ljcdn.com/440600-inspection/916c285c-da69-45b3-8033-f2cb392c2a10.JPG.296x216.jpg', '岭南天地 别墅社区 城央别墅', '岭南天地东华轩一期   | 独栋别墅 | 6室3厅 | 447.55平米 | 南 北 | 其他', '1层2011年建暂无数据  -  祖庙', '1300万', '单价29048元/平米')
('https://image1.ljcdn.com/440600-inspection/f833a70b-27c7-4e2e-b5d3-5880cc077295.jpg.296x216.jpg', '普君新城东苑 2室2厅 136万', '普君新城东苑  | 2室2厅 | 61平米 | 北 | 简装', '低楼层(共32层)2010年建塔楼  -  祖庙', '136万', '单价22296元/平米')
('https://image1.ljcdn.com/440600-inspection/21b04990-84b3-4d34-bc4d-f9c487e827cd.jpg.296x216.jpg', '保利天玺 5室2厅 574万', '保利天玺  | 5室2厅 | 287平米 | 南 北 | 毛坯', '中楼层(共40层)塔楼  -  岭南大道', '574万', '单价20000元/平米')
('https://image1.ljcdn.com/440600-inspection/f7a592fe-8ccc-4169-9b78-70db430faedd.jpg.296x216.jpg', '省元巷小区 3室2厅 85万', '省元巷小区  | 3室2厅 | 84.03平米 | 南 | 简装', '低楼层(共8层)板楼  -  南桂西', '85万', '单价10116元/平米')
('https://image1.ljcdn.com/440600-inspection/56f5d440-9774-4f70-b504-90df924b9d0a.JPG.296x216.jpg', '禅城绿地中心 4室2厅 275万', '禅城绿地中心  | 4室2厅 | 127.88平米 | 南 | 其他', '低楼层(共32层)2015年建塔楼  -  朝安', '275万', '单价21505元/平米')
('https://image1.ljcdn.com/440600-inspection/9dbd474f-2b32-4c66-bc6b-cc993ee18f46.jpg.296x216.jpg', '普君新城 新装修四房 *生活配套成熟', '普君新城普君北路5号  | 4室2厅 | 150平米 | 北 | 其他', '高楼层(共30层)2010年建塔楼  -  祖庙', '258万', '单价17200元/平米')
('https://image1.ljcdn.com/440600-inspection/fe376c93-2f87-48ed-a2dd-fd94a5b27329.jpg.296x216.jpg', '季华路 星星凯旋国际 清水毛坯房 户型大彩光好 有K', '星星凯旋国际  | 3室2厅 | 128平米 | 南 | 毛坯', '高楼层(共27层)2015年建塔楼  -  朝安', '305万', '单价23829元/平米')
('https://image1.ljcdn.com/440600-inspection/22bbccf4-9703-4c05-a2e1-ce9b6ad7d727.jpg.296x216.jpg', '百花总汇 3室2厅 87万', '百花总汇  | 3室2厅 | 111.69平米 | 东 | 其他', '高楼层(共9层)2014年建塔楼  -  祖庙', '87万', '单价7790元/平米')
('https://image1.ljcdn.com/440600-inspection/6bcbf3ca-492b-4a0a-a566-b92b52454eeb.jpg.296x216.jpg', '万通国际，精装南向，易商易居，交通便利', '万通国际  | 1室1厅 | 31.48平米 | 南 | 其他', '高楼层(共30层)2015年建塔楼  -  澜石', '43万', '单价13660元/平米')
('https://image1.ljcdn.com/440600-inspection/62c8b12b-02d2-4879-b666-4cf8c1a30497.jpg.296x216.jpg', '惠景城小区惠景三街 2室2厅 105万', '惠景城小区惠景三街  | 2室2厅 | 76平米 | 南 | 其他', '高楼层(共8层)1998年建塔楼  -  绿景', '105万', '单价13816元/平米')
('https://image1.ljcdn.com/440600-inspection/f829cd44-c589-483b-87bd-6ddb540f4250.jpg.296x216.jpg', '金地九珑壁 配套完善 交通方便', '金地九珑璧  | 2室1厅 | 74平米 | 东北 | 简装', '低楼层(共27层)2011年建塔楼  -  湖景', '146万', '单价19730元/平米')
('https://image1.ljcdn.com/440600-inspection/cef766cf-59fd-4ef3-8d8b-3ed5f8d323c0.jpg.296x216.jpg', '绿地未来城 毛坯单位 南向三房单位', '绿地未来城  | 3室2厅 | 87平米 | 南 | 其他', '高楼层(共16层)2014年建塔楼  -  张槎', '135万', '单价15518元/平米')
('https://image1.ljcdn.com/440600-inspection/019f9888-e33f-4f3f-9183-233204b87ff4.jpg.296x216.jpg', '佛山雅居乐花园曼克顿山 5室2厅 480万', '佛山雅居乐花园曼克顿山  | 5室2厅 | 205平米 | 南 北 | 毛坯', '低楼层(共28层)2010年建塔楼  -  魁奇', '480万', '单价23415元/平米')
('https://image1.ljcdn.com/440600-inspection/2d820e70-b2b1-4bd6-8831-8b1f1a993dac.jpg.296x216.jpg', '九鼎国际城 5室2厅 250万', '九鼎国际城  | 5室2厅 | 136平米 | 南 | 其他', '低楼层(共28层)2010年建塔楼  -  朝安', '250万', '单价18383元/平米')
('https://image1.ljcdn.com/440600-inspection/c8570b29-5a7b-41e9-acde-6569066d3089.jpg.296x216.jpg', '保利天玺 1室1厅 45万', '保利天玺  | 1室1厅 | 35.7平米 | 北 | 简装', '中楼层(共31层)2013年建塔楼  -  岭南大道', '45万', '单价12606元/平米')
('https://image1.ljcdn.com/440600-inspection/b570ff30-1f21-466a-a65f-19c57842dd5e.jpg.296x216.jpg', '永丰大厦 5室2厅 230万', '永丰大厦  | 5室2厅 | 218.89平米 | 东南 | 精装', '高楼层(共19层)1998年建塔楼  -  唐园', '230万', '单价10508元/平米')
('https://image1.ljcdn.com/440600-inspection/26e0e25e-af21-4e0c-8ba5-365afd33e461.jpg.296x216.jpg', '少有中高层的，业主很城售，价格已到点，快出手了', '佛山雅居乐花园曼克顿山  | 3室2厅 | 90.04平米 | 西南 | 其他', '中楼层(共30层)2010年建塔楼  -  魁奇', '188万', '单价20880元/平米')
('https://image1.ljcdn.com/440600-inspection/c0420710-1534-4971-9c84-ed55bc28cb18.jpg.296x216.jpg', '碧桂园城市花园 3房2厅 240万元', '碧桂园城市花园北区  | 3室2厅 | 127平米 | 西南 | 精装', '低楼层(共29层)2013年建塔楼  -  澜石', '230万', '单价18111元/平米')
('https://image1.ljcdn.com/440600-inspection/de5660a1-b57d-4aed-9331-10f3a71f6dc6.jpg.296x216.jpg', '万通国际 2室2厅 120.27万', '万通国际  | 2室2厅 | 80.18平米 | 东 南 | 其他', '高楼层(共30层)2015年建塔楼  -  澜石', '120.3万', '单价15000元/平米')
('https://image1.ljcdn.com/440600-inspection/0cae3451-d128-425e-8c58-a28b87426786.jpg.296x216.jpg', '紫薇花园 复式公寓 出售', '美誉紫薇花园  | 1室1厅 | 60.26平米 | 南 | 毛坯', '高楼层(共20层)2017年建塔楼  -  石湾', '66.3万', '单价11001元/平米')
('https://image1.ljcdn.com/440600-inspection/b35f3385-457c-4149-b003-f07dc562433a.jpg.296x216.jpg', '怡翠宏璟 3室2厅 300万', '怡翠宏璟  | 3室2厅 | 114平米 | 东南 西北 | 其他', '高楼层(共32层)2011年建塔楼  -  湖景', '300万', '单价26316元/平米')
('https://image1.ljcdn.com/440600-inspection/78485d1b-403c-4c50-b2e9-318205590687.jpg.296x216.jpg', '岭南天地尚苑 2室2厅 253万', '岭南天地尚苑  | 2室2厅 | 110平米 | 南 | 精装', '高楼层(共42层)2015年建塔楼  -  祖庙', '253万', '单价23000元/平米')
('https://image1.ljcdn.com/440600-inspection/f844f703-28d6-468f-a0b0-b4d78ada8c65.jpg.296x216.jpg', '万通国际 2室2厅 120.27万', '万通国际  | 2室2厅 | 80.18平米 | 东 南 | 其他', '高楼层(共30层)2015年建塔楼  -  澜石', '120.3万', '单价15000元/平米')
('https://image1.ljcdn.com/440600-inspection/1d84dd38-664f-4fa5-8269-4cabc7b14e68.jpg.296x216.jpg', '恒福湖景湾 3室2厅 270万', '恒福湖景湾  | 3室2厅 | 127平米 | 东南 | 其他', '低楼层(共18层)2003年建塔楼  -  湖景', '270万', '单价21260元/平米')
('https://image1.ljcdn.com/440600-inspection/f9aeff58-4c3d-488c-aec7-b4371b0e08d5.jpg.296x216.jpg', '玫瑰园 2室2厅 125万', '玫瑰园  | 2室2厅 | 95.57平米 | 北 | 精装', '中楼层(共8层)2001年建塔楼  -  绿景', '125万', '单价13080元/平米')
('https://image1.ljcdn.com/440600-inspection/dad04eda-0784-4c4f-a51e-97a472a22397.jpg.296x216.jpg', '公正路 3室2厅 95万', '公正路  | 3室2厅 | 120平米 | 西 | 其他', '中楼层(共7层)1990年建板楼  -  福升', '95万', '单价7917元/平米')
('https://image1.ljcdn.com/440600-inspection/953ee58f-e3c2-4c61-a87e-cc044e973469.JPG.296x216.jpg', '九鼎国际城 4室2厅 363万', '九鼎国际城  | 4室2厅 | 165.6平米 | 南 北 | 其他', '中楼层(共28层)2010年建塔楼  -  朝安', '363万', '单价21921元/平米')
('https://image1.ljcdn.com/440600-inspection/cb14e86c-b772-4aac-8a9e-45b54cd6e6fa.jpg.296x216.jpg', '星星华园国际 配套完善', '星星华园国际  | 4室2厅 | 204平米 | 南 | 毛坯', '高楼层(共31层)2013年建塔楼  -  季华', '460万', '单价22550元/平米')
('https://image1.ljcdn.com/440600-inspection/41dd936e-41a7-410b-aa2e-b0d5ff806504.jpg.296x216.jpg', '慧港国际 2室2厅 102万', '慧港国际  | 2室2厅 | 85平米 | 东南 | 其他', '低楼层(共16层)2008年建塔楼  -  澜石', '102万', '单价12000元/平米')
('https://image1.ljcdn.com/440600-inspection/e5e0a5f3-e472-43ec-92f8-8ee1102df1ad.jpg.296x216.jpg', '兆阳御花园小区优质标准四房', '兆阳御花园  | 4室2厅 | 202平米 | 南 | 精装', '低楼层(共26层)2015年建塔楼  -  绿景', '480万', '单价23763元/平米')
('https://image1.ljcdn.com/440600-inspection/b57ff131-993e-43f4-88ef-964c4f97c38b.jpg.296x216.jpg', '星星凯旋国际 3室2厅 217万', '星星凯旋国际  | 3室2厅 | 89平米 | 南 | 其他', '中楼层(共31层)2015年建塔楼  -  朝安', '217万', '单价24383元/平米')
('https://image1.ljcdn.com/440600-inspection/3ced0a04-f03d-4dc8-ab50-87106dca602e.jpg.296x216.jpg', '季华新景园 4室2厅 245万', '季华新景园  | 4室2厅 | 214平米 | 北 | 简装', '高楼层(共20层)2000年建塔楼  -  季华', '245万', '单价11449元/平米')
('https://image1.ljcdn.com/440600-inspection/dec542a2-62f1-4abe-96a9-d90eca5a83f9.jpg.296x216.jpg', '东建世纪广场 4房出售 电梯', '东建世纪广场  | 4室2厅 | 184平米 | 南 北 | 其他', '高楼层(共21层)塔楼  -  季华', '230万', '单价12500元/平米')
('https://image1.ljcdn.com/440600-inspection/29ad756b-af21-4338-a7a7-b235adaa9d27.jpg.296x216.jpg', '同华社区 4室2厅 112万', '同华社区  | 4室2厅 | 113平米 | 北 | 简装', '高楼层(共8层)板楼  -  同济', '112万', '单价9912元/平米')
('https://image1.ljcdn.com/440600-inspection/1f35373d-df40-49e1-834e-5e782718875e.jpg.296x216.jpg', '普君新城东苑 电梯精装两房', '普君新城东苑  | 2室2厅 | 74平米 | 北 | 精装', '低楼层(共28层)2010年建塔楼  -  祖庙', '150万', '单价20271元/平米')
('https://image1.ljcdn.com/440600-inspection/6ccf6732-ca3e-422e-bab2-f7812f3fe051.jpg.296x216.jpg', '时代云图 朝安地铁 精装修实用四房 未住过 南向望花园', '时代云图苑  | 4室2厅 | 118平米 | 南 | 精装', '中楼层(共29层)2015年建塔楼  -  朝安', '258万', '单价21865元/平米')
('https://image1.ljcdn.com/440600-inspection/5865cba8-10dc-4be7-ba63-893ac46ec2d1.jpg.296x216.jpg', '联运小区 2室2厅 85万', '联运小区  | 2室2厅 | 88.71平米 | 南 | 其他', '中楼层(共8层)板楼  -  张槎', '85万', '单价9582元/平米')
('https://image1.ljcdn.com/440600-inspection/d5e01917-3795-41cc-ab77-9e383ab88828.jpg.296x216.jpg', '金地九珑璧 四房两厅 毛坏出售', '金地九珑璧  | 4室2厅 | 171.5平米 | 南 | 毛坯', '中楼层(共27层)2011年建塔楼  -  湖景', '430万', '单价25073元/平米')
('https://image1.ljcdn.com/440600-inspection/51853690-1499-4f9d-874b-8f36cb683107.jpg.296x216.jpg', '绿地未来城 电梯洋房 花园小区', '绿地未来城  | 3室1厅 | 85.11平米 | 南 | 其他', '低楼层(共10层)2015年建塔楼  -  张槎', '135万', '单价15862元/平米')
('https://image1.ljcdn.com/440600-inspection/3a2183b5-eb37-42f4-8632-9686e47d3cb1.jpg.296x216.jpg', '慧港国际 2室2厅 115万', '慧港国际  | 2室2厅 | 95.95平米 | 东北 | 其他', '低楼层(共16层)2008年建塔楼  -  澜石', '115万', '单价11986元/平米')
('https://image1.ljcdn.com/440600-inspection/50ab436f-d11a-4b60-b9ad-1d935d5bd506.jpg.296x216.jpg', '莲花大厦 电梯南向两房', '莲花大厦  | 2室2厅 | 94平米 | 南 | 其他', '中楼层(共17层)2004年建塔楼  -  祖庙', '108万', '单价11490元/平米')
('https://image1.ljcdn.com/440600-inspection/31eb5452-1a5d-4612-b131-1eda4df6265f.jpg.296x216.jpg', '名汇大厦 3室2厅 168万', '名汇大厦  | 3室2厅 | 119平米 | 南 | 其他', '中楼层(共28层)2002年建塔楼  -  祖庙', '168万', '单价14118元/平米')
('https://image1.ljcdn.com/440600-inspection/9c65faf4-93eb-4411-8753-5d7fc191c006.jpg.296x216.jpg', '保利天玺 格局方正 交通便利', '保利天玺  | 1室1厅 | 43平米 | 南 | 精装', '高楼层(共31层)2013年建塔楼  -  岭南大道', '50万', '单价11628元/平米')
