('https://image1.ljcdn.com/340100-inspection/f6c652fb-13e0-4b6b-9275-9ce8211bc4d4.JPG.296x216.jpg', '北城世纪城泽徽苑 3室2厅 127万', '北城世纪城泽徽苑  | 3室2厅 | 96.97平米 | 南 | 其他', '高楼层(共34层)2015年建塔楼  -  北城', '127万', '单价13097元/平米')
('https://image1.ljcdn.com/340100-inspection/36bc6f95-b16b-4c68-a57f-bd3ca90df9c7.JPG.296x216.jpg', '北城世纪城禄徽苑 3室2厅 103万', '北城世纪城禄徽苑  | 3室2厅 | 95.37平米 | 南 | 其他', '低楼层(共30层)2016年建塔楼  -  北城', '103万', '单价10801元/平米')
('https://image1.ljcdn.com/340100-inspection/13d8b9c0-4a7c-4f78-9540-8610dbf35bda.jpg.296x216.jpg', '北城世纪城帝徽苑 3室1厅 110万', '北城世纪城帝徽苑  | 3室1厅 | 98.82平米 | 南 北 | 其他', '低楼层(共28层)2012年建塔楼  -  北城', '110万', '单价11132元/平米')
('https://image1.ljcdn.com/340100-inspection/25003fca-8e95-4876-8b5c-81ebb2a68573.JPG.296x216.jpg', '和徽苑，大两房。小区前排，无遮挡，带车位。', '北城世纪城和徽苑  | 2室1厅 | 81.02平米 | 南 | 其他', '低楼层(共33层)2014年建塔楼  -  北城', '93万', '单价11479元/平米')
('https://image1.ljcdn.com/340100-inspection/5ab0b228-e9e6-47af-b63f-6d8e721629ab.JPG.296x216.jpg', '恒大大三房，大客厅，中间楼层。', '恒大帝景  | 3室2厅 | 138平米 | 南 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '155万', '单价11232元/平米')
('https://image1.ljcdn.com/340100-inspection/0e4ab820-ef72-4eb2-9df5-6c4edf349e10.JPG.296x216.jpg', '北城中环城毛坯三房，中间楼层，边户看房方便。', '北城中环城  | 3室2厅 | 96平米 | 南 | 其他', '中楼层(共33层)2010年建塔楼  -  北城', '105万', '单价10938元/平米')
('https://image1.ljcdn.com/340100-inspection/9a2791ba-566e-4738-8ba5-16964eceb5ac.JPG.296x216.jpg', '北城世纪城腾徽苑 3室2厅 108万', '北城世纪城腾徽苑  | 3室2厅 | 96.4平米 | 南 | 其他', '高楼层(共33层)2013年建塔楼  -  北城', '108万', '单价11204元/平米')
('https://image1.ljcdn.com/340100-inspection/c03c22a2-e4bc-431b-ab28-4f295ef953d8.JPG.296x216.jpg', '京冠御园华府三房   户型方正   视野开阔', '京冠御园华府  | 3室2厅 | 88.55平米 | 南 | 其他', '高楼层(共33层)塔楼  -  北城', '107万', '单价12084元/平米')
('https://image1.ljcdn.com/340100-inspection/05e26d2b-e88b-4802-8291-5d88119e3c86.JPG.296x216.jpg', '恒大帝景 3室2厅 135万', '恒大帝景  | 3室2厅 | 110平米 | 南 | 其他', '中楼层(共33层)2015年建塔楼  -  北城', '135万', '单价12273元/平米')
('https://image1.ljcdn.com/340100-inspection/c1aee509-5938-4f3e-9f94-54259803917d.jpg.296x216.jpg', '力高共和城 2室2厅 93万', '力高共和城  | 2室2厅 | 88.58平米 | 南 | 其他', '低楼层(共11层)2012年建板楼  -  北城', '93万', '单价10499元/平米')
('https://image1.ljcdn.com/340100-inspection/c89ffef2-09ec-408a-9f36-aee8e2bb7bde.JPG.296x216.jpg', '润地星城 3室2厅 123万', '润地星城  | 3室2厅 | 106.7平米 | 南 | 其他', '高楼层(共18层)2008年建塔楼  -  北城', '123万', '单价11528元/平米')
('https://image1.ljcdn.com/340100-inspection/c50aae63-8ae0-489d-8e7b-829e7f917b5d.JPG.296x216.jpg', '北城世纪城瑞徽苑 3室2厅 112万', '北城世纪城瑞徽苑  | 3室2厅 | 93.24平米 | 南 | 其他', '高楼层(共33层)2013年建塔楼  -  北城', '112万', '单价12013元/平米')
('https://image1.ljcdn.com/340100-inspection/a375bed7-ba0c-424c-9612-e02c3f57ea71.JPG.296x216.jpg', '北城鸿徽苑，毛坯正四房，双阳台，配套成熟，南北通透', '鸿徽苑  | 4室2厅 | 130平米 | 南 北 | 其他', '低楼层(共33层)2012年建塔楼  -  北城', '123万', '单价9462元/平米')
('https://image1.ljcdn.com/340100-inspection/fac401b1-76d6-4dbe-8a76-352e240aeeb1.jpg.296x216.jpg', '力高共和城 3室2厅 102万', '力高共和城  | 3室2厅 | 83.96平米 | 南 | 其他', '低楼层(共33层)塔楼  -  北城', '102万', '单价12149元/平米')
('https://image1.ljcdn.com/340100-inspection/99778c2a-df80-4015-9106-1bd53c63fc71.jpg.296x216.jpg', '庆徽苑 3室2厅 130万', '庆徽苑  | 3室2厅 | 106平米 | 南 | 其他', '中楼层(共34层)2016年建塔楼  -  北城', '130万', '单价12265元/平米')
('https://image1.ljcdn.com/340100-inspection/7e22aea6-df96-4082-afc2-ef82c68862c3.JPG.296x216.jpg', '润地星城 5室3厅 135万', '润地星城  | 5室3厅 | 168.76平米 | 南 北 | 其他', '高楼层(共6层)2008年建塔楼  -  北城', '135万', '单价8000元/平米')
('', '恒大帝景 3室2厅 160万', '恒大帝景  | 3室2厅 | 136.99平米 | 南 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '160万', '单价11680元/平米')
('https://image1.ljcdn.com/340100-inspection/42e50d6c-e12c-4390-9268-9497e16cb332.JPG.296x216.jpg', '北城世纪城康徽苑  边户 中间楼层 采光没有影响', '北城世纪城康徽苑  | 3室2厅 | 96平米 | 南 北 | 其他', '中楼层(共34层)板楼  -  北城', '115万', '单价11980元/平米')
('https://image1.ljcdn.com/340100-inspection/7c06a2da-8df4-4874-a309-dabea5c8f6f2.jpg.296x216.jpg', '金大地翡翠公馆 3室2厅 120万', '金大地翡翠公馆  | 3室2厅 | 100平米 | 南 | 其他', '中楼层(共34层)塔楼  -  北城', '120万', '单价12000元/平米')
('https://image1.ljcdn.com/340100-inspection/df9da876-481e-4604-8134-ec28054feb9b.JPG.296x216.jpg', '恒泰但丁堡阿奎利亚 3室2厅 138万', '恒泰但丁堡阿奎利亚  | 3室2厅 | 105平米 | 南 北 | 其他', '低楼层(共18层)2010年建塔楼  -  北城', '138万', '单价13143元/平米')
('', '北城世纪城吉徽苑 3室2厅 110万', '北城世纪城吉徽苑  | 3室2厅 | 94平米 | 南 | 其他', '中楼层(共33层)2013年建塔楼  -  北城', '110万', '单价11703元/平米')
('https://image1.ljcdn.com/340100-inspection/07d2223e-a7e5-41d7-82a9-606f72ec55cc.JPG.296x216.jpg', '北城世纪城禄徽苑 2室2厅 92.5万', '北城世纪城禄徽苑  | 2室2厅 | 80.57平米 | 南 | 其他', '中楼层(共32层)2016年建塔楼  -  北城', '92.5万', '单价11481元/平米')
('https://image1.ljcdn.com/340100-inspection/d8bec4c7-4687-4a42-b7aa-e0c09d5c313f.JPG.296x216.jpg', '裕徽苑边户精装修，满两年户型方正', '北城世纪城裕徽苑  | 3室2厅 | 91.41平米 | 南 北 | 其他', '低楼层(共33层)2014年建塔楼  -  北城', '112万', '单价12253元/平米')
('https://image1.ljcdn.com/340100-inspection/57347797-d504-447c-9c56-a5dad409fdce.jpg.296x216.jpg', '金大地翡翠公馆 3室2厅 125万', '金大地翡翠公馆  | 3室2厅 | 100平米 | 南 | 其他', '中楼层(共34层)塔楼  -  北城', '125万', '单价12500元/平米')
('https://image1.ljcdn.com/340100-inspection/45b93793-6e98-43fd-ab9d-404e43987df4.JPG.296x216.jpg', '金地雅苑 2室2厅 95万', '金地雅苑  | 2室2厅 | 93平米 | 南 | 其他', '高楼层(共6层)暂无数据  -  北城', '95万', '单价10216元/平米')
('', '国徽苑 2室2厅 106万', '国徽苑  | 2室2厅 | 92平米 | 南 北 | 其他', '中楼层(共33层)2013年建塔楼  -  北城', '106万', '单价11522元/平米')
('https://image1.ljcdn.com/340100-inspection/f1117bb4-77ca-459b-99fd-d16e0f340a38.JPG.296x216.jpg', '恒大帝景 2室2厅 105万', '恒大帝景  | 2室2厅 | 85.13平米 | 南 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '105万', '单价12335元/平米')
('https://image1.ljcdn.com/340100-inspection/2c462c81-24f9-4f56-8674-33195755fead.JPG.296x216.jpg', '鸿徽苑中装两居室满两年诚心出售', '鸿徽苑  | 2室2厅 | 72.27平米 | 南 | 其他', '低楼层(共33层)2012年建塔楼  -  北城', '76万', '单价10517元/平米')
('https://image1.ljcdn.com/340100-inspection/3d090576-602d-48bf-a9c0-1132669f13af.JPG.296x216.jpg', '润地星城 4室2厅 100万', '润地星城  | 4室2厅 | 126.3平米 | 南 | 其他', '高楼层(共6层)2008年建塔楼  -  北城', '100万', '单价7918元/平米')
('https://image1.ljcdn.com/340100-inspection/ccc58ddb-e6a2-415a-80b1-51eafef26f53.JPG.296x216.jpg', '国徽苑边户四房，精装修婚房，附赠全套家具家电', '国徽苑  | 4室2厅 | 129.94平米 | 南 | 其他', '低楼层(共26层)2013年建塔楼  -  北城', '142万', '单价10929元/平米')
('https://image1.ljcdn.com/340100-inspection/a2709b21-f53b-486f-9474-163fff35e48e.jpg.296x216.jpg', '融科梧桐里 3室2厅 108万', '融科梧桐里  | 3室2厅 | 89平米 | 南 | 其他', '中楼层(共34层)2017年建塔楼  -  北城', '108万', '单价12135元/平米')
('https://image1.ljcdn.com/340100-inspection/4d737565-3481-4910-811b-6e5fdd9dafd3.jpg.296x216.jpg', '瑞龙花园 湖景房 做北朝南  满五年 视野开阔', '瑞龙花园  | 3室2厅 | 90.93平米 | 南 | 其他', '高楼层(共18层)塔楼  -  北城', '95万', '单价10448元/平米')
('https://image1.ljcdn.com/340100-inspection/bfa96d57-95f3-4af2-94bb-182866fe0459.JPG.296x216.jpg', '鸿徽苑四居室 满五唯一 无按揭 诚心出售', '鸿徽苑  | 4室2厅 | 129.63平米 | 南 北 | 简装', '低楼层(共33层)2012年建塔楼  -  北城', '131万', '单价10106元/平米')
('https://image1.ljcdn.com/340100-inspection/3cc4722c-2aa0-40e7-89d3-060d9025546d.jpg.296x216.jpg', '文一名门北郡 3室2厅 108万', '文一名门北郡  | 3室2厅 | 93.56平米 | 南 北 | 其他', '低楼层(共8层)板楼  -  北城', '108万', '单价11544元/平米')
('https://image1.ljcdn.com/340100-inspection/8af5a480-2abd-4df1-a99c-cd209847c7ac.JPG.296x216.jpg', '国徽苑 满两年 简单装修  送车位', '国徽苑  | 3室1厅 | 131平米 | 南 | 其他', '中楼层(共33层)2013年建塔楼  -  北城', '137万', '单价10459元/平米')
('', '新慧金水岸北区 3室1厅 113万', '新慧金水岸北区  | 3室1厅 | 119平米 | 南 | 其他', '中楼层(共18层)塔楼  -  北城', '113万', '单价9496元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload5adb19b2-37cd-4fe1-b539-1426cbcca7ae.JPG.296x216.jpg', '阿奎利亚 米兰堡 中间楼层 正气三房 南北通透', '恒泰米兰堡  | 3室2厅 | 109平米 | 南 北 | 其他', '高楼层(共6层)2012年建板楼  -  北城', '120万', '单价11010元/平米')
('https://image1.ljcdn.com/340100-inspection/7e1dec8e-705f-42bd-bf13-8242eea66287.JPG.296x216.jpg', '力高共和城大两居 精装满五年 中间楼层 公摊面积小', '力高共和城  | 2室2厅 | 88.19平米 | 南 | 其他', '中楼层(共11层)2012年建板楼  -  北城', '100万', '单价11340元/平米')
('https://image1.ljcdn.com/340100-inspection/c5623857-e4a4-44ef-bcf6-39f579560eb8.jpg.296x216.jpg', '恒大帝景 2室1厅 105万', '恒大帝景  | 2室1厅 | 86平米 | 南 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '105万', '单价12210元/平米')
('https://image1.ljcdn.com/340100-inspection/ad68e7a0-ae49-4045-b484-c13702659cb9.jpg.296x216.jpg', '恒泰米兰堡 3室2厅 160万', '恒泰米兰堡  | 3室2厅 | 100.89平米 | 南 北 | 其他', '中楼层(共18层)2012年建塔楼  -  北城', '160万', '单价15859元/平米')
('', '北城中环城 3室2厅 120万', '北城中环城  | 3室2厅 | 96平米 | 南 北 | 其他', '高楼层(共33层)2010年建塔楼  -  北城', '120万', '单价12500元/平米')
('https://image1.ljcdn.com/340100-inspection/a93fc824-553f-4a7f-8825-b11fa1bccb99.JPG.296x216.jpg', '中奥花园，三室精装，采光好通风好。', '中奥花园  | 3室2厅 | 91.03平米 | 南 | 其他', '高楼层(共6层)2012年建板塔结合  -  北城', '103万', '单价11315元/平米')
('https://image1.ljcdn.com/340100-inspection/a9ea2620-a008-4896-ab9d-d638dfa4b1ba.jpg.296x216.jpg', '小区最前排，毛坯两房，南北通透，带车位。', '北城世纪城和徽苑  | 2室1厅 | 81.02平米 | 南 北 | 毛坯', '高楼层(共33层)2014年建塔楼  -  北城', '97万', '单价11973元/平米')
('https://image1.ljcdn.com/340100-inspection/25722dbe-f6cd-4a47-bef0-8063aac26398.jpg.296x216.jpg', '和昌都汇华郡中户两房，精装修满两年', '和昌都汇华郡  | 2室2厅 | 83.9平米 | 南 | 其他', '中楼层(共34层)2014年建塔楼  -  北城', '138万', '单价16449元/平米')
('https://image1.ljcdn.com/340100-inspection/bc164478-96fd-47c9-8e30-dd24c77e6537.jpg.296x216.jpg', '恒泰悦城 3室2厅 112万', '恒泰悦城  | 3室2厅 | 63平米 | 南 北 | 其他', '高楼层(共19层)2012年建塔楼  -  北城', '112万', '单价17778元/平米')
('', '金大地翡翠公馆 3室2厅 138万', '金大地翡翠公馆  | 3室2厅 | 95平米 | 南 | 其他', '中楼层(共8层)板楼  -  北城', '138万', '单价14527元/平米')
('https://image1.ljcdn.com/340100-inspection/0332dad4-f31b-4a66-9487-7e957ee71f50.JPG.296x216.jpg', '恒大帝景 3室2厅 152万', '恒大帝景  | 3室2厅 | 133.35平米 | 南 北 | 其他', '中楼层(共33层)2015年建塔楼  -  北城', '152万', '单价11399元/平米')
('https://image1.ljcdn.com/340100-inspection/fda08409-a9b5-41ea-bddb-6651dd088b6c.jpg.296x216.jpg', '北城世纪城泽徽苑 4室2厅 135万', '北城世纪城泽徽苑  | 4室2厅 | 129.26平米 | 南 | 其他', '中楼层(共33层)2015年建塔楼  -  北城', '135万', '单价10445元/平米')
('https://image1.ljcdn.com/340100-inspection/4d57c754-9d67-4db0-aeb9-74a4d42f2258.JPG.296x216.jpg', '北城世纪城吉徽苑 3室2厅 113万', '北城世纪城吉徽苑  | 3室2厅 | 91.5平米 | 南 北 | 其他', '低楼层(共33层)2013年建塔楼  -  北城', '113万', '单价12350元/平米')
('https://image1.ljcdn.com/340100-inspection/e8b451a2-97f2-44b3-87b1-4c9c5c6f534c.JPG.296x216.jpg', '恒大帝景标准两房，自带精装修，看房可约。', '恒大帝景  | 2室2厅 | 84.12平米 | 南 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '112万', '单价13315元/平米')
('', '阿奎利亚理想家 3室2厅 120万', '阿奎利亚理想家  | 3室2厅 | 97平米 | 南 | 其他', '中楼层(共11层)2013年建板塔结合  -  北城', '120万', '单价12372元/平米')
('https://image1.ljcdn.com/340100-inspection/cdd545e5-da0f-41d0-b383-cab754357ada.JPG.296x216.jpg', '阿奎利亚上学苑 3室2厅 117万', '阿奎利亚上学苑  | 3室2厅 | 99.68平米 | 南 | 其他', '低楼层(共18层)2012年建塔楼  -  北城', '117万', '单价11738元/平米')
('https://image1.ljcdn.com/340100-inspection/4cf825e5-ea14-4be8-8c13-209d5d31f76c.JPG.296x216.jpg', '和昌都汇华郡精装两居室，户型方正，采光好', '和昌都汇华郡  | 2室1厅 | 82.9平米 | 南 | 其他', '低楼层(共34层)2014年建塔楼  -  北城', '112万', '单价13511元/平米')
('https://image1.ljcdn.com/340100-inspection/13b5a1a2-6d2a-4418-ac10-9e9ec98dd5ab.jpg.296x216.jpg', '新慧金水岸北区 3室2厅 82万', '新慧金水岸北区  | 3室2厅 | 89.9平米 | 南 | 其他', '高楼层(共33层)塔楼  -  北城', '82万', '单价9122元/平米')
('https://image1.ljcdn.com/340100-inspection/6096bcee-264c-4d6f-83a7-b256d4cca034.JPG.296x216.jpg', '庆徽苑106平3房对外出售位置正中', '庆徽苑  | 3室2厅 | 105.69平米 | 南 | 其他', '低楼层(共34层)2016年建塔楼  -  北城', '120万', '单价11354元/平米')
('https://image1.ljcdn.com/340100-inspection/bbc1200f-b82d-4f80-ad3b-ddf717098a25.jpg.296x216.jpg', '瑞龙花园 湖景房 精装修户型南北通 带大露台', '瑞龙花园  | 4室2厅 | 111.02平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  北城', '121万', '单价10899元/平米')
('', '恒泰悦城 3室2厅 100万', '恒泰悦城  | 3室2厅 | 65平米 | 南 | 其他', '低楼层(共19层)2012年建塔楼  -  北城', '100万', '单价15385元/平米')
('https://image1.ljcdn.com/340100-inspection/dc6af59b-82ca-42d1-aa6d-3599fed827a9.JPG.296x216.jpg', '北城世纪城鸿徽苑 三房朝南 满两年  简单装', '鸿徽苑  | 3室2厅 | 95.21平米 | 南 | 其他', '中楼层(共26层)2012年建塔楼  -  北城', '115万', '单价12079元/平米')
('https://image1.ljcdn.com/340100-inspection/d44081a7-517d-48ef-b9dd-5416f3534a94.JPG.296x216.jpg', '三房朝南   带车位   满二年  简装', '北城世纪城和徽苑  | 3室2厅 | 94平米 | 南 | 其他', '高楼层(共33层)2014年建塔楼  -  北城', '113.5万', '单价12075元/平米')
('https://image1.ljcdn.com/340100-inspection/106f23ff-3b37-421f-b079-b76a52736b20.JPG.296x216.jpg', '新慧金水岸南区 2室1厅 89万', '新慧金水岸南区  | 2室1厅 | 77.32平米 | 南 | 其他', '高楼层(共18层)2011年建板塔结合  -  北城', '89万', '单价11511元/平米')
('https://image1.ljcdn.com/340100-inspection/1f705e38-dc9a-4b43-9d74-7722f2790459.jpg.296x216.jpg', '阿奎利亚理想家 3室2厅 110万', '阿奎利亚理想家  | 3室2厅 | 84平米 | 南 北 | 其他', '中楼层(共6层)2013年建板塔结合  -  北城', '110万', '单价13096元/平米')
('https://image1.ljcdn.com/340100-inspection/23aa77e2-f01e-447e-8866-3685d74cd2f4.JPG.296x216.jpg', '和昌都汇华郡两居室低楼层小区位置好', '和昌都汇华郡  | 2室2厅 | 83.9平米 | 南 | 其他', '低楼层(共34层)2014年建塔楼  -  北城', '123万', '单价14661元/平米')
('', '北城中环城 3室2厅 130万', '北城中环城  | 3室2厅 | 98.82平米 | 南 北 | 其他', '中楼层(共24层)2010年建塔楼  -  北城', '130万', '单价13156元/平米')
('https://image1.ljcdn.com/340100-inspection/4f17a64a-1923-4c7a-975e-03572a110c2c.JPG.296x216.jpg', '恒大帝景 3室2厅 146万', '恒大帝景  | 3室2厅 | 121.22平米 | 南 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '146万', '单价12045元/平米')
('https://image1.ljcdn.com/340100-inspection/7ed3161e-e2de-4bc9-9b9d-8498d7cf8eba.JPG.296x216.jpg', '北城世纪城瑞徽苑 2室2厅 97万', '北城世纪城瑞徽苑  | 2室2厅 | 77.89平米 | 南 | 其他', '高楼层(共33层)2013年建塔楼  -  北城', '97万', '单价12454元/平米')
('https://image1.ljcdn.com/340100-inspection/9168a1b8-346e-43b3-9723-7e7cf80ab376.jpg.296x216.jpg', '京城国际 3室2厅 117万', '京城国际  | 3室2厅 | 94平米 | 南 北 | 其他', '高楼层(共33层)2014年建塔楼  -  北城', '117万', '单价12447元/平米')
('https://image1.ljcdn.com/340100-inspection/708ebe4a-d2ab-4ce6-acc2-fb9afda516b5.JPG.296x216.jpg', '北城中环城 3室2厅 106万', '北城中环城  | 3室2厅 | 99.22平米 | 南 北 | 毛坯', '中楼层(共32层)2010年建塔楼  -  北城', '106万', '单价10684元/平米')
('https://image1.ljcdn.com/340100-inspection/0964cc61-3496-4e2d-a76b-c44555975980.JPG.296x216.jpg', '圣联科瑞北郡  精装两房  中间楼层', '圣联科瑞北郡  | 2室2厅 | 93.17平米 | 南 | 其他', '高楼层(共25层)塔楼  -  北城', '100万', '单价10734元/平米')
('', '恒大帝景 1室1厅 70万', '恒大帝景  | 1室1厅 | 52.9平米 | 南 | 其他', '高楼层(共33层)2015年建塔楼  -  北城', '70万', '单价13233元/平米')
('https://image1.ljcdn.com/340100-inspection/47dc6aa8-e246-4039-aea7-44d949f5bff8.JPG.296x216.jpg', '恒泰风格城市 2室1厅 76万', '恒泰风格城市  | 2室1厅 | 59.19平米 | 东北 | 其他', '中楼层(共33层)2012年建塔楼  -  北城', '76万', '单价12841元/平米')
