('https://image1.ljcdn.com/shfdfs-image/20170513/541a8d1f-99cd-4d95-844a-58e16d808346.jpg.296x216.jpg', '内环内 05年次新小区 小户型电梯房 房型正气两室两厅', '中兴财富国际公寓  | 2室2厅 | 79.48平米 | 东南 | 精装 | 有电梯', '低楼层(共34层)2005年建板楼  -  不夜城', '548万', '单价68949元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1c2527f2-1ba8-4653-9b6a-8379cbee2f7f.png.296x216.jpg', '乐业公寓，新出全南高区电梯房，满五唯一税少，有钥匙', '乐业公寓  | 2室1厅 | 80.85平米 | 南 | 简装 | 有电梯', '高楼层(共20层)1999年建塔楼  -  闸北公园', '515万', '单价63699元/平米')
('https://image1.ljcdn.com/310000-inspection/ed6bc6a7-0293-4ebb-bac4-6ef57a5c9128.JPG.296x216.jpg', '阳曲小区 2室1厅 265万', '阳曲小区  | 2室1厅 | 57.71平米 | 东南 | 精装 | 无电梯', '低楼层(共6层)1990年建板楼  -  彭浦', '265万', '单价45920元/平米')
('https://image1.ljcdn.com/310000-inspection/47eea0bb-0e66-4e5b-bded-ce3ec7dc873e.JPG.296x216.jpg', '新静安11年次新电梯房，高区南北通，送20万婚房装修', '和源名城  | 2室2厅 | 76.81平米 | 南 北 | 精装 | 有电梯', '中楼层(共29层)2011年建板楼  -  彭浦', '450万', '单价58587元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161102/9dc99fcf-d993-4e2f-a2a9-8f53117b2c7a.jpg.296x216.jpg', '地铁一号线马戏城站，新梅共和城，满五税少，看房方便', '新梅共和城  | 2室2厅 | 98.23平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2003年建板楼  -  大宁', '730万', '单价74316元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171119/463b3c35-e05e-4407-9d8c-886181db7713.jpg.296x216.jpg', '位于闸北公园2000年的小区，单价低，总价低，户型正气', '旭阳苑  | 2室2厅 | 86.56平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2000年建板楼  -  闸北公园', '520万', '单价60074元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171209/c1dfa058-b8fd-4bf1-9ca0-a8777a8c371c.jpg.296x216.jpg', '平顺小区 小户型 总价低 非顶楼 税费少 随时看房', '平顺小区  | 1室1厅 | 31.18平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1983年建板楼  -  彭浦', '160万', '单价51315元/平米')
('https://image1.ljcdn.com/310000-inspection/5116d7c5-3a00-44f2-ac41-08763b1fdff4.jpg.296x216.jpg', '盛源家豪城高区南北两房+视野开阔采光好+近地铁一号线', '盛源家豪城  | 2室2厅 | 106.38平米 | 南 | 精装 | 有电梯', '高楼层(共26层)2008年建板楼  -  大宁', '820万', '单价77083元/平米')
('https://image1.ljcdn.com/310000-inspection/752b6678-d4b3-4a4d-8904-60ed05b8f4df.jpg.296x216.jpg', '兴泉小区，改建完毕，一楼两房，诚意出售。', '兴泉小区  | 2室1厅 | 61.97平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)1996年建板楼  -  彭浦', '275万', '单价44377元/平米')
('https://image1.ljcdn.com/310000-inspection/test-83d618eb-9ead-4c25-8665-3aa35a4c9ed5.png.296x216.jpg', '全南户型  业主诚意出售  无遮挡  品质小区', '阳城贵都  | 2室2厅 | 84.86平米 | 南 | 简装 | 有电梯', '低楼层(共11层)2009年建板楼  -  阳城', '570万', '单价67170元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploade852bef7-c157-4732-abfa-695a8c1e2877.jpg.296x216.jpg', '动迁房，满五年，税费少，房型正气、南北通风有钥匙', '盛世馨园  | 3室2厅 | 106.56平米 | 南 | 毛坯 | 无电梯', '低楼层(共5层)2004年建板楼  -  永和', '600万', '单价56307元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload72a8866e-5985-4daf-8d17-942f58a09df5.JPG.296x216.jpg', '小区环境好，低总价一室一厅，采光充足，前排无遮挡', '彭浦新村  | 1室1厅 | 42.46平米 | 南 | 简装 | 无电梯', '低楼层(共5层)1983年建板楼  -  彭浦', '208万', '单价48988元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload764881e3-8541-42fe-a369-f17f7ed27214.JPG.296x216.jpg', '闻喜路251弄精装修一室户+房型正气+小区位置', '闻喜路251弄  | 1室1厅 | 40.66平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1987年建板楼  -  彭浦', '180万', '单价44270元/平米')
('https://image1.ljcdn.com/310000-inspection/b2b64f1f-774a-4566-a4cc-375fb02b99e4.jpg.296x216.jpg', '中环内电梯复式 8复9 一梯两户 满五年唯一税少', '星城美景苑  | 6室2厅 | 204.76平米 | 南 北 | 简装 | 有电梯', '高楼层(共8层)2003年建板楼  -  阳城', '1280万', '单价62513元/平米')
('https://image1.ljcdn.com/310000-inspection/test-32942d06-ca68-4b2d-8529-f15020b61331.png.296x216.jpg', '全南户型钥匙房！满五年，光线明亮适合婚房，安静位置', '牡丹苑(闸北)  | 2室1厅 | 43.41平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1980年建板楼  -  闸北公园', '260万', '单价59895元/平米')
('https://image1.ljcdn.com/310000-inspection/test-7456f13c-db52-4b68-b1be-7f2bc0eb8713.png.296x216.jpg', '地铁3/4/8VR看房+内环新静安+出门2小+采光早晚不间断', '复元坊  | 2室1厅 | 71.66平米 | 南 | 简装 | 有电梯', '中楼层(共20层)1994年建塔楼  -  西藏北路', '522万', '单价72844元/平米')
('https://image1.ljcdn.com/310000-inspection/test-5eaeddf2-cdb1-49e1-aea0-40a9e3584d0a.png.296x216.jpg', '万荣小区 2室1厅 308万', '万荣小区  | 2室1厅 | 53.27平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1994年建板楼  -  阳城', '308万', '单价57819元/平米')
('https://image1.ljcdn.com/310000-inspection/f7264064-6eb6-4beb-af9b-ce8b2a37b484.jpg.296x216.jpg', '二楼+无遮挡+一梯两户+南北户型+灵石公园+大宁国际', '绿苑(闸北)  | 2室2厅 | 74.01平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)1997年建板楼  -  大宁', '465万', '单价62830元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161102/683191f4-20b4-4b9b-ba73-c01208c66a6a.jpg.296x216.jpg', '洛川东路400弄 满五唯一 1T2户 全明户型', '洛川东路400弄  | 2室1厅 | 55.69平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1980年建板楼  -  闸北公园', '320万', '单价57461元/平米')
('https://image1.ljcdn.com/shfdfs-image/20151018/adfa76ea-0f85-4b3c-806a-746c28bf2ae5.jpg.296x216.jpg', '业主诚意出售 ，全明户型，采光充足，小区配套成熟', '北海新苑  | 1室1厅 | 48.47平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1994年建板楼  -  阳城', '198万', '单价40851元/平米')
('https://image1.ljcdn.com/310000-inspection/test-4b459d11-2594-452d-b572-147e6fcb4cb6.png.296x216.jpg', '双南户型，双阳台，可带车位出售，采光无遮挡婚房装修', '嘉利明珠城  | 2室2厅 | 92.8平米 | 南 | 精装 | 有电梯', '低楼层(共27层)2005年建板楼  -  闸北公园', '630万', '单价67888元/平米')
('https://image1.ljcdn.com/310000-inspection/76c6608c-3f03-4870-a763-7197ea13013d.jpg.296x216.jpg', '慧芝湖花园 3室2厅 1220万', '慧芝湖花园  | 3室2厅 | 132.37平米 | 西南 | 精装 | 有电梯', '高楼层(共18层)2007年建板楼  -  大宁', '1220万', '单价92166元/平米')
('https://image1.ljcdn.com/310000-inspection/4ae60027-a446-419f-a62f-bfd77584a668.jpg.296x216.jpg', '广延路415号 1室2厅 400万', '广延路415号  | 1室2厅 | 60.07平米 | 东南 | 简装 | 有电梯', '高楼层(共18层)塔楼  -  闸北公园', '400万', '单价66589元/平米')
('https://image1.ljcdn.com/310000-inspection/test-6dc834d3-2c36-4e2b-935f-046d8e932046.png.296x216.jpg', '中华新路485弄 2室1厅 495万', '中华新路485弄  | 2室1厅 | 78.31平米 | 南 | 简装 | 有电梯', '低楼层(共18层)1993年建塔楼  -  西藏北路', '495万', '单价63211元/平米')
('https://image1.ljcdn.com/310000-inspection/test-eb3568d2-884f-44c1-be2f-cfb5eba8d44d.png.296x216.jpg', '急售！大宁高品质小区+环境优美+有车位+南北全明！', '慧芝湖花园  | 3室2厅 | 88.87平米 | 南 北 | 精装 | 有电梯', '中楼层(共32层)2009年建板楼  -  大宁', '765万', '单价86081元/平米')
('https://image1.ljcdn.com/310000-inspection/test-2b0205b5-d915-48fd-805b-9c8ae0a22210.png.296x216.jpg', '规划好，小三房，采光好无遮挡，满5年唯一', '三宝花苑  | 3室2厅 | 97.37平米 | 东南 | 简装 | 有电梯', '低楼层(共22层)1997年建板楼  -  西藏北路', '640万', '单价65729元/平米')
('https://image1.ljcdn.com/310000-inspection/a005b357-9b3f-425d-8f40-2fe373ff4d6a.jpg.296x216.jpg', '一楼带天井+2房朝南+低市场+单价低+接受置换随时看房', '绿园小区  | 2室1厅 | 57.81平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1990年建板楼  -  大宁', '325万', '单价56219元/平米')
('https://image1.ljcdn.com/310000-inspection/test-80f8ab31-d044-49fa-b312-78472e29cec5.png.296x216.jpg', '精装一室一厅 全明户型 楼层好 小区中间 送家具家电', '康平小区  | 1室1厅 | 44.4平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1986年建板楼  -  彭浦', '230万', '单价51802元/平米')
('https://image1.ljcdn.com/310000-inspection/d1196a6a-fbb6-4adf-af48-91d60d706738.JPG.296x216.jpg', '星保花苑 2室1厅 300万', '星保花苑  | 2室1厅 | 62平米 | 南 北 | 其他 | 有电梯', '低楼层(共13层)1998年建塔楼  -  彭浦', '300万', '单价48388元/平米')
('https://image1.ljcdn.com/310000-inspection/test-ca00c94a-fed3-4ee9-b355-439a9355f006.png.296x216.jpg', '景凤路205弄 2室1厅 275万', '景凤路205弄  | 2室1厅 | 54.85平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1995年建板楼  -  彭浦', '275万', '单价50137元/平米')
('https://image1.ljcdn.com/310000-inspection/a6e5a9ff-18db-46d6-9322-147462193770.JPG.296x216.jpg', '兴泉小区，改建完毕，二楼一房，诚意出售。', '兴泉小区  | 1室1厅 | 39.05平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1995年建板楼  -  彭浦', '185万', '单价47376元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadccdd2482-5e08-4f34-9196-8a49d877d559.jpg.296x216.jpg', '高区诚售一房，有产权车位，看房方便。', '龙盛佳苑  | 1室1厅 | 45.94平米 | 南 | 简装 | 有电梯', '高楼层(共15层)2011年建塔楼  -  阳城', '295万', '单价64215元/平米')
('https://image1.ljcdn.com/310000-inspection/test-597e6b4e-7768-4545-8b29-e8d0dadc2b4a.png.296x216.jpg', '全新装修！税费各付！朝南带阳台小两房！8号线出口！', '中山北路255弄  | 2室0厅 | 39.56平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1989年建板楼  -  闸北公园', '252万', '单价63701元/平米')
('https://image1.ljcdn.com/310000-inspection/004fcc87-c131-492c-9140-1bbce1cd28a4.JPG.296x216.jpg', '彭浦新村，临汾路1515弄，精装修大一室户，低总价', '临汾路1515弄  | 1室1厅 | 38.27平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1996年建板楼  -  彭浦', '177万', '单价46251元/平米')
('https://image1.ljcdn.com/310000-inspection/d8fd25a5-e7cb-4bfa-8842-ab8baa867c61.jpg.296x216.jpg', '精文城上城 3室2厅 930万', '精文城上城  | 3室2厅 | 142.6平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2004年建板楼  -  西藏北路', '930万', '单价65218元/平米')
('https://image1.ljcdn.com/310000-inspection/test-954a98f8-8afd-4a73-820d-612b200d9efd.png.296x216.jpg', '阳曲路501弄 2室0厅 230万', '阳曲路501弄  | 2室0厅 | 52.96平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1988年建板楼  -  彭浦', '230万', '单价43430元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload1ff62174-bc0e-4cf9-b1a2-d9ce62d3b028.JPG.296x216.jpg', '阳城花园 2室2厅 590万', '阳城花园  | 2室2厅 | 86平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2002年建板楼  -  阳城', '590万', '单价68605元/平米')
('https://image1.ljcdn.com/310000-inspection/test-34c8d044-18bf-4d05-8fec-3135a9933776.png.296x216.jpg', '永和家园电梯高区小三房，不靠马路，诚意出售', '永和家园  | 3室2厅 | 110.87平米 | 南 北 | 精装 | 有电梯', '高楼层(共8层)2007年建板楼  -  永和', '680万', '单价61334元/平米')
('https://image1.ljcdn.com/310000-inspection/a78f4459-fc6f-4c0d-8cf8-a0ee9b93faa1.jpg.296x216.jpg', '四方小区 1室1厅 320万', '四方小区  | 1室1厅 | 51.47平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1976年建板楼  -  闸北公园', '320万', '单价62173元/平米')
('https://image1.ljcdn.com/310000-inspection/9bffd0c1-1ff6-41ad-8b8a-6f9815da57f4.JPG.296x216.jpg', '房子电梯房 东山墙 全明户型厨 房卫生间朝东都有窗', '恒安小区  | 2室1厅 | 70.3平米 | 南 | 简装 | 有电梯', '低楼层(共14层)1990年建塔楼  -  彭浦', '308万', '单价43813元/平米')
('https://image1.ljcdn.com/310000-inspection/c24f6ab9-fd5d-4874-bf2d-3cbc10abc871.JPG.296x216.jpg', '彭七小区，满五年唯一，3楼，贷款可以30年，看房方便', '彭顺小区  | 2室1厅 | 47.68平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)板楼  -  彭浦', '240万', '单价50336元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1588bc97-5fca-44fa-b363-ea766025cd4c.png.296x216.jpg', '急！地铁3/4/8+全明，户型方正，朝向通风好，能置换', '聚龙大厦  | 3室2厅 | 129.03平米 | 南 西 | 简装 | 有电梯', '中楼层(共24层)1996年建塔楼  -  西藏北路', '720万', '单价55801元/平米')
('https://image1.ljcdn.com/310000-inspection/e24977de-2a95-4c06-800a-c3e15942ebdf.jpg.296x216.jpg', '2年精装修送8㎡（天井+阳光房）1/8号线双地铁，急急急', '唐家沙小区  | 1室1厅 | 27.45平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1982年建板楼  -  闸北公园', '185万', '单价67396元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/3cc8675c-9ad0-4fba-abf1-1725a1d8d377.png.280x210.jpg', '大统路865号 2室1厅 370万', '大统路865号  | 2室1厅 | 58.56平米 | 东 | 简装 | 无电梯', '中楼层(共6层)1982年建板楼  -  不夜城', '370万', '单价63184元/平米')
('https://image1.ljcdn.com/310000-inspection/aab59df5-0999-4090-bf2c-7bdff5823326.jpg.296x216.jpg', '新梅共和城二期位置好 南北通透户型 看房方便', '新梅共和城  | 2室2厅 | 91.23平米 | 南 北 | 精装 | 有电梯', '低楼层(共17层)2004年建板楼  -  大宁', '700万', '单价76730元/平米')
('https://image1.ljcdn.com/310000-inspection/50c05f52-34e5-471c-b680-459a2be89798.jpg.296x216.jpg', '小区好位置 南北通两房 楼层佳采光好 居家不二选择', '嘉茵苑  | 2室2厅 | 102.63平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1998年建板楼  -  大宁', '620万', '单价60412元/平米')
('https://image1.ljcdn.com/310000-inspection/test-a403e4aa-0d07-4e57-a40d-95d32f121f11.png.296x216.jpg', '白玉兰馨园 花园小区 前后无遮挡 精装修 诚意出售', '白玉兰馨园  | 2室2厅 | 71.05平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2004年建板楼  -  永和', '400万', '单价56299元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160818/0dc2b264-d758-4429-8489-3d4fe871efd7.jpg.296x216.jpg', '和泰花园 2室1厅 700万', '和泰花园  | 2室1厅 | 129.26平米 | 南 北 | 简装 | 有电梯', '高楼层(共20层)1999年建塔楼  -  不夜城', '700万', '单价54155元/平米')
('https://image1.ljcdn.com/310000-inspection/test-24e0e210-bee3-42d2-ac7f-48cf5d964dd5.png.296x216.jpg', '大悦城旁 高区精装大户型三房 地铁口', '华祺苑  | 3室2厅 | 147.84平米 | 南 北 | 其他 | 有电梯', '中楼层(共28层)板楼  -  西藏北路', '1150万', '单价77787元/平米')
('https://image1.ljcdn.com/310000-inspection/test-d46d31c6-11b8-4608-90d8-f7212b3715f4.png.296x216.jpg', '彭浦阳曲小区精装双南两房 、有钥匙 随时看', '阳曲小区  | 2室0厅 | 57.17平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1989年建板楼  -  彭浦', '259万', '单价45304元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170413/c7f113a8-3aee-4143-9968-09d48ce0dbdb.jpg.296x216.jpg', '内环内 南北通 交通便利 房龄新 看房方便 业主诚售', '北方佳苑  | 3室2厅 | 144.9平米 | 南 | 简装 | 有电梯', '低楼层(共29层)2006年建板楼  -  不夜城', '949万', '单价65494元/平米')
('https://image1.ljcdn.com/310000-inspection/test-65054eb5-a430-4309-91bc-cf5d1279cc0f.png.296x216.jpg', '门店推荐+完整天井+精装礼包入住+业主诚售+随时看', '彭新小区  | 2室1厅 | 48.28平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1984年建板楼  -  彭浦', '255万', '单价52817元/平米')
('https://image1.ljcdn.com/310000-inspection/test-9dd1491f-0d13-4be8-a478-d0537f5debfe.png.296x216.jpg', '内环内高层电梯2房 精装自住 地铁口 中兴绿地旁', '中鸿大厦  | 2室1厅 | 60.42平米 | 西南 | 简装 | 有电梯', '中楼层(共26层)2001年建塔楼  -  西藏北路', '460万', '单价76134元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170613/35509d3a-424a-498d-97aa-105548114a35.jpg.296x216.jpg', '闸北实验边上，二楼舒适楼层，边套全明户型', '老沪太路250弄  | 2室1厅 | 57.76平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1985年建板楼  -  大宁', '390万', '单价67521元/平米')
('https://image1.ljcdn.com/310000-inspection/test-fd89d86e-9eb4-4dab-bb62-7420d7fb8ffd.png.296x216.jpg', '南北通两房 业主婚房装修 置换城售该房屋', '汉中小区  | 2室0厅 | 47.02平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)1996年建板楼  -  不夜城', '358万', '单价76138元/平米')
('https://image1.ljcdn.com/310000-inspection/test-bec53127-0ec4-4ff0-b9cb-6d696ea73b54.png.296x216.jpg', '内环精装一室户出行8号地鉄楼下菜市场医院商场', '二轻小区  | 1室1厅 | 36.18平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1995年建板楼  -  西藏北路', '225万', '单价62190元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170823/47739fe0-607a-4b84-adfd-314e160c0052.jpg.296x216.jpg', '紫金兰花苑3楼，1梯2户板式房 总价低 售后公房', '紫金兰花苑  | 2室1厅 | 71.14平米 | 暂无数据 | 其他 | 无电梯', '中楼层(共5层)1999年建板楼  -  彭浦', '410万', '单价57633元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload0cddca6c-2152-484d-bf1b-ed80d7f76399.jpg.296x216.jpg', '阳城花园 4室2厅 770万', '阳城花园  | 4室2厅 | 139.25平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2002年建板楼  -  阳城', '770万', '单价55297元/平米')
('https://image1.ljcdn.com/310000-inspection/test-07df317b-25e0-463d-ab38-9aba910fc771.png.296x216.jpg', '8号线西藏北路500米 2004年小区 高区景观房 南北两房', '盛和玲珑苑  | 2室2厅 | 110.27平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共28层)2004年建板楼  -  闸北公园', '728万', '单价66020元/平米')
