('https://image1.ljcdn.com/330100-inspection/353626ee-aedd-4977-88f2-6d8fa77aa0e3.jpg.296x216.jpg', '都市枫林经典三房，房东诚心卖，看房方便', '通和都市枫林  | 3室2厅 | 106.82平米 | 南 | 简装 | 有电梯', '低楼层(共11层)2006年建板楼  -  石桥', '352.6万', '单价33004元/平米')
('https://image1.ljcdn.com/330100-inspection/00a127eb-b469-416d-b2fd-2528dbf730e3.jpg.296x216.jpg', '朝晖六区新上两房，南北通透，视野采光好。', '朝晖六区  | 2室1厅 | 50.98平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1986年建板楼  -  朝晖', '210万', '单价41193元/平米')
('https://image1.ljcdn.com/330100-inspection/74936d8f-c013-444a-b9f7-52a41951bfae.jpg.296x216.jpg', '世嘉新座 东北边套 全明户型 民用水电 5.4米层高', '新天地世嘉新座  | 2室2厅 | 50.57平米 | 东北 | 精装 | 有电梯', '高楼层(共9层)2015年建板楼  -  三塘', '195万', '单价38561元/平米')
('https://image1.ljcdn.com/330100-inspection/46d9fe69-ac55-4bfd-8b24-b0c69fe8bbdc.jpg.296x216.jpg', '房子一梯三户 边上的户型  交通方便  长寿桥', '社坛巷  | 2室1厅 | 51.4平米 | 南 北 | 简装', '高楼层(共6层)1998年建暂无数据  -  天水', '255万', '单价49611元/平米')
('https://image1.ljcdn.com/330100-inspection/be1c3091-e4bb-4146-9167-f47acd8581db.jpg.296x216.jpg', '小区正中位置，安静舒适，户型方正，南北通透', '水印康庭  | 3室2厅 | 118.78平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2006年建板楼  -  三塘', '510万', '单价42937元/平米')
('https://image1.ljcdn.com/330100-inspection/78ba9e2a-43a7-43ae-a868-08b552618a9c.jpg.296x216.jpg', '中山北路小区户型方正 两房朝南 阳台看到西湖文化广场', '中山北路小区  | 2室1厅 | 61.86平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)2000年建塔楼  -  朝晖', '280万', '单价45264元/平米')
('https://image1.ljcdn.com/330100-inspection/test-c8fd7021-c5b5-41ca-8f5f-e0014317fdac.png.296x216.jpg', '精装修   南北通透  采光无遮挡 拎包入住', '凤起苑  | 3室1厅 | 91.15平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1999年建板楼  -  潮鸣', '430万', '单价47175元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload8f557179-45d4-4710-aca3-ab761eebc094.jpg.296x216.jpg', '品质小区，2+1户型，满五唯一，看房方便', '万家星城  | 2室2厅 | 87.78平米 | 南 | 毛坯 | 有电梯', '低楼层(共20层)2009年建塔楼  -  三塘', '399万', '单价45455元/平米')
('https://image1.ljcdn.com/330100-inspection/ac861488-3025-43b7-987d-6c0f9b53cc03.jpg.296x216.jpg', '朝晖八区 低总价小三房 中间楼层', '朝晖八区  | 3室1厅 | 56.2平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)1986年建板楼  -  朝晖', '280万', '单价49823元/平米')
('https://image1.ljcdn.com/330100-inspection/b2023b25-9408-4e54-a152-65195e16b0cd.jpg.296x216.jpg', '广电雅苑极好跃层，赠送好几个大露台，诚心出售', '广电雅苑  | 4室2厅 | 140.06平米 | 南 | 毛坯 | 有电梯', '高楼层(共11层)2013年建板楼  -  三塘', '630万', '单价44981元/平米')
('https://image1.ljcdn.com/330100-inspection/70611280-1cec-4564-b604-4c6c3f862404.jpg.296x216.jpg', '东园高层 带露台 建国北路地铁口 自住精装修', '东园高层公寓  | 3室2厅 | 100.62平米 | 东 南 北 | 精装 | 有电梯', '高楼层(共18层)2000年建塔楼  -  建国北路', '500万', '单价49692元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload3dce7124-c282-4bf8-9b46-966ba834db22.jpg.296x216.jpg', '大营盘小区 全明西边套 采光好视野好 清爽装修', '大营盘  | 2室1厅 | 52平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1997年建板楼  -  体育场路', '238万', '单价45770元/平米')
('https://image1.ljcdn.com/330100-inspection/3b182c5f-7a7e-4d06-8384-37ae4f609e4f.jpg.296x216.jpg', '孝丰路，两房朝南，可改三房，一楼带大院子', '孝丰路小区  | 2室1厅 | 73.38平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1988年建板楼  -  武林', '433万', '单价59008元/平米')
('https://image1.ljcdn.com/330100-inspection/305b416d-05a5-445b-a9f9-6725a09135ab.jpg.296x216.jpg', '水印康庭loft住宅 一层=两层面积 房东自住 看房方便', '水印康庭  | 3室3厅 | 93.09平米 | 南 | 精装 | 有电梯', '低楼层(共10层)2006年建板楼  -  三塘', '559万', '单价60050元/平米')
('https://image1.ljcdn.com/330100-inspection/af7710b6-1bc4-428a-87d1-8c039ba8b874.jpg.296x216.jpg', '此房地段位置好，视野开阔，采光充足，配套设施齐全', '百井坊巷  | 2室1厅 | 57平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1996年建板楼  -  天水', '330万', '单价57895元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload29da2487-cb33-49bb-b2c7-229b97317004.JPG.296x216.jpg', '水岸雅苑 电梯房 中间楼层 精装西边套 业主诚心出售', '三里家园一区  | 3室2厅 | 118平米 | 南 | 精装 | 有电梯', '中楼层(共16层)2006年建塔楼  -  三里亭', '445万', '单价37712元/平米')
('https://image1.ljcdn.com/330100-inspection/1032ab2e-0bfc-4966-a7a4-f7db5ddb5136.jpg.296x216.jpg', '青春坊  电梯三房 位置好 配套完善', '青春坊  | 3室1厅 | 103.7平米 | 南 北 | 简装 | 有电梯', '低楼层(共18层)1998年建板楼  -  长庆', '502万', '单价48409元/平米')
('https://image1.ljcdn.com/330100-inspection/913a3f74-89d1-4f80-b76f-4d2b239e3b75.jpg.296x216.jpg', '万家新城刚需自住房，小户型，低总价', '万家星城  | 2室2厅 | 87.78平米 | 南 | 简装 | 有电梯', '高楼层(共20层)2009年建塔楼  -  三塘', '430万', '单价48987元/平米')
('https://image1.ljcdn.com/330100-inspection/test-57554df4-1676-4f8a-a1e4-89d4fac572ef.png.296x216.jpg', '高层两房朝南             采光无遮挡', '凤起都市花园  | 2室1厅 | 56.39平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2003年建塔楼  -  长庆', '280万', '单价49655元/平米')
('https://image1.ljcdn.com/330100-inspection/53786b01-96ea-4130-a94e-f794c2943f2b.jpg.296x216.jpg', '永丰巷两房自主装修小区环境不错', '永丰巷  | 2室1厅 | 56.09平米 | 东 南 北 | 简装 | 无电梯', '高楼层(共7层)1998年建板楼  -  众安桥', '305万', '单价54377元/平米')
('https://image1.ljcdn.com/330100-inspection/4d336593-9186-46a4-9663-70021a948e08.jpg.296x216.jpg', '三塘高层公寓，全新精装，楼层好，采光无遮挡', '三塘高层公寓  | 3室1厅 | 115.28平米 | 东 | 精装 | 有电梯', '中楼层(共18层)2005年建板楼  -  三塘', '350万', '单价30361元/平米')
('https://image1.ljcdn.com/330100-inspection/fd940b66-f688-4401-b85a-df6e1aaf7d41.JPG.296x216.jpg', '临河东边套3居 采光充足，小区环境优美', '元都新景公寓  | 3室2厅 | 129平米 | 南 | 毛坯 | 有电梯', '中楼层(共11层)2009年建塔楼  -  石桥', '400万', '单价31008元/平米')
('https://image1.ljcdn.com/330100-inspection/fd407705-f721-40bc-898e-3cd7426d0ffe.jpg.296x216.jpg', '精装修，两房朝南，双阳台，南北通，中间楼层。', '永康苑  | 3室2厅 | 95平米 | 南 | 精装 | 无电梯', '中楼层(共7层)2000年建板楼  -  建国北路', '415万', '单价43685元/平米')
('https://image1.ljcdn.com/330100-inspection/55c7f808-9468-4fed-aaac-f2f392ac9481.jpg.296x216.jpg', '楼层好，视野好，采光好，业主诚心出售', '东新园雪峰苑  | 3室2厅 | 111.75平米 | 南 北 | 简装 | 有电梯', '中楼层(共11层)2004年建板楼  -  三塘', '390万', '单价34900元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload2ac11072-3413-4fcf-a331-c775544fac90.jpg.296x216.jpg', '灯塔豪园 房龄新 电梯房 自住精装好房', '灯塔豪园  | 2室2厅 | 85.1平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2006年建板楼  -  三塘', '350万', '单价41129元/平米')
('https://image1.ljcdn.com/330100-inspection/a92e5ede-edbe-4f24-8fc1-d5265f76ef6c.jpg.296x216.jpg', '中间楼层 两房朝南 一房朝北 全明户型', '朝晖九区  | 3室1厅 | 70.08平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1987年建板楼  -  朝晖', '305万', '单价43522元/平米')
('https://image1.ljcdn.com/330100-inspection/e8202298-01e9-426c-b38d-fcb7332b49c1.jpg.296x216.jpg', '此房满五唯一，清爽装修，楼层好，视眼宽阔，采光足', '万家星城  | 3室1厅 | 88.57平米 | 南 | 简装 | 有电梯', '高楼层(共22层)2009年建塔楼  -  三塘', '410万', '单价46292元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload4d1d5262-8240-4513-a138-4431d31d9aea.jpg.296x216.jpg', '安吉路，西湖边，交通便利，看房方便', '武林路  | 2室1厅 | 75.08平米 | 东 | 简装 | 无电梯', '高楼层(共7层)1989年建板楼  -  武林', '395万', '单价52611元/平米')
('https://image1.ljcdn.com/330100-inspection/438b46f9-19ce-4f79-a177-fc29c91e9ee3.jpg.296x216.jpg', '长寿桥 仙林苑 大三房 房龄新 送大露台', '仙林苑  | 3室1厅 | 121.01平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2000年建板楼  -  众安桥', '780万', '单价64458元/平米')
('https://image1.ljcdn.com/330100-inspection/2dc42555-3f83-414b-a3b5-ea3b45af2bb6.jpg.296x216.jpg', '红会医院旁 电梯房 清爽两房 看贴沙河景房 可拎包入住', '环东公寓  | 2室2厅 | 87.7平米 | 东 北 | 简装 | 有电梯', '高楼层(共21层)2000年建板楼  -  建国北路', '340万', '单价38769元/平米')
('https://image1.ljcdn.com/330100-inspection/9ce6e5e2-7fed-40c3-b7c2-e74d08f09d52.jpg.296x216.jpg', '北村新上通透大一居，好楼层，好价格', '三塘北村  | 1室1厅 | 42.86平米 | 南 | 简装 | 无电梯', '中楼层(共7层)2000年建板楼  -  三塘', '175万', '单价40831元/平米')
('https://image1.ljcdn.com/330100-inspection/6161472f-5e9a-4ca2-92d0-1004b35aa42c.jpg.296x216.jpg', '艮园小区 南北通透 采光充足 一梯两户 自住装修', '艮园社区  | 3室1厅 | 68.6平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1992年建板楼  -  建国北路', '300万', '单价43732元/平米')
('https://image1.ljcdn.com/330100-inspection/e4ca288c-5210-414b-87fb-6c1b1e771bcc.JPG.296x216.jpg', '三里亭 电梯房 中间楼层 西边套 三房毛坯  满五唯一', '三里家园一区  | 3室2厅 | 118.39平米 | 南 | 毛坯 | 有电梯', '中楼层(共16层)2006年建板楼  -  三里亭', '400万', '单价33787元/平米')
('https://image1.ljcdn.com/330100-inspection/test-acb47e47-65b5-4098-a6b2-1a045756d2a5.png.296x216.jpg', '现代名苑 三房两卫 全明户型 高楼层景观好', '现代名苑  | 3室2厅 | 140平米 | 南 北 | 简装 | 有电梯', '高楼层(共29层)2005年建板塔结合  -  和平', '718万', '单价51286元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload3016c461-74e4-466f-a55e-cee06d039f71.jpg.296x216.jpg', '西湖新城 户型方正 闹中取静，满五唯一没有双税', '西湖新城  | 4室1厅 | 151.39平米 | 南 北 | 简装 | 有电梯', '低楼层(共16层)1989年建板楼  -  朝晖', '520万', '单价34349元/平米')
('https://image1.ljcdn.com/330100-inspection/2dd2e451-a178-4012-ad32-8ed816fe4c4d.jpg.296x216.jpg', '青园小区 2室2厅 480万', '青园小区  | 2室2厅 | 96.11平米 | 南 北 | 简装 | 有电梯', '高楼层(共19层)2000年建板塔结合  -  朝晖', '480万', '单价49943元/平米')
('https://image1.ljcdn.com/330100-inspection/f26764ee-84fb-4200-b0ef-eaf27ae95f97.jpg.296x216.jpg', '朝晖六区 送大院子 三房户型 户型正气 南北通', '朝晖六区  | 3室1厅 | 73.73平米 | 南 | 简装 | 无电梯', '低楼层(共5层)1986年建板楼  -  朝晖', '325万', '单价44080元/平米')
('https://image1.ljcdn.com/330100-inspection/6866f66a-3420-4acd-9e41-dc2bf8d46798.jpg.296x216.jpg', '重机宿舍 2室1厅 235万', '重机宿舍  | 2室1厅 | 50.42平米 | 南 | 精装', '中楼层(共4层)暂无数据  -  三塘', '235万', '单价46609元/平米')
('https://image1.ljcdn.com/330100-inspection/aa7f689d-eda0-4d94-b687-7b6579d25a09.jpg.296x216.jpg', '朝晖九区婚房个性装修 带大露台', '朝晖九区  | 2室1厅 | 55.69平米 | 东 南 北 | 精装 | 无电梯', '低楼层(共7层)1995年建板楼  -  朝晖', '275万', '单价49381元/平米')
('https://image1.ljcdn.com/330100-inspection/127bbf6e-6952-4bea-9ea7-4da04a4ab36f.jpg.296x216.jpg', '泰地北上新城 2室2厅 176万', '泰地北上新城  | 2室2厅 | 79.64平米 | 东 | 其他 | 有电梯', '中楼层(共13层)2013年建塔楼  -  石桥', '176万', '单价22100元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload76a423ea-166d-4cf9-a02f-61495a525764.jpg.296x216.jpg', '贴沙河 红会医院 地铁2号线 电梯房3居室 精装修', '环东公寓  | 3室1厅 | 87.15平米 | 东 南 西 北 | 精装 | 有电梯', '低楼层(共21层)板楼  -  建国北路', '370万', '单价42456元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadfc1bae24-f9f1-46ae-8a9d-e688de7a1e4a.jpg.296x216.jpg', '东园高层2000新房 地铁口 凤起路 建国北路', '东园高层公寓  | 2室1厅 | 88.3平米 | 东 北 | 简装 | 有电梯', '低楼层(共16层)2000年建塔楼  -  建国北路', '380万', '单价43036元/平米')
('https://image1.ljcdn.com/330100-inspection/b7b88139-985d-4c86-a6f8-a292cc93e278.jpg.296x216.jpg', '户型方正，全明东边套，南北通风', '现代景苑  | 3室2厅 | 138平米 | 南 | 简装 | 有电梯', '高楼层(共26层)2010年建板塔结合  -  和平', '718万', '单价52029元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload9fc0a46f-44d0-4c37-828a-4a0798e3536f.jpg.296x216.jpg', '房东满五唯一，没有双税，带家具家电拎包入住，景观房', '京都苑  | 2室1厅 | 89.84平米 | 东南 北 | 简装 | 有电梯', '中楼层(共18层)2000年建塔楼  -  流水苑', '350万', '单价38959元/平米')
('https://image1.ljcdn.com/330100-inspection/57229972-31fc-4769-9dce-72d943cbdd91.jpg.296x216.jpg', '朝晖新城，2000年电梯房，满五唯一，可办公可居住，', '朝晖新城  | 3室2厅 | 150.99平米 | 南 西 | 简装 | 有电梯', '高楼层(共22层)2000年建塔楼  -  朝晖', '580万', '单价38414元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload387067e3-de05-467c-87c5-38e6b9434054.jpg.296x216.jpg', '孩儿巷 长寿桥小两房 满五唯一', '孩儿巷  | 2室1厅 | 44.84平米 | 东 西 | 简装 | 无电梯', '低楼层(共7层)2000年建板楼  -  武林', '250万', '单价55754元/平米')
('https://image1.ljcdn.com/330100-inspection/05b18599-31db-4c0d-931e-30760e52e878.jpg.296x216.jpg', '水印康庭业主自住精装修，城建设计师设计，loft户型', '水印康庭  | 3室2厅 | 94.76平米 | 南 北 | 精装 | 有电梯', '中楼层(共10层)2006年建板楼  -  三塘', '560万', '单价59097元/平米')
('https://image1.ljcdn.com/330100-inspection/a46235ae-2b8b-435b-9532-4db4048fca25.jpg.296x216.jpg', '树园 3室1厅 325万', '树园  | 3室1厅 | 76.45平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1990年建板楼  -  建国北路', '325万', '单价42512元/平米')
('https://image1.ljcdn.com/330100-inspection/025472df-8831-4b49-bb47-2a81cfa93015.jpg.296x216.jpg', '北景园都市枫林 精装3房 客厅朝南带阳台 业主诚售', '通和都市枫林  | 3室2厅 | 115.54平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2006年建板楼  -  石桥', '340万', '单价29428元/平米')
('https://image1.ljcdn.com/330100-inspection/704906bb-789d-471e-8d05-e83a84f42949.jpg.296x216.jpg', '万家星城 2室1厅 428万', '万家星城  | 2室1厅 | 86平米 | 南 | 其他 | 有电梯', '中楼层(共22层)2009年建塔楼  -  三塘', '428万', '单价49768元/平米')
('https://image1.ljcdn.com/330100-inspection/69b5e6ee-7893-440f-ab04-37afd947c186.jpg.296x216.jpg', '南北通透 ，长寿桥，西边套，看房方便，地铁房', '社坛苑  | 3室1厅 | 146.85平米 | 南 北 | 精装 | 有电梯', '低楼层(共23层)1997年建板楼  -  天水', '790万', '单价53797元/平米')
('https://image1.ljcdn.com/330100-inspection/00c7bb1d-fba6-4b68-bf77-384f09db7dff.jpg.296x216.jpg', '流水东苑 中间楼层 全明户型西边套  满五唯一', '流水东苑  | 3室1厅 | 78.94平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1995年建板楼  -  流水苑', '345万', '单价43705元/平米')
('https://image1.ljcdn.com/330100-inspection/test-c13556ba-fab6-4ff4-94a4-f45c2f0142d7.png.296x216.jpg', '红会医院旁 贴沙河景观房 电梯房 全明东边套', '天园阁  | 2室1厅 | 86.11平米 | 东 南 | 其他 | 有电梯', '高楼层(共20层)1998年建板楼  -  建国北路', '390万', '单价45291元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload3aed80b7-1f77-44a4-9855-ad1f6f609fd5.jpg.296x216.jpg', '庆晖公寓 运河景观 交通便利  业主诚心卖 电梯房', '庆晖公寓  | 2室1厅 | 71.72平米 | 北 | 简装 | 有电梯', '低楼层(共19层)2000年建塔楼  -  朝晖', '270万', '单价37647元/平米')
('https://image1.ljcdn.com/330100-inspection/d4869942-e1b7-4b5a-932d-0275746424db.jpg.296x216.jpg', '三塘桃园 2室1厅 280万', '三塘桃园  | 2室1厅 | 70.91平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)1998年建板楼  -  三塘', '280万', '单价39487元/平米')
('https://image1.ljcdn.com/330100-inspection/d1219ae8-f538-4f14-8e0b-930971f07f01.jpg.296x216.jpg', '满五年，清爽装修，南北通透，阳光充足，', '长宁街  | 1室1厅 | 41.73平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1990年建板楼  -  长庆', '185万', '单价44333元/平米')
('https://image1.ljcdn.com/330100-inspection/c7551e6a-9da3-4a00-bc11-2b816e674ff1.jpg.296x216.jpg', '绿洲之馨，满五唯一，一梯两户小三房', '绿洲之馨公寓  | 3室2厅 | 124.58平米 | 南 | 简装 | 有电梯', '低楼层(共16层)2007年建板塔结合  -  流水苑', '568万', '单价45594元/平米')
('https://image1.ljcdn.com/330100-inspection/54489f78-91bf-4539-9274-5e92a389f654.jpg.296x216.jpg', '南北通透，清爽装修，采光好视野好', '泰和苑  | 4室1厅 | 83.91平米 | 南 西 北 | 简装 | 无电梯', '高楼层(共7层)1998年建板楼  -  潮鸣', '360万', '单价42904元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploade15d6f01-3d8e-4e9b-a1f0-e04d1968f7e5.jpg.296x216.jpg', '雪峰苑精装三房，中间楼层，随时看房，采光好', '东新园雪峰苑  | 3室2厅 | 123.78平米 | 南 北 | 精装 | 有电梯', '中楼层(共16层)2004年建板楼  -  三塘', '430万', '单价34740元/平米')
