('https://image1.ljcdn.com/441900-inspection/cce0e410-e1f2-4403-89f6-67b45e10ba7a.jpg.296x216.jpg', '景湖春天大三房放售 带两个阳台 花园中间位置 很安静', '光大景湖春天  | 3室2厅 | 107平米 | 西北 | 其他', '低楼层(共10层)塔楼  -  火炼树', '220万', '单价20561元/平米')
('https://image1.ljcdn.com/441900-inspection/3a2a56c8-30e8-4193-93a1-ad0254684bcd.jpg.296x216.jpg', '此房产权满五年，免增值税，位于市政旁，双地铁口物业', '怡丰都市广场  | 3室2厅 | 97.34平米 | 南 北 | 其他', '低楼层(共12层)塔楼  -  东泰', '180万', '单价18492元/平米')
('https://image1.ljcdn.com/441900-inspection/56a41921-7c09-4fd7-a8a2-c99ccfaad23b.jpg.296x216.jpg', '电梯房一梯4户,方正3房2厅2卫,装修保养好', '东泰花园兴华苑  | 3室2厅 | 102.6平米 | 西南 | 其他', '高楼层(共12层)塔楼  -  东泰', '152万', '单价14815元/平米')
('https://image1.ljcdn.com/441900-inspection/07a10439-3080-4702-a948-c9ad3c4b40bc.jpg.296x216.jpg', '中信物业电梯房 业主诚心出售 看房方便', '中信阳光澳园  | 2室2厅 | 73平米 | 北 | 其他', '中楼层(共11层)塔楼  -  东泰', '170万', '单价23288元/平米')
('https://image1.ljcdn.com/441900-inspection/617baf56-b9ac-405f-b60d-d8ca63e744fd.jpg.296x216.jpg', '华业大厦 实用三房 电梯楼 通风好', '华业大厦  | 3室2厅 | 88.3平米 | 东南 | 简装', '高楼层(共11层)塔楼  -  花园新村', '115万', '单价13024元/平米')
('https://image1.ljcdn.com/441900-inspection/e3882fcf-32d2-4b43-9b16-4d6c06f29fb8.jpg.296x216.jpg', '东泰花园 包个税等于满五唯一 朝南朝花园 位置安静', '东泰花园嘉华苑  | 2室2厅 | 78平米 | 南 | 其他', '中楼层(共8层)塔楼  -  东泰', '127万', '单价16283元/平米')
('https://image1.ljcdn.com/441900-inspection/195eb186-1695-4b19-9204-43ece8074247.jpg.296x216.jpg', '地铁口 大社区 环境好 满五不唯一 采光通风好', '东城中心  | 3室2厅 | 94平米 | 东北 | 其他', '中楼层(共8层)塔楼  -  黄旗山', '125万', '单价13298元/平米')
('https://image1.ljcdn.com/441900-inspection/c59b4985-5b83-4b53-87b2-aa7a77c9eaee.jpg.296x216.jpg', '东城商圈，户型方正，诚意出售，美装', '中惠华庭  | 4室2厅 | 129平米 | 东南 | 其他', '中楼层(共6层)2001年建暂无数据  -  东平街', '185万', '单价14342元/平米')
('https://image1.ljcdn.com/441900-inspection/322a0c9f-9fb7-472c-9630-39ca4c281157.jpg.296x216.jpg', '带入户花园 户型方正 四房 配套成熟 小区少有户型', '中信阳光澳园  | 4室2厅 | 142平米 | 南 | 其他', '低楼层(共17层)2004年建塔楼  -  东泰', '300万', '单价21127元/平米')
('https://image1.ljcdn.com/441900-inspection/a0a8cd09-304b-4fbe-a8ee-90aee60e11f5.jpg.296x216.jpg', '光大花园金湖苑2座 3室2厅 138万', '光大花园金湖苑2座  | 3室2厅 | 92.8平米 | 南 | 其他', '中楼层(共8层)塔楼  -  火炼树', '138万', '单价14871元/平米')
('https://image1.ljcdn.com/441900-inspection/445df6f7-dc14-4547-8fae-33ffaa1f8ba3.jpg.296x216.jpg', '户型方正实用，高楼层采光好，温馨两房，送部分家私', '东泰花园兴华苑  | 3室1厅 | 62.4平米 | 北 | 其他', '低楼层(共8层)塔楼  -  东泰', '93万', '单价14904元/平米')
('https://image1.ljcdn.com/441900-inspection/3c405fac-b09b-4635-9d36-befea6e361e8.jpg.296x216.jpg', '此户型是三房户型，厅出阳台还带一大露台，看好花园', '星河传说旗峰天下紫荆苑  | 3室2厅 | 145平米 | 西北 | 其他', '中楼层(共6层)2006年建暂无数据  -  石井', '430万', '单价29656元/平米')
('https://image1.ljcdn.com/441900-inspection/5d9c409b-bad9-4ae7-b415-acad9770ab2a.jpg.296x216.jpg', '景湖春天  居家三房 房本清晰 因换房需求', '光大景湖春天  | 3室2厅 | 112.56平米 | 东 | 简装', '中楼层(共5层)暂无数据  -  火炼树', '185万', '单价16436元/平米')
('https://image1.ljcdn.com/441900-inspection/ff236018-365d-4408-80c5-26aa9105d684.jpg.296x216.jpg', '东城 中   心 业主诚意出售 业主包个税 相当满五唯一', '东城中心  | 3室2厅 | 121平米 | 西南 | 其他', '高楼层(共6层)塔楼  -  黄旗山', '139万', '单价11488元/平米')
('https://image1.ljcdn.com/441900-inspection/aae6d23e-ad69-4477-b402-0a188e435166.jpg.296x216.jpg', '景湖春天实用两房，中高楼层不挡风不挡光。', '光大景湖春天  | 2室2厅 | 78平米 | 西北 | 其他', '中楼层(共11层)塔楼  -  火炼树', '180万', '单价23077元/平米')
('https://image1.ljcdn.com/441900-inspection/7ebe1ca8-e158-4fc9-8f85-6e31550fae9c.jpg.296x216.jpg', '怡丰都市地铁口2房出售 保养好 看房方便', '怡丰都市广场  | 2室2厅 | 80.01平米 | 南 | 其他', '中楼层(共11层)塔楼  -  东泰', '145.8万', '单价18223元/平米')
('https://image1.ljcdn.com/441900-inspection/85b94942-4893-4ee0-b69a-333132d788a0.jpg.296x216.jpg', '东泰花园 温馨两房 户型方正实用 视野开阔', '东泰花园富华苑  | 2室2厅 | 70平米 | 南 | 精装', '中楼层(共7层)塔楼  -  东泰', '88万', '单价12572元/平米')
('https://image1.ljcdn.com/441900-inspection/505eed59-1153-4c1c-a650-e06142f4fd90.jpg.296x216.jpg', '黄旗印象中高楼层两房出售 业主卖心稳', '黄旗印象  | 2室2厅 | 80.04平米 | 北 | 简装', '中楼层(共15层)塔楼  -  火炼树', '170万', '单价21240元/平米')
('https://image1.ljcdn.com/441900-inspection/47b64760-d792-4175-904a-70cb46432485.jpg.296x216.jpg', '华艺广场 电梯高楼层三房  业主诚心出售', '华艺广场  | 3室2厅 | 81.14平米 | 南 | 其他', '高楼层(共20层)塔楼  -  花园新村', '98万', '单价12078元/平米')
('https://image1.ljcdn.com/441900-inspection/84cde667-d1d0-4c75-8636-d777e2b0f968.jpg.296x216.jpg', '天骄御峰 258平大5房 高层 景观视野好', '天骄御峰  | 5室2厅 | 258.62平米 | 北 | 毛坯', '高楼层(共26层)塔楼  -  火炼树', '900万', '单价34801元/平米')
('https://image1.ljcdn.com/441900-inspection/6607f68e-705a-4731-af12-8224bd6bccea.jpg.296x216.jpg', '映玥明轩刚需两房，业主诚心卖，保养新。。', '怡丰映玥明轩  | 2室2厅 | 85.13平米 | 北 | 其他', '中楼层(共18层)塔楼  -  石井', '175万', '单价20557元/平米')
('https://image1.ljcdn.com/441900-inspection/b919c8d8-805c-4027-9c3e-027c3fcfca4e.jpg.296x216.jpg', '物业管理优质，小区环境好，交通便利。', '联华花园城  | 2室1厅 | 76.63平米 | 东 | 其他', '高楼层(共12层)塔楼  -  上下桥', '145万', '单价18923元/平米')
('https://image1.ljcdn.com/441900-inspection/e17085b0-cc94-440a-9af5-e5007a1213c6.jpg.296x216.jpg', '东泰又一居 别墅区洋房 装修保养好采光通透 看房方便', '东泰花园又一居  | 3室2厅 | 106.14平米 | 西北 | 精装', '高楼层(共5层)暂无数据  -  东泰', '140万', '单价13191元/平米')
('https://image1.ljcdn.com/441900-inspection/5f2dbe4a-f33a-432f-adb5-c5a707a35cca.jpg.296x216.jpg', '景湖春天新装修3房 通风采光好 自住看房方便', '光大景湖春天  | 3室2厅 | 120.4平米 | 南 | 简装', '高楼层(共5层)暂无数据  -  火炼树', '230万', '单价19103元/平米')
('https://image1.ljcdn.com/441900-inspection/c93b2ed0-c4d7-446f-b2ac-7e9249893a31.jpg.296x216.jpg', '怡丰公寓 一房一厅 通风采光很好 2010年的新房', '怡丰公寓  | 1室1厅 | 35.45平米 | 南 | 精装', '中楼层(共17层)塔楼  -  东泰', '93万', '单价26235元/平米')
('https://image1.ljcdn.com/441900-inspection/42750e2a-6bd3-498f-bace-857b598cbd2f.jpg.296x216.jpg', '东城   中  心   满五唯一    楼层底', '东城中心  | 4室2厅 | 162平米 | 西南 | 其他', '低楼层(共6层)塔楼  -  黄旗山', '160万', '单价9877元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload1edbb184-ec79-467d-b9bf-f089b3d69136.jpg.296x216.jpg', '黄旗印象复制楼：4房2厅，满五唯一', '黄旗印象  | 4室2厅 | 73.71平米 | 北 | 其他', '中楼层(共16层)塔楼  -  火炼树', '233万', '单价31611元/平米')
('https://image1.ljcdn.com/441900-inspection/26e84852-a323-4460-91e1-6835317c50c6.jpg.296x216.jpg', '装修漂亮，户型采光通风效果好，格局分明，诚意出售', '新世纪星城三期  | 4室2厅 | 109平米 | 南 | 其他', '中楼层(共17层)塔楼  -  温塘', '285万', '单价26147元/平米')
('https://image1.ljcdn.com/441900-inspection/d30872fe-688c-4cd5-a91c-9deaf9295691.jpg.296x216.jpg', '刚需户型三房 中间楼层中间位置 诚意出售 满两年', '新世界花园  | 3室2厅 | 98平米 | 南 | 简装', '中楼层(共6层)暂无数据  -  黄旗山', '180万', '单价18368元/平米')
('https://image1.ljcdn.com/441900-inspection/32aea84a-86f9-4ac8-ab1d-13b1a0ddff84.jpg.296x216.jpg', '东城中 心小区 三房两厅 地铁口物业 配套齐全', '东城中心  | 3室2厅 | 163平米 | 东 | 其他', '高楼层(共6层)塔楼  -  黄旗山', '130万', '单价7976元/平米')
('https://image1.ljcdn.com/441900-inspection/d005d5a4-a3d4-48d7-8c4a-51437f1f1b60.jpg.296x216.jpg', '黄旗山脚 毛坯别墅5房 有证 鸿福双地铁口 景观好', '天骄御峰   | 联排别墅 | 5室2厅 | 399.8平米 | 南 | 毛坯', '3层暂无数据  -  火炼树', '1938万', '单价48475元/平米')
('https://image1.ljcdn.com/441900-inspection/5a5483db-21c2-4f60-bdab-46faf8e678d9.jpg.296x216.jpg', '风云汇单身公寓 大套房 带独立厨房卫生间 生活阳台', '东泰花园风云汇  | 1室0厅 | 45.98平米 | 北 | 其他', '中楼层(共17层)塔楼  -  东泰', '72.5万', '单价15768元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload683fab9c-b1cc-4c23-bef3-dcaf61432704.jpg.296x216.jpg', '东泰花园，居家安静舒适，户型方正，采光通风好', '东泰花园明华苑  | 4室2厅 | 127.99平米 | 东南 | 其他', '中楼层(共8层)塔楼  -  东泰', '193万', '单价15080元/平米')
('https://image1.ljcdn.com/441900-inspection/7fe72cbf-9ca2-4998-9efb-93177b8b8ca5.jpg.296x216.jpg', '免双税，户型方正，通透户型，采光通风好', '中信阳光假日  | 3室2厅 | 99.05平米 | 南 | 其他', '中楼层(共6层)板楼  -  东泰', '220万', '单价22212元/平米')
('https://image1.ljcdn.com/441900-inspection/156d255f-f72f-42dc-a087-bd76617e9b85.jpg.296x216.jpg', '方正三房 南北通透 户型方正实用 实用', '中信阳光假日  | 4室2厅 | 93.87平米 | 东南 | 简装', '高楼层(共6层)暂无数据  -  东泰', '180万', '单价19176元/平米')
('https://image1.ljcdn.com/441900-inspection/b9870265-89fa-44ac-98aa-6eb8ad021a59.jpg.296x216.jpg', '新世界花园高层一房两厅，可做两房诚意出售  星河城', '新世界花园  | 1室2厅 | 49.83平米 | 北 | 其他', '高楼层(共6层)暂无数据  -  黄旗山', '90万', '单价18062元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadf48d72e4-8ce3-46d9-bacf-fa4da646ee47.jpg.296x216.jpg', '怡丰都市四居室，业主诚意卖，有钥匙，方便看房', '怡丰都市广场  | 4室2厅 | 134.36平米 | 北 | 精装', '中楼层(共11层)塔楼  -  东泰', '200万', '单价14886元/平米')
('https://image1.ljcdn.com/441900-inspection/e4266f59-9608-4c12-909f-7bed6b82578a.jpg.296x216.jpg', '满五免双税的房子，楼层好，采光充足，是您唯一的选择', '光大花园金翠苑  | 2室2厅 | 73.93平米 | 东北 | 其他', '高楼层(共7层)塔楼  -  火炼树', '96万', '单价12986元/平米')
('https://image1.ljcdn.com/441900-inspection/62af83ad-52a5-4b72-8efd-2beae0028469.jpg.296x216.jpg', '裕华苑电梯3房出售 装修新 看房方便', '东泰花园裕华苑  | 4室2厅 | 124平米 | 北 | 精装', '低楼层(共11层)塔楼  -  东泰', '218万', '单价17581元/平米')
('https://image1.ljcdn.com/441900-inspection/4ef66105-0656-4307-90fe-3a5adbf2ff34.jpg.296x216.jpg', '此房满五唯一税少 三楼朝南 小区配套完善 看房方便', '东泰花园嘉华苑  | 3室1厅 | 102.25平米 | 南 | 简装', '中楼层(共8层)塔楼  -  东泰', '142万', '单价13888元/平米')
('https://image1.ljcdn.com/441900-inspection/538f59a7-cfc2-4792-9f50-0fd4026ec8bc.jpg.296x216.jpg', '东城 天骄峰景 高层 毛坯 石井 星河城片区 看黄旗山', '天骄峰景  | 5室2厅 | 278平米 | 南 | 毛坯', '高楼层(共31层)2009年建板楼  -  石井', '918万', '单价33022元/平米')
('https://image1.ljcdn.com/441900-inspection/b99d574e-efe5-44f2-8aec-3cb17d2255db.jpg.296x216.jpg', '新装修三房 户型方正 厅出阳台 配套成熟', '东泰花园又一居  | 3室2厅 | 102.5平米 | 南 北 | 其他', '中楼层(共5层)暂无数据  -  东泰', '155万', '单价15122元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadd0ece905-765c-4749-8974-ccbf723ecb4c.jpg.296x216.jpg', '中信凯旋城 5室2厅 550万', '中信凯旋城  | 5室2厅 | 221.76平米 | 南 | 其他', '高楼层(共11层)塔楼  -  东泰', '550万', '单价24802元/平米')
('https://image1.ljcdn.com/441900-inspection/d51d7eef-776b-4d6e-896b-af1f81efc960.jpg.296x216.jpg', '怡丰君逸名轩 3室2厅 170万', '怡丰君逸名轩  | 3室2厅 | 93.37平米 | 北 | 其他', '高楼层(共18层)塔楼  -  石井', '170万', '单价18208元/平米')
('https://image1.ljcdn.com/441900-inspection/03823255-0afd-4872-8dda-9b4f363003e5.jpg.296x216.jpg', '格层方正 中高楼层 顶楼复式 采光充足朝南向 管理完善', '光大景湖春天  | 5室2厅 | 179.64平米 | 南 | 其他', '高楼层(共5层)暂无数据  -  火炼树', '310万', '单价17257元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload941df785-6620-4593-9f5d-7c30692f140b.jpg.296x216.jpg', '金泽花园 176㎡五房 装修保养好 看花园', '金泽花园  | 5室2厅 | 176平米 | 北 | 其他', '低楼层(共19层)2006年建塔楼  -  东平街', '258万', '单价14660元/平米')
('https://image1.ljcdn.com/441900-inspection/0ef677e1-50d8-4a7b-a6c6-135e887664ec.jpg.296x216.jpg', '宏远御庭山 方正毛坯 看房方便', '宏远御庭山  | 4室2厅 | 204平米 | 南 | 毛坯', '高楼层(共10层)塔楼  -  黄旗山', '320万', '单价15687元/平米')
('https://image1.ljcdn.com/441900-inspection/da2715b8-8142-451c-9eef-7ed2f57aa16f.jpg.296x216.jpg', '大露台三房 宽敞辽阔 房子楼层低', '东泰花园富华苑  | 3室2厅 | 102平米 | 南 | 其他', '低楼层(共7层)塔楼  -  东泰', '145万', '单价14216元/平米')
('https://image1.ljcdn.com/441900-inspection/df6a5603-b7ea-4d1a-a74a-f92a55f40bc0.jpg.296x216.jpg', '居家两房 视野好 朝南 方便看房 业主诚心出售', '东泰花园景华苑  | 2室2厅 | 82平米 | 南 | 其他', '高楼层(共8层)塔楼  -  东泰', '125万', '单价15244元/平米')
('https://image1.ljcdn.com/441900-inspection/eaf57fe5-79f4-4d34-95d3-7be9deb25110.jpg.296x216.jpg', '风云汇带全新装修两房 带花园 少有户型', '东泰花园风云汇  | 2室2厅 | 74.85平米 | 南 | 其他', '低楼层(共17层)塔楼  -  东泰', '125万', '单价16701元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload45e24db0-4405-41e5-b140-bf10a53c5ddb.jpg.296x216.jpg', '好地段，好楼层，方正户型，交通方便，房子过五年。', '中信阳光假日  | 4室2厅 | 143.05平米 | 南 | 其他', '中楼层(共6层)暂无数据  -  东泰', '265万', '单价18525元/平米')
('https://image1.ljcdn.com/441900-inspection/3a4b78fa-5536-4e47-b8ec-aa0458be188f.jpg.296x216.jpg', '艾菲楼 满五唯一 电梯一房一厅 采光好 视野开阔', '中信德方斯  | 1室1厅 | 61.25平米 | 东南 | 其他', '中楼层(共22层)塔楼  -  东泰', '120万', '单价19592元/平米')
('https://image1.ljcdn.com/441900-inspection/4779291b-ebdc-4aab-814c-c94cd6002cba.jpg.296x216.jpg', '万达公寓  业主诚心出售  看房方便 可拎包入住、', '东城万达广场  | 1室0厅 | 36.52平米 | 南 | 其他', '低楼层(共21层)2015年建塔楼  -  世博广场', '75万', '单价20537元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploade4852902-7ff4-4450-90a9-917c7a482010.jpg.296x216.jpg', '户型方正大4房带私家平台花园 舒适', '东泰花园景华苑  | 4室2厅 | 144.12平米 | 南 | 精装', '高楼层(共8层)塔楼  -  东泰', '190万', '单价13184元/平米')
('https://image1.ljcdn.com/441900-inspection/34df4964-aa7d-4f7d-99e1-dece9f4eb326.jpg.296x216.jpg', '格兰名筑 4室2厅 290万', '格兰名筑  | 4室2厅 | 145.6平米 | 南 | 其他', '高楼层(共23层)塔楼  -  主山', '290万', '单价19918元/平米')
('https://image1.ljcdn.com/441900-inspection/73fd5824-f590-48d5-8363-2a126be2d97a.jpg.296x216.jpg', '中信凯旋城 中高层南北对流 小区中间位置 适合居家', '中信凯旋城  | 3室2厅 | 137.4平米 | 南 | 其他', '低楼层(共11层)塔楼  -  东泰', '300万', '单价21835元/平米')
('https://image1.ljcdn.com/441900-inspection/201acc55-798e-4a0f-baac-2bd8e34ca2a1.jpg.296x216.jpg', '业主诚心出售，户型方正，位置安静，小区环境优美', '中信凯旋城  | 3室2厅 | 143.28平米 | 南 北 | 其他', '中楼层(共11层)塔楼  -  东泰', '338万', '单价23591元/平米')
('https://image1.ljcdn.com/441900-inspection/0092bd43-a0cd-4a89-8b0c-958ccc107f1e.jpg.296x216.jpg', '光大花园 大三房 户型方正 视野通风好 看房很方便', '光大花园金碧苑  | 3室2厅 | 102平米 | 西南 | 其他', '高楼层(共8层)塔楼  -  火炼树', '120万', '单价11765元/平米')
('https://image1.ljcdn.com/441900-inspection/7f8108e4-9af1-4558-a669-2601c366c72f.jpg.296x216.jpg', '黄旗山1号少有单证，精装高层，满五唯一', '黄旗山1号  | 5室2厅 | 225.72平米 | 南 | 其他', '高楼层(共28层)塔楼  -  石井', '680万', '单价30126元/平米')
('https://image1.ljcdn.com/441900-inspection/f112bac7-27f6-4007-8071-b1c20c42b59e.jpg.296x216.jpg', '新世纪豪园二期5房，格局方正，业主诚信出售', '新世纪豪园二期  | 5室2厅 | 240.57平米 | 东南 西北 | 其他', '低楼层(共10层)塔楼  -  火炼树', '520万', '单价21616元/平米')
('https://image1.ljcdn.com/441900-inspection/18ecbaa8-a2c4-4196-9a3d-89fc4150a253.jpg.296x216.jpg', '华章大厦 复式4房 小区配套成熟', '华章大厦  | 4室2厅 | 160平米 | 西南 | 其他', '高楼层(共8层)塔楼  -  花园新村', '120万', '单价7500元/平米')
('https://image1.ljcdn.com/441900-inspection/4b728ccd-affa-4075-8cc2-7d93b1bacf74.jpg.296x216.jpg', '富怡花园 两房改3房 看花园安静 一梯两户 业主诚心卖', '富怡花园  | 2室2厅 | 78.28平米 | 南 | 简装', '高楼层(共8层)板楼  -  花园新村', '60万', '单价7665元/平米')
