('https://image1.ljcdn.com/320500-inspection/test-7c6e955e-07fd-4d9f-bddf-e9cf559b50ad.png.296x216.jpg', '南北大三房，精装修，家具家电全留，有钥匙，有车位', '中海御景湾  | 3室2厅 | 117平米 | 南 北 | 精装 | 有电梯', '高楼层(共39层)2015年建板楼  -  金阊新城', '266万', '单价22736元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161111/dbea4ce1-3d1b-48fc-ba33-c79350c29430.jpg.296x216.jpg', '南园新村小区 1室1厅 60万', '南园新村小区  | 1室1厅 | 33.2平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1993年建板楼  -  南门', '60万', '单价18073元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171203/03c886b8-ce4d-47a5-963a-1666b83f239d.jpg.296x216.jpg', '金都名苑 3室2厅 330万', '金都名苑  | 3室2厅 | 126.7平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2006年建板楼  -  金门', '330万', '单价26046元/平米')
('https://image1.ljcdn.com/320500-inspection/e399ba5d-342e-4e85-8bce-68481875a59e.jpg.296x216.jpg', '盘门新村 3室1厅 135万', '盘门新村  | 3室1厅 | 73.74平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1995年建板楼  -  南门', '135万', '单价18308元/平米')
('https://image1.ljcdn.com/320500-inspection/test-3d1a0ec3-1cba-4b48-bd36-b1ec8b2a09f8.png.296x216.jpg', '彩虹新村（二区） 2室1厅 108万', '彩虹新村（二区）  | 2室1厅 | 55平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1998年建板楼  -  胥江', '108万', '单价19637元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload1430caae-deb7-4d98-918c-1f912d6ec6d9.jpg.296x216.jpg', '南门世家 5室2厅 685万', '南门世家  | 5室2厅 | 237平米 | 南 北 | 其他 | 有电梯', '高楼层(共13层)2017年建板楼  -  南门', '685万', '单价28903元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload7e1d3acc-47f1-4548-88e1-39cf7a0c1d1d.jpg.296x216.jpg', '彩虹新村 5室2厅 325万', '彩虹新村  | 5室2厅 | 193.19平米 | 南 | 精装 | 有电梯', '低楼层(共22层)1998年建板楼  -  胥江', '325万', '单价16823元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171223/2430499e-929b-4e78-9b8a-e71722a655e4.jpg.296x216.jpg', '中海凤凰熙岸 3室2厅 390万', '中海凤凰熙岸  | 3室2厅 | 126.15平米 | 南 | 精装 | 有电梯', '高楼层(共20层)2016年建板楼  -  胥江', '390万', '单价30916元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170328/009cd0c0-3739-4116-9413-5cb3ee646d7a.jpg.296x216.jpg', '北浩弄68号 2室2厅 145万', '北浩弄68号  | 2室2厅 | 73平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1998年建板楼  -  留园西园', '145万', '单价19864元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171225/d62fc598-6976-45f9-b128-5a201ade459e.jpg.296x216.jpg', '新里河新村 5室3厅 280万', '新里河新村  | 5室3厅 | 175平米 | 南 | 精装 | 无电梯', '高楼层(共5层)1994年建板楼  -  葑门', '280万', '单价16000元/平米')
('https://image1.ljcdn.com/320500-inspection/test-3d5e9c90-88fe-4e7c-92d2-c8397f2325cb.png.296x216.jpg', '长洲路小区 2室1厅 153万', '长洲路小区  | 2室1厅 | 47平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2000年建板楼  -  十全街', '153万', '单价32554元/平米')
('https://image1.ljcdn.com/320500-inspection/test-16f3cf14-a422-4185-8f6a-0e72d84a8c4d.png.296x216.jpg', '莫邪路散盘 3室2厅 260万', '莫邪路散盘  | 3室2厅 | 128平米 | 南 | 其他 | 无电梯', '低楼层(共6层)板楼  -  葑门', '260万', '单价20313元/平米')
('https://image1.ljcdn.com/320500-inspection/002d9acb-6cc3-40ad-b052-59e9105dd994.jpg.296x216.jpg', '南五泾浜18号 4室2厅 184万', '南五泾浜18号  | 4室2厅 | 120.87平米 | 南 | 其他 | 无电梯', '高楼层(共5层)板楼  -  留园西园', '184万', '单价15223元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170611/1c6cbb45-14aa-4813-8e52-50a9d91fa022.jpg.296x216.jpg', '福星小区 3室2厅 250万', '福星小区  | 3室2厅 | 123平米 | 南 | 简装 | 无电梯', '低楼层(共4层)2007年建板楼  -  沧浪新城', '250万', '单价20326元/平米')
('https://image1.ljcdn.com/320500-inspection/test-01c68217-5940-40a0-98b0-4a717874c524.png.296x216.jpg', '中锐尚城花园 纯毛坯三居室 楼层好 房东诚售！', '中锐姑苏尚城  | 3室2厅 | 93平米 | 南 | 其他 | 有电梯', '中楼层(共25层)2015年建板楼  -  平江新城', '288万', '单价30968元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170506/331028f2-2651-4267-b8dd-cd380c4ca13c.jpg.296x216.jpg', '福星新城 3室2厅 440万', '福星新城  | 3室2厅 | 190平米 | 南 | 精装 | 有电梯', '18层板楼  -  沧浪新城', '440万', '单价23158元/平米')
('https://image1.ljcdn.com/320500-inspection/88b41fc4-7ebf-4a35-a093-1c6ae8bb006e.jpg.296x216.jpg', '万科金色里程 3室2厅 202万', '万科金色里程  | 3室2厅 | 122.4平米 | 南 | 其他 | 有电梯', '低楼层(共34层)2017年建板楼  -  金阊新城', '202万', '单价16504元/平米')
('https://image1.ljcdn.com/320500-inspection/test-782dbf95-7d24-4091-b262-5cf308d3a30b.png.296x216.jpg', '中海御景湾 3室2厅 239万', '中海御景湾  | 3室2厅 | 112平米 | 南 | 精装 | 有电梯', '低楼层(共39层)2015年建板楼  -  金阊新城', '239万', '单价21340元/平米')
('https://image1.ljcdn.com/320500-inspection/test-1a2513ac-0fea-47aa-a42a-a62ef2c14409.png.296x216.jpg', '南环一村 2室1厅 133万', '南环一村  | 2室1厅 | 69.47平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1999年建板楼  -  南门', '133万', '单价19145元/平米')
('https://image1.ljcdn.com/320500-inspection/861b4acb-25e6-477e-92c1-11190b9f4802.jpg.296x216.jpg', '万科金域平江，中间两房户型，精装交付，看房方便', '万科金域平江  | 2室1厅 | 83平米 | 南 | 精装', '中楼层(共33层)板楼  -  平江新城', '280万', '单价33735元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadb04fc91f-4c02-40f3-b75d-4b3e8028d411.jpg.296x216.jpg', '杨枝三村 2室1厅 125万', '杨枝三村  | 2室1厅 | 64平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1996年建板楼  -  葑门', '125万', '单价19532元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171029/199edb84-3332-4e80-8c22-b838616bce26.jpg.296x216.jpg', '华泰家园 2室2厅 252万', '华泰家园  | 2室2厅 | 105平米 | 暂无数据 | 精装 | 无电梯', '高楼层(共14层)2006年建板楼  -  胥江', '252万', '单价24000元/平米')
('https://image1.ljcdn.com/320500-inspection/test-7a9460d4-7be0-4387-8835-92576726711d.png.296x216.jpg', '彩香二村 1室1厅 98万', '彩香二村  | 1室1厅 | 55.18平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1995年建板楼  -  金门', '98万', '单价17761元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170428/796487b7-d431-45a1-a8f6-3a1c6833b17f.jpg.296x216.jpg', '善耕旁 大观花园二期 98平精装大两房 带汽车库 诚售！', '大观花园北区  | 2室1厅 | 98.8平米 | 南 | 精装 | 无电梯', '低楼层(共5层)2008年建板楼  -  平江新城', '267万', '单价27025元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170817/39fd599d-a246-4316-9958-b1fe776bf095.jpg.296x216.jpg', '润达新村 3室2厅 153万', '润达新村  | 3室2厅 | 96平米 | 暂无数据 | 其他 | 无电梯', '高楼层(共6层)2001年建板楼  -  胥江', '153万', '单价15938元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171006/688933d1-a38d-4e4d-9dbc-35fe7a1082f6.jpg.296x216.jpg', '宏葑新村 精装自住，三房两厅，带租约', '宏葑新村  | 3室2厅 | 100.32平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1997年建板楼  -  苏州大学', '174万', '单价17345元/平米')
('https://image1.ljcdn.com/320500-inspection/9a47a1d3-ea06-4ffb-b4ce-547558d45dc2.jpg.296x216.jpg', '南北通透 不靠马路 高层采光好 诚意卖 随时看 价可谈', '阳光美地花园  | 2室2厅 | 95.39平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2009年建板楼  -  平江新城', '228万', '单价23902元/平米')
('https://image1.ljcdn.com/320500-inspection/test-40573ff8-3fee-42b9-a9bc-90686369c04c.png.296x216.jpg', '杨枝北苑 2室2厅 178万', '杨枝北苑  | 2室2厅 | 83.47平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2000年建板楼  -  葑门', '178万', '单价21326元/平米')
('https://image1.ljcdn.com/320500-inspection/a0d28596-fee6-4831-ab67-16eaf86c69b2.jpg.296x216.jpg', '中海御景湾 5室3厅 285万', '中海御景湾  | 5室3厅 | 172平米 | 南 | 其他 | 有电梯', '低楼层(共39层)2015年建板楼  -  金阊新城', '285万', '单价16570元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170519/83d97e51-8cd8-4f92-b084-c1f220abbafc.jpg.296x216.jpg', '永林北区 2室1厅 116万', '永林北区  | 2室1厅 | 63.38平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1997年建板楼  -  娄门', '116万', '单价18303元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171021/c2ccc101-d108-4f30-8658-043d63547da4.jpg.296x216.jpg', '彩香一村三区 3室1厅 147万', '彩香一村三区  | 3室1厅 | 71.43平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1992年建板楼  -  金门', '147万', '单价20580元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171014/1d577b91-39b7-4b20-b6f4-6a1babdb105a.jpg.296x216.jpg', '东大街散盘 2室1厅 128万', '东大街散盘  | 2室1厅 | 65平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1997年建板楼  -  南门', '128万', '单价19693元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160610/432c9cb1-e314-4f7f-9be5-656bf902a687.jpg.296x216.jpg', '和润家园顶楼复式，实用面积大，看房方便', '和润家园  | 5室2厅 | 109.8平米 | 暂无数据 | 简装 | 有电梯', '高楼层(共18层)2011年建板楼  -  平江新城', '305万', '单价27778元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170401/e584de13-c58e-4b39-9398-ac6da3492206.jpg.296x216.jpg', '众善桥弄散盘 2室1厅 91万', '众善桥弄散盘  | 2室1厅 | 50.6平米 | 暂无数据 | 其他 | 无电梯', '中楼层(共5层)板楼  -  观前街', '91万', '单价17985元/平米')
('https://image1.ljcdn.com/320500-inspection/test-7d893617-d1d9-4a9a-b27c-ad1562d65b52.png.296x216.jpg', '彩香一村三区 2室1厅 95万', '彩香一村三区  | 2室1厅 | 58.27平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1992年建板楼  -  金门', '95万', '单价16304元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170918/09264f1b-ead4-4143-9f63-dea08fa8fb94.jpg.296x216.jpg', '三香新村 2室2厅 95万', '三香新村  | 2室2厅 | 51.27平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1994年建板楼  -  胥江', '95万', '单价18530元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170729/e8a0ee46-069c-4b38-8a82-292c21bc6f93.jpg.296x216.jpg', '杨安弄 4室2厅 425万', '杨安弄  | 4室2厅 | 104.84平米 | 暂无数据 | 简装 | 无电梯', '低楼层(共1层)1949年建板楼  -  留园西园', '425万', '单价40538元/平米')
('https://image1.ljcdn.com/320500-inspection/test-0fee9f7e-6661-4fa1-ac16-489f63dc58ce.png.296x216.jpg', '万科金域平江复式精装带露台和车位 满两年看房方便', '万科金域平江  | 5室2厅 | 176平米 | 南 北 | 精装 | 有电梯', '高楼层(共12层)2016年建板楼  -  平江新城', '756万', '单价42955元/平米')
('https://image1.ljcdn.com/320500-inspection/test-32428b34-136a-4753-8d4b-d774e9000153.png.296x216.jpg', '里河一村 2室2厅 185万', '里河一村  | 2室2厅 | 87平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1994年建板楼  -  葑门', '185万', '单价21265元/平米')
('https://image1.ljcdn.com/320500-inspection/test-02fcef89-3e20-4321-a5bf-a8223b87ef5c.png.296x216.jpg', '阳光美地花园 4室2厅 258万', '阳光美地花园  | 4室2厅 | 125.81平米 | 南 北 | 精装 | 有电梯', '低楼层(共17层)2009年建板楼  -  平江新城', '258万', '单价20508元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171203/65632f1c-5e28-446c-a2a1-4be1a4f14cc3.jpg.296x216.jpg', '养蚕里新村 2室1厅 136万', '养蚕里新村  | 2室1厅 | 51平米 | 南 | 精装 | 无电梯', '中楼层(共5层)板楼  -  南门', '136万', '单价26667元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170604/d0bc3b7e-a39f-4833-ada7-4e902aab213a.jpg.296x216.jpg', '汇翠花园 4室2厅 240万', '汇翠花园  | 4室2厅 | 155平米 | 南 | 简装 | 无电梯', '高楼层(共5层)2007年建板楼  -  平江新城', '240万', '单价15484元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170619/1fe13ec9-b626-4b86-824e-9068c02ae006.jpg.296x216.jpg', '解放新村 4室2厅 158万', '解放新村  | 4室2厅 | 95平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  胥江', '158万', '单价16632元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171229/34fe44ec-92db-4fca-8838-97fa028a7c5e.jpg.296x216.jpg', '二郎巷 2室1厅 96万', '二郎巷  | 2室1厅 | 45.84平米 | 暂无数据 | 精装 | 无电梯', '高楼层(共5层)1998年建板楼  -  十全街', '96万', '单价20943元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b6d7aa04-8bf2-4008-a223-df7aacca1daf.png.296x216.jpg', '杨枝二村 3室1厅 159万', '杨枝二村  | 3室1厅 | 84.83平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1990年建板楼  -  葑门', '159万', '单价18744元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170320/9144a2df-87d5-4ea9-85c8-6bcd74e87811.jpg.296x216.jpg', '领秀江南 3室2厅 385万', '领秀江南  | 3室2厅 | 111.14平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2013年建板楼  -  南门', '385万', '单价34641元/平米')
('https://image1.ljcdn.com/320500-inspection/test-bb681c06-1eb9-450a-8658-00e6926323f1.png.296x216.jpg', '金塘新村 3室1厅 128万', '金塘新村  | 3室1厅 | 78平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1986年建板楼  -  胥江', '128万', '单价16411元/平米')
('https://image1.ljcdn.com/320500-inspection/test-8acbb0af-71f1-429a-8fb2-278cbc74d565.png.296x216.jpg', '中梁天御三区 3室2厅 330万', '中梁天御三区  | 3室2厅 | 116平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共25层)2014年建板楼  -  平江新城', '330万', '单价28449元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b1b27d89-e232-4dc1-956d-11985abcb9c8.png.296x216.jpg', '三元一村 2室1厅 83万', '三元一村  | 2室1厅 | 45平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)1999年建板楼  -  金门', '83万', '单价18445元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170313/50cd48a3-43bd-4ad2-9b06-b1ee6b6c529b.jpg.296x216.jpg', '苏州世茂广场 1室1厅 65万', '苏州世茂广场  | 1室1厅 | 58.9平米 | 暂无数据 | 毛坯 | 有电梯', '低楼层(共33层)2013年建板楼  -  沧浪新城', '65万', '单价11036元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c0212344-3404-4ab8-8b17-48ece7964098.png.296x216.jpg', '现代花园 2室2厅 164万', '现代花园  | 2室2厅 | 76平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2000年建板楼  -  葑门', '164万', '单价21579元/平米')
('https://image1.ljcdn.com/320500-inspection/test-49a11f6c-c140-4420-b24b-4c0133e621d2.png.296x216.jpg', '春馨园B区 1室1厅 82万', '春馨园B区  | 1室1厅 | 48平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2002年建板楼  -  留园西园', '82万', '单价17084元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171224/d2662eea-9fe4-445d-a661-a46f95913bda.jpg.296x216.jpg', '新康花园 2室2厅 178万', '新康花园  | 2室2厅 | 85.87平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2001年建板楼  -  胥江', '178万', '单价20730元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170909/7e70555b-819e-4093-bb90-409405a019e2.jpg.296x216.jpg', '长盛花园 5室2厅 315万', '长盛花园  | 5室2厅 | 189.23平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2001年建板楼  -  留园西园', '315万', '单价16647元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161220/22a00465-aa0a-4dbf-b249-88fdab24f214.jpg.296x216.jpg', '世茂运河城和茂苑一期 3室2厅 383万', '世茂运河城和茂苑一期  | 3室2厅 | 136平米 | 南 | 精装 | 有电梯', '高楼层(共24层)2009年建板楼  -  沧浪新城', '383万', '单价28162元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170621/fbb807ba-8981-4253-9157-4e80112451ac.jpg.296x216.jpg', '娄江新村 2室2厅 220万', '娄江新村  | 2室2厅 | 100.1平米 | 南 | 精装 | 无电梯', '中楼层(共5层)板楼  -  娄门', '220万', '单价21979元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170627/e8949356-e934-4d58-af99-58954f7ff4b7.jpg.296x216.jpg', '三元四村 2室1厅 117万', '三元四村  | 2室1厅 | 60.21平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2000年建板楼  -  金门', '117万', '单价19432元/平米')
('https://image1.ljcdn.com/320500-inspection/test-e389e2a6-8395-4a70-afe7-7b6a52d4620e.png.296x216.jpg', '大儒巷散盘 2室1厅 135万', '大儒巷散盘  | 2室1厅 | 64.22平米 | 南 | 其他 | 无电梯', '高楼层(共5层)1980年建板楼  -  平江路', '135万', '单价21022元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170422/d968363f-8bb4-483a-9342-f16fe6855c8c.jpg.296x216.jpg', '吉庆街88号 3室2厅 275万', '吉庆街88号  | 3室2厅 | 70平米 | 南 | 简装 | 无电梯', '高楼层(共4层)板楼  -  南门', '275万', '单价39286元/平米')
('https://image1.ljcdn.com/320500-inspection/4f75c4cd-b491-432a-9ecd-f00830a905fc.jpg.296x216.jpg', '杨枝北苑 3室1厅 205万', '杨枝北苑  | 3室1厅 | 99.5平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2000年建板楼  -  葑门', '205万', '单价20604元/平米')
('https://image1.ljcdn.com/320500-inspection/test-3b5f75d9-9602-49ec-8dea-e8f39f0f7c9b.png.296x216.jpg', '苏公馆 3室2厅 350万', '苏公馆  | 3室2厅 | 121平米 | 南 | 其他 | 有电梯', '中楼层(共13层)2015年建板楼  -  沧浪新城', '350万', '单价28926元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b5dad9e5-e99f-461b-8994-b1464a505136.png.296x216.jpg', '桂花新村 3室1厅 183万', '桂花新村  | 3室1厅 | 72.92平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1996年建板楼  -  南门', '183万', '单价25096元/平米')
('https://image1.ljcdn.com/320500-inspection/3f724ac1-56b2-4e65-8fbd-d7feeedbf3b5.jpg.296x216.jpg', '万科金色里程 3室2厅 240万', '万科金色里程  | 3室2厅 | 115平米 | 南 | 其他 | 有电梯', '高楼层(共34层)2017年建板楼  -  金阊新城', '240万', '单价20870元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5c37961d-6da6-4de4-913f-e5d15ab08878.png.296x216.jpg', '城市恬园 3室2厅 398万', '城市恬园  | 3室2厅 | 145.8平米 | 南 | 其他 | 无电梯', '高楼层(共7层)2005年建板楼  -  胥江', '398万', '单价27298元/平米')
('https://image1.ljcdn.com/320500-inspection/test-eaa023c3-f508-4e06-bc8f-01d51298d0b1.png.296x216.jpg', '现代花园 3室1厅 183万', '现代花园  | 3室1厅 | 92.21平米 | 南 | 简装 | 无电梯', '中楼层(共5层)2000年建板楼  -  葑门', '183万', '单价19847元/平米')
