('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadde833e55-9559-4fd4-b413-0a6a0270f270.jpg.296x216.jpg', '采光无遮挡，精装修，拎包入住。', '润富花园  | 2室1厅 | 91平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2006年建板塔结合  -  桥北', '182万', '单价20000元/平米')
('https://image1.ljcdn.com/320100-inspection/d10afcf2-96d9-4e1e-9578-b878962fdbc1.JPG.296x216.jpg', '桂美颂 配套完善 交通便利 采光充足', '大华锦绣华城桂美颂  | 4室2厅 | 140.88平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2005年建板楼  -  桥北', '275万', '单价19521元/平米')
('https://image1.ljcdn.com/320100-inspection/8c1b0f83-f8ee-4a41-acff-2e1d2b44f057.jpg.296x216.jpg', '满五年 大润发旁 位置好 隧道口 诚心卖', '城南新村  | 2室2厅 | 79.8平米 | 西南 | 精装 | 无电梯', '高楼层(共6层)2005年建板楼  -  江浦街道', '188万', '单价23559元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload709dd0f0-f8a9-470d-ba3e-4e5e1db98887.JPG.296x216.jpg', '江北新区 居家三房 采光无遮挡 视野开阔', '威尼斯水城第一街区  | 3室2厅 | 105.98平米 | 南 北 | 简装 | 有电梯', '中楼层(共11层)2015年建板楼  -  桥北', '235万', '单价22174元/平米')
('https://image1.ljcdn.com/320100-inspection/ceb49c58-5be9-41dc-8c71-d6268f878645.jpg.296x216.jpg', '天润城六街区 满五年唯一 通透两房 配套成熟', '天润城第六街区  | 2室2厅 | 91.82平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)2006年建板楼  -  桥北', '185万', '单价20149元/平米')
('https://image1.ljcdn.com/320100-inspection/1a921533-5076-4c99-b177-bbf8dd462ba9.jpg.296x216.jpg', '毛坯送露台 小区中间位置 中间楼层 配套齐全交通方便', '天润城第十街区  | 3室2厅 | 91.08平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共6层)2009年建板楼  -  桥北', '226万', '单价24814元/平米')
('https://image1.ljcdn.com/320100-inspection/d65288eb-373d-4440-864d-749c9f25fac1.JPG.296x216.jpg', '一线江景 视野开阔 采光充足 三房精装修', '威尼斯水城第三街区  | 3室2厅 | 120.21平米 | 南 北 | 精装 | 有电梯', '高楼层(共30层)2011年建板楼  -  桥北', '261万', '单价21713元/平米')
('https://image1.ljcdn.com/320100-inspection/test-0356fc2e-2aa8-47e8-915d-f3920d10be0c.png.296x216.jpg', '此房南北通透格局好，户型方正 开发商精装修', '融侨观邸二期  | 2室1厅 | 86.32平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2013年建塔楼  -  江浦街道', '227万', '单价26298元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload8be3f1fe-04cc-47e2-8c4a-969301af44e1.jpg.296x216.jpg', '浦洲花园 精装大两房 楼层好 视野宽阔', '浦洲花园  | 2室2厅 | 88.24平米 | 南 | 其他 | 无电梯', '高楼层(共18层)2004年建板塔结合  -  泰山街道', '160万', '单价18133元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploade59b3120-56a1-49d0-b381-7d44cd12dff1.JPG.296x216.jpg', '大华榴美颂 大两房 看房方便有钥匙的 配套成熟', '大华锦绣华城榴美颂  | 2室2厅 | 95.87平米 | 南 北 | 精装 | 有电梯', '中楼层(共9层)2008年建板楼  -  桥北', '228万', '单价23783元/平米')
('https://image1.ljcdn.com/320100-inspection/test-1e6a4a05-934d-458e-bebf-072c3413b5d4.png.296x216.jpg', '一南两北户型 此房满两年，免增值税，采光无遮挡', '中海万锦熙岸一期  | 3室2厅 | 106.84平米 | 南 北 | 其他 | 有电梯', '高楼层(共26层)2014年建板楼  -  江浦街道', '252万', '单价23587元/平米')
('https://image1.ljcdn.com/320100-inspection/test-8d2b5b60-fd1e-48ab-b4ef-7b70173f4afd.png.296x216.jpg', '威尼斯水城第十五街区 精装修 满两年 视野开阔', '威尼斯水城第十五街区  | 2室2厅 | 88平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2014年建板楼  -  桥北', '199万', '单价22614元/平米')
('https://image1.ljcdn.com/320100-inspection/ece5a321-93fc-42ec-87b0-fd43545cfedc.jpg.296x216.jpg', '精装三房 南北通透 高楼层采光棒 配套齐全 出行方便', '国信阅景龙华  | 3室2厅 | 120.21平米 | 南 北 | 精装 | 有电梯', '中楼层(共17层)2010年建板楼  -  江浦街道', '290万', '单价24125元/平米')
('https://image1.ljcdn.com/320100-inspection/73511b3a-85ad-491d-9967-74bcbe96d716.JPG.296x216.jpg', '旭日爱上城第四区北区 2室2厅 230万', '旭日爱上城第四区北区  | 2室2厅 | 82.9平米 | 南 | 其他 | 有电梯', '中楼层(共28层)2011年建塔楼  -  桥北', '230万', '单价27745元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload49431539-29c9-4fde-8692-623700643534.JPG.296x216.jpg', '大华桂美颂精装两房 楼层好采光充足 业主诚心出售', '大华锦绣华城桂美颂  | 2室1厅 | 87.03平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2007年建板楼  -  桥北', '205万', '单价23556元/平米')
('https://image1.ljcdn.com/320100-inspection/095c5dfc-d5c8-4ff2-85e5-daf68de455fb.JPG.296x216.jpg', '威尼斯水城第十街区    洋房两房出售', '威尼斯水城第十街区  | 2室2厅 | 85.55平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2010年建板楼  -  桥北', '199万', '单价23262元/平米')
('https://image1.ljcdn.com/320100-inspection/test-d1318dc1-620c-4a05-bae9-7f9bfab11cbf.png.296x216.jpg', '天润城十四街区 三室两厅 户型方正  看房方便', '天润城第十四街区  | 3室2厅 | 89.8平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2012年建板楼  -  桥北', '194万', '单价21604元/平米')
('https://image1.ljcdn.com/320100-inspection/c36756e7-3d04-42c2-890a-f107c60f1396.jpg.296x216.jpg', '天润城第十三街区 3室2厅 206万', '天润城第十三街区  | 3室2厅 | 88.03平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)2009年建板楼  -  桥北', '206万', '单价23402元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadcf56b5f7-7818-48fb-b5c9-8f9a8f3153e7.jpg.296x216.jpg', '中海大三房性价，南北通透，居家精装修', '中海万锦熙岸一期  | 3室1厅 | 107.61平米 | 南 | 简装 | 有电梯', '低楼层(共25层)2014年建板楼  -  江浦街道', '258万', '单价23976元/平米')
('https://image1.ljcdn.com/320100-inspection/68f165c6-d1a4-461f-a7ac-ecadc31e01d0.JPG.296x216.jpg', '楼层好 满五年 户型方正 楼层好 采光好 诚心卖房', '明发滨江新城二期  | 3室1厅 | 111.06平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2007年建板塔结合  -  桥北', '265万', '单价23861元/平米')
('https://image1.ljcdn.com/320100-inspection/577e777f-c760-4ca4-99f2-71ad3f09faf2.jpg.296x216.jpg', '天润城三街区两房，户型方正，业主诚心，采光充足', '天润城第三街区  | 2室2厅 | 88.09平米 | 南 北 | 简装 | 有电梯', '低楼层(共11层)2006年建板楼  -  桥北', '180万', '单价20434元/平米')
('https://image1.ljcdn.com/320100-inspection/dc6215c0-da10-4ba6-ba2d-35fb2b0e525d.JPG.296x216.jpg', '泰来苑 5室2厅 235万', '泰来苑  | 5室2厅 | 172.96平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2014年建板楼  -  泰山街道', '235万', '单价13587元/平米')
('https://image1.ljcdn.com/320100-inspection/test-a4a3ef3d-91c3-48ff-b33f-15bfbcf3faa5.png.296x216.jpg', '此房户型方正 南北通透  采光好  配套完善 交通便利', '雨山美地  | 2室1厅 | 91.47平米 | 南 北 | 精装', '高楼层(共11层)2011年建板楼  -  浦口其它', '202万', '单价22084元/平米')
('https://image1.ljcdn.com/320100-inspection/ab3dc64e-3f63-4118-a062-5347f3eb49bd.jpg.296x216.jpg', '华府国际南北通透 户型方正  南北双阳台', '华府国际  | 3室2厅 | 117.78平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2016年建板楼  -  浦口其它', '252万', '单价21396元/平米')
('https://image1.ljcdn.com/320100-inspection/52774781-4370-4c89-8b75-e55318bb22fd.JPG.296x216.jpg', '配套成熟 交通方便 小区环境优美，居住舒适', '泰来苑  | 5室2厅 | 180.58平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2014年建板楼  -  泰山街道', '290万', '单价16060元/平米')
('https://image1.ljcdn.com/320100-inspection/05e75c12-f673-42f5-8e48-d2ce9bdfd410.jpg.296x216.jpg', '两房朝南 满两年 家具家电可以协商去留 交通便利', '中海万锦熙岸一期  | 2室2厅 | 86.91平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2014年建板楼  -  江浦街道', '230万', '单价26465元/平米')
('https://image1.ljcdn.com/320100-inspection/f37c5730-1a72-4a18-b518-51965f98cbf2.jpg.296x216.jpg', '此房满两年  视野宽阔 小区人文很好 小区物业负责', '天润城第十四街区  | 3室2厅 | 89.82平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2012年建板楼  -  桥北', '212万', '单价23603元/平米')
('https://image1.ljcdn.com/320100-inspection/3dd649cb-78f3-4ba7-af9e-118795438502.jpg.296x216.jpg', '饱览青奥公园风光 俯视南京一中 南北通透 精装修', '雅居乐滨江国际二期  | 4室2厅 | 178.2平米 | 南 北 | 精装 | 有电梯', '中楼层(共29层)板楼  -  江浦街道', '592万', '单价33222元/平米')
('https://image1.ljcdn.com/320100-inspection/test-804dc52d-2cad-451c-9a20-c7e994cce91b.png.296x216.jpg', '江佑铂庭 方正大三房 楼层好位置佳 不临街 满两年', '江佑铂庭  | 3室2厅 | 118.26平米 | 南 北 | 简装 | 有电梯', '中楼层(共18层)2012年建板楼  -  江浦街道', '312万', '单价26383元/平米')
('https://image1.ljcdn.com/320100-inspection/55ace3db-750b-4f70-b863-0d037086fecd.jpg.296x216.jpg', '华府国际 老山脚下 品质高小区', '华府国际  | 4室2厅 | 118.32平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2016年建板楼  -  浦口其它', '305万', '单价25778元/平米')
('https://image1.ljcdn.com/320100-inspection/4a2773a6-1ec4-4ca3-be82-e514c14f3bbc.jpg.296x216.jpg', '天润城精装修  小三房 满两年 地铁口800米', '天润城第十二街区  | 3室1厅 | 92平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)2012年建板塔结合  -  桥北', '239万', '单价25979元/平米')
('https://image1.ljcdn.com/320100-inspection/4e73261c-8319-4ad8-a9f9-32e7251d83f5.jpg.296x216.jpg', '满两年 精装修 户型方正 河东位置', '天润城第十二街区  | 2室1厅 | 89.96平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2012年建板塔结合  -  桥北', '248万', '单价27568元/平米')
('https://image1.ljcdn.com/320100-inspection/test-1fff6e53-0633-4c9c-9cd2-ef21c5ee34ac.png.296x216.jpg', '房子南北通透 精装修 满五年 采光好 两卧室朝南', '天润城第九街区  | 3室2厅 | 100.65平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2009年建板楼  -  桥北', '248万', '单价24640元/平米')
('https://image1.ljcdn.com/320100-inspection/188a19d3-ace3-4b23-8205-ce491a0d38aa.jpg.296x216.jpg', '配套成熟 交通出行方便 小区环境优美 采光充足', '国信阅景龙华  | 3室2厅 | 128.03平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2010年建板楼  -  江浦街道', '290万', '单价22651元/平米')
('https://image1.ljcdn.com/320100-inspection/5cd40d8a-60fd-494d-9d9a-d1b10f5a97bd.jpg.296x216.jpg', '此房满五年 居家装修 成熟小区 设施完善', '江岸水城  | 2室2厅 | 76.34平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2009年建板楼  -  桥北', '169.5万', '单价22204元/平米')
('https://image1.ljcdn.com/320100-inspection/e90996e5-5518-4d1a-ac97-5483668fde1d.jpg.296x216.jpg', '天润城地铁站 次新房 总价低 小区环境好', '天润城第十二街区  | 2室1厅 | 68.51平米 | 南 | 简装 | 有电梯', '高楼层(共11层)2012年建板塔结合  -  桥北', '175万', '单价25544元/平米')
('https://image1.ljcdn.com/320100-inspection/7042bb59-a29b-4f0e-a825-78bb7e0dabcd.JPG.296x216.jpg', '江北新区三号线威尼斯 三开间朝南 南北通透 婚装三房', '威尼斯水城第七街区  | 3室2厅 | 118.87平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2007年建板楼  -  桥北', '258万', '单价21705元/平米')
('https://image1.ljcdn.com/320100-inspection/775781bb-bd2d-4408-99f7-7b67ed43b34f.jpg.296x216.jpg', '南北通透 居家精装修 满五唯一', '江岸水城  | 2室2厅 | 101.15平米 | 南 北 | 简装 | 有电梯', '低楼层(共9层)2008年建板楼  -  桥北', '180万', '单价17796元/平米')
('https://image1.ljcdn.com/320100-inspection/7663b562-ce7d-46f1-9be2-92af7e943444.jpg.296x216.jpg', '南北通透 中间楼层 采光充足 看房方便  满五唯一', '海润枫景家园  | 2室2厅 | 77.08平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2007年建板楼  -  泰山街道', '162万', '单价21018元/平米')
('https://image1.ljcdn.com/320100-inspection/3728d4c6-9130-4a8f-957a-c4bc91d48a44.jpg.296x216.jpg', '毛坯 改善必备 边户 采光特棒 小区中间位置 无遮挡', '东方熙龙山院  | 3室2厅 | 201.52平米 | 南 | 其他 | 有电梯', '中楼层(共7层)2016年建板楼  -  江浦街道', '515万', '单价25556元/平米')
('https://image1.ljcdn.com/320100-inspection/test-cdefcb2d-ac78-4e14-848a-409c62a173d7.png.296x216.jpg', '诚心出售 品牌物业 环境好 出行方便 地铁沿线', '中海万锦熙岸一期  | 3室2厅 | 93.67平米 | 南 | 其他 | 有电梯', '中楼层(共26层)2014年建板楼  -  江浦街道', '248万', '单价26476元/平米')
('https://image1.ljcdn.com/320100-inspection/test-5d43116b-f5ea-46db-8e03-422f30b18c11.png.296x216.jpg', '很好的小三房，价格较低，同类型中优势明显', '天润城第十二街区  | 3室1厅 | 87.48平米 | 南 北 | 简装 | 有电梯', '中楼层(共11层)2012年建板塔结合  -  桥北', '203万', '单价23206元/平米')
('https://image1.ljcdn.com/320100-inspection/77b8d9e1-145d-4252-964b-a6cf81f788f7.jpg.296x216.jpg', '中间楼层  格局方正 采光好 交通方便 配套成熟', '江岸水城  | 2室1厅 | 73.44平米 | 南 | 简装 | 有电梯', '高楼层(共11层)2009年建板楼  -  桥北', '163万', '单价22195元/平米')
('https://image1.ljcdn.com/320100-inspection/d76c8898-7708-4c65-88fb-80edca1b6140.jpg.296x216.jpg', '泰来苑总高11楼的小高层 有电梯 户型方正', '泰来苑  | 3室2厅 | 115.99平米 | 南 北 | 简装 | 有电梯', '低楼层(共11层)2014年建板楼  -  泰山街道', '208万', '单价17933元/平米')
('https://image1.ljcdn.com/320100-inspection/faf712de-348a-4797-bb09-b66de9303031.JPG.296x216.jpg', '明发滨江新城一期 居家三房 采光好', '明发滨江新城一期  | 3室1厅 | 100.14平米 | 南 北 | 其他 | 有电梯', '高楼层(共12层)2005年建塔楼  -  桥北', '215万', '单价21470元/平米')
('https://image1.ljcdn.com/320100-inspection/18c24d85-612b-4f4a-8113-30bca659dafd.jpg.296x216.jpg', '融侨观邸 满两年 纯毛坯 环境好 配套成熟 交通便利', '融侨观邸一期  | 3室2厅 | 140.01平米 | 南 北 | 其他 | 有电梯', '中楼层(共12层)2013年建板楼  -  江浦街道', '350万', '单价24999元/平米')
('https://image1.ljcdn.com/320100-inspection/test-2878ce11-201c-49c4-b1f3-dc58a604d705.png.296x216.jpg', '精装修三房交通方便物业优秀诚心卖看房方便', '中海万锦熙岸二期  | 3室1厅 | 91.6平米 | 南 | 其他 | 有电梯', '低楼层(共16层)2014年建塔楼  -  江浦街道', '238万', '单价25983元/平米')
('https://image1.ljcdn.com/320100-inspection/2277a662-4073-4b26-8f2f-c875fc7d1e1c.jpg.296x216.jpg', '精装修 满两年 全明户型 景观楼层 小区环境好', '天润城第十六街区南区  | 3室2厅 | 98.23平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2014年建板楼  -  桥北', '232万', '单价23619元/平米')
('https://image1.ljcdn.com/320100-inspection/bc15b925-6e4e-4c6a-95f4-7e8cede5a3be.jpg.296x216.jpg', '南北通透的大两房  满两年 采光充足', '江岸水城  | 2室2厅 | 102.08平米 | 南 北 | 简装 | 有电梯', '低楼层(共9层)2007年建板楼  -  桥北', '187万', '单价18319元/平米')
('https://image1.ljcdn.com/320100-inspection/ff59805e-3e63-4548-a6e3-9d5df0570f31.jpg.296x216.jpg', '天华硅谷 2室2厅 198万', '天华硅谷  | 2室2厅 | 85.11平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2012年建板楼  -  泰山街道', '198万', '单价23265元/平米')
('https://image1.ljcdn.com/320100-inspection/cb384b62-faa7-46f6-b9d5-880337bd0448.JPG.296x216.jpg', '威尼斯水城第十四街区 3室2厅 205万', '威尼斯水城第十四街区  | 3室2厅 | 83.53平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2012年建板楼  -  桥北', '205万', '单价24543元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload6d85727d-ee53-41c2-86a7-ae7a8e8456ba.jpg.296x216.jpg', '纯毛坯 户型方正 南北通透格局', '江岸水城  | 2室2厅 | 75.33平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2009年建板塔结合  -  桥北', '155万', '单价20577元/平米')
('https://image1.ljcdn.com/320100-inspection/76207ec6-0627-47f2-b960-a0586ebc4a0b.jpg.296x216.jpg', '配套设施成熟，购物，娱乐生活方便', '天润城第十四街区  | 2室1厅 | 70.84平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共18层)2012年建板楼  -  桥北', '166万', '单价23434元/平米')
('https://image1.ljcdn.com/320100-inspection/test-35cec38c-7be1-455a-a01d-65d956001e8c.png.296x216.jpg', '天润城三街区通透两房，中间楼层，采光充足，业主诚心', '天润城第三街区  | 2室2厅 | 78.94平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2006年建板楼  -  桥北', '180万', '单价22803元/平米')
('https://image1.ljcdn.com/320100-inspection/0fa92dc6-b7f8-45d6-bf00-618c4e04fa11.jpg.296x216.jpg', '南北通透 户型方正 中间楼层 采光充足', '江岸水城  | 3室2厅 | 89.11平米 | 南 北 | 精装 | 有电梯', '低楼层(共9层)2009年建板楼  -  桥北', '190万', '单价21322元/平米')
('https://image1.ljcdn.com/320100-inspection/test-06840b92-7e5a-44a1-99a5-7f11e895bf78.png.296x216.jpg', '此房满五年，免增值税，精装修，可拎包入住', '天华硅谷  | 3室2厅 | 89.51平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2012年建板楼  -  泰山街道', '210万', '单价23462元/平米')
