('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload148a0280-b2b4-46ef-b187-27339d6859d8.JPG.296x216.jpg', '高品质小区，人车分流，板式户型，精装2+1户型', '大华锦绣华城(十四街区)  | 2室2厅 | 83.69平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2011年建板楼  -  北蔡', '698万', '单价83404元/平米')
('https://image1.ljcdn.com/310000-inspection/9daf567d-6f9a-4537-b26f-6f7dbc61db1a.jpg.296x216.jpg', '新上房源满五唯一税费少，近地铁，中间楼层，拎包入住', '培育苑  | 1室2厅 | 51.46平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1996年建板楼  -  北蔡', '275万', '单价53440元/平米')
('https://image1.ljcdn.com/310000-inspection/test-76e91fa7-39f4-4526-a1d0-6c582fb2b24a.png.296x216.jpg', '品质生活（张汤四期）优质教育 优质配套 南北通透', '张江汤臣豪园(四期)  | 2室2厅 | 90.65平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2012年建板楼  -  张江', '776万', '单价85604元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170928/f4d7c1a0-2ef9-47a8-bd6e-47bbd553dd82.jpg.296x216.jpg', '三复四叠加别墅 景观位置 使用300多平满五惟一送车位', '涵合园(公寓)  | 3室2厅 | 148.79平米 | 南 | 精装 | 无电梯', '低楼层(共3层)2004年建板楼  -  杨东', '1180万', '单价79307元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160121/39b22906-24c6-4d1e-82ad-c9b9534e3073.jpg.296x216.jpg', '小区央位，东边套，房子自住，看房方便', '牡丹小区(浦东)  | 2室1厅 | 60.17平米 | 东南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  花木', '399万', '单价66313元/平米')
('https://image1.ljcdn.com/310000-inspection/test-bbe4e708-e89a-49de-8424-e7d59d5d2724.png.296x216.jpg', '万达边  电梯3房  小区中间位置', '美林小城  | 3室2厅 | 115.21平米 | 南 | 精装 | 有电梯', '高楼层(共13层)2007年建板楼  -  康桥', '499万', '单价43313元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170909/5cb441c5-203f-40eb-adb9-9cb47626769d.jpg.296x216.jpg', '高区视野开阔+位置好+带车位+免个税', '晓园  | 4室2厅 | 211.35平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2006年建板楼  -  碧云', '2000万', '单价94630元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170319/2011097b-01d7-4ddb-9d87-6f7c10e7cfd0.jpg.296x216.jpg', '花木苑小区安静位置全新精装3房，楼层4楼，可拎包入住', '花木苑  | 3室2厅 | 93.53平米 | 东南 | 精装 | 无电梯', '中楼层(共6层)2000年建板楼  -  花木', '699万', '单价74736元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171010/a7849adb-1117-4918-81be-fa9a07097c6d.jpg.296x216.jpg', '瑞和苑 2室1厅 253万', '瑞和苑  | 2室1厅 | 76.6平米 | 暂无数据 | 其他 | 有电梯', '低楼层(共14层)2008年建板楼  -  周浦', '253万', '单价33029元/平米')
('https://image1.ljcdn.com/310000-inspection/test-b6de4fe9-1423-4cdb-9ee0-338db4ea52de.png.296x216.jpg', '印象春城 大三房 满五唯一 急售 价格好谈', '印象春城  | 3室2厅 | 136.17平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2011年建板楼  -  周浦', '610万', '单价44797元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160717/0bf68814-b967-4b1b-951e-1dad7c0eb62d.jpg.296x216.jpg', '世茂滨江花园江景房，超高区永无遮挡，看房我司有钥匙', '世茂滨江花园  | 2室2厅 | 160.21平米 | 西 | 精装 | 有电梯', '高楼层(共53层)板楼  -  陆家嘴', '1650万', '单价102990元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170811/92679916-dfed-4a99-a7b7-786f72932118.jpg.296x216.jpg', '纯翠苑 纯商品房小区 南北通透，布局规整，价格可议', '纯翠苑  | 2室2厅 | 94.57平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2001年建板楼  -  三林', '590万', '单价62388元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170312/ed7960ad-3c88-40be-a4ac-0f7c8b93bce3.jpg.296x216.jpg', '东义路21弄 低于市场20万急售 满五唯一 邻6号线 速约', '东义路21弄  | 2室1厅 | 55.77平米 | 南 | 精装 | 无电梯', '中楼层(共5层)1985年建板楼  -  外高桥', '200万', '单价35862元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170809/b9b4a2ab-1884-4b90-a978-5ee4154f0f45.jpg.296x216.jpg', '金桥六号线竹园 公交 医院 广场 公园五分.钟覆盖', '博一小区  | 2室1厅 | 60平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1995年建板楼  -  金桥', '310万', '单价51667元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1a926323-024f-4669-b7bf-b7d915edc61b.png.296x216.jpg', '全明三房  ，户型正气，赠送面积多，房东诚心卖。', '新舒苑  | 3室2厅 | 103.26平米 | 南 | 毛坯 | 无电梯', '低楼层(共5层)2007年建板楼  -  书院镇', '170万', '单价16464元/平米')
('https://image1.ljcdn.com/310000-inspection/test-545bde59-b8cb-45d4-9774-f0bb46832c81.png.296x216.jpg', '恒大华城东林苑，精装小三房，一楼带花园，近地铁。', '恒大华城东林苑  | 3室1厅 | 79.36平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2002年建板楼  -  三林', '489万', '单价61618元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161208/16a8d613-7da5-4185-b8d4-ad40c934a90e.jpg.296x216.jpg', '房子一手动迁满五年唯一+看房方便+老装修', '惠德新邨  | 2室1厅 | 55.96平米 | 南 | 简装 | 无电梯', '低楼层(共7层)1996年建板楼  -  北蔡', '280万', '单价50036元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171112/af192ab9-a02e-430d-94b4-695960aa8959.jpg.296x216.jpg', '崮山小区南北两房，看房方便，全明户型', '崮山小区一街坊  | 2室1厅 | 70.46平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2001年建板楼  -  洋泾', '595万', '单价84446元/平米')
('https://image1.ljcdn.com/310000-inspection/test-b5c525b4-571b-40ad-ac48-cd28057a2995.png.296x216.jpg', '精装带地暖，南北两房，板式户型，双层玻璃，采光好', '杉林新月环林东路879弄  | 2室2厅 | 71平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2004年建板楼  -  三林', '389万', '单价54789元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170325/51c6fac5-5419-4d12-ab67-c2dcfee2ef8c.jpg.296x216.jpg', '南面一排、远离马路，高区、视野好，通风性好！', '证大宽域  | 2室2厅 | 96.55平米 | 南 | 精装 | 有电梯', '高楼层(共20层)2009年建板楼  -  源深', '840万', '单价87002元/平米')
('https://image1.ljcdn.com/310000-inspection/9a1f9d7d-6688-432c-9065-24fc30fcb55d.jpg.296x216.jpg', '6号线800米，满五唯一，一提两户，两南一北', '金杨新村九街坊  | 3室1厅 | 76.93平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1993年建板楼  -  金杨', '400万', '单价51996元/平米')
('https://image1.ljcdn.com/shfdfs-image/20151011/08f8fa94-a6bf-435a-a0cc-ce056fb57e91.jpg.296x216.jpg', '绿地东上海 2室2厅 460万', '绿地东上海  | 2室2厅 | 88.04平米 | 南 | 毛坯 | 有电梯', '中楼层(共14层)2010年建板楼  -  周浦', '460万', '单价52249元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171015/e415cea9-6077-428a-998b-398e1cdb7b8b.jpg.296x216.jpg', '双轨品质两房，通风效果好，满五唯一，620万带车位', '东方城市华庭  | 2室2厅 | 94.44平米 | 南 | 精装 | 有电梯', '中楼层(共10层)2006年建板楼  -  金桥', '620万', '单价65651元/平米')
('https://image1.ljcdn.com/310000-inspection/test-df4d9a63-5091-4a39-92cc-807fb3d813e4.png.296x216.jpg', '此房 满五年税费少 临河景观房 格局好 采光佳 无遮挡', '名门河滨花园  | 3室2厅 | 130平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2006年建板楼  -  洋泾', '990万', '单价76154元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171107/4371b33e-5eb2-49eb-8a36-e87a13d597f3.jpg.296x216.jpg', '广洋苑 3室2厅 720万', '广洋苑  | 3室2厅 | 85.74平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2002年建板楼  -  金杨', '720万', '单价83975元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160625/da1d669d-636b-4086-bc07-8087e8b230c3.jpg.296x216.jpg', '内环内07年小区，一梯两户，南北通透，户型好，海桐小', '锦绣花木公寓  | 2室2厅 | 104.37平米 | 南 | 精装 | 有电梯', '低楼层(共14层)2007年建板楼  -  杨东', '720万', '单价68986元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171208/ebc1999c-ac7e-461c-a247-b0444331bd02.jpg.296x216.jpg', '业主急卖 接受置换 价格可谈 满五维一 2号线200米', '佳运公寓  | 3室2厅 | 128平米 | 南 | 精装 | 有电梯', '中楼层(共7层)2002年建板楼  -  川沙', '540万', '单价42188元/平米')
('https://image1.ljcdn.com/310000-inspection/test-99d45e8c-a552-4452-abeb-70b65ccbdcc7.png.296x216.jpg', '东陆新村五街坊 2室2厅 445万', '东陆新村五街坊  | 2室2厅 | 79.57平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2003年建板楼  -  金桥', '445万', '单价55926元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160320/f738f965-f4ed-488d-90c4-110209438b96.jpg.296x216.jpg', '明纶园 2室2厅 340万', '明纶园  | 2室2厅 | 85平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2003年建板楼  -  御桥', '340万', '单价40000元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180106/031235da-bee9-49dd-bf0d-3a3991d498e7.jpg.296x216.jpg', '水清在售高区南北通小三房，满五年，保养好拎包入住', '水清木华  | 3室2厅 | 143.18平米 | 南 | 精装 | 有电梯', '高楼层(共22层)2004年建板楼  -  联洋', '1460万', '单价101970元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170414/a37838ee-1163-414c-9253-28f52dc5cd26.jpg.296x216.jpg', '满五唯一，南北通，楼层好，视野宽阔，采光充足', '贝越流明新苑  | 3室2厅 | 126.62平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2003年建板楼  -  张江', '670万', '单价52915元/平米')
('https://image1.ljcdn.com/310000-inspection/test-4f025c3e-d30a-43a1-acee-b8ebea206949.png.296x216.jpg', '人车分流  刷卡入户 一本产证大平层  中YANG空调地暖', '金地湾流域(公寓)  | 4室2厅 | 178.21平米 | 南 | 精装 | 有电梯', '中楼层(共14层)2008年建板楼  -  三林', '1350万', '单价75754元/平米')
('https://image1.ljcdn.com/310000-inspection/test-89fdba5a-ec13-474b-a987-124332b3ec5d.png.296x216.jpg', '万科品质，赠12平米的露台好房子！', '万科金色雅筑  | 2室2厅 | 76.5平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2008年建板楼  -  三林', '620万', '单价81046元/平米')
('https://image1.ljcdn.com/310000-inspection/b02e1f22-ec41-4c5c-88a1-21eb231d9e87.jpg.296x216.jpg', '内环内 地铁口 中高层 精装修拎包入住 带车位 随时看', '东方汇景苑  | 3室2厅 | 145平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2003年建板楼  -  塘桥', '1090万', '单价75173元/平米')
('https://image1.ljcdn.com/310000-inspection/fdb11067-b2ed-49cb-b1a4-ddfdb533af86.jpg.296x216.jpg', '仁恒滨江园高区 保养好 可以看江景', '仁恒滨江园  | 3室2厅 | 170.48平米 | 西北 | 精装 | 有电梯', '中楼层(共31层)2001年建板楼  -  陆家嘴', '1600万', '单价93853元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170408/52a600b7-0f16-4399-bd71-5ce60f0ad566.jpg.296x216.jpg', '小两房送天井，满五年唯一，价可谈随时签字。', '万馨佳园  | 2室1厅 | 63.97平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2005年建板楼  -  川沙', '278万', '单价43458元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171215/76f94816-87c3-4a69-9d76-1b554f1c6b3b.jpg.296x216.jpg', '南北通透格局好+诚心出售+景观楼层', '汇锦城二期  | 4室2厅 | 140平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2012年建板楼  -  新场', '415万', '单价29643元/平米')
('https://image1.ljcdn.com/310000-inspection/test-82d579a1-41e6-4ec8-8fd4-2f2c850a19ec.png.296x216.jpg', '沙田公寓 3室1厅 325万', '沙田公寓  | 3室1厅 | 90.48平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1995年建板楼  -  川沙', '325万', '单价35920元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160713/6f1cc87b-cb6c-4d80-95cc-78112550ef68.jpg.296x216.jpg', '齐爱佳苑   两房南北通透   满五唯一   低层出行方便', '齐爱佳苑  | 2室2厅 | 81.46平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2008年建板楼  -  唐镇', '365万', '单价44808元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171126/400fe072-4f6c-4d09-bd22-02acd13da3f1.jpg.296x216.jpg', '致远  三轨  双南双天井 随时看房', '金杨六街坊  | 2室1厅 | 61.95平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1994年建板楼  -  金杨', '370万', '单价59726元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160912/a40f2bd1-35da-433d-84b7-cd0f0f471779.jpg.296x216.jpg', '人气房源+大三房两卫，南北通，满五年唯一，买入价高', '证大家园(公寓)  | 3室2厅 | 122.75平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2002年建板楼  -  金桥', '760万', '单价61915元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171220/8eaff4f4-8f58-4592-a914-e37fbd6fe627.jpg.296x216.jpg', '福山，满五唯一，总价低，小区居佳位置', '证大家园(公寓)  | 2室2厅 | 98平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2006年建板楼  -  金桥', '740万', '单价75511元/平米')
('https://image1.ljcdn.com/310000-inspection/test-9e8bb3ab-8ac4-4dfb-93a8-5f0664f1b280.png.296x216.jpg', '潍坊四村 2室1厅 316万', '潍坊四村  | 2室1厅 | 47.61平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1982年建板楼  -  潍坊', '316万', '单价66373元/平米')
('https://image1.ljcdn.com/310000-inspection/test-2e7d7c38-2ed5-4831-b983-070b4314e46d.png.296x216.jpg', '三林城，户型方正一室，位置好，楼层佳，满五唯一', '三林安居苑  | 1室1厅 | 47.03平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1998年建板楼  -  三林', '272万', '单价57836元/平米')
('https://image1.ljcdn.com/310000-inspection/test-3b975fa1-327a-4263-9175-579fa689ccfc.png.296x216.jpg', '南北通大两房，靠河位置！诚心出售！', '绿地东上海  | 2室2厅 | 100.95平米 | 南 | 简装 | 有电梯', '低楼层(共14层)2007年建板楼  -  周浦', '450万', '单价44577元/平米')
('https://image1.ljcdn.com/shfdfs-image/20151220/c84421f0-d226-4649-a919-f690fa6a38b4.jpg.296x216.jpg', '康桥花园+满五唯一+精装+看房随时+诚心出售', '康桥花园  | 3室2厅 | 88.34平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1995年建板楼  -  御桥', '335万', '单价37922元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180127/3e07a4f9-844d-45ea-b0d4-9912fdbd0ef9.jpg.296x216.jpg', '美林小城  满五唯一精装房，小区景观位置', '美林小城  | 2室2厅 | 80.95平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2007年建板楼  -  康桥', '400万', '单价49414元/平米')
('https://image1.ljcdn.com/310000-inspection/test-29074104-a56d-4ed2-82b8-3beba2c9aa66.png.296x216.jpg', '此房满五唯一边套全明户型 精装修大金空调可拎包入住', '金谊河畔  | 2室2厅 | 101.57平米 | 南 | 其他 | 有电梯', '低楼层(共13层)2009年建板楼  -  三林', '620万', '单价61042元/平米')
('https://image1.ljcdn.com/310000-inspection/test-3d98ab17-f359-416e-93bd-fd29ca219754.png.296x216.jpg', '改善须看！小三房！总价低！楼层好！自住保养好！', '绿洲康城亲水湾(中央区)  | 3室2厅 | 113平米 | 南 | 精装 | 有电梯', '高楼层(共22层)2012年建板楼  -  御桥', '545万', '单价48231元/平米')
('https://image1.ljcdn.com/310000-inspection/bbcfafb5-49f8-468f-8173-c167f9928224.jpg.296x216.jpg', '满五年省30万个税，送入户花园18㎡，送车位，一梯一户', '仁恒森兰雅苑  | 4室2厅 | 208.12平米 | 南 | 精装 | 有电梯', '低楼层(共19层)2012年建板楼  -  金桥', '1580万', '单价75918元/平米')
('https://image1.ljcdn.com/310000-inspection/test-df039257-d7f7-4010-85ac-167ad771c209.png.296x216.jpg', '装修保养好，有车位，中区楼层。', '第九城市(二期)  | 3室2厅 | 145.12平米 | 南 | 精装 | 有电梯', '中楼层(共21层)板楼  -  联洋', '1380万', '单价95094元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1a72e7a8-5d86-4ab2-a2e3-c2ade1f3f082.png.296x216.jpg', '毛坯原始户型，景观楼层，看房有钥匙，一手动迁', '新高苑(一至三期)  | 1室1厅 | 57.36平米 | 南 | 毛坯 | 有电梯', '中楼层(共18层)2008年建板楼  -  高行', '270万', '单价47072元/平米')
('https://image1.ljcdn.com/310000-inspection/bab2d981-7dbc-4c3e-9794-6cdc5636e578.jpg.296x216.jpg', '一期小高层3房带墙暖，位置安静，业主诚售', '仁恒滨江园  | 3室2厅 | 146.01平米 | 南 | 精装 | 有电梯', '低楼层(共9层)1999年建板楼  -  陆家嘴', '1590万', '单价108897元/平米')
('https://image1.ljcdn.com/310000-inspection/test-7faa80b1-a040-4f7a-a609-1bd829362c28.png.296x216.jpg', '电梯大一房，可改小两房！满五税费少，户口都没有', '泾东小区  | 1室1厅 | 53.73平米 | 南 | 简装 | 有电梯', '低楼层(共25层)1990年建塔楼  -  洋泾', '370万', '单价68863元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171211/40cf86fd-aaa7-4144-8c69-de141ff3cf8a.jpg.296x216.jpg', '碧云新天地(一期) 2室2厅 680万', '碧云新天地(一期)  | 2室2厅 | 94.22平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2002年建板楼  -  金桥', '680万', '单价72172元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload7ddecd05-d6ae-4abd-90dd-fcf0b91f5d16.jpg.296x216.jpg', '爱家高区南北通大3房，浦明师范学 区，看房方便。', '爱家亚洲花园  | 3室2厅 | 123.69平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2004年建板楼  -  杨东', '910万', '单价73572元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160426/4234f73f-adab-4a07-9eae-3fe50e7643fe.jpg.296x216.jpg', '观景房，满五唯一，税费少，业主诚心出售！', '爱家亚洲花园  | 3室2厅 | 112.64平米 | 南 | 精装 | 有电梯', '高楼层(共14层)2004年建板楼  -  杨东', '830万', '单价73687元/平米')
('https://image1.ljcdn.com/310000-inspection/test-ae8890d8-d2b7-4ac7-b69d-e77043a1eaac.png.296x216.jpg', '小区在售超诚意的业主，拎包入住，全明3房，到价签字', '品诚苑  | 3室1厅 | 82.57平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2000年建板楼  -  三林', '395万', '单价47839元/平米')
