('https://image1.ljcdn.com/210200-inspection/test-dcd62141-21c7-4d86-950f-713e1e1aecf0.png.296x216.jpg', '侯一小区 1室1厅 51万', '侯一小区  | 1室1厅 | 49.43平米 | 西 | 其他 | 无电梯', '低楼层(共7层)1993年建板楼  -  侯家沟', '51万', '单价10318元/平米')
('https://image1.ljcdn.com/210200-inspection/091725ba-a8b5-4f13-9f45-877ff1e7c0db.jpg.296x216.jpg', '福居家园 2室2厅 155万', '福居家园  | 2室2厅 | 94.5平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2003年建板楼  -  春柳', '155万', '单价16403元/平米')
('https://image1.ljcdn.com/210200-inspection/test-f25a6293-b62d-4858-a8f4-5515a22ec682.png.296x216.jpg', '马栏富民广场，南北向精装1室1厅，交通便利，中间楼层', '马栏小学南  | 1室1厅 | 42.73平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)1995年建板楼  -  马栏', '49万', '单价11468元/平米')
('https://image1.ljcdn.com/210200-inspection/test-2b28dea1-bbe9-448e-adee-19941f4adf6e.png.296x216.jpg', '大连明珠，精装南北户型，看园林景观！', '大连明珠  | 3室2厅 | 197.21平米 | 南 北 | 其他 | 有电梯', '低楼层(共31层)2008年建塔楼  -  星海广场', '460万', '单价23326元/平米')
('https://image1.ljcdn.com/210200-inspection/486a785b-f05b-45de-a0a6-c57b075d2881.JPG.296x216.jpg', '香洲心城 毛坯房 南北通透 随时看房', '香洲心城  | 2室2厅 | 97.16平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共11层)2012年建板楼  -  侯家沟', '174.8万', '单价17991元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadd859bf19-9f0d-4487-92ce-59d104499940.jpg.296x216.jpg', '楼层好      户型好    采光好   配套成熟', '79中广电中心  | 2室1厅 | 61.6平米 | 南 北 | 精装 | 无电梯', '中楼层(共8层)1988年建板楼  -  中山公园', '172.5万', '单价28004元/平米')
('https://image1.ljcdn.com/210200-inspection/7380edd6-75fe-4079-bdfe-2ad1c420e4cb.jpg.296x216.jpg', '79中科学家公寓 2室1厅 179万', '79中科学家公寓  | 2室1厅 | 76.17平米 | 南 | 简装 | 有电梯', '中楼层(共30层)1998年建板楼  -  中山公园', '179万', '单价23501元/平米')
('https://image1.ljcdn.com/210200-inspection/test-f1655bab-f8cf-4a95-a064-2b01abd75986.png.296x216.jpg', '星海人家 多层二楼 景观位置 五明户型 随时看房', '星海人家  | 3室1厅 | 125.02平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)2002年建板楼  -  星海人家商圈', '359万', '单价28716元/平米')
('https://image1.ljcdn.com/210200-inspection/cf159394-c73f-431b-ae4a-3c3e258c9290.jpg.296x216.jpg', '宏都筑景 精品下越 带花园 装修好 南北通透 换房急售', '宏都筑景Ⅰ期  | 5室2厅 | 127.07平米 | 南 北 | 精装 | 有电梯', '低楼层(共5层)2008年建板楼  -  孙家沟', '385万', '单价30299元/平米')
('https://image1.ljcdn.com/210200-inspection/89130a29-4d20-48fc-909f-eb1e343c7f0f.jpg.296x216.jpg', '和平现代城 1室0厅 77万', '和平现代城  | 1室0厅 | 53.91平米 | 北 | 其他 | 有电梯', '高楼层(共50层)2005年建板楼  -  和平广场', '77万', '单价14284元/平米')
('https://image1.ljcdn.com/210200-inspection/1d7967b3-e269-462d-8206-eababbd1bf2c.JPG.296x216.jpg', '锦华北园 中间楼层 南北向两室 通透户型', '锦华北园  | 2室2厅 | 98.61平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2002年建板楼  -  锦绣', '152万', '单价15415元/平米')
('https://image1.ljcdn.com/210200-inspection/76f0d8ee-c2b2-4bf5-8a50-245cf7f17220.jpg.296x216.jpg', '锦华中园 2室1厅 82万', '锦华中园  | 2室1厅 | 67.67平米 | 南 北 | 简装 | 无电梯', '低楼层(共5层)2001年建板楼  -  锦绣', '82万', '单价12118元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload8e5453a2-424b-4da9-bff0-ae8f18ae58dc.jpg.296x216.jpg', '幸福e家五期 格致三室南北通透 一梯一户电梯直接入户', '幸福e家五期  | 3室2厅 | 133.08平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2009年建板楼  -  幸福e家', '415万', '单价31185元/平米')
('https://image1.ljcdn.com/210200-inspection/1e7f170b-2a96-4dc3-8ea4-ca5f1f86b429.jpg.296x216.jpg', '桃山小区 2室2厅 89万', '桃山小区  | 2室2厅 | 86.14平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1998年建板楼  -  南沙', '89万', '单价10333元/平米')
('https://image1.ljcdn.com/210200-inspection/test-95d3de78-b7e9-44ce-b8a4-2369edd23649.png.296x216.jpg', '锦绣 南北通透 18平米超大客厅 视野开阔 随时看房', '锦华中园  | 2室1厅 | 68.15平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2001年建板楼  -  锦绣', '82万', '单价12033元/平米')
('https://image1.ljcdn.com/210200-inspection/test-cd69ebfa-20cd-4e8d-a9bc-7867fa01ff45.png.296x216.jpg', '格致,南向小户型,交通生活便利,有30平左右的平台', '幸福e家五期  | 1室0厅 | 59.4平米 | 南 | 精装 | 有电梯', '低楼层(共20层)2009年建板楼  -  幸福e家', '227万', '单价38216元/平米')
('https://image1.ljcdn.com/210200-inspection/80cad612-3895-4e6f-9497-5434eeb292cd.jpg.296x216.jpg', '星海大第 三室两厅 前排海景 不把边 近地铁 全明户型', '星海大第  | 3室2厅 | 117.9平米 | 南 北 | 简装 | 有电梯', '高楼层(共11层)2005年建板楼  -  孙家沟', '300万', '单价25446元/平米')
('https://image1.ljcdn.com/210200-inspection/ac89faab-322c-4f6f-a2d7-af248b55be0c.jpg.296x216.jpg', '79中万泰花园 3室2厅 295万', '79中万泰花园  | 3室2厅 | 123.19平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1998年建板楼  -  中山公园', '295万', '单价23947元/平米')
('https://image1.ljcdn.com/210200-inspection/3082715a-5936-4e85-8012-a5bb8fb94f24.jpg.296x216.jpg', '阳光小筑 08框架封闭小区两室南北装修好', '阳光小筑  | 2室2厅 | 73.25平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2007年建板楼  -  辽师', '137万', '单价18704元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload1f9edc92-355e-4a77-b128-7e7dbb0e3a49.jpg.296x216.jpg', '新希望花园 和平商圈 电梯跃层 配套全 交通便利', '新希望花园  | 4室2厅 | 233.72平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2003年建板楼  -  和平广场', '425万', '单价18185元/平米')
('https://image1.ljcdn.com/210200-inspection/fb826241-9abd-46ab-8816-d53063fc77c7.jpg.296x216.jpg', '星海名庭 2室1厅 212万', '星海名庭  | 2室1厅 | 96.28平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)2005年建板楼  -  孙家沟', '212万', '单价22020元/平米')
('https://image1.ljcdn.com/210200-inspection/93fdfa8f-2d86-4c5a-9a78-2f8787a5c5a8.jpg.296x216.jpg', '封闭小区，南向标准户，高楼层光线视野佳，浅色调装修', '阳光月秀  | 1室2厅 | 60.44平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2006年建板楼  -  阳光月秀', '85万', '单价14064元/平米')
('https://image1.ljcdn.com/210200-inspection/test-fbf664c7-9610-4f0f-b391-0c8b58059b0f.png.296x216.jpg', '绿波小区三南卧室 明厅精装好房急售', '绿波小区  | 3室1厅 | 114.43平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1998年建板楼  -  绿波', '113万', '单价9876元/平米')
('https://image1.ljcdn.com/210200-inspection/f2323283-c715-45e4-97f6-41875dc5d625.jpg.296x216.jpg', '星海人家 2室2厅 262万', '星海人家  | 2室2厅 | 96.09平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)2002年建板楼  -  星海人家商圈', '262万', '单价27267元/平米')
('https://image1.ljcdn.com/210200-inspection/61a33a03-b5e6-4a11-a488-d2be838973ff.jpg.296x216.jpg', '绿波花园经典户型，南北通厅，开间3.9米', '绿波花园  | 2室2厅 | 105.28平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2001年建板楼  -  绿波', '148万', '单价14058元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e55b6408-0407-4729-9454-2ea65bc07427.png.296x216.jpg', '阳光月秀封闭小区精装两室南北通厅五明户型带车位', '阳光月秀  | 2室2厅 | 94.38平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)2006年建板楼  -  阳光月秀', '156万', '单价16529元/平米')
('https://image1.ljcdn.com/210200-inspection/2fb83d73-f543-4392-82f1-57adb6992ab2.JPG.296x216.jpg', '壹品星海 海景房 外带阳台 星海广场', '壹品星海一期  | 4室2厅 | 265.67平米 | 南 北 | 其他 | 有电梯', '中楼层(共31层)2005年建板楼  -  星海广场', '630万', '单价23714元/平米')
('https://image1.ljcdn.com/210200-inspection/4f389174-2a64-4dc2-a62b-1c1360a14b5d.jpg.296x216.jpg', '春柳公交站旁精装修两室 采光通风好 拎包住 交通便利', '春风巷  | 2室1厅 | 66.32平米 | 南 西北 | 简装 | 无电梯', '高楼层(共7层)1993年建板楼  -  春柳', '72万', '单价10857元/平米')
('https://image1.ljcdn.com/210200-inspection/test-94aabbf7-4b4b-463d-b97d-f4050c9314a4.png.296x216.jpg', '星海人家超大三室双南卧一北卧水街一楼带花园', '星海人家  | 3室2厅 | 163.37平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)2002年建板楼  -  星海人家商圈', '465万', '单价28463元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload2cc62d3a-a21c-49b4-9034-27b32393de6c.jpg.296x216.jpg', '明珠街 4室2厅 480万', '明珠街  | 4室2厅 | 257.03平米 | 南 北 | 精装 | 无电梯', '高楼层(共4层)2002年建板楼  -  黑石礁', '480万', '单价18675元/平米')
('https://image1.ljcdn.com/210200-inspection/test-25396cdc-e6be-43c4-9f28-47606e01dc6f.png.296x216.jpg', '中铁十三局 2室1厅 109万', '中铁十三局  | 2室1厅 | 76.26平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)1993年建板楼  -  侯家沟', '109万', '单价14294元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ad2b752f-1d1a-4eba-a24a-9e933ab91fec.png.296x216.jpg', '三寰芳草园  小区环境优越   楼号位置相当好', '三寰芳草园  | 2室2厅 | 87.44平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2003年建板楼  -  阳光月秀', '140万', '单价16011元/平米')
('https://image1.ljcdn.com/210200-inspection/test-f0f49492-3de5-40df-abb1-bf34355fd7ac.png.296x216.jpg', '李家街 2室1厅 57.5万', '李家街  | 2室1厅 | 47.62平米 | 南 | 精装 | 无电梯', '中楼层(共5层)1985年建板楼  -  春柳', '57.5万', '单价12075元/平米')
('https://image1.ljcdn.com/210200-inspection/76697268-cdce-48a6-9a94-5a3d0c030e76.JPG.296x216.jpg', '电梯小高层！精装修拎包入住 沙河口春柳 封闭次新小区', '春柳人家  | 2室1厅 | 92.2平米 | 南 北 | 精装', '低楼层(共10层)2003年建板楼  -  春柳', '152万', '单价16486元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d519302d-f31f-4285-a044-7889b86462d5.png.296x216.jpg', '星云街 2室1厅 85万', '星云街  | 2室1厅 | 63.8平米 | 东 南 西 北 | 其他 | 无电梯', '高楼层(共7层)1995年建板楼  -  星海人家商圈', '85万', '单价13323元/平米')
('https://image1.ljcdn.com/210200-inspection/0a352faf-2f1d-4957-b05e-fde8727f319a.jpg.296x216.jpg', '绿波小区 2室1厅 68万', '绿波小区  | 2室1厅 | 74.44平米 | 东 西 | 简装 | 无电梯', '高楼层(共7层)1998年建板楼  -  绿波', '68万', '单价9135元/平米')
('https://image1.ljcdn.com/210200-inspection/test-832d525d-5a9f-47ee-adbf-6c89e3c9d0a5.png.296x216.jpg', '马栏广场未来星城两室两厅通厅户型中间楼层', '未来星城  | 2室2厅 | 90.68平米 | 南 北 | 简装 | 无电梯', '中楼层(共4层)2002年建板楼  -  马栏', '153万', '单价16873元/平米')
('https://image1.ljcdn.com/210200-inspection/40fc6b24-203a-4ddc-9a1a-f057c8c6736b.JPG.296x216.jpg', '南北通透户型规矩，精装修，少有明厅，赠送花园', '锦华中园  | 2室1厅 | 75.01平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2001年建板楼  -  锦绣', '96万', '单价12799元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload3a130385-ad48-4155-982f-f7e428c876a0.jpg.296x216.jpg', '兰亭山水 1室1厅 81万', '兰亭山水  | 1室1厅 | 36.54平米 | 南 | 其他 | 有电梯', '中楼层(共5层)2003年建板楼  -  星海人家商圈', '81万', '单价22168元/平米')
('https://image1.ljcdn.com/210200-inspection/4c262f2a-1119-42bb-b293-499f0d575303.JPG.296x216.jpg', '精装修 南北通厅两室 采光好 户型方正 知行', '帝欧花园  | 2室2厅 | 57.19平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2005年建板楼  -  绿波', '108万', '单价18885元/平米')
('https://image1.ljcdn.com/210200-inspection/69d9d615-03b4-44cb-a616-334c2995f07c.jpg.296x216.jpg', '21中中山南苑精装修南向大开间客厅优质户型', '21中学中山南苑  | 3室2厅 | 166.84平米 | 南 北 | 精装 | 有电梯', '中楼层(共12层)2002年建板楼  -  中山公园', '390万', '单价23376元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload59f3dca2-79c2-4072-a3a0-5a9f893af9f1.JPG.296x216.jpg', '房子是南北向户型规矩西明厅有15平的阁楼', '锦虹南园  | 2室1厅 | 85.92平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1998年建板楼  -  锦绣', '78万', '单价9079元/平米')
('https://image1.ljcdn.com/210200-inspection/test-129adcb2-f0d9-4778-8374-84ac12305949.png.296x216.jpg', '锦江园 1室1厅 56万', '锦江园  | 1室1厅 | 47.52平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2000年建板楼  -  锦绣', '56万', '单价11785元/平米')
('https://image1.ljcdn.com/210200-inspection/175e1bf0-39db-4dff-b78d-5faef47c25ba.jpg.296x216.jpg', '近格致，小区中间位置，楼层适中，采光视野佳', '幸福e家二期  | 3室2厅 | 112.96平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)2003年建板楼  -  幸福e家', '378万', '单价33464元/平米')
('https://image1.ljcdn.com/210200-inspection/8ab1ddd7-bbb2-42dd-8a7f-753addb02041.jpg.296x216.jpg', '南北向跃层，南卧室，北客厅，4年前婚房装修', '新华同仁轩  | 2室1厅 | 34.88平米 | 南 北 | 精装 | 有电梯', '中楼层(共8层)2005年建板楼  -  阳光月秀', '72.5万', '单价20786元/平米')
('https://image1.ljcdn.com/210200-inspection/36f5e3c7-2545-4f4c-9850-6e1b78fec170.jpg.296x216.jpg', '中盛家园 3室2厅 300万', '中盛家园  | 3室2厅 | 131.99平米 | 南 北 | 其他 | 有电梯', '高楼层(共13层)2002年建板楼  -  西安路', '300万', '单价22729元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e41848af-8632-46be-bf53-be8f029276b1.png.296x216.jpg', '和平广场 新希望花园 精装三室', '新希望花园  | 3室2厅 | 148平米 | 南 北 | 精装 | 有电梯', '中楼层(共28层)2003年建板楼  -  和平广场', '305万', '单价20609元/平米')
('https://image1.ljcdn.com/210200-inspection/test-f6b6bb7e-a056-4d08-9a3e-f73de11abf57.png.296x216.jpg', '南北通厅，大落地窗，赠送南北阳台，装修保持干净', '阳光月秀  | 2室1厅 | 79.94平米 | 南 北 | 简装 | 无电梯', '高楼层(共5层)2006年建板楼  -  阳光月秀', '126万', '单价15762元/平米')
('https://image1.ljcdn.com/210200-inspection/e64b1b70-e69a-4834-bcb4-e1ac4c2f5691.jpg.296x216.jpg', '一方公馆 四室南北通透 海景房 房屋保持好', '一方公馆  | 4室2厅 | 348.01平米 | 南 北 | 精装 | 有电梯', '高楼层(共28层)2011年建板楼  -  星海广场', '1700万', '单价48850元/平米')
('https://image1.ljcdn.com/210200-inspection/test-420db7cb-0d9d-41dd-a52e-eef85f7d3778.png.296x216.jpg', '中山公寓+中山公园+封闭小区+南北通厅', '79中中山公寓  | 2室2厅 | 100.59平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2002年建板楼  -  中山公园', '292万', '单价29029元/平米')
('https://image1.ljcdn.com/210200-inspection/7de2461e-8d84-4401-9c73-bdd9df8f610a.jpg.296x216.jpg', '马栏广场辽师两室业主急售出行方便', '马栏小学南  | 2室1厅 | 53.79平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1995年建板楼  -  马栏', '49万', '单价9110元/平米')
('https://image1.ljcdn.com/210200-inspection/0b8ab341-89a8-4acc-af89-c389f8d4f8f9.jpg.296x216.jpg', '北甸街 户型好 田字格 装修保持好可拎包入住', '北甸街  | 3室1厅 | 56.59平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1995年建板楼  -  辽师', '80万', '单价14137元/平米')
('https://image1.ljcdn.com/210200-inspection/1705639d-1aef-4cf4-8fc3-165658c82e8f.JPG.296x216.jpg', '精装修，3南卧室，大开间，中间楼层，采光充足', '绿波小区  | 3室2厅 | 107.26平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1998年建板楼  -  绿波', '103万', '单价9603元/平米')
('https://image1.ljcdn.com/210200-inspection/test-04682e2b-61e5-40ee-ab61-7488a6b55d44.png.296x216.jpg', '锦城园C区 2室2厅 98万', '锦城园C区  | 2室2厅 | 65.71平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2006年建板楼  -  锦绣', '98万', '单价14915元/平米')
('https://image1.ljcdn.com/210200-inspection/test-8d2aba82-f2a5-4d7d-8307-409e07067067.png.296x216.jpg', '星海国宝前排位置，楼层好，精装修，直接拎包入住。', '星海国宝  | 3室2厅 | 216.72平米 | 南 | 精装 | 有电梯', '中楼层(共30层)2003年建板楼  -  星海广场', '480万', '单价22149元/平米')
('https://image1.ljcdn.com/210200-inspection/456eb86a-1b39-4901-be52-384c46899f70.jpg.296x216.jpg', '星海人家 2室2厅 385万', '星海人家  | 2室2厅 | 127.29平米 | 南 北 | 精装 | 有电梯', '低楼层(共10层)2001年建板楼  -  星海人家商圈', '385万', '单价30246元/平米')
('https://image1.ljcdn.com/210200-inspection/test-57839c60-11de-4097-8c00-ddf7520ddfc5.png.296x216.jpg', '环境幽美，空气好婚房装修，南北两室俯瞰富国山景色', '大华御庭  | 2室2厅 | 97.58平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2009年建板楼  -  星海人家商圈', '215万', '单价22034元/平米')
('https://image1.ljcdn.com/210200-inspection/adecbedd-68d3-40c3-a8e7-680964987479.JPG.296x216.jpg', '春柳车站 ，二楼三室一厅，户型规矩，近市场地铁', '春风巷  | 3室1厅 | 87.78平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1993年建板楼  -  春柳', '95万', '单价10823元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadc44f43c4-4e5e-4167-841a-f9cc9d6e2931.jpg.296x216.jpg', '79中民兴花园 多层带电梯 小区中间 南北通透 限时好房', '79中民兴花园一期  | 4室2厅 | 176.25平米 | 南 北 | 精装 | 有电梯', '中楼层(共6层)2002年建板楼  -  中山公园', '530万', '单价30071元/平米')
