('https://image1.ljcdn.com/340100-inspection/79021de0-8fab-4b80-92e3-27e81c75dfa5.JPG.296x216.jpg', '莱茵河畔花园 2室2厅 102万', '莱茵河畔花园  | 2室2厅 | 78.54平米 | 南 | 其他', '中楼层(共18层)2011年建塔楼  -  东站', '102万', '单价12988元/平米')
('', '中环云公馆，新小区物业好，户型方正', '中环云公馆  | 4室1厅 | 100.5平米 | 南 北 | 其他', '高楼层(共29层)塔楼  -  七里塘', '125万', '单价12438元/平米')
('', '国耀园上园 3室1厅 155万', '国耀园上园  | 3室1厅 | 102平米 | 南 | 其他', '低楼层(共24层)2012年建板塔结合  -  东站', '155万', '单价15197元/平米')
('https://image1.ljcdn.com/340100-inspection/31303ca0-8907-4e7b-8e0c-fdb18a15f422.JPG.296x216.jpg', '纯毛坯可以任意装修，没有返修成本，位置好，采光好', '隆昊昊天园  | 2室2厅 | 96.82平米 | 南 | 其他', '高楼层(共18层)2012年建板塔结合  -  七里塘', '124万', '单价12808元/平米')
('', '香江生态丽景 2室2厅 115万', '香江生态丽景  | 2室2厅 | 81.59平米 | 南 | 其他', '高楼层(共18层)板楼  -  七里塘', '115万', '单价14095元/平米')
('https://image1.ljcdn.com/340100-inspection/bbe37113-51a2-40eb-94b3-cb84dfbd409f.jpg.296x216.jpg', '康城水云间 精装修2房 生态公园 环境好 阳光视野好', '康城水云间  | 2室2厅 | 97.81平米 | 南 | 其他', '高楼层(共6层)板楼  -  七里塘', '127万', '单价12985元/平米')
('', '视野采光好 ，南北通透，小区环境适合居住。', '北岗花园  | 2室2厅 | 89平米 | 南 北 | 其他', '中楼层(共24层)塔楼  -  站北', '115万', '单价12922元/平米')
('', '金海花园 2室2厅 108万', '金海花园  | 2室2厅 | 83.15平米 | 南 | 其他', '高楼层(共18层)板塔结合  -  七里塘', '108万', '单价12989元/平米')
('', '巴黎春天 2室2厅 120万', '巴黎春天  | 2室2厅 | 89平米 | 南 | 其他', '高楼层(共6层)板楼  -  七里塘', '120万', '单价13484元/平米')
('', '巴黎春天 满两年 南北通透 四居室', '巴黎春天  | 4室2厅 | 141.68平米 | 南 北 | 其他', '中楼层(共12层)板楼  -  七里塘', '177万', '单价12493元/平米')
('', '业主诚心出售，精装修2居室，小区中间位置', '兴华苑  | 2室1厅 | 82.6平米 | 南 | 其他', '低楼层(共6层)2008年建板楼  -  七里塘', '95万', '单价11502元/平米')
('', '莱茵河畔花园 2室2厅 105万', '莱茵河畔花园  | 2室2厅 | 78.6平米 | 南 | 其他', '高楼层(共18层)2011年建塔楼  -  东站', '105万', '单价13359元/平米')
('https://image1.ljcdn.com/340100-inspection/4d886d50-cb62-4afb-82bd-4ca6efb387c8.jpg.296x216.jpg', '家天下公寓楼，复式，刚需房型，配套齐', '家天下四期  | 1室1厅 | 38.76平米 | 北 | 其他', '中楼层(共18层)2014年建塔楼  -  七里塘', '78万', '单价20124元/平米')
('', '金海花园 3室2厅 137万', '金海花园  | 3室2厅 | 114.19平米 | 南 | 其他', '高楼层(共11层)2012年建板塔结合  -  七里塘', '137万', '单价11998元/平米')
('https://image1.ljcdn.com/340100-inspection/b499f7a1-2af0-4de7-ba80-228c34a410dc.jpg.296x216.jpg', '淮合花园 2室2厅 83万', '淮合花园  | 2室2厅 | 87.93平米 | 南 | 其他', '高楼层(共28层)2012年建板塔结合  -  七里塘', '83万', '单价9440元/平米')
('', '帝豪星港湾 2室2厅 115万', '帝豪星港湾  | 2室2厅 | 88.7平米 | 南 | 其他', '高楼层(共18层)2009年建板塔结合  -  七里塘', '115万', '单价12966元/平米')
('', '瑶东北村 2室2厅 78万', '瑶东北村  | 2室2厅 | 63.7平米 | 南 | 其他', '高楼层(共6层)板楼  -  七里塘', '78万', '单价12245元/平米')
('', '中环东方名景 2室2厅 110万', '中环东方名景  | 2室2厅 | 88.16平米 | 南 | 其他', '低楼层(共18层)2006年建板楼  -  七里塘', '110万', '单价12478元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/27ee1e42-12a7-4e7f-8ddf-5377e6d7437b.png.280x210.jpg', '华润熙云府 2室1厅 112万', '华润熙云府  | 2室1厅 | 76.45平米 | 南 北 | 精装', '低楼层(共33层)2015年建板塔结合  -  七里塘', '112万', '单价14651元/平米')
('', '华润熙云府 3室2厅 145万', '华润熙云府  | 3室2厅 | 92.76平米 | 南 | 其他', '低楼层(共11层)2015年建板塔结合  -  七里塘', '145万', '单价15632元/平米')
('https://image1.ljcdn.com/340100-inspection/02ad501d-406f-471c-91a6-5750c2e88a60.jpg.296x216.jpg', '家天下四期复式，居家精装，拎包入住', '家天下四期  | 1室1厅 | 38.81平米 | 南 | 其他', '高楼层(共18层)2014年建塔楼  -  七里塘', '71万', '单价18295元/平米')
('', '新海尚宸家园 4室2厅 135万', '新海尚宸家园  | 4室2厅 | 86.9平米 | 南 | 其他', '高楼层(共26层)塔楼  -  七里塘', '135万', '单价15536元/平米')
('https://image1.ljcdn.com/340100-inspection/4dab5dce-56d6-4c85-baea-15f7fc5276b3.jpg.296x216.jpg', '实嘉原创生活 2室2厅 140万', '实嘉原创生活  | 2室2厅 | 105.41平米 | 南 | 其他', '高楼层(共11层)2011年建板塔结合  -  东站', '140万', '单价13282元/平米')
('', '国耀园上园 1室1厅 68万', '国耀园上园  | 1室1厅 | 49平米 | 南 | 其他', '高楼层(共18层)2012年建板塔结合  -  东站', '68万', '单价13878元/平米')
('', '中兴西湖花园 4室2厅 168万', '中兴西湖花园  | 4室2厅 | 135平米 | 南 | 其他', '低楼层(共6层)2004年建板塔结合  -  七里塘', '168万', '单价12445元/平米')
('', '长虹世纪荣廷 2室2厅 90万', '长虹世纪荣廷  | 2室2厅 | 79.76平米 | 南 | 其他', '高楼层(共33层)2017年建板塔结合  -  七里塘', '90万', '单价11284元/平米')
('', '家天下北郡 3室2厅 110万', '家天下北郡  | 3室2厅 | 89.16平米 | 南 | 其他', '低楼层(共3层)板塔结合  -  站北', '110万', '单价12338元/平米')
('', '兴海苑 2室1厅 70万', '兴海苑  | 2室1厅 | 61平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  七里塘', '70万', '单价11476元/平米')
('https://image1.ljcdn.com/340100-inspection/9c2b089a-a780-43bf-805d-92936e73b631.JPG.296x216.jpg', '中环云公馆 3室1厅 115万', '中环云公馆  | 3室1厅 | 87.96平米 | 南 | 其他', '中楼层(共33层)塔楼  -  七里塘', '115万', '单价13075元/平米')
('', '新海尚宸家园 2室1厅 110万', '新海尚宸家园  | 2室1厅 | 78.6平米 | 南 | 其他', '中楼层(共28层)塔楼  -  七里塘', '110万', '单价13995元/平米')
('https://image1.ljcdn.com/340100-inspection/391178dc-48f4-4064-aebe-dc6ae8f8dd80.JPG.296x216.jpg', '阳光汇景 2室1厅 125万', '阳光汇景  | 2室1厅 | 85.27平米 | 南 北 | 其他', '高楼层(共10层)板塔结合  -  七里塘', '125万', '单价14660元/平米')
('https://image1.ljcdn.com/340100-inspection/5d13dade-f067-4cdf-8e75-ec4a67bca70b.JPG.296x216.jpg', '国耀园上园 2室1厅 110万', '国耀园上园  | 2室1厅 | 87平米 | 南 | 其他', '低楼层(共18层)2012年建板塔结合  -  东站', '110万', '单价12644元/平米')
('', '长虹世纪荣廷 3室2厅 165万', '长虹世纪荣廷  | 3室2厅 | 93平米 | 南 | 其他', '中楼层(共31层)塔楼  -  七里塘', '165万', '单价17742元/平米')
('', '兴华苑B区 2室1厅 71万', '兴华苑B区  | 2室1厅 | 64.33平米 | 南 | 其他', '中楼层(共18层)塔楼  -  七里塘', '71万', '单价11037元/平米')
('', '香江生态丽景 3室2厅 143万', '香江生态丽景  | 3室2厅 | 109.83平米 | 南 | 其他', '高楼层(共6层)板楼  -  七里塘', '143万', '单价13021元/平米')
('', '家天下北郡 3室1厅 116万', '家天下北郡  | 3室1厅 | 89.78平米 | 南 北 | 其他', '中楼层(共27层)板楼  -  站北', '116万', '单价12921元/平米')
('', '阳光汇景 2室1厅 87万', '阳光汇景  | 2室1厅 | 66.83平米 | 南 | 其他', '高楼层(共6层)2007年建板塔结合  -  七里塘', '87万', '单价13019元/平米')
('https://image1.ljcdn.com/340100-inspection/986b9073-f4d5-478e-b9d3-75316eda1fd9.jpg.296x216.jpg', '铁静苑B区 2室2厅 87万', '铁静苑B区  | 2室2厅 | 84.37平米 | 南 北 | 其他', '高楼层(共6层)2000年建塔楼  -  七里塘', '87万', '单价10312元/平米')
('https://image1.ljcdn.com/340100-inspection/308b799d-91f2-4b72-859e-ff9ff207688e.jpg.296x216.jpg', '华府竹丝苑，婚装未住过，户型方正，采光很好', '华府竹丝苑北苑  | 2室2厅 | 86.3平米 | 南 北 | 其他', '中楼层(共17层)塔楼  -  七里塘', '135万', '单价15644元/平米')
('https://image1.ljcdn.com/340100-inspection/969cf0e1-eca5-48b9-975f-f936e7876c2f.jpg.296x216.jpg', '国耀园上园 3室2厅 135万', '国耀园上园  | 3室2厅 | 96.5平米 | 南 | 其他', '高楼层(共17层)2012年建板塔结合  -  东站', '135万', '单价13990元/平米')
('', '实嘉原创生活 2室2厅 115万', '实嘉原创生活  | 2室2厅 | 86.19平米 | 南 | 其他', '低楼层(共6层)2011年建板塔结合  -  东站', '115万', '单价13343元/平米')
('https://image1.ljcdn.com/340100-inspection/2cb97daa-24c9-4d3f-94ed-e3bce88fcbdc.jpg.296x216.jpg', '巴黎春天 生态公园旁 无增值税 无个税', '巴黎春天  | 3室2厅 | 132平米 | 南 北 | 其他', '高楼层(共12层)板楼  -  七里塘', '165万', '单价12500元/平米')
('', '香江生态丽景 2室1厅 75万', '香江生态丽景  | 2室1厅 | 58.85平米 | 南 | 其他', '高楼层(共18层)塔楼  -  七里塘', '75万', '单价12745元/平米')
('', '中环东方名景 3室2厅 135万', '中环东方名景  | 3室2厅 | 105平米 | 南 | 其他', '低楼层(共11层)2006年建板楼  -  七里塘', '135万', '单价12858元/平米')
('', '康城静林湾 3室2厅 145万', '康城静林湾  | 3室2厅 | 99.28平米 | 南 | 其他', '中楼层(共18层)塔楼  -  七里塘', '145万', '单价14606元/平米')
('', '香江生态丽景 3室2厅 140万', '香江生态丽景  | 3室2厅 | 99.24平米 | 南 | 其他', '中楼层(共6层)板楼  -  七里塘', '140万', '单价14108元/平米')
('https://image1.ljcdn.com/340100-inspection/2705f888-a1a7-4e1c-a2be-b0b722af87ea.JPG.296x216.jpg', '瑶海家园 2室1厅 72万', '瑶海家园  | 2室1厅 | 60平米 | 南 | 其他', '低楼层(共6层)板楼  -  七里塘', '72万', '单价12000元/平米')
('https://image1.ljcdn.com/340100-inspection/04c3e069-f2d5-4003-a1bf-b6ef8f893f44.jpg.296x216.jpg', '晨阳世纪城 3室2厅 175万', '晨阳世纪城  | 3室2厅 | 149.49平米 | 南 北 | 其他', '中楼层(共11层)暂无数据  -  七里塘', '175万', '单价11707元/平米')
('', '康城水云间 4室3厅 185万', '康城水云间  | 4室3厅 | 141平米 | 南 | 其他', '高楼层(共6层)板楼  -  七里塘', '185万', '单价13121元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload86463250-feef-450e-89eb-eb5fcd3684bd.jpg.296x216.jpg', '中环云公馆，户型方正，新小区单价低', '中环云公馆  | 3室2厅 | 107.06平米 | 南 北 | 其他', '高楼层(共29层)塔楼  -  七里塘', '128万', '单价11956元/平米')
('', '香江生态丽景 3室2厅 145万', '香江生态丽景  | 3室2厅 | 103.5平米 | 南 | 其他', '低楼层(共7层)板楼  -  七里塘', '145万', '单价14010元/平米')
('', '中环东方名景 3室2厅 165万', '中环东方名景  | 3室2厅 | 131.9平米 | 南 | 其他', '高楼层(共7层)2006年建板楼  -  七里塘', '165万', '单价12510元/平米')
('', '北二环 新小区  环境好 隆昊昊天园  刚需两房 方便看', '隆昊昊天园  | 2室1厅 | 64.5平米 | 南 | 其他', '中楼层(共30层)2012年建板塔结合  -  七里塘', '80万', '单价12404元/平米')
('', '淮合花园 2室1厅 63万', '淮合花园  | 2室1厅 | 67平米 | 南 | 其他', '高楼层(共28层)2012年建板塔结合  -  七里塘', '63万', '单价9403元/平米')
('https://image1.ljcdn.com/340100-inspection/2d1d6ad6-f5c0-4284-ad79-49a7cc146f44.JPG.296x216.jpg', '禹洲中央城 3室2厅 130万', '禹洲中央城  | 3室2厅 | 89.2平米 | 南 | 其他', '中楼层(共34层)塔楼  -  七里塘', '130万', '单价14574元/平米')
('https://image1.ljcdn.com/340100-inspection/41d183df-7cd0-4cc5-8a8b-45df42e26372.JPG.296x216.jpg', '户型设计前卫，非常适合居住，景观阳台，送面积比较大', '家天下  | 3室2厅 | 109.29平米 | 南 北 | 其他', '低楼层(共8层)2014年建塔楼  -  七里塘', '186万', '单价17019元/平米')
('', '金辉悦府 3室2厅 115万', '金辉悦府  | 3室2厅 | 88.79平米 | 南 | 其他', '中楼层(共26层)暂无数据  -  七里塘', '115万', '单价12952元/平米')
('https://image1.ljcdn.com/340100-inspection/7c073a17-ce6d-403c-b07f-770ffaa16f71.jpg.296x216.jpg', '此房满二，楼层高度适中，环境优美', '国耀园上园  | 2室2厅 | 88.89平米 | 南 | 其他', '中楼层(共24层)2012年建板塔结合  -  东站', '129.5万', '单价14569元/平米')
('', '兴华苑B区 2室1厅 66万', '兴华苑B区  | 2室1厅 | 65.23平米 | 南 | 其他', '高楼层(共18层)塔楼  -  七里塘', '66万', '单价10119元/平米')
('', '康城水云间 2室2厅 143万', '康城水云间  | 2室2厅 | 97.81平米 | 南 | 其他', '中楼层(共6层)板楼  -  七里塘', '143万', '单价14621元/平米')
('', '户型好，格局高，楼层适中，采光足', '隆昊昊博园  | 2室1厅 | 60平米 | 南 | 其他', '低楼层(共18层)塔楼  -  七里塘', '83万', '单价13834元/平米')
('', '香江生态丽景 3室1厅 130万', '香江生态丽景  | 3室1厅 | 92.8平米 | 南 | 其他', '高楼层(共6层)板楼  -  七里塘', '130万', '单价14009元/平米')
('https://image1.ljcdn.com/340100-inspection/43234b5f-542c-45b7-b250-9ab12103a416.jpg.296x216.jpg', '巴黎春天 生态公园旁 满五唯一 无增值税 无个税', '巴黎春天  | 2室2厅 | 88平米 | 南 | 其他', '中楼层(共11层)板楼  -  七里塘', '118万', '单价13410元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload40e28f16-4ec3-4ccf-9ff8-5eed289e3fb5.jpg.296x216.jpg', '可三代同堂，三口就宽敞，钥匙在手，看房不愁', '安粮双景佳苑  | 3室2厅 | 123.85平米 | 南 北 | 简装', '高楼层(共18层)塔楼  -  七里塘', '155万', '单价12516元/平米')
('', '阳光汇景 1室1厅 61万', '阳光汇景  | 1室1厅 | 46.07平米 | 南 | 其他', '中楼层(共18层)2007年建板塔结合  -  七里塘', '61万', '单价13241元/平米')
('https://image1.ljcdn.com/340100-inspection/7e5c1b2e-1273-48d4-a6d0-667ca1b10bfb.jpg.296x216.jpg', '新海尚宸家园 2室2厅 100万', '新海尚宸家园  | 2室2厅 | 65.1平米 | 南 北 | 其他', '中楼层(共30层)塔楼  -  七里塘', '100万', '单价15361元/平米')
('', '莱茵河畔花园 2室1厅 110万', '莱茵河畔花园  | 2室1厅 | 92平米 | 南 | 其他', '中楼层(共24层)2011年建塔楼  -  东站', '110万', '单价11957元/平米')
('', '康城水云间 4室2厅 160万', '康城水云间  | 4室2厅 | 132平米 | 南 | 其他', '高楼层(共6层)板楼  -  七里塘', '160万', '单价12122元/平米')
('', '家天下生活广场，精装修，看房方便，采光不影响', '家天下  | 4室2厅 | 129.12平米 | 南 | 其他', '低楼层(共24层)2014年建塔楼  -  七里塘', '220万', '单价17039元/平米')
('', '金辉悦府 3室1厅 120万', '金辉悦府  | 3室1厅 | 86平米 | 南 | 其他', '高楼层(共29层)暂无数据  -  七里塘', '120万', '单价13954元/平米')
('https://image1.ljcdn.com/340100-inspection/604b22ea-2968-4961-b723-ce589b889c7c.JPG.296x216.jpg', '莱茵河畔花园 4室3厅 173万', '莱茵河畔花园  | 4室3厅 | 170平米 | 南 | 其他', '高楼层(共18层)2011年建塔楼  -  东站', '173万', '单价10177元/平米')
('https://image1.ljcdn.com/340100-inspection/b354e0df-0759-4d93-a9c1-9ced3426653a.jpg.296x216.jpg', '巴黎春天 3室2厅 198万', '巴黎春天  | 3室2厅 | 140平米 | 南 北 | 其他', '中楼层(共12层)板楼  -  七里塘', '198万', '单价14143元/平米')
('', '阳光汇景 1室1厅 60万', '阳光汇景  | 1室1厅 | 46.02平米 | 南 | 其他', '低楼层(共18层)2007年建板塔结合  -  七里塘', '60万', '单价13038元/平米')
('', '香江生态丽景，纯毛坯，没住过人，改造空间大', '香江生态丽景  | 3室2厅 | 114.81平米 | 南 北 | 其他', '低楼层(共11层)板楼  -  七里塘', '140万', '单价12195元/平米')
('', '实嘉原创生活 3室2厅 129万', '实嘉原创生活  | 3室2厅 | 96平米 | 南 | 其他', '中楼层(共11层)2011年建板塔结合  -  东站', '129万', '单价13438元/平米')
('', '华府竹丝苑南苑 4室2厅 320万', '华府竹丝苑南苑  | 4室2厅 | 208平米 | 南 | 其他', '低楼层(共3层)板楼  -  七里塘', '320万', '单价15385元/平米')
('', '位置好，看房方便，诚心出售，环境优美', '隆昊昊天园  | 2室2厅 | 85.59平米 | 南 北 | 其他', '低楼层(共18层)2012年建板塔结合  -  七里塘', '108万', '单价12619元/平米')
('https://image1.ljcdn.com/340100-inspection/eaa018cc-c7d7-43c3-90a1-ede98f34e3a6.JPG.296x216.jpg', '巴黎春天 生态公园旁  满五年', '巴黎春天  | 3室2厅 | 138平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  七里塘', '155万', '单价11232元/平米')
('https://image1.ljcdn.com/340100-inspection/83494331-aba8-4450-86bb-23e464364a4f.JPG.296x216.jpg', '碧水雅居 3室2厅 165万', '碧水雅居  | 3室2厅 | 125.77平米 | 南 | 其他', '中楼层(共18层)2008年建板楼  -  七里塘', '165万', '单价13120元/平米')
('', '阳光汇景 1室1厅 62万', '阳光汇景  | 1室1厅 | 49.73平米 | 南 | 其他', '低楼层(共18层)2007年建板塔结合  -  七里塘', '62万', '单价12468元/平米')
('https://image1.ljcdn.com/340100-inspection/fdf10bd4-6e05-4462-a3f2-1d88547c1e40.JPG.296x216.jpg', '家天下 大四房，户型方正，采光很好', '家天下  | 4室2厅 | 108.91平米 | 南 | 其他', '高楼层(共32层)2014年建塔楼  -  七里塘', '200万', '单价18364元/平米')
('', '金辉悦府 3室2厅 121万', '金辉悦府  | 3室2厅 | 92平米 | 南 | 其他', '中楼层(共33层)暂无数据  -  七里塘', '121万', '单价13153元/平米')
('', '碧水雅居 3室2厅 135万', '碧水雅居  | 3室2厅 | 102平米 | 南 | 其他', '中楼层(共18层)2008年建板楼  -  七里塘', '135万', '单价13236元/平米')
('', '利港尚公馆，大三房，业主诚心卖。', '利港尚公馆  | 3室2厅 | 116.32平米 | 南 | 其他', '中楼层(共21层)塔楼  -  七里塘', '155万', '单价13326元/平米')
('https://image1.ljcdn.com/340100-inspection/5464e0c8-3854-471f-8ba8-6d56d173f655.JPG.296x216.jpg', '毛坯房 三室 满五唯一 出行方便', '信达格兰云天  | 3室2厅 | 114.7平米 | 南 | 其他', '低楼层(共9层)塔楼  -  七里塘', '148万', '单价12904元/平米')
('https://image1.ljcdn.com/340100-inspection/6c837abf-1ea7-4ff8-88af-d6df220aa5fb.JPG.296x216.jpg', '兴华苑B区 2室2厅 105万', '兴华苑B区  | 2室2厅 | 86.78平米 | 南 | 其他', '中楼层(共18层)塔楼  -  七里塘', '105万', '单价12100元/平米')
('https://image1.ljcdn.com/340100-inspection/ed971fba-7608-4330-aa52-b4f1283c348c.JPG.296x216.jpg', '家天下生活广场阳光汇景经典大三房二厅二卫', '阳光汇景  | 3室2厅 | 137.37平米 | 南 | 简装', '低楼层(共18层)2007年建板塔结合  -  七里塘', '190万', '单价13832元/平米')
('https://image1.ljcdn.com/340100-inspection/ec759363-367e-47cc-aea6-4e5c6cf72981.JPG.296x216.jpg', '这样的小区，这样的物业，这样的房子，这样的价格。', '家天下  | 3室2厅 | 109.29平米 | 南 北 | 其他', '低楼层(共8层)2014年建塔楼  -  七里塘', '168万', '单价15372元/平米')
('', '实嘉原创生活 2室1厅 107万', '实嘉原创生活  | 2室1厅 | 75平米 | 南 | 其他', '中楼层(共17层)2011年建板塔结合  -  东站', '107万', '单价14267元/平米')
('', '兴海苑C区 2室1厅 74万', '兴海苑C区  | 2室1厅 | 61.8平米 | 南 | 其他', '高楼层(共6层)板楼  -  七里塘', '74万', '单价11975元/平米')
('https://image1.ljcdn.com/340100-inspection/8150a6c0-3049-4501-b175-d40724bcca7a.jpg.296x216.jpg', '为你而选为你为家 精装修两房，  拎包入住', '隆昊昊天园  | 2室1厅 | 93.69平米 | 南 | 其他', '高楼层(共18层)2012年建板塔结合  -  七里塘', '140万', '单价14943元/平米')
('https://image1.ljcdn.com/340100-inspection/6225c5f1-cdf2-42cf-bc5a-888e22e59558.JPG.296x216.jpg', '此房年满两年，户型方正，业主诚心出售', '莱茵河畔花园  | 2室2厅 | 100平米 | 南 | 其他', '中楼层(共18层)2011年建塔楼  -  东站', '120万', '单价12000元/平米')
('https://image1.ljcdn.com/340100-inspection/6becd066-ba14-47dc-ae26-d624bccc5f3c.JPG.296x216.jpg', '兴华苑B区 2室2厅 93万', '兴华苑B区  | 2室2厅 | 85.43平米 | 南 | 毛坯', '中楼层(共18层)塔楼  -  七里塘', '93万', '单价10887元/平米')
('', '家天下 3室2厅 202万', '家天下  | 3室2厅 | 110.7平米 | 南 | 精装', '高楼层(共32层)2014年建塔楼  -  七里塘', '202万', '单价18248元/平米')
('', '信达格兰云天 2室1厅 136万', '信达格兰云天  | 2室1厅 | 89.93平米 | 南 | 其他', '中楼层(共24层)塔楼  -  七里塘', '136万', '单价15123元/平米')
('', '兴华苑 2室2厅 105万', '兴华苑  | 2室2厅 | 83平米 | 南 | 其他', '中楼层(共6层)2008年建板楼  -  七里塘', '105万', '单价12651元/平米')
('', '兴海苑 2室1厅 70万', '兴海苑  | 2室1厅 | 60.9平米 | 南 | 其他', '中楼层(共6层)板楼  -  七里塘', '70万', '单价11495元/平米')
('https://image1.ljcdn.com/340100-inspection/1445fa1f-b758-4f7d-aca5-8276c7af6818.jpg.296x216.jpg', '国耀园上园 1室1厅 75万', '国耀园上园  | 1室1厅 | 55.2平米 | 南 | 其他', '高楼层(共24层)2012年建板塔结合  -  东站', '75万', '单价13587元/平米')
('https://image1.ljcdn.com/340100-inspection/71c381bf-2757-4894-a35f-fe7020973049.JPG.296x216.jpg', '林语人家 2室2厅 106万', '林语人家  | 2室2厅 | 84.5平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  东站', '106万', '单价12545元/平米')
('https://image1.ljcdn.com/340100-inspection/b8639c3e-ddf8-4f9b-bd41-37d3c33704e3.JPG.296x216.jpg', '香江生态丽景 3室2厅 150万', '香江生态丽景  | 3室2厅 | 126.64平米 | 南 | 其他', '高楼层(共6层)板楼  -  七里塘', '150万', '单价11845元/平米')
('', '莱茵河畔花园 3室2厅 155万', '莱茵河畔花园  | 3室2厅 | 116.42平米 | 南 | 其他', '中楼层(共24层)2011年建塔楼  -  东站', '155万', '单价13314元/平米')
('', '家天下四期 1室1厅 70万', '家天下四期  | 1室1厅 | 38.83平米 | 南 北 | 其他', '高楼层(共18层)2014年建塔楼  -  七里塘', '70万', '单价18028元/平米')
('', '中兴西湖花园 4室2厅 180万', '中兴西湖花园  | 4室2厅 | 130平米 | 南 | 其他', '中楼层(共6层)2004年建板塔结合  -  七里塘', '180万', '单价13847元/平米')
('', '德邦翠馨居 2室2厅 120万', '德邦翠馨居  | 2室2厅 | 94.72平米 | 南 | 其他', '低楼层(共18层)塔楼  -  七里塘', '120万', '单价12669元/平米')
('https://image1.ljcdn.com/340100-inspection/b97fa651-0d2f-49ff-9699-4be4f33da53e.JPG.296x216.jpg', '实嘉原创生活。两房，拎包入住。', '实嘉原创生活  | 2室1厅 | 75.03平米 | 南 | 其他', '低楼层(共17层)2011年建板塔结合  -  东站', '95万', '单价12662元/平米')
('https://image1.ljcdn.com/340100-inspection/7e0e885e-70c0-4b04-91bf-9768763c9b69.JPG.296x216.jpg', '香江生态丽景 2室2厅 120万', '香江生态丽景  | 2室2厅 | 87.5平米 | 南 | 其他', '低楼层(共11层)板楼  -  七里塘', '120万', '单价13715元/平米')
('', '华府竹丝苑北苑 2室2厅 132万', '华府竹丝苑北苑  | 2室2厅 | 86平米 | 南 | 其他', '中楼层(共17层)塔楼  -  七里塘', '132万', '单价15349元/平米')
('', '巴黎春天 满两年 南北通透 带地下室 采光无遮挡', '巴黎春天  | 4室2厅 | 147.69平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  七里塘', '199万', '单价13475元/平米')
('', '淮合花园 2室1厅 63万', '淮合花园  | 2室1厅 | 67平米 | 南 | 其他', '低楼层(共33层)2012年建板塔结合  -  七里塘', '63万', '单价9403元/平米')
('', '淮合花园 3室2厅 95万', '淮合花园  | 3室2厅 | 93平米 | 南 | 其他', '高楼层(共33层)2012年建板塔结合  -  七里塘', '95万', '单价10216元/平米')
('https://image1.ljcdn.com/340100-inspection/35c910bc-82dd-4235-b58d-0af5f79354c9.JPG.296x216.jpg', '康城水云间 3室2厅 150万', '康城水云间  | 3室2厅 | 105平米 | 南 | 其他', '中楼层(共18层)塔楼  -  七里塘', '150万', '单价14286元/平米')
('', '国耀园上园 4室2厅 220万', '国耀园上园  | 4室2厅 | 154平米 | 南 北 | 其他', '高楼层(共18层)2012年建板塔结合  -  东站', '220万', '单价14286元/平米')
('', '新海尚宸家园 1室1厅 45万', '新海尚宸家园  | 1室1厅 | 51.47平米 | 东 南 | 其他', '中楼层(共32层)塔楼  -  七里塘', '45万', '单价8743元/平米')
('', '文一星河港湾 3室2厅 145万', '文一星河港湾  | 3室2厅 | 107.63平米 | 南 | 其他', '高楼层(共31层)暂无数据  -  七里塘', '145万', '单价13473元/平米')
('', '香江生态丽景 3室2厅 152万', '香江生态丽景  | 3室2厅 | 117.08平米 | 南 | 其他', '中楼层(共18层)塔楼  -  七里塘', '152万', '单价12983元/平米')
('', '清华名苑 4室2厅 115万', '清华名苑  | 4室2厅 | 106.07平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  站北', '115万', '单价10842元/平米')
('', '信达格兰云天 2室2厅 120万', '信达格兰云天  | 2室2厅 | 80平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  七里塘', '120万', '单价15000元/平米')
('', '淮合花园 3室2厅 105万', '淮合花园  | 3室2厅 | 126.72平米 | 南 | 其他', '低楼层(共18层)2012年建板塔结合  -  七里塘', '105万', '单价8286元/平米')
('', '莱茵河畔花园 3室2厅 148万', '莱茵河畔花园  | 3室2厅 | 122.3平米 | 南 | 其他', '中楼层(共18层)2011年建塔楼  -  东站', '148万', '单价12102元/平米')
('https://image1.ljcdn.com/340100-inspection/10a3e344-d2a4-47bd-895e-267f1884d5fe.jpg.296x216.jpg', '实嘉原创生活小区 中装三居 中楼层，采光好', '实嘉原创生活  | 3室2厅 | 129.89平米 | 南 | 其他', '中楼层(共9层)2011年建板塔结合  -  东站', '163万', '单价12550元/平米')
('', '文一星河港湾 2室2厅 120万', '文一星河港湾  | 2室2厅 | 88.21平米 | 南 | 其他', '高楼层(共28层)暂无数据  -  七里塘', '120万', '单价13604元/平米')
('', '香江生态丽景 6室2厅 310万', '香江生态丽景  | 6室2厅 | 217平米 | 南 | 其他', '中楼层(共4层)暂无数据  -  七里塘', '310万', '单价14286元/平米')
('', '瑶海家园 2室1厅 83万', '瑶海家园  | 2室1厅 | 77.21平米 | 南 | 其他', '高楼层(共6层)板楼  -  七里塘', '83万', '单价10750元/平米')
