('https://image1.ljcdn.com/510100-inspection/test-0e6a4f62-2894-40e8-970c-2fd36b6d9f1b.png.296x216.jpg', '高新西区 中海国际 橙郡 装修房', '橙郡一期  | 2室2厅 | 89.68平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2007年建板塔结合  -  中海国际', '145万', '单价16169元/平米')
('https://image1.ljcdn.com/510100-inspection/ed435de0-4b3b-431d-afa9-03d29cd80a14.jpg.296x216.jpg', '龙城高新天地，水电气三通，开发商精装房，有小区绿化', '龙城高新天地  | 1室0厅 | 38.84平米 | 东南 | 其他 | 有电梯', '中楼层(共19层)2015年建塔楼  -  高新西', '28万', '单价7210元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload5c7b27fd-8ab4-4065-ac10-f5ec46493706.jpg.296x216.jpg', '中方学府海棠+电子科技大学旁+舒适大房', '中房学府海棠一期  | 3室2厅 | 121.16平米 | 东南 | 其他 | 有电梯', '中楼层(共27层)2013年建塔楼  -  高新西', '150万', '单价12381元/平米')
('https://image1.ljcdn.com/510100-inspection/test-606a9a58-d0e2-4910-b2ac-d24fc5d512f4.png.296x216.jpg', '保利香槟国际装修套二+带入户+视野开阔', '保利香槟国际  | 2室1厅 | 85.96平米 | 西南 | 精装 | 有电梯', '高楼层(共16层)2013年建板楼  -  中海国际', '165万', '单价19195元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ccc63a9d-c30c-456b-9392-0596e389fa8b.png.296x216.jpg', '保利香槟国际装修的东南朝向套三', '保利香槟国际  | 3室2厅 | 100.28平米 | 东南 | 其他 | 有电梯', '高楼层(共16层)2013年建板楼  -  中海国际', '206万', '单价20543元/平米')
('https://image1.ljcdn.com/510100-inspection/0ab1b147-3a57-4630-b25c-ff1b1bb62f21.jpg.296x216.jpg', '标准套一，恒大开发商，品质高。', '恒大帝景  | 1室1厅 | 47.81平米 | 东南 | 其他 | 有电梯', '高楼层(共32层)2014年建塔楼  -  高新西', '42万', '单价8785元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0ae0ba94-0ce3-4b93-8287-77c10c8b1830.png.296x216.jpg', '万景峰带大平台精装修套三单卫，带家具家电', '万景峰一期  | 3室2厅 | 79.09平米 | 西北 | 其他 | 有电梯', '低楼层(共33层)2012年建板楼  -  高新西', '99万', '单价12518元/平米')
('https://image1.ljcdn.com/510100-inspection/test-97e3d4a5-b796-487a-87df-784ba114aeee.png.296x216.jpg', '中海国际社区多层洋房有电梯装修三房', '熙岸  | 3室2厅 | 121.1平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2009年建板楼  -  中海国际', '280万', '单价23122元/平米')
('https://image1.ljcdn.com/510100-inspection/85be405c-3160-4156-ae23-7512cf5e3f10.jpg.296x216.jpg', '龙湖时代天街 3室1厅 155万', '龙湖时代天街  | 3室1厅 | 105.15平米 | 东北 | 其他 | 有电梯', '低楼层(共30层)2015年建板塔结合  -  高新西', '155万', '单价14741元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2d7e00ea-aff1-43de-9937-6b8aa84b41e6.png.296x216.jpg', '精装套三双卫+客厅带方阳台+全新未住人+视野开阔', '万景峰一期  | 3室2厅 | 85.85平米 | 西南 | 其他 | 有电梯', '低楼层(共33层)2012年建板楼  -  高新西', '113万', '单价13163元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadba408663-c591-4036-a5f1-24f5609a4608.jpg.296x216.jpg', '上锦颐园 套二 清水 中间楼层 对中庭', '上锦颐园  | 2室1厅 | 88.54平米 | 东南 | 毛坯 | 有电梯', '中楼层(共24层)2008年建板塔结合  -  高新西', '95万', '单价10730元/平米')
('https://image1.ljcdn.com/510100-inspection/test-695d8452-de29-433c-97ca-7f870cd66c54.png.296x216.jpg', '上锦颐园佳境+装修房+客厅有阳台+不临街+采光好', '上锦颐园佳境  | 2室2厅 | 85.93平米 | 西南 | 其他 | 有电梯', '高楼层(共26层)2011年建板塔结合  -  高新西', '88万', '单价10241元/平米')
('https://image1.ljcdn.com/510100-inspection/test-75c5cff6-8084-4972-a9a5-1608431c2f9b.png.296x216.jpg', '中海国际社区 林庭清水洋房 中间楼层采光好', '林庭叠院  | 3室2厅 | 121.24平米 | 南 | 其他 | 有电梯', '中楼层(共9层)2006年建板塔结合  -  中海国际', '290万', '单价23920元/平米')
('https://image1.ljcdn.com/510100-inspection/d695e4da-b4f0-4ff6-b3bf-9e9f96fe1089.jpg.296x216.jpg', '芙华金色海伦+套四双卫+有装修', '芙华金色海伦  | 4室2厅 | 123.43平米 | 西南 | 其他 | 有电梯', '低楼层(共10层)2010年建板楼  -  高新西', '160万', '单价12963元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ab4d316c-fd99-408d-adb4-363d5ba31cc6.png.296x216.jpg', '恒大帝景+套二带小书房+开发商原装修+带家具家电', '恒大帝景  | 2室2厅 | 74.42平米 | 东南 | 其他 | 有电梯', '中楼层(共29层)2016年建塔楼  -  高新西', '86万', '单价11557元/平米')
('https://image1.ljcdn.com/510100-inspection/test-63756f67-ab9c-4583-a775-03d85f0cb3d0.png.296x216.jpg', '上锦颐园 3室2厅 102万', '上锦颐园  | 3室2厅 | 89.77平米 | 南 | 其他 | 有电梯', '高楼层(共24层)2008年建板塔结合  -  高新西', '102万', '单价11363元/平米')
('https://image1.ljcdn.com/510100-inspection/132291b1-b8de-4b80-86b1-a717bc22d3ab.jpg.296x216.jpg', '上锦颐园佳境     套三带装修', '上锦颐园佳境  | 3室1厅 | 89.11平米 | 东 | 其他 | 有电梯', '高楼层(共26层)2011年建板塔结合  -  高新西', '93万', '单价10437元/平米')
('https://image1.ljcdn.com/510100-inspection/test-47801627-f142-4b16-ba66-d1184fb26f3d.png.296x216.jpg', '套三单卫，客厅带阳台，满2年，没增值税', '上锦颐园  | 3室2厅 | 87.16平米 | 西北 | 其他 | 有电梯', '低楼层(共24层)2008年建板塔结合  -  高新西', '95万', '单价10900元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a4cd60c6-6b28-4147-975b-3b99bb3707ac.png.296x216.jpg', '中海国际社区橙郡 户型方正 不临街 随时看房 环境好', '橙郡二期  | 3室2厅 | 90.46平米 | 西南 | 其他 | 有电梯', '低楼层(共17层)2007年建板楼  -  中海国际', '158万', '单价17467元/平米')
('https://image1.ljcdn.com/510100-inspection/test-869d149a-eab6-46a8-8b2b-8327ecf00ebe.png.296x216.jpg', '林庭叠院 精装套三带地暖 高楼层 前后对中庭', '林庭叠院  | 3室2厅 | 140.57平米 | 东南 | 其他 | 有电梯', '中楼层(共9层)2006年建板楼  -  中海国际', '320万', '单价22765元/平米')
('https://image1.ljcdn.com/510100-inspection/d1faef36-6028-481c-b76d-cd5f17c5e74c.jpg.296x216.jpg', '保利公寓，上下两层，简单装修，楼上卧室，带家具家电', '保利香槟国际  | 2室2厅 | 45.92平米 | 东北 | 简装 | 有电梯', '中楼层(共10层)2013年建板楼  -  中海国际', '65万', '单价14156元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d31594a3-43b5-4fdb-99ab-2d62aabbe2b4.png.296x216.jpg', '中房学府海棠+精装优质套二户型', '中房学府海棠一期  | 2室2厅 | 86.56平米 | 西北 | 其他 | 有电梯', '高楼层(共27层)2013年建塔楼  -  高新西', '103万', '单价11900元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ca014c91-79bd-4c46-bdff-4551eea507d6.png.296x216.jpg', '满两年 高新西区  自住精装  套三双卫  俯瞰电子科大', '成都合院一期  | 3室1厅 | 104.93平米 | 西南 | 其他 | 有电梯', '高楼层(共18层)2011年建板楼  -  高新西', '140万', '单价13343元/平米')
('https://image1.ljcdn.com/510100-inspection/3588932d-aabb-43e0-8109-e46c18601fcb.JPG.296x216.jpg', '中海国际 橙郡一期 装修一楼带前后花园', '橙郡一期  | 3室2厅 | 122.1平米 | 西南 | 精装 | 有电梯', '低楼层(共17层)2007年建板塔结合  -  中海国际', '258万', '单价21131元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f951b58b-63ac-42c4-b458-0b14ad8b425c.png.296x216.jpg', '恒大帝景装修套三双卫带家具家电', '恒大帝景  | 3室2厅 | 103.84平米 | 东南 | 其他 | 有电梯', '中楼层(共29层)2016年建塔楼  -  高新西', '118万', '单价11364元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload9ba3e0ab-fb23-434b-9127-62d3bbe2d35c.jpg.296x216.jpg', '上锦颐园+上锦颐园+户型方正！！！', '上锦颐园  | 3室1厅 | 89平米 | 东南 | 其他 | 有电梯', '低楼层(共27层)2008年建板塔结合  -  高新西', '105万', '单价11798元/平米')
('https://image1.ljcdn.com/510100-inspection/302e3740-369c-48e0-9cad-41eb26426a80.jpg.296x216.jpg', '恒大帝景+自住+装修保养好+套二单卫+视野开阔', '恒大帝景  | 2室1厅 | 89.73平米 | 东南 | 其他 | 有电梯', '中楼层(共24层)2016年建塔楼  -  高新西', '100万', '单价11145元/平米')
('https://image1.ljcdn.com/510100-inspection/test-27bce3a5-f231-4a70-80d6-a99e9949b4af.png.296x216.jpg', '总高6层的洋房 大平层装修套四带书房 中庭朝南', '碧林  | 4室2厅 | 166.35平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2007年建板楼  -  中海国际', '300万', '单价18035元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ab1d291a-6f47-460b-b69c-33f099602b8d.png.296x216.jpg', '中海国际 多层洋房套三 可改套四 采光装修好', '碧林  | 3室2厅 | 142.4平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2007年建板楼  -  中海国际', '260万', '单价18259元/平米')
('https://image1.ljcdn.com/510100-inspection/test-62700477-3073-420c-95b8-5b1c3694068a.png.296x216.jpg', '中海国际橙郡 精装套三 对中庭', '橙郡二期  | 3室1厅 | 89平米 | 南 | 其他 | 有电梯', '低楼层(共17层)2007年建板楼  -  中海国际', '150万', '单价16854元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadf79a7f2f-00ec-4388-ab5f-41e10df1df85.jpg.296x216.jpg', '恒大帝景，装修标间，看房预约， 采光好', '恒大帝景  | 1室0厅 | 35.87平米 | 西南 | 其他 | 有电梯', '低楼层(共32层)2014年建塔楼  -  高新西', '25万', '单价6970元/平米')
('https://image1.ljcdn.com/510100-inspection/6dd5525c-c7e6-4dc0-8471-68d033c18003.jpg.296x216.jpg', '恒大帝景 套一户型 开发商统一精装修 公寓', '恒大帝景  | 1室1厅 | 47.81平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2014年建塔楼  -  高新西', '38万', '单价7949元/平米')
('https://image1.ljcdn.com/510100-inspection/test-595e2613-8136-4321-9802-b1b7f2ecb88a.png.296x216.jpg', '中海国际社区橙郡 装修三居 户型通透 满2年 不临街', '橙郡二期  | 3室2厅 | 88.91平米 | 西南 | 简装 | 有电梯', '低楼层(共17层)2007年建板楼  -  中海国际', '150万', '单价16871元/平米')
('https://image1.ljcdn.com/510100-inspection/54570277-d69a-4032-86d8-9064ffa088f7.jpg.296x216.jpg', '中间楼层 户型方正 带阳台 满2年', '上锦颐园  | 3室2厅 | 89.61平米 | 东北 | 其他 | 有电梯', '中楼层(共24层)2008年建板塔结合  -  高新西', '88万', '单价9821元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload709a6731-4354-4c81-bf5b-4a9965c2780d.jpg.296x216.jpg', '万景峰二期 上下两层独立公寓带装修', '万景峰二期  | 2室0厅 | 42平米 | 西北 | 其他 | 有电梯', '中楼层(共17层)2012年建板楼  -  高新西', '43万', '单价10239元/平米')
('https://image1.ljcdn.com/510100-inspection/test-12671537-7693-4346-9751-107eb3f0de56.png.296x216.jpg', '总高10层  一梯两户  通透性好  清水 卧室挑高', '芙华金色海伦  | 4室2厅 | 121.01平米 | 西南 | 其他 | 有电梯', '高楼层(共10层)2010年建板楼  -  高新西', '130万', '单价10743元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cdfbaf78-d8d1-462b-8153-aa0c4bd2b8fb.png.296x216.jpg', '上锦颐园佳境      满2年', '上锦颐园佳境  | 2室1厅 | 88.61平米 | 东南 | 其他 | 有电梯', '低楼层(共26层)2011年建板塔结合  -  高新西', '94万', '单价10609元/平米')
('https://image1.ljcdn.com/510100-inspection/test-44ec9d4c-bb3b-430b-ad53-b94fd2f73fc0.png.296x216.jpg', '带家具家电，户型方正，布局合理，中间楼层，满两年', '恒大帝景  | 2室2厅 | 80.25平米 | 西 | 其他 | 有电梯', '中楼层(共29层)2016年建塔楼  -  高新西', '89.9万', '单价11203元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b6477861-ec78-4de3-a8af-7d75be1d17ea.png.296x216.jpg', '保利香槟国际，标准套二带装修。', '保利香槟国际  | 2室1厅 | 86.67平米 | 西南 | 其他 | 有电梯', '低楼层(共16层)2013年建板楼  -  中海国际', '156万', '单价18000元/平米')
('https://image1.ljcdn.com/510100-inspection/9ac5fa32-359d-4940-8bd1-eb7dfd021dbf.jpg.296x216.jpg', '标间 需全款购买 对小区中庭 开发商统一装修', '龙城高新天地  | 1室0厅 | 38平米 | 东南 | 精装 | 有电梯', '中楼层(共19层)2015年建塔楼  -  高新西', '30万', '单价7895元/平米')
('https://image1.ljcdn.com/510100-inspection/test-248a7075-2f8d-4900-9725-f8feabf3a746.png.296x216.jpg', '保利香槟装修套二，对大中庭，视野很好', '保利香槟国际  | 2室2厅 | 83.58平米 | 西南 | 其他 | 有电梯', '高楼层(共16层)2013年建板楼  -  中海国际', '156万', '单价18665元/平米')
('https://image1.ljcdn.com/510100-inspection/764af27e-5b30-4dff-a97d-4933878786a8.jpg.296x216.jpg', '恒大帝景新上独立**和*+精装修', '恒大帝景  | 1室1厅 | 47.8平米 | 东北 | 其他 | 有电梯', '中楼层(共32层)2014年建塔楼  -  高新西', '35.3万', '单价7385元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4afea427-031e-4d30-a532-b3f702d25b2b.png.296x216.jpg', '恒大帝景，套三双卫，户型方正，不临街', '恒大帝景  | 3室2厅 | 107.73平米 | 西 | 其他 | 有电梯', '低楼层(共29层)2016年建塔楼  -  高新西', '120万', '单价11139元/平米')
('https://image1.ljcdn.com/510100-inspection/test-dab6758b-72bb-4c89-a853-5382c7f86757.png.296x216.jpg', '中海国际 橙郡一期 标准套三 位置安静采光充足', '橙郡一期  | 3室2厅 | 122.22平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2007年建板塔结合  -  中海国际', '210万', '单价17183元/平米')
('https://image1.ljcdn.com/510100-inspection/df8603d2-789f-4f3b-9878-005ac57db520.jpg.296x216.jpg', '上锦颐园佳境 标准套二 带阳台 视野开阔', '上锦颐园佳境  | 2室1厅 | 88.25平米 | 东南 | 其他 | 有电梯', '高楼层(共26层)2012年建板塔结合  -  高新西', '92万', '单价10425元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d7f20e54-3544-4911-80f3-53ceba3e1180.png.296x216.jpg', '中房学府海棠+目前出租+看房方便', '中房学府海棠一期  | 3室2厅 | 87平米 | 东南 | 其他 | 有电梯', '低楼层(共27层)2013年建塔楼  -  高新西', '90万', '单价10345元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d17f20da-d92b-4741-919e-2b7e4933ef6e.png.296x216.jpg', '保利香槟国际+40万装修+15万车位+东南朝向', '保利香槟国际  | 3室2厅 | 101平米 | 东南 | 其他 | 有电梯', '中楼层(共9层)2013年建板楼  -  中海国际', '220万', '单价21783元/平米')
('https://image1.ljcdn.com/510100-inspection/79e5da1d-8806-442b-a347-f6c58138008e.JPG.296x216.jpg', '中海国际林汀联排清水别墅不临街', '林汀别墅  | 5室2厅 | 250.82平米 | 南 | 其他 | 无电梯', '低楼层(共3层)2008年建板塔结合  -  中海国际', '599万', '单价23882元/平米')
('https://image1.ljcdn.com/510100-inspection/a28bfcb5-4b5a-428b-8f59-1dd3bb94c131.jpg.296x216.jpg', '标准套二+开发商统一装修+带家具家电', '恒大帝景  | 2室1厅 | 90.44平米 | 南 北 | 其他 | 有电梯', '低楼层(共30层)2014年建塔楼  -  高新西', '103万', '单价11389元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f2c44517-6e64-42d3-8fb8-aa12635de18c.png.296x216.jpg', '上锦优质套一 送家电家具 即买即收租', '上锦颐园  | 1室1厅 | 64.1平米 | 东南 | 其他 | 有电梯', '中楼层(共25层)2008年建板塔结合  -  高新西', '56万', '单价8737元/平米')
('https://image1.ljcdn.com/510100-inspection/55926805-edcf-4bd8-a6c5-61fe8c12339d.png.296x216.jpg', '万景峰二期 lonft 上下两层独立公寓', '万景峰二期  | 2室0厅 | 38.63平米 | 东南 | 其他 | 有电梯', '高楼层(共17层)2012年建塔楼  -  高新西', '40万', '单价10355元/平米')
('https://image1.ljcdn.com/510100-inspection/1b7db3eb-a1ed-41d8-aaf4-d9df177e3cce.jpg.296x216.jpg', '橙郡二期 中高楼层  装修套二', '橙郡二期  | 2室2厅 | 79.9平米 | 东南 | 简装 | 有电梯', '中楼层(共17层)2007年建板楼  -  中海国际', '115万', '单价14393元/平米')
('https://image1.ljcdn.com/510100-inspection/test-26e79157-fc2b-42e4-b5b3-560bac5e65de.png.296x216.jpg', '中海国际社区橙郡 装修二居 客厅带阳台', '橙郡一期  | 2室2厅 | 89.78平米 | 西南 | 其他 | 有电梯', '中楼层(共17层)2007年建板塔结合  -  中海国际', '145万', '单价16151元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fad08731-8f7a-47d6-9c2f-409c98d81631.png.296x216.jpg', '房子是套三装修房   带顶楼花园', '橙郡一期  | 3室2厅 | 125平米 | 南 | 其他 | 有电梯', '高楼层(共17层)2007年建板塔结合  -  中海国际', '320万', '单价25600元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c20652a5-474b-43b4-b098-5c732c67c061.png.296x216.jpg', '万景峰一期套三单卫+户型方正+长阳台', '万景峰一期  | 3室2厅 | 78.54平米 | 北 | 其他 | 有电梯', '中楼层(共33层)2012年建板楼  -  高新西', '108万', '单价13751元/平米')
('https://image1.ljcdn.com/510100-inspection/test-da79123c-2f6a-40c3-ad5a-ed1dc7c27348.png.296x216.jpg', '房屋居家自住装修，保存较好，房东诚心出售，看房方便', '上锦颐园  | 2室1厅 | 87.16平米 | 东南 | 其他 | 有电梯', '低楼层(共24层)2008年建板塔结合  -  高新西', '115万', '单价13195元/平米')
('https://image1.ljcdn.com/510100-inspection/8314dd2f-9bb4-4249-a5c8-7d022db09700.jpg.296x216.jpg', '成都合院标间，水电气全通，中间楼层，采光好，满2年', '成都合院一期  | 1室0厅 | 39.9平米 | 西南 | 其他 | 有电梯', '低楼层(共18层)2011年建板楼  -  高新西', '36.5万', '单价9148元/平米')
