('https://image1.ljcdn.com/510100-inspection/test-3d5852f0-86d8-4c69-8ae2-daf982f8e004.png.296x216.jpg', '东润风尚标注套二，采光好，楼层好', '东润风尚  | 2室2厅 | 60.99平米 | 西南 | 简装 | 有电梯', '低楼层(共12层)2006年建塔楼  -  静居寺', '101万', '单价16561元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4927ccee-46fc-46cb-a580-540ec076a428.png.296x216.jpg', '莲花新一区   套二  有装修', '莲花新一区  | 2室1厅 | 67.45平米 | 西北 | 其他 | 无电梯', '低楼层(共7层)2002年建板楼  -  莲花', '105万', '单价15568元/平米')
('https://image1.ljcdn.com/510100-inspection/test-99063a6c-f95f-4683-920f-16025d3ed390.png.296x216.jpg', '世纪朝阳 3室1厅 310万', '世纪朝阳  | 3室1厅 | 140.2平米 | 西北 北 | 精装 | 有电梯', '中楼层(共26层)2005年建板楼  -  九眼桥', '310万', '单价22112元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a18feafb-7413-4af7-a0f7-2bbcd392a4f3.png.296x216.jpg', '此房是万科套三双卫户型，出行方便，户型方正。', '万科金润华府  | 3室1厅 | 89.86平米 | 东 | 其他 | 有电梯', '低楼层(共35层)2012年建塔楼  -  沙河堡', '253万', '单价28155元/平米')
('https://image1.ljcdn.com/510100-inspection/test-168da40c-c4fd-406a-a303-f1b93e188d18.png.296x216.jpg', '东洪广厦三室一厅装修房，对中庭。', '东洪广厦  | 3室1厅 | 89.32平米 | 西南 | 其他 | 有电梯', '低楼层(共32层)2013年建板楼  -  三圣乡', '153万', '单价17130元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d107dc48-ac46-4353-be40-fadee52bee79.png.296x216.jpg', '二环内牛市口 高楼层套一视野好', '国嘉新视界  | 1室1厅 | 50.74平米 | 东北 | 其他 | 有电梯', '高楼层(共32层)2009年建塔楼  -  九眼桥', '96万', '单价18920元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cbf7bd09-209c-42b3-8bd7-723ea4103224.png.296x216.jpg', '万科金润华府套二带衣帽间户型，户型方正，对中庭。', '万科金润华府  | 2室2厅 | 65.87平米 | 东南 | 其他 | 有电梯', '高楼层(共35层)2012年建塔楼  -  沙河堡', '165万', '单价25050元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3866cd9c-ec7f-46cf-ba27-7eadb7928fed.png.296x216.jpg', '绿地锦天府套三对中庭，安静不靠二环', '绿地锦天府  | 3室2厅 | 200平米 | 南 | 其他 | 有电梯', '低楼层(共30层)2015年建板楼  -  攀成钢', '623万', '单价31150元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2f9f8156-08d8-4867-bf4d-fa44df9a4be6.png.296x216.jpg', '锦蓉佳苑优质套二，户型好朝南对中庭', '锦蓉佳苑  | 2室2厅 | 86.93平米 | 南 | 简装 | 有电梯', '高楼层(共32层)2014年建板塔结合  -  三圣乡', '164万', '单价18866元/平米')
('https://image1.ljcdn.com/510100-inspection/test-78a24558-04a7-46ff-8b98-da044b4b79e9.png.296x216.jpg', '四海逸家四期套三双卫，产权面积74，实得101', '锦江逸家  | 3室2厅 | 74平米 | 西北 | 精装 | 有电梯', '高楼层(共33层)2015年建板楼  -  卓锦城', '210万', '单价28379元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6d218540-b4d1-4de0-9dbd-9c5ff03cb20e.png.296x216.jpg', '锦江区，装修套二，有阳台，采光好', '锦江城市花园二期  | 2室2厅 | 72.08平米 | 东南 | 精装 | 有电梯', '低楼层(共34层)2010年建塔楼  -  三圣乡', '135万', '单价18730元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fc6d16f1-8164-41c2-b8da-4c0be3c72bfc.png.296x216.jpg', '西部华尔街 魅力攀成钢 套四好房 安静无遮挡', '仁恒滨河湾  | 4室2厅 | 142平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2016年建板楼  -  东大路', '570万', '单价40141元/平米')
('https://image1.ljcdn.com/510100-inspection/test-85dbeb65-7158-4a6a-ac8b-a97912170041.png.296x216.jpg', '底楼带花园，户型方正的套三双卫。', '明珠园一期  | 3室2厅 | 111.65平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)2004年建板楼  -  川师', '160万', '单价14331元/平米')
('https://image1.ljcdn.com/510100-inspection/test-267b708f-0814-4028-9b54-42043ba27ff0.png.296x216.jpg', '四海一家四期 101平清水套三双卫', '锦江逸家  | 3室2厅 | 74.71平米 | 西南 | 其他 | 有电梯', '高楼层(共29层)2015年建板楼  -  卓锦城', '210万', '单价28109元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d3910b19-98f6-453a-bb9c-ef639eb130da.png.296x216.jpg', '锦江逸家 套三双卫 有装修 对中庭', '锦江逸家  | 3室2厅 | 86.71平米 | 西南 东北 | 简装 | 有电梯', '中楼层(共29层)2015年建板楼  -  卓锦城', '245万', '单价28256元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9eb27694-5e35-4246-bc68-73709cf6e962.png.296x216.jpg', '东湖国际，精装，正朝南，优质套一', '东湖国际  | 1室1厅 | 57.71平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2012年建塔楼  -  东湖', '120万', '单价20794元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a75a9101-4477-4802-9121-cbfb0887b892.png.296x216.jpg', '东安南路小区，小户型，府河边.', '东安南路15号  | 2室1厅 | 42.66平米 | 东 | 其他 | 无电梯', '高楼层(共6层)板楼  -  红星路', '105万', '单价24614元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b809be68-f437-4158-96b6-c8ba7303796c.png.296x216.jpg', '华熙528锦都装修套三视野好采光好', '华熙528艺术村锦都  | 3室2厅 | 88.15平米 | 西南 | 其他', '低楼层(共30层)暂无数据  -  三圣乡', '226万', '单价25639元/平米')
('https://image1.ljcdn.com/510100-inspection/test-67095a7e-0a86-47a9-8474-b192b67988dd.png.296x216.jpg', '套二带装修，中间楼层，采光好。', '锦江城市花园三期  | 2室1厅 | 53.02平米 | 西南 | 精装 | 有电梯', '中楼层(共34层)2011年建板塔结合  -  三圣乡', '103万', '单价19427元/平米')
('https://image1.ljcdn.com/510100-inspection/test-83a0f047-f0f0-4bdc-a0b4-f2833ab56447.png.296x216.jpg', '套三双卫清水房，朝南，安静，对中庭，看绿化', '俊发星雅俊园  | 3室2厅 | 86.37平米 | 南 | 毛坯 | 有电梯', '低楼层(共33层)2015年建塔楼  -  三圣乡', '173.5万', '单价20088元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e4bafc54-47c5-4c05-96bf-adaaa3b360ba.png.296x216.jpg', '横厅设计，采光好，户型方正，朝南。', '锦江城市花园二期  | 2室1厅 | 51.15平米 | 西南 | 其他 | 有电梯', '高楼层(共34层)2010年建塔楼  -  三圣乡', '96万', '单价18769元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9d252c70-dd9c-4f27-acf2-c37369542ad1.png.296x216.jpg', '金象花园二期  三室一厅一厨一卫', '金象花园三期  | 3室1厅 | 79.46平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2003年建板楼  -  东光小区', '111万', '单价13970元/平米')
('https://image1.ljcdn.com/510100-inspection/fe92ae50-67d3-447b-ac54-007db6c77878.jpg.296x216.jpg', '成龙花园标准套三，户型方正，东南朝向采光好', '成龙花园  | 3室2厅 | 95.55平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)2005年建板楼  -  攀成钢', '133万', '单价13920元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4fe81e88-123a-4326-8508-339bdd14a4fb.png.296x216.jpg', '锦江城市花园一期 2室1厅 85万', '锦江城市花园一期  | 2室1厅 | 49.6平米 | 东南 | 简装 | 有电梯', '高楼层(共34层)2009年建塔楼  -  三圣乡', '85万', '单价17138元/平米')
('https://image1.ljcdn.com/510100-inspection/test-24a4b301-4241-4182-872e-ee97c718ff26.png.296x216.jpg', '点我，大事件锦江区三圣乡清水套二', '东洪广厦  | 2室2厅 | 71.01平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2013年建板楼  -  三圣乡', '105万', '单价14787元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2d0c3080-c63f-4d81-abcc-4eebbb70f2ec.png.296x216.jpg', '华润幸福里一期  精装两居室  带家具家电', '华润幸福里一期  | 2室2厅 | 75.55平米 | 西北 | 精装 | 有电梯', '低楼层(共29层)2014年建板塔结合  -  川师', '200万', '单价26473元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f237e105-12a1-467e-b885-b5ae16964fca.png.296x216.jpg', '上东锦城B区，套二，客厅带阳台', '上东锦城B区  | 2室2厅 | 87.05平米 | 东南 | 其他 | 有电梯', '中楼层(共34层)2008年建板楼  -  蓝谷地', '120万', '单价13786元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0fcd764c-220b-4685-bd32-6e7995582671.png.296x216.jpg', '绿地468公馆二期 清水套二 东北朝向', '绿地468公馆二期  | 2室2厅 | 77.51平米 | 东北 | 毛坯 | 有电梯', '中楼层(共29层)2015年建板塔结合  -  三圣乡', '153万', '单价19740元/平米')
('https://image1.ljcdn.com/510100-inspection/05e47f3c-ae0b-4d5f-9c86-87b7320a4235.jpg.296x216.jpg', '四海逸家三期对公园套四三卫清水出售', '融创四海逸家  | 4室1厅 | 97平米 | 东北 | 其他 | 有电梯', '中楼层(共40层)2015年建板塔结合  -  卓锦城', '390万', '单价40207元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7daec4fc-2d16-4bd2-bfcc-aedaceeec1ee.png.296x216.jpg', '比华利二期套三双卫居家装修卧室带阳台', '比华利国际城二期  | 3室1厅 | 96.81平米 | 东南 | 其他 | 有电梯', '低楼层(共32层)2011年建板楼  -  川师', '230万', '单价23758元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8617610b-aa60-49e9-af92-22e31f92682d.png.296x216.jpg', '精装套二  主卧带阳台   东南朝向  采光好', '锦江城市花园二期  | 2室1厅 | 51.89平米 | 东南 | 精装 | 有电梯', '中楼层(共34层)2010年建塔楼  -  三圣乡', '91万', '单价17538元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4dbdaaf8-4af8-45b8-9076-7dc15356b53b.png.296x216.jpg', '装修套二带部分家具，冰箱空调房东需要带走', '鑫苑名家一期  | 2室1厅 | 55.42平米 | 东南 | 简装 | 有电梯', '高楼层(共34层)2011年建板塔结合  -  卓锦城', '105万', '单价18947元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2c1fee6c-1f18-4679-b249-81897f66b778.png.296x216.jpg', '川师北门旁  爱丁郡院 套三双卫   位置安静', '爱丁郡院  | 3室2厅 | 106.76平米 | 北 | 简装 | 有电梯', '低楼层(共18层)2009年建塔楼  -  川师', '200万', '单价18734元/平米')
('https://image1.ljcdn.com/510100-inspection/test-eaf57623-9c7d-4a7a-bcd9-8615b40d7d6b.png.296x216.jpg', '科甲优质房源，随时可看,59.23平米，113W.', '科甲大厦  | 1室1厅 | 59.23平米 | 东 | 其他 | 有电梯', '高楼层(共19层)2005年建板塔结合  -  盐市口', '113万', '单价19079元/平米')
('https://image1.ljcdn.com/510100-inspection/test-927bd855-ff97-4b50-903a-a45f0eeedc60.png.296x216.jpg', '蜀都花园中庭通透套二 中间楼层 带阳台', '蜀都花园  | 2室2厅 | 95.7平米 | 西南 | 简装 | 有电梯', '中楼层(共22层)2003年建板楼  -  水碾河', '170万', '单价17764元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3b5c88a3-8ae1-4cc4-a6e2-d9669fbf157f.png.296x216.jpg', '标准套四南北向 客厅卧室都有阳台 户型正明厨明卫', '牛王庙巷9号  | 4室1厅 | 142平米 | 东南 | 其他', '高楼层(共7层)板楼  -  合江亭', '198万', '单价13944元/平米')
('https://image1.ljcdn.com/510100-inspection/test-29d587ad-0d8d-4c7a-91c2-be82a111fad8.png.296x216.jpg', '东城拐下街1号+标准套三+不临街+带家具家电', '东城拐下街1号  | 3室1厅 | 77.43平米 | 南 | 其他', '高楼层(共7层)1990年建板楼  -  红星路', '114万', '单价14723元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7987f868-3d38-40a7-a0fe-9b6e9341b64f.png.296x216.jpg', '安静 对中庭 看绿化 有阳台 有装修', '翡翠城四期  | 3室2厅 | 85.71平米 | 东南 | 其他 | 有电梯', '低楼层(共31层)2009年建板楼  -  东湖', '223万', '单价26018元/平米')
('https://image1.ljcdn.com/510100-inspection/test-779a5f3c-2d63-487d-a1ba-9adc17d394b2.png.296x216.jpg', '套二户型，户型方正，高楼层，采光视野好。', '水碾河路6号  | 2室1厅 | 65.49平米 | 西南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  水碾河', '78万', '单价11911元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4da1678c-ca61-4c2f-b76b-12e82d28a0d6.png.296x216.jpg', '滨江中路1号，监狱管理局单位房', '滨江中路1号  | 2室1厅 | 70.98平米 | 东 | 简装 | 无电梯', '中楼层(共7层)1992年建板楼  -  盐市口', '220万', '单价30995元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5a9e4e6d-eb4e-4510-a40e-bdb31a861db7.png.296x216.jpg', '绿地468公馆三期套三，清水，高楼层，带天井', '绿地468公馆三期  | 3室2厅 | 89平米 | 北 | 其他 | 有电梯', '高楼层(共29层)2015年建板塔结合  -  三圣乡', '220万', '单价24720元/平米')
('https://image1.ljcdn.com/510100-inspection/test-56571dcd-92a8-4e19-b043-c4560434e7cf.png.296x216.jpg', '此房满五唯一免个税，套二双阳台户型，可改套三', '锦江城市花园三期  | 2室2厅 | 80.76平米 | 东南 | 其他 | 有电梯', '中楼层(共34层)2011年建板塔结合  -  三圣乡', '145万', '单价17955元/平米')
('https://image1.ljcdn.com/510100-inspection/test-16054cb7-ca02-40f6-9767-cb980814307b.png.296x216.jpg', '春熙路旁边+电梯+住宅+套三....', '王府井  | 3室2厅 | 141.11平米 | 北 | 其他 | 有电梯', '高楼层(共25层)2000年建板楼  -  盐市口', '190万', '单价13465元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cdb5c194-a470-4067-84d7-aa36870dae14.png.296x216.jpg', '蓝谷地天域套二出售，客厅带阳台', '蓝谷地天域  | 2室2厅 | 87.84平米 | 东 | 其他 | 有电梯', '中楼层(共32层)2011年建塔楼  -  蓝谷地', '138万', '单价15711元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4a7d64b9-0cad-45fe-8556-6e30d92dd3ee.png.296x216.jpg', '桂王桥西街54号+标准套二+中间楼层', '桂王桥西街54号  | 2室2厅 | 67.5平米 | 东 | 其他 | 无电梯', '中楼层(共6层)暂无数据  -  盐市口', '97万', '单价14371元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload930a500f-8ab9-4035-9058-b94122b95ec4.jpg.296x216.jpg', '中间楼层 看小区中庭 客厅带大阳台 ，方正结构', '天誉花园  | 4室2厅 | 210平米 | 东南 | 其他 | 有电梯', '中楼层(共31层)2016年建板楼  -  东大路', '758万', '单价36096元/平米')
('https://image1.ljcdn.com/510100-inspection/test-66d65435-b460-4e63-af50-4b56851867cb.png.296x216.jpg', '东湖国际  套四双卫 户型方正', '东湖国际  | 4室2厅 | 133平米 | 东南 东北 | 精装 | 有电梯', '低楼层(共33层)2012年建塔楼  -  东湖', '365万', '单价27444元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e1816e4a-f35f-4c42-af03-5e3abe4c20ff.png.296x216.jpg', '比华利精装套四，全面中庭位置安静', '比华利国际城三期  | 4室2厅 | 103.93平米 | 西南 | 其他 | 有电梯', '中楼层(共30层)2014年建板楼  -  川师', '235万', '单价22612元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fe9145be-2637-421b-8bfc-5d69113436b8.png.296x216.jpg', '房子是高楼层套三，采光好 户型方正不异型。', '海椒市街7号院  | 3室1厅 | 90.3平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)1999年建板楼  -  九眼桥', '120万', '单价13290元/平米')
('https://image1.ljcdn.com/510100-inspection/test-915ff39e-a808-4c77-ac8b-a80099cfb3b9.png.296x216.jpg', '南2.5环边，二楼带平台，标准套二户型', '金象嘉园  | 2室1厅 | 69.42平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2003年建板楼  -  东光小区', '90万', '单价12965元/平米')
('https://image1.ljcdn.com/510100-inspection/test-18e0455f-1d96-4d5e-a0ae-6078bd2a2a48.png.296x216.jpg', '中粮鸿云，套二，        有产权，', '中粮鸿云  | 2室2厅 | 63.59平米 | 北 | 其他 | 有电梯', '中楼层(共28层)板塔结合  -  东大路', '165万', '单价25948元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5a8c4003-93a3-4e0b-a8c4-419cd0288c6e.png.296x216.jpg', '凯丽香江自住装修带家具加电，赠送两个阳台。', '蓝光凯丽香江  | 3室2厅 | 85.5平米 | 东 北 | 精装 | 有电梯', '高楼层(共42层)2009年建板塔结合  -  琉璃场', '198万', '单价23158元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7855060d-4ef9-430c-a3b2-7b1407af2986.png.296x216.jpg', '卓锦城五期，套三 ，简装房，对中庭。', '卓锦城五期  | 3室2厅 | 87.17平米 | 东南 | 简装 | 有电梯', '高楼层(共33层)2012年建塔楼  -  卓锦城', '183万', '单价20994元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8b21c8b0-0129-4e8c-8dfa-4666d0724f02.png.296x216.jpg', '外滩套二带双阳台 中高楼层视野好', '外滩  | 2室2厅 | 76.31平米 | 东北 | 精装 | 有电梯', '中楼层(共41层)2009年建塔楼  -  九眼桥', '178万', '单价23326元/平米')
('https://image1.ljcdn.com/510100-inspection/test-72e56316-4edc-4385-92e9-64c91c5bebef.png.296x216.jpg', '启明家园低楼层三室出售清水无装修', '启明家园  | 3室2厅 | 77.42平米 | 北 | 毛坯 | 无电梯', '中楼层(共5层)2006年建板楼  -  琉璃场', '108万', '单价13950元/平米')
('https://image1.ljcdn.com/510100-inspection/test-24ed4ecd-e23e-496b-8a42-a10d567f5eb2.png.296x216.jpg', '蜀都花园的小户型两居室紧挨到东大门', '蜀都花园  | 2室1厅 | 67.82平米 | 东北 | 简装 | 有电梯', '低楼层(共18层)2003年建板楼  -  水碾河', '125万', '单价18432元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e390c1de-fa44-4bd7-97bc-41d87413f458.png.296x216.jpg', '多层小区低楼层套四双卫，小区有地下停车场。', '碧莲雅舍  | 4室2厅 | 128.53平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2004年建板楼  -  九眼桥', '218.5万', '单价17000元/平米')
