('https://image1.ljcdn.com/320100-inspection/6a8ca2d2-a17a-4f9a-afb2-877985baded6.jpg.296x216.jpg', '南邮旁 新空毛坯 通透大三房 中间楼层 报价含车位', '诚品城  | 3室1厅 | 99.02平米 | 南 北 | 毛坯 | 无电梯', '中楼层(共5层)2009年建板楼  -  仙林', '285万', '单价28783元/平米')
('https://image1.ljcdn.com/320100-inspection/0faa1d08-b15b-48ff-a5c1-25bd391d9d39.jpg.296x216.jpg', '玄武区 盛和家园 边户 简单装修 满两年过户', '盛和家园  | 2室1厅 | 71.82平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2013年建板楼  -  马群', '145万', '单价20190元/平米')
('https://image1.ljcdn.com/320100-inspection/5a2fef74-c399-4245-bd46-529dcecd8719.jpg.296x216.jpg', '南大和园 精装修 保养好 有壁暖 楼层好 业主诚心出售', '南大和园  | 3室2厅 | 125.75平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2010年建板楼  -  仙林', '485万', '单价38569元/平米')
('https://image1.ljcdn.com/320100-inspection/965a6eed-bbba-4261-95f7-ee2b9d5fa73d.jpg.296x216.jpg', '迈皋桥商圈 1楼带院子 居家两房 全明户型 配套完善', '华电新村  | 2室1厅 | 43.5平米 | 南 北 | 简装 | 无电梯', '低楼层(共5层)1991年建板塔结合  -  迈皋桥', '128万', '单价29426元/平米')
('https://image1.ljcdn.com/320100-inspection/1b59635f-7015-421f-958f-57bc3e768891.jpg.296x216.jpg', '朝南单室套  可改两房 楼层好 位置好 采光充足', '亚东城西区  | 1室1厅 | 58.93平米 | 南 | 简装 | 有电梯', '高楼层(共16层)2009年建塔楼  -  仙林', '230万', '单价39030元/平米')
('https://image1.ljcdn.com/320100-inspection/5c02cbf4-ac85-47b6-97b3-037ea6bca75d.jpg.296x216.jpg', '双南朝向 格局方正 满五唯一 厨卫宽敞', '金尧花园  | 2室1厅 | 64.04平米 | 南 | 毛坯', '低楼层(共6层)板塔结合  -  尧化门', '145万', '单价22643元/平米')
('https://image1.ljcdn.com/320100-inspection/92ca5dc5-c7d5-4851-9ec9-9794414212b5.jpg.296x216.jpg', '胜利一村 两房 总价低 中间楼层', '胜利一村  | 2室1厅 | 51.12平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)1993年建板楼  -  燕子矶', '130万', '单价25431元/平米')
('https://image1.ljcdn.com/320100-inspection/f85943c3-0765-4c65-a9cf-db846c8d2d0b.jpg.296x216.jpg', '急卖环境好，拎包入住，看房方便', '复地御钟山一期  | 6室1厅 | 261.34平米 | 南 北 | 其他 | 有电梯', '低楼层(共7层)2013年建板楼  -  马群', '980万', '单价37500元/平米')
('https://image1.ljcdn.com/320100-inspection/8de93d73-dfa1-4782-96b4-3d8d5af4ecf1.jpg.296x216.jpg', '满两年，采光好，客厅卧室朝南，业主急卖', '盛和家园  | 2室1厅 | 80.49平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2013年建板楼  -  马群', '155万', '单价19258元/平米')
('https://image1.ljcdn.com/320100-inspection/f4adea13-2bba-432d-ba8d-1f8caa70c315.jpg.296x216.jpg', '此房满五年，税费少，精装修，可拎包入住', '南湾营煦康苑  | 3室1厅 | 85.21平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2008年建板楼  -  马群', '178万', '单价20890元/平米')
('https://image1.ljcdn.com/320100-inspection/87f9dae6-7e32-4707-8609-14518ea722f7.jpg.296x216.jpg', '精装三房，适合刚需过渡，拎包入住，业主诚心出售。', '南湾营馨康苑  | 3室1厅 | 91.72平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2004年建板塔结合  -  马群', '188万', '单价20498元/平米')
('https://image1.ljcdn.com/320100-inspection/5be0f6c1-c019-44f9-9fc4-89b1effbd0f8.jpg.296x216.jpg', '小区环境好，户型方正，看房方便业主诚心卖', '百水芊城云水坊  | 3室1厅 | 85.57平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2007年建板楼  -  马群', '190万', '单价22205元/平米')
('https://image1.ljcdn.com/320100-inspection/e8a4d1a4-999e-4eec-888a-0a74346209e1.jpg.296x216.jpg', '小区环境好 万科物业 精装交付 小区中间位置 采光足', '万科金色领域  | 3室1厅 | 88.24平米 | 南 北 | 精装 | 有电梯', '高楼层(共17层)2013年建板楼  -  仙林', '302万', '单价34225元/平米')
('https://image1.ljcdn.com/320100-inspection/912fa946-63b5-4395-b248-6c42a011c844.jpg.296x216.jpg', '满五唯一 广场位置 无遮挡采光好', '新城金郡  | 2室1厅 | 75.28平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2012年建板楼  -  尧化门', '210万', '单价27896元/平米')
('https://image1.ljcdn.com/320100-inspection/7f7504a2-9194-4ce8-9ad0-bb27b667ac8d.jpg.296x216.jpg', '城市绿洲花园 晓庄商圈 全明两房', '城市绿洲花园  | 2室2厅 | 88.51平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2007年建板塔结合  -  晓庄', '262万', '单价29602元/平米')
('https://image1.ljcdn.com/320100-inspection/9bfe9571-9b61-4e19-b412-551c8aef28da.jpg.296x216.jpg', '三房，交通方便，每个房间都有窗户，双南一北', '长营村  | 3室1厅 | 77.3平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1998年建板塔结合  -  迈皋桥', '165万', '单价21346元/平米')
('https://image1.ljcdn.com/320100-inspection/2c397c5a-1ecb-430a-820b-f6bad5023b28.jpg.296x216.jpg', '急卖！马群地铁口 南北通透 精装修 拎包即住', '天悦花园  | 3室2厅 | 108.61平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2003年建板楼  -  马群', '280万', '单价25781元/平米')
('https://image1.ljcdn.com/320100-inspection/07641a59-28fb-42b2-9dff-80f2c4dcca90.jpg.296x216.jpg', '栖霞区  满五年唯一   双卧朝南 幕府山庄 晓庄商圈', '幕府山庄  | 2室1厅 | 59.86平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2001年建板楼  -  晓庄', '160万', '单价26730元/平米')
('https://image1.ljcdn.com/320100-inspection/69a858a2-8606-486a-8b79-82cad3a5971b.jpg.296x216.jpg', '户型方正  南北通透  采光无遮挡  业主诚心卖', '万科金色领域  | 3室2厅 | 90.19平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2013年建板楼  -  仙林', '315万', '单价34927元/平米')
('https://image1.ljcdn.com/320100-inspection/d71a3c3d-a406-4396-8cc1-82a4d8036c11.jpg.296x216.jpg', '中楼层 经典三房 精装修 拎包入住 随时看房 交通便利', '天悦花园  | 3室1厅 | 84.96平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2003年建板楼  -  马群', '240万', '单价28249元/平米')
('https://image1.ljcdn.com/320100-inspection/f135be0c-b154-4be3-9011-f4bd224c8128.jpg.296x216.jpg', '带车位 精装修 南北通透 拎包入住', '诚品城  | 3室2厅 | 98.81平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2009年建板楼  -  仙林', '295万', '单价29856元/平米')
('https://image1.ljcdn.com/320100-inspection/351f1d81-ce08-4203-b03f-19a811619c2c.jpg.296x216.jpg', '亚东城 南北通透两房 交通便利 二号线学则路', '亚东城西区  | 2室2厅 | 95.92平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2009年建板楼  -  仙林', '355万', '单价37011元/平米')
('https://image1.ljcdn.com/320100-inspection/9568d1e2-bb1c-4464-a6c8-c4ec55dedffd.jpg.296x216.jpg', '高档花园洋房 紧靠别墅区舒适安全 户型方正 南北通透', '银河湾卓苑  | 3室2厅 | 92.07平米 | 南 北 | 精装 | 无电梯', '高楼层(共4层)2015年建塔楼  -  尧化门', '230万', '单价24981元/平米')
('https://image1.ljcdn.com/320100-inspection/88671bc7-85b1-4b6f-8847-2d6213893ff0.jpg.296x216.jpg', '此房一楼东边户带有大院子 满五唯一', '百水家园  | 3室2厅 | 105.87平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2004年建板楼  -  马群', '235万', '单价22198元/平米')
('https://image1.ljcdn.com/320100-inspection/bbe8c334-95e9-4286-ad06-0995fc6f46d0.jpg.296x216.jpg', '仙鹤山庄 精装修拎包入住 采光充足 诚心出售', '仙鹤山庄  | 5室2厅 | 157.21平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2002年建板楼  -  仙林', '360万', '单价22900元/平米')
('https://image1.ljcdn.com/320100-inspection/18d6f71e-8f4e-476f-a05b-ac5c5f68b3d8.jpg.296x216.jpg', '金鹰旁 简装三房 户型好不临街 中上楼层采光好视野佳', '赛世香樟园  | 3室2厅 | 133.76平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2009年建板楼  -  仙林', '460万', '单价34390元/平米')
('https://image1.ljcdn.com/320100-inspection/e1f4d813-11fe-4c59-a1ac-6ddef6dc0a5a.jpg.296x216.jpg', '6月5日满五唯一 双南 大客厅 南北通透 业主诚心出售', '省电力公司宿舍  | 2室1厅 | 73.7平米 | 南 北 | 精装 | 有电梯', '低楼层(共7层)1999年建板楼  -  迈皋桥', '200万', '单价27138元/平米')
('https://image1.ljcdn.com/320100-inspection/ec622e0e-b691-439e-a153-947eccbfaad7.jpg.296x216.jpg', '南北通透，采光充足，小区中间位置，环境好', '诚品城  | 3室1厅 | 98.84平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2009年建板楼  -  仙林', '270万', '单价27317元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadb71d5abd-d562-4b6c-b5ae-4a740b06f5d5.jpg.296x216.jpg', '迈皋桥商圈 精装两房 满五唯一 配套完善 全明采光好', '南砖新村  | 2室1厅 | 59.78平米 | 南 西 | 精装 | 无电梯', '高楼层(共6层)1994年建板塔结合  -  迈皋桥', '143万', '单价23922元/平米')
('https://image1.ljcdn.com/320100-inspection/8ea45d40-054a-4de5-89ff-627fdedcc187.jpg.296x216.jpg', '中垠紫金观邸 4室2厅 380万', '中垠紫金观邸  | 4室2厅 | 137.17平米 | 南 | 其他', '低楼层(共14层)2018年建塔楼  -  马群', '380万', '单价27703元/平米')
('https://image1.ljcdn.com/320100-inspection/54f61efe-8ebe-4968-82fb-13f4e3336b77.jpg.296x216.jpg', '栖霞万寿 阳光雅居 高楼层 刚需小两房 栖霞建设', '阳光雅居  | 2室1厅 | 66.8平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2003年建板楼  -  万寿', '185万', '单价27695元/平米')
('https://image1.ljcdn.com/320100-inspection/841df6d3-fa6f-414d-bfba-c1b3ed46b529.jpg.296x216.jpg', '听泉山庄 精装修 全新未入住 联排别墅 诚心出售', '听泉山庄  | 5室2厅 | 188.43平米 | 南 北 | 精装 | 无电梯', '1层暂无数据  -  仙林', '650万', '单价34496元/平米')
('https://image1.ljcdn.com/320100-inspection/05b1cd02-93a4-45a8-8502-4f81195b4055.jpg.296x216.jpg', '迈皋桥 和燕花苑 近地铁 配套成熟 交通方便 老街菜场', '和燕花苑  | 3室1厅 | 91.86平米 | 南 北 | 精装 | 有电梯', '高楼层(共7层)1998年建板楼  -  迈皋桥', '245万', '单价26672元/平米')
('https://image1.ljcdn.com/320100-inspection/00bcba90-bbc1-416d-b249-717462bdec89.JPG.296x216.jpg', '天悦花园 低楼层 经典三房 近地铁', '天悦花园  | 3室1厅 | 84.96平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2003年建板楼  -  马群', '225万', '单价26484元/平米')
('https://image1.ljcdn.com/320100-inspection/112f8749-c9fb-45c7-b0d9-969f13c16fc0.jpg.296x216.jpg', '咏梅山庄 2室2厅 270万', '咏梅山庄  | 2室2厅 | 91.73平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2001年建板楼  -  仙林', '270万', '单价29435元/平米')
('https://image1.ljcdn.com/320100-inspection/27254fe7-5d74-41b3-af6a-51e167f94659.jpg.296x216.jpg', '仙鹤山庄 精装修 上学方便 业主诚心出售', '仙鹤山庄  | 3室2厅 | 99.07平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2002年建板楼  -  仙林', '270万', '单价27254元/平米')
('https://image1.ljcdn.com/320100-inspection/c63e996b-3d19-48ce-a384-42bc59710880.jpg.296x216.jpg', '中间楼层  采光充足  视野开阔  家居装修   满两年', '保利罗兰春天  | 3室2厅 | 95.65平米 | 南 北 | 其他 | 有电梯', '中楼层(共27层)2016年建塔楼  -  仙林', '330万', '单价34501元/平米')
('https://image1.ljcdn.com/120000-inspection/54115453-e9d7-480f-acba-19a6b9e7dff2.jpg.296x216.jpg', '格局好   采光好   赠送三十多平院子', '南大和园  | 3室2厅 | 116.92平米 | 南 北 | 其他 | 有电梯', '低楼层(共6层)2009年建板楼  -  仙林', '466万', '单价39857元/平米')
('https://image1.ljcdn.com/320100-inspection/ddf846cd-f9d6-409c-96ff-21af732e2642.jpg.296x216.jpg', '诚品城 3室1厅 268万', '诚品城  | 3室1厅 | 98.73平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2009年建板楼  -  仙林', '268万', '单价27145元/平米')
('https://image1.ljcdn.com/320100-inspection/055b14e0-6642-4f45-8ab2-c414c4c45521.jpg.296x216.jpg', '满五唯一 有产权阁楼 复式结构 拎包可住', '青田雅居  | 5室2厅 | 123.51平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2007年建板楼  -  尧化门', '232万', '单价18784元/平米')
('https://image1.ljcdn.com/320100-inspection/e48358b8-8c9d-4e88-aa81-dfe6d4967742.jpg.296x216.jpg', '百水芊城秀水坊 3室1厅 179万', '百水芊城秀水坊  | 3室1厅 | 83平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  马群', '179万', '单价21567元/平米')
('https://image1.ljcdn.com/320100-inspection/test-9adfd846-0cec-4476-b056-a7ce0f72e3f5.png.296x216.jpg', '迈皋桥商圈 中间楼层 双南全明 带租赁车位 采光好', '方圆绿茵  | 2室2厅 | 73.3平米 | 南 | 精装 | 无电梯', '中楼层(共7层)2004年建板楼  -  迈皋桥', '218万', '单价29741元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload6e94ca16-cfe4-4176-b921-c783921eaf6e.jpg.296x216.jpg', '南北通透 小区环境好 物业负责 单位房改房', '省电力公司宿舍  | 2室1厅 | 49.59平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1985年建板楼  -  迈皋桥', '122万', '单价24602元/平米')
('https://image1.ljcdn.com/120000-inspection/f7035072-e911-41ae-b0a8-6c6617b63579.jpg.296x216.jpg', '双拼别墅 纯毛坯可自由装修  前后200多平花园 有钥匙', '沁兰雅筑  | 5室2厅 | 221.61平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共3层)2002年建板楼  -  仙林', '1120万', '单价50540元/平米')
('https://image1.ljcdn.com/320100-inspection/8ebf048d-3148-410f-bf9b-70107a34ef57.jpg.296x216.jpg', '看房方便，南北通透，毛坯房2房，满两年。', '仙龙湾山庄  | 2室2厅 | 92.06平米 | 南 北 | 其他 | 有电梯', '中楼层(共6层)2010年建板楼  -  仙林', '340万', '单价36933元/平米')
('https://image1.ljcdn.com/320100-inspection/3bfbd81e-d375-4f66-a538-bb74fdc866ed.jpg.296x216.jpg', '精装顶楼带阁楼，西边户 小区独院4栋楼户型方正采光好', '尧林仙居  | 4室2厅 | 89.85平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2005年建板楼  -  尧化门', '180万', '单价20034元/平米')
('https://image1.ljcdn.com/320100-inspection/eca584da-0c9e-45fe-be45-e9c4ce927406.jpg.296x216.jpg', '东方天郡满五年省个税 精装修 带墙暖 边户采光好', '东方天郡西区  | 3室2厅 | 133.9平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2009年建板楼  -  仙林', '570万', '单价42570元/平米')
('https://image1.ljcdn.com/320100-inspection/828f14fb-adc9-407a-8797-30776b5c4bf0.jpg.296x216.jpg', '精装两房  采光充足 金马路地铁 交通便利', '钟山晶典苑  | 2室2厅 | 86.93平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2010年建板塔结合  -  马群', '267万', '单价30715元/平米')
('https://image1.ljcdn.com/320100-inspection/8aafa85a-748c-4d9f-8d90-5a328a593af8.jpg.296x216.jpg', '户型周正 南北通透 毛坯房 楼层位置很好', '南湾营馨康苑  | 3室1厅 | 85.91平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2004年建板塔结合  -  马群', '168万', '单价19556元/平米')
('https://image1.ljcdn.com/320100-inspection/1aead9cf-cece-4264-bbe2-48745fa34c34.jpg.296x216.jpg', '胜利村 2室2厅 168万', '胜利村  | 2室2厅 | 66平米 | 南 | 简装', '低楼层(共6层)暂无数据  -  燕子矶', '168万', '单价25455元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload80a0d573-c69b-4fab-b7e7-feb4cfc79fac.jpg.296x216.jpg', '仙林咏梅山庄 精装修 户型方正', '咏梅山庄  | 3室2厅 | 123.87平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2001年建板楼  -  仙林', '368万', '单价29709元/平米')
('https://image1.ljcdn.com/320100-inspection/3a00440d-cfdd-4f07-8681-0fd93c9064dd.jpg.296x216.jpg', '保利春天 素质住户 人车分流 仙林湖 万达茂边户', '保利罗兰春天  | 4室2厅 | 122平米 | 南 北 | 其他 | 有电梯', '高楼层(共24层)2016年建塔楼  -  仙林', '438万', '单价35902元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadca4f21ad-253f-4c38-91b8-951af17e8b7c.jpg.296x216.jpg', '省电力宿舍 小区环境整洁 物业负责 采光好 3年前装修', '省电力公司宿舍  | 3室1厅 | 72.81平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1985年建板楼  -  迈皋桥', '175万', '单价24036元/平米')
('https://image1.ljcdn.com/120000-inspection/66ea8968-7264-4cf7-b722-10f7c2466ddb.jpg.296x216.jpg', '咏梅山庄 环境好 配套成熟 无增值税 卖房换房', '咏梅山庄  | 3室2厅 | 127.1平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2001年建板楼  -  仙林', '346万', '单价27223元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload5b35dfc2-8ac0-4a6e-8406-d4c0dcef3b4a.jpg.296x216.jpg', '精装修，南北通透，电梯房，满五，2009年商品房', '新城尚座花园  | 3室1厅 | 88.78平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2009年建塔楼  -  晓庄', '290万', '单价32666元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadc024d1db-2644-4b1b-9009-0bfab170494e.jpg.296x216.jpg', '亚东城西区 满两年 精装修 交通方便 业主诚心卖', '亚东城西区  | 1室1厅 | 48.24平米 | 北 | 其他 | 有电梯', '低楼层(共18层)2009年建塔楼  -  仙林', '170万', '单价35241元/平米')
('https://image1.ljcdn.com/320100-inspection/d8fe2a9b-c91c-46c4-a12f-05bfb3c8a168.jpg.296x216.jpg', '学则路 栖霞建设 精装跃层 新风空调带地暖 全屋硅藻泥', '东方天郡西区  | 3室2厅 | 143.29平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2009年建板楼  -  仙林', '590万', '单价41176元/平米')
('https://image1.ljcdn.com/320100-inspection/ded77dc7-d613-4e8d-bae9-12d1d719ff87.jpg.296x216.jpg', '满两年 小区中间位置，高楼层，采光充足，三开间朝南', '保利罗兰香谷  | 3室2厅 | 98.9平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共18层)2014年建板塔结合  -  仙林', '339万', '单价34278元/平米')
('https://image1.ljcdn.com/320100-inspection/63c05296-e717-4e21-8884-d9b8986520b9.jpg.296x216.jpg', '满五年唯一住房 有产权阁楼 可自住带出租互不干扰', '金尧花园  | 5室2厅 | 99.04平米 | 南 北 | 精装', '高楼层(共6层)暂无数据  -  尧化门', '193万', '单价19488元/平米')
