('https://image1.ljcdn.com/410100-inspection/13399e0d-8de0-4980-93e3-09a78e0d9058.jpg.296x216.jpg', '金沙湖高尔夫观邸，观景房，高档社区，业主诚心出售', '金沙湖高尔夫观邸  ', '低楼层(共27层)暂无数据  -  第八大街', '500万', '单价16779元/平米')
('https://image1.ljcdn.com/410100-inspection/f35d830d-84c3-45d9-81b5-1adc5b391a6b.jpg.296x216.jpg', '远大理想城 精装三居，业主诚心出售', '远大理想城  ', '中楼层(共11层)板楼  -  第三大街', '185万', '单价16032元/平米')
('https://image1.ljcdn.com/410100-inspection/58222b5c-c028-453f-913a-4b6568a89bf9.jpg.296x216.jpg', '金沙湖高尔夫观邸 法式别墅带院', '金沙湖高尔夫观邸  ', '低楼层(共3层)暂无数据  -  第八大街', '870万', '单价28808元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload271d9b96-adef-4ead-9cb0-89cc1edc0930.jpg.296x216.jpg', '此房满五年唯一，户型方正，楼层好，采光充足。', '美庐银座  ', '高楼层(共18层)暂无数据  -  第三大街', '115万', '单价12594元/平米')
('https://image1.ljcdn.com/410100-inspection/test-d6cec484-c991-4551-8ace-f51428e54981.png.296x216.jpg', '格林假日 一居室 业主诚心出售 看房随时', '格林假日  ', '中楼层(共6层)板楼  -  第三大街', '62万', '单价16316元/平米')
('https://image1.ljcdn.com/410100-inspection/32a810f5-8839-4071-96b6-41f3b4266f00.jpg.296x216.jpg', '恒大绿洲 3室1厅 255万', '恒大绿洲  ', '高楼层(共33层)暂无数据  -  第三大街', '255万', '单价17908元/平米')
('https://image1.ljcdn.com/410100-inspection/0258d4c6-19a1-49db-8b31-d394bcb9b6e5.jpg.296x216.jpg', '远大理想城南北通透大三房主卧朝南带阳台，双气低价位', '远大理想城  ', '中楼层(共33层)板塔结合  -  第三大街', '205万', '单价13667元/平米')
('https://image1.ljcdn.com/410100-inspection/test-c827505e-2e25-49a7-9d71-ca56a8772f7d.png.296x216.jpg', '理想城南院南北通透三居室，小高层两梯四户，中间层', '远大理想城  ', '高楼层(共18层)板楼  -  第三大街', '192万', '单价16411元/平米')
('https://image1.ljcdn.com/410100-inspection/66f81dd9-b43e-4889-b9ff-373f37d6f6d0.jpg.296x216.jpg', '满五年，南北通透，采光无遮挡，电梯双气', '远大理想城  ', '低楼层(共33层)板塔结合  -  第三大街', '196万', '单价16027元/平米')
('https://image1.ljcdn.com/410100-inspection/test-b04a9677-fc48-41cd-9be2-1903876e4cc1.png.296x216.jpg', '精装修，交通便利，配套齐全，业主诚心出售。', '恒大绿洲  ', '中楼层(共33层)板楼  -  第三大街', '250万', '单价19486元/平米')
('https://image1.ljcdn.com/410100-inspection/054af0ed-abac-4c9b-860d-61462ef74d71.jpg.296x216.jpg', '远大理想城，精装修南北通透，双气免  税房源满五年', '远大理想城  ', '高楼层(共33层)板塔结合  -  第三大街', '210万', '单价16536元/平米')
('https://image1.ljcdn.com/410100-inspection/4c2ed488-b646-4d6f-9062-fa8e359c2f30.jpg.296x216.jpg', '满五税少，看房随时。低楼层，出行方便。', '远大理想城  ', '低楼层(共22层)暂无数据  -  第三大街', '185万', '单价16688元/平米')
('https://image1.ljcdn.com/110000-inspection/2e27ce9f-7f0e-4436-8b71-1003445cbab7.jpg.296x216.jpg', '加州第 一城  顶楼复式 业主诚意出售', '加州第一城  ', '高楼层(共6层)暂无数据  -  第三大街', '190万', '单价12583元/平米')
('https://image1.ljcdn.com/410100-inspection/02c159ac-6e40-474a-8acc-bc05865532b7.jpg.296x216.jpg', '远大两房  南北通透   满五年唯一 看房随时  诚心出售', '远大理想城  ', '高楼层(共26层)板塔结合  -  第三大街', '150万', '单价16484元/平米')
('https://image1.ljcdn.com/410100-inspection/test-803522dd-498c-4f62-8ba3-e613353fa3de.png.296x216.jpg', '恒大绿洲全南户型，业主诚心出售，新房。', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '166万', '单价18242元/平米')
('https://image1.ljcdn.com/410100-inspection/test-8fb75303-609a-48ad-bf89-ac5ef98545b7.png.296x216.jpg', '房子南北通透，比较诚心出售，提前预约随时看房子。', '远大理想城  ', '低楼层(共33层)板塔结合  -  第三大街', '155万', '单价15719元/平米')
('https://image1.ljcdn.com/410100-inspection/e4c91d3a-2791-47f0-84be-2cafe69f46d9.jpg.296x216.jpg', '海馨苑纯朝南两房 户型方正 看房方便有钥匙', '海馨苑  ', '高楼层(共18层)板楼  -  第三大街', '115万', '单价13230元/平米')
('https://image1.ljcdn.com/410100-inspection/f49234a2-0be9-4a01-8476-99cf076a85e9.jpg.296x216.jpg', '此房南北通透格局，视野宽阔，采光充足，配套设施齐全', '绿地海珀兰轩  ', '低楼层(共30层)暂无数据  -  第三大街', '320万', '单价17583元/平米')
('https://image1.ljcdn.com/410100-inspection/test-e2e639ab-6f85-4aca-9391-a1d6e086e1c5.png.296x216.jpg', '亚太明珠 南北通透大四居 南北东 三面采光 高楼层', '亚太明珠  ', '高楼层(共24层)板楼  -  第三大街', '215万', '单价12542元/平米')
('https://image1.ljcdn.com/410100-inspection/8b47b47f-f7fd-4d41-a99e-0b0e12617253.jpg.296x216.jpg', '远大理想城，130.5平，3-2-1-2南北朝向。', '远大理想城  ', '中楼层(共27层)板塔结合  -  第三大街', '215万', '单价16476元/平米')
('https://image1.ljcdn.com/410100-inspection/test-bfe86c01-ed65-4651-bdd9-82637a623fc6.png.296x216.jpg', '百度花园3室2厅2卫139平方精装修低楼层南北通透', '建达百度花园  ', '低楼层(共6层)板楼  -  第三大街', '212万', '单价15252元/平米')
('https://image1.ljcdn.com/410100-inspection/3817a8f7-fe4f-41d1-9ec8-4887969fae3a.jpg.296x216.jpg', '经开三大街百度花园139平通透大三房，多层房，公摊小', '建达百度花园  ', '低楼层(共7层)板楼  -  第三大街', '220万', '单价15828元/平米')
('https://image1.ljcdn.com/410100-inspection/f8aae797-c8df-4b51-a192-1d58154fa543.jpg.296x216.jpg', '远大理想城满五唯一住房双气两房', '远大理想城  ', '低楼层(共18层)板塔结合  -  第三大街', '150万', '单价16581元/平米')
('https://image1.ljcdn.com/410100-inspection/7f028ffc-d869-4fde-adce-69298097493b.jpg.296x216.jpg', '亚太明珠 毛坯大三房 南北通透户型 格局方正', '亚太明珠  ', '低楼层(共24层)板楼  -  第三大街', '160万', '单价11231元/平米')
('https://image1.ljcdn.com/410100-inspection/82288e60-1707-4193-94b6-a454157d8c8e.jpg.296x216.jpg', '5号线地铁口旁好望角 新出双气小三房 朝南均价低', '好望角国际公寓  ', '低楼层(共21层)暂无数据  -  第三大街', '165万', '单价15715元/平米')
('https://image1.ljcdn.com/410100-inspection/test-df15c7eb-6230-4125-b44f-5a14c41d7827.png.296x216.jpg', '远大理想城 成熟社区  经典一室一厅  业主诚心出售', '远大理想城  ', '高楼层(共33层)板塔结合  -  第三大街', '92万', '单价18075元/平米')
('https://image1.ljcdn.com/410100-inspection/c4a9a1a3-eb88-4921-8107-e3e333952d3a.jpg.296x216.jpg', '青青美庐 看房有钥匙 一二楼带院、带车库、带地下室', '青青美庐小区  ', '低楼层(共4层)暂无数据  -  第三大街', '548万', '单价16862元/平米')
('https://image1.ljcdn.com/410100-inspection/test-11543702-f9de-4fac-9042-73856ed49dc0.png.296x216.jpg', '建达百度花园3室2厅1卫123.42平方南北通透低楼层', '建达百度花园  ', '低楼层(共6层)板楼  -  第三大街', '186万', '单价15071元/平米')
('https://image1.ljcdn.com/410100-inspection/test-ae8e7627-1c76-41f3-a37c-f453cf5aba64.png.296x216.jpg', '格林假日  三居室 诚意出售  多层小区 居住成本低', '格林假日  ', '中楼层(共6层)板楼  -  第三大街', '207万', '单价14681元/平米')
('https://image1.ljcdn.com/410100-inspection/aca30e87-d338-44cc-8cd1-623f635a5712.jpg.296x216.jpg', '亚太明珠 精装两居 业主诚心出售', '亚太明珠  ', '低楼层(共30层)板楼  -  第三大街', '115万', '单价11079元/平米')
('https://image1.ljcdn.com/410100-inspection/test-78645fa7-63b7-4d24-a69f-10217925d32c.png.296x216.jpg', '天明园 4室2厅 258万', '天明园  ', '中楼层(共8层)暂无数据  -  第三大街', '258万', '单价16646元/平米')
('https://image1.ljcdn.com/410100-inspection/f4006b07-eaf1-48de-80a4-c2e8155ec7f4.jpg.296x216.jpg', '亚太明珠 3室2厅 220万', '亚太明珠  ', '低楼层(共24层)板楼  -  第三大街', '220万', '单价17887元/平米')
('https://image1.ljcdn.com/410100-inspection/e9b1921a-6fff-4cd5-8f29-0b4e994a9a0d.jpg.296x216.jpg', '南北通透，多层房，交通便利，采光好', '加州第一城  ', '中楼层(共6层)暂无数据  -  第三大街', '140万', '单价14894元/平米')
('https://image1.ljcdn.com/410100-inspection/80ba283b-bd81-4840-b917-4e38ff9e3ded.jpg.296x216.jpg', '经开区美立方双气三房，诚心出售', '美立方  ', '低楼层(共9层)暂无数据  -  第三大街', '173万', '单价15751元/平米')
('https://image1.ljcdn.com/410100-inspection/b7434cb4-4e0e-435e-b11b-5db53cc39090.jpg.296x216.jpg', '恒大绿洲新社区，周 边配套齐全，交通便利，地铁沿线', '恒大绿洲  ', '低楼层(共32层)板楼  -  第三大街', '260万', '单价19848元/平米')
('https://image1.ljcdn.com/410100-inspection/test-7782ce97-29cf-4fd1-b09e-8223c127ce2a.png.296x216.jpg', '经开区 第三大街 大城小室 阳光名仕广场', '大城小室  ', '高楼层(共25层)暂无数据  -  第三大街', '98万', '单价11265元/平米')
('https://image1.ljcdn.com/410100-inspection/test-55f89894-b973-487b-8553-f4b102a4b96c.png.296x216.jpg', '南北三居，客厅带阳台，没有遮挡。', '远大理想城  ', '中楼层(共6层)板楼  -  第三大街', '196万', '单价15123元/平米')
('https://image1.ljcdn.com/410100-inspection/d873cf45-bdf6-4319-bfe3-609ace8d393b.jpg.296x216.jpg', '金沙湖高尔夫观邸  南北通透   诚心出售', '金沙湖高尔夫观邸  ', '高楼层(共27层)暂无数据  -  第八大街', '490万', '单价17790元/平米')
('https://image1.ljcdn.com/410100-inspection/49116838-9274-4b3c-9009-02f7e36d9718.jpg.296x216.jpg', '南向纯毛坯复式    业主诚心出售', '大城小室  ', '高楼层(共25层)暂无数据  -  第三大街', '196万', '单价11489元/平米')
('https://image1.ljcdn.com/410100-inspection/359e8451-b24f-429b-8aa9-b9a934d1e0f9.jpg.296x216.jpg', '远大理想城 双气小户型 正规产权一居 随时看诚心卖', '远大理想城  ', '低楼层(共33层)板塔结合  -  第三大街', '98万', '单价19600元/平米')
('https://image1.ljcdn.com/410100-inspection/test-81079a67-d006-4abc-8fce-befc1cfefc61.png.296x216.jpg', '宏光合园 1室1厅 95万', '宏光合园  ', '低楼层(共15层)暂无数据  -  第三大街', '95万', '单价15879元/平米')
('https://image1.ljcdn.com/410100-inspection/test-ae46ea6a-1e7a-4da4-9bed-816160e7bb0f.png.296x216.jpg', '远大理想城，南北通透双气精装三房，满五唯一，诚心售', '远大理想城  ', '低楼层(共28层)板塔结合  -  第三大街', '230万', '单价16047元/平米')
('https://image1.ljcdn.com/410100-inspection/81e44b5e-bce3-46a4-b3ea-267f84ff91b0.jpg.296x216.jpg', '加州第 一城，南北通透大三房，业主很诚心出售', '加州第一城  ', '中楼层(共6层)暂无数据  -  第三大街', '210万', '单价15442元/平米')
('https://image1.ljcdn.com/410100-inspection/3769a1c4-30ca-4554-a95f-9295a5683409.jpg.296x216.jpg', '满五年，交通便利，配套齐全，诚心出售', '远大理想城  ', '低楼层(共26层)板塔结合  -  第三大街', '185万', '单价15290元/平米')
('https://image1.ljcdn.com/410100-inspection/28596bcf-14fb-48f1-aaa5-d797e0901079..-9.jpg.296x216.jpg', '此房诚心出售，明年7月份满二，业主急售。', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '140万', '单价17500元/平米')
('https://image1.ljcdn.com/410100-inspection/test-bcbdb2b2-ccb9-4a4d-bea2-4fc1f43d9f7f.png.296x216.jpg', '经开区亚太明珠简装大三房，户型方正，南北通透', '亚太明珠  ', '中楼层(共24层)板塔结合  -  第三大街', '227万', '单价15915元/平米')
('https://image1.ljcdn.com/410100-inspection/test-3c8186e8-f3b0-47c7-a3fd-88a8883cf99f.png.296x216.jpg', '恒大绿洲 稀 缺户型  三室朝南', '恒大绿洲  ', '中楼层(共33层)板楼  -  第三大街', '225万', '单价20643元/平米')
('https://image1.ljcdn.com/410100-inspection/test-14e5b55f-bde9-48bb-b8a5-d7f6194bdb2a.png.296x216.jpg', '远大理想城 南北通透三居室 小高层高楼层全天采光', '远大理想城  ', '中楼层(共18层)板楼  -  第三大街', '238万', '单价16880元/平米')
('https://image1.ljcdn.com/410100-inspection/c0366b35-9cda-42fa-bcfa-96e8e129705f.jpg.296x216.jpg', '郑安花园小区2室2厅1卫96.7平方南北通透', '郑安花园小区  ', '高楼层(共5层)暂无数据  -  第三大街', '140万', '单价14478元/平米')
('https://image1.ljcdn.com/410100-inspection/test-3c580443-0966-419c-9b8e-9e6d3c546830.png.296x216.jpg', '远大理想城 豪 装南北通透四房50万装修送部分家具家电', '远大理想城  ', '中楼层(共32层)板塔结合  -  第三大街', '320万', '单价18498元/平米')
('https://image1.ljcdn.com/410100-inspection/test-5e525c3d-9fef-48ee-9875-1d0819e482b4.png.296x216.jpg', '百度花园3室2厅2卫138.73平方精装修低楼层采光无遮挡', '建达百度花园  ', '低楼层(共7层)板楼  -  第三大街', '220万', '单价15859元/平米')
('https://image1.ljcdn.com/110000-inspection/7b99f83a-833b-4b98-a2d5-e9d253356457.jpg.296x216.jpg', '健达百度花园  多层复式  户型方正 有20平露台', '建达百度花园  ', '高楼层(共6层)板楼  -  第三大街', '216万', '单价13962元/平米')
('https://image1.ljcdn.com/410100-inspection/76a0b24a-c0af-4d3e-b2cb-939cde191333.jpg.296x216.jpg', '美立方全南向，小三房。挨着丹尼斯', '美立方  ', '低楼层(共13层)暂无数据  -  第三大街', '118万', '单价21756元/平米')
('https://image1.ljcdn.com/410100-inspection/test-2f11f913-a8ef-424f-8e9d-e895a9efee2c.png.296x216.jpg', '亚太明珠   满五唯一  114平小三房 楼层好  无抵押', '亚太明珠  ', '高楼层(共24层)板楼  -  第三大街', '173万', '单价15124元/平米')
('https://image1.ljcdn.com/410100-inspection/ddeaa47a-e862-436f-9dfd-4261cbfdb209.jpg.296x216.jpg', '业主急售，楼层好，装修好，客厅带大阳台居住舒适', '海馨苑  ', '高楼层(共18层)板楼  -  第三大街', '256万', '单价17778元/平米')
('https://image1.ljcdn.com/410100-inspection/6eb8dd42-bb1e-4e14-b8aa-91fbacf027b1.jpg.296x216.jpg', '恒大绿洲 精装大三房 满两年 业主诚心出售 看房方便', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '260万', '单价21170元/平米')
('https://image1.ljcdn.com/110000-inspection/b6f7ef76-bc89-43df-93e2-f628d0e86993.jpg.296x216.jpg', '经开区 远大理想城 南北通透三居室 精装修 双气', '远大理想城  ', '低楼层(共18层)板楼  -  第三大街', '198万', '单价16780元/平米')
('https://image1.ljcdn.com/410100-inspection/21059591-ac07-403a-ba01-4c42b81b79a2.jpg.296x216.jpg', '毛坯大三居满五年送地下室视野宽广', '远大理想城  ', '高楼层(共33层)板塔结合  -  第三大街', '230万', '单价15334元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploadd138825a-6478-4e07-98e0-d54c31614de4.jpg.296x216.jpg', '满五年唯一，精装，南向两居，采光好，没遮挡', '远大理想城  ', '低楼层(共26层)板塔结合  -  第三大街', '158万', '单价17225元/平米')
('https://image1.ljcdn.com/410100-inspection/test-444ee71d-4678-4c4e-8df1-8a315ade1683.png.296x216.jpg', '经开区，适合刚需的纯南两房，抓住机会你就是房主', '大城小室  ', '中楼层(共25层)暂无数据  -  第三大街', '106万', '单价11579元/平米')
('https://image1.ljcdn.com/410100-inspection/test-5ae269cf-849b-4fed-b59c-d526f03a4ca6.png.296x216.jpg', '远大理想城 双气大三房 126平198万 前后无遮挡', '远大理想城  ', '中楼层(共22层)暂无数据  -  第三大街', '198万', '单价15715元/平米')
('https://image1.ljcdn.com/410100-inspection/a34ab968-79ed-43a5-9fd2-1543f4105fdc.jpg.296x216.jpg', '航海东路 远大理想城 南北通透 好楼层三居室', '远大理想城  ', '高楼层(共33层)暂无数据  -  第三大街', '205万', '单价16016元/平米')
('https://image1.ljcdn.com/410100-inspection/e947f70e-0b14-419a-8128-8d20fb1ec0c6.jpg.296x216.jpg', '远大理想城、满五唯一，采光无遮挡优质两居室', '远大理想城  ', '低楼层(共32层)板塔结合  -  第三大街', '145万', '单价16861元/平米')
('https://image1.ljcdn.com/110000-inspection/abe7acd3-88d2-4b17-b9cd-fc1090c47578.jpg.296x216.jpg', '房子满五年，多层一楼，公摊小，生活成本低。', '建达百度花园  ', '地下室(共6层)板楼  -  第三大街', '150万', '单价12296元/平米')
