('https://image1.ljcdn.com/shfdfs-image/20170729/c77c35f3-f091-4125-bb8a-634b28448c98.jpg.296x216.jpg', '香滨水岸 3室2厅 289万', '香滨水岸  | 3室2厅 | 102.28平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2009年建板楼  -  郭巷', '289万', '单价28256元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171224/1c367c76-912b-48bc-bd10-56f753a8740c.jpg.296x216.jpg', '越湖家天下2房2厅1卫 婚装房没住过 楼层好采光佳', '越湖家天下  | 2室2厅 | 88平米 | 东南 南 | 精装 | 无电梯', '中楼层(共6层)2014年建板楼  -  城南', '200万', '单价22728元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170907/39483563-df65-4078-b82d-ae7656abcfee.jpg.296x216.jpg', '正荣国领 3室2厅 256万', '正荣国领  | 3室2厅 | 109.1平米 | 暂无数据 | 毛坯 | 有电梯', '高楼层(共25层)2016年建板楼  -  南双湖', '256万', '单价23465元/平米')
('https://image1.ljcdn.com/320500-inspection/4258aae7-f412-457d-bc7a-8c1957af801f.jpg.296x216.jpg', '星屿仁恒 3室2厅 445万', '星屿仁恒  | 3室2厅 | 125平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2009年建板楼  -  郭巷', '445万', '单价35600元/平米')
('https://image1.ljcdn.com/320500-inspection/test-e7a340d7-1a47-412c-83a6-1259fbc13111.png.296x216.jpg', '丽都国际 3室2厅 238万', '丽都国际  | 3室2厅 | 112.35平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1999年建板楼  -  城南', '238万', '单价21184元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170728/da751288-4333-4d76-bb36-b7bef56c911d.jpg.296x216.jpg', '世茂石湖湾 3室2厅 342万', '世茂石湖湾  | 3室2厅 | 139.5平米 | 南 | 毛坯 | 有电梯', '中楼层(共25层)2015年建板楼  -  城南', '342万', '单价24517元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170704/4aa8d825-5063-4916-b37e-d40155361544.jpg.296x216.jpg', '保利居上 3室2厅 340万', '保利居上  | 3室2厅 | 143平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共25层)2014年建板楼  -  尹山湖', '340万', '单价23777元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170113/2ca06b63-003d-47c8-b1a8-2f02600000d9.jpg.296x216.jpg', '苏苑新村南区 2室1厅 117万', '苏苑新村南区  | 2室1厅 | 68.72平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1996年建板楼  -  苏苑', '117万', '单价17026元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170327/1e757dc0-19a5-4af0-ada2-23f5a9989d71.jpg.296x216.jpg', '石湖星城 3室2厅 218万', '石湖星城  | 3室2厅 | 105.4平米 | 南 北 | 精装 | 有电梯', '中楼层(共10层)2009年建板楼  -  城南', '218万', '单价20684元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2076d3ac-83c0-4ab9-b845-e30c8e38990f.png.296x216.jpg', '湄长新村 2室1厅 84万', '湄长新村  | 2室1厅 | 48.85平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1998年建板楼  -  苏苑', '84万', '单价17196元/平米')
('https://image1.ljcdn.com/320500-inspection/635950a2-9cf5-4a8d-88b7-9401619ea8b8.jpg.296x216.jpg', '小石城6区香樟园 4室2厅 270万', '小石城6区香樟园  | 4室2厅 | 141平米 | 南 | 其他 | 有电梯', '低楼层(共26层)2013年建板楼  -  城南', '270万', '单价19149元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploada95d40af-a64b-400f-af8e-3bb0134e673a.jpg.296x216.jpg', '石湖华城 3室2厅 259万', '石湖华城  | 3室2厅 | 129平米 | 南 北 | 精装 | 有电梯', '低楼层(共9层)2011年建板楼  -  越溪', '259万', '单价20078元/平米')
('https://image1.ljcdn.com/320500-inspection/test-99472999-c6a7-440d-8a7e-c0d803ec1feb.png.296x216.jpg', '新城金郡南区二期 3室2厅 195万', '新城金郡南区二期  | 3室2厅 | 92.93平米 | 南 | 精装 | 有电梯', '低楼层(共17层)2013年建板楼  -  城南', '195万', '单价20984元/平米')
('https://image1.ljcdn.com/320500-inspection/570b846f-a847-4a0b-9e90-4e1b370a6a01.jpg.296x216.jpg', '湖滨花园 3室2厅 339万', '湖滨花园  | 3室2厅 | 127.46平米 | 南 | 精装 | 无电梯', '中楼层(共7层)2008年建板楼  -  郭巷', '339万', '单价26597元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171123/13506d7f-1bf9-4d50-99d3-814b45aa35b9.jpg.296x216.jpg', '阳光水榭花园 1室1厅 133万', '阳光水榭花园  | 1室1厅 | 65平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2015年建板楼  -  城南', '133万', '单价20462元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160829/a9a30a46-1fbd-4952-b25e-2311d2abe9a0.jpg.296x216.jpg', '保利居上 4室2厅 460万', '保利居上  | 4室2厅 | 165平米 | 南 | 精装 | 有电梯', '低楼层(共25层)2014年建板楼  -  尹山湖', '460万', '单价27879元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170312/543ebd6b-41f5-477f-86dc-07f5fb15f690.jpg.296x216.jpg', '中天和景苑 3室2厅 164万', '中天和景苑  | 3室2厅 | 66.87平米 | 暂无数据 | 精装 | 有电梯', '高楼层(共16层)2014年建板楼  -  城南', '164万', '单价24526元/平米')
('https://image1.ljcdn.com/320500-inspection/770e0668-ac5f-4d20-bad8-818f1d1f08c4.jpg.296x216.jpg', '四季晶华 4室2厅 440万', '四季晶华  | 4室2厅 | 180.71平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2006年建板楼  -  龙西', '440万', '单价24349元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2a8f39be-0da5-4d98-9a53-894e1a53fad0.png.296x216.jpg', '越湖家天下 2室2厅 180万', '越湖家天下  | 2室2厅 | 87平米 | 南 | 毛坯 | 有电梯', '中楼层(共18层)2014年建板楼  -  城南', '180万', '单价20690元/平米')
('https://image1.ljcdn.com/320500-inspection/test-22bd2979-6635-421d-b35f-6d430d86c6e1.png.296x216.jpg', '合景叠翠峰 3室2厅 286万', '合景叠翠峰  | 3室2厅 | 111平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2015年建板塔结合  -  尹山湖', '286万', '单价25766元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171127/42f993b8-bfdd-4695-a936-e1b97d019ab1.jpg.296x216.jpg', '保利独墅西岸 3室2厅 242万', '保利独墅西岸  | 3室2厅 | 102平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2015年建板楼  -  郭巷', '242万', '单价23726元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b229dc7c-27d6-4779-804e-391a0fe84666.png.296x216.jpg', '越湖家天下 2室2厅 183万', '越湖家天下  | 2室2厅 | 89.26平米 | 西 | 其他 | 有电梯', '中楼层(共21层)2013年建板楼  -  城南', '183万', '单价20502元/平米')
('https://image1.ljcdn.com/320500-inspection/test-31d5209e-3f4b-4088-bb41-b2259420a130.png.296x216.jpg', '世茂石湖湾 3室2厅 329万', '世茂石湖湾  | 3室2厅 | 138.21平米 | 南 | 其他 | 有电梯', '中楼层(共25层)2015年建板楼  -  城南', '329万', '单价23805元/平米')
('https://image1.ljcdn.com/320500-inspection/test-8b1cc326-f0e6-4dda-a3a2-e9a988aa92ad.png.296x216.jpg', '新城金郡北区 1室1厅 82万', '新城金郡北区  | 1室1厅 | 45平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2012年建板楼  -  城南', '82万', '单价18223元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5caea763-20a7-45d5-9d9d-2fb39a942977.png.296x216.jpg', '新城金郡北区 4室2厅 251万', '新城金郡北区  | 4室2厅 | 138平米 | 南 | 毛坯 | 有电梯', '低楼层(共17层)2012年建板楼  -  城南', '251万', '单价18189元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170811/985f0ffc-1e31-443a-ad8b-6354036a5a57.jpg.296x216.jpg', '阳光水榭花园 2室2厅 215万', '阳光水榭花园  | 2室2厅 | 99.07平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2015年建板楼  -  城南', '215万', '单价21702元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160921/1936757c-4c5e-4b3d-85b3-f391febb410e.jpg.296x216.jpg', '新城金郡北区 3室2厅 172万', '新城金郡北区  | 3室2厅 | 88.55平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2012年建板楼  -  城南', '172万', '单价19425元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171214/24c80e82-2c3c-4182-b28f-d68ea6d259a4.jpg.296x216.jpg', '保利独墅西岸 3室2厅 360万', '保利独墅西岸  | 3室2厅 | 113平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共6层)2015年建板楼  -  郭巷', '360万', '单价31859元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180110/00b0da1a-7d49-44b2-91e4-4e03b7f23f50.jpg.296x216.jpg', '楼层高 视野好 尚未入住的精装3房出售中。有钥匙', '中海双湾锦园  | 3室2厅 | 89.5平米 | 南 | 其他 | 有电梯', '高楼层(共32层)板楼  -  尹山湖', '225万', '单价25140元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160623/784cfe67-513a-401e-b325-890dd98e1213.jpg.296x216.jpg', '阳光水韵 1室0厅 82万', '阳光水韵  | 1室0厅 | 50.58平米 | 北 南 | 简装 | 有电梯', '低楼层(共11层)2015年建板楼  -  城南', '82万', '单价16212元/平米')
('https://image1.ljcdn.com/320500-inspection/test-d8758c57-dd00-4fb2-ba65-a1fbe5f4a1e8.png.296x216.jpg', '美之国花园 3室2厅 260万', '美之国花园  | 3室2厅 | 114.36平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2001年建板楼  -  龙西', '260万', '单价22736元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6318051e-094b-4dc9-a8bb-d54edd68eb2d.png.296x216.jpg', '湖滨花园 3室2厅 230万', '湖滨花园  | 3室2厅 | 131平米 | 东南 | 精装 | 有电梯', '低楼层(共27层)2004年建板楼  -  郭巷', '230万', '单价17558元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5c7554f1-c8f0-49ff-b621-a4e722508489.png.296x216.jpg', '华亭梦立方 1室2厅 65万', '华亭梦立方  | 1室2厅 | 45平米 | 西南 | 其他 | 有电梯', '中楼层(共21层)2015年建板塔结合  -  郭巷', '65万', '单价14445元/平米')
('https://image1.ljcdn.com/320500-inspection/test-a8456737-7dee-4130-a3d6-d5caae88a3cc.png.296x216.jpg', '水香七村 2室1厅 150万', '水香七村  | 2室1厅 | 80平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2000年建板楼  -  龙西', '150万', '单价18750元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170604/cb2e8ae7-fedb-4d29-98a8-9e0c633b4fe9.jpg.296x216.jpg', '盘蠡花园 5室3厅 360万', '盘蠡花园  | 5室3厅 | 223.76平米 | 南 | 精装 | 无电梯', '高楼层(共5层)1999年建板楼  -  龙西', '360万', '单价16089元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171224/86868205-550f-4024-bb23-af05cc1abc76.jpg.296x216.jpg', '新城金郡南区二期 4室3厅 250万', '新城金郡南区二期  | 4室3厅 | 86.9平米 | 南 | 精装 | 无电梯', '高楼层(共17层)2012年建板楼  -  城南', '250万', '单价28769元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170828/2c459739-b026-4279-aeb6-5edf11a303dc.jpg.296x216.jpg', '双银国际金融城 1室1厅 75万', '双银国际金融城  | 1室1厅 | 63.96平米 | 北 | 精装 | 有电梯', '高楼层(共7层)2013年建塔楼  -  郭巷', '75万', '单价11727元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180115/da9b67f0-4cdf-4cea-b077-ef1551b9715f.jpg.296x216.jpg', '香溢澜桥   顶楼复式   洋房带电梯  一梯一户', '新城香溢澜桥  | 3室2厅 | 125平米 | 南 | 其他 | 有电梯', '高楼层(共6层)2014年建板楼  -  城南', '290万', '单价23200元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170404/e45a61e9-0280-4863-8008-749a5d6e90ae.jpg.296x216.jpg', '永诚国际广场 4室1厅 110万', '永诚国际广场  | 4室1厅 | 77.08平米 | 东南 | 其他 | 有电梯', '高楼层(共16层)2011年建板楼  -  城南', '110万', '单价14271元/平米')
('https://image1.ljcdn.com/320500-inspection/ec69eac3-71e3-4e80-9da4-745fa9713b1c.jpg.296x216.jpg', '保利居上 3室2厅 240万', '保利居上  | 3室2厅 | 89平米 | 南 | 其他 | 有电梯', '低楼层(共25层)2014年建板楼  -  尹山湖', '240万', '单价26967元/平米')
('https://image1.ljcdn.com/320500-inspection/74473527-02e7-441c-9daa-6c01476cec48.jpg.296x216.jpg', '首开常青藤 4室2厅 288万', '首开常青藤  | 4室2厅 | 146.5平米 | 南 | 毛坯 | 有电梯', '低楼层(共27层)2015年建板楼  -  尹山湖', '288万', '单价19659元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ae51b21e-06b4-4b24-9fde-1e9edd767165.png.296x216.jpg', '招商雍华府 3室2厅 250万', '招商雍华府  | 3室2厅 | 128平米 | 南 北 | 其他 | 有电梯', '低楼层(共27层)2015年建塔楼  -  木渎', '250万', '单价19532元/平米')
('https://image1.ljcdn.com/320500-inspection/test-73b44222-35cf-411e-88ca-9b57710bd871.png.296x216.jpg', '新城金郡南区二期 3室2厅 189万', '新城金郡南区二期  | 3室2厅 | 94.3平米 | 南 北 | 精装 | 有电梯', '高楼层(共16层)2012年建板楼  -  城南', '189万', '单价20043元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170403/6c3788bd-ac25-4109-9d12-9a2930381a8e.jpg.296x216.jpg', '阳光水韵 2室1厅 107万', '阳光水韵  | 2室1厅 | 54.54平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2015年建板楼  -  城南', '107万', '单价19619元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161017/7c32447e-8465-4ef4-9cf3-af1cde72574b.jpg.296x216.jpg', '小石城8区梧桐园 3室2厅 169万', '小石城8区梧桐园  | 3室2厅 | 97平米 | 南 | 毛坯 | 有电梯', '低楼层(共25层)2015年建板楼  -  城南', '169万', '单价17423元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171028/03fadc4c-5e1b-4039-b990-2a40f21f5f92.jpg.296x216.jpg', '湖岸名家南区 3室2厅 185万', '湖岸名家南区  | 3室2厅 | 89.9平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)2008年建板楼  -  郭巷', '185万', '单价20579元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170608/24f775d5-f21f-44b1-ae08-a0b3d3606e4d.jpg.296x216.jpg', '世茂石湖湾 4室2厅 315万', '世茂石湖湾  | 4室2厅 | 139平米 | 南 | 其他 | 有电梯', '中楼层(共25层)2015年建板楼  -  城南', '315万', '单价22662元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171125/a27a4f63-c0de-4590-8a6f-687741b44deb.jpg.296x216.jpg', '鼎盛花园 6室3厅 420万', '鼎盛花园  | 6室3厅 | 180平米 | 南 | 毛坯 | 无电梯', '高楼层(共5层)2009年建板楼  -  苏苑', '420万', '单价23334元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload353d4717-1764-4c43-a96e-7097de2900d8.jpg.296x216.jpg', '尹山湖韵佳苑 2室2厅 225万', '尹山湖韵佳苑  | 2室2厅 | 86平米 | 南 | 精装 | 有电梯', '低楼层(共31层)2016年建板楼  -  尹山湖', '225万', '单价26163元/平米')
('https://image1.ljcdn.com/320500-inspection/test-17a33313-20fb-4328-9d67-07920e3f1e54.png.296x216.jpg', '链家新上房源，越湖名邸精装两房，一梯两户电梯洋房', '越湖名邸  | 2室2厅 | 95.55平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2009年建板楼  -  城南', '190万', '单价19885元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4c335956-9c39-404d-8c17-2c461ce44d86.png.296x216.jpg', '碧波二村 1室1厅 85万', '碧波二村  | 1室1厅 | 50.28平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2001年建板楼  -  城南', '85万', '单价16906元/平米')
('https://image1.ljcdn.com/320500-inspection/test-db72b109-1cae-4bc4-995c-7ffdf40b1ec4.png.296x216.jpg', '湄长新村 2室2厅 135万', '湄长新村  | 2室2厅 | 73.6平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1998年建板楼  -  苏苑', '135万', '单价18343元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170219/833e64d5-ef1a-4991-8334-0fce7d4079ce.jpg.296x216.jpg', '盘蠡花园 2室2厅 205万', '盘蠡花园  | 2室2厅 | 86平米 | 南 | 精装 | 无电梯', '中楼层(共5层)1999年建板楼  -  龙西', '205万', '单价23838元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170409/fdb8e50a-c518-461a-9f40-d781712464f3.jpg.296x216.jpg', '锦和加州北区 3室2厅 215万', '锦和加州北区  | 3室2厅 | 118平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)2008年建板楼  -  越溪', '215万', '单价18221元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload039ca1e9-f45e-46a1-b30c-c84f0ff55868.jpg.296x216.jpg', '九龙仓碧堤半岛 5室3厅 710万', '九龙仓碧堤半岛   | 独栋别墅 | 5室3厅 | 295平米 | 南 | 毛坯 | 无电梯', '2层2014年建板楼  -  尹山湖', '710万', '单价24068元/平米')
('https://image1.ljcdn.com/320500-inspection/test-7aa010a7-3a80-44c4-801a-e46f78222aeb.png.296x216.jpg', '越湖名邸大三房，纯毛坯，临别墅区，中间楼层', '越湖名邸  | 3室2厅 | 133平米 | 南 | 毛坯 | 有电梯', '中楼层(共10层)2009年建板楼  -  城南', '275万', '单价20677元/平米')
('https://image1.ljcdn.com/320500-inspection/test-63295854-6426-40bf-9a52-7df2da96bef8.png.296x216.jpg', '景瑞御江山 3室2厅 169万', '景瑞御江山  | 3室2厅 | 90.32平米 | 南 | 其他 | 有电梯', '高楼层(共25层)2015年建板楼  -  越溪', '169万', '单价18712元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170706/960035d0-71c8-4b3b-8313-658e4b0e83c6.jpg.296x216.jpg', '盘蠡花园 5室4厅 410万', '盘蠡花园  | 5室4厅 | 228平米 | 南 | 精装 | 无电梯', '高楼层(共4层)1999年建板楼  -  龙西', '410万', '单价17983元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170430/0e4932ae-97aa-4933-b910-e9643954eb82.jpg.296x216.jpg', '龙苑新村 2室2厅 135万', '龙苑新村  | 2室2厅 | 80.24平米 | 南 | 精装 | 无电梯', '中楼层(共5层)1998年建板楼  -  龙西', '135万', '单价16825元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploada36f1b0d-2a2a-461d-b443-ab802558c046.jpg.296x216.jpg', '华亭梦立方 2室1厅 73万', '华亭梦立方  | 2室1厅 | 48平米 | 东北 | 精装 | 有电梯', '中楼层(共21层)2015年建板塔结合  -  郭巷', '73万', '单价15209元/平米')
('https://image1.ljcdn.com/320500-inspection/test-7a88e65b-559b-45a9-a9ea-e7057c149dd1.png.296x216.jpg', '翠湖湾 3室2厅 295万', '翠湖湾  | 3室2厅 | 149.9平米 | 北 | 其他 | 有电梯', '低楼层(共28层)2013年建板楼  -  越溪', '295万', '单价19680元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170603/27216bf6-bcd9-4739-9121-e90974c7293e.jpg.296x216.jpg', '华锦苑 2室2厅 162万', '华锦苑  | 2室2厅 | 92平米 | 南 | 精装 | 有电梯', '中楼层(共12层)2009年建板楼  -  城南', '162万', '单价17609元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170707/37aa148e-527b-4186-a87a-e16215927332.jpg.296x216.jpg', '阳光水榭，绿化好，中间楼层。有车库', '阳光水榭花园  | 3室2厅 | 137.65平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2015年建板楼  -  城南', '275万', '单价19979元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170710/14444067-d341-4688-a280-2cff6f9151fd.jpg.296x216.jpg', '保利独墅西岸 4室2厅 410万', '保利独墅西岸  | 4室2厅 | 141平米 | 南 | 其他 | 有电梯', '中楼层(共6层)2015年建板楼  -  郭巷', '410万', '单价29079元/平米')
('https://image1.ljcdn.com/320500-inspection/test-809af050-0e65-4ed2-9827-abc20afff2af.png.296x216.jpg', '越湖名邸 4室2厅 267万', '越湖名邸  | 4室2厅 | 129.68平米 | 南 北 | 精装 | 有电梯', '高楼层(共6层)2009年建板楼  -  城南', '267万', '单价20590元/平米')
