('https://image1.ljcdn.com/510100-inspection/test-9e04afb0-05c1-4e71-8b48-2d1dfc41be52.png.296x216.jpg', '不临街 中间楼层 对中庭 装修套三 带地暖 满2年', '公园大道  | 3室1厅 | 131.7平米 | 北 | 精装 | 有电梯', '低楼层(共23层)2012年建板塔结合  -  光华大道沿线', '184万', '单价13972元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e07164ac-74fb-4c54-99eb-3a1d3a0c2c83.png.296x216.jpg', '置信学府杏林 2室2厅 小区环境干净舒适 适合居住', '置信学府杏林一期  | 2室2厅 | 84.86平米 | 南 | 简装 | 有电梯', '中楼层(共18层)2015年建板楼  -  芙蓉古城', '95万', '单价11195元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9d8a330e-42c4-4116-ad0b-5f01fa5193df.png.296x216.jpg', '花样年花样城           清水套三', '花样年花样城  | 3室2厅 | 88.67平米 | 东南 | 其他', '低楼层(共25层)2015年建塔楼  -  温江大学城', '92万', '单价10376元/平米')
('https://image1.ljcdn.com/510100-inspection/test-acf2d3ed-4c7e-493a-b5e0-77cfcfda3380.png.296x216.jpg', '洲际春天广场 全新装修套三 未住过人', '洲际春天广场  | 3室2厅 | 77平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2016年建塔楼  -  光华大道沿线', '113万', '单价14676元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4b9f644d-aee3-4a2c-ab59-cdf46e7688b7.png.296x216.jpg', '南北通透格局，每个房间都带露台，步梯顶楼挑高洋房', '边城香格里  | 2室1厅 | 81.16平米 | 东南 | 其他 | 有电梯', '高楼层(共6层)2011年建板楼  -  光华大道沿线', '120万', '单价14786元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8bc4102d-608f-4f5e-b773-c2cf0a915ddc.png.296x216.jpg', '置信学府杏林方正户型  装修套二出售', '置信学府杏林一期  | 2室2厅 | 84.59平米 | 西南 | 其他 | 有电梯', '中楼层(共18层)2015年建板楼  -  芙蓉古城', '90万', '单价10640元/平米')
('https://image1.ljcdn.com/510100-inspection/772d0b09-eac3-4826-81fb-451db720651e.jpg.296x216.jpg', '水韵尚城空中叠墅出售，满两年，业主无按揭', '水韵尚城  | 5室2厅 | 298.28平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2009年建塔楼  -  温江大学城', '305万', '单价10226元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5c93713a-c8e6-4762-8a83-980af945de66.png.296x216.jpg', '花样城清水套三，带入户花园，横厅。', '花样年花样城  | 3室2厅 | 119.08平米 | 东南 | 其他', '中楼层(共33层)2015年建板楼  -  温江大学城', '106万', '单价8902元/平米')
('https://image1.ljcdn.com/510100-inspection/test-213fee1f-89ba-4efe-a496-6c810e069fa3.png.296x216.jpg', '千禧河畔B区，中庭位置，环境好居家住宅', '千禧河畔B区  | 2室2厅 | 78.14平米 | 西北 | 其他 | 有电梯', '低楼层(共33层)2016年建板楼  -  花都大道', '93万', '单价11902元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d51a37d4-2817-4db9-94ca-c4651e133170.png.296x216.jpg', '蓝光香瑞湖装修套三 满两年 户型方正', '蓝光香瑞湖  | 3室2厅 | 126.11平米 | 东南 | 精装 | 有电梯', '高楼层(共26层)2009年建板楼  -  光华大道沿线', '176万', '单价13957元/平米')
('https://image1.ljcdn.com/510100-inspection/test-60a833cd-1a91-4d58-a029-0c59e8b2a789.png.296x216.jpg', '温江老城 配套设施齐全 适合首付不高的各类人群', '柳城街道航天路社区公园家属院  | 2室2厅 | 72.78平米 | 南 | 其他', '中楼层(共4层)暂无数据  -  温江老城', '55万', '单价7558元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload6d4ee116-e893-4554-8f7c-32d1bd9f1e50.jpg.296x216.jpg', '公园大道公园 跃层装修带地暖  入户花园', '公园大道  | 3室2厅 | 122.62平米 | 北 | 精装 | 有电梯', '低楼层(共13层)2012年建板塔结合  -  光华大道沿线', '180万', '单价14680元/平米')
('https://image1.ljcdn.com/510100-inspection/test-63a7f87f-a898-4160-8d1b-7038f56fa315.png.296x216.jpg', '芙蓉田园清水套二，户型方正，带地下室产权车位', '芙蓉田园  | 2室1厅 | 85.6平米 | 东 | 其他 | 有电梯', '低楼层(共24层)板塔结合  -  芙蓉古城', '76万', '单价8879元/平米')
('https://image1.ljcdn.com/510100-inspection/8dd91bc1-d816-4d24-a1b7-9ab2b62405ca.jpg.296x216.jpg', '大庆蜀苑 多层步梯  中间楼层 装修房', '大庆蜀苑  | 2室1厅 | 85.35平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2008年建板楼  -  国色天乡', '66万', '单价7733元/平米')
('https://image1.ljcdn.com/510100-inspection/test-03fb5cc3-a70a-4476-bf28-f5e13dda34d4.png.296x216.jpg', '标间，有电梯，带拉通阳台，小区干净舒适', '丛林背景  | 1室0厅 | 48.84平米 | 东南 | 其他', '低楼层(共7层)板楼  -  国色天乡', '38万', '单价7781元/平米')
('https://image1.ljcdn.com/510100-inspection/test-06f0039c-24dd-423f-af3d-52517c3869a4.png.296x216.jpg', '格凌兰精装修套三双卫，户型方正，采光好。', '格凌兰  | 3室2厅 | 113.13平米 | 东 | 其他 | 有电梯', '中楼层(共32层)2016年建塔楼  -  温江新城', '175万', '单价15469元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d7be366d-d49e-4bad-99e6-3ebc9b85bba8.png.296x216.jpg', '蓝光香境装修套二 保养好 无按揭', '蓝光香境  | 2室1厅 | 72.02平米 | 西 | 其他 | 有电梯', '低楼层(共34层)2008年建板楼  -  光华大道沿线', '128万', '单价17773元/平米')
('https://image1.ljcdn.com/510100-inspection/test-547be007-3345-4c96-b8fa-958d7d0c8e71.png.296x216.jpg', '清水房，可自己装修               。', '七彩花都A区  | 3室2厅 | 120.28平米 | 西南 | 毛坯 | 无电梯', '中楼层(共5层)2008年建板楼  -  花都大道', '138万', '单价11474元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1cd9af13-6ff8-459b-873f-464d6bd1773e.png.296x216.jpg', '七彩花都一期装修套二，带家具家电                。', '七彩花都B区一期  | 2室2厅 | 96平米 | 东南 | 精装 | 无电梯', '中楼层(共5层)2008年建板楼  -  花都大道', '107万', '单价11146元/平米')
('https://image1.ljcdn.com/510100-inspection/test-eee55a19-4119-41c5-a8cf-0bc93d89dcad.png.296x216.jpg', '温江春江青龙湾     套三   有装修', '春江青龙湾  | 3室1厅 | 105.2平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2012年建塔楼  -  国色天乡', '106万', '单价10077元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b6ba9572-b172-4df7-ad4c-2d463edaff92.png.296x216.jpg', '装修套三 配套齐全 户型方正 宁静宜居', '安居苑  | 3室2厅 | 118.02平米 | 东南 西南 | 其他 | 有电梯', '高楼层(共7层)2000年建板塔结合  -  温江老城', '90万', '单价7626元/平米')
('https://image1.ljcdn.com/510100-inspection/ae257af4-0778-4eb2-b670-9fa764a31269.jpg.296x216.jpg', '水韵尚城清水顶跃 五室两厅三卫  赠送平台花园', '水韵尚城  | 5室2厅 | 210.97平米 | 东南 | 其他 | 有电梯', '高楼层(共25层)2009年建板塔结合  -  温江大学城', '220万', '单价10429元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0988a5b1-6dc1-4ad2-a6ca-cb1827c49c04.png.296x216.jpg', '置信学府杏林套二装修空房没有住过人', '置信学府杏林一期  | 2室1厅 | 85.26平米 | 东南 | 精装 | 有电梯', '高楼层(共18层)2012年建板楼  -  芙蓉古城', '94万', '单价11026元/平米')
('https://image1.ljcdn.com/510100-inspection/c65ed953-9788-4de7-b24e-cbadf82cc669.jpg.296x216.jpg', '孔雀城清水套三双卫，户型方正高楼层，视野没有遮挡', '和信孔雀天成  | 3室2厅 | 126.81平米 | 西北 | 其他 | 有电梯', '高楼层(共26层)2015年建塔楼  -  温江新城', '165万', '单价13012元/平米')
('https://image1.ljcdn.com/510100-inspection/0f2cd3b4-971e-473b-afad-ecd8fb7a5e40.jpg.296x216.jpg', '森宇音乐花园4跃5跃6套五四卫对中庭朝南采光视野棒', '森宇音乐花园  | 5室2厅 | 276.69平米 | 西南 | 毛坯 | 无电梯', '高楼层(共5层)2004年建板塔结合  -  花都大道', '283万', '单价10229元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d2dbc192-8385-411c-a798-5e043f6fbba0.png.296x216.jpg', '优取舍 精装修 套三 带家具家电', '优取舍  | 3室2厅 | 129.5平米 | 东南 | 其他 | 无电梯', '低楼层(共3层)2007年建板楼  -  花都大道', '165万', '单价12742元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a881967f-dbed-4db3-8afc-39c459974a72.png.296x216.jpg', '佳兆业丽晶港 三期套四双厅双卫 精装修', '佳兆业丽晶港  | 4室2厅 | 123.48平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2012年建板楼  -  珠江新城', '218万', '单价17655元/平米')
('https://image1.ljcdn.com/510100-inspection/test-dfbf3073-24de-4aa9-8493-66b0de29032d.png.296x216.jpg', '鹭湖宫大套三房子清水房. 客厅前边没有遮挡.视野好.', '鹭湖宫七号B组  | 3室1厅 | 117.91平米 | 东南 | 其他', '低楼层(共30层)2014年建板塔结合  -  国色天乡', '145万', '单价12298元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1e44b44b-6d34-4ffb-b78a-dba663a98fb0.png.296x216.jpg', '珠江御景湾套四双卫，户型方正，通风好', '珠江御景湾  | 4室2厅 | 140.74平米 | 东北 | 其他 | 有电梯', '低楼层(共18层)2015年建板楼  -  珠江新城', '210万', '单价14922元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9de6de22-875b-4f0f-b62d-79c1874be957.png.296x216.jpg', '建信奥林匹克花园装修套二双卫，独立餐厅，新家具家电', '建信奥林匹克花园  | 2室2厅 | 115.68平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2006年建板塔结合  -  光华大道沿线', '115万', '单价9942元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4dd64030-6bee-47b5-9028-9b696a7a68e7.png.296x216.jpg', '海地亚 清水 套三 小区中间位置', '德坤海地亚  | 3室2厅 | 92.23平米 | 西南 | 其他 | 有电梯', '高楼层(共18层)2015年建板楼  -  国色天乡', '86万', '单价9325元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ee896530-2061-4ef3-b2ab-c347bdd0b140.png.296x216.jpg', '置信柳城谊苑 四室三厅四卫 带家具家电', '置信柳城谊苑  | 4室3厅 | 175.67平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2003年建板楼  -  温江老城', '175万', '单价9962元/平米')
('https://image1.ljcdn.com/510100-inspection/test-083eccfa-c65e-4c62-aa87-06f8f8b51f72.png.296x216.jpg', '芙蓉田园小区 2室2厅 带产权车位 只接受全款客户', '芙蓉田园  | 2室2厅 | 85.6平米 | 东 | 其他 | 有电梯', '中楼层(共24层)板塔结合  -  芙蓉古城', '76万', '单价8879元/平米')
('https://image1.ljcdn.com/510100-inspection/test-da4bb222-f97e-4fdb-aa9c-931d9a55c902.png.296x216.jpg', '瑞景澜庭标准套三双卫，客厅大开间全落地窗采光好。', '中铁瑞景澜庭  | 3室2厅 | 117.56平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2012年建板楼  -  花都大道', '164万', '单价13951元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ddc0b31f-d005-4aaa-a02e-422c2fe29719.png.296x216.jpg', '国色天乡，丛林背景，清水，标间', '丛林背景  | 1室0厅 | 47.93平米 | 东南 | 其他 | 有电梯', '中楼层(共7层)塔楼  -  国色天乡', '37万', '单价7720元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b7821237-7957-48c1-a652-f6255cc0ff07.png.296x216.jpg', '金强大学城     套二居家装修  主卧带阳台', '金强大学城  | 2室1厅 | 77.95平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2009年建板塔结合  -  温江大学城', '90万', '单价11546元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0a0e1ba0-2beb-40d0-893e-a211f5baa9be.png.296x216.jpg', '金强大学城  套一改套二 带公用大平台', '金强大学城  | 2室1厅 | 50.03平米 | 南 | 其他 | 有电梯', '低楼层(共28层)2009年建板塔结合  -  温江大学城', '60万', '单价11993元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0b436d46-2d2d-44bd-acb8-498634011343.png.296x216.jpg', '鹭湖宫7区  装修房带车位  套三双卫', '鹭湖宫七号B组  | 3室2厅 | 118平米 | 东南 | 其他', '高楼层(共30层)2014年建板塔结合  -  国色天乡', '176万', '单价14916元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e0d3913e-5ca5-48f9-a2e1-5b6c96adef5a.png.296x216.jpg', '洲际银海湾小区清水套三双卫出售', '洲际银海湾  | 3室1厅 | 122平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2016年建板塔结合  -  光华大道沿线', '188万', '单价15410元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f077bf9e-f69e-4e34-99c9-df6f602a4ce0.png.296x216.jpg', '七彩花都A区 装修房子 挑高户型  套二双卫 满两年', '七彩花都A区  | 2室2厅 | 102.36平米 | 东 | 精装 | 无电梯', '高楼层(共5层)2008年建板楼  -  花都大道', '152万', '单价14850元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f7b1414f-4a5f-4a9c-b497-5be4e69c8783.png.296x216.jpg', '格凌兰 装修套二 带家具家电 拎包入住', '格凌兰  | 2室2厅 | 71.01平米 | 东北 | 其他 | 有电梯', '低楼层(共26层)2016年建塔楼  -  温江新城', '99.5万', '单价14013元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0a247257-5e81-49bb-ac6a-c2df82c08e56.png.296x216.jpg', '此房出行方便，户型方正，方便舒适，视野开阔', '金河谷四期  | 3室2厅 | 124.96平米 | 西北 | 毛坯 | 有电梯', '高楼层(共31层)板楼  -  光华大道沿线', '162万', '单价12965元/平米')
('https://image1.ljcdn.com/510100-inspection/993ae7a7-d3b3-421b-9fb1-b71e73b80035.jpg.296x216.jpg', '开发商统一精装套一带阳台，对中庭，交通购物便利', '德坤新天地  | 1室1厅 | 57平米 | 东南 | 精装 | 有电梯', '中楼层(共32层)2013年建板塔结合  -  珠江新城', '60万', '单价10527元/平米')
('https://image1.ljcdn.com/510100-inspection/test-29383858-36ac-441c-bd24-f19aa5a48e2a.png.296x216.jpg', '和信孔雀城 标准两室一厅装修空房', '和信孔雀天成  | 2室1厅 | 79.33平米 | 东南 | 其他 | 有电梯', '中楼层(共33层)2015年建塔楼  -  温江新城', '102万', '单价12858元/平米')
('https://image1.ljcdn.com/510100-inspection/test-eb75cb04-57ee-47cc-8e0f-06e45f7f196a.png.296x216.jpg', '和信孔雀城  清水套二 户型方正', '和信孔雀天成  | 2室2厅 | 80.75平米 | 东南 | 其他 | 有电梯', '高楼层(共26层)2015年建塔楼  -  温江新城', '106万', '单价13127元/平米')
('https://image1.ljcdn.com/510100-inspection/test-be038453-13e9-4cc4-a4e5-76eebdc99c76.png.296x216.jpg', '水韵尚城清水房套四双卫户型方正带阳台', '水韵尚城  | 4室1厅 | 184.5平米 | 东南 | 其他 | 有电梯', '高楼层(共25层)2009年建板楼  -  温江大学城', '175万', '单价9486元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b0dafa6e-9c56-465f-bcd9-5edebcd073a9.png.296x216.jpg', '棕榈长滩大平层清水套三 有基装 能看河', '棕榈长滩  | 3室2厅 | 175.83平米 | 西南 东北 | 其他 | 有电梯', '高楼层(共32层)2013年建板塔结合  -  光华大道沿线', '290万', '单价16494元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6d5baee8-f777-45f3-9adb-0ba838ef031f.png.296x216.jpg', '五期清水套三双卫，环境优美，交通便利。', '金河谷五期  | 3室2厅 | 89平米 | 东南 | 其他 | 有电梯', '低楼层(共34层)2015年建板楼  -  光华大道沿线', '115万', '单价12922元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cd34b556-8e3e-4603-b26e-3f54bef6c556.png.296x216.jpg', '恒大城 小高层 自住装修 一梯两户', '恒大城一期  | 4室2厅 | 138.75平米 | 东南 | 其他 | 有电梯', '中楼层(共11层)2010年建板塔结合  -  温江新城', '208万', '单价14991元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b8a1d8a4-cb02-4d52-bcad-8c507a0f9ced.png.296x216.jpg', '金强大学城，不临街，居家装修，套三双卫出售', '金强大学城  | 3室2厅 | 116.77平米 | 西南 | 其他 | 有电梯', '低楼层(共28层)2009年建板塔结合  -  温江大学城', '116万', '单价9935元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b8121ef0-6270-40dd-a016-3f3f1672c95f.png.296x216.jpg', '置信学府杏林一期套三双卫装修房', '置信学府杏林一期  | 3室2厅 | 121平米 | 东 | 其他 | 有电梯', '低楼层(共18层)2012年建板楼  -  芙蓉古城', '117万', '单价9670元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2e3187bb-60e5-4744-a58b-8b693e98fc46.png.296x216.jpg', '明信仕林府套二清水房采光好视野开阔', '明信仕林府  | 2室2厅 | 86.37平米 | 西南 | 其他', '高楼层(共33层)塔楼  -  温江大学城', '115万', '单价13315元/平米')
('https://image1.ljcdn.com/510100-inspection/c0b4e108-2c1d-4672-a972-b7bd0e43cb5f.jpg.296x216.jpg', '温江光华大道清水套三双卫带地下室带阳台带花园！', '锦绣森邻  | 3室2厅 | 179.84平米 | 西南 | 其他 | 无电梯', '中楼层(共5层)2008年建板塔结合  -  光华大道沿线', '230万', '单价12790元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9e5f4494-1fe7-4b05-aca7-cef930cbff22.png.296x216.jpg', '千禧河畔国际社区，精装套二低楼层', '千禧河畔C区  | 2室2厅 | 78.86平米 | 东 | 精装', '低楼层(共33层)板楼  -  花都大道', '99万', '单价12554元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d2f490b4-81b4-4d14-989a-d3f188edb38e.png.296x216.jpg', '学府尚郡清水套四双卫，一楼带前后两个花园，户型方正', '西财学府尚郡  | 4室2厅 | 160.63平米 | 东南 | 其他 | 有电梯', '低楼层(共11层)2013年建板楼  -  温江大学城', '180万', '单价11206元/平米')
