('https://image1.ljcdn.com/340100-inspection/17c8b8ef-9ee7-4f83-91ec-fd663fe1edfb.jpg.296x216.jpg', '信旺华府骏苑 2室2厅 159万', '信旺华府骏苑  | 2室2厅 | 103.33平米 | 南 | 其他', '高楼层(共28层)2005年建塔楼  -  南七', '159万', '单价15388元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload297bdeb6-9f00-47f7-bab7-3ff9061187f4.jpg.296x216.jpg', '通和南苑 房满两年，无增值税，户型方正，楼层好', '通和易居同辉南苑  | 3室1厅 | 93平米 | 南 北 | 其他', '高楼层(共33层)2012年建塔楼  -  西园', '186万', '单价20000元/平米')
('https://image1.ljcdn.com/340100-inspection/a818fc06-3e40-437a-82e4-0e9f1ab70b52.jpg.296x216.jpg', '华润幸福里洋房 精装4室 有阁楼 带露台 环境优美', '华润幸福里  | 4室2厅 | 124.96平米 | 南 北 | 其他', '高楼层(共5层)2013年建板楼  -  南七', '345万', '单价27609元/平米')
('https://image1.ljcdn.com/340100-inspection/4df7c42e-1a77-4a48-90e4-b40a89106779.jpg.296x216.jpg', '大溪地天逸轩 2室1厅 124万', '大溪地天逸轩  | 2室1厅 | 67.52平米 | 东南 | 其他', '中楼层(共32层)2014年建板楼  -  西园', '124万', '单价18365元/平米')
('https://image1.ljcdn.com/340100-inspection/6b1032cc-5b40-48ba-a197-307e09c049b9.jpg.296x216.jpg', '建业领翔花园 精装一居室 位置优越 交通便利', '建业领翔花园  | 1室1厅 | 46.57平米 | 东 | 其他', '高楼层(共31层)2012年建塔楼  -  南七', '79.9万', '单价17157元/平米')
('https://image1.ljcdn.com/340100-inspection/517839cd-2d38-4732-9e32-e2b5ccc0bb2f.jpg.296x216.jpg', '颐和耕苑，婚房精装修，全天采光，四面环湖', '颐和花园  | 3室2厅 | 94.78平米 | 南 | 其他', '高楼层(共18层)2009年建板楼  -  五里墩', '187万', '单价19730元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload91969623-0e89-4544-ae66-b2fe7c0602e1.jpg.296x216.jpg', '为你而选为你为家 琥珀南村 满五年 户型方正', '琥珀南村  | 2室1厅 | 68.5平米 | 南 | 其他', '高楼层(共6层)2000年建板楼  -  琥珀', '110万', '单价16059元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload5893c65d-2f0e-4dd9-8219-5b7cf1d25c59.jpg.296x216.jpg', '精装三居室 户型方正 采光视野无遮挡', '金色池塘三期  | 3室2厅 | 92.57平米 | 南 北 | 其他', '低楼层(共11层)2008年建板楼  -  井岗镇', '145万', '单价15664元/平米')
('https://image1.ljcdn.com/340100-inspection/07a6801b-b84b-478f-892d-d836670067f1.jpg.296x216.jpg', '黄山花园 4室2厅 230万', '黄山花园  | 4室2厅 | 139.5平米 | 南 北 | 其他', '低楼层(共11层)2009年建板楼  -  南七', '230万', '单价16488元/平米')
('https://image1.ljcdn.com/340100-inspection/5f4aa788-4150-4a0c-9f4c-9645c331d8d2.jpg.296x216.jpg', '大溪地五期 边户户型 毛坯  业主诚心出售', '大溪地天逸轩  | 2室1厅 | 67.07平米 | 东南 | 毛坯', '高楼层(共32层)2014年建板塔结合  -  西园', '120万', '单价17892元/平米')
('https://image1.ljcdn.com/340100-inspection/5f876092-3cf0-4435-a25c-37552610802d.jpg.296x216.jpg', '金大地1912优质两房 拎包入住 采光佳 视野开阔', '金大地1912  | 2室1厅 | 56.71平米 | 西 | 其他', '高楼层(共33层)2012年建塔楼  -  南七', '130万', '单价22924元/平米')
('https://image1.ljcdn.com/340100-inspection/56ba5c42-26a7-411b-a115-b8f1a2bb0adc.jpg.296x216.jpg', '大溪地一期精装loft复式户型，诚意出售', '大溪地天籁轩  | 1室1厅 | 35.93平米 | 西北 | 简装', '高楼层(共9层)2012年建板楼  -  西园', '85万', '单价23658元/平米')
('https://image1.ljcdn.com/340100-inspection/61668a25-ae8b-4db6-a7c7-f057bc6b302e.jpg.296x216.jpg', '加侨，四季花海，大蜀山，小三房。', '加侨悦山国际  | 3室2厅 | 92平米 | 南 | 其他', '低楼层(共34层)2015年建塔楼  -  新产业园', '155万', '单价16848元/平米')
('https://image1.ljcdn.com/340100-inspection/2b076669-49fd-48e9-9012-77c6c2085eb5.jpg.296x216.jpg', '沃野花园简装三房，两房朝南。中高楼层。采光不挡。', '沃野花园  | 3室2厅 | 98.75平米 | 南 | 其他', '高楼层(共32层)2012年建塔楼  -  新产业园', '148万', '单价14988元/平米')
('https://image1.ljcdn.com/340100-inspection/0ce7d108-8e8f-4835-8846-047a1c35faa2.jpg.296x216.jpg', '盛世名城多层四居室，简单装修好改造，采光无遮挡', '盛世名城  | 4室2厅 | 115平米 | 南 | 简装', '中楼层(共4层)2009年建板楼  -  南七', '205万', '单价17827元/平米')
('https://image1.ljcdn.com/340100-inspection/86bfea3e-0c34-4130-82d1-4b54e84938e1.jpg.296x216.jpg', '华地公馆西区 大四房 南北通透 精装修带暖气', '华地公馆西区  | 4室2厅 | 129.11平米 | 南 北 | 精装', '高楼层(共24层)2014年建板楼  -  南七', '345万', '单价26722元/平米')
('https://image1.ljcdn.com/340100-inspection/49225cb7-638a-423f-aa86-30f913b74334.jpg.296x216.jpg', '满两年 多层三楼 精装修 业主诚心卖', '金色池塘三期  | 3室2厅 | 88.79平米 | 南 北 | 其他', '中楼层(共6层)2008年建板楼  -  井岗镇', '150万', '单价16894元/平米')
('https://image1.ljcdn.com/340100-inspection/734ec683-178f-4f7a-98da-cc4fc50bd99e.jpg.296x216.jpg', '为你而选为你为家 龙居山庄小三居 毛坯房 采光无遮挡', '龙居山庄  | 3室2厅 | 95.64平米 | 南 | 其他', '中楼层(共18层)2010年建板楼  -  五里墩', '150万', '单价15684元/平米')
('https://image1.ljcdn.com/340100-inspection/8ac86a8e-cedb-4a27-a19f-9d2bb69f64bc.JPG.296x216.jpg', '70年精装好房 业主急售 50中南', '自由舱公寓  | 1室1厅 | 61.9平米 | 南 | 其他', '高楼层(共25层)2010年建塔楼  -  稻香村', '69万', '单价11148元/平米')
('https://image1.ljcdn.com/340100-inspection/177a2371-7b8d-4172-982d-ed6127cf2871.jpg.296x216.jpg', '满两年， 精装，采光无遮挡，配套成熟，诚心出售，', '印象西湖  | 2室1厅 | 80.03平米 | 南 | 其他', '高楼层(共22层)2011年建塔楼  -  稻香村', '175万', '单价21867元/平米')
('https://image1.ljcdn.com/340100-inspection/2fe0e42d-f664-4f1d-8439-cb4070f795d9.jpg.296x216.jpg', '红皖家园  视野非常好 主卧直观大蜀山 随时看房', '红皖家园  | 2室2厅 | 93.55平米 | 南 北 | 其他', '中楼层(共18层)2010年建塔楼  -  新产业园', '134万', '单价14324元/平米')
('https://image1.ljcdn.com/340100-inspection/cffa39bf-9536-4bdf-b19f-3ed5e536b144.jpg.296x216.jpg', '安居苑东村 2室1厅 168万', '安居苑东村  | 2室1厅 | 75.9平米 | 南 北 | 简装', '高楼层(共6层)2000年建板楼  -  西园', '168万', '单价22135元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload8d42c648-80ff-4493-b748-fe39c18cbc48.jpg.296x216.jpg', '博威香山丽舍 毛坯3房 双南阳台 采光充足 环境安静', '博威香山丽舍  | 3室2厅 | 95.41平米 | 南 北 | 其他', '中楼层(共23层)2011年建塔楼  -  新产业园', '180万', '单价18866元/平米')
('https://image1.ljcdn.com/340100-inspection/87c4f0c5-d504-470a-b826-1b0e7a146730.JPG.296x216.jpg', '南七印象西湖简装三居室赠送25平采光好业主诚心出售', '印象西湖  | 3室2厅 | 93.46平米 | 南 | 其他', '中楼层(共30层)2010年建塔楼  -  稻香村', '190万', '单价20330元/平米')
('https://image1.ljcdn.com/340100-inspection/8c92be38-cc59-47b0-a557-50117e62f88c.JPG.296x216.jpg', '大三房 户型宽敞明亮 中上楼层 视野好 满两年', '信旺华府骏苑  | 3室2厅 | 167.78平米 | 南 | 简装', '中楼层(共28层)2005年建塔楼  -  南七', '208万', '单价12398元/平米')
('https://image1.ljcdn.com/340100-inspection/61bc69ec-1608-4e7f-b048-cc6206218a9d.jpg.296x216.jpg', '品质物业，带车位，南北通透双阳台', '中央美域花园B区  | 2室2厅 | 91.09平米 | 南 北 | 其他', '高楼层(共32层)2012年建板楼  -  五里墩', '175万', '单价19212元/平米')
('https://image1.ljcdn.com/340100-inspection/13d0afad-eced-4c0e-814f-b2019d763504.jpg.296x216.jpg', '信旺华府骏苑 1室1厅 55万', '信旺华府骏苑  | 1室1厅 | 45.9平米 | 西 | 其他', '低楼层(共29层)2013年建塔楼  -  南七', '55万', '单价11983元/平米')
('https://image1.ljcdn.com/340100-inspection/331c799c-11ec-4935-8a77-a764e9cef0b8.jpg.296x216.jpg', '金大地1912 1室1厅 82万', '金大地1912  | 1室1厅 | 38.07平米 | 北 | 其他', '高楼层(共33层)2012年建塔楼  -  南七', '82万', '单价21540元/平米')
('https://image1.ljcdn.com/340100-inspection/bd5695d2-3dad-4db7-bc6d-cc398d421d41.jpg.296x216.jpg', '大三房、中高楼层、采光充足、视野开阔。', '公园道1号  | 3室2厅 | 126.34平米 | 南 北 | 其他', '中楼层(共21层)2011年建塔楼  -  井岗镇', '168.5万', '单价13338元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload70488e80-456d-4cd4-8207-8433a33e73e6.jpg.296x216.jpg', '汉嘉都市森林 3室2厅 245万', '汉嘉都市森林  | 3室2厅 | 120.5平米 | 南 | 其他', '高楼层(共9层)2011年建板塔结合  -  西园', '245万', '单价20332元/平米')
('https://image1.ljcdn.com/340100-inspection/e48c9f0e-ffc7-4ab2-9b23-8716031fb1d2.jpg.296x216.jpg', '岳西新村 多层两居室 高楼层采光好 业主诚心出售', '岳西新村  | 2室1厅 | 61.22平米 | 南 | 简装', '高楼层(共6层)2000年建板楼  -  西园', '100万', '单价16335元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadc4382247-be10-4e1c-948a-3c729fc79287.jpg.296x216.jpg', '博威香山丽舍 简装大3房 南北通透 交通便利', '博威香山丽舍  | 3室2厅 | 111.21平米 | 南 北 | 其他', '高楼层(共11层)2011年建板楼  -  新产业园', '198万', '单价17805元/平米')
('https://image1.ljcdn.com/340100-inspection/c4814a71-c892-4e42-bc9a-9caadd67929d.jpg.296x216.jpg', '安粮城市广场QQ公寓 2室1厅 110万', '安粮城市广场QQ公寓  | 2室1厅 | 74.69平米 | 北 | 其他', '高楼层(共32层)2013年建塔楼  -  稻香村', '110万', '单价14728元/平米')
('https://image1.ljcdn.com/340100-inspection/f149defb-be77-4557-8450-b2873b3f20fd.jpg.296x216.jpg', '满两年，户型好，采光无遮挡，户型方正', '公园道1号  | 2室1厅 | 98.74平米 | 南 | 其他', '高楼层(共18层)2011年建塔楼  -  井岗镇', '140万', '单价14179元/平米')
('https://image1.ljcdn.com/340100-inspection/f8d6137f-57ce-42a5-8f9b-a0f2cdd4ecc2.jpg.296x216.jpg', '经典雅苑 满五年大两居 电梯房 采光无遮挡 看房方便', '伯益经典雅苑  | 2室2厅 | 87.04平米 | 南 北 | 简装', '中楼层(共18层)2009年建板楼  -  西园', '145万', '单价16660元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload81e58d9f-b3fc-4492-ac2f-ded56d1e2cc1.jpg.296x216.jpg', '澜苑大三居精装 户型正气 南北通透', '颐和花园澜苑  | 3室2厅 | 121.47平米 | 南 北 | 精装', '低楼层(共9层)2008年建板楼  -  五里墩', '200万', '单价16465元/平米')
('https://image1.ljcdn.com/340100-inspection/1a9a855a-659a-457e-9d3a-7e94b4755f5e.jpg.296x216.jpg', '公园道1号 3室2厅 180万', '公园道1号  | 3室2厅 | 113平米 | 南 北 | 其他', '中楼层(共18层)2011年建塔楼  -  井岗镇', '180万', '单价15930元/平米')
('https://image1.ljcdn.com/340100-inspection/454e54c6-d92e-482f-be2d-d7a3fc0dd048.jpg.296x216.jpg', '御安西苑 3室1厅 138万', '御安西苑  | 3室1厅 | 99.66平米 | 南 | 其他', '中楼层(共31层)2014年建塔楼  -  井岗镇', '138万', '单价13848元/平米')
('https://image1.ljcdn.com/340100-inspection/201bb75f-a04e-40d7-9a03-be5f94746443.jpg.296x216.jpg', '印象西湖 南北通透 格局透明 两居室 诚心出售', '印象西湖  | 2室1厅 | 83.1平米 | 南 北 | 其他', '低楼层(共22层)2012年建塔楼  -  稻香村', '165万', '单价19856元/平米')
('https://image1.ljcdn.com/340100-inspection/test-69591511-d6cc-457d-bc0b-a5a59d38ccde.png.296x216.jpg', '中海原山 精装大三房 中间楼层 两梯三户 观大蜀山', '中海原山  | 3室2厅 | 103.01平米 | 南 | 其他', '高楼层(共24层)2012年建塔楼  -  新产业园', '206万', '单价19999元/平米')
('https://image1.ljcdn.com/340100-inspection/98929b7b-29e3-4f7d-b547-18af94466514.jpg.296x216.jpg', '低于市场价的大户型，优选家园.', '金色池塘  | 3室2厅 | 126.92平米 | 东 西 | 其他', '高楼层(共9层)2008年建板楼  -  井岗镇', '173万', '单价13631元/平米')
('https://image1.ljcdn.com/340100-inspection/686feffb-4cff-49e3-b575-1c51abc8f030.jpg.296x216.jpg', '黄潜路口 精装满二 配套齐全 交通便捷', '路缘小区  | 3室2厅 | 115.4平米 | 南 北 | 其他', '高楼层(共7层)2000年建板楼  -  南七', '170万', '单价14732元/平米')
('https://image1.ljcdn.com/340100-inspection/358da791-5505-4aa2-bf6f-37d080e07a1c.jpg.296x216.jpg', '大溪地三期 中等装修 刚需两居 看房方便 满五年', '大溪地天润轩  | 2室1厅 | 61.78平米 | 东 | 简装', '中楼层(共17层)2010年建板楼  -  西园', '102万', '单价16511元/平米')
('https://image1.ljcdn.com/340100-inspection/6c1574f1-7dbd-4c82-b882-a0a710dedd20.jpg.296x216.jpg', '新华国际公寓 1室1厅 83万', '新华国际公寓  | 1室1厅 | 48.31平米 | 南 | 其他', '低楼层(共33层)2012年建塔楼  -  南七', '83万', '单价17181元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload569c9eed-3dbc-4818-b77a-c22e1c12d8a6.JPG.296x216.jpg', '光明世家+买一层送一层+带租约车位+精装南北通透边户', '光明世家  | 2室2厅 | 66.8平米 | 南 西 北 | 精装', '高楼层(共11层)2010年建塔楼  -  南七', '205万', '单价30689元/平米')
('https://image1.ljcdn.com/340100-inspection/624c62b6-2691-47eb-beba-458e95b9d397.jpg.296x216.jpg', '金色名郡 边户南北通透 装修保养好 采光无遮挡', '金色名郡  | 3室2厅 | 89.93平米 | 南 北 | 其他', '中楼层(共34层)2015年建塔楼  -  南七', '200万', '单价22240元/平米')
('https://image1.ljcdn.com/340100-inspection/5ea2ff2a-f22d-492a-912d-f8b9a0d8ee15.jpg.296x216.jpg', '通和易居同辉南苑 2室1厅 138万', '通和易居同辉南苑  | 2室1厅 | 62.95平米 | 南 西 | 其他', '高楼层(共28层)2012年建塔楼  -  西园', '138万', '单价21923元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload04fac789-7288-45ff-aa87-0aa770204345.JPG.296x216.jpg', '安高三居室 供暖 拎包入住 视野开阔', '安高城市天地  | 3室1厅 | 102.67平米 | 南 | 其他', '高楼层(共18层)2008年建塔楼  -  稻香村', '190万', '单价18506元/平米')
('https://image1.ljcdn.com/340100-inspection/5516e6bf-a737-4a84-ac12-975582cf1637.jpg.296x216.jpg', '红皖家园，精装，满五年，两房朝南，大蜀山下', '红皖家园  | 2室1厅 | 79.59平米 | 南 | 其他', '高楼层(共18层)2010年建塔楼  -  新产业园', '124万', '单价15580元/平米')
('https://image1.ljcdn.com/340100-inspection/6a3939bf-1d59-43c1-9e52-5d83baab301e.JPG.296x216.jpg', '为你而选为你为家 华府骏苑 大三居 纯毛坯 单价低', '信旺华府骏苑  | 3室2厅 | 166.59平米 | 南 | 其他', '高楼层(共28层)2005年建塔楼  -  南七', '209万', '单价12546元/平米')
('https://image1.ljcdn.com/340100-inspection/e955527d-2275-44f1-b6b0-c9070760473a.jpg.296x216.jpg', '正创西景苑 双卧朝南  精装  业主诚心出售', '正创西景苑  | 2室2厅 | 95.31平米 | 南 | 简装', '低楼层(共6层)2000年建板楼  -  西园', '145万', '单价15214元/平米')
('https://image1.ljcdn.com/340100-inspection/3dc450e4-0ba4-4432-86fc-962350420ce1.jpg.296x216.jpg', '大溪地天润轩 三室两厅 楼层好 采光无遮挡', '大溪地天润轩  | 3室2厅 | 111.9平米 | 南 北 | 其他', '高楼层(共31层)2010年建板楼  -  西园', '223万', '单价19929元/平米')
('https://image1.ljcdn.com/340100-inspection/130d482d-fd50-48d8-896e-da741f4d3ac1.jpg.296x216.jpg', '丁香家园一期 2室2厅 117万', '丁香家园一期  | 2室2厅 | 82.56平米 | 南 | 其他', '中楼层(共18层)2008年建塔楼  -  南七', '117万', '单价14172元/平米')
('https://image1.ljcdn.com/340100-inspection/95654b16-f055-4b34-9420-8f077f01f0ea.jpg.296x216.jpg', '公园道1号 3室1厅 165万', '公园道1号  | 3室1厅 | 116.71平米 | 南 北 | 其他', '低楼层(共25层)2011年建塔楼  -  井岗镇', '165万', '单价14138元/平米')
('https://image1.ljcdn.com/340100-inspection/8638bde7-72b6-45d3-9a36-acc10e0e6ba7.jpg.296x216.jpg', '品质小区 华地物业 户型方正 稻 换房急售', '华地学府名都  | 3室2厅 | 113.44平米 | 南 北 | 其他', '中楼层(共22层)2011年建塔楼  -  南七', '267万', '单价23537元/平米')
('https://image1.ljcdn.com/340100-inspection/c524c96f-e787-4dad-8f67-8b4ea4a2a666.jpg.296x216.jpg', '枫丹白鹭湖公馆 3室2厅 188万', '枫丹白鹭湖公馆  | 3室2厅 | 120.85平米 | 南 北 | 其他', '低楼层(共18层)2006年建塔楼  -  新产业园', '188万', '单价15557元/平米')
('https://image1.ljcdn.com/340100-inspection/5fcecba8-05b9-4e04-b0d1-fcd6e57eded3.JPG.296x216.jpg', '科大旁 市政供暖大两居 采光不遮挡  五十中', '香樟雅苑  | 2室2厅 | 106.58平米 | 南 | 其他', '中楼层(共18层)2007年建塔楼  -  南七', '181万', '单价16983元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload12fec5aa-e5e1-43ec-b5b5-533246091d25.jpg.296x216.jpg', '博威香山丽舍 精装两房 南北双阳台 外带露台', '博威香山丽舍  | 2室2厅 | 84.7平米 | 南 北 | 其他', '低楼层(共6层)2011年建板楼  -  新产业园', '140万', '单价16529元/平米')
('https://image1.ljcdn.com/340100-inspection/fb93d8af-150b-4787-9ba6-7f561cad30e4.jpg.296x216.jpg', '天玥中心 4室2厅 256万', '天玥中心  | 4室2厅 | 140.88平米 | 南 | 其他', '高楼层(共27层)2017年建板塔结合  -  井岗镇', '256万', '单价18172元/平米')
('https://image1.ljcdn.com/340100-inspection/test-62ca5b97-fec5-4aa1-9468-1a8c49ad31ae.png.296x216.jpg', '加侨悦山国际 1室1厅 61万', '加侨悦山国际  | 1室1厅 | 47平米 | 东 | 其他', '低楼层(共31层)2015年建塔楼  -  新产业园', '61万', '单价12979元/平米')
('https://image1.ljcdn.com/340100-inspection/69cbb98e-37a9-43c9-b684-7fdcc40e824a.jpg.296x216.jpg', '公园道壹号温馨居室采光好交通便利', '公园道1号  | 2室1厅 | 73.97平米 | 南 | 其他', '高楼层(共30层)2012年建塔楼  -  井岗镇', '85万', '单价11492元/平米')
('https://image1.ljcdn.com/340100-inspection/bd3ac2cb-5fa5-4530-bf97-322645382129.jpg.296x216.jpg', '为你而选为你为家 华润幸福里大两房 两卧朝南 采光好', '华润幸福里  | 2室2厅 | 88.38平米 | 南 | 其他', '低楼层(共33层)2013年建塔楼  -  南七', '168万', '单价19009元/平米')
