('https://image1.ljcdn.com/420100-inspection/fa78bc44-7037-49d3-8e08-3107ec929474.JPG.296x216.jpg', '世纪江尚  一线江景  南北通透  采光充足  看房方便', '世纪江尚  | 4室2厅 | 185.43平米 | 南 北 | 其他 | 有电梯', '低楼层(共57层)2016年建板楼  -  前进江汉', '690万', '单价37211元/平米')
('https://image1.ljcdn.com/420100-inspection/test-5e1cdb6f-c240-423a-9ce6-528da76863f4.png.296x216.jpg', '菱角湖万达A1公寓楼 70年产权', '菱角湖万达广场A区  | 1室0厅 | 43.81平米 | 南 | 其他 | 有电梯', '中楼层(共27层)2010年建塔楼  -  新华路万达', '91万', '单价20772元/平米')
('https://image1.ljcdn.com/420100-inspection/bc0f7574-b51f-4f05-973a-5a4386c45a38.jpg.296x216.jpg', '此房老证 低层 南北朝向两房 出行方便 内设幼儿园', '园丁苑  | 2室1厅 | 67.16平米 | 南 | 其他 | 无电梯', '低楼层(共8层)2005年建板楼  -  杨汊湖', '112万', '单价16677元/平米')
('https://image1.ljcdn.com/420100-inspection/83b28f54-3149-4b77-8dfe-3e5fa6addc0d.jpg.296x216.jpg', '香港路三条地铁交汇处华氏儒商花园电梯三房', '华氏儒商花园  | 3室2厅 | 148.35平米 | 东 | 其他 | 有电梯', '中楼层(共26层)2003年建板楼  -  台北香港路', '252万', '单价16987元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadfdcd08c2-a056-4c4a-94a8-355ea54e1569.jpg.296x216.jpg', '店长推举 三眼桥地铁口 小区环境好 南北通透三房 老证', '海虹景  | 3室2厅 | 137.32平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2004年建塔楼  -  唐家墩', '345万', '单价25124元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploade3108126-a6a4-4ba6-a7e6-e8146f3d8323.JPG.296x216.jpg', '宝利金二期，精装两房 采光充足， 交通方便.', '宝利金二期中央荣御  | 2室2厅 | 99.71平米 | 东北 | 其他 | 有电梯', '高楼层(共33层)2011年建塔楼  -  前进江汉', '280万', '单价28082元/平米')
('https://image1.ljcdn.com/420100-inspection/test-af0da54a-0142-4bec-be15-dcd0a8d415d1.png.296x216.jpg', '地铁6号线唐家墩站口 舒适三房 万科精装', '万科汉口传奇唐樾  | 3室2厅 | 90.19平米 | 南 | 其他 | 有电梯', '中楼层(共42层)2017年建板楼  -  杨汊湖', '215万', '单价23839元/平米')
('https://image1.ljcdn.com/420100-inspection/3d637e9b-a03e-42d4-9db8-753a4957e0e3.jpg.296x216.jpg', '香港路地铁口西马新村一楼带院子', '西马新村  | 3室1厅 | 86.16平米 | 南 | 其他 | 无电梯', '低楼层(共8层)1995年建塔楼  -  台北香港路', '160万', '单价18571元/平米')
('https://image1.ljcdn.com/420100-inspection/test-a13d3bd7-b080-44e3-8b8d-f4002849e97a.png.296x216.jpg', '四房两厅三卫，带保姆间，可看江效果不错，毛坯', '世纪江尚  | 4室1厅 | 185.4平米 | 东 西 | 其他 | 有电梯', '高楼层(共57层)2016年建板楼  -  前进江汉', '818万', '单价44121元/平米')
('https://image1.ljcdn.com/420100-inspection/a166cd72-349a-43b3-b62a-1b7accc00b6f.jpg.296x216.jpg', '六号线石桥 华苑社区 经典小户型 精装修 老证 首付低', '华苑社区  | 1室1厅 | 51平米 | 东 北 | 其他 | 无电梯', '高楼层(共7层)1999年建板楼  -  杨汊湖', '80万', '单价15687元/平米')
('https://image1.ljcdn.com/420100-inspection/test-c04001ed-861d-4d9f-a943-4c2bc7b6fe47.png.296x216.jpg', '泛海国际松海园 精装两房 中间楼层 看房提前联系', '泛海国际松海园  | 2室2厅 | 96平米 | 南 | 精装 | 有电梯', '中楼层(共31层)2016年建板楼  -  CBD西北湖', '300万', '单价31250元/平米')
('https://image1.ljcdn.com/420100-inspection/test-c7b12bd6-4862-4eeb-8acf-541b88458271.png.296x216.jpg', '汉口内环 协和旁 中山公园 武广商圈 天瑞精装一室', '天瑞国际酒店公寓  | 1室1厅 | 45.73平米 | 北 | 其他 | 有电梯', '高楼层(共31层)2007年建塔楼  -  武广万松园', '80万', '单价17494元/平米')
('https://image1.ljcdn.com/420100-inspection/3a3055de-7869-46bd-9c91-3d26260ceec7.jpg.296x216.jpg', '范湖地铁口，葛洲坝纯毛坯两房，老证', '葛洲坝国际广场  | 2室2厅 | 98.63平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2012年建板楼  -  CBD西北湖', '255万', '单价25855元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload731a52de-30ef-4cf4-843d-648cbbcc8215.jpg.296x216.jpg', '三金华都，复式楼老证，小区环境优美，双阳台', '三金华都  | 3室2厅 | 86.3平米 | 南 | 其他 | 有电梯', '高楼层(共29层)2012年建板楼  -  新华路万达', '260万', '单价30128元/平米')
('https://image1.ljcdn.com/420100-inspection/test-81657353-4d91-43ee-8098-10236ef58374.png.296x216.jpg', '菱角湖万达广场B区 全新精装修 一线看菱角湖 满五唯一', '菱角湖万达广场B区  | 2室1厅 | 92平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2010年建板楼  -  新华路万达', '248万', '单价26957元/平米')
('https://image1.ljcdn.com/420100-inspection/test-0c67dca5-1e38-4aac-8a63-9698fc0e99fc.png.296x216.jpg', '桂海园全新大三房，一梯一户，未入住', '泛海国际桂海园  | 3室2厅 | 144.81平米 | 东 | 其他 | 有电梯', '低楼层(共28层)2016年建板楼  -  CBD西北湖', '510万', '单价35219元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadeda0109f-e76a-4134-8081-d64fad852d5c.jpg.296x216.jpg', '南航小区 小三房大两房 南北通透 老证 带架空层', '南航小区  | 2室2厅 | 82.83平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)1998年建板楼  -  长港路', '145万', '单价17506元/平米')
('https://image1.ljcdn.com/420100-inspection/test-31851de6-4110-4c8a-af50-3f0ffff18f77.png.296x216.jpg', '此房配套设施齐全， 格局方正， 无浪费面积，看房方便', '世纪江尚  | 3室1厅 | 125.62平米 | 南 | 其他 | 有电梯', '中楼层(共57层)2016年建板楼  -  前进江汉', '460万', '单价36619元/平米')
('https://image1.ljcdn.com/420100-inspection/test-f352874c-6258-426c-b474-c2b89f2bbd2c.png.296x216.jpg', '阳光花园，南北通透三房，老证无贷款，保养好，随时看', '阳光花园  | 3室2厅 | 110.56平米 | 南 | 其他 | 无电梯', '高楼层(共7层)2002年建塔楼  -  杨汊湖', '180万', '单价16281元/平米')
('https://image1.ljcdn.com/420100-inspection/6558f9ac-71c8-4630-8450-e632451e3f72.jpg.296x216.jpg', '常青三苑 临长港路地铁站 老证 采光好', '常青三垸社区  | 1室1厅 | 45.85平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1996年建板楼  -  杨汊湖', '75万', '单价16358元/平米')
('https://image1.ljcdn.com/420100-inspection/86450fc5-ae28-471e-b948-fe0157ae214c.JPG.296x216.jpg', '江汉路 宝利金二期187平米4房 东南朝向 诚心卖', '宝利金二期中央荣御  | 4室2厅 | 187.12平米 | 东南 | 其他 | 有电梯', '中楼层(共33层)2011年建塔楼  -  前进江汉', '460万', '单价24584元/平米')
('https://image1.ljcdn.com/420100-inspection/c91c1e36-b609-4f2b-b17f-85aadadf90f7.jpg.296x216.jpg', '电业新村南北通透户型，老证无贷款。', '电业新村  | 3室2厅 | 154.19平米 | 南 北 | 其他 | 有电梯', '中楼层(共25层)2007年建板楼  -  宝丰崇仁', '388万', '单价25164元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload1f0756d0-983c-4672-8d07-c0e266158565.jpg.296x216.jpg', '南国北都 大润发楼上  6号线石桥站 Loft 挂角户型', '南国北都城市广场  | 2室2厅 | 51.06平米 | 南 | 其他 | 有电梯', '高楼层(共17层)2011年建塔楼  -  塔子湖', '102万', '单价19977元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload67b28920-c55d-44ed-9b00-ec6bb6f2def6.jpg.296x216.jpg', '朝东精装户型  拎包入住  出行方便', '楚天星座公寓  | 1室1厅 | 43.1平米 | 东 | 其他 | 有电梯', '低楼层(共30层)2007年建塔楼  -  武广万松园', '92万', '单价21346元/平米')
('https://image1.ljcdn.com/420100-inspection/test-4ae31803-6088-47e9-80ca-90cec3b7be7b.png.296x216.jpg', '【链家优选】万景国际 青年路 二环 范湖 地铁口 居家', '万景国际  | 2室2厅 | 88.45平米 | 南 | 其他 | 有电梯', '高楼层(共30层)2011年建板塔结合  -  CBD西北湖', '196万', '单价22160元/平米')
('https://image1.ljcdn.com/420100-inspection/6a166837-71d1-431e-9b39-ee989f2557e5.jpg.296x216.jpg', '三眼桥地铁口香江新村中间楼层正规三房', '香江新村  | 3室2厅 | 141.28平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)板楼  -  新华路万达', '280万', '单价19819元/平米')
('https://image1.ljcdn.com/420100-inspection/af82dc6b-ba35-4ecf-8a10-5b5926dd0d04.jpg.296x216.jpg', '华苑社区 2室1厅 103万', '华苑社区  | 2室1厅 | 58平米 | 南 北 | 其他 | 无电梯', '中楼层(共8层)板楼  -  杨汊湖', '103万', '单价17759元/平米')
('https://image1.ljcdn.com/420100-inspection/test-cdf75083-10c7-41ab-83f1-52e1d3a6e9d7.png.296x216.jpg', '泛海国际竹海园 精装两房 中间楼层', '泛海国际竹海园  | 2室2厅 | 96.48平米 | 南 | 精装 | 有电梯', '低楼层(共33层)2015年建板楼  -  CBD西北湖', '270万', '单价27986元/平米')
('https://image1.ljcdn.com/420100-inspection/test-f6cd09f9-d87b-4606-bef7-520343e5d335.png.296x216.jpg', '视野开阔无遮挡，看房方便，诚心出售', '泛海国际桂海园  | 2室2厅 | 91.48平米 | 南 | 其他 | 有电梯', '低楼层(共27层)2016年建板楼  -  CBD西北湖', '260万', '单价28422元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload8f38f0c8-d618-4146-b22d-5d27cc4667e7.jpg.296x216.jpg', '党校宿舍 中间楼层 可改三房 总价低 一梯两户', '党校宿舍（长港路）  | 2室2厅 | 93.1平米 | 南 北 | 其他', '中楼层(共6层)2005年建板楼  -  长港路', '140万', '单价15038元/平米')
('https://image1.ljcdn.com/420100-inspection/bd60a58f-e128-4f82-97dc-32c5fa8aa63a.jpg.296x216.jpg', '文锦苑 正规三房 公摊小 诚心出售', '文锦苑  | 3室2厅 | 102.75平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2004年建板楼  -  长港路', '182万', '单价17713元/平米')
('https://image1.ljcdn.com/420100-inspection/08f1fbf1-296c-47be-98f5-369d0844eac6.jpg.296x216.jpg', '香港路，中间楼层小两房，满五唯一，总价低，户型好', '前三眼桥96号  | 2室1厅 | 64.45平米 | 西南 | 其他', '中楼层(共7层)暂无数据  -  台北香港路', '118万', '单价18309元/平米')
('https://image1.ljcdn.com/420100-inspection/test-2bc958f8-78b6-4fc0-8b83-284098bb4eac.png.296x216.jpg', '青松社区 中楼层大阳台 老证低总价', '青松社区  | 2室1厅 | 51.46平米 | 东 北 | 其他 | 无电梯', '高楼层(共8层)2004年建板楼  -  武广万松园', '105万', '单价20405元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload0a30f0cd-61f2-404d-9cfe-a1db919da74f.jpg.296x216.jpg', '红光小区 中间楼层 婚房装修 证满五年无贷款 诚心出售', '红光小区  | 2室2厅 | 63.78平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1998年建板楼  -  长港路', '110万', '单价17247元/平米')
('https://image1.ljcdn.com/420100-inspection/0d5c4d8f-fbdb-41dd-98e6-f80f42e3aded.jpg.296x216.jpg', '国粹香舍 南北通透 老证 中间楼层 小区环境好', '国粹香舍  | 3室2厅 | 131.66平米 | 南 北 | 其他', '中楼层(共15层)2005年建板楼  -  唐家墩', '305万', '单价23166元/平米')
('https://image1.ljcdn.com/420100-inspection/fc8a8d32-3329-48f9-9515-c6755c922bb3.jpg.296x216.jpg', '房子目前装修现状为毛坯的，一线江景房高楼层', '世纪江尚  | 4室2厅 | 185平米 | 东南 | 其他 | 有电梯', '高楼层(共57层)2016年建板楼  -  前进江汉', '595万', '单价32163元/平米')
('https://image1.ljcdn.com/420100-inspection/test-c166726d-784a-4ee0-89a2-2f09b88602ef.png.296x216.jpg', '穗丰花园四期，通透小户型两房，正朝南采光好，不临街', '穗丰花园四期  | 2室2厅 | 88.71平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2011年建板楼  -  台北香港路', '218万', '单价24575元/平米')
('https://image1.ljcdn.com/420100-inspection/c816f73a-15b0-4730-b003-882a011ebed4.jpg.296x216.jpg', '此房老证 无贷款 小区自带幼儿园 出行6号线 诚心卖！', '园丁苑  | 2室2厅 | 82平米 | 南 | 其他 | 无电梯', '高楼层(共8层)2005年建板楼  -  杨汊湖', '125万', '单价15244元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload36cd63e0-aaa7-4059-b5c2-2ac6b3ad253b.jpg.296x216.jpg', '长港路 南航花苑 电梯景观楼层2房 可上大兴路实验', '南航花苑  | 2室2厅 | 92.15平米 | 南 北 | 其他 | 有电梯', '高楼层(共15层)2005年建板楼  -  长港路', '165万', '单价17906元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload2f87421f-55b9-46bf-9056-6d110d133d8d.jpg.296x216.jpg', '香港路三眼桥地铁口 精装修随时看房', '西马新村  | 2室1厅 | 86.83平米 | 南 | 其他 | 无电梯', '中楼层(共8层)1995年建塔楼  -  台北香港路', '172万', '单价19809元/平米')
('https://image1.ljcdn.com/420100-inspection/800beb63-dc69-43eb-94e9-5ad9ceeb826b.jpg.296x216.jpg', '福星华府 中高楼层 婚房装修 两面采光 看房方便', '福星华府  | 2室2厅 | 88.15平米 | 南 | 精装 | 有电梯', '高楼层(共45层)2015年建板楼  -  杨汊湖', '172万', '单价19513元/平米')
('https://image1.ljcdn.com/420100-inspection/5b969d7e-cd64-421b-86bc-95604021bf18.jpg.296x216.jpg', '一中旁 华苑小区 配套成熟 明厨明卫 老证', '华苑社区  | 1室1厅 | 45.96平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1999年建板楼  -  杨汊湖', '83万', '单价18060元/平米')
('https://image1.ljcdn.com/420100-inspection/test-f8fab03c-eec4-4714-84b7-7ba5f1dd3ce7.png.296x216.jpg', '绿色家园优选房源、中间楼层精装带暖气、老证随时看房', '绿色家园  | 3室2厅 | 107.69平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2005年建板楼  -  杨汊湖', '180万', '单价16715元/平米')
('https://image1.ljcdn.com/420100-inspection/5a1797b4-2ba8-4841-b615-ce17be079c14.jpg.296x216.jpg', '泛海国际悦海园  南北通透2房 2证满2年 精装采光好', '泛海国际悦海园  | 2室2厅 | 88.98平米 | 南 西 北 | 其他 | 有电梯', '高楼层(共32层)2014年建板楼  -  CBD西北湖', '290万', '单价32592元/平米')
('https://image1.ljcdn.com/420100-inspection/63a871dd-6a39-4977-9f01-79c518dd5efd.jpg.296x216.jpg', '泛海国际香海园 南北向大户型   两证已办 诚心出售', '泛海国际香海园  | 4室3厅 | 306.22平米 | 南 北 | 其他 | 有电梯', '低楼层(共32层)2016年建板楼  -  CBD西北湖', '1100万', '单价35922元/平米')
('https://image1.ljcdn.com/420100-inspection/test-0c95ad17-586e-4df9-8606-e5ebaf5907ca.png.296x216.jpg', '《美联时光里》2房，精装，D铁口，新小区，环境佳', '美联时光里  | 2室1厅 | 62.7平米 | 西 | 其他 | 有电梯', '高楼层(共33层)2016年建板塔结合  -  塔子湖', '145万', '单价23126元/平米')
('https://image1.ljcdn.com/420100-inspection/73e8e32e-3c1c-4491-a6cb-4b1ca697bf51.jpg.296x216.jpg', '万松园小区 挂角户型 采光好 有钥匙随时看房', '万松小区  | 1室1厅 | 45.14平米 | 西 北 | 其他 | 无电梯', '高楼层(共8层)1994年建板楼  -  武广万松园', '83万', '单价18388元/平米')
('https://image1.ljcdn.com/420100-inspection/569c95a6-0170-4a2e-a69f-b62304f9e893.JPG.296x216.jpg', '满五年 老证  万科品质  单价低  业主诚意卖', '万科金色家园一期  | 2室1厅 | 93.4平米 | 东南 | 其他 | 有电梯', '高楼层(共11层)2010年建板楼  -  武广万松园', '269万', '单价28801元/平米')
('https://image1.ljcdn.com/420100-inspection/8460806d-049d-49ad-bec4-660a7ab2071b.jpg.296x216.jpg', '长港路上，红光二期，中间楼层，交通便利，配套成熟', '红光二期  | 3室1厅 | 108.9平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1999年建板楼  -  长港路', '155万', '单价14234元/平米')
('https://image1.ljcdn.com/420100-inspection/f61c477e-dea8-403e-a0cf-c365b402a854.jpg.296x216.jpg', '迎宾花园 大面积大户型出售 老证', '迎宾花园  | 3室2厅 | 149.21平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2004年建板楼  -  常青路', '210万', '单价14075元/平米')
('https://image1.ljcdn.com/420100-inspection/60707a06-17f6-43e6-97f7-bae8a5cb84d4.JPG.296x216.jpg', '本套房源是花样年华目前唯一一套大两房 自带天然气', '花样年华  | 2室1厅 | 88.63平米 | 西 西北 | 其他 | 有电梯', '高楼层(共20层)2005年建塔楼  -  前进江汉', '192万', '单价21664元/平米')
('https://image1.ljcdn.com/420100-inspection/ae5a974f-fd96-4530-818c-cd496e98134c.jpg.296x216.jpg', '香港路穗丰花园 交通方便的电梯房 复式楼 可看湖', '香港路穗丰花园  | 3室2厅 | 166.18平米 | 东 西 | 其他 | 有电梯', '高楼层(共11层)2003年建板楼  -  台北香港路', '345万', '单价20761元/平米')
('https://image1.ljcdn.com/420100-inspection/b0cc524b-642b-4e7d-a77f-ab1a8c555e3a.jpg.296x216.jpg', '二号线长港路旁《阳光花园四期》精装三房，双车位。', '阳光花园益康苑  | 3室1厅 | 124.5平米 | 南 | 其他 | 无电梯', '高楼层(共7层)2006年建板楼  -  长港路', '225万', '单价18073元/平米')
('https://image1.ljcdn.com/420100-inspection/test-1a57c6a8-7519-4c1c-b801-c369ce15a7df.png.296x216.jpg', '世纪江尚 一线江景 好房诚心出售 钥匙到位 随时可看', '世纪江尚  | 4室1厅 | 185.34平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共57层)2016年建板楼  -  前进江汉', '660万', '单价35611元/平米')
('https://image1.ljcdn.com/420100-inspection/test-1f89c666-2551-447f-8274-5a2b35c82507.png.296x216.jpg', '越秀国际金融汇-精装4房2卫-看房随时', '越秀国际金融汇  | 4室2厅 | 154.85平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2016年建板塔结合  -  武广万松园', '527万', '单价34033元/平米')
