('https://image1.ljcdn.com/441900-inspection/7d60b0eb-0f9f-438d-8cad-412834eaa9d7.jpg.296x216.jpg', '天虹广场   舒适3房  装修好  保养新  高楼层', '地标广场  | 3室2厅 | 108平米 | 东南 | 其他', '中楼层(共28层)2011年建塔楼  -  地标', '300万', '单价27778元/平米')
('https://image1.ljcdn.com/441900-inspection/d2ae5145-7a12-42fa-80df-9168b711b7a1.jpg.296x216.jpg', '丰泰华园山庄 高层看全湖景 大4房 采光通风好 送车位', '丰泰华园山庄  | 4室2厅 | 158平米 | 南 | 其他', '高楼层(共12层)2002年建塔楼  -  新联', '250万', '单价15823元/平米')
('https://image1.ljcdn.com/441900-inspection/47ced07c-2f77-4ed1-bf8b-08beefb3e589.jpg.296x216.jpg', '黄河时装城商圈 刚需三房 诚信大厦', '诚信大厦  | 3室2厅 | 106平米 | 南 | 其他', '中楼层(共17层)2003年建塔楼  -  黄河中心', '105万', '单价9906元/平米')
('https://image1.ljcdn.com/441900-inspection/5e3a32b7-a030-4f59-85ad-a51be76d2d33.jpg.296x216.jpg', '近高铁站的别墅  纯别墅区  挑空大厅  有电梯位', '虎门国际公馆   | 双拼别墅 | 6室2厅 | 668.88平米 | 南 | 其他', '3层2012年建暂无数据  -  新联', '1350万', '单价20183元/平米')
('https://image1.ljcdn.com/441900-inspection/c74fa261-9647-4a0d-80f3-7de09462fc91.jpg.296x216.jpg', '国际公馆 户型方正 精装大三房 业主诚心出售', '虎门国际公馆  | 3室2厅 | 128.28平米 | 东南 | 其他', '低楼层(共18层)2011年建塔楼  -  新联', '230万', '单价17930元/平米')
('https://image1.ljcdn.com/441900-inspection/fbd46a37-c865-4a7b-bd10-a8eaea372899.jpg.296x216.jpg', '粤港澳大湾区 滨海湾新区 天虹商圈 满五唯一 免个税', '地标大厦  | 1室1厅 | 58平米 | 南 | 其他', '低楼层(共25层)2010年建塔楼  -  地标', '95万', '单价16380元/平米')
('https://image1.ljcdn.com/441900-inspection/b48e7716-ee41-4358-a781-df61a97eafc8.jpg.296x216.jpg', '龙泉豪苑 6室2厅 900万', '龙泉豪苑  | 6室2厅 | 566平米 | 东南 | 其他', '低楼层(共25层)2011年建塔楼  -  地标', '900万', '单价15902元/平米')
('https://image1.ljcdn.com/441900-inspection/b624b200-c344-4941-a0b7-9ce093f30dde.jpg.296x216.jpg', '丰泰裕田花园精装3房 满五唯一 红本在手 业主诚心出售', '丰泰裕田花园  | 3室2厅 | 117.99平米 | 南 | 其他', '中楼层(共18层)2007年建塔楼  -  大宁', '230万', '单价19494元/平米')
('https://image1.ljcdn.com/441900-inspection/002d6986-c345-4c1d-9f1b-2d5515cff7ac.jpg.296x216.jpg', '万达华府 4室2厅 370万', '万达华府  | 4室2厅 | 143.36平米 | 南 | 其他', '中楼层(共29层)2014年建塔楼  -  万达', '370万', '单价25810元/平米')
('https://image1.ljcdn.com/441900-inspection/0666654c-5ab0-4e06-8919-f462982111fc.jpg.296x216.jpg', '户型方正小三房  小区环境优雅', '虎门国际公馆  | 3室2厅 | 90.26平米 | 东北 | 其他', '低楼层(共18层)2011年建塔楼  -  新联', '180万', '单价19943元/平米')
('https://image1.ljcdn.com/441900-inspection/2c1aadd0-278d-40fd-a2c7-53365eee2b46.jpg.296x216.jpg', '天虹商圈，配套齐全，精装修，带一个80平大露台', '地标广场  | 2室2厅 | 78.44平米 | 南 | 其他', '低楼层(共28层)2011年建塔楼  -  地标', '205万', '单价26135元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadf84064e3-73fc-44e8-98f9-a0fc90efacac.jpg.296x216.jpg', '业主诚心租售，房子带精装，看房方便，随时可看', '能源华庄  | 3室2厅 | 142.66平米 | 西北 | 其他', '中楼层(共23层)2004年建塔楼  -  黄河中心', '230万', '单价16123元/平米')
('https://image1.ljcdn.com/441900-inspection/7060fe5c-d7b7-49d5-81a9-1fcab4004906.jpg.296x216.jpg', '虎门沿江高速旁 富民花园满五唯一三房  业主诚心出售', '富民花园  | 3室2厅 | 83.86平米 | 东南 | 简装', '高楼层(共5层)2004年建板楼  -  太平广场', '125万', '单价14906元/平米')
('https://image1.ljcdn.com/441900-inspection/3d79c96a-5109-40dc-8f30-99a7f210a16c.jpg.296x216.jpg', '此房位于小区中间位置，闹中取静，巨资打造，欧式风格', '地标广场  | 5室2厅 | 243.08平米 | 南 北 | 精装', '中楼层(共24层)2011年建塔楼  -  地标', '658万', '单价27070元/平米')
('https://image1.ljcdn.com/441900-inspection/5aa24d37-9a2a-40e5-b056-460c701b6a38.jpg.296x216.jpg', '天虹商圈 精致装修 诚心出售 拎包入住 高楼层采光好', '地标大厦  | 1室1厅 | 58.26平米 | 东北 | 其他', '高楼层(共25层)2010年建塔楼  -  地标', '85万', '单价14590元/平米')
('https://image1.ljcdn.com/441900-inspection/e702905f-e87b-419c-ae5c-3d474045528c.jpg.296x216.jpg', '天虹商圈 精装修带阁楼 东南朝向 看小区 采光通风佳', '地标大厦  | 1室1厅 | 58平米 | 东南 | 其他', '低楼层(共24层)2010年建塔楼  -  地标', '80万', '单价13794元/平米')
('https://image1.ljcdn.com/441900-inspection/3c550607-52f1-458d-9ff0-6e7d89bbd0fa.jpg.296x216.jpg', '南北通透大户型 安静舒适 层高3.2米', '丰泰悦榕东岸  | 4室2厅 | 223.33平米 | 南 | 其他', '低楼层(共25层)2013年建塔楼  -  新联', '530万', '单价23732元/平米')
('https://image1.ljcdn.com/441900-inspection/bdf003d0-3542-4f1d-867c-53b6136a65fe.jpg.296x216.jpg', '一手业主 满五唯一 业主诚心出售 看房随时', '地标大厦  | 2室1厅 | 75.99平米 | 东南 | 精装', '高楼层(共25层)2010年建塔楼  -  地标', '140万', '单价18424元/平米')
('https://image1.ljcdn.com/441900-inspection/6db752d9-1f66-43f1-8399-2cb59865c204.jpg.296x216.jpg', '虎门南部湾 精装修四房 朝向东南 没有住过人诚心出售', '南部湾万科城  | 4室2厅 | 118平米 | 东南 | 其他', '高楼层(共34层)2015年建塔楼  -  大宁', '300万', '单价25424元/平米')
('https://image1.ljcdn.com/441900-inspection/2cd5fa15-e6c8-4414-8d43-ae7041fdf2e3.jpg.296x216.jpg', '满五唯一 虎门国际公馆 精装三房 业主诚心出售', '虎门国际公馆  | 3室2厅 | 93.8平米 | 东南 | 其他', '中楼层(共18层)2011年建塔楼  -  新联', '220万', '单价23455元/平米')
('https://image1.ljcdn.com/441900-inspection/2d9851b4-1386-4dfd-aee5-2d45c6e6ad11.jpg.296x216.jpg', '天虹商圈 精装复式公寓出售 高楼层 采光好 拎包入住', '地标大厦  | 1室1厅 | 58.54平米 | 东南 东北 | 其他', '中楼层(共25层)2010年建塔楼  -  地标', '92万', '单价15716元/平米')
('https://image1.ljcdn.com/441900-inspection/d84b776c-0732-4056-be17-fda34e8d10a0.jpg.296x216.jpg', '丰泰华园山庄 4+1房钥匙在手 看房方便', '丰泰华园山庄  | 4室2厅 | 157平米 | 东南 | 其他', '低楼层(共12层)2002年建塔楼  -  新联', '230万', '单价14650元/平米')
('https://image1.ljcdn.com/441900-inspection/54163384-d959-49c7-a81c-4ba3acf72145.jpg.296x216.jpg', '此房满五唯一，楼层好，采光充足，视野宽阔，精装修', '地标大厦  | 4室2厅 | 170平米 | 东南 | 精装', '低楼层(共26层)2010年建塔楼  -  地标', '368万', '单价21648元/平米')
('https://image1.ljcdn.com/441900-inspection/1309c0fa-d30b-4dcc-be65-a55298467ce8.jpg.296x216.jpg', '东海城堡湖边别墅 景观尽收眼底', '丰泰东海城堡   | 联排别墅 | 5室2厅 | 249平米 | 西南 | 其他', '3层2013年建暂无数据  -  新联', '600万', '单价24097元/平米')
('https://image1.ljcdn.com/441900-inspection/90fe0a0b-48ad-47de-8186-ccdb287d4053.jpg.296x216.jpg', '小岛生活，惬意舒适，体验海景风情', '金湾花园  | 3室2厅 | 100.6平米 | 南 | 其他', '中楼层(共16层)1998年建塔楼  -  太平广场', '100万', '单价9941元/平米')
('https://image1.ljcdn.com/441900-inspection/3c290195-606e-401b-9bc1-b617ec7a40b9.jpg.296x216.jpg', '天虹商圈   满五唯一  精装修   中高楼层', '地标大厦  | 1室1厅 | 58.54平米 | 东北 | 其他', '中楼层(共25层)2010年建塔楼  -  地标', '95万', '单价16229元/平米')
('https://image1.ljcdn.com/441900-inspection/5f11a98e-789f-4965-885b-38d6e10ddac8.jpg.296x216.jpg', '滨海湾新区天虹楼上精装三房 业主诚心出售', '地标广场  | 3室2厅 | 106.92平米 | 东南 | 精装', '高楼层(共28层)2011年建塔楼  -  地标', '265万', '单价24785元/平米')
('https://image1.ljcdn.com/441900-inspection/5b2adeb8-e8fa-46c6-a6f9-7d7d5a270b15.jpg.296x216.jpg', '精装四房，南北对流，送家私电器 送车位', '万达华府  | 4室2厅 | 146.67平米 | 南 | 其他', '低楼层(共30层)2014年建塔楼  -  万达', '380万', '单价25909元/平米')
('https://image1.ljcdn.com/441900-inspection/2f719f48-0606-4abe-a3b7-d9c1fa15b9fd.jpg.296x216.jpg', '一套带50平米的客厅景观湖景洋房', '丰泰华园山庄  | 5室2厅 | 125平米 | 东南 | 其他', '高楼层(共12层)2003年建塔楼  -  新联', '300万', '单价24000元/平米')
('https://image1.ljcdn.com/441900-inspection/498907ea-c34f-46cb-bb7b-8c54e5c39b5e.jpg.296x216.jpg', '南部湾精装3房，格局方正，东南朝向！', '南部湾万科城  | 3室2厅 | 96.72平米 | 东南 | 精装', '低楼层(共26层)2016年建塔楼  -  大宁', '215万', '单价22230元/平米')
('https://image1.ljcdn.com/441900-inspection/b319c89c-7cef-42ee-a46c-099bb65b621b.jpg.296x216.jpg', '虎门天虹商圈 大厦 精装复式 业主诚心出售', '地标大厦  | 2室1厅 | 76.05平米 | 北 | 精装', '高楼层(共24层)2010年建塔楼  -  地标', '135万', '单价17752元/平米')
('https://image1.ljcdn.com/441900-inspection/98c9bd4c-bbfb-48ee-8dbb-11a801d741f0.jpg.296x216.jpg', '房子天虹楼上大小区物业 带精装修 过两年 带家私出售', '地标广场  | 3室2厅 | 136平米 | 东南 | 其他', '高楼层(共33层)2011年建塔楼  -  地标', '320万', '单价23530元/平米')
('https://image1.ljcdn.com/441900-inspection/a4430232-76d2-45c6-9e1e-333d27d5cec9.jpg.296x216.jpg', '太平广场三房 高楼层 刚需户型 电梯楼', '太平广场花园  | 3室2厅 | 95平米 | 南 | 其他', '高楼层(共35层)1995年建塔楼  -  太平广场', '115万', '单价12106元/平米')
('https://image1.ljcdn.com/441900-inspection/042d55a4-5af8-43af-aa0b-4933e8e91566.jpg.296x216.jpg', '滨海湾新区 天虹商圈 满五唯一 精装两房 双阳台', '地标大厦  | 2室2厅 | 94.56平米 | 东南 | 精装', '中楼层(共26层)2010年建塔楼  -  地标', '190万', '单价20094元/平米')
('https://image1.ljcdn.com/441900-inspection/7b96e044-8b2e-434c-956d-b6a1f29e2404.jpg.296x216.jpg', '飞龙山庄业主诚心出售，自住房 保养良好', '飞龙山庄  | 3室2厅 | 137.3平米 | 东南 | 精装', '高楼层(共8层)2004年建板楼  -  黄河中心', '145万', '单价10561元/平米')
('https://image1.ljcdn.com/441900-inspection/d78c4c50-1522-49f2-8444-2fb593ab85ee.jpg.296x216.jpg', '天虹楼上  温馨刚需3房  适合过渡  较新家私家电', '地标广场  | 3室2厅 | 106.84平米 | 南 | 其他', '低楼层(共28层)2011年建塔楼  -  地标', '250万', '单价23400元/平米')
('https://image1.ljcdn.com/441900-inspection/422bfc33-39dd-4cea-84c1-d2f6bf9902ed.jpg.296x216.jpg', '金地琥悦 沿江高速出入口 万达生活圈 配套齐全', '金地琥悦  | 3室2厅 | 97.96平米 | 西北 | 其他', '低楼层(共15层)2014年建塔楼  -  万达', '206万', '单价21029元/平米')
('https://image1.ljcdn.com/441900-inspection/440b3ede-a872-402f-8acf-0495383d4a4f.jpg.296x216.jpg', '虎门高铁站旁 毛坯独栋别墅 采光通风好', '虎门国际公馆   | 双拼别墅 | 5室3厅 | 578.77平米 | 南 | 其他', '3层2012年建暂无数据  -  新联', '1500万', '单价25918元/平米')
('https://image1.ljcdn.com/441900-inspection/a4f63594-030e-4a1b-b796-6ff52d6ce5e6.jpg.296x216.jpg', '丰泰裕田花园精装3房 满五唯一 红本在手 业主诚心出售', '丰泰裕田花园  | 3室2厅 | 104.27平米 | 南 | 精装', '低楼层(共11层)2007年建塔楼  -  大宁', '180万', '单价17263元/平米')
('https://image1.ljcdn.com/441900-inspection/9daf8943-d11d-4f0c-8c7e-8c7e06c9d9ce.jpg.296x216.jpg', '坐北朝南方正通透户型中高楼层就在丰泰东海城堡', '丰泰东海城堡  | 3室2厅 | 97.85平米 | 南 | 其他', '高楼层(共18层)2013年建塔楼  -  新联', '205万', '单价20951元/平米')
('https://image1.ljcdn.com/441900-inspection/093f0162-d720-4056-ba04-b5b315711c6e.jpg.296x216.jpg', '南部湾万科城 4室2厅 330万', '南部湾万科城  | 4室2厅 | 118平米 | 东南 | 其他', '中楼层(共34层)2015年建塔楼  -  大宁', '330万', '单价27967元/平米')
('https://image1.ljcdn.com/441900-inspection/980740f6-4d9d-410e-a4b5-3f13bc1983c9.jpg.296x216.jpg', '环莞快速旁 次新房 南北通透 双阳台采光好', '中惠悦峰  | 3室2厅 | 103平米 | 南 | 其他', '高楼层(共18层)2015年建塔楼  -  新联', '193万', '单价18738元/平米')
('https://image1.ljcdn.com/441900-inspection/612d2b1d-5928-4264-84a6-4a647f904ccc.jpg.296x216.jpg', '沿江高速口 富民花园 精装别墅', '富民花园   | 独栋别墅 | 3室2厅 | 197平米 | 南 北 | 其他', '3层2004年建暂无数据  -  太平广场', '350万', '单价17767元/平米')
('https://image1.ljcdn.com/441900-inspection/0df0b20e-059a-4806-a0c4-9afc8faff437.jpg.296x216.jpg', '房子精装修，满五唯一，家私家电齐全税费低', '兰苑大厦  | 3室2厅 | 96.33平米 | 东南 | 其他', '中楼层(共17层)1998年建塔楼  -  黄河中心', '123万', '单价12769元/平米')
('https://image1.ljcdn.com/441900-inspection/b7ac0144-3b0f-4c72-93ee-a7a0fcff196e.jpg.296x216.jpg', '虎门公园  大三房  户型方正  采光好', '德基广场天悦  | 3室2厅 | 128.38平米 | 南 | 其他', '中楼层(共28层)2014年建塔楼  -  虎门公园', '300万', '单价23369元/平米')
('https://image1.ljcdn.com/441900-inspection/ee235c80-58e5-4fb6-9472-33486ed3fcb4.jpg.296x216.jpg', '富民花园 精装三房 业主诚心出售', '富民花园  | 3室2厅 | 95.99平米 | 南 | 其他', '中楼层(共7层)2004年建塔楼  -  太平广场', '95万', '单价9897元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload1c542a64-3af0-4d4a-9d3e-bba7dd30038a.jpg.296x216.jpg', '虎门海岸国际复试两层 欧式装修带三个大阳台诚心出售', '海岸国际  | 9室2厅 | 416.25平米 | 南 | 其他', '高楼层(共30层)2006年建塔楼  -  太平广场', '570万', '单价13694元/平米')
('https://image1.ljcdn.com/441900-inspection/06557550-a04a-4578-a132-9db8e0f2397b.jpg.296x216.jpg', '虎门大道旁金色家园满五唯一大三房 业主诚心出售', '金色家园  | 3室2厅 | 149.2平米 | 西北 | 其他', '中楼层(共12层)2003年建塔楼  -  虎门公园', '240万', '单价16086元/平米')
('https://image1.ljcdn.com/441900-inspection/8b170397-acec-4a67-9e0f-82428d50e7da.jpg.296x216.jpg', '满五唯一 高层看全湖景 精装修带车位 户型方正', '丰泰华园山庄  | 3室2厅 | 113.29平米 | 东南 | 精装', '高楼层(共12层)2002年建塔楼  -  新联', '235万', '单价20744元/平米')
('https://image1.ljcdn.com/441900-inspection/98c06460-4657-452e-bfb4-e127aa8fef34.jpg.296x216.jpg', '沿江高速出口物业 万科大二房 高楼层 保养好', '南部湾万科城  | 2室2厅 | 62平米 | 东南 南 | 其他', '高楼层(共8层)2016年建塔楼  -  大宁', '145万', '单价23388元/平米')
('https://image1.ljcdn.com/441900-inspection/84102343-5a36-47e1-a2bc-c92b3d42e63f.jpg.296x216.jpg', '复式三层 空中别墅 视野宽阔 采光充足 配套设施齐全', '盛世豪庭  | 5室2厅 | 295平米 | 南 | 其他', '高楼层(共11层)2005年建塔楼  -  黄河中心', '350万', '单价11865元/平米')
('https://image1.ljcdn.com/441900-inspection/30b17d7d-9aac-4a76-be4e-e4c3d69998b1.jpg.296x216.jpg', '丰泰华园山庄 方正户型 看湖景 采光通风好', '丰泰华园山庄  | 3室2厅 | 103平米 | 南 | 简装', '低楼层(共19层)2005年建塔楼  -  新联', '196万', '单价19030元/平米')
('https://image1.ljcdn.com/441900-inspection/a41c4f50-3d1e-49e3-9bff-2a34ea61f030.jpg.296x216.jpg', '此房户型方正 满五唯一 东南朝向 楼层好 视野宽阔', '地标大厦  | 2室2厅 | 93平米 | 东南 | 精装', '低楼层(共26层)2010年建塔楼  -  地标', '185万', '单价19893元/平米')
('https://image1.ljcdn.com/441900-inspection/c5e968df-edfe-45fc-8acd-a97709e8cf10.jpg.296x216.jpg', '万达商圈 ,,,毛坯三房 ,,,, 户型方正', '客天下琥门  | 3室2厅 | 103.94平米 | 南 北 | 其他', '中楼层(共23层)2014年建塔楼  -  万达', '215万', '单价20686元/平米')
('https://image1.ljcdn.com/441900-inspection/69fc1d97-0018-4760-a9d3-52878f5089b9.jpg.296x216.jpg', '精装洋房 税费少 布局合理 诚意出售', '丰泰东海城堡  | 3室2厅 | 90平米 | 南 | 精装', '低楼层(共18层)2013年建塔楼  -  新联', '185万', '单价20556元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload5754271c-ccf4-412e-8174-3623e3c084de.jpg.296x216.jpg', '东方国际星座 4室2厅 190万', '东方国际星座  | 4室2厅 | 124.53平米 | 东北 | 精装', '高楼层(共29层)2006年建塔楼  -  黄河中心', '190万', '单价15258元/平米')
('https://image1.ljcdn.com/441900-inspection/dbd46700-4de5-48ec-a3f6-24d118292de0.jpg.296x216.jpg', '看公园，大面积4房，采光好，冬暖夏凉', '柏景豪庭  | 4室2厅 | 138平米 | 东南 | 其他', '低楼层(共30层)2005年建塔楼  -  虎门公园', '250万', '单价18116元/平米')
('https://image1.ljcdn.com/441900-inspection/1e8ae1e7-5398-4271-bd8a-a642553078f2.jpg.296x216.jpg', '万达广场酒店式公寓 精装1房 温馨舒适', '万达华府  | 1室1厅 | 52平米 | 北 | 其他', '高楼层(共28层)2014年建塔楼  -  万达', '70万', '单价13462元/平米')
('https://image1.ljcdn.com/441900-inspection/f022911c-a09f-4d79-98b3-934f2d9f8005.jpg.296x216.jpg', '丰泰华园山庄 高层看全湖景 装修保养好 采光通风好', '丰泰华园山庄  | 3室2厅 | 103平米 | 东南 | 简装', '中楼层(共19层)2005年建塔楼  -  新联', '170万', '单价16505元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadb2c9b115-4915-4160-995d-4a5a13fb35df.jpg.296x216.jpg', '虎门盛世豪庭精装3房 高层采光充足 小区居住温馨舒适', '盛世豪庭  | 3室2厅 | 113.75平米 | 北 | 其他', '中楼层(共11层)2005年建塔楼  -  黄河中心', '190万', '单价16704元/平米')
