('https://image1.ljcdn.com/510100-inspection/test-9bbd51cb-92b9-402c-8438-0615cb5db19d.png.296x216.jpg', '锦城苑套三 小区环境优美 安静', '锦城苑  | 3室2厅 | 131.58平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)1999年建板楼  -  茶店子', '180万', '单价13680元/平米')
('https://image1.ljcdn.com/510100-inspection/test-40ebec0e-5dcb-4ee9-942e-6580cb1c19fa.png.296x216.jpg', '蜀汉路 阳光金沙 装修套二 不临街 东北向', '阳光金沙  | 2室1厅 | 77.56平米 | 东北 | 简装 | 无电梯', '低楼层(共6层)2006年建板楼  -  蜀汉路', '135万', '单价17406元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0f223551-30df-4943-84e6-174b3faf1bdd.png.296x216.jpg', '小区幽静不临街 西南朝向采光好 标准套三双卫,带装修', '碧园公寓  | 3室2厅 | 148.06平米 | 东南 西南 | 其他 | 有电梯', '中楼层(共13层)2004年建板楼  -  花牌坊', '280万', '单价18912元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5bde83a8-65b4-4425-a6fa-03f10dcd8590.png.296x216.jpg', '文家东巷17号  小区环境好  户型方正  采光好', '文家东巷17号  | 2室2厅 | 65.12平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)塔楼  -  沙湾', '90万', '单价13821元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7abc1e4e-0d6a-46e7-9d71-720176be496b.png.296x216.jpg', '此房两室一厨一卫，带阳台，西南朝向', '懋园西沿风景  | 2室1厅 | 90.59平米 | 西 | 其他 | 无电梯', '中楼层(共6层)2005年建板楼  -  茶店子', '158万', '单价17442元/平米')
('https://image1.ljcdn.com/510100-inspection/test-428f2859-c2d4-468a-8dcf-fba0be4d0b0e.png.296x216.jpg', '五里墩支路 澳林春天 标准套二', '澳林春天  | 2室1厅 | 89.44平米 | 东 | 精装 | 有电梯', '高楼层(共23层)2009年建板楼  -  一品天下', '140万', '单价15653元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ff58e73f-a49d-40f1-9364-a125d7879e62.png.296x216.jpg', '华宇锦城名都不临街，对小区中庭一室', '锦城名都  | 1室1厅 | 41平米 | 东南 | 其他 | 有电梯', '高楼层(共33层)2009年建板塔结合  -  营门口', '92万', '单价22440元/平米')
('https://image1.ljcdn.com/510100-inspection/test-71ef1f13-1302-4a14-8e90-39e33d148ecf.png.296x216.jpg', '蓝光花满庭两室两厅 低楼层有装修 有阳台', '蓝光花满庭一期  | 2室2厅 | 66.5平米 | 北 | 其他 | 有电梯', '低楼层(共20层)2009年建板塔结合  -  五块石', '102.8万', '单价15459元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0237f118-8672-467e-8761-e0eb34de8271.png.296x216.jpg', '富丽碧蔓汀，套三，有装修有阳台，朝南，随时看房', '富丽碧蔓汀  | 3室2厅 | 82平米 | 南 | 其他 | 有电梯', '低楼层(共26层)2009年建板楼  -  金牛万达', '218万', '单价26586元/平米')
('https://image1.ljcdn.com/510100-inspection/test-962e02b9-ad33-4d99-bc73-9750da8ae1ae.png.296x216.jpg', '一环内 低楼层 套二 单位房 随时可看', '永陵路29号  | 2室1厅 | 61.1平米 | 北 | 毛坯 | 无电梯', '低楼层(共7层)2000年建板塔结合  -  通惠门', '76万', '单价12439元/平米')
('https://image1.ljcdn.com/510100-inspection/test-13a81165-9d10-4760-8f28-708fd952547b.png.296x216.jpg', '电梯2梯6户标准2居 有阳台。。。', '千和馨城  | 2室1厅 | 65.45平米 | 东南 | 其他 | 有电梯', '高楼层(共17层)2006年建板塔结合  -  蜀汉路', '110万', '单价16807元/平米')
('https://image1.ljcdn.com/510100-inspection/test-df8b797e-1097-4ab8-af7a-416bf64f5a1b.png.296x216.jpg', '精装修，对中庭，送品牌家具家电，位置安静，采光好', '蓝光花满庭一期  | 2室2厅 | 69.98平米 | 北 | 精装 | 有电梯', '高楼层(共21层)2009年建板塔结合  -  五块石', '119万', '单价17005元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b4e59f8f-461e-4e33-b024-5dd0ba5561ea.png.296x216.jpg', '后沙湾中间楼层套二，不临街，产权满五唯一', '光荣北路86号  | 2室1厅 | 52.02平米 | 南 | 简装', '中楼层(共6层)1998年建暂无数据  -  沙湾', '80万', '单价15379元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f98dad09-4786-4264-9716-782fbfe311b1.png.296x216.jpg', '恒大息西锦城，客厅侧带阳台、精装修带家具家电。', '恒大西锦城  | 3室2厅 | 112.23平米 | 东北 | 其他 | 有电梯', '中楼层(共29层)2013年建塔楼  -  国宾', '245万', '单价21831元/平米')
('https://image1.ljcdn.com/510100-inspection/test-08e6dedf-1697-4919-979e-af92e13e0e99.png.296x216.jpg', '锦西民园满两年+中间楼层+标准套二+户型方正', '锦西民园  | 2室1厅 | 75.3平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2003年建板楼  -  西南交大', '145万', '单价19257元/平米')
('https://image1.ljcdn.com/510100-inspection/test-218b93be-f4e3-44ca-800e-4a060684a3ca.png.296x216.jpg', '四期标准套三 外跃 带楼顶花园 不临街', '交大智能四期  | 3室1厅 | 94.44平米 | 东 | 其他 | 无电梯', '高楼层(共7层)2001年建板楼  -  西南交大', '160万', '单价16942元/平米')
('https://image1.ljcdn.com/510100-inspection/test-21d7010e-b44d-4e9e-a78c-19a58fbbb74c.png.296x216.jpg', '蜀汉路 一品天下 黄忠一期  益民苑 安静不临街', '益民苑  | 2室2厅 | 69.76平米 | 西北 | 其他 | 无电梯', '低楼层(共7层)1998年建板楼  -  蜀汉路', '92万', '单价13189元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5bfd874b-0b37-4bbd-85e4-6c728ea42f60.png.296x216.jpg', '产权满两年    装修套三    方便看房', '澳林春天  | 3室2厅 | 111.07平米 | 东北 | 其他 | 有电梯', '低楼层(共23层)2009年建板楼  -  一品天下', '173万', '单价15576元/平米')
('https://image1.ljcdn.com/510100-inspection/test-00dde672-79f8-4d48-8b05-74365f9b9815.png.296x216.jpg', '西青路48号，标准居家套二，低楼层，采光充足。', '西青路48号  | 2室1厅 | 69平米 | 东南 | 简装 | 无电梯', '中楼层(共7层)1995年建板楼  -  通惠门', '88万', '单价12754元/平米')
('https://image1.ljcdn.com/510100-inspection/test-35e830df-318a-4dfd-b03b-95e7283e5ef0.png.296x216.jpg', '城市博客阳光里套一户型方正采光好', '城市博客阳光里  | 1室1厅 | 50.15平米 | 东北 | 其他 | 有电梯', '高楼层(共22层)2009年建塔楼  -  茶店子', '96万', '单价19143元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0999aecb-9eaa-4ca0-9211-d9326c53406a.png.296x216.jpg', '此小区为2005年左右建成的电梯小高层，小区安静不临街', '西府花园  | 3室1厅 | 87.5平米 | 东南 | 简装 | 有电梯', '中楼层(共11层)2005年建板楼  -  花牌坊', '193万', '单价22058元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4ecace9e-9fc2-4d53-b1d2-93dd26a6a9e5.png.296x216.jpg', '万达紧凑小套三，满2年，居家装修，拎包入住', '金牛万达D组团  | 3室1厅 | 81.06平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2013年建塔楼  -  金牛万达', '160万', '单价19739元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6e24ff32-594e-4d5a-b26d-2c060fc65d02.png.296x216.jpg', '标准套二，不临街，采光好，有装修。', '正成拉斐  | 2室2厅 | 60.03平米 | 西北 | 简装 | 有电梯', '中楼层(共18层)2012年建塔楼  -  国宾', '122万', '单价20324元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2a406a8a-0476-4dde-81c6-342159e07cc9.png.296x216.jpg', '交大智能四期中等楼层采光好套二', '交大智能四期  | 2室1厅 | 81.85平米 | 北 | 其他 | 无电梯', '中楼层(共7层)2001年建板楼  -  西南交大', '123万', '单价15028元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bd5cb481-a090-45fb-8bf0-7dc3d5cf1c14.png.296x216.jpg', '黄忠爱丽舍 2室2厅 105万', '黄忠爱丽舍  | 2室2厅 | 69.22平米 | 东南 西北 | 其他 | 有电梯', '高楼层(共12层)2003年建板楼  -  蜀汉路', '105万', '单价15170元/平米')
('https://image1.ljcdn.com/510100-inspection/test-61c73fe7-16db-4913-9d75-216a577e1a07.png.296x216.jpg', '交大智能八期 有装修 有家具家电', '交大智能八期  | 1室1厅 | 41.05平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2003年建板楼  -  营门口', '68万', '单价16566元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fef1f5a4-ec76-43f4-ab09-76bfb1e3fe6f.png.296x216.jpg', '碧蔓汀标准套三单位，户型方正，安静不临街', '富丽碧蔓汀  | 3室2厅 | 81.33平米 | 东北 | 简装 | 有电梯', '高楼层(共26层)2009年建板楼  -  金牛万达', '230万', '单价28280元/平米')
('https://image1.ljcdn.com/510100-inspection/test-95f8f329-cb42-4180-a076-90340a04190e.png.296x216.jpg', '一环内花牌坊多层中间楼层套二安静不临街', '花牌坊街6号  | 2室1厅 | 72.1平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)1993年建板楼  -  花牌坊', '100万', '单价13870元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3bcc7f41-fd29-4212-92c2-02cf31d641d3.png.296x216.jpg', '二环营门口+嘉洲华府+电梯小高层+*+花园', '嘉洲华府  | 2室1厅 | 49.56平米 | 东南 | 其他 | 无电梯', '中楼层(共8层)2003年建塔楼  -  营门口', '68万', '单价13721元/平米')
('https://image1.ljcdn.com/510100-inspection/test-297b3461-9f1c-4ffc-a074-293d15e07baa.png.296x216.jpg', '西府花园标准套二，安静不临街明厨明卫 朝东南 采光好', '西府花园  | 2室2厅 | 92.58平米 | 东南 | 简装 | 有电梯', '高楼层(共11层)2005年建板楼  -  花牌坊', '213万', '单价23008元/平米')
('https://image1.ljcdn.com/510100-inspection/test-068ef820-8445-4092-a520-bbab1026b83e.png.296x216.jpg', '蜀汉路 一品天下  新和名座 电梯房 有装修 带家具家电', '新和名座  | 1室0厅 | 42.8平米 | 西北 | 其他 | 有电梯', '中楼层(共17层)2006年建塔楼  -  一品天下', '75万', '单价17524元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload9639ad30-51df-4f25-b95b-92b96aa1532f.jpg.296x216.jpg', '套三单卫 客厅带阳台 有装修 不临街 明厨明卫', '育苗路14号  | 3室1厅 | 76.44平米 | 西南 | 其他', '中楼层(共7层)1999年建暂无数据  -  茶店子', '128万', '单价16746元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fe8dfffc-3687-4173-a138-cfa2c77c4ede.png.296x216.jpg', '二环路边，交通便利的套二，户型方正', '禾嘉利好  | 2室2厅 | 71.26平米 | 东 南 | 其他 | 有电梯', '低楼层(共18层)2007年建塔楼  -  金牛万达', '100万', '单价14034元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5d8105f0-f492-45e6-a37c-887b3a34e663.png.296x216.jpg', '泰基北锦套二出售！！！！！！！', '泰基北锦  | 2室2厅 | 76.72平米 | 西北 | 其他 | 有电梯', '高楼层(共26层)2009年建塔楼  -  金牛万达', '138万', '单价17988元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d51df394-9e7a-4740-a3f4-1fc10f170c59.png.296x216.jpg', '锦西跃层套二 户型房子 采光好 有钥匙随时看房', '锦西国际  | 2室1厅 | 36平米 | 北 | 其他 | 有电梯', '中楼层(共22层)2008年建板塔结合  -  沙湾', '76万', '单价21112元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bc0b99a7-4d33-4256-ac8f-1549bbe6b0d2.png.296x216.jpg', '套三有装修 不临街 顶楼有平台', '惠民苑  | 3室2厅 | 89.52平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)2000年建板楼  -  蜀汉路', '130万', '单价14522元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d7d53425-7996-4046-a1ae-bb360cfb9a46.png.296x216.jpg', '郎家小区，楼层好，客厅对小区里面，安静舒适', '郎家小区  | 2室1厅 | 63.21平米 | 南 | 其他', '低楼层(共6层)2006年建板塔结合  -  高家庄', '75万', '单价11866元/平米')
('https://image1.ljcdn.com/510100-inspection/test-89d1033f-a63b-47fe-b158-0eb61f585646.png.296x216.jpg', '恒大西锦城+套三+有阳台+有装修', '恒大西锦城  | 3室2厅 | 121.05平米 | 东南 | 其他 | 有电梯', '高楼层(共29层)2012年建塔楼  -  国宾', '248万', '单价20488元/平米')
('https://image1.ljcdn.com/510100-inspection/test-aed20e1f-d6a4-4286-926a-5f6bf2b76cf8.png.296x216.jpg', '锦城苑文园顶跃套三带花园在售！', '锦城苑  | 3室1厅 | 101.13平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)1999年建板楼  -  茶店子', '158万', '单价15624元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d25c828c-5758-486e-9fcf-dd0373889248.png.296x216.jpg', '天府名苑+住宅住宅住宅+真的不是公寓+有电梯', '天府名苑  | 1室0厅 | 26.26平米 | 西 | 其他 | 无电梯', '低楼层(共8层)2002年建板塔结合  -  九里堤', '34万', '单价12948元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c3ad0143-858f-4ca7-85e4-26b30576ac72.png.296x216.jpg', '房子一梯两户 不临街 东南向 中间楼层 采光好', '西延锦绣  | 3室2厅 | 132.56平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2003年建板楼  -  茶店子', '228万', '单价17200元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cd498a9f-12a0-428a-9d1c-a3d566e354e9.png.296x216.jpg', '筒车巷29号   套二  低楼层', '筒车巷29号  | 2室1厅 | 82.89平米 | 西南 | 其他 | 无电梯', '低楼层(共7层)板楼  -  花牌坊', '106万', '单价12789元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3d861106-760b-4614-a824-31b78bf319dc.png.296x216.jpg', '平福巷4号套三双客厅采光好房子', '平福巷4号  | 3室2厅 | 110.33平米 | 东南 | 其他', '高楼层(共6层)暂无数据  -  金牛万达', '136万', '单价12327元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cd1b4d70-45f0-4ea8-b460-f25b5116decc.png.296x216.jpg', '户型方便，双面采光，安静不临街', '荷里活  | 2室1厅 | 47.72平米 | 东南 | 其他 | 有电梯', '中楼层(共24层)2012年建板楼  -  花牌坊', '125万', '单价26195元/平米')
('https://image1.ljcdn.com/510100-inspection/test-de6a85da-6d63-486a-9148-9df1310f2972.png.296x216.jpg', '锦泰世家低楼层套二，有阳台，对小区中庭', '锦泰世家  | 2室1厅 | 74.95平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2005年建塔楼  -  金牛万达', '102万', '单价13610元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a3b3c8b0-841a-47db-9a45-75c455abd8e0.png.296x216.jpg', '尚锦城，方正套二，客厅带阳台，有装修', '尚锦城  | 2室2厅 | 87.95平米 | 西南 | 其他 | 有电梯', '低楼层(共22层)2007年建塔楼  -  金牛万达', '138万', '单价15691元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8fa407ee-b9fe-4ee1-b287-79f5656f01ae.png.296x216.jpg', '丽景湾标准套三，户型方正，低楼层。', '丽景湾  | 3室2厅 | 144.4平米 | 南 | 其他 | 无电梯', '低楼层(共7层)2001年建板楼  -  沙湾', '220万', '单价15236元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0cafe8d3-1618-4d0a-ac6f-a3e1b31d5987.png.296x216.jpg', '欧波罗 1室1厅1卫  低楼层  房屋面积42.58平', '欧波罗  | 1室1厅 | 42.58平米 | 南 西南 | 其他 | 有电梯', '低楼层(共19层)2008年建板楼  -  九里堤', '61万', '单价14326元/平米')
('https://image1.ljcdn.com/510100-inspection/test-70361662-2ec8-49b2-b18f-b0eaaaaacd9a.png.296x216.jpg', '阳光地带 三室两厅一卫 交通便利 小区环境干净舒适', '阳光地带  | 3室2厅 | 97.17平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2004年建板楼  -  茶店子', '165万', '单价16981元/平米')
('https://image1.ljcdn.com/510100-inspection/test-076c6642-6cc3-450b-ac14-61c0ec1cca69.png.296x216.jpg', '西岸观邸 套二 有阳台 有入户 婚房装修 从未住人', '西岸观邸  | 2室2厅 | 87.92平米 | 东南 | 其他 | 有电梯', '低楼层(共30层)2013年建板塔结合  -  国宾', '145万', '单价16493元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a3333513-a6a5-4145-ab1f-00580e20fb6b.png.296x216.jpg', '西城天下 标准套二 简单装修 不临街 有阳台 满五唯一', '西城天下  | 2室2厅 | 89.67平米 | 东北 | 其他 | 有电梯', '高楼层(共31层)2009年建板塔结合  -  茶店子', '155万', '单价17286元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1c25d0a8-2e4d-41db-894d-50719b2ae2d1.png.296x216.jpg', '交大智能八期  标准套一 有装修', '交大智能八期  | 1室1厅 | 44.45平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2003年建板楼  -  营门口', '68万', '单价15299元/平米')
('https://image1.ljcdn.com/510100-inspection/test-04aa6ae2-6a01-42fd-956a-36975e861682.png.296x216.jpg', '香山苑大套三南北通透免费赠送车位', '香山苑  | 3室2厅 | 125.3平米 | 南 北 | 精装 | 有电梯', '高楼层(共23层)2007年建板楼  -  金牛万达', '230万', '单价18356元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8ec25c7b-2ddb-432a-ac71-45c22cf55fa0.png.296x216.jpg', '金房月圆，标准低楼层双卫大套三', '金房月圆  | 3室2厅 | 120.62平米 | 东南 南 | 简装 | 无电梯', '低楼层(共6层)2000年建板楼  -  营门口', '200万', '单价16581元/平米')
('https://image1.ljcdn.com/510100-inspection/test-74abc265-fffe-4c84-8392-7c51e8b5910c.png.296x216.jpg', '和睦人家一二期 一梯两户套二 前后不临街', '和睦人家一二期  | 2室2厅 | 79.29平米 | 东南 | 简装 | 无电梯', '中楼层(共6层)2002年建板楼  -  营门口', '140万', '单价17657元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6752a327-ac50-4b46-8240-fdeafef903dd.png.296x216.jpg', '阳曦芙蓉城 2室2厅 142万', '阳曦芙蓉城  | 2室2厅 | 70.33平米 | 西南 | 其他 | 有电梯', '低楼层(共30层)2009年建板楼  -  茶店子', '142万', '单价20191元/平米')
('https://image1.ljcdn.com/510100-inspection/test-139564b6-0deb-4064-bd09-511a0bf931f6.png.296x216.jpg', '翡翠海湾 清水套三131.7平', '翡翠海湾  | 3室2厅 | 131.7平米 | 东北 | 其他 | 有电梯', '中楼层(共18层)2008年建板塔结合  -  国宾', '255万', '单价19363元/平米')
