('https://image1.ljcdn.com/370600-inspection/288344a8-efb0-40b8-86ce-0746113bf520.jpg.296x216.jpg', '南北通透，打头房，南厅双南卧，封闭式，带45平花园', '御景观城  | 4室2厅 | 218.91平米 | 南 北 | 毛坯', '低楼层(共22层)2015年建板楼  -  后七夼', '400万', '单价18273元/平米')
('https://image1.ljcdn.com/370600-inspection/791990a9-a6e2-4805-87bc-05934c887b01.jpg.296x216.jpg', '双南卧 精装修 拎包入住 格局方正', '绿色家园  | 2室1厅 | 67.49平米 | 南 | 精装', '中楼层(共27层)2006年建塔楼  -  迎春大街', '92万', '单价13632元/平米')
('https://image1.ljcdn.com/370600-inspection/778163bc-4a3c-43c9-be8d-7a43818d2865.jpg.296x216.jpg', '房子明厨明卫 楼层高 视野开阔', '绿色家园  | 2室2厅 | 87.64平米 | 西南 | 简装', '高楼层(共16层)2005年建塔楼  -  迎春大街', '118万', '单价13465元/平米')
('https://image1.ljcdn.com/370600-inspection/553247d7-cac9-4e74-b9f5-c577fedd2438.JPG.296x216.jpg', '迟家框架房 小棚上的一楼 房主配合看房有钥匙', '新星南街  | 3室2厅 | 117.8平米 | 南 | 其他', '低楼层(共6层)1995年建板楼  -  迟家', '195万', '单价16554元/平米')
('https://image1.ljcdn.com/370600-inspection/7ab4d8e5-0640-42ff-bc3e-f2c7f0cae45c.jpg.296x216.jpg', '满五唯一，精装未住（80万）进口石材，带车位小棚29㎡', '万泰麓溪公馆  | 4室2厅 | 180平米 | 南 北 | 其他', '低楼层(共17层)2012年建板楼  -  迟家', '480万', '单价26667元/平米')
('https://image1.ljcdn.com/370600-inspection/9f6f0b94-78a9-43d3-954c-5db56639ffdf.jpg.296x216.jpg', '户型方正+餐客一体+卫生间有窗户+客厅明亮+主卧采光好', '绿色家园  | 2室1厅 | 69.82平米 | 西北 | 其他', '低楼层(共27层)2006年建塔楼  -  迎春大街', '84万', '单价12031元/平米')
('https://image1.ljcdn.com/370600-inspection/1114ce55-2bc7-455e-8308-1c8d20079679.jpg.296x216.jpg', '保利香榭里公馆精装修南北通透采光视野非常棒。', '保利香榭里公馆  | 2室2厅 | 99.76平米 | 南 北 | 其他', '高楼层(共24层)2014年建板楼  -  山海南路', '155万', '单价15538元/平米')
('https://image1.ljcdn.com/370600-inspection/c3a41179-a757-4b29-9b43-1c16be959d7d.jpg.296x216.jpg', '四季花城 双南卧户型，东南朝向采光好，主卧带阳台', '四季花城  | 2室1厅 | 85.76平米 | 东南 | 精装', '高楼层(共11层)2009年建板塔结合  -  迎春大街', '145万', '单价16908元/平米')
('https://image1.ljcdn.com/370600-inspection/d58a3516-4c81-4ce7-a717-2e3e3dee8d3b.jpg.296x216.jpg', '临海封闭小区，多层观海精装好房拎包入住', '元丰观海花苑  | 2室2厅 | 122.85平米 | 南 北 | 其他', '中楼层(共8层)2004年建板楼  -  石沟屯', '210万', '单价17095元/平米')
('https://image1.ljcdn.com/370600-inspection/88b42c97-e7ba-42da-b65a-856e7959eb86.jpg.296x216.jpg', '毛坯经典大两居，纯南向采光视野好，业主诚心出售', '南山世纪华庭  | 2室1厅 | 110.77平米 | 西南 | 其他', '高楼层(共28层)2009年建板塔结合  -  大学城', '130万', '单价11737元/平米')
('https://image1.ljcdn.com/370600-inspection/41cee1b2-b0e8-405b-9ffc-1d3a9a24ef44.jpg.296x216.jpg', '海滨小区小两居南北通透中间楼层', '海滨花园小区富夼街  | 2室2厅 | 59.96平米 | 南 北 | 简装', '中楼层(共5层)板楼  -  后七夼', '103万', '单价17179元/平米')
('https://image1.ljcdn.com/370600-inspection/161086d9-6bb6-4a70-b687-abc5a995c181.JPG.296x216.jpg', '海润壹品 5室2厅 465万', '海润壹品  | 5室2厅 | 200.93平米 | 南 北 | 其他', '低楼层(共28层)2013年建板楼  -  前七夼', '465万', '单价23143元/平米')
('https://image1.ljcdn.com/370600-inspection/1b9eb620-8f58-4527-99ad-fc51174306af.JPG.296x216.jpg', '低楼层 南北通透 南厅南卧 双卫生间 可贷款', '万象城  | 3室2厅 | 156.51平米 | 南 北 | 其他', '低楼层(共24层)2012年建塔楼  -  大学城', '280万', '单价17891元/平米')
('https://image1.ljcdn.com/370600-inspection/6bd09e05-9b75-4c4c-9f92-639e0b882ccd.JPG.296x216.jpg', '高端封闭小区，看海好，精装修，拎包入住', '万泰麓溪公馆  | 4室2厅 | 186.37平米 | 南 北 | 精装', '高楼层(共17层)2012年建板楼  -  迟家', '430万', '单价23073元/平米')
('https://image1.ljcdn.com/370600-inspection/4f8d81ae-c091-4d61-8b22-d13943845de0.jpg.296x216.jpg', '黄海城市花园海逸阁海景房 视野开阔、采光好、精装修', '黄海城市花园  | 3室2厅 | 178.43平米 | 南 | 其他', '中楼层(共16层)2005年建塔楼  -  黄海', '322万', '单价18047元/平米')
('https://image1.ljcdn.com/370600-inspection/d67ac375-9d09-4792-97d0-7488a37977ee.JPG.296x216.jpg', '南北通透 两居室 西大头客厅 中等装修', '新星南街  | 2室1厅 | 75.83平米 | 南 北 | 其他', '低楼层(共6层)1995年建板楼  -  迟家', '160万', '单价21100元/平米')
('https://image1.ljcdn.com/370600-inspection/19b5f147-1eb3-48de-842a-04eb4c4017f0.JPG.296x216.jpg', '海洋花园 精装修 直接拎包入住', '海洋花园  | 3室2厅 | 105平米 | 西南 | 精装', '低楼层(共17层)2005年建塔楼  -  大学城', '157万', '单价14953元/平米')
('https://image1.ljcdn.com/370600-inspection/51950f08-c48d-467c-ada2-a5a0702600d3.JPG.296x216.jpg', '华庭新出、101平米东南户、精装修、客厅看海', '南山世纪华庭  | 2室2厅 | 101.6平米 | 东南 | 简装', '高楼层(共39层)2009年建塔楼  -  大学城', '130万', '单价12796元/平米')
('https://image1.ljcdn.com/370600-inspection/c85a381d-2277-40ea-be48-533dc2de7c4f.jpg.296x216.jpg', '顶加阁 阁楼独门独户 买一层送一层', '飞龙河东新城  | 4室2厅 | 95平米 | 南 北 | 其他', '高楼层(共15层)塔楼  -  迎春大街', '225万', '单价23685元/平米')
('https://image1.ljcdn.com/370600-inspection/b7e8b065-fc62-4e53-be4d-a35353f0af12.jpg.296x216.jpg', '全明户型，北向厅卧可看海，有一个车位＋8万', '南山世纪华庭  | 4室1厅 | 201.3平米 | 南 北 | 毛坯', '高楼层(共34层)2009年建板塔结合  -  大学城', '259万', '单价12867元/平米')
('https://image1.ljcdn.com/370600-inspection/0613ac81-3f57-4d67-9074-91f7bfa99a0b.jpg.296x216.jpg', '南北通透 采光充足 双南卧 简单装修拎包入住', '海滨花园小区彩辉街  | 2室2厅 | 76.93平米 | 南 北 | 其他', '高楼层(共6层)1998年建板楼  -  后七夼', '130万', '单价16899元/平米')
('https://image1.ljcdn.com/370600-inspection/471401cb-ff87-4105-9e0f-d3e3f443faf4.JPG.296x216.jpg', '前七夼，一楼西打头，全明户型，一梯两户，南北通透', '天成中巷  | 3室2厅 | 85.62平米 | 南 北 | 其他', '低楼层(共5层)1997年建板楼  -  前七夼', '146万', '单价17053元/平米')
('https://image1.ljcdn.com/370600-inspection/103c3f6c-fafe-4273-bb42-3be0b511f647.jpg.296x216.jpg', '御景观城，单价低，动静分离毛坯大房', '御景观城  | 4室2厅 | 216.53平米 | 南 北 | 毛坯', '低楼层(共24层)2013年建板楼  -  后七夼', '360万', '单价16626元/平米')
('https://image1.ljcdn.com/370600-inspection/e35cceba-2a6d-4b42-8caa-6ac0fbb64d1b.JPG.296x216.jpg', '石沟屯低楼层，小面积，全明三居室', '新城北街  | 3室2厅 | 82.53平米 | 南 北 | 简装', '低楼层(共6层)1999年建板楼  -  石沟屯', '140万', '单价16964元/平米')
('https://image1.ljcdn.com/370600-inspection/325445f8-d676-4417-8090-dc471e41aa7b.jpg.296x216.jpg', '海天名人广场，沿海高端楼盘，可多角度观海', '海天名人广场  | 3室2厅 | 151.51平米 | 西北 | 其他', '中楼层(共27层)2005年建塔楼  -  前七夼', '290万', '单价19141元/平米')
('https://image1.ljcdn.com/370600-inspection/1daa7020-8078-4710-b1e7-bd10d3c402dc.jpg.296x216.jpg', '绿色家园精装两居室，双南卧，中高楼层', '绿色家园  | 2室1厅 | 84.44平米 | 西南 | 简装', '中楼层(共27层)2010年建塔楼  -  迎春大街', '115万', '单价13620元/平米')
('https://image1.ljcdn.com/370600-inspection/fa3505df-730e-4d2a-a1da-5053776787ac.jpg.296x216.jpg', '海边多层住宅 东打头 精装三居 双南卧室 东客厅', '元丰观海花苑  | 3室2厅 | 118.37平米 | 南 北 | 其他', '中楼层(共8层)2004年建板楼  -  石沟屯', '207万', '单价17488元/平米')
('https://image1.ljcdn.com/370600-inspection/ab6a26d1-9e0a-4142-a010-fbba7c19538e.JPG.296x216.jpg', '清泉寨多层小区两居室，房主诚意出售', '清泉寨城北区  | 2室2厅 | 84.66平米 | 南 北 | 其他', '高楼层(共6层)1999年建板楼  -  大学城', '116万', '单价13702元/平米')
('https://image1.ljcdn.com/370600-inspection/abc332e2-23e1-4cd8-bd1c-803c13c7c22d.jpg.296x216.jpg', '康复路 楼层低 南北通透 三室两厅 使用面积大', '康复路小区  | 3室2厅 | 101.79平米 | 南 北 | 其他', '中楼层(共6层)2000年建板楼  -  后七夼', '172万', '单价16898元/平米')
('https://image1.ljcdn.com/370600-inspection/39da62f7-23a0-47b4-87d8-03d0df7f70a3.jpg.296x216.jpg', '东打头，客厅带飘窗，视野好在家看喷泉', '万光府前花园  | 3室2厅 | 106.96平米 | 南 北 | 精装', '中楼层(共16层)2008年建板楼  -  迎春大街', '149万', '单价13931元/平米')
('https://image1.ljcdn.com/370600-inspection/ea0d1a60-f36d-48a3-8ea0-b9c516be41f5.jpg.296x216.jpg', '绿色家园   大两居室  采光充足格局好', '绿色家园  | 2室1厅 | 87.64平米 | 西南 | 简装', '低楼层(共16层)2006年建板楼  -  迎春大街', '118万', '单价13465元/平米')
('https://image1.ljcdn.com/370600-inspection/886d4d7a-dbab-4e71-8855-d9e090ea3e52.jpg.296x216.jpg', '黄海岚园，精装修，三居室，海景房，高楼层，全明户型', '黄海城市花园  | 3室2厅 | 111.77平米 | 南 北 | 简装', '高楼层(共10层)2003年建板楼  -  黄海', '215万', '单价19236元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_uploade6c661b9-47de-41c6-936b-07de6efd32e8.jpg.296x216.jpg', '海洋花园最小面面积的两居室，户型好，楼层好，采光好', '海洋花园  | 2室1厅 | 105.29平米 | 东南 | 其他', '低楼层(共17层)2005年建塔楼  -  大学城', '168万', '单价15956元/平米')
('https://image1.ljcdn.com/370600-inspection/13296598-9c9e-4a40-9028-d4025d166439.jpg.296x216.jpg', '海滨小区 中间楼层 三居室 格局方正 西打头 带小棚', '海滨花园小区梓林街  | 3室2厅 | 82.87平米 | 南 北 | 其他', '中楼层(共6层)2000年建板楼  -  后七夼', '143万', '单价17256元/平米')
('https://image1.ljcdn.com/370600-inspection/80cdc6eb-f79f-430c-ad28-5677cb3bda70.jpg.296x216.jpg', '莱山区单价不到1万奢华海景大四居', '南山世纪华庭  | 4室1厅 | 220.69平米 | 南 北 | 其他', '低楼层(共32层)2010年建板楼  -  大学城', '220万', '单价9969元/平米')
('https://image1.ljcdn.com/370600-inspection/f26f7e0b-1da9-4fac-9e6d-d5cf9a8ba0af.jpg.296x216.jpg', '南北通透 双南卧南厅  卫生间大约7平米', '曹家花园小区  | 3室1厅 | 88.55平米 | 南 北 | 其他', '高楼层(共7层)2002年建板楼  -  迎春大街', '110万', '单价12423元/平米')
('https://image1.ljcdn.com/370600-inspection/6aac1b6d-e1f3-41a3-8913-cbeb4a134c03.jpg.296x216.jpg', '天合城南北通透大四居,公摊15%，送入户花园，精装未住', '祥隆天合城  | 4室2厅 | 138.08平米 | 南 北 | 精装', '高楼层(共18层)2007年建塔楼  -  迎春大街', '196万', '单价14195元/平米')
('https://image1.ljcdn.com/370600-inspection/77770c51-f613-4340-8b31-e65b6b4234a4.jpg.296x216.jpg', '位置优越  客厅带大阳台 拎包入住', '绿色家园  | 2室1厅 | 66平米 | 东 南 北 | 精装', '高楼层(共14层)2006年建板塔结合  -  迎春大街', '98万', '单价14849元/平米')
('https://image1.ljcdn.com/370600-inspection/27a6d09a-0a86-42ab-a5b9-4eaec268409b.jpg.296x216.jpg', '华府南排 全明四居室  带车位  中间层  采光无遮挡', '南山世纪华府  | 4室2厅 | 200.08平米 | 南 | 毛坯', '中楼层(共33层)2007年建塔楼  -  大学城', '323万', '单价16144元/平米')
('https://image1.ljcdn.com/370600-inspection/7b4e0e5c-65ba-4bba-9e59-81a07e8768e4.JPG.296x216.jpg', '毛坯房，顶层加阁楼，赠送露台，南北通透', '桃源一品  | 4室2厅 | 199.45平米 | 南 北 | 其他', '高楼层(共16层)2010年建板楼  -  后七夼', '450万', '单价22563元/平米')
('https://image1.ljcdn.com/370600-inspection/0086394c-1ae1-480c-8ce1-e64d1161bf5d.jpg.296x216.jpg', '保利三居室，南北通透，视野开阔，采光充足', '保利香榭里公馆  | 3室1厅 | 108平米 | 南 北 | 其他', '高楼层(共28层)2015年建板楼  -  山海南路', '150万', '单价13889元/平米')
('https://image1.ljcdn.com/370600-inspection/c44bcecb-363c-45e7-be79-aa0ca35d733f.jpg.296x216.jpg', '海景三室带车位，好楼层事业开阔，房主稳定。', '南山世纪华府  | 3室2厅 | 156.57平米 | 南 北 | 精装', '中楼层(共29层)2007年建塔楼  -  大学城', '260万', '单价16606元/平米')
('https://image1.ljcdn.com/370600-inspection/42c9ed37-a2a9-490a-8ae8-86ef642192e0.jpg.296x216.jpg', '海滨小区 03年框架房 小粉楼 三室朝阳户型', '海滨花园小区梓林街  | 3室2厅 | 135平米 | 南 北 | 其他', '中楼层(共6层)2000年建板楼  -  后七夼', '243万', '单价18000元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload87b38f86-5537-4d8a-91a2-6d967c764937.jpg.296x216.jpg', '四季花城 小两居 全民户型 无遮挡', '四季花城  | 2室2厅 | 72.48平米 | 东 | 简装', '高楼层(共15层)2010年建塔楼  -  迎春大街', '113万', '单价15591元/平米')
('https://image1.ljcdn.com/370600-inspection/1b57d083-79ac-4b1f-9f14-4cb0215a4b34.jpg.296x216.jpg', '四季花城二期好房，南北通透，采光充足，装修好', '四季花城  | 3室2厅 | 132平米 | 南 西 北 | 精装', '低楼层(共11层)2010年建板塔结合  -  迎春大街', '225万', '单价17046元/平米')
('https://image1.ljcdn.com/370600-inspection/fac80686-3a4a-4e23-90ed-d651133e7d3a.jpg.296x216.jpg', '2010年左右的小高层  户型方正 南北通透两居室', '清泉文苑  | 2室2厅 | 105.64平米 | 南 北 | 其他', '低楼层(共12层)2009年建板楼  -  大学城', '150万', '单价14200元/平米')
('https://image1.ljcdn.com/370600-inspection/2fb55bbf-7262-4f29-bede-4f7c182334f9.jpg.296x216.jpg', '绿色家园，三居室，楼层好，采光好，看房方便。', '绿色家园  | 3室2厅 | 116.97平米 | 东南 | 简装', '中楼层(共22层)2006年建塔楼  -  迎春大街', '150万', '单价12824元/平米')
('https://image1.ljcdn.com/370600-inspection/14fd378e-448a-43ee-9848-78824aac32ee.jpg.296x216.jpg', '上海滩花园南向两居室，两个阳台，全明户型', '大华上海滩花园  | 2室1厅 | 74.45平米 | 南 | 其他', '低楼层(共11层)2012年建板楼  -  三滩社区', '90万', '单价12089元/平米')
('https://image1.ljcdn.com/370600-inspection/9d75cb1c-e539-4ac6-895f-bedd63c8d26f.jpg.296x216.jpg', '精装三居室 中 央空调 中西式两个厨房 装修基本没住', '南山世纪华庭  | 3室1厅 | 129.96平米 | 南 北 | 精装', '高楼层(共31层)2009年建板塔结合  -  大学城', '178万', '单价13697元/平米')
('https://image1.ljcdn.com/370600-inspection/ba97d970-793e-4c61-91aa-86d28348559f.jpg.296x216.jpg', '德尚世家134平三居室，带车位小棚，小区中央闹中取静', '德尚世家  | 3室2厅 | 133.64平米 | 南 北 | 其他', '低楼层(共11层)2008年建板楼  -  三滩社区', '235万', '单价17585元/平米')
('https://image1.ljcdn.com/370600-inspection/1826820d-7794-40e3-b055-c113378ca490.jpg.296x216.jpg', '此房两居室全明通透可看海，精装修', '南山世纪华庭  | 3室2厅 | 101.79平米 | 西北 | 精装', '低楼层(共39层)2009年建塔楼  -  大学城', '132万', '单价12968元/平米')
('https://image1.ljcdn.com/370600-inspection/ea487f63-799f-4822-a83a-228e4c731b6c.jpg.296x216.jpg', '小区中心打头房 三室通透 实木精装保持干净 好楼层', '南山世纪华府  | 3室2厅 | 138.23平米 | 南 北 | 精装', '中楼层(共30层)2007年建塔楼  -  大学城', '225万', '单价16278元/平米')
('https://image1.ljcdn.com/370600-inspection/64e4cc97-939c-4acc-814e-81f8fb2c54ca.JPG.296x216.jpg', '黄海岚园，精装修两居室全明户型，价格可谈，看房配合', '黄海城市花园  | 2室2厅 | 81平米 | 西南 | 精装', '低楼层(共12层)2003年建板楼  -  黄海', '156万', '单价19260元/平米')
('https://image1.ljcdn.com/370600-inspection/52a40879-db22-41fb-8423-19c48f24604c.JPG.296x216.jpg', '岱山东区大四居，南北通透西打头', '岱山小区东区  | 4室2厅 | 195.5平米 | 南 北 | 毛坯', '高楼层(共6层)1999年建板楼  -  石沟屯', '278万', '单价14220元/平米')
('https://image1.ljcdn.com/370600-inspection/003eb1a0-2fac-43f8-853a-a1ee613c6f4c.jpg.296x216.jpg', '沿海一线海景房 单价12000  二中范围  中间楼层', '中天盛世观澜  | 4室2厅 | 265.8平米 | 南 北 | 其他', '中楼层(共32层)2011年建塔楼  -  前七夼', '400万', '单价15049元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload3c29d315-4f01-4ebf-872d-bf7b8d5ab676.jpg.296x216.jpg', '错层  南北通透 一楼带院  一梯两户 精装修', '绿色家园  | 4室2厅 | 209.14平米 | 南 北 | 精装', '低楼层(共4层)2002年建板楼  -  迎春大街', '290万', '单价13867元/平米')
('https://image1.ljcdn.com/370600-inspection/04c29650-c0c7-47d4-a0a1-00f56e02275c.jpg.296x216.jpg', '房子南北通透简单装修，业主配合看房有钥匙', '万光府前花园  | 2室1厅 | 91.73平米 | 南 北 | 其他', '低楼层(共18层)2008年建塔楼  -  迎春大街', '132万', '单价14391元/平米')
