('https://image1.ljcdn.com/440300-inspection/f5fb9520-a010-4641-819b-0b9bafb940ed.jpg.296x216.jpg', '桃源居三区一栋电梯小户型低总价一房一厅', '桃源居三区  | 1室1厅 | 57.13平米 | 西南 | 其他 | 有电梯', '中楼层(共9层)2003年建塔楼  -  桃源居', '248万', '单价43410元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploada0db6c57-bf95-4360-8134-679ec52d9a41.jpg.296x216.jpg', '安乐新苑 3室2厅 550万', '安乐新苑  | 3室2厅 | 96.75平米 | 南 | 其他', '高楼层(共8层)1996年建暂无数据  -  翻身', '550万', '单价56848元/平米')
('https://image1.ljcdn.com/440300-inspection/test-ffc2a879-b4d4-448f-af4e-f2e60e98c279.png.296x216.jpg', '双地铁 品质物业 车位充足 朝南中间楼层精装修一房', '中信湾上六座  | 1室0厅 | 36.92平米 | 南 | 其他 | 有电梯', '低楼层(共17层)2009年建板塔结合  -  碧海', '240万', '单价65006元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c6dad69b-408f-4280-b324-2b3d98e09d4a.png.296x216.jpg', '满五年家庭唯一装修保养好，1号线宝体C出口', '佳华名苑  | 2室2厅 | 61.62平米 | 东北 | 精装 | 有电梯', '中楼层(共18层)2012年建板塔结合  -  宝安中心', '426万', '单价69134元/平米')
('https://image1.ljcdn.com/440300-inspection/test-ab9a8d41-7f9d-4ff6-b6eb-c9755cf4cf23.png.296x216.jpg', '星航华府单证四房，楼层采光好，侧看机场和海', '星航华府  | 4室2厅 | 128.12平米 | 东南 | 精装 | 有电梯', '高楼层(共32层)2015年建板塔结合  -  福永', '650万', '单价50734元/平米')
('https://image1.ljcdn.com/440300-inspection/test-633b96cf-d364-41c2-99c9-c71e05e995a9.png.296x216.jpg', '鸿景园 3室2厅 750万', '鸿景园  | 3室2厅 | 125.21平米 | 东南 南 | 其他 | 有电梯', '中楼层(共27层)2005年建塔楼  -  新安', '750万', '单价59900元/平米')
('https://image1.ljcdn.com/440300-inspection/5a066a82-e0e1-4620-9b6f-05c5096002f5.jpg.296x216.jpg', '碧海名园，大社区，房子满五年，急售', '碧海名园  | 6室2厅 | 127.6平米 | 南 | 其他 | 有电梯', '中楼层(共16层)2005年建板塔结合  -  西乡', '660万', '单价51725元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload5857eade-6c2f-499c-a525-31762e8de943.jpg.296x216.jpg', '前海后花园 少有户型 小区仅此一套在售', '槟城西岸  | 4室2厅 | 89.33平米 | 东南 | 精装 | 有电梯', '低楼层(共30层)2008年建板楼  -  碧海', '648万', '单价72541元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadddb712d4-eb30-49a9-9a81-248df6c9a17a.jpg.296x216.jpg', '新玥庭精装两房，无增值税，免个税', '新玥庭  | 2室1厅 | 77.75平米 | 西北 | 精装 | 有电梯', '中楼层(共16层)2001年建塔楼  -  新安', '405万', '单价52091元/平米')
('https://image1.ljcdn.com/440300-inspection/test-9667d00e-017a-4f46-b09d-5810cb963237.png.296x216.jpg', '桃源居十七区 4室2厅 540万', '桃源居十七区  | 4室2厅 | 119.76平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2006年建板塔结合  -  桃源居', '540万', '单价45091元/平米')
('https://image1.ljcdn.com/440300-inspection/test-b0c6b917-6b7b-4c29-a59e-4fd8e35c1640.png.296x216.jpg', '玉湖湾 2室1厅 295万', '玉湖湾  | 2室1厅 | 42.03平米 | 东南 | 其他 | 有电梯', '高楼层(共10层)2011年建板塔结合  -  碧海', '295万', '单价70188元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadafc26ab4-fb7e-42d1-a5ba-566249308e46.jpg.296x216.jpg', '华联城市全景 4室2厅 960万', '华联城市全景  | 4室2厅 | 131.04平米 | 西南 | 其他 | 有电梯', '中楼层(共39层)2015年建板楼  -  新安', '960万', '单价73261元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e630eaef-f3cd-4594-8b88-9ee03307e5ba.png.296x216.jpg', '弘雅花园四期，东南看花园，大三房，满五唯一', '弘雅花园雅兰亭四期  | 3室2厅 | 98.82平米 | 东南 | 简装 | 有电梯', '中楼层(共12层)2000年建板塔结合  -  新安', '530万', '单价53633元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c787412b-f4ef-41bd-abf3-010ab6118b7f.png.296x216.jpg', '玉湖湾花园 满五年 红本在手，正南朝向海景大三房两卫', '玉湖湾  | 3室2厅 | 86.37平米 | 南 | 精装 | 有电梯', '中楼层(共30层)2011年建板塔结合  -  碧海', '630万', '单价72942元/平米')
('https://image1.ljcdn.com/440300-inspection/test-1821c54c-ea71-49fc-9fe1-5f554084f199.png.296x216.jpg', '壹方城旁 金质复式四房 居家优选 三地铁口', '天健时尚空间  | 4室2厅 | 74.55平米 | 东北 | 精装 | 有电梯', '低楼层(共28层)2010年建板塔结合  -  宝安中心', '850万', '单价114018元/平米')
('https://image1.ljcdn.com/440300-inspection/83813add-f317-45e2-b11a-9898fe0d782d.jpg.296x216.jpg', '富通城三期，复式4房东南向，满五唯一，诚心出售', '碧海富通城三期  | 4室1厅 | 57.96平米 | 东南 | 精装 | 有电梯', '中楼层(共26层)2008年建塔楼  -  碧海', '449万', '单价77468元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploade02cab45-48be-4dcc-86e2-a6630bc17aee.jpg.296x216.jpg', '宝安中-心区 达海花园 带南向3房2卫 满五年家庭唯一', '达海花园  | 3室2厅 | 104.38平米 | 西南 | 精装 | 有电梯', '中楼层(共9层)1999年建板塔结合  -  宝安中心', '565万', '单价54130元/平米')
('https://image1.ljcdn.com/440300-inspection/test-cedd5c05-ac73-4cb0-b801-cb3a83c50695.png.296x216.jpg', '满五唯一欠款少，业主诚心出售，看房有钥匙方便', '兴达华府  | 2室1厅 | 39.01平米 | 东北 | 其他 | 有电梯', '中楼层(共29层)2009年建塔楼  -  西乡', '225万', '单价57678元/平米')
('https://image1.ljcdn.com/440300-inspection/test-4d81f1c2-7902-4893-914e-f2ff5aebded2.png.296x216.jpg', '小区里仅有的朝向看三个公园的户型，中间楼层 采光好', '金海华府  | 3室2厅 | 82.64平米 | 西北 | 精装 | 有电梯', '高楼层(共31层)2009年建板塔结合  -  西乡', '480万', '单价58084元/平米')
('https://image1.ljcdn.com/440300-inspection/dacfc60f-2bfa-4150-bf87-f18db90d5f78.jpg.296x216.jpg', '前后双花园，精装可拎包入住，先看房子，价格可谈。', '招商果岭花园  | 3室2厅 | 87.79平米 | 西南 | 精装 | 有电梯', '低楼层(共30层)2012年建平房  -  西乡', '540万', '单价61511元/平米')
('https://image1.ljcdn.com/440300-inspection/977289dd-8550-4808-9a27-3ab36ddfdcc8.jpg.296x216.jpg', '天悦龙庭  客厅出阳台  精装3房西南朝向  满5年', '天悦龙庭二期  | 3室2厅 | 119.19平米 | 西南 | 精装 | 有电梯', '中楼层(共28层)2005年建塔楼  -  宝安中心', '960万', '单价80544元/平米')
('https://image1.ljcdn.com/440300-inspection/3945667f-b862-4f61-a023-b8d8a20847175.jpg.296x216.jpg', '中粮澜山 4室1厅 800万', '中粮澜山  | 4室1厅 | 137.07平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)2009年建板塔结合  -  西乡', '800万', '单价58365元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e69ed25a-5ec8-47ec-8869-3625d8d02cdb.png.296x216.jpg', '熙龙湾二期 5室1厅 1600万', '熙龙湾二期  | 5室1厅 | 130.58平米 | 东南 | 简装 | 有电梯', '高楼层(共30层)2010年建板塔结合  -  宝安中心', '1600万', '单价122531元/平米')
('https://image1.ljcdn.com/440300-inspection/test-0350f2b0-0d5c-4851-aa68-a1508f9d288e.png.296x216.jpg', '桃源居3加1房，满5唯一，红本在手', '桃源居十五区  | 4室2厅 | 111.63平米 | 东南 | 精装 | 有电梯', '低楼层(共18层)2007年建板塔结合  -  桃源居', '545万', '单价48823元/平米')
('https://image1.ljcdn.com/440300-inspection/test-205d4530-2edd-4781-a67d-ee4b601bc2dd.png.296x216.jpg', '地铁口通透4房 前后看花园 业主诚卖 宝中·学·位', '中洲华府  | 4室2厅 | 133.43平米 | 西北 | 其他 | 有电梯', '中楼层(共30层)2013年建板塔结合  -  新安', '1000万', '单价74946元/平米')
('https://image1.ljcdn.com/440300-inspection/bd2e0694-e3d2-42b2-89ce-58e1dec624b8.jpg.296x216.jpg', '欢乐海岸2.0旁 凯旋城二期少有大户型 前后安静看花园', '金泓凯旋城二期  | 4室2厅 | 175.07平米 | 南 北 | 精装 | 有电梯', '低楼层(共24层)2009年建板塔结合  -  宝安中心', '1399万', '单价79911元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload397c77b8-b82b-42fd-9b98-ad27a45d4a33.jpg.296x216.jpg', '湾上六座 65平大两房 朝南向大阳台 通透格局 户型方正', '中信湾上六座  | 2室1厅 | 64.02平米 | 西南 | 简装 | 有电梯', '中楼层(共17层)2009年建板塔结合  -  碧海', '410万', '单价64043元/平米')
('https://image1.ljcdn.com/440300-inspection/test-3f5ece42-4052-4236-83d6-8fcd0b6f110b.png.296x216.jpg', '小区唯一一套双龙抱珠户型，好房不要错过！', '西城上筑花园  | 2室2厅 | 75.71平米 | 南 | 精装 | 有电梯', '中楼层(共33层)2006年建塔楼  -  宝安中心', '540万', '单价71325元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload3fe014ba-b621-4765-b6ab-cc12bd6506e7.jpg.296x216.jpg', '满五年，深圳唯一住住房，红本在手，交易手续快', '金港华庭  | 3室2厅 | 118.25平米 | 西南 | 简装 | 有电梯', '中楼层(共31层)2009年建板塔结合  -  西乡', '550万', '单价46512元/平米')
('https://image1.ljcdn.com/440300-inspection/test-05a90609-53d5-4e4f-b7b0-436d49dd9e3b.png.296x216.jpg', '雍和园 全新装修4房 硅藻泥墙面 送家私 朝南看花园', '君成雍和园  | 4室2厅 | 88.47平米 | 南 | 精装', '中楼层(共44层)2016年建板塔结合  -  西乡', '620万', '单价70081元/平米')
('https://image1.ljcdn.com/440300-inspection/test-af866c6d-1cee-4c59-9875-e7d8e4799593.png.296x216.jpg', '雅乐居 2室1厅 235万', '雅乐居  | 2室1厅 | 41.7平米 | 东 | 其他 | 有电梯', '低楼层(共15层)2008年建板塔结合  -  西乡', '235万', '单价56355元/平米')
('https://image1.ljcdn.com/440300-inspection/test-84a6d3fa-e3c2-4a0b-95e3-88df94bcffe0.png.296x216.jpg', '满五唯一，红本在手，低楼层。。', '富通蟠龙居  | 2室2厅 | 67.67平米 | 南 | 简装 | 无电梯', '低楼层(共7层)2002年建塔楼  -  西乡', '358万', '单价52904元/平米')
('https://image1.ljcdn.com/440300-inspection/test-7584259d-277f-441e-869f-7226a4fe07a2.png.296x216.jpg', '东南向大三房 主卧送大露台 西城上筑难出一套的户型！', '西城上筑花园  | 3室2厅 | 104.63平米 | 南 | 精装 | 有电梯', '中楼层(共33层)2006年建塔楼  -  宝安中心', '830万', '单价79328元/平米')
('https://image1.ljcdn.com/440300-inspection/test-7d00e67a-1f96-40d2-9dca-f0cd86bcc823.png.296x216.jpg', '三房两厅两卫，看房的客户都说业主很好说话。急卖', '领翔华府  | 3室2厅 | 89.41平米 | 东南 | 其他 | 有电梯', '低楼层(共31层)2015年建板塔结合  -  西乡', '510万', '单价57041元/平米')
('https://image1.ljcdn.com/440300-inspection/test-4390dcf6-8af8-4097-9f9a-51ec650f73ef.png.296x216.jpg', '云顶嘉园 精致小两房  可拎包入住  诚心出售 看房方便', '黄金大厦  | 2室1厅 | 48.23平米 | 西北 | 精装 | 有电梯', '中楼层(共32层)2012年建板楼  -  新安', '265万', '单价54946元/平米')
('https://image1.ljcdn.com/440300-inspection/test-64f6d202-df82-4af4-8a06-313ff4263ee1.png.296x216.jpg', '优选两房 满五红本 朝花园安静泳池 钥匙在手 随时可看', '新锦安雅园三期  | 2室1厅 | 76.09平米 | 北 东北 | 精装 | 有电梯', '低楼层(共16层)2005年建板塔结合  -  翻身', '485万', '单价63741元/平米')
('https://image1.ljcdn.com/440300-inspection/d372fb4b-755c-4426-87cf-3d60f1fbbae7.jpg.296x216.jpg', '与地铁无缝相连精致3室满五红本在手看花园全景', '合正汇一城  | 3室2厅 | 86.4平米 | 东南 | 简装 | 有电梯', '低楼层(共31层)2012年建板塔结合  -  西乡', '570万', '单价65973元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload1c5781de-5ad3-42ff-9df5-b3c6ff293722.jpg.296x216.jpg', '小区密度1.8绿花65%  诚心出售 采光通风好  红本在手', '碧海富通城一期  | 2室2厅 | 71.18平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2006年建板楼  -  碧海', '410万', '单价57601元/平米')
('https://image1.ljcdn.com/440300-inspection/test-4ebd7896-b8b5-4d96-bb53-bc386d9fee06.png.296x216.jpg', '岭下花园 3室2厅 330万', '岭下花园  | 3室2厅 | 72平米 | 南 | 其他 | 无电梯', '中楼层(共8层)1992年建板塔结合  -  新安', '330万', '单价45834元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadfcbbd0d9-670b-49ac-a4cc-13960710619d.jpg.296x216.jpg', '3+1户型主卧送9平大露台，东南朝向通风采光好客厅宽敞', '风临洲  | 4室1厅 | 99.85平米 | 东南 | 简装 | 有电梯', '中楼层(共26层)2007年建板塔结合  -  宝安中心', '628万', '单价62895元/平米')
('https://image1.ljcdn.com/440300-inspection/43ebc666-5f37-49aa-93cd-e654cf263370.jpg.296x216.jpg', '福中福花园二期，满五唯一，安静舒适的房子', '福中福花园二期  | 3室2厅 | 94.35平米 | 东南 | 简装 | 无电梯', '高楼层(共7层)2002年建板楼  -  西乡', '460万', '单价48755元/平米')
('https://image1.ljcdn.com/440300-inspection/test-79494f07-cded-4a57-a873-9c7cc662fb71.png.296x216.jpg', '熙龙湾二期 4室2厅 1750万', '熙龙湾二期  | 4室2厅 | 174.16平米 | 西南 | 其他 | 有电梯', '低楼层(共31层)2010年建板塔结合  -  宝安中心', '1750万', '单价100483元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c5d741b6-0bd8-4710-b98e-45023aa1d486.png.296x216.jpg', '招商果岭花园 2室1厅 420万', '招商果岭花园  | 2室1厅 | 72.14平米 | 西北 | 精装 | 有电梯', '低楼层(共34层)2012年建板塔结合  -  西乡', '420万', '单价58221元/平米')
('https://image1.ljcdn.com/440300-inspection/test-1f01c2f6-52fd-4d57-8098-8c8f05194f00.png.296x216.jpg', '高楼层看碧海湾公园，看高尔夫，看海景，业主诚心出售', '润恒尚园  | 3室2厅 | 85.05平米 | 西南 | 精装 | 有电梯', '高楼层(共28层)2015年建板塔结合  -  西乡', '550万', '单价64668元/平米')
('https://image1.ljcdn.com/440300-inspection/test-238b45e4-f259-43d8-a6c5-c1d22f1b9ff7.png.296x216.jpg', '白金假日公寓 2室1厅 260万', '白金假日公寓  | 2室1厅 | 45.28平米 | 西北 | 其他 | 有电梯', '低楼层(共28层)2007年建塔楼  -  西乡', '260万', '单价57421元/平米')
('https://image1.ljcdn.com/440300-inspection/953d5915-161d-431f-81bf-409ca6e8ef59.jpg.296x216.jpg', '华盛盛荟2015年入伙新社区   业主诚心出售看房方便', '华盛盛荟  | 2室1厅 | 59.12平米 | 东北 | 简装 | 有电梯', '低楼层(共32层)2015年建塔楼  -  新安', '239万', '单价40427元/平米')
('https://image1.ljcdn.com/440300-inspection/test-d12652c2-8896-45c2-b8ea-bef6fa54dad5.png.296x216.jpg', '弘雅花园雅豪轩三期 3室1厅 385万', '弘雅花园雅豪轩三期  | 3室1厅 | 77.7平米 | 西南 | 精装 | 无电梯', '中楼层(共8层)2001年建板塔结合  -  新安', '385万', '单价49550元/平米')
('https://image1.ljcdn.com/440300-inspection/01ddb311-f163-444a-8b72-53f3b5c97aa3.jpg.296x216.jpg', '精装满五年 深圳一套住宅 红本在手 诚心出售看房方便', '招商果岭花园  | 4室2厅 | 123.78平米 | 西南 | 精装 | 有电梯', '中楼层(共30层)2012年建板塔结合  -  西乡', '695万', '单价56149元/平米')
('https://image1.ljcdn.com/440300-inspection/f14ca7c2-bffb-4260-a60d-a73034474cab.jpg.296x216.jpg', '壹方城旁 鸿荣源品质小区 满五年唯一 业主诚心卖', '尚都二期  | 4室2厅 | 148.22平米 | 东南 | 精装 | 有电梯', '中楼层(共31层)2006年建塔楼  -  宝安中心', '1280万', '单价86359元/平米')
('https://image1.ljcdn.com/440300-inspection/test-7ea6cbdb-68ab-4493-b6af-1312a64b1b39.png.296x216.jpg', '地铁口 三房两卫 温馨舒适 居家适合 满五唯一', '泰华阳光海小区  | 3室2厅 | 96.78平米 | 南 | 其他 | 有电梯', '高楼层(共26层)2009年建板塔结合  -  碧海', '660万', '单价68196元/平米')
('https://image1.ljcdn.com/440300-inspection/test-651222e6-131b-439e-aa5c-19d07949d039.png.296x216.jpg', '小区密度1.8 绿化65%两梯三户 三加一房 高楼层看海景', '碧海富通城一期  | 3室2厅 | 93.16平米 | 西南 | 简装 | 有电梯', '高楼层(共18层)2006年建板楼  -  碧海', '540万', '单价57965元/平米')
('https://image1.ljcdn.com/440300-inspection/9137eaa5-baba-4ba4-a0b3-464df443b48e.JPG.296x216.jpg', '满5唯一，红本在手，大3房，通风采光视野好', '兴达华府  | 3室2厅 | 127.58平米 | 西南 | 精装 | 有电梯', '高楼层(共29层)2009年建塔楼  -  西乡', '600万', '单价47030元/平米')
('https://image1.ljcdn.com/440300-inspection/test-af115cbc-03bd-49ab-ae0a-ccbe0c74e744.png.296x216.jpg', '弘雅四期雅兰亭 小区中间位置电梯两房 厅出阳台', '弘雅花园雅兰亭四期  | 2室2厅 | 67.32平米 | 西南 东北 | 简装 | 有电梯', '中楼层(共12层)2000年建板塔结合  -  新安', '398万', '单价59121元/平米')
('https://image1.ljcdn.com/440300-inspection/test-ad57f218-7ab3-4cf8-ab1c-f50164a3236c.png.296x216.jpg', '超笋盘 价格一降再降 急卖 花园小区带游泳池 位置安静', '桃源居十四区  | 3室2厅 | 110.77平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)1999年建塔楼  -  桃源居', '415万', '单价37466元/平米')
('https://image1.ljcdn.com/440300-inspection/test-b3e045a4-6989-459d-bebb-8f1f5bfaa9ca.png.296x216.jpg', '碧海富通城二期  优质四房 七巧国商场旁 近11号线', '碧海富通城二期  | 4室2厅 | 138.45平米 | 东南 | 精装 | 有电梯', '低楼层(共18层)2007年建板塔结合  -  碧海', '828万', '单价59805元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e5f313fd-f957-4f85-b8d4-17864b147785.png.296x216.jpg', '满五红本 景富苑 舒适居家环境  安静不临', '景富苑  | 3室2厅 | 112.52平米 | 东南 | 其他 | 无电梯', '低楼层(共7层)2000年建板塔结合  -  翻身', '488万', '单价43371元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload995ee750-9780-45a8-b96a-d8b388e3f8e3.jpg.296x216.jpg', '2016年 流塘商务公寓 东南特殊两房 端边户型 通风好', '流塘阳光花园  | 2室1厅 | 50.35平米 | 东南 | 精装 | 有电梯', '高楼层(共30层)2015年建板塔结合  -  西乡', '230万', '单价45681元/平米')
