('https://image1.ljcdn.com/120000-inspection/96beb4cd-34f3-4d7e-986b-e5ec08f711ee.jpg.296x216.jpg', '东惠家园 东向两居室 随时签约 诚意出售', '东惠家园  | 2室1厅 | 60.85平米 | 东 | 简装 | 有电梯', '高楼层(共31层)板楼  -  真理道', '135万', '单价22186元/平米')
('https://image1.ljcdn.com/120000-inspection/9f741472-5585-414a-a482-6bdac2007271.jpg.296x216.jpg', '晨光楼  低楼层两室  南北通透  有地铁', '晨光楼  | 2室1厅 | 52.91平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)板楼  -  向阳楼', '149万', '单价28162元/平米')
('https://image1.ljcdn.com/120000-inspection/bf160d2f-e189-4cfc-b2b0-0d5364242cdd.jpg.296x216.jpg', '来安里一期  不是顶楼 两室一厅 诚意出售 看房方便', '来安里  | 2室1厅 | 57.35平米 | 南 北 | 毛坯 | 无电梯', '高楼层(共6层)板楼  -  上杭路', '157万', '单价27376元/平米')
('https://image1.ljcdn.com/120000-inspection/ac023167-849d-47ef-8b35-aeed1be38aff.jpg.296x216.jpg', '房子诚意租售，房子闲置，看房方便', '阳光星期八昕旺北苑  | 3室2厅 | 134.75平米 | 南 | 其他 | 有电梯', '高楼层(共24层)板楼  -  向阳楼', '345万', '单价25603元/平米')
('https://image1.ljcdn.com/120000-inspection/664f4c87-64a1-4a39-ac22-6426d8ee1571.jpg.296x216.jpg', '两室二楼、简单装修、楼前无遮挡、厨房有阳台。', '芳水河畔家园  | 2室1厅 | 73.38平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)板楼  -  上杭路', '172万', '单价23440元/平米')
('https://image1.ljcdn.com/120000-inspection/8495f23b-155a-4409-8a86-45d52b1733d6.jpg.296x216.jpg', '新天地家园 新出两居室 采光好 环境美 交通便利', '新天地家园  | 2室1厅 | 97.96平米 | 东南 南 | 精装 | 有电梯', '高楼层(共22层)板楼  -  春华街', '335万', '单价34198元/平米')
('https://image1.ljcdn.com/120000-inspection/105282c6-7cd4-402c-843c-67a1f956f709.jpg.296x216.jpg', '松风东里 1室1厅 95万', '松风东里  | 1室1厅 | 37.69平米 | 南 | 简装 | 无电梯', '低楼层(共6层)板楼  -  万新村', '95万', '单价25206元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload26252c9e-5efe-4d17-b87b-50d183cb5ea9.jpg.296x216.jpg', '双阳两室 中间楼层 价格合适 小区环境好', '中山门南里  | 2室1厅 | 62.52平米 | 南 | 其他 | 无电梯', '中楼层(共6层)板楼  -  中山门街', '150万', '单价23993元/平米')
('https://image1.ljcdn.com/120000-inspection/51501686-1f6a-4082-8085-281a687dd228.jpg.296x216.jpg', '祥泰公寓 2室1厅 190万', '祥泰公寓  | 2室1厅 | 77.24平米 | 东 西 | 简装 | 无电梯', '中楼层(共6层)板楼  -  真理道', '190万', '单价24599元/平米')
('https://image1.ljcdn.com/120000-inspection/f2c40faa-6abb-4086-b780-32a2089b8968.jpg.296x216.jpg', '彩丽园三室  户型规整 采光充足 精装修 随时看房', '彩丽园  | 3室1厅 | 109.83平米 | 南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  太阳城', '196万', '单价17846元/平米')
('https://image1.ljcdn.com/120000-inspection/1a2bc98c-76a5-4afd-9e59-db7ec4bb732b.jpg.296x216.jpg', '河东区万达尚东雅园无遮挡的大两室精装修房主诚意出售', '尚东雅园  | 2室1厅 | 101.61平米 | 南 | 精装 | 有电梯', '低楼层(共28层)板楼  -  上杭路', '320万', '单价31493元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploade9279624-f61f-4724-af78-085a0928c8f6.jpg.296x216.jpg', '低楼层手枪户型  看房方便  楼位优越', '团结东里  | 2室1厅 | 60.52平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)板楼  -  中山门街', '180万', '单价29743元/平米')
('https://image1.ljcdn.com/120000-inspection/daac7258-a5a8-4562-b841-d8d5b60eed06.jpg.296x216.jpg', '尚东雅园双阳两室 采光无遮挡 您的选择', '尚东雅园  | 2室1厅 | 93.9平米 | 南 | 简装 | 有电梯', '低楼层(共28层)板楼  -  上杭路', '270万', '单价28754元/平米')
('https://image1.ljcdn.com/120000-inspection/2e3c3541-37e8-49d1-828e-aacf0a478942.jpg.296x216.jpg', '紫玉园 精装两室 错层 看房方便 诚意出售', '紫玉园  | 2室1厅 | 92.68平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)板楼  -  太阳城', '265万', '单价28594元/平米')
('https://image1.ljcdn.com/120000-inspection/3dbf8cf8-e60b-41ff-8be4-72ad9dd4f5eb.jpg.296x216.jpg', '春华里 1室1厅 124万', '春华里  | 1室1厅 | 39.42平米 | 南 | 精装 | 无电梯', '低楼层(共6层)板楼  -  春华街', '124万', '单价31457元/平米')
('https://image1.ljcdn.com/120000-inspection/23977741-4c89-4986-804e-3f6171fcff0d.jpg.296x216.jpg', '彩丽园双阳户型 两室一楼 交通便利 配套成熟 诚意出售', '彩丽园  | 2室1厅 | 81.14平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)板楼  -  太阳城', '225万', '单价27730元/平米')
('https://image1.ljcdn.com/120000-inspection/40af1add-f12d-44ba-9936-c55c95a27167.jpg.296x216.jpg', '河东区万达广场 爱琴海 懿德园 5楼 南北通透双阳户型', '懿德园  | 2室2厅 | 88.51平米 | 东 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  上杭路', '278万', '单价31409元/平米')
('https://image1.ljcdn.com/120000-inspection/e0b94d65-0588-4dca-b388-5d631d2e167a.jpg.296x216.jpg', '阳光星期八南苑一居 有钥匙 随时可看 诚意出售', '阳光星期八昕旺南苑  | 1室1厅 | 66.92平米 | 南 | 简装 | 有电梯', '高楼层(共27层)板楼  -  向阳楼', '193万', '单价28841元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload97960e58-48b0-45e8-81b9-ba232266b48a.jpg.296x216.jpg', '房子是2000年的 房子赠送10平米露台 双阳户型', '水东里  | 2室1厅 | 88.45平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  二号桥街', '156万', '单价17638元/平米')
('https://image1.ljcdn.com/120000-inspection/52cf5448-bd16-4523-8f49-0f559a145361.jpg.296x216.jpg', '顺达东里 1室1厅 92万', '顺达东里  | 1室1厅 | 42.69平米 | 西南 | 其他 | 无电梯', '中楼层(共6层)板楼  -  向阳楼', '92万', '单价21551元/平米')
('https://image1.ljcdn.com/120000-inspection/2711c217-d3fe-4464-850b-665301940991.jpg.296x216.jpg', '晨阳小区  环境优美  户型规整   交通便利   配套齐全', '晨阳里  | 2室1厅 | 81.06平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)板楼  -  向阳楼', '218万', '单价26894元/平米')
('https://image1.ljcdn.com/120000-inspection/86e07f50-24ca-4c14-ba44-b65ee08a3f41.jpg.296x216.jpg', '陶然五楼，南北两室，看房随时。', '怡然庭苑  | 2室1厅 | 104.53平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  二号桥街', '240万', '单价22960元/平米')
('https://image1.ljcdn.com/120000-inspection/42ecf52d-b32c-4caf-92b3-919e9ba98e3f.jpg.296x216.jpg', '东瑞家园 满五年 看房方便 户型规整', '东瑞家园  | 2室1厅 | 61.69平米 | 东南 | 简装 | 有电梯', '高楼层(共32层)板楼  -  真理道', '137万', '单价22208元/平米')
('https://image1.ljcdn.com/120000-inspection/2b793b25-97ce-4af2-9bab-4c5eb8c2e565.jpg.296x216.jpg', '【不临快速路】精装修 可观海河 有房本 无抵押 有钥匙', '招商雍景湾  | 3室2厅 | 91.92平米 | 南 北 | 其他 | 有电梯', '高楼层(共30层)板楼  -  富民路', '351万', '单价38186元/平米')
('https://image1.ljcdn.com/120000-inspection/e810c7e1-55eb-472d-9f5f-3c743e6aeade.jpg.296x216.jpg', '阳光星期八北苑 大两居 采光充足 诚意出售', '阳光星期八昕旺北苑  | 2室1厅 | 102.5平米 | 南 | 其他 | 有电梯', '高楼层(共24层)板楼  -  向阳楼', '260万', '单价25366元/平米')
('https://image1.ljcdn.com/120000-inspection/abe73edc-0076-42b7-ae46-669495513847.jpg.296x216.jpg', '阳光星期八北苑新出一室，采光好，业主诚意出售。', '阳光星期八昕旺北苑  | 1室1厅 | 57.26平米 | 西南 北 | 其他 | 有电梯', '高楼层(共24层)板楼  -  向阳楼', '173万', '单价30214元/平米')
('https://image1.ljcdn.com/120000-inspection/2b376fe8-0498-419d-a847-9b424d69c0ff.jpg.296x216.jpg', '第六大道陆典庭园价格合适新上房源', '第六大道陆典庭园  | 2室1厅 | 91.23平米 | 南 北 | 简装 | 无电梯', '5层板楼  -  上杭路', '265万', '单价29048元/平米')
('https://image1.ljcdn.com/120000-inspection/c5d24a3d-c5c3-4988-968f-bbd58f5dcd76.jpg.296x216.jpg', '太阳城蓝山园 3室2厅 330万', '太阳城蓝山园  | 3室2厅 | 130.84平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)板楼  -  太阳城', '330万', '单价25222元/平米')
('https://image1.ljcdn.com/120000-inspection/7eb56bb4-1db2-48b9-8b5e-c986fbe56881.jpg.296x216.jpg', '太阳城金旭园 2室1厅 248万', '太阳城金旭园  | 2室1厅 | 94.98平米 | 南 | 其他 | 有电梯', '中楼层(共33层)板楼  -  太阳城', '248万', '单价26111元/平米')
('https://image1.ljcdn.com/120000-inspection/6148e93a-cd20-4d41-996e-454120a5f71b.jpg.296x216.jpg', '金色家园 359万 2室 南北通透 顶层带阁楼 采光极好', '金色家园  | 2室2厅 | 100.41平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  唐家口', '359万', '单价35754元/平米')
('https://image1.ljcdn.com/120000-inspection/de809f35-9c6f-4f2e-af63-ea2e45febe67.jpg.296x216.jpg', '景悦公寓 电梯房 民水民电 业主诚意出售', '景悦公寓  | 1室0厅 | 44.38平米 | 西 北 | 简装', '中楼层(共12层)塔楼  -  中山门街', '78万', '单价17576元/平米')
('https://image1.ljcdn.com/120000-inspection/48167121-8172-4b1b-ae8b-d685dd75da97.jpg.296x216.jpg', '东瑞家园 交通便利 户型规整 视野较好', '东瑞家园  | 1室1厅 | 60.74平米 | 东 西 | 简装 | 有电梯', '高楼层(共32层)板楼  -  真理道', '118万', '单价19428元/平米')
('https://image1.ljcdn.com/120000-inspection/dc71a98f-ad67-462a-9d72-1d94df505bc9.JPG.296x216.jpg', '景悦跃层私产70年产权带电梯看房方便诚意出售', '景悦公寓  | 2室1厅 | 84.42平米 | 西北 | 精装', '高楼层(共12层)塔楼  -  中山门街', '115万', '单价13623元/平米')
('https://image1.ljcdn.com/120000-inspection/14b1a44b-710c-4ae0-80d6-900e0ecf5378.JPG.296x216.jpg', '互助南里  户型方正  交通便利 配套齐全', '互助南里  | 1室1厅 | 40.89平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)板楼  -  中山门街', '113万', '单价27636元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploada140de0e-4263-43f7-8d15-42dca5e4240c.jpg.296x216.jpg', '荣兴温泉公寓 户型方正 采光良好 配套成熟', '荣兴温泉公寓  | 1室1厅 | 42.45平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)板楼  -  大直沽', '114万', '单价26856元/平米')
('https://image1.ljcdn.com/120000-inspection/2056d295-373a-47f2-a89f-388b7d64f0be.jpg.296x216.jpg', '盛世嘉园 户型规整  交通便利  视野良好', '盛世嘉园  | 1室1厅 | 58.2平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)板楼  -  真理道', '117万', '单价20104元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload91ec3b64-dd60-4979-adc2-87d409a86a62.jpg.296x216.jpg', '福东北里 二楼两室 东西向 河东产权 看房随时', '福东北里  | 2室1厅 | 72.72平米 | 东 西 | 其他 | 无电梯', '低楼层(共6层)板楼  -  二号桥街', '147万', '单价20215元/平米')
('https://image1.ljcdn.com/120000-inspection/fed24655-fd0a-4a80-9b43-47c8fdeb2ca01.jpg.296x216.jpg', '互助南里 低楼层 配套齐全 交通便利', '互助南里  | 2室2厅 | 81.53平米 | 西南 北 | 其他 | 无电梯', '低楼层(共6层)板楼  -  中山门街', '230万', '单价28211元/平米')
('https://image1.ljcdn.com/120000-inspection/199f325d-239b-4dc2-83f8-44d6440350ce.jpg.296x216.jpg', '一般装修 楼层适中 采光充足.', '再兴里  | 2室1厅 | 71.67平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  唐家口', '175万', '单价24418元/平米')
('https://image1.ljcdn.com/120000-inspection/b3ffc660-9c23-403a-b899-32f87f0df092.jpg.296x216.jpg', '益寿东里 2室1厅 116万', '益寿东里  | 2室1厅 | 52.22平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  常州道', '116万', '单价22214元/平米')
('https://image1.ljcdn.com/120000-inspection/50a3ca02-4e9e-4e84-89e8-d9c68c28aacd.jpg.296x216.jpg', '华康里  交通便利  户型规整  视野较', '华康里  | 2室1厅 | 80.26平米 | 南 | 简装 | 无电梯', '高楼层(共6层)板楼  -  春华街', '190万', '单价23674元/平米')
('https://image1.ljcdn.com/120000-inspection/93b4f79f-0402-4579-81bb-404f96a3541a.jpg.296x216.jpg', '程林里 过两年 朝阳户型 诚意出售', '程林里  | 2室1厅 | 59平米 | 南 | 简装 | 无电梯', '中楼层(共7层)板楼  -  上杭路', '152万', '单价25763元/平米')
('https://image1.ljcdn.com/120000-inspection/e5245653-ee3d-4c35-9c9f-f036cc24592c.jpg.296x216.jpg', '大洋嘉园，采光充足，视野开阔 ，南北通透，居住舒适', '第六大道大洋嘉园  | 2室1厅 | 60.9平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  上杭路', '203万', '单价33334元/平米')
('https://image1.ljcdn.com/120000-inspection/383fb0fd-118e-48e8-b27d-e440ef1e1434.jpg.296x216.jpg', '太阳城蓝山园 平层三室三楼 格局方正 采光好', '太阳城蓝山园  | 3室2厅 | 129.28平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)板楼  -  太阳城', '370万', '单价28621元/平米')
('https://image1.ljcdn.com/120000-inspection/f7f5d3f9-e667-4755-9f22-a96bf716c1b0.jpg.296x216.jpg', '芳水河畔 精装小阁楼 通透户型 小区中间位置 看房随时', '芳水河畔家园  | 2室1厅 | 56.84平米 | 南 北 | 简装 | 无电梯', '高楼层(共5层)板楼  -  上杭路', '154万', '单价27094元/平米')
('https://image1.ljcdn.com/120000-inspection/da5a4a1f-972b-4248-928d-7cd00a6d9e12.jpg.296x216.jpg', '萦东温泉花园 二期H户型  满五唯一  前无遮挡  不临街', '萦东温泉花园  | 2室1厅 | 101.92平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  大直沽', '269万', '单价26394元/平米')
('https://image1.ljcdn.com/120000-inspection/b553ad7e-0152-4377-9f9a-030777a79dbd.jpg.296x216.jpg', '万隆汇贤里 四室三厅  采光充足 前排无遮挡 位置不错', '汇贤里  | 4室3厅 | 152.82平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  大直沽', '360万', '单价23558元/平米')
('https://image1.ljcdn.com/120000-inspection/8e7b2c2e-7ea8-49f1-b7e8-c31d0d4421c7.jpg.296x216.jpg', '翠韵里140万 精装修 私产 双东照两室', '翠韵里  | 2室1厅 | 72.43平米 | 东 | 精装 | 无电梯', '高楼层(共6层)板楼  -  向阳楼', '140万', '单价19330元/平米')
('https://image1.ljcdn.com/120000-inspection/d128901e-012e-49e9-b863-53f8878988f3.jpg.296x216.jpg', '芳水河畔 三楼双阳两室 双卧差不多大小 充足采光', '芳水河畔家园  | 2室1厅 | 78.33平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)板楼  -  上杭路', '189万', '单价24129元/平米')
('https://image1.ljcdn.com/120000-inspection/52380b11-79ea-496e-85d9-e94d07e024dd.JPG.296x216.jpg', '位置居中【H户型】双阳台采光足 婚房精装修', '滨河新苑  | 2室2厅 | 103.13平米 | 南 | 精装 | 无电梯', '中楼层(共7层)板楼  -  富民路', '255万', '单价24727元/平米')
('https://image1.ljcdn.com/120000-inspection/f80da7cb-3494-4832-94a1-81c792a1cd5e.jpg.296x216.jpg', '橙翠园 两室两厅 带电梯 户型规整 视野较好 交通方便', '太阳城橙翠园  | 2室1厅 | 107.91平米 | 南 | 其他 | 有电梯', '高楼层(共24层)板楼  -  太阳城', '248万', '单价22983元/平米')
('https://image1.ljcdn.com/120000-inspection/aa6a0e59-a012-4f03-adbe-f181dc7e8fe4.jpg.296x216.jpg', '别馆公寓 业主诚意出售 干净整洁 看房方便', '城市之光别馆公寓  | 1室0厅 | 52.16平米 | 东南 南 | 精装 | 有电梯', '低楼层(共28层)板楼  -  春华街', '115万', '单价22048元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload3654949d-d6a2-4ad9-ab78-f7c27dd85600.jpg.296x216.jpg', '汇和家园 3室1厅 340万', '汇和家园  | 3室1厅 | 109.07平米 | 南 | 其他 | 无电梯', '中楼层(共6层)板楼  -  春华街', '340万', '单价31173元/平米')
('https://image1.ljcdn.com/120000-inspection/3dc24c14-922a-40de-9559-c1688c736f95.jpg.296x216.jpg', '第六大道陆典庭园 2室1厅 278万', '第六大道陆典庭园  | 2室1厅 | 91.29平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)板楼  -  上杭路', '278万', '单价30453元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploadd3ae4de9-f6cb-465e-871e-6ce3dc9f0aed.jpg.296x216.jpg', '聚安西园 通透三居室 H+1户型 中间楼层 适合改善', '聚安西园  | 3室1厅 | 112.71平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)板楼  -  春华街', '385万', '单价34159元/平米')
('https://image1.ljcdn.com/120000-inspection/6a204ebe-2737-48a1-90aa-e9f781e30a16.jpg.296x216.jpg', '金堂南里 户型方正 居住方便舒适 出行方便 诚意出售', '金堂南里  | 1室1厅 | 60.56平米 | 南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  唐家口', '165万', '单价27246元/平米')
('https://image1.ljcdn.com/120000-inspection/df622689-1a2a-4c70-ae22-28acdf0dde0f.jpg.296x216.jpg', '和睦北里 1室1厅 125万', '和睦北里  | 1室1厅 | 46.39平米 | 南 | 简装 | 无电梯', '中楼层(共6层)板楼  -  中山门街', '125万', '单价26946元/平米')
('https://image1.ljcdn.com/120000-inspection/a79b700a-7cf9-480c-859d-5dda0f738875.jpg.296x216.jpg', '陆典庭园 B户型三室 精装修 诚意出售', '第六大道陆典庭园  | 3室1厅 | 122.64平米 | 南 北 | 精装 | 无电梯', '5层板楼  -  上杭路', '355万', '单价28947元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload109bea3c-9fd7-4c05-b756-59accdd4eb97.jpg.296x216.jpg', '福东北里 二楼明厅 看房随时 河东产权', '福东北里  | 1室1厅 | 45.35平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)板楼  -  二号桥街', '106万', '单价23374元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload5c249cad-5a94-4a5d-bbda-258c571438e3.jpg.296x216.jpg', '滨河新苑 2室2厅 260万', '滨河新苑  | 2室2厅 | 99平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)板楼  -  富民路', '260万', '单价26263元/平米')
('https://image1.ljcdn.com/120000-inspection/82e5ff45-7ff8-4b43-90e4-69a6c9619746.jpg.296x216.jpg', '电修楼小区，交通方便，配套齐全', '电修楼  | 2室1厅 | 47.14平米 | 南 | 其他', '低楼层(共4层)暂无数据  -  春华街', '129万', '单价27366元/平米')
