('https://image1.ljcdn.com/510100-inspection/test-2895d2af-f5a8-4878-b3ba-329c510a4f6b.png.296x216.jpg', '校园路交大卡布里城标准装修套一', '交大卡布里城  | 1室1厅 | 50.59平米 | 南 | 其他 | 有电梯', '中楼层(共25层)2008年建板塔结合  -  犀浦', '62万', '单价12256元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d705b3e7-9cd1-4926-aa0d-41fd2537f1c9.png.296x216.jpg', '地铁口 森林小区 精装9层新 一梯两户 中间楼层 带地暖', '西区花园水云涧  | 4室3厅 | 157.08平米 | 东南 | 精装 | 无电梯', '中楼层(共6层)2005年建板楼  -  犀浦', '175万', '单价11141元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c9b7483c-e7a2-46f7-b1c5-e39c06b14923.png.296x216.jpg', '天邑宏御花园套二出售              。', '天邑宏御花园御苑  | 2室1厅 | 93.86平米 | 南 | 其他 | 有电梯', '高楼层(共25层)2016年建塔楼  -  橡树湾', '93万', '单价9909元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1e99e298-b61c-4081-a97a-6039f0c4a6fc.png.296x216.jpg', '华润橡树湾B区，有装修套二，全新未入住，位置安静！', '华润橡树湾B区  | 2室1厅 | 107.66平米 | 南 | 精装 | 有电梯', '低楼层(共34层)2013年建板塔结合  -  橡树湾', '118万', '单价10961元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5511d902-6fff-4e59-ab7a-1e534d6a03b1.png.296x216.jpg', '绿地国际花都三期房子全新装修，户型可改套三。', '绿地国际花都三期  | 2室2厅 | 72.09平米 | 西南 | 其他 | 有电梯', '中楼层(共32层)2014年建板楼  -  郫县城区', '88万', '单价12207元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b13111ca-6aa5-4ec9-b6fe-e01106325066.png.296x216.jpg', '绿地国际花都一期    标准 套三    装修房', '绿地国际花都一期  | 3室2厅 | 88.75平米 | 东南 | 其他 | 有电梯', '低楼层(共33层)2015年建塔楼  -  郫县城区', '97万', '单价10930元/平米')
('https://image1.ljcdn.com/510100-inspection/test-aa6981e2-671e-42a8-b238-b1f2a8d015c7.png.296x216.jpg', '上海花园标准套三双卫，中间楼层', '上海花园  | 3室2厅 | 139.3平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)2005年建板楼  -  犀浦', '110万', '单价7897元/平米')
('https://image1.ljcdn.com/510100-inspection/test-433130c0-c81a-4000-9d33-dcadf6ebf99f.png.296x216.jpg', '中信未来城装修套三单卫+对中庭+西南朝向', '中信未来城北区  | 3室2厅 | 85.32平米 | 西南 | 其他 | 有电梯', '高楼层(共33层)2013年建塔楼  -  郫县城区', '120万', '单价14065元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0ab5b708-3751-4df2-9870-6c0769f3fca9.png.296x216.jpg', '郫筒镇  华宇天府花城洋房出售', '华宇天府花城  | 3室2厅 | 117平米 | 南 | 其他 | 有电梯', '中楼层(共10层)2016年建板塔结合  -  郫县万达', '140万', '单价11966元/平米')
('https://image1.ljcdn.com/510100-inspection/test-89ede4e1-896a-495c-bb27-b6fee71ba2b4.png.296x216.jpg', '套三双卫带衣帽间 对中庭 看小区绿化 朝东北 低楼层', '交大万嘉季柳园  | 3室2厅 | 122.52平米 | 东北 | 简装 | 有电梯', '低楼层(共26层)2013年建塔楼  -  犀浦', '138万', '单价11264元/平米')
('https://image1.ljcdn.com/510100-inspection/test-83c4beed-60ee-4860-bae3-29b394d90815.png.296x216.jpg', '蜀都新天地套四双卫清水房................', '蜀都新天地  | 4室2厅 | 122.09平米 | 东南 | 其他 | 有电梯', '低楼层(共27层)2012年建塔楼  -  郫县万达', '90万', '单价7372元/平米')
('https://image1.ljcdn.com/510100-inspection/test-80807d0d-25eb-4ca2-955e-72c39eadcb90.png.296x216.jpg', '橡树湾标准精装套二，全新满两年从未住人', '华润橡树湾A区  | 2室1厅 | 52.47平米 | 东南 | 其他 | 有电梯', '中楼层(共34层)2013年建板塔结合  -  橡树湾', '112万', '单价21346元/平米')
('https://image1.ljcdn.com/510100-inspection/test-70395c25-02f3-4363-8607-8f86facb189b.png.296x216.jpg', '蜀风庭院装修套二保养好多层步梯低楼层', '蜀风庭院  | 2室1厅 | 86.9平米 | 东南 | 其他 | 无电梯', '中楼层(共5层)2009年建板楼  -  郫县城区', '63万', '单价7250元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1ea1db43-0774-43c1-ad1e-f74f55787ae1.png.296x216.jpg', '该房源清水房，采光充足，安静不临街，满二无增值税。', '华润橡树湾B区  | 2室2厅 | 52.08平米 | 东南 | 其他 | 有电梯', '高楼层(共34层)2013年建板塔结合  -  橡树湾', '105万', '单价20162元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploade5917175-32bc-4d84-a8ef-af23083de00c.jpg.296x216.jpg', '绿地三期套二对中庭！！！！！！！', '绿地国际花都三期  | 2室1厅 | 73.29平米 | 西南 | 其他 | 有电梯', '低楼层(共25层)2014年建板楼  -  郫县城区', '84万', '单价11462元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3541a4a0-bb42-4a3d-a9bf-ca8f67cbb2ae.png.296x216.jpg', '中铁西郡英华三期小套二清水出售', '中铁西郡英华三期  | 2室2厅 | 65.41平米 | 东南 | 其他 | 有电梯', '中楼层(共22层)2015年建塔楼  -  红光', '75万', '单价11467元/平米')
('https://image1.ljcdn.com/510100-inspection/test-80fc7d05-5821-4222-b6a9-463cc8b9b7ce.png.296x216.jpg', '银丰园二区 套三双卫带装修 149平', '银丰园二区  | 3室2厅 | 149.7平米 | 东 | 精装', '中楼层(共7层)板楼  -  橡树湾', '120万', '单价8017元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e101480c-e3db-404c-8a1e-616f71dee874.png.296x216.jpg', '装修套二，客厅带阳台，对小区中庭', '中铁瑞景茗城  | 2室2厅 | 82.13平米 | 东北 | 其他 | 有电梯', '中楼层(共18层)2012年建板楼  -  郫县城区', '90万', '单价10959元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8ce71881-be90-4ec7-9ab3-8982a8a1bf05.png.296x216.jpg', '公园1号 有装修 有家具家电 随时看房', '公园1号  | 3室2厅 | 71.94平米 | 西北 | 其他', '低楼层(共25层)2016年建塔楼  -  红光', '88万', '单价12233元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8c552a4d-606d-4039-9cf4-6eb14e814110.png.296x216.jpg', '华润橡树湾套三双卫，清水房，可自主装修', '华润橡树湾B区  | 3室2厅 | 125平米 | 东北 | 毛坯 | 有电梯', '中楼层(共34层)2013年建板塔结合  -  橡树湾', '150万', '单价12000元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4fb5dba3-8e54-4079-86c9-19f5f7f1db20.png.296x216.jpg', '套四清水，楼层好，西南朝向，对中庭。', '置信逸都C区  | 4室2厅 | 144.41平米 | 西南 | 其他 | 有电梯', '高楼层(共33层)2012年建板塔结合  -  郫县万达', '148万', '单价10249元/平米')
('https://image1.ljcdn.com/510100-inspection/75265b9f-728f-4fbb-a17a-02ac5ac437ba.jpg.296x216.jpg', '华润橡树湾+有装修+有车位+有阳台', '华润橡树湾B区  | 3室2厅 | 107.66平米 | 西南 | 其他 | 有电梯', '低楼层(共34层)2013年建板塔结合  -  橡树湾', '130万', '单价12076元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d936529b-1c3d-454c-a2bc-2ea87f982560.png.296x216.jpg', '中铁奥维尔    精装套三双卫', '中铁奥维尔  | 3室2厅 | 87.36平米 | 东南 西北 | 其他 | 有电梯', '高楼层(共31层)2014年建板塔结合  -  郫县城区', '101万', '单价11562元/平米')
('https://image1.ljcdn.com/510100-inspection/test-99899445-2477-4cd1-8346-c9db995ae886.png.296x216.jpg', '成都后花园三期  清水套四   双卫', '成都后花园三期  | 4室2厅 | 123.57平米 | 北 | 其他 | 有电梯', '低楼层(共25层)2012年建塔楼  -  成外', '188万', '单价15215元/平米')
('https://image1.ljcdn.com/510100-inspection/test-73a555ce-03ae-4182-8467-f4a8224f7ea9.png.296x216.jpg', '西区晨之曦，清水套三，客厅带阳台', '西区花园晨之曦  | 3室2厅 | 102.56平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)2004年建板楼  -  犀浦', '118万', '单价11506元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a74fbe9d-c510-4e23-a3ac-9754df27a7e9.png.296x216.jpg', '龙城国际套四清水出售。。。。。。。。', '龙城国际  | 4室2厅 | 109.15平米 | 南 | 毛坯 | 有电梯', '中楼层(共33层)2013年建板塔结合  -  橡树湾', '160万', '单价14659元/平米')
('https://image1.ljcdn.com/510100-inspection/test-193b2d73-ee7f-4301-8467-ed08294a00ba.png.296x216.jpg', '1958装修套二，对中庭采光好', '1958青年公馆  | 2室1厅 | 75.47平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2013年建板楼  -  红光', '80万', '单价10601元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bda45458-9206-45ac-aa1a-be16c2e65033.png.296x216.jpg', '成都后花园三期，装修套三双卫，采光好', '成都后花园三期  | 3室1厅 | 100.1平米 | 南 北 | 其他 | 有电梯', '高楼层(共25层)2012年建塔楼  -  成外', '165万', '单价16484元/平米')
('https://image1.ljcdn.com/510100-inspection/test-22041a08-2a60-4590-9e5a-ba88049ef0e8.png.296x216.jpg', '天邑方正套三+户型无浪费+通透户型+精装修拎包入住', '天邑宏御花园宏苑  | 3室2厅 | 119平米 | 东南 | 其他 | 有电梯', '中楼层(共20层)2016年建塔楼  -  橡树湾', '130万', '单价10925元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d27571c7-fd75-4044-abe0-40b9c0497040.png.296x216.jpg', '天邑宏御花园套三双卫出售                   .', '天邑宏御花园宏苑  | 3室2厅 | 119.5平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2016年建塔楼  -  橡树湾', '110万', '单价9206元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5d033e94-9214-4e77-bf89-b5513293fd1e.png.296x216.jpg', '派克二期装修套二 一梯两户 不临街 全阳台', '派克公馆  | 2室2厅 | 91.04平米 | 东南 | 精装 | 有电梯', '低楼层(共12层)2011年建板塔结合  -  成外', '120万', '单价13182元/平米')
('https://image1.ljcdn.com/510100-inspection/test-826ced9f-1955-4cce-87dc-af414cd7e028.png.296x216.jpg', '派克公馆此房2梯3户 简易装修 别墅视野开阔 采光不错', '派克公馆  | 2室1厅 | 89.99平米 | 西南 | 简装 | 有电梯', '中楼层(共18层)2011年建板塔结合  -  成外', '130万', '单价14447元/平米')
('https://image1.ljcdn.com/510100-inspection/9c7f746f-8bf9-4796-8a37-281a87236536.jpg.296x216.jpg', '西华枫林 2室2厅 92万', '西华枫林  | 2室2厅 | 88.35平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2001年建板楼  -  红光', '92万', '单价10414元/平米')
('https://image1.ljcdn.com/510100-inspection/437cdb03-4225-45d9-a05c-5cc3308773e6.jpg.296x216.jpg', '中铁西郡英华二期 套三双卫 简装', '中铁西郡英华二期  | 3室2厅 | 108.87平米 | 北 | 简装 | 有电梯', '高楼层(共31层)2013年建塔楼  -  红光', '110万', '单价10104元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c0915304-e39b-4f62-8c1e-145df828762a.png.296x216.jpg', '龙城国际 套三双卫 清水房 有钥匙 带阳台', '龙城国际  | 3室1厅 | 84.3平米 | 东 | 其他 | 有电梯', '中楼层(共33层)2013年建板塔结合  -  橡树湾', '132万', '单价15659元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a723d379-c750-4bf6-a767-ad4dbce13746.png.296x216.jpg', '成都市郫都区犀浦镇西区花园水云涧', '西区花园水云涧  | 3室2厅 | 151.17平米 | 东南 | 其他 | 无电梯', '低楼层(共5层)2005年建板楼  -  犀浦', '165万', '单价10915元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bed9576d-f8b6-4e58-be20-fcd82c574e7f.png.296x216.jpg', '英伦装修套三，户型方正，采光好。东南朝向。', '书香府邸二期英伦  | 3室2厅 | 121.92平米 | 东南 | 精装 | 有电梯', '高楼层(共16层)2011年建板楼  -  成外', '179万', '单价14682元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cd982387-921d-45f5-b0d1-debf0aae2cd4.png.296x216.jpg', '华宇天府花城+清水套三+对中庭+采光好', '华宇天府花城  | 3室2厅 | 82.9平米 | 西南 | 其他 | 有电梯', '高楼层(共28层)2015年建板塔结合  -  郫县万达', '100万', '单价12063元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b21c898f-4b36-422e-96cb-4b22088f26e2.png.296x216.jpg', '天邑宏御花园御苑，清水套三出售', '天邑宏御花园御苑  | 3室2厅 | 129.79平米 | 西北 | 其他 | 有电梯', '高楼层(共19层)2016年建塔楼  -  橡树湾', '130万', '单价10017元/平米')
('https://image1.ljcdn.com/510100-inspection/test-19858926-d766-47ab-921e-58071b688380.png.296x216.jpg', '中信未来城套一清水房+满二无增值税+随时看房', '中信未来城南区  | 1室1厅 | 52平米 | 西南 | 其他 | 有电梯', '低楼层(共27层)2013年建塔楼  -  郫县城区', '63万', '单价12116元/平米')
('https://image1.ljcdn.com/510100-inspection/test-285d098a-cf90-4754-abe5-57d497a22a16.png.296x216.jpg', '海骏达  二期   精装套四双卫', '海骏达蜀都1号凯悦二期  | 4室1厅 | 139平米 | 西南 | 其他 | 有电梯', '低楼层(共29层)2013年建板楼  -  郫县城区', '169万', '单价12159元/平米')
('https://image1.ljcdn.com/510100-inspection/test-af0e8948-613b-4b26-8a72-c0f0a29b96d9.png.296x216.jpg', '华润橡树湾套三双卫+清水+128平', '华润橡树湾B区  | 3室2厅 | 77.94平米 | 东南 西南 | 其他 | 有电梯', '高楼层(共34层)2013年建板塔结合  -  橡树湾', '120万', '单价15397元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1a7ff50c-d623-4535-a469-51c9ca582e6d.png.296x216.jpg', '前后中庭，通透清水套四，等待有缘的您！', '派克公馆  | 4室2厅 | 175.46平米 | 东北 | 其他 | 有电梯', '高楼层(共18层)2011年建板塔结合  -  成外', '238万', '单价13565元/平米')
('https://image1.ljcdn.com/510100-inspection/test-66b3bbdf-5a0f-4b2d-9d05-1094b3c962a1.png.296x216.jpg', '清水房，套三双卫，龙城国际，签合同房东随时可以', '龙城国际  | 3室2厅 | 101平米 | 东南 | 其他 | 有电梯', '低楼层(共33层)2013年建板塔结合  -  橡树湾', '170万', '单价16832元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c3aee4d0-eb08-48e2-b29a-c731c2e44a19.png.296x216.jpg', '西江月大套三 装修 客厅对中庭', '西江月  | 3室2厅 | 127.74平米 | 东 | 其他 | 有电梯', '低楼层(共17层)2009年建塔楼  -  成外', '158万', '单价12369元/平米')
('https://image1.ljcdn.com/510100-inspection/test-71bc37ac-dcf1-4fee-8350-c373ba500477.png.296x216.jpg', '锦绣西苑电梯大套二，居家装修，客厅带阳台，不临街', '锦绣西苑二期  | 2室1厅 | 86.98平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2010年建塔楼  -  郫县万达', '83.8万', '单价9635元/平米')
('https://image1.ljcdn.com/510100-inspection/test-03f91d3d-fefd-4852-91d9-e7c56e99fe2a.png.296x216.jpg', '书香  二期英伦小区 小套二 朝南', '书香府邸二期英伦  | 2室1厅 | 64.69平米 | 南 | 其他 | 有电梯', '中楼层(共16层)2011年建板楼  -  成外', '110万', '单价17005元/平米')
('https://image1.ljcdn.com/510100-inspection/test-60e72442-e65b-4fa4-8bc8-be373277ee61.png.296x216.jpg', '龙湖弗莱明戈 平层洋房 出售 客厅带阳台', '龙湖弗莱明戈二期  | 4室2厅 | 144.4平米 | 西南 | 其他 | 有电梯', '中楼层(共8层)2012年建板塔结合  -  郫县城区', '265万', '单价18352元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7a9e728c-a747-42a6-a4b8-a63e618ebde6.png.296x216.jpg', '合能四季城套三 产权满两年 自住居家装修 视野开阔', '合能四季城二期  | 3室1厅 | 76.19平米 | 西北 | 其他 | 有电梯', '中楼层(共28层)2013年建板塔结合  -  犀浦', '115万', '单价15094元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1d3a934e-397e-4270-bb98-c17ffedbca52.png.296x216.jpg', '西区花园水云涧 4室2厅 172万', '西区花园水云涧  | 4室2厅 | 141.08平米 | 东南 | 精装 | 无电梯', '中楼层(共5层)2005年建板楼  -  犀浦', '172万', '单价12192元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b54c8318-8345-440d-aa63-5a1d4879254f.png.296x216.jpg', '西江月清水套三 客厅带阳台 卧室带阳台', '西江月  | 3室2厅 | 125.94平米 | 东南 | 其他 | 有电梯', '低楼层(共17层)2013年建板楼  -  成外', '160万', '单价12705元/平米')
('https://image1.ljcdn.com/510100-inspection/test-dbc9a822-73ee-4fe6-83a7-e4de955ae882.png.296x216.jpg', '绿地国际花都三期+两室两厅+居家装修', '绿地国际花都三期  | 2室2厅 | 73.76平米 | 东 | 其他 | 有电梯', '高楼层(共32层)2014年建板楼  -  郫县城区', '82万', '单价11118元/平米')
('https://image1.ljcdn.com/510100-inspection/test-462e1081-6c46-4eb0-8016-b53c3ef500c0.png.296x216.jpg', '精装修套三  满两年 对中庭 有家具家电', '傲城  | 3室2厅 | 89平米 | 东北 | 其他 | 有电梯', '中楼层(共31层)2015年建板楼  -  犀浦', '138万', '单价15506元/平米')
('https://image1.ljcdn.com/510100-inspection/test-eed4431f-f0d8-4bbc-a478-b71a1c309a82.png.296x216.jpg', '派克精装通透套三，双面对中庭。', '派克公馆  | 3室2厅 | 121.34平米 | 西北 | 其他 | 有电梯', '低楼层(共12层)2011年建板塔结合  -  成外', '218万', '单价17967元/平米')
('https://image1.ljcdn.com/510100-inspection/test-691e80d8-22ef-4b8b-a264-66a578bc7fce.png.296x216.jpg', '通透户型，通风效果好！采光充足', '中铁西郡英华二期  | 2室2厅 | 72平米 | 北 | 精装 | 有电梯', '中楼层(共31层)2013年建塔楼  -  红光', '80.5万', '单价11181元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2a902675-1029-4ad1-b392-27341cce1590.png.296x216.jpg', '华润橡树湾A区 2室2厅 93万', '华润橡树湾A区  | 2室2厅 | 52平米 | 东北 | 其他 | 有电梯', '低楼层(共34层)2013年建板塔结合  -  橡树湾', '93万', '单价17885元/平米')
