('https://image1.ljcdn.com/340100-inspection/140b7668-86a7-4d29-bd92-5990a7ee96e1.JPG.296x216.jpg', '琥珀名城沁园 3室1厅 130万', '琥珀名城沁园  | 3室1厅 | 95.84平米 | 南 | 其他', '低楼层(共18层)2009年建塔楼  -  龙岗', '130万', '单价13565元/平米')
('https://image1.ljcdn.com/340100-inspection/76dd6e3a-6caa-4244-a4b9-3d2730400168.JPG.296x216.jpg', '风景苑 3室2厅 123万', '风景苑  | 3室2厅 | 127.25平米 | 南 北 | 其他', '高楼层(共6层)2003年建板楼  -  方庙', '123万', '单价9667元/平米')
('https://image1.ljcdn.com/340100-inspection/fb0ddf12-4ef4-4490-94b4-ea0a67552c4a.jpg.296x216.jpg', '紫云府 70年产权公寓  满两年 税费少', '紫云府  | 2室1厅 | 62.15平米 | 北 | 其他', '低楼层(共33层)2012年建塔楼  -  三里街', '75万', '单价12068元/平米')
('https://image1.ljcdn.com/340100-inspection/b4a2b2c0-e74d-423e-9d99-54d6ed0e5099.jpg.296x216.jpg', '新蚌埠路 未来家园 正规三室 次新小区', '未来家园  | 3室2厅 | 88.09平米 | 南 北 | 其他', '低楼层(共27层)2012年建塔楼  -  长淮', '130万', '单价14758元/平米')
('https://image1.ljcdn.com/340100-inspection/a22d7e24-3ae5-476d-a942-638910354f79.JPG.296x216.jpg', '单价低，采光好，满五唯一，实际面积比产证面积大！', '琥珀名城沁园  | 4室2厅 | 116.52平米 | 南 | 其他', '高楼层(共18层)2009年建塔楼  -  龙岗', '135万', '单价11586元/平米')
('https://image1.ljcdn.com/340100-inspection/972bb6ce-8761-4a6c-9096-32d0fb2bcd45.jpg.296x216.jpg', '二环内，精装修 东边户两室朝南光线充足，交通便利', '未来家园  | 3室2厅 | 85.8平米 | 南 | 其他', '高楼层(共26层)2012年建塔楼  -  长淮', '136万', '单价15851元/平米')
('https://image1.ljcdn.com/340100-inspection/1834ed83-5e6f-46ad-8827-956746e81b82.JPG.296x216.jpg', '为你而选 为你为家 利港新城 精装两房', '利港银河新城  | 2室1厅 | 92.53平米 | 南 | 其他', '高楼层(共12层)2009年建塔楼  -  嘉山路', '118万', '单价12753元/平米')
('https://image1.ljcdn.com/340100-inspection/8ad55f8a-9c81-4c80-a22e-faba4735b61a.JPG.296x216.jpg', '美晨雅阁2室2厅高楼层优质房源推荐', '美晨雅阁  | 2室2厅 | 83.13平米 | 南 北 | 其他', '高楼层(共6层)2009年建板楼  -  嘉山路', '115万', '单价13834元/平米')
('https://image1.ljcdn.com/340100-inspection/ec82c64a-6f05-4fd5-adab-f5de695e146d.JPG.296x216.jpg', '美晨雅阁 居家好房 业主诚心出售', '美晨雅阁  | 3室2厅 | 110.26平米 | 南 北 | 其他', '低楼层(共18层)2009年建塔楼  -  嘉山路', '145万', '单价13151元/平米')
('https://image1.ljcdn.com/340100-inspection/56a8ab37-5562-42fc-b500-8118efbe7e4e.JPG.296x216.jpg', '满五唯一，边户采光好，周边配套齐全，业主诚心卖', '华泰小区  | 2室1厅 | 57.72平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  城东', '95万', '单价16459元/平米')
('https://image1.ljcdn.com/340100-inspection/d26ad679-fa50-4785-b91b-7bb445406a92.jpg.296x216.jpg', '火车站 胜利广场 名人御苑 大三房  小区集中供暖', '名人御苑  | 3室1厅 | 136.91平米 | 南 | 其他', '中楼层(共32层)2005年建塔楼  -  长淮', '142万', '单价10372元/平米')
('https://image1.ljcdn.com/340100-inspection/29911f23-8a6c-486c-b804-76d51e49ee62.jpg.296x216.jpg', '香格里拉花园 交通便利 配套齐全', '香格里拉花园  | 2室2厅 | 69.3平米 | 东 | 其他', '中楼层(共34层)2008年建塔楼  -  方庙', '98万', '单价14142元/平米')
('https://image1.ljcdn.com/340100-inspection/6657d279-45a9-433c-8b45-e478d6a9686e.jpg.296x216.jpg', '七十年产权 距地铁口164米 正规一室 楼层佳  采光俱佳', '南都雲庭  | 1室1厅 | 45.68平米 | 东南 | 简装', '低楼层(共33层)2011年建塔楼  -  三里街', '50万', '单价10946元/平米')
('https://image1.ljcdn.com/340100-inspection/86ce18df-b322-4a3d-ba56-117314f18000.JPG.296x216.jpg', '保利东郡，新精装三房，户型方正 保利物业', '保利东郡  | 3室2厅 | 99.59平米 | 南 北 | 其他', '低楼层(共40层)2015年建塔楼  -  大兴镇', '162万', '单价16267元/平米')
('https://image1.ljcdn.com/340100-inspection/65aaaaac-b3a3-42ad-a0af-0b55f0639237.JPG.296x216.jpg', '中间楼层，采光充足，视野开阔.', '恒盛豪庭  | 3室2厅 | 121平米 | 南 | 其他', '低楼层(共31层)2011年建塔楼  -  和平路', '230万', '单价19009元/平米')
('https://image1.ljcdn.com/340100-inspection/5c545674-eb66-484a-ad23-838d6d609825.JPG.296x216.jpg', '中天左岸 2室2厅 178万', '中天左岸  | 2室2厅 | 107.6平米 | 南 北 | 其他', '中楼层(共32层)2010年建板楼  -  城东', '178万', '单价16543元/平米')
('https://image1.ljcdn.com/340100-inspection/64e5ee49-4c91-41d2-8860-a61a956a7f02.jpg.296x216.jpg', '华润紫云府 人车分流 楼层好 采光好', '紫云府  | 4室2厅 | 138.7平米 | 南 | 其他', '高楼层(共34层)2012年建板楼  -  三里街', '269万', '单价19395元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploada3a1b3c5-4169-4931-8daf-a02abf694ef8.jpg.296x216.jpg', '精装大四房，南北通透，正对花园，采光景观俱佳', '御景湾  | 4室2厅 | 162.5平米 | 南 北 | 精装', '中楼层(共30层)2009年建板楼  -  明光路', '314万', '单价19324元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadabecdc13-02af-4a1f-86ae-bc3f5cc863ed.jpg.296x216.jpg', '此房满2年，小户型，总价低 拎包入住！', '紫云府  | 1室1厅 | 58.21平米 | 北 | 其他', '低楼层(共33层)2012年建塔楼  -  三里街', '70万', '单价12026元/平米')
('https://image1.ljcdn.com/340100-inspection/54b00480-ae69-4df4-a995-7ea8884da010.jpg.296x216.jpg', '紫云府 1室1厅 72万', '紫云府  | 1室1厅 | 51.05平米 | 北 | 其他', '低楼层(共33层)2012年建塔楼  -  三里街', '72万', '单价14104元/平米')
('https://image1.ljcdn.com/340100-inspection/089dcd63-eabf-4317-9661-75d0962b27f5.JPG.296x216.jpg', '香格里拉花园，精装修，公摊小，诚心出售', '香格里拉花园  | 2室2厅 | 90.21平米 | 南 | 其他', '高楼层(共28层)2008年建塔楼  -  方庙', '122万', '单价13524元/平米')
('https://image1.ljcdn.com/340100-inspection/52ad20b9-8ca7-4f5c-b976-a1bfec0202dd.jpg.296x216.jpg', '金色梧桐，生活成熟，物业负责，*雄厚', '金色梧桐  | 3室2厅 | 120.43平米 | 东 | 其他', '高楼层(共31层)2011年建塔楼  -  胜利路', '171万', '单价14200元/平米')
('https://image1.ljcdn.com/340100-inspection/48a539ca-c127-4237-8882-59cbaa34b3eb.JPG.296x216.jpg', '精装修从未住过人，带电梯3居室，可以直接入住。', '恒大城  | 3室2厅 | 111.04平米 | 东北 | 其他', '低楼层(共18层)2013年建板楼  -  龙岗', '145万', '单价13059元/平米')
('https://image1.ljcdn.com/340100-inspection/5b486530-6299-4c3a-8b29-7527a07567fe.JPG.296x216.jpg', '元一名城 三室南北通透好房 中楼层 采光好 交通便捷', '元一名城B区  | 3室2厅 | 107.33平米 | 南 北 | 其他', '中楼层(共11层)2009年建塔楼  -  嘉山路', '157万', '单价14628元/平米')
('https://image1.ljcdn.com/340100-inspection/8ccbcaf7-90b0-4e3b-97ca-0e9531a92065.JPG.296x216.jpg', '河畔雅居 6室1厅 140万', '河畔雅居  | 6室1厅 | 171.5平米 | 南 | 其他', '高楼层(共6层)板楼  -  龙岗', '140万', '单价8164元/平米')
('https://image1.ljcdn.com/340100-inspection/1dcfa93f-0f9b-42dd-897b-cf73bd75c6f1.jpg.296x216.jpg', '金色地带大三室 大阳台 通透格局', '金色地带  | 3室2厅 | 121.7平米 | 南 北 | 其他', '高楼层(共27层)2013年建板楼  -  三里街', '178万', '单价14627元/平米')
('https://image1.ljcdn.com/340100-inspection/7cbb8c2e-91c2-47e7-85da-7042057a5fd7.jpg.296x216.jpg', '胜利广场边名人御苑大两房 景观高层 交通便利', '名人御苑  | 2室2厅 | 86.48平米 | 南 北 | 其他', '高楼层(共32层)2005年建塔楼  -  长淮', '115万', '单价13298元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload2391a941-a1ff-4eef-9d6b-51290393239b.jpg.296x216.jpg', '锦绣豪庭  电梯房  精装修 有钥匙 看房方便', '锦绣豪庭  | 3室2厅 | 92.65平米 | 南 | 其他', '低楼层(共32层)2012年建塔楼  -  胜利路', '145万', '单价15651元/平米')
('https://image1.ljcdn.com/340100-inspection/8f26c83e-63d0-41c2-a2a9-663150b79041.JPG.296x216.jpg', '龙兴苑小区 2室1厅 89万', '龙兴苑小区  | 2室1厅 | 91.47平米 | 南 | 其他', '中楼层(共11层)暂无数据  -  嘉山路', '89万', '单价9730元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadd846f63f-031e-413b-847b-39fac17fc688.jpg.296x216.jpg', '楼层好，采光好，小区生活气息浓厚 ，业主出售诚心。', '胜利新村  | 2室1厅 | 75.7平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  长淮', '92万', '单价12154元/平米')
('https://image1.ljcdn.com/340100-inspection/7bbf69d1-aac5-4e69-b4d5-9cddb57846f0.jpg.296x216.jpg', '银屏花园 三室朝南 居家装修 长淮地铁口 采光无影响', '银屏花园  | 3室1厅 | 94平米 | 南 | 其他', '中楼层(共6层)2002年建板楼  -  胜利路', '117万', '单价12447元/平米')
('https://image1.ljcdn.com/340100-inspection/4c782b4c-0d0d-491e-8e67-e0f5ec74d9bf.jpg.296x216.jpg', '电梯刚需两房   采光好  看房随时', '香格里拉花园  | 2室1厅 | 69.3平米 | 西 | 其他', '中楼层(共34层)2008年建塔楼  -  方庙', '90万', '单价12988元/平米')
('https://image1.ljcdn.com/340100-inspection/5d8d03cd-5186-4aff-aa43-c76b8bb1d7ba.jpg.296x216.jpg', '满五年，总价低，挑高复式，信地城市广场，中楼层', '信地城市广场  | 2室1厅 | 37.07平米 | 北 | 其他', '中楼层(共20层)2011年建塔楼  -  长淮', '70万', '单价18884元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload2a5f584d-3913-4a7f-90b9-ef812d55d2e7.JPG.296x216.jpg', '2居室，户型合理，采光充足，看房有钥匙 配套成熟', '香江世纪名城  | 2室1厅 | 80.01平米 | 南 | 其他', '中楼层(共11层)2006年建板楼  -  铜陵路', '97万', '单价12124元/平米')
('https://image1.ljcdn.com/340100-inspection/d61803c7-573d-4136-a97d-37b3c3947413.JPG.296x216.jpg', '瑞泰城市家园 2室2厅 96万', '瑞泰城市家园  | 2室2厅 | 80.24平米 | 南 | 其他', '高楼层(共6层)板楼  -  龙岗', '96万', '单价11965元/平米')
('https://image1.ljcdn.com/340100-inspection/e0d9da5a-a12c-4b77-8c82-b95adb631ef7.JPG.296x216.jpg', '大鹏怡和华庭 2室2厅 97万', '大鹏怡和华庭  | 2室2厅 | 82.03平米 | 南 | 其他', '低楼层(共6层)板楼  -  龙岗', '97万', '单价11825元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload3a7fff8d-3f8c-45ce-b4c0-a9ff70e921bd.jpg.296x216.jpg', '长淮 红星家园 2001年小区  两室两厅 中间楼层 采光好', '红星村  | 2室2厅 | 81.34平米 | 南 北 | 其他', '中楼层(共6层)1988年建板楼  -  长淮', '99万', '单价12172元/平米')
('https://image1.ljcdn.com/340100-inspection/59f3e8f7-bad7-4afd-bcd2-03ba64c98a48.jpg.296x216.jpg', '南北通透 三房  总价低 真实在售', '恒盛豪庭  | 3室2厅 | 100.35平米 | 南 北 | 其他', '低楼层(共31层)2011年建塔楼  -  和平路', '155万', '单价15446元/平米')
('https://image1.ljcdn.com/340100-inspection/0a49ee87-e42c-4e80-9303-e53aaa5bfcde.JPG.296x216.jpg', '香格里拉花园 两室精装 配套设施齐全', '香格里拉花园  | 2室2厅 | 73平米 | 西 北 | 其他', '中楼层(共34层)2008年建塔楼  -  方庙', '96万', '单价13151元/平米')
('https://image1.ljcdn.com/340100-inspection/1a26d7a3-1d15-49b8-a64e-170272e0ce1f.JPG.296x216.jpg', '花冲苑 3室2厅 137万', '花冲苑  | 3室2厅 | 127.04平米 | 南 | 其他', '中楼层(共6层)2003年建板楼  -  铜陵路', '137万', '单价10785元/平米')
('https://image1.ljcdn.com/340100-inspection/8be145b7-b482-4c67-8b2e-397bd20e6efc.JPG.296x216.jpg', '宝业东区 两居室170万 满五唯一 小区环境优美 位置佳', '宝业城市绿苑东区  | 2室2厅 | 97.24平米 | 南 北 | 其他', '低楼层(共18层)2008年建塔楼  -  和平路', '170万', '单价17483元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload5f7e96ad-6851-4d23-b514-f8e2065c0e54.jpg.296x216.jpg', '户型方正，大阳台，采光好，中间楼层', '紫云府  | 2室2厅 | 87.3平米 | 南 | 其他', '中楼层(共34层)2012年建板楼  -  三里街', '167万', '单价19130元/平米')
('https://image1.ljcdn.com/340100-inspection/e9c1cd55-7d50-48ae-aadd-948181bdd3f5.jpg.296x216.jpg', '楼层好 采光好 视野好 随时看房 价格能谈', '圣大国际  | 3室2厅 | 141.98平米 | 南 | 简装', '低楼层(共30层)塔楼  -  胜利路', '195万', '单价13735元/平米')
('https://image1.ljcdn.com/340100-inspection/82daffa9-eaf9-450b-a585-12c0b104ec6c.JPG.296x216.jpg', '铭座嘉园 业主设计师 自己设计精装 金三楼层 户型正气', '铭座嘉园  | 2室2厅 | 68.35平米 | 东 北 | 其他', '中楼层(共6层)板楼  -  三里街', '88万', '单价12875元/平米')
('https://image1.ljcdn.com/340100-inspection/cfb097b7-6daf-4b57-9cc4-6b3e5157a536.JPG.296x216.jpg', '临泉路  中间楼层小三房  中等装修', '花冲人才苑  | 3室1厅 | 81.43平米 | 南 | 其他', '中楼层(共6层)2000年建板楼  -  铜陵路', '96万', '单价11790元/平米')
('https://image1.ljcdn.com/340100-inspection/43d5a48b-0f26-4c11-b18c-071d8b0a8940.jpg.296x216.jpg', '毛坯房，采光无遮挡，中间楼层，房子满五唯一', '恒盛豪庭  | 3室2厅 | 100.35平米 | 南 北 | 其他', '中楼层(共31层)2011年建塔楼  -  和平路', '195万', '单价19432元/平米')
('https://image1.ljcdn.com/340100-inspection/3b907850-43ea-4478-8eed-727cfe06d6f6.JPG.296x216.jpg', '中间楼层两房，南北通透两房，全明户型，采光好', '宝业城市绿苑东区  | 2室2厅 | 102.3平米 | 南 北 | 其他', '中楼层(共6层)2008年建板楼  -  和平路', '165万', '单价16130元/平米')
('https://image1.ljcdn.com/340100-inspection/b8a73807-1183-42cd-bb44-e038d8d66a39.JPG.296x216.jpg', '银领时代 三室两厅 户型漂亮 全明', '银领时代花园  | 3室2厅 | 99.57平米 | 南 | 其他', '低楼层(共18层)2013年建板楼  -  方庙', '125万', '单价12554元/平米')
('https://image1.ljcdn.com/340100-inspection/3abf3b2a-c238-44c1-aeaf-442b52280a7e.JPG.296x216.jpg', '丽水天景苑 户型超棒 采光充足 交通便利 此房位置佳', '丽水天锦苑  | 3室1厅 | 91.98平米 | 南 北 | 其他', '低楼层(共6层)2010年建板塔结合  -  龙岗', '117万', '单价12721元/平米')
('https://image1.ljcdn.com/340100-inspection/5b669402-b74c-492b-8ead-0005b4085d5a.jpg.296x216.jpg', '安康小苑 经典三居 南北通透 无遮挡 采光好', '安康小苑  | 3室2厅 | 89.52平米 | 南 北 | 简装', '低楼层(共7层)暂无数据  -  三里街', '98万', '单价10948元/平米')
('https://image1.ljcdn.com/340100-inspection/3cd9a9fb-73b2-452a-a3e9-a08c918acd7b.jpg.296x216.jpg', '交通便利..小区环境号.适合大家庭居住', '未来家园  | 4室2厅 | 113平米 | 南 | 其他', '低楼层(共26层)2012年建塔楼  -  长淮', '157万', '单价13894元/平米')
('https://image1.ljcdn.com/340100-inspection/673f2cd1-c391-4462-ad3f-bcb894b289a0.jpg.296x216.jpg', '金色地带 正规南向两居室带客厅 有钥匙', '金色地带  | 2室1厅 | 69.13平米 | 南 | 简装', '中楼层(共27层)2013年建板楼  -  三里街', '88万', '单价12730元/平米')
('https://image1.ljcdn.com/340100-inspection/e5f730ab-e8dc-41a4-94d8-bfbd35bf9cfe.JPG.296x216.jpg', '中间楼层，采光充足，视野开阔。', '宝业东城广场  | 3室2厅 | 96.68平米 | 南 | 其他', '高楼层(共33层)2014年建塔楼  -  铜陵路', '170万', '单价17584元/平米')
('https://image1.ljcdn.com/340100-inspection/696af021-ac38-4ed3-bb5c-ad7c88ec45c9.JPG.296x216.jpg', '婚房装修，电梯三房，小区环境优美，生活配套完善', '海洲景秀世家  | 3室2厅 | 87平米 | 南 | 其他', '中楼层(共11层)2012年建板楼  -  龙岗', '120万', '单价13794元/平米')
('https://image1.ljcdn.com/340100-inspection/7ab04508-c44f-4027-a835-5e7c3e69dd7a.jpg.296x216.jpg', '物业好，周边设施齐全，交通方便，拎包入住', '紫云府  | 2室2厅 | 94.95平米 | 南 | 其他', '中楼层(共33层)2012年建塔楼  -  三里街', '130万', '单价13692元/平米')
('https://image1.ljcdn.com/340100-inspection/1981a4fb-05ce-487e-977c-abc79de97ebf.jpg.296x216.jpg', '吟春园 满5年 拎包入住  业主诚心出售', '吟春园  | 3室2厅 | 114.12平米 | 南 北 | 其他', '中楼层(共11层)2002年建板楼  -  三里街', '146万', '单价12794元/平米')
('https://image1.ljcdn.com/340100-inspection/dd2ceba2-de8d-4e99-b280-06e8abfbf061.jpg.296x216.jpg', '金色梧桐 2室1厅 100万', '金色梧桐  | 2室1厅 | 66.53平米 | 南 | 其他', '中楼层(共30层)2011年建塔楼  -  胜利路', '100万', '单价15031元/平米')
('https://image1.ljcdn.com/340100-inspection/43dfe0c5-e8a8-4916-8e5d-6b183390f414.JPG.296x216.jpg', '宝业城市绿苑东区 铜陵路 和平路 大两房 高品质小区', '宝业城市绿苑东区  | 2室2厅 | 109.76平米 | 南 北 | 其他', '中楼层(共11层)2008年建板楼  -  和平路', '178万', '单价16218元/平米')
('https://image1.ljcdn.com/340100-inspection/4aced97b-d66d-4d8c-9c2f-e281e5da5222.JPG.296x216.jpg', '市政新颜小区 3室1厅 109万', '市政新颜小区  | 3室1厅 | 78.3平米 | 南 | 其他', '高楼层(共6层)板楼  -  城东', '109万', '单价13921元/平米')
('https://image1.ljcdn.com/340100-inspection/967b5aa0-45aa-4948-afe4-e636666e9502.JPG.296x216.jpg', '银领时代花园 2室2厅 130万', '银领时代花园  | 2室2厅 | 96.81平米 | 南 北 | 其他', '低楼层(共24层)2013年建板楼  -  方庙', '130万', '单价13429元/平米')
('https://image1.ljcdn.com/340100-inspection/6616af41-c218-4799-ba8c-ecbe5d71802d.JPG.296x216.jpg', '满五，配套成熟，出行方便，户型方正', '砂轮新村  | 2室1厅 | 70.59平米 | 南 | 其他', '中楼层(共7层)1995年建板楼  -  和平路', '115万', '单价16292元/平米')
('https://image1.ljcdn.com/340100-inspection/6ce2476b-5009-4ac0-9169-88e1a3bd3a9e.JPG.296x216.jpg', '宋斗湾路 双南卧 采光好 楼栋新 居家装修', '双井新村  | 2室2厅 | 63.05平米 | 南 | 其他', '高楼层(共6层)板楼  -  城东', '86万', '单价13640元/平米')
('https://image1.ljcdn.com/340100-inspection/798c4182-b0d5-4d0b-b763-07aa83f395c3.jpg.296x216.jpg', '原始纯毛坯，南北通透，房型方正，楼层好，采光佳', '宝文国际花园  | 4室3厅 | 164平米 | 南 北 | 其他', '中楼层(共7层)暂无数据  -  长淮', '170万', '单价10366元/平米')
