('https://image1.ljcdn.com/shfdfs-image/20171130/86c1bddc-d736-4555-9e2e-6148af580ff6.jpg.296x216.jpg', '2016年次新小区，市中牛B住宅，8/10号地铁全南户型', '复兴珑御  | 2室2厅 | 140平米 | 南 | 精装', '中楼层(共32层)板楼  -  老西门', '1730万', '单价123572元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160831/7c10fa36-a462-4983-b87e-cb5aa6a194ea.jpg.296x216.jpg', '地铁口，黄浦上外+大同，高区视野开阔，满五', '惠祥公寓  | 2室2厅 | 103.02平米 | 西南 | 简装 | 有电梯', '高楼层(共14层)1998年建塔楼  -  世博滨江', '900万', '单价87362元/平米')
('https://image1.ljcdn.com/shfdfs-image/20140919/b1d6d3dd-7fc3-43b1-a946-81a8b0f7d4ef.jpg.296x216.jpg', '建国中路上，2004年小区，2梯6户，地铁9，10,13号线。', '建国大厦  | 3室2厅 | 131.92平米 | 西南 | 精装 | 有电梯', '低楼层(共24层)塔楼  -  打浦桥', '980万', '单价74288元/平米')
('https://image1.ljcdn.com/310000-inspection/5d77c38e-3dd7-4215-a932-103fa9889599.jpg.296x216.jpg', '【出国急售】【有子母车位】【满五年唯一】', '翠湖天地嘉苑  | 2室2厅 | 128平米 | 西南 | 精装 | 有电梯', '中楼层(共16层)板楼  -  新天地', '2040万', '单价159375元/平米')
('https://image1.ljcdn.com/310000-inspection/test-277f8ac3-e82c-4125-9a49-dc11c8e6953c.png.296x216.jpg', '新出房源  高区景观  全南户型  满五唯一  全天看房', '复兴苑  | 2室2厅 | 110.12平米 | 南 | 精装 | 有电梯', '中楼层(共32层)1998年建塔楼  -  新天地', '950万', '单价86270元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadcd470b81-ed80-4dae-b689-a857997211af.jpg.296x216.jpg', '满五年，精装修，诚意出售，交通便利，配套设施齐.', '仁德坊  | 2室2厅 | 90.56平米 | 南 | 精装 | 有电梯', '高楼层(共31层)2001年建板楼  -  五里桥', '800万', '单价88340元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload56c61265-7f63-4364-8597-1056c23a66d7.jpg.296x216.jpg', '一楼带天井，精装修适合投机客户，总价低', '北蒙三小区  | 2室0厅 | 40.6平米 | 东 | 精装 | 有电梯', '低楼层(共7层)1989年建板楼  -  五里桥', '365万', '单价89902元/平米')
('https://image1.ljcdn.com/310000-inspection/d47bf0f7-a4dd-4ac7-aab4-49bc72b5f99d.jpg.296x216.jpg', '建国中路，2004年小区，高区电梯房，全明两房，好视野', '建国大厦  | 2室2厅 | 86.67平米 | 东南 | 简装 | 有电梯', '中楼层(共24层)塔楼  -  打浦桥', '770万', '单价88843元/平米')
('https://image1.ljcdn.com/310000-inspection/test-dca302b7-5fd5-41ac-a9a2-75bb08f52daf.png.296x216.jpg', '蒙自路601弄 2室2厅 590万', '蒙自路601弄  | 2室2厅 | 78.57平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1987年建板楼  -  五里桥', '590万', '单价75093元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170504/a99e08d0-71b4-492f-9288-3d265b28d701.jpg.296x216.jpg', '满五年唯一，采光好，视线无遮挡，看房方便', '巨鹿路360号  | 2室2厅 | 69.76平米 | 南 | 精装', '高楼层(共6层)板楼  -  淮海中路', '680万', '单价97478元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload0938cb21-f25e-411f-815c-be12182279c8.jpg.296x216.jpg', '诚意卖房价格可谈+满五年税少+9/13号地铁+出门公园', '丽园路574弄  | 2室1厅 | 49.41平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1988年建板楼  -  五里桥', '445万', '单价90063元/平米')
('https://image1.ljcdn.com/310000-inspection/test-f47309ce-091a-46c8-a748-301e12238f07.png.296x216.jpg', '《笋盘》：位置安静+居家装修+主卧南北通+送储藏室', '运泰公寓  | 3室2厅 | 124.34平米 | 南 北 | 精装 | 有电梯', '低楼层(共30层)1999年建塔楼  -  五里桥', '960万', '单价77208元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170714/a7995cdb-a488-4ce8-ac32-7f049f985d33.jpg.296x216.jpg', '重新小区 2室1厅 570万', '重新小区  | 2室1厅 | 73.76平米 | 南 | 精装', '高楼层(共7层)1936年建板楼  -  人民广场', '570万', '单价77278元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160416/0acf268b-b258-4708-a814-56c25d2668f8.jpg.296x216.jpg', '老客户置换新房，低价急抛外滩滨江一房，高区景观房。', '华润外滩九里  | 1室2厅 | 73.51平米 | 南 | 精装 | 有电梯', '高楼层(共23层)2010年建板楼  -  黄浦滨江', '1100万', '单价149640元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload9221cc9b-acb7-426b-aa54-60aeca94dff8.jpg.296x216.jpg', '可改三房、近新天地、不靠马路阿安静、唯一省税', '海乾公寓  | 2室1厅 | 87.52平米 | 西 | 简装 | 无电梯', '低楼层(共7层)1997年建板楼  -  五里桥', '598万', '单价68328元/平米')
('https://image1.ljcdn.com/310000-inspection/test-3204f814-33f9-401c-8aec-77c0dc2ef330.png.296x216.jpg', '正南方向，高区采光佳，小区环境整洁绿化好，满五唯一', '丽丽小区  | 1室0厅 | 35.68平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1988年建板楼  -  五里桥', '320万', '单价89687元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171104/d695b121-ebdb-47ae-b725-78058c34d42c.jpg.296x216.jpg', '生活交通便捷！经典复式结构！高使用空间！', '中福花苑  | 1室0厅 | 42.46平米 | 东 | 精装 | 有电梯', '中楼层(共15层)2003年建板楼  -  蓬莱公园', '415万', '单价97740元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170329/93666281-531b-461c-86ac-edfed31c4068.jpg.296x216.jpg', '内环内董家渡金融城，小区唯一在售高区朝南，可谈价格', '中福花苑  | 1室1厅 | 42.46平米 | 南 | 精装 | 有电梯', '高楼层(共15层)2003年建板楼  -  蓬莱公园', '450万', '单价105983元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180114/f825b544-13af-4984-aad4-33183c8ac2c5.jpg.296x216.jpg', '人民广场板块地铁房高区采光足。交通便利，配套设施全', '威海苑  | 3室2厅 | 129.31平米 | 西 | 精装 | 有电梯', '高楼层(共18层)1999年建板楼  -  人民广场', '1100万', '单价85067元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171224/401b218c-24f6-47ca-81dd-42a160784ca5.jpg.296x216.jpg', '成熟地段，人民广场，新闸路地铁口50米，黄河路美食街', '福海公寓  | 2室2厅 | 137平米 | 东南 | 精装 | 有电梯', '中楼层(共32层)塔楼  -  人民广场', '900万', '单价65694元/平米')
('https://image1.ljcdn.com/310000-inspection/5759d847-9072-42d9-bf92-85aed30705d0.jpg.296x216.jpg', '俩房户型，全明，卫生间有窗，有钥匙，方便看房，', '蒙自路395弄  | 2室1厅 | 39.4平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1987年建板楼  -  五里桥', '275万', '单价69797元/平米')
('https://image1.ljcdn.com/310000-inspection/5519100d-4773-438e-8485-0f9c896a1e80.jpg.296x216.jpg', '产证满五年唯一，18年精装修，一房改两房', '蒙西小区  | 2室1厅 | 41.13平米 | 西 | 其他 | 无电梯', '中楼层(共7层)1996年建板楼  -  五里桥', '350万', '单价85097元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171228/4a33eb57-53eb-447c-b745-a980168ea85d.jpg.296x216.jpg', '业主降价150万诚意出售，小区前排12号楼，采光无遮挡', '融创滨江壹号院  | 4室2厅 | 262.38平米 | 南 | 精装 | 有电梯', '低楼层(共28层)2012年建板楼  -  世博滨江', '2970万', '单价113195元/平米')
('https://image1.ljcdn.com/310000-inspection/test-83a89509-393b-40f7-bc39-f59b3e88dcec.png.296x216.jpg', '永嘉路 满五年唯一 三开间南户型正气 看洋房文化景观', '海佳大厦  | 3室2厅 | 138.35平米 | 南 | 精装 | 有电梯', '高楼层(共11层)1999年建板楼  -  淮海中路', '1350万', '单价97579元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload880103e6-b476-450a-a124-d69e6636999a.jpg.296x216.jpg', '望江苑三房，全明户型，江景直视，含产权车位。', '望江苑  | 3室2厅 | 154.47平米 | 南 | 精装 | 有电梯', '高楼层(共29层)2000年建塔楼  -  世博滨江', '1350万', '单价87396元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160806/74dd2283-6a83-46e6-a823-6cd7e1329541.jpg.296x216.jpg', '豫园板块+5年唯一+业主置换+带车位+老客户委托', '太阳都市花园  | 2室2厅 | 113.42平米 | 南 | 其他 | 有电梯', '低楼层(共24层)1999年建塔楼  -  豫园', '950万', '单价83760元/平米')
('https://image1.ljcdn.com/310000-inspection/8500b87f-89fa-43c6-9734-87a639a7f696.jpg.296x216.jpg', '鲁班路地铁口，正规全南两房，附送面积10平，套内31平', '瞿溪路1003弄  | 2室0厅 | 34.58平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1985年建板楼  -  五里桥', '269万', '单价77791元/平米')
('https://image1.ljcdn.com/310000-inspection/bf4dbb2c-7582-43ce-beb3-ea09832ef340.jpg.296x216.jpg', '全南大一房 采光好 税费低  随时看房 4号线南浦大桥站', '雅士公寓  | 1室1厅 | 73.1平米 | 南 | 精装 | 有电梯', '中楼层(共22层)2001年建板楼  -  蓬莱公园', '700万', '单价95760元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171230/32d9fe4e-2c34-4cb4-88ca-2cf242dc9fff.jpg.296x216.jpg', '马当路双轨交，龙之梦旁，超大连体双阳台，东区高区', '汇龙新城  | 2室2厅 | 107.25平米 | 南 | 精装 | 有电梯', '高楼层(共28层)2002年建板楼  -  五里桥', '1200万', '单价111889元/平米')
('https://image1.ljcdn.com/310000-inspection/a79846e4-06f9-4a1d-9e46-cd4da9887a65.jpg.296x216.jpg', '东晖花苑 3室2厅 950万', '东晖花苑  | 3室2厅 | 130.98平米 | 东南 | 精装 | 有电梯', '高楼层(共31层)1999年建塔楼  -  打浦桥', '950万', '单价72531元/平米')
('https://image1.ljcdn.com/310000-inspection/c9c912d9-b8e8-4503-b8db-197b8c3b25c2.jpg.296x216.jpg', '边套全明 南北通透  感官舒适 层高好', '瑞南新苑  | 2室2厅 | 113.2平米 | 南 北 | 简装 | 有电梯', '低楼层(共27层)2001年建板楼  -  打浦桥', '950万', '单价83923元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload8fe8d6a4-dd31-42a0-970b-39aa7fcd3340.jpg.296x216.jpg', '高区33楼，采光无遮挡，业主很诚意出售，价格可谈', '新家坡园景苑  | 3室2厅 | 114.35平米 | 南 | 简装 | 有电梯', '高楼层(共34层)1999年建塔楼  -  五里桥', '1050万', '单价91824元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170422/862a6a96-2c1c-4d81-b62b-5a5b61d8d00f.jpg.296x216.jpg', '老业主 南北通风好户型 全天采光 带车位', '金日世家  | 3室2厅 | 139.2平米 | 南 | 精装 | 有电梯', '中楼层(共22层)2006年建板楼  -  蓬莱公园', '1350万', '单价96983元/平米')
('https://image1.ljcdn.com/310000-inspection/test-25af5cc2-7351-4fed-901b-0838935120d6.png.296x216.jpg', '外滩金融区，老码头旁，南北通好户型，两梯一户新房', '外滩公馆  | 3室2厅 | 155平米 | 南 | 毛坯 | 有电梯', '低楼层(共35层)2015年建板楼  -  董家渡', '1600万', '单价103226元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160529/d586ab4c-c0db-4a53-8d68-5ad4ffd23e99.jpg.296x216.jpg', '8/10号线双轨、全南3房、满五唯一', '国际广场(卢湾)  | 3室2厅 | 153.19平米 | 东南 | 简装 | 有电梯', '中楼层(共29层)1997年建塔楼  -  新天地', '950万', '单价62015元/平米')
('https://image1.ljcdn.com/310000-inspection/test-526e257e-8ef4-4567-91eb-c6d8435e03fa.png.296x216.jpg', '翠湖天地三期边套全明 Only cost performance 方便看', '翠湖天地嘉苑  | 2室2厅 | 133.31平米 | 西 东北 | 精装 | 有电梯', '中楼层(共29层)2008年建板楼  -  新天地', '2200万', '单价165029元/平米')
('https://image1.ljcdn.com/310000-inspection/d5d45a6d-c4a3-4673-8460-eda081227c24.jpg.296x216.jpg', '交通便捷，房型正气，有超市，商场', '兴林公寓  | 2室2厅 | 107.45平米 | 南 | 简装 | 有电梯', '低楼层(共26层)2005年建板楼  -  老西门', '820万', '单价76315元/平米')
('https://image1.ljcdn.com/310000-inspection/c1ac061a-5a0e-4618-b46e-601cbb8f097b.jpg.296x216.jpg', '门口就是8/10号线，满二唯一，采光视野好，可以拎包住', '林荫大楼  | 2室2厅 | 82平米 | 西 | 精装 | 有电梯', '低楼层(共16层)1990年建塔楼  -  老西门', '650万', '单价79269元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170904/6d4037f9-3a17-4e21-a5f2-dfe0edc32fca.jpg.296x216.jpg', '长峰馨园 3室2厅 1680万', '长峰馨园  | 3室2厅 | 156.63平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2007年建板楼  -  董家渡', '1680万', '单价107260元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171104/27efe25b-c027-4c63-b855-cbab24fe56f6.jpg.296x216.jpg', '新出笋盘 +满五且无个税+业主急售+城隍庙陆家嘴', '东淮海公寓  | 2室2厅 | 118.69平米 | 南 | 精装 | 有电梯', '低楼层(共28层)2003年建板楼  -  豫园', '1080万', '单价90994元/平米')
('https://image1.ljcdn.com/310000-inspection/de7a0b47-d6e2-4c69-ad3f-4e313c101e95.jpg.296x216.jpg', '满五唯一  中高层  一梯两户  随时签字  素质住户', '银杏家园  | 2室2厅 | 102.82平米 | 南 | 简装 | 有电梯', '高楼层(共21层)2000年建板楼  -  五里桥', '780万', '单价75861元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170214/f25cb010-a56f-405a-8c24-6fe49323eeb0.jpg.296x216.jpg', '带车位出售，13/9号双线，房型正气，南北通，满五唯一', '汇龙新城  | 3室2厅 | 158.3平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2002年建板楼  -  五里桥', '1550万', '单价97916元/平米')
('https://image1.ljcdn.com/310000-inspection/test-fe9e699b-7723-4717-8d77-04e956b29d15.png.296x216.jpg', '银杏家园 3室2厅 1380万', '银杏家园  | 3室2厅 | 155.11平米 | 南 | 精装 | 有电梯', '中楼层(共21层)2000年建板楼  -  五里桥', '1380万', '单价88970元/平米')
('https://image1.ljcdn.com/310000-inspection/cb16197c-6283-4024-9970-2a9c27702c9d.jpg.296x216.jpg', '带地下产权车位，精装三房，小区蕞好位置看景观！', '太阳都市花园  | 3室2厅 | 149.81平米 | 南 | 精装 | 有电梯', '高楼层(共24层)1999年建塔楼  -  豫园', '1400万', '单价93452元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/540ee87e-121f-4945-8c18-b386c52c43ec.png.280x210.jpg', '复兴东路三小+南北通+带车位+业主诚售+老客户委托', '太阳都市花园  | 3室2厅 | 153.52平米 | 东 | 精装 | 有电梯', '中楼层(共33层)1999年建塔楼  -  豫园', '1188万', '单价77385元/平米')
('https://image1.ljcdn.com/310000-inspection/test-451c36b4-411f-4fc2-be5e-9757a99aa834.png.296x216.jpg', '黄外耀江前排景观户型+ 满五年+ V一 +近地铁西藏南路', '耀江花园  | 3室2厅 | 128.29平米 | 南 | 精装 | 有电梯', '低楼层(共31层)2002年建板楼  -  世博滨江', '1650万', '单价128615元/平米')
('https://image1.ljcdn.com/310000-inspection/b4e3812d-8017-46e2-84c6-784b3ee333ac.jpg.296x216.jpg', '2008年小区，高区全朝南，带连体大阳台，看小区花园', '黄浦新苑(公寓)  | 2室2厅 | 97.16平米 | 南 | 精装 | 有电梯', '高楼层(共27层)2007年建板楼  -  蓬莱公园', '990万', '单价101894元/平米')
('https://image1.ljcdn.com/shfdfs-image/2014/0329/50A2897A6EE6420F80D46EFDBF02B380.jpg.296x216.jpg', '（xique南北通）（精装两房带地暖）烫金地段-近新天地', '黄浦众鑫城  | 2室2厅 | 121.63平米 | 南 | 精装 | 有电梯', '低楼层(共31层)2002年建塔楼  -  老西门', '980万', '单价80573元/平米')
('https://image1.ljcdn.com/310000-inspection/cf7a763d-81b3-4d83-91b5-ee8089b150da.jpg.296x216.jpg', '链家好房，极力推荐，精装全明两房，临 近地铁4号线', '海潮路230弄  | 2室1厅 | 53.59平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1980年建板楼  -  蓬莱公园', '439万', '单价81919元/平米')
('https://image1.ljcdn.com/310000-inspection/72034cad-6e91-4207-8235-8ae42cb89dbe.jpg.296x216.jpg', '日月光打浦桥地段+双轨交通+精装全送 配套成熟', '白云公寓  | 2室2厅 | 109.81平米 | 南 | 精装 | 有电梯', '高楼层(共21层)1998年建塔楼  -  五里桥', '830万', '单价75586元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170704/34572dd7-895d-40f5-9293-a2ff84f47755.jpg.296x216.jpg', '新天地 单价低 实惠三房 空置', '国际广场(卢湾)  | 3室2厅 | 153.21平米 | 西北 | 简装 | 有电梯', '中楼层(共29层)1997年建塔楼  -  新天地', '1100万', '单价71797元/平米')
('https://image1.ljcdn.com/310000-inspection/test-d51bf152-59e6-4efe-96ed-6008d14e25f6.png.296x216.jpg', '高区南北通两房，楼W位置，付款快价格可谈', '上海滩花园  | 2室2厅 | 120.61平米 | 南 | 精装 | 有电梯', '中楼层(共31层)2006年建板楼  -  黄浦滨江', '1380万', '单价114419元/平米')
('https://image1.ljcdn.com/310000-inspection/test-4ff28b82-2e05-4445-818d-c78c9df5c0c0.png.296x216.jpg', '厅南北通2南1北_业主维护的好_诚意卖可谈_小区绿化好', '紫荆新苑  | 3室2厅 | 119.04平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1998年建板楼  -  世博滨江', '850万', '单价71405元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171007/5bc6b714-22f4-4440-8e26-6c2069377550.jpg.296x216.jpg', '徐家汇路，满五唯一+诚意出售+价格可谈+配套齐全', '双钱公寓  | 3室2厅 | 177平米 | 南 | 精装 | 有电梯', '低楼层(共30层)塔楼  -  打浦桥', '1300万', '单价73447元/平米')
('https://image1.ljcdn.com/310000-inspection/test-7fbf47a9-b429-4bbd-ab17-b067b103e457.png.296x216.jpg', '带产权车位！全新装修税费少，双轨交汇，小区中间位置', '中汇公寓  | 3室2厅 | 134.75平米 | 南 | 精装 | 有电梯', '低楼层(共29层)2002年建板楼  -  五里桥', '1550万', '单价115028元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171228/333c95a8-fb9f-4dfa-9f8e-f4aac1de8cea.jpg.296x216.jpg', 'haohua装修，可拎包入住，楼层好，全天采光', '滨江名人苑  | 2室2厅 | 101.1平米 | 南 | 精装 | 有电梯', '低楼层(共32层)板楼  -  黄浦滨江', '995万', '单价98418元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/1c80c536-fc4a-4687-9448-bc5f082e394e.png.280x210.jpg', '精装修2房诚意出售，业主自住看房方便，满五年唯一', '蒙自路440弄  | 2室0厅 | 54.25平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1986年建板楼  -  五里桥', '455万', '单价83871元/平米')
