('https://image1.ljcdn.com/610100-inspection/f45f11cd-1807-4376-bd53-a2e2e5aa712d.jpg.296x216.jpg', '配套齐全，教育医疗交通都很方便 标准两居室', '御锦城V青年  ', '中楼层(共34层)塔楼  -  浐灞', '103万', '单价14110元/平米')
('https://image1.ljcdn.com/610100-inspection/109063da-1ebc-48bb-a8c6-8aa795168bf8.jpg.296x216.jpg', '浐灞半岛A15区  南北通透 小区环境好 业主诚心出售', '浐灞半岛A15区  ', '高楼层(共11层)板塔结合  -  浐灞', '265万', '单价16808元/平米')
('https://image1.ljcdn.com/610100-inspection/5a6f847d-01bd-413a-a410-c5670a92a6e2.jpg.296x216.jpg', '大三室电梯房，交通便利，配套成熟。', '金裕青青家园  ', '中楼层(共12层)板塔结合  -  浐灞', '165万', '单价10152元/平米')
('', '水岸东方1期 精装两房 诚信出售', '水岸东方1期  ', '低楼层(共18层)板塔结合  -  浐灞', '109万', '单价12525元/平米')
('https://image1.ljcdn.com/610100-inspection/test-66fc6519-1439-4848-b910-5fa389159bde.png.296x216.jpg', '御锦城理想树三居室，南北通透，空房出售', '御锦城理想树  ', '中楼层(共32层)板塔结合  -  浐灞', '165万', '单价16122元/平米')
('https://image1.ljcdn.com/610100-inspection/test-20bcf8eb-3404-421d-862e-380a617d621d.png.296x216.jpg', '长乐坡 龙湖香醍国际社区朝南一居室 诚意出售', '龙湖香醍国际社区  ', '高楼层(共32层)板楼  -  浐灞', '50万', '单价12377元/平米')
('', '本房采光好，全明户型，家具家电较好，业主诚心出售。', '东方罗马花园  ', '中楼层(共10层)板楼  -  浐灞', '120万', '单价21456元/平米')
('https://image1.ljcdn.com/610100-inspection/test-b12746d4-a081-46ac-a09d-cefb13db7dda.png.296x216.jpg', '凯森福景美地 1室1厅 69万', '凯森福景美地  ', '低楼层(共30层)塔楼  -  浐灞', '69万', '单价13388元/平米')
('https://image1.ljcdn.com/610100-inspection/a9e13396-96e9-4542-9d74-5fb46abbeef5.jpg.296x216.jpg', '满五唯一，无个税，优质一居室，动静分离，价格可谈', '翠屏湾二期  ', '低楼层(共20层)塔楼  -  浐灞', '72万', '单价24041元/平米')
('', '水岸东方三期 大3室2厅1厨2卫 纯南户型', '水岸东方3期  ', '低楼层(共18层)板塔结合  -  浐灞', '170万', '单价14153元/平米')
('', '电建社区(纺建路) 2室2厅 66万', '电建社区(纺建路)  ', '高楼层(共6层)板楼  -  浐灞', '66万', '单价8782元/平米')
('https://image1.ljcdn.com/610100-inspection/cf29ce21-58a7-44f8-9432-6a70b775d0ce.jpg.296x216.jpg', '浐灞生态区 地铁口 南北通全明精装两房', '浐灞半岛A10区  ', '低楼层(共24层)板楼  -  浐灞', '140万', '单价15506元/平米')
('https://image1.ljcdn.com/610100-inspection/e5b89512-d3a3-4101-81b7-334d547aeb72.jpg.296x216.jpg', '浐灞生态区  24国领事馆区 地铁口，毛坯优质顶复式', '浐灞半岛A10区  ', '高楼层(共17层)板塔结合  -  浐灞', '200万', '单价13803元/平米')
('https://image1.ljcdn.com/610100-inspection/0c5d3147-8115-489b-99e9-52fc24488ea8.jpg.296x216.jpg', '御锦城鹭湾 简装两居室诚心出售', '御锦城鹭湾  ', '中楼层(共34层)板塔结合  -  浐灞', '145万', '单价16702元/平米')
('https://image1.ljcdn.com/610100-inspection/1f10c0b1-6cdd-4cca-a356-734b3219b2f2.jpg.296x216.jpg', '御锦城3期、2室1厅1厨1卫、精装修、诚意出售。', '御锦城V青年  ', '高楼层(共30层)塔楼  -  浐灞', '120万', '单价16482元/平米')
('https://image1.ljcdn.com/610100-inspection/test-5a9f9861-e304-4701-bff7-e46d0e6174cb.png.296x216.jpg', '灞桥 三室价格优惠  南北朝向 业主诚心出售', '灞桥园丁花苑  ', '中楼层(共6层)板楼  -  浐灞', '120万', '单价9245元/平米')
('', '水岸东方 全南向 高楼层 采光好视野好', '水岸东方2期  ', '中楼层(共26层)板塔结合  -  浐灞', '118万', '单价12437元/平米')
('', '浐灞半岛A10区 1室1厅 96万', '浐灞半岛A10区  ', '高楼层(共18层)板塔结合  -  浐灞', '96万', '单价13920元/平米')
('https://image1.ljcdn.com/610100-inspection/test-06a6d253-5e93-4243-b326-9ff957fc4dbd.png.296x216.jpg', '龙湖香醍国际社区 高层东向一居室 诚意出售', '龙湖香醍国际社区  ', '中楼层(共32层)板楼  -  浐灞', '55万', '单价13353元/平米')
('', '满三满二，精装小1居，业主诚心出售', '东方罗马花园  ', '低楼层(共27层)板塔结合  -  浐灞', '36万', '单价13868元/平米')
('', '环境优美 房间干净 业主诚心出售 配套齐全', '东方罗马花园  ', '低楼层(共10层)板楼  -  浐灞', '74万', '单价20403元/平米')
('', '檀香园 浐河西路 洋房 一楼 20平花园 双地铁 户型方正', '檀香园  ', '低楼层(共9层)板楼  -  浐灞', '258万', '单价16974元/平米')
('https://image1.ljcdn.com/610100-inspection/1122ef92-d0c1-4742-9cb8-f5503e8c6f8e.jpg.296x216.jpg', '御锦城二期 2室南北通透 户型方正 带入户花园领包入住', '御锦城鹭湾  ', '高楼层(共31层)板塔结合  -  浐灞', '140万', '单价15527元/平米')
('https://image1.ljcdn.com/610100-inspection/0fe4d9ce-baa4-4d6c-95fe-f40193588094.jpg.296x216.jpg', '房子精装修 家具家电全带 南北通透', '浐灞半岛A11区  ', '低楼层(共27层)板塔结合  -  浐灞', '200万', '单价16092元/平米')
('https://image1.ljcdn.com/610100-inspection/4bc78b76-ca18-4987-9941-8a14b6af1c02.jpg.296x216.jpg', '房子价钱可谈  业主诚信出售    和业主正在详细了解', '龙湖香醍国际社区  ', '低楼层(共9层)板楼  -  浐灞', '160万', '单价17978元/平米')
('https://image1.ljcdn.com/610100-inspection/f1818b1b-94f4-44f8-b50d-62335e505858.jpg.296x216.jpg', '恒大绿洲，最实惠置换大四室，随时看房', '恒大绿洲  ', '高楼层(共33层)板塔结合  -  浐灞', '220万', '单价13445元/平米')
('https://image1.ljcdn.com/610100-inspection/test-d63d24f5-cddc-4917-b2aa-d0188ddf91e8.png.296x216.jpg', '精装，交通便利，地铁三号线，配套齐全，小区环境好。', '浐灞半岛A6区  ', '高楼层(共11层)板塔结合  -  浐灞', '125万', '单价15433元/平米')
('', '明林庭苑 精装两室 优质户型 满五满二 业主诚心出售', '明林庭苑  ', '低楼层(共18层)暂无数据  -  浐灞', '105万', '单价11761元/平米')
('https://image1.ljcdn.com/610100-inspection/e55d2688-254d-4465-ab69-65c611c8a1c5.jpg.296x216.jpg', '此房业主自住，交通便利，配套成熟', '上上墅  ', '低楼层(共18层)暂无数据  -  浐灞', '150万', '单价20178元/平米')
('https://image1.ljcdn.com/610100-inspection/526a5e96-1185-4140-a63d-526ac193583a.jpg.296x216.jpg', '中间楼层小三居，科技家电，精装修，业主诚心出售', '上上墅  ', '中楼层(共16层)暂无数据  -  浐灞', '165万', '单价22181元/平米')
('', '西港碧水湾 3室2厅 140万', '西港碧水湾  ', '中楼层(共30层)板塔结合  -  浐灞', '140万', '单价9338元/平米')
('', '城东 咸宁东路 浐河边恒大绿洲环境优美 精装四室', '恒大绿洲  ', '高楼层(共33层)板塔结合  -  浐灞', '275万', '单价16959元/平米')
('https://image1.ljcdn.com/610100-inspection/c66af404-f94a-46c4-84f7-fce163f12213.jpg.296x216.jpg', '水岸东方二期 精装大两居 满五满二 诚心出售 可按揭', '水岸东方2期  ', '高楼层(共26层)板塔结合  -  浐灞', '132万', '单价13964元/平米')
('https://image1.ljcdn.com/610100-inspection/f3fc6aad-8336-49e0-bbd7-42706fe38a44.jpg.296x216.jpg', '龙湖香醍二期 精装三居室婚房 短住  南北户型  诚售', '龙湖香醍国际社区  ', '中楼层(共31层)板塔结合  -  浐灞', '230万', '单价18142元/平米')
('https://image1.ljcdn.com/610100-inspection/fdd09dc1-9f81-4cd0-937a-51a27926c0d2.jpg.296x216.jpg', '纺织城地铁站，三条地铁线交汇点', '灞桥园丁花苑  ', '高楼层(共6层)板楼  -  浐灞', '105万', '单价10297元/平米')
('https://image1.ljcdn.com/610100-inspection/2543c03c-efae-46e2-9866-155e6a8fb10f.jpg.296x216.jpg', '翠屏湾地中海风格精装修复式两居，楼上带卫生间。', '翠屏湾二期  ', '高楼层(共20层)板楼  -  浐灞', '115万', '单价23318元/平米')
('https://image1.ljcdn.com/610100-inspection/test-7ba7f9e3-8748-4298-ba0e-d6a4c6093733.png.296x216.jpg', '龙湖香醍蓝湾高层 精装两室 拎包入住', '龙湖香醍国际社区  ', '低楼层(共29层)暂无数据  -  浐灞', '165万', '单价18375元/平米')
('', '十里铺两居室近地铁，交通便利，满5满2，户型方正', '金裕青青家园西区  ', '高楼层(共4层)塔楼  -  浐灞', '85万', '单价9676元/平米')
('', '桃花潭地铁口+浐灞半岛别墅区+精装两室', '浐灞半岛A11区  ', '中楼层(共27层)板塔结合  -  浐灞', '155万', '单价16209元/平米')
('https://image1.ljcdn.com/610100-inspection/test-887e44b4-1f42-4205-ad30-5f3d9649e4d1.png.296x216.jpg', '水岸东方二期  精装南北通透三居室 诚心出售', '水岸东方2期  ', '低楼层(共22层)板塔结合  -  浐灞', '210万', '单价14081元/平米')
('', '御锦城精装大三居  南北通透  业主诚心出售', '御锦城原香  ', '中楼层(共18层)板塔结合  -  浐灞', '183万', '单价14187元/平米')
('', '御锦城二期鹭湾  三室两厅一厨两卫 南北通透', '御锦城鹭湾  ', '中楼层(共34层)板塔结合  -  浐灞', '220万', '单价16542元/平米')
('https://image1.ljcdn.com/610100-inspection/6cf689ff-e87f-4cc0-9fda-3758ba48a153.jpg.296x216.jpg', '浐灞生态区，地铁口，精装大三室，满五满二，可按揭', '浐灞半岛A10区  ', '高楼层(共23层)板塔结合  -  浐灞', '260万', '单价18182元/平米')
('https://image1.ljcdn.com/610100-inspection/1e430b53-340a-4155-bbab-2287695b3e6b.jpg.296x216.jpg', '翠屏湾二期 精装三室 南北通透采光好 满三满二可按揭', '翠屏湾二期  ', '低楼层(共18层)板塔结合  -  浐灞', '150万', '单价13495元/平米')
('https://image1.ljcdn.com/610100-inspection/5195ccc6-b915-47b7-ae99-90f520de451e.jpg.296x216.jpg', '地铁口，浐灞半岛，优质三室，急售', '浐灞半岛A6区  ', '高楼层(共18层)板塔结合  -  浐灞', '188万', '单价15996元/平米')
('https://image1.ljcdn.com/610100-inspection/5f282e0e-50a7-414e-9554-caf516d32527.jpg.296x216.jpg', '御锦城四期 三室精装修 交通便利 看房随时 满三可按揭', '御锦城时代ICON  ', '高楼层(共31层)板塔结合  -  浐灞', '140万', '单价15843元/平米')
('https://image1.ljcdn.com/610100-inspection/test-0907639d-0ded-433a-b607-9919f731c162.png.296x216.jpg', '金裕青青家园大两居可改三居，好楼层，精装送家具家电', '金裕青青家园  ', '中楼层(共6层)板楼  -  浐灞', '120万', '单价11124元/平米')
('https://image1.ljcdn.com/610100-inspection/test-92ac5363-d710-451f-871b-4c401cb3b24b.png.296x216.jpg', '地铁口罕见南北通透两室中装，价格很低，优质房源', '浐灞半岛A6区  ', '高楼层(共11层)板塔结合  -  浐灞', '113万', '单价14519元/平米')
('', '三号广泰门，三居全明好户型，家具家电带可拎包入住', '上上墅  ', '低楼层(共18层)板塔结合  -  浐灞', '150万', '单价20135元/平米')
('', '东方罗马花园平层小两居稀有户型业主诚心出售', '东方罗马花园  ', '低楼层(共27层)板塔结合  -  浐灞', '83万', '单价14109元/平米')
('https://image1.ljcdn.com/610100-inspection/test-a630ab19-c734-4abc-98bd-7d1723386ea6.png.296x216.jpg', '明厨明卫，户型方正，超大阳台，精装新房，看房随时', '灞业大境  ', '低楼层(共34层)暂无数据  -  浐灞', '50万', '单价13532元/平米')
('', '翠屏湾二期 1室1厅 70万', '翠屏湾二期  ', '低楼层(共20层)塔楼  -  浐灞', '70万', '单价23689元/平米')
('', '交通便利，业主诚心出售，小区环境优美。', '荣德棕榈湾  ', '低楼层(共30层)塔楼  -  浐灞', '110万', '单价12500元/平米')
('https://image1.ljcdn.com/610100-inspection/dd42212d-a11a-44b8-afdf-304301dda8a8.jpg.296x216.jpg', '浐灞 长乐坡地铁口 交通出行便利', '荣德棕榈湾  ', '低楼层(共6层)板楼  -  浐灞', '195万', '单价14913元/平米')
('https://image1.ljcdn.com/610100-inspection/557143e2-4406-4e1e-8c46-7001f323fcbb.jpg.296x216.jpg', '此房西南户型，业主全款购买，房本在手，满三满二', '翠屏湾1期  ', '低楼层(共33层)板塔结合  -  浐灞', '130万', '单价14650元/平米')
('https://image1.ljcdn.com/610100-inspection/2851c4ed-9cd2-4a45-b6ad-8da23d67e8cf.jpg.296x216.jpg', '两室两厅  户型方正   南北通透', '金裕青青家园  ', '中楼层(共6层)板楼  -  浐灞', '108万', '单价10209元/平米')
('https://image1.ljcdn.com/610100-inspection/test-dca75214-6f75-4f56-96e4-0a7070551651.png.296x216.jpg', '十里铺桃花潭公园旁金裕青青家园97平大两室 诚心出售', '金裕青青家园  ', '中楼层(共6层)板楼  -  浐灞', '120万', '单价12292元/平米')
('https://image1.ljcdn.com/610100-inspection/test-84188a34-1c95-455d-a01c-3778e0909678.png.296x216.jpg', '翠屏湾大两居  精装自住 交通便利  保持好', '翠屏湾1期  ', '中楼层(共18层)塔楼  -  浐灞', '125万', '单价14090元/平米')
('', '龙湖1期高层，纯南户型两室，视野开阔', '龙湖香醍国际社区  ', '高楼层(共34层)板楼  -  浐灞', '150万', '单价16667元/平米')
('https://image1.ljcdn.com/610100-inspection/test-132b0312-faeb-46fa-898b-116d20fffaf5.png.296x216.jpg', '好地段 浐灞半岛 金融区 a14 两室 精装修 好楼层', '浐灞半岛A14区  ', '低楼层(共18层)板塔结合  -  浐灞', '132万', '单价15349元/平米')
('', '御锦城 两室两厅两卫 精装 满五过二', '御锦城原香  ', '中楼层(共24层)板塔结合  -  浐灞', '130万', '单价13964元/平米')
('', '御锦城6期理想树，2室2厅1厨1卫，诚心出售。', '御锦城理想树  ', '低楼层(共34层)塔楼  -  浐灞', '105万', '单价14447元/平米')
('https://image1.ljcdn.com/610100-inspection/d5f00367-10dc-4954-ac07-2d4b8cd96884.jpg.296x216.jpg', '满五满二 中间楼层 80.04平 105万', '明林庭苑  ', '中楼层(共18层)暂无数据  -  浐灞', '100万', '单价12494元/平米')
('https://image1.ljcdn.com/610100-inspection/1c21a64b-8289-4b23-a445-5250da428044.jpg.296x216.jpg', '浐灞半岛A15区顶层复试，精装修,送大露台', '浐灞半岛A15区  ', '高楼层(共11层)板塔结合  -  浐灞', '218万', '单价15317元/平米')
('https://image1.ljcdn.com/610100-inspection/3f957fa0-7972-4a7b-add7-63d8c2298210.jpg.296x216.jpg', '水岸东方一期 近地铁 两居室 简装', '水岸东方1期  ', '中楼层(共28层)塔楼  -  浐灞', '135万', '单价14362元/平米')
('https://image1.ljcdn.com/610100-inspection/d59983d4-1576-4f33-b975-4d0f51c605cc.jpg.296x216.jpg', '翠屏湾经典LOFT一居室，装修精致，好采光', '翠屏湾二期  ', '中楼层(共20层)板楼  -  浐灞', '68万', '单价22697元/平米')
('https://image1.ljcdn.com/610100-inspection/rsp_pic_upload1ea0bef1-5c6d-488d-868e-7c30441fea6d.jpg.296x216.jpg', '萨拉曼卡 四室大平层 满五过儿 看房预约 诚心卖', '御锦城萨拉曼卡  ', '中楼层(共9层)板楼  -  浐灞', '330万', '单价19044元/平米')
('', '御锦城1期 2室 满3满2 精装修 带车位', '御锦城原香  ', '低楼层(共24层)板塔结合  -  浐灞', '132万', '单价14348元/平米')
('https://image1.ljcdn.com/610100-inspection/test-273daaa7-1a85-4b1e-ad73-8fe5b84ffeae.png.296x216.jpg', '沁水新城 精装新房 品牌厨卫 带车位', '沁水新城  ', '低楼层(共15层)板塔结合  -  浐灞', '260万', '单价18170元/平米')
('', '浐河地铁口 精装两室 满三满二 东南户型 诚售', '水岸东方1期  ', '低楼层(共28层)板塔结合  -  浐灞', '125万', '单价13623元/平米')
('', '温馨一室 全明户型 业主诚意出售', '凯森福景美地  ', '中楼层(共22层)塔楼  -  浐灞', '70万', '单价12390元/平米')
('https://image1.ljcdn.com/610100-inspection/3783b6b4-819a-41c6-9645-051028249267.jpg.296x216.jpg', '浐河东岸 水岸东方一期 简装三局 南北通透 诚售', '水岸东方1期  ', '中楼层(共28层)板塔结合  -  浐灞', '200万', '单价13606元/平米')
('https://image1.ljcdn.com/610100-inspection/433454fb-b337-4f37-b588-551309fbc0a5.jpg.296x216.jpg', '御锦城二期鹭湾 2室1厅1厨1卫，精装全配出售', '御锦城鹭湾  ', '中楼层(共31层)板塔结合  -  浐灞', '145万', '单价16289元/平米')
('https://image1.ljcdn.com/610100-inspection/test-73597753-5586-4984-9009-980ee5cea5ee.png.296x216.jpg', '此房满五满二，无抵押房本在手。业主靠谱出售', '浐灞半岛A14区  ', '高楼层(共11层)板塔结合  -  浐灞', '145万', '单价16698元/平米')
('https://image1.ljcdn.com/610100-inspection/e1067780-e82f-4ac0-8824-ee119f50a75b.jpg.296x216.jpg', '东方罗马花园精装小两室，靠谱出售', '东方罗马花园  ', '中楼层(共10层)板楼  -  浐灞', '88万', '单价20221元/平米')
('https://image1.ljcdn.com/610100-inspection/test-d0eb9766-153b-487d-820e-a81dbc42a0a8.png.296x216.jpg', '金裕青青家园 十里铺 大户型 满五满二 价格便宜', '金裕青青家园  ', '中楼层(共11层)板楼  -  浐灞', '155万', '单价8567元/平米')
('', '罗马经典单身大开间，房子保养挺好', '东方罗马花园  ', '高楼层(共27层)板塔结合  -  浐灞', '30万', '单价12015元/平米')
('', '御锦城鹭湾 两室精装 带家具家电 看房随时 靠谱卖', '御锦城鹭湾  ', '低楼层(共31层)板塔结合  -  浐灞', '135万', '单价17240元/平米')
('', '御锦城理想树 两室毛坯 随心装修 诚心出售', '御锦城理想树  ', '高楼层(共34层)暂无数据  -  浐灞', '105万', '单价14076元/平米')
('https://image1.ljcdn.com/610100-inspection/65b2381e-3b43-42fe-a667-72031a75d6d1.jpg.296x216.jpg', '精装，满五满二，交通便利，配套设施齐全，环境优美', '振业泊墅  ', '高楼层(共33层)暂无数据  -  浐灞', '260万', '单价20345元/平米')
('https://image1.ljcdn.com/610100-inspection/test-8fb9343d-8a09-4d0d-b8f0-71cb62f5b80c.png.296x216.jpg', '浐灞生态区A10太华金堤两居室业主诚心出售', '浐灞半岛A10区  ', '低楼层(共18层)板塔结合  -  浐灞', '135万', '单价15169元/平米')
('https://image1.ljcdn.com/610100-inspection/444c8cd7-0771-4538-9611-3bee52df5182.jpg.296x216.jpg', '长乐坡地铁口灞业大境一室一厅精装修，生活配套齐全。', '灞业大境  ', '高楼层(共15层)暂无数据  -  浐灞', '72万', '单价14800元/平米')
('https://image1.ljcdn.com/610100-inspection/f91a9c1d-1aaf-46bc-bc07-3cd3a8269d91.jpg.296x216.jpg', '广泰门地铁口，翠屏湾两室户型方正，客厅带阳台', '翠屏湾二期  ', '高楼层(共18层)板塔结合  -  浐灞', '140万', '单价14958元/平米')
('', '灞桥 半坡 尚东国际城精装两室/全款更名送家具家电', '尚东国际城  ', '中楼层(共30层)板塔结合  -  浐灞', '60万', '单价7072元/平米')
('https://image1.ljcdn.com/610100-inspection/test-375b1427-b391-45c7-a758-abb928c622dc.png.296x216.jpg', '御锦城三期出门就是小区壹街 出行便利', '御锦城V青年  ', '高楼层(共34层)暂无数据  -  浐灞', '173万', '单价14218元/平米')
('', '御锦城三期 精装全配 拎包入住交通便利 有地铁 诚心售', '御锦城V青年  ', '低楼层(共34层)板塔结合  -  浐灞', '129万', '单价15343元/平米')
('', '东方罗马花园，辛家庙广泰门双地铁，出行无忧', '东方罗马花园  ', '低楼层(共16层)板塔结合  -  浐灞', '106万', '单价20464元/平米')
('https://image1.ljcdn.com/610100-inspection/21cd8d41-ff75-4565-b228-4c7c1e44007e.jpg.296x216.jpg', '南北通透大平层，小区环境好，交通方便。', '河滨丽景苑  ', '高楼层(共6层)暂无数据  -  浐灞', '120万', '单价8640元/平米')
('https://image1.ljcdn.com/610100-inspection/fd4360c9-c47f-4222-9d68-b597ab36d9ae.jpg.296x216.jpg', '精装三室户型方正 南北通透  中间楼层', '水岸东方1期  ', '中楼层(共14层)板楼  -  浐灞', '190万', '单价14961元/平米')
('https://image1.ljcdn.com/610100-inspection/6596de97-7fc7-4f20-84bd-45160abfe342.jpg.296x216.jpg', '纯南两室，明厨暗卫，视野好，市政双气，闹钟取静', '檀香园  ', '高楼层(共26层)板塔结合  -  浐灞', '106万', '单价12715元/平米')
('https://image1.ljcdn.com/610100-inspection/929ae535-91a0-4d0d-b3d1-8a8aeba57f97.jpg.296x216.jpg', '地铁口罗马花园精装三室，中间楼层，户型方正靠谱出售', '东方罗马花园  ', '低楼层(共16层)板塔结合  -  浐灞', '118万', '单价22693元/平米')
('', '业主自住保持的很好，靠谱出售可以随时签约', '翠屏湾二期  ', '低楼层(共20层)塔楼  -  浐灞', '110万', '单价22449元/平米')
('https://image1.ljcdn.com/610100-inspection/935e4a87-da34-4d83-9322-d648ea1848ce.jpg.296x216.jpg', '御锦城3期，经典两室，业主诚心出售', '御锦城V青年  ', '低楼层(共34层)塔楼  -  浐灞', '115万', '单价16260元/平米')
('', '香江湾多层花园洋房，有电梯，一梯两户，可观湖景。', '香江湾  ', '低楼层(共7层)板塔结合  -  浐灞', '205万', '单价17081元/平米')
('', '御锦城2期 2室2厅1厨1卫 南北 精装 家具家电全带 满2', '御锦城鹭湾  ', '低楼层(共24层)暂无数据  -  浐灞', '150万', '单价16779元/平米')
('https://image1.ljcdn.com/610100-inspection/47e67660-2f6b-488c-a71a-9aedd8b92c88.jpg.296x216.jpg', '精装，交通便利，教育资源优质，配套设施齐全。', '浐灞半岛A6区  ', '高楼层(共18层)板塔结合  -  浐灞', '125万', '单价14482元/平米')
('https://image1.ljcdn.com/610100-inspection/c7759b80-2b98-4613-b011-635dd2dd27a5.jpg.296x216.jpg', '上上墅精装两居室价格可谈业主诚心出售', '上上墅  ', '中楼层(共18层)板塔结合  -  浐灞', '110万', '单价20485元/平米')
('https://image1.ljcdn.com/610100-inspection/test-f980660d-9e1f-4d7a-b331-0183992fdc5b.png.296x216.jpg', '长乐坡地铁口龙湖香醍，房子小，总价低适合刚需人群', '龙湖香醍国际社区  ', '中楼层(共32层)板楼  -  浐灞', '50万', '单价12380元/平米')
('https://image1.ljcdn.com/610100-inspection/bd228fb4-a942-44f7-a0be-137cb4f920f1.jpg.296x216.jpg', '十里铺 三室南北通透 户型方正 带车位 采光好', '凯森福景美地  ', '高楼层(共30层)塔楼  -  浐灞', '155万', '单价12129元/平米')
('', '精装三室，业主急售，满三满二，交通便利，配套齐全', '浐灞半岛A6区  ', '中楼层(共18层)板塔结合  -  浐灞', '175万', '单价14958元/平米')
('https://image1.ljcdn.com/610100-inspection/44db1882-f92c-48ac-824f-e648836f4674.jpg.296x216.jpg', '精致装修 采光好 户型好 带红木家具 带全套', '东方罗马花园  ', '低楼层(共16层)板塔结合  -  浐灞', '168万', '单价24706元/平米')
('', '城东咸宁东路 浐河边环境优美 恒大绿洲 低跃 精装', '恒大绿洲  ', '低楼层(共18层)板塔结合  -  浐灞', '195万', '单价24060元/平米')
('', '一室一厅，采光好，小区环境优美', '凯森福景美地  ', '低楼层(共30层)塔楼  -  浐灞', '68万', '单价13194元/平米')
('https://image1.ljcdn.com/610100-inspection/8b263805-335c-4eef-a872-337e81d0edaf.jpg.296x216.jpg', '浐河地铁口 水岸东方 精装三室 诚心出售', '水岸东方2期  ', '低楼层(共26层)板塔结合  -  浐灞', '193万', '单价13731元/平米')
('https://image1.ljcdn.com/610100-inspection/47d7abfe-f96d-4864-bbbc-263e971cbcd9.jpg.296x216.jpg', '东临桃花潭 中建尚城 中海物业 品质小区 大三居地铁口', '中建尚城  ', '中楼层(共34层)暂无数据  -  浐灞', '190万', '单价15248元/平米')
('https://image1.ljcdn.com/610100-inspection/test-4e4ace3b-6cd7-4d25-a7f7-cea6b3de347b.png.296x216.jpg', '御锦城3期，满3满2，纯南户型，精装，两室。', '御锦城V青年  ', '中楼层(共34层)板塔结合  -  浐灞', '125万', '单价14881元/平米')
('https://image1.ljcdn.com/610100-inspection/a12deec0-a924-4f11-b145-3b7d85fd14b0.jpg.296x216.jpg', '正规两室，业主诚心出售，看房提前联系', '荣德棕榈湾  ', '中楼层(共30层)塔楼  -  浐灞', '130万', '单价14501元/平米')
('', '御锦城乔治de公园 3室1厅 160万', '御锦城乔治de公园  ', '高楼层(共18层)板塔结合  -  浐灞', '160万', '单价18498元/平米')
('https://image1.ljcdn.com/610100-inspection/test-676e5a92-63a9-414e-bf6a-0a16b85b7249.png.296x216.jpg', '地铁口 咸宁东路 恒大绿洲三室精装 证在手诚心出售', '恒大绿洲  ', '中楼层(共11层)板塔结合  -  浐灞', '190万', '单价15671元/平米')
('', '享受品质生活 中间位置 楼下有池塘 水岸2期 宜居 精装', '水岸东方2期  ', '低楼层(共22层)板塔结合  -  浐灞', '129万', '单价14037元/平米')
('', '水岸东方一期 三室两厅 楼间距大 采光充足 诚心出售', '水岸东方1期  ', '低楼层(共28层)板塔结合  -  浐灞', '195万', '单价13543元/平米')
('https://image1.ljcdn.com/610100-inspection/ac82cc5b-9f4f-44aa-95a3-5c401bce9152.jpg.296x216.jpg', '桃花潭边，全南全明，高层采光，拎包入住品质两房', '振业泊公馆  ', '高楼层(共32层)板塔结合  -  浐灞', '150万', '单价16693元/平米')
('https://image1.ljcdn.com/610100-inspection/71343908-6994-4dcd-8b64-677067d4cfd1.jpg.296x216.jpg', '沁水新城 长乐坡地铁口 精装两室 带地面车位 看房方便', '沁水新城  ', '中楼层(共18层)板塔结合  -  浐灞', '132万', '单价13619元/平米')
('https://image1.ljcdn.com/610100-inspection/test-f4a87e3f-6c35-477d-a56a-972946e53d71.png.296x216.jpg', '浐灞半岛生态区精装小三居业主诚心出售', '浐灞半岛A6区  ', '低楼层(共11层)板塔结合  -  浐灞', '172万', '单价15007元/平米')
('', '业主房子目前空置，考虑出售，满三满二，无增值税', '枫禾苑温泉小区  ', '高楼层(共6层)暂无数据  -  浐灞', '95万', '单价9057元/平米')
('https://image1.ljcdn.com/610100-inspection/test-8afa421a-f805-4ed6-a379-8c147126a1d5.png.296x216.jpg', '浐灞半岛A6区 2室2厅 122万', '浐灞半岛A6区  ', '中楼层(共18层)板塔结合  -  浐灞', '122万', '单价15281元/平米')
('', '证在手，满五满二，顶楼南户，老社区优势是地理位置佳', '灞桥园丁花苑  ', '高楼层(共6层)板塔结合  -  浐灞', '89万', '单价9057元/平米')
('', '御锦城2期鹭湾 2室2厅1厨1卫 南北 精装修', '御锦城鹭湾  ', '低楼层(共34层)板塔结合  -  浐灞', '148万', '单价16456元/平米')
('https://image1.ljcdn.com/610100-inspection/ec2a6711-296b-46e2-8441-3b180fe92d6a.jpg.296x216.jpg', '精装修，正规一室一厅一厨一卫，家具家电全有。', '翠屏湾1期  ', '高楼层(共18层)塔楼  -  浐灞', '85万', '单价14706元/平米')
('https://image1.ljcdn.com/610100-inspection/test-e0402576-7930-4589-a0a8-88f62e1d5bea.png.296x216.jpg', '灞业大境 长乐坡地铁口 小三室 诚心出售 看房有钥匙', '灞业大境  ', '高楼层(共22层)塔楼  -  浐灞', '135万', '单价12858元/平米')
('https://image1.ljcdn.com/610100-inspection/test-09cfacde-8532-42b6-b09a-0d5a40716ac2.png.296x216.jpg', '浐河 水岸东方 南北通透 精装三室 送家具家电拎包入住', '水岸东方3期  ', '中楼层(共18层)板楼  -  浐灞', '145万', '单价13303元/平米')
('', '广泰门地铁口 东方罗马花园 三居复式 出售', '东方罗马花园  ', '高楼层(共16层)板塔结合  -  浐灞', '125万', '单价22650元/平米')
