('https://image1.ljcdn.com/210200-inspection/test-17f96236-17af-40cd-aa32-b43cc0d2e7a8.png.296x216.jpg', '大华精装修三室,拎包即住,随时看房.', '大华锦绣华城一期  | 3室2厅 | 91.35平米 | 南 北 | 精装 | 有电梯', '高楼层(共30层)2010年建板楼  -  庙岭', '235万', '单价25726元/平米')
('https://image1.ljcdn.com/210200-inspection/a858ad7e-23b2-4be0-8631-eba8620028a8.JPG.296x216.jpg', '新新园一期 4室2厅 190万', '新新园一期  | 4室2厅 | 160.74平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)2000年建板楼  -  庙岭', '190万', '单价11821元/平米')
('https://image1.ljcdn.com/210200-inspection/620a1cb1-db6a-40ce-92cb-bd58b4f2c74e.jpg.296x216.jpg', '弘基二期 3室2厅 305万', '弘基二期  | 3室2厅 | 149平米 | 南 西 北 | 简装 | 有电梯', '低楼层(共11层)2003年建板楼  -  学府', '305万', '单价20470元/平米')
('https://image1.ljcdn.com/210200-inspection/6a905753-8614-4021-bf52-fd0128d995da.jpg.296x216.jpg', '中海紫御观邸二期 2室2厅 192万', '中海紫御观邸二期  | 2室2厅 | 92.02平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2013年建板楼  -  万达', '192万', '单价20866元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadf1e1ca1c-1536-4279-ad67-657242c3d72d.jpg.296x216.jpg', '华兴山庄 2室2厅精装南北通透送南北15平阳台', '华兴山庄  | 2室2厅 | 71.89平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2004年建板楼  -  凌水', '100万', '单价13911元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ee511fab-6b50-4518-aae9-a1bc9f66cbbd.png.296x216.jpg', 'MINI印象 1室0厅 81万', 'MINI印象  | 1室0厅 | 50.98平米 | 东北 | 精装 | 有电梯', '中楼层(共32层)2012年建塔楼  -  万达', '81万', '单价15889元/平米')
('https://image1.ljcdn.com/210200-inspection/24675a66-d352-4b90-ad1a-838421a2ba06.jpg.296x216.jpg', '高新园区2室精装修大开发商格局好', '中海华庭  | 2室1厅 | 71.9平米 | 西北 | 精装 | 有电梯', '中楼层(共24层)2010年建板塔结合  -  万达', '137万', '单价19055元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload00ccc0a5-910c-4581-a733-cde2a827a7cd.jpg.296x216.jpg', '高新园区 柏林水郡 跃层产品 三室精装  带车库', '柏林水郡  | 3室2厅 | 80.04平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)2007年建板楼  -  凌水', '180万', '单价22489元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload35291784-4b80-4b37-90ce-95daae24ffe2.jpg.296x216.jpg', '山海一家三期 2室1厅 130万', '山海一家三期  | 2室1厅 | 66.8平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2010年建板楼  -  万达', '130万', '单价19462元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload951157b4-7dc8-4c32-b2a6-b00ed4995e66.jpg.296x216.jpg', '开发商统一精装修1室南向 档次高 配备新风系统', '因特摩尔  | 1室1厅 | 45.96平米 | 东南 | 精装 | 有电梯', '中楼层(共30层)2011年建塔楼  -  万达', '95万', '单价20671元/平米')
('https://image1.ljcdn.com/210200-inspection/test-52d771a9-d36f-4924-8874-9b86b6d58aca.png.296x216.jpg', '中海紫御观邸三期 2室2厅 180万', '中海紫御观邸三期  | 2室2厅 | 83.06平米 | 东南 | 精装 | 有电梯', '低楼层(共32层)2014年建板楼  -  万达', '180万', '单价21672元/平米')
('https://image1.ljcdn.com/210200-inspection/test-2cf8b0ac-d78b-4def-9174-83f409342248.png.296x216.jpg', '大有二期小户型南向\u3000精装修\u3000保持好', '大有恬园二期  | 1室1厅 | 45.15平米 | 南 | 精装 | 有电梯', '高楼层(共9层)2010年建板楼  -  凌水', '69.5万', '单价15394元/平米')
('https://image1.ljcdn.com/210200-inspection/73443266-a120-443a-9300-70b3c2e5785c.JPG.296x216.jpg', '柏林水郡 3室2厅 175万', '柏林水郡  | 3室2厅 | 78.24平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2007年建板楼  -  凌水', '175万', '单价22368元/平米')
('https://image1.ljcdn.com/210200-inspection/56878510-019c-4ff6-9937-9a7ba411ecb2.jpg.296x216.jpg', '第8区 3室2厅 215万', '第8区  | 3室2厅 | 113.77平米 | 南 北 | 其他 | 有电梯', '中楼层(共33层)2012年建板楼  -  万达', '215万', '单价18898元/平米')
('https://image1.ljcdn.com/210200-inspection/test-59003b7c-c4cd-4681-85b1-b11137a748b6.png.296x216.jpg', '弘基二期2室2厅精装修前无遮挡光线好低楼层前后视野好', '弘基二期  | 2室2厅 | 103.9平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2003年建板楼  -  学府', '260万', '单价25025元/平米')
('https://image1.ljcdn.com/210200-inspection/test-03890a65-ee1e-4ab5-acf1-9d19a6412fe0.png.296x216.jpg', '由家村一室一厅，总房款低，功能区齐全！', '由家村  | 1室1厅 | 37.24平米 | 东 西 | 简装 | 无电梯', '中楼层(共6层)1990年建板楼  -  软件园', '48万', '单价12890元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload0bde9747-735a-47c2-b580-1f0c18cd5772.jpg.296x216.jpg', '中海华庭 大四居 近万达 封闭小区', '中海华庭  | 4室1厅 | 167平米 | 南 北 | 精装 | 有电梯', '低楼层(共24层)2009年建板楼  -  万达', '330万', '单价19761元/平米')
('https://image1.ljcdn.com/210200-inspection/test-a9460a4c-002e-4254-bafd-9d6be586948b.png.296x216.jpg', '弘基一期 两室南北通透不把边  满五唯一不欠贷', '弘基一期  | 2室2厅 | 86.05平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)2001年建板楼  -  学府', '172万', '单价19989元/平米')
('https://image1.ljcdn.com/210200-inspection/17eeb696-fec5-47dc-86d8-fdab69809fb5.JPG.296x216.jpg', '软景东南朝向 两室 楼层好 采光好', '软景E居  | 2室2厅 | 93.72平米 | 东南 | 精装 | 有电梯', '高楼层(共31层)2011年建板楼  -  软件园', '220万', '单价23475元/平米')
('https://image1.ljcdn.com/210200-inspection/6059f24f-3cb7-4a06-a798-146b1168f77d.JPG.296x216.jpg', '双语初中 精装两室  采光好户型好 一周内必卖房源', '软件园小区  | 2室1厅 | 70.94平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1998年建板楼  -  软件园', '118万', '单价16634元/平米')
('https://image1.ljcdn.com/210200-inspection/test-f2f2063d-5c7b-4d99-9af9-234f6dd448f5.png.296x216.jpg', '凌源街 2室1厅 49.5万', '凌源街  | 2室1厅 | 41.29平米 | 南 北 | 简装 | 无电梯', '高楼层(共5层)1990年建板楼  -  学府', '49.5万', '单价11989元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ac532793-045d-4ff9-a760-0935b5759e48.png.296x216.jpg', '大华精装三居室 南北通透 位置好近幼儿园 辽师教育', '大华锦绣华城四期  | 3室2厅 | 97.58平米 | 南 北 | 精装 | 有电梯', '低楼层(共30层)2015年建板楼  -  庙岭', '230万', '单价23571元/平米')
('https://image1.ljcdn.com/210200-inspection/test-82de0c74-569b-49fe-9e01-312b237ffcfd.png.296x216.jpg', '大有恬园二期海景楼层独立厨房南北通透南北阳台', '大有恬园二期  | 2室2厅 | 94.48平米 | 南 北 | 精装 | 有电梯', '高楼层(共9层)2010年建板楼  -  凌水', '175万', '单价18523元/平米')
('https://image1.ljcdn.com/210200-inspection/f1d085d7-0ea4-475b-8cd1-8a0eff781e74.JPG.296x216.jpg', '标准田字格，户型方正，采光好，适合陪读。', '文萃轩小区  | 3室0厅 | 65.64平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1990年建板楼  -  学府', '102万', '单价15540元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadbdaa6554-4ff3-413a-8e77-a12bbb69aec5.jpg.296x216.jpg', 'MINI印象 1室0厅 86.5万', 'MINI印象  | 1室0厅 | 50.8平米 | 西南 | 其他 | 有电梯', '中楼层(共32层)2012年建塔楼  -  万达', '86.5万', '单价17028元/平米')
('https://image1.ljcdn.com/210200-inspection/test-3c51e8f8-dad3-4d41-8b4e-c03bfffe1f99.png.296x216.jpg', '2012年交付欧式楼体  刚需改善均可', '小平岛亲海园A2组团  | 2室2厅 | 128平米 | 南 北 | 精装 | 有电梯', '中楼层(共27层)2008年建板楼  -  小平岛', '225万', '单价17579元/平米')
('https://image1.ljcdn.com/210200-inspection/test-f8de4c73-c7ac-4c32-a10e-2f602b9df97e.png.296x216.jpg', '园区 大连天地悦翠台四室房源 近IBM', '大连天地悦翠台  | 4室2厅 | 153.93平米 | 南 北 | 其他', '中楼层(共18层)板楼  -  黄泥川', '235万', '单价15267元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload8a3ddb1d-648b-403d-90af-ba83c2832e1c.jpg.296x216.jpg', '百合IT家园 3室1厅 172万', '百合IT家园  | 3室1厅 | 133.62平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共7层)2008年建板楼  -  凌水', '172万', '单价12873元/平米')
('https://image1.ljcdn.com/210200-inspection/test-b47f0ecc-34ce-4131-b7f3-60b31f8f79d1.png.296x216.jpg', '小平岛亲海园 2室2厅 228万', '小平岛亲海园  | 2室2厅 | 130.79平米 | 南 北 | 精装 | 有电梯', '中楼层(共26层)2007年建板楼  -  小平岛', '228万', '单价17433元/平米')
('https://image1.ljcdn.com/210200-inspection/test-4de1ee5f-3554-4822-b4f4-4f7caa617ecc.png.296x216.jpg', '软景E居，从未出租保持好，中间楼层，西南朝向最合适', '软景E居  | 1室1厅 | 46.86平米 | 西南 | 精装 | 有电梯', '中楼层(共31层)2011年建板楼  -  软件园', '129万', '单价27529元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload40ae9b02-56cb-42d5-b6aa-055523a36fb7.jpg.296x216.jpg', '中海紫御观邸三期 2室1厅 188万', '中海紫御观邸三期  | 2室1厅 | 83平米 | 南 | 精装 | 有电梯', '高楼层(共32层)2014年建板楼  -  万达', '188万', '单价22651元/平米')
('https://image1.ljcdn.com/210200-inspection/59eac2c9-ebc8-4bc3-a6b3-f0d0f8c0e417.JPG.296x216.jpg', '新科花园近地铁口南北通透精装修好房必卖', '新科花园  | 2室1厅 | 71平米 | 南 西 北 | 简装 | 无电梯', '高楼层(共7层)2003年建板楼  -  万达', '151万', '单价21268元/平米')
('https://image1.ljcdn.com/210200-inspection/d4fb982d-7828-48a5-9e43-12e202f9d7f8.jpg.296x216.jpg', '第8区 2室2厅 179万', '第8区  | 2室2厅 | 88.45平米 | 南 北 | 精装 | 有电梯', '高楼层(共12层)2012年建板楼  -  万达', '179万', '单价20238元/平米')
('https://image1.ljcdn.com/210200-inspection/8cd17d2e-19d7-44c5-b6dc-6e9017549899.JPG.296x216.jpg', '翰林观海 3室2厅 169万', '翰林观海  | 3室2厅 | 70.77平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2003年建板楼  -  学府', '169万', '单价23881元/平米')
('https://image1.ljcdn.com/210200-inspection/29944725-01ef-4b67-a26b-d88b9c8d1d33.JPG.296x216.jpg', '菁英汇 1室0厅 82万', '菁英汇  | 1室0厅 | 41.23平米 | 北 | 精装 | 有电梯', '高楼层(共19层)2007年建板楼  -  万达', '82万', '单价19889元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d77e4e51-585b-4cc3-aade-968f043a40ee.png.296x216.jpg', '高新园区柏林水郡 大两室 精装修 房主稳定', '柏林水郡  | 3室2厅 | 92.93平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2007年建板楼  -  凌水', '157万', '单价16895元/平米')
('https://image1.ljcdn.com/210200-inspection/06fea566-ddec-464c-bb6e-31b714ee6586.jpg.296x216.jpg', 'MINI印象 1室0厅 84万', 'MINI印象  | 1室0厅 | 49.2平米 | 东北 | 其他 | 有电梯', '高楼层(共32层)2012年建塔楼  -  万达', '84万', '单价17074元/平米')
('https://image1.ljcdn.com/210200-inspection/2fdadb3e-f615-4bb5-bae7-f1ac09e12174.jpg.296x216.jpg', '亿达软景中心 2室1厅 130万', '亿达软景中心  | 2室1厅 | 51平米 | 西南 北 | 其他 | 有电梯', '中楼层(共20层)2014年建板楼  -  软件园', '130万', '单价25491元/平米')
('https://image1.ljcdn.com/210200-inspection/739d76cd-79d8-4a28-b5c1-0af184e9ec19.jpg.296x216.jpg', '精装两室 位置无坡近车站  采光充足视野好', '小平岛亲海园A2组团  | 2室2厅 | 77.6平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2008年建板楼  -  小平岛', '180万', '单价23196元/平米')
('https://image1.ljcdn.com/210200-inspection/3a0490b7-27fd-4815-a7e1-8bd3b91790d9.JPG.296x216.jpg', '高新园区独立一室一厅，南向精装修，近地铁', '因特摩尔  | 1室1厅 | 45.96平米 | 东南 | 精装 | 有电梯', '低楼层(共30层)2011年建塔楼  -  万达', '95万', '单价20671元/平米')
('https://image1.ljcdn.com/210200-inspection/test-560aaeb0-dffc-4786-9e5f-f8229a983695.png.296x216.jpg', '黄浦路沿线一室精装修 封闭小区南向看海无遮挡', '嘉创E人国际  | 1室0厅 | 35.04平米 | 南 | 其他 | 有电梯', '高楼层(共30层)2011年建板楼  -  万达', '68.5万', '单价19550元/平米')
('https://image1.ljcdn.com/210200-inspection/test-fdb7d526-59bd-4add-8774-a4a64138e3fd.png.296x216.jpg', '黄浦路沿线多层三楼，两室近锦辉理工万达', '凌源街  | 2室0厅 | 52.35平米 | 东南 | 精装 | 无电梯', '中楼层(共7层)1992年建板楼  -  学府', '69.5万', '单价13277元/平米')
('https://image1.ljcdn.com/210200-inspection/3da2bc18-97f8-4bcd-9f5f-b5b10d261702.JPG.296x216.jpg', '东方圣克拉跃层产品 空间感十足 品质生活起点', '东方圣克拉一期  | 5室3厅 | 401平米 | 东 南 北 | 精装 | 有电梯', '低楼层(共19层)2010年建板楼  -  庙岭', '600万', '单价14963元/平米')
('https://image1.ljcdn.com/210200-inspection/57c82323-758d-40de-8c56-8c34da2c6ab7.jpg.296x216.jpg', '三室两卫 户型好 视野看小区绿化带 装修保持好', '亿达国际新城  | 3室2厅 | 149.76平米 | 南 北 | 精装 | 有电梯', '低楼层(共13层)2004年建板楼  -  软件园', '315万', '单价21034元/平米')
('https://image1.ljcdn.com/210200-inspection/00765aba-84cc-42d6-9f7c-260dc95dafc1.jpg.296x216.jpg', '2005年大有本土开发商开发建筑，赠送30平左右露台', '大有恬园  | 4室2厅 | 116平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2010年建板楼  -  凌水', '200万', '单价17242元/平米')
('https://image1.ljcdn.com/210200-inspection/c69aa16a-089f-42ed-9007-8744ce55fd61.jpg.296x216.jpg', '大有恬园一期 两室二厅 精装修 价格低 南北通透诚心卖', '大有恬园  | 2室2厅 | 84.98平米 | 南 北 | 简装 | 无电梯', '地下室(共6层)2005年建板楼  -  凌水', '62万', '单价7296元/平米')
('https://image1.ljcdn.com/210200-inspection/3b974e73-2b07-4643-a50c-ae6efd3cd65c.JPG.296x216.jpg', '南向两室精装修两室户型楼层好交通便利配套完善采光好', '大华爱琴湾  | 2室1厅 | 65.59平米 | 南 | 简装 | 有电梯', '低楼层(共31层)2010年建板楼  -  庙岭', '150万', '单价22870元/平米')
('https://image1.ljcdn.com/210200-inspection/b641509f-6229-48e4-86e0-8528039d6fe5.jpg.296x216.jpg', '柏林水郡 花园洋房，花园200平，跃层，赠送面积大', '柏林水郡  | 3室2厅 | 81.71平米 | 南 北 | 精装 | 无电梯', '低楼层(共5层)2007年建板楼  -  凌水', '210万', '单价25701元/平米')
('https://image1.ljcdn.com/210200-inspection/a2d7ac69-6728-4b36-9ee0-ff3400d8e8fe.JPG.296x216.jpg', '学府1+1 2室2厅 152万', '学府1+1  | 2室2厅 | 81.37平米 | 东 西 | 其他 | 有电梯', '中楼层(共11层)2007年建板楼  -  学府', '152万', '单价18681元/平米')
('https://image1.ljcdn.com/210200-inspection/1c58edc8-05cc-4d45-8a92-19879f1a5cee.jpg.296x216.jpg', '东方圣克拉一期 2室1厅 201万', '东方圣克拉一期  | 2室1厅 | 66平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2010年建板楼  -  庙岭', '201万', '单价30455元/平米')
('https://image1.ljcdn.com/210200-inspection/test-a50e8238-e34d-44fb-9d33-444d5f743771.png.296x216.jpg', 'Bilingual Secondary School，两室南向小户型中间楼层', '文萃轩小区  | 2室1厅 | 42.77平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1998年建板楼  -  学府', '80万', '单价18705元/平米')
('https://image1.ljcdn.com/210200-inspection/test-c747f585-dda1-4721-b085-0b9e24381f69.png.296x216.jpg', '芝麻街 1室0厅 80万', '芝麻街  | 1室0厅 | 52.72平米 | 南 西 | 精装 | 有电梯', '高楼层(共28层)2010年建塔楼  -  万达', '80万', '单价15175元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ab1697fb-124e-4c96-aace-bc3b04fe95db.png.296x216.jpg', '高新园区3室南向可看海近地铁诚心出售', '因特摩尔  | 3室1厅 | 102.76平米 | 南 | 精装 | 有电梯', '高楼层(共30层)2011年建塔楼  -  万达', '159万', '单价15473元/平米')
('https://image1.ljcdn.com/210200-inspection/test-0d067499-fcce-47db-88c1-981cb1871c8d.png.296x216.jpg', '大有恬园二期 2室1厅 124万', '大有恬园二期  | 2室1厅 | 69.11平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2010年建板楼  -  凌水', '124万', '单价17943元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload2956375d-4cce-41f2-97b3-94c3f0f21ebe.jpg.296x216.jpg', '高新园区单价不到1万，4室3卫多层洋房采光好', '半山嘉苑  | 4室2厅 | 381.67平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共7层)2009年建板楼  -  万达', '400万', '单价10481元/平米')
('https://image1.ljcdn.com/210200-inspection/test-3c4c3d0d-dfab-48db-878d-118c80c46635.png.296x216.jpg', '亿达国际新城 2室2厅 220万', '亿达国际新城  | 2室2厅 | 90.45平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2004年建板楼  -  软件园', '220万', '单价24323元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e0223b7c-a4f9-4a13-9321-4a970c08fb23.png.296x216.jpg', '普罗旺斯一期精装2室婚房装修中间楼层', '亿达普罗旺斯  | 2室1厅 | 69.17平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2014年建板楼  -  小平岛', '150万', '单价21686元/平米')
('https://image1.ljcdn.com/210200-inspection/6fa8dee0-0426-40be-9f05-2c65961fe8d4.JPG.296x216.jpg', '圣克拉二期 精装修 楼层好 视野好', '东方圣克拉二期  | 4室2厅 | 144.42平米 | 南 北 | 精装 | 有电梯', '低楼层(共29层)2011年建板楼  -  庙岭', '420万', '单价29082元/平米')
('https://image1.ljcdn.com/210200-inspection/20428a64-90bd-43a1-b354-de3de937207f.JPG.296x216.jpg', '交通方便，采光视野好，配套设施齐全。', '双语学校  | 1室0厅 | 34.92平米 | 南 | 毛坯 | 无电梯', '低楼层(共7层)2000年建板楼  -  软件园', '85万', '单价24342元/平米')
('https://image1.ljcdn.com/210200-inspection/test-b27e24a7-3112-4822-95fe-9d1a19285dba.png.296x216.jpg', '高新园区硅谷假日三室拎包入住看房方便中间楼层采光好', '硅谷假日  | 3室2厅 | 129.5平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2005年建板楼  -  万达', '238万', '单价18379元/平米')
('https://image1.ljcdn.com/210200-inspection/57dbfb84-3a6d-4c08-874a-08cb5cd82364.JPG.296x216.jpg', '南北通透 三室  视野宽阔 采光充足', '亿达普罗旺斯三期  | 3室2厅 | 96.56平米 | 南 北 | 毛坯', '低楼层(共10层)2017年建板楼  -  七贤岭', '200万', '单价20713元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadb951d77d-829a-427c-960d-f7dc67b8c667.jpg.296x216.jpg', '万达商圈800米，南向看海三室两卫好房，看房有钥匙。', '招商兰溪谷  | 3室2厅 | 132.2平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共27层)2015年建板楼  -  万达', '269万', '单价20348元/平米')
('https://image1.ljcdn.com/210200-inspection/test-60c4915b-5015-49bc-8376-9770d9a2c97f.png.296x216.jpg', '悦丽海湾 2室2厅 182万', '悦丽海湾  | 2室2厅 | 91.42平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2014年建板楼  -  小平岛', '182万', '单价19909元/平米')
