('https://image1.ljcdn.com/510100-inspection/test-bb5bc628-e1c2-4253-86b3-fef603380145.png.296x216.jpg', '此房满两年，低楼层， 小区刷卡进入', '交大庭院  | 3室2厅 | 105.43平米 | 南 | 精装 | 无电梯', '低楼层(共7层)1999年建板楼  -  五大花园', '135万', '单价12805元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6e7a2c61-07db-4c55-812e-f7489450fbe8.png.296x216.jpg', '武侯区 2.5环 跃层套四 简装', '红运花园佳苑  | 4室2厅 | 164.39平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)1999年建板楼  -  五大花园', '157万', '单价9551元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ff989849-6376-4fe6-867a-294515a943a7.png.296x216.jpg', '一环边--高升桥--成都A区套二。', '成都A区  | 2室1厅 | 78.36平米 | 东北 | 简装 | 有电梯', '低楼层(共21层)2011年建板楼  -  高升桥', '140万', '单价17867元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e54fbf06-8596-4d4e-96a8-b40e2036520d.png.296x216.jpg', '一环路九眼桥中海格林威治城标准有装修套二', '中海格林威治城  | 2室1厅 | 90.83平米 | 东北 | 其他 | 有电梯', '高楼层(共31层)2006年建板塔结合  -  川大', '243万', '单价26754元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e8abeeca-1e58-46f8-9c5a-43b908140f1c.png.296x216.jpg', '中华锦绣套二，单卫，有装修，有入户，保养好', '武海中华锦绣  | 2室1厅 | 75.27平米 | 西北 | 其他 | 有电梯', '低楼层(共15层)2011年建板楼  -  草金立交', '116万', '单价15412元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5691df48-d4b5-4100-8034-dac7fe4f8afb.png.296x216.jpg', '龙湾半岛 精装套三 有入户 不临街', '中海龙湾半岛  | 3室2厅 | 133.62平米 | 北 | 精装 | 有电梯', '中楼层(共18层)2009年建板塔结合  -  龙湾', '355万', '单价26568元/平米')
('https://image1.ljcdn.com/510100-inspection/test-58fe0613-b767-482e-aef7-8e98be85f9c0.png.296x216.jpg', '人民南路四段小区，电梯套四双卫带书房', '盘谷花园  | 4室2厅 | 200.29平米 | 东南 南 | 其他 | 有电梯', '中楼层(共18层)2004年建塔楼  -  棕北', '359万', '单价17925元/平米')
('https://image1.ljcdn.com/510100-inspection/test-69cd48ab-5f82-48cd-950c-6a60e669a022.png.296x216.jpg', '川大南园二手房 清水 南北通透套三 三阳台 不临街', '川大南园  | 3室2厅 | 99.62平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)2000年建板楼  -  川大', '225万', '单价22586元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6b802848-e064-4c3e-8122-4fa56cb3823f.png.296x216.jpg', '精装套二 品牌家具家电 客厅带大阳台', '中华名园三期D区  | 2室2厅 | 86.99平米 | 东南 | 精装 | 有电梯', '中楼层(共16层)2012年建板楼  -  武侯立交', '171万', '单价19658元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c83dfed7-c517-45f1-97ed-e2330a64bd50.png.296x216.jpg', '华宇楠苑 装修套二出售  有钥匙随时看房 哦', '华宇楠苑  | 2室2厅 | 65.17平米 | 东南 | 精装 | 有电梯', '中楼层(共11层)2012年建板塔结合  -  新双楠', '130万', '单价19948元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6d9cf337-2c9f-4770-af21-02dd2e4e4999.png.296x216.jpg', '楼层居中，满两年无增值税，户型方正，视野开阔', '格林楠  | 2室2厅 | 76.29平米 | 东北 | 其他 | 有电梯', '高楼层(共14层)2012年建板楼  -  五大花园', '140万', '单价18352元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9e25ddc4-bc2f-4f3a-8d28-2dcd01a64b18.png.296x216.jpg', '菊园 一梯两户 户型通透 采光充足 有装修', '菊园  | 2室1厅 | 64.09平米 | 北 | 其他 | 无电梯', '高楼层(共7层)1998年建板楼  -  双楠', '79万', '单价12327元/平米')
('https://image1.ljcdn.com/510100-inspection/test-900d97d4-7957-4301-9a1b-8ab7515c5449.png.296x216.jpg', '竹韵天府 电梯套二  有装修  不临街', '竹韵天府  | 2室2厅 | 78.48平米 | 东 | 其他 | 有电梯', '中楼层(共11层)2004年建板楼  -  武侯立交', '110万', '单价14017元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9c99f1fb-a44c-4410-977a-bd556391a557.png.296x216.jpg', '大学路一号 小区环境好 适合居住 交通出行方便', '大学路1号  | 3室1厅 | 68.8平米 | 南 | 其他', '高楼层(共6层)板楼  -  川音', '92万', '单价13373元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c58b7d19-e358-48e4-951c-7c13455e4a54.png.296x216.jpg', '标准套二 户型方正 中楼层 采光好', '高升桥南街3号  | 2室2厅 | 80.9平米 | 南 | 其他 | 无电梯', '中楼层(共7层)2000年建板楼  -  高升桥', '105万', '单价12979元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b62d0951-2b65-4efb-adfb-96cff8d1d854.png.296x216.jpg', '套三对中庭电梯，直接入住主卧带大阳台，不临街', '锦溪  | 3室1厅 | 89.2平米 | 西南 | 其他 | 有电梯', '中楼层(共18层)2008年建塔楼  -  草金立交', '128万', '单价14350元/平米')
('https://image1.ljcdn.com/510100-inspection/test-796fb24c-1bc9-49e8-add0-ebb7d5264b07.png.296x216.jpg', '玉林东路9号 3室1厅 98万', '玉林东路9号  | 3室1厅 | 69.82平米 | 南 | 其他', '低楼层(共6层)2000年建板楼  -  玉林', '98万', '单价14037元/平米')
('https://image1.ljcdn.com/510100-inspection/test-73c0b037-8100-49d4-9736-3f4504b47b63.png.296x216.jpg', '桐梓林欧城 客厅卧室朝南 采光好 视野好', '桐梓林欧城  | 2室2厅 | 86.83平米 | 南 | 其他 | 有电梯', '高楼层(共22层)2009年建塔楼  -  桐梓林', '233万', '单价26835元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadb108a4af-e438-40b2-a8e4-0d38ee18643f.jpg.296x216.jpg', '带车位，简单装修，一梯两户，客厅有阳台', '华宇楠苑  | 3室2厅 | 101.5平米 | 北 | 其他 | 有电梯', '中楼层(共11层)2012年建板塔结合  -  新双楠', '215万', '单价21183元/平米')
('https://image1.ljcdn.com/510100-inspection/test-25059d8f-39dd-483f-b343-d72901dfff76.png.296x216.jpg', '优客联邦一期，中间楼层，东南朝向，视野无遮挡', '优客联邦一期  | 1室1厅 | 54.14平米 | 东南 | 其他 | 有电梯', '中楼层(共15层)2008年建板楼  -  丽都', '105万', '单价19395元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1ab0c7e4-ddb4-4f97-a43e-74ed1f679f2b.png.296x216.jpg', '桐梓林片区多层洋房套四东西朝向', '锦绣花园西区  | 4室2厅 | 162.16平米 | 东 西 | 精装 | 有电梯', '中楼层(共6层)2003年建板楼  -  桐梓林', '310万', '单价19117元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6078d576-cc3c-4e37-ba3a-1acbab1c3fa4.png.296x216.jpg', '红牌楼 套一可改套二 明厨明卫', '优客联邦二期  | 1室2厅 | 58.63平米 | 西 | 其他 | 有电梯', '高楼层(共17层)2012年建板楼  -  丽都', '118万', '单价20127元/平米')
('https://image1.ljcdn.com/510100-inspection/22055a2a-3522-439d-a711-7a572c4f7b64.JPG.296x216.jpg', '保利花园二期精装三居室对中庭不临街', '保利花园二期  | 3室1厅 | 112.48平米 | 南 | 精装 | 有电梯', '低楼层(共15层)2012年建板楼  -  新双楠', '260万', '单价23116元/平米')
('https://image1.ljcdn.com/510100-inspection/ba1092e0-cc9d-4da9-bbad-508c0cabb407.jpg.296x216.jpg', '华宇楠苑跃层套四，有花园，有装修', '华宇楠苑  | 4室2厅 | 112.25平米 | 西北 | 精装 | 有电梯', '高楼层(共11层)2012年建板塔结合  -  新双楠', '291万', '单价25925元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6fb8c4c1-7e4d-4e1e-a9f2-357f77983b14.png.296x216.jpg', '棕港公寓   套三双卫   户型方正   采光好', '棕港公寓  | 3室2厅 | 145.41平米 | 南 | 其他 | 无电梯', '中楼层(共7层)2000年建板楼  -  棕北', '180万', '单价12379元/平米')
('https://image1.ljcdn.com/510100-inspection/test-94d04469-6be9-494f-b656-e0fa778aaaa3.png.296x216.jpg', '保利花园一期   纯清水套三中间楼层对中庭', '保利花园一期  | 3室2厅 | 113.02平米 | 东 | 毛坯 | 有电梯', '中楼层(共16层)2011年建板楼  -  新双楠', '256万', '单价22651元/平米')
('https://image1.ljcdn.com/510100-inspection/test-75dc7cc9-0373-4d8a-b288-72a57fb5d9b0.png.296x216.jpg', '顺江新苑B区，三室两厅，交通便利。', '顺江新苑B区  | 3室2厅 | 88.7平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2003年建板楼  -  武侯立交', '98万', '单价11049元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c1e6c1b8-3f74-45cf-9d76-0a7e2796cebc.png.296x216.jpg', '保利花园+对中庭+位置安静+满两年', '保利花园二期  | 3室2厅 | 131.12平米 | 西北 | 其他 | 有电梯', '中楼层(共17层)2012年建板楼  -  新双楠', '320万', '单价24406元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e968ca99-472d-4165-a795-cf33d1b219bf.png.296x216.jpg', '外双楠七号线客 厅挑高3.9米 上错下跃 四间卧室朝南', '丽景华庭二期  | 4室2厅 | 153.09平米 | 西 | 其他 | 有电梯', '高楼层(共12层)2006年建板楼  -  外双楠', '286万', '单价18682元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fdf71b76-ee6a-4484-90f0-8f81b4927ce0.png.296x216.jpg', '蜀馨苑A区，楼顶带花园，简单装修。', '蜀馨苑A区  | 2室1厅 | 72.07平米 | 南 | 其他 | 无电梯', '高楼层(共7层)2000年建板塔结合  -  双楠', '115万', '单价15957元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2cd065ea-d95a-49de-b1ea-33ab2de6a513.png.296x216.jpg', '和信派都+有装修有家具家电+带阳台', '和信派都  | 2室1厅 | 75.15平米 | 东北 | 其他 | 有电梯', '中楼层(共14层)2010年建板塔结合  -  川大', '160万', '单价21291元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload69e1f359-33be-4696-8413-f975b23954b1.jpg.296x216.jpg', '楠苑套三东西通透，楼间距180米（数据来源百度地图）', '华宇楠苑  | 3室1厅 | 82平米 | 东 西 | 简装 | 有电梯', '低楼层(共11层)2012年建板塔结合  -  新双楠', '165万', '单价20122元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9aead779-ec8e-4768-9c84-df32fe8e0ec5.png.296x216.jpg', '这个房子是电梯房，一梯四户，标准套三', '协力苑  | 3室1厅 | 110.3平米 | 东南 | 其他 | 有电梯', '低楼层(共11层)2000年建板楼  -  红牌楼', '149万', '单价13509元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7a0a4d95-ef20-4a05-afef-61e3736dc52d.png.296x216.jpg', '金楠国际  标准套一  客厅带阳台', '金楠国际  | 1室2厅 | 60.58平米 | 东北 | 毛坯 | 有电梯', '高楼层(共11层)2008年建板楼  -  红牌楼', '92万', '单价15187元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d52b17fa-6c06-4339-a65f-4306c35af8ef.png.296x216.jpg', '花间集 高楼层 朝南 套三 带阳台 明厨明卫', '花间集  | 3室1厅 | 97.87平米 | 南 | 简装 | 有电梯', '中楼层(共18层)2008年建板楼  -  龙湾', '190万', '单价19414元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4da1becb-f078-4ef1-a5d5-f3be8bef590d.png.296x216.jpg', '红牌楼地铁口电梯一梯两户套三双卫', '南华苑  | 3室2厅 | 120.74平米 | 西南 | 其他 | 有电梯', '低楼层(共12层)2006年建板楼  -  红牌楼', '180万', '单价14909元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fda4c376-0ec4-40f1-b51c-4e849f4010c6.png.296x216.jpg', '套三双卫，主卧次卧对小区中庭，有装修，明厨明卫！', '鹭岛国际一二期  | 3室2厅 | 129.74平米 | 东 西 | 其他 | 有电梯', '高楼层(共11层)2006年建板楼  -  外双楠', '300万', '单价23124元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e19fc90d-7b51-44f6-82f9-1eb008d4f7a0.png.296x216.jpg', '菊园 中庭不临街 采光充足 装 修保养不错', '菊园  | 1室1厅 | 43.77平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1998年建板楼  -  双楠', '68万', '单价15536元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e0be3b60-5864-4e7b-891b-e5e778e3106e.png.296x216.jpg', '泊景湾朝东套二 有装修 高楼层采光好', '泊景湾  | 2室1厅 | 88.15平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2008年建板塔结合  -  龙湾', '205万', '单价23256元/平米')
('https://image1.ljcdn.com/510100-inspection/test-13bdf147-1f8e-4a2a-b095-2f57c11f5220.png.296x216.jpg', '鹭岛国际三期  有装修  套三   不临街', '鹭岛国际三期  | 3室2厅 | 132.36平米 | 东南 | 精装 | 有电梯', '中楼层(共16层)2010年建板楼  -  外双楠', '308万', '单价23270元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6509a034-77ff-4dc5-b12b-e3fdd29205d7.png.296x216.jpg', '四川大学望江校区川大竹林村新出套三房源', '川大竹林村  | 3室1厅 | 73.84平米 | 东南 西北 | 其他 | 无电梯', '高楼层(共7层)2000年建板塔结合  -  川大', '170万', '单价23023元/平米')
('https://image1.ljcdn.com/510100-inspection/test-899e66b6-ad6f-4e8c-93c9-34f5f63e7265.png.296x216.jpg', '绿地圣路易名邸，套三单卫，户型方正', '绿地圣路易名邸二期  | 3室2厅 | 87.77平米 | 北 | 毛坯 | 有电梯', '低楼层(共12层)2013年建板塔结合  -  簇桥', '160万', '单价18230元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4e8d638e-41fb-4fd6-92d0-f25e082d4d8d.png.296x216.jpg', '套一 有装修不临街光线好中间楼层', '长城宜苑  | 1室1厅 | 47.76平米 | 西南 | 其他 | 有电梯', '高楼层(共11层)板楼  -  丽都', '60万', '单价12563元/平米')
('https://image1.ljcdn.com/510100-inspection/test-facebd19-4d87-4da7-b356-42d7a805ae6b.png.296x216.jpg', '中粮香榭丽都 套二户型 对中庭 两梯两户', '中粮香榭丽都  | 2室1厅 | 88.82平米 | 东南 南 | 其他 | 有电梯', '低楼层(共12层)2012年建板楼  -  丽都', '220万', '单价24770元/平米')
('https://image1.ljcdn.com/510100-inspection/test-87120fe2-9c53-46b6-ac8d-0078087cf191.png.296x216.jpg', '置信逸都花园天乐苑 套三 不临街 南北朝向', '置信逸都花园天乐苑  | 3室2厅 | 100.4平米 | 南 | 其他 | 无电梯', '中楼层(共7层)2002年建板楼  -  外双楠', '193万', '单价19224元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c17eec07-bbc6-4f70-be46-7a5ad90e4f00.png.296x216.jpg', '（带车位！！！）+安静不临街+看川大里面+标准套二', '中海格林威治城  | 2室2厅 | 93.99平米 | 南 | 精装 | 有电梯', '中楼层(共31层)2006年建板塔结合  -  川大', '255万', '单价27131元/平米')
('https://image1.ljcdn.com/510100-inspection/test-07a04ac5-22c3-44c0-ba58-c80ea4b58150.png.296x216.jpg', '鹭岛国际新上花园住宅，有花园有阳台', '鹭岛国际一二期  | 3室2厅 | 130.31平米 | 东 | 其他 | 有电梯', '低楼层(共11层)2006年建板楼  -  外双楠', '320万', '单价24557元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1ebc9e4f-c356-4ac8-8a3f-1a29d51e79c4.png.296x216.jpg', '观南上域 标准套二  安静不临街', '观南上域  | 2室1厅 | 73.96平米 | 西 | 精装 | 有电梯', '低楼层(共24层)2008年建板塔结合  -  桐梓林', '175万', '单价23662元/平米')
('https://image1.ljcdn.com/510100-inspection/test-55338f4f-2d0b-46cd-939b-2a9acd8dbf6f.png.296x216.jpg', '两梯三户、中庭精装套四带大阳台+车位', '保利花园二期  | 4室2厅 | 139平米 | 东北 | 其他 | 有电梯', '中楼层(共17层)2012年建板楼  -  新双楠', '372万', '单价26763元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4646f659-a067-48a3-bfd2-edbccd89704e.png.296x216.jpg', '两梯七户+西南朝向安静临街＋中间楼层', '维港  | 2室1厅 | 86平米 | 西南 | 精装 | 有电梯', '中楼层(共18层)2011年建板楼  -  丽都', '172万', '单价20000元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fe874708-41fd-47df-9117-eae6eb4162ab.png.296x216.jpg', '锦绣花园西区多层洋房中间楼层安静不临街', '锦绣花园西区  | 4室2厅 | 162.16平米 | 西 | 其他 | 无电梯', '中楼层(共6层)2003年建板楼  -  桐梓林', '328万', '单价20227元/平米')
('https://image1.ljcdn.com/510100-inspection/test-da2d6716-3506-4455-b7b0-ea37db9abc39.png.296x216.jpg', '双楠忆景  跃层小套三  户型方正  配套实施齐全', '双楠忆景  | 3室2厅 | 91.1平米 | 南 | 其他 | 有电梯', '高楼层(共8层)2010年建板楼  -  红牌楼', '179万', '单价19649元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e28c9b9c-d349-4a5a-9104-2319f2922183.png.296x216.jpg', '首航欣程    套二毛坯房    对中庭', '首航欣程  | 3室1厅 | 87.01平米 | 东南 | 其他 | 有电梯', '中楼层(共28层)2014年建塔楼  -  棕北', '211万', '单价24251元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d29ec028-673c-4251-a916-14c2e44f11f2.png.296x216.jpg', '华宇静苑 套三双卫 中间楼层 居家装修 南北朝向', '华宇静苑一期  | 3室2厅 | 91.94平米 | 东南 | 精装 | 有电梯', '中楼层(共11层)2014年建板楼  -  新双楠', '188万', '单价20449元/平米')
('https://image1.ljcdn.com/510100-inspection/test-52f1906d-9597-460e-8747-d5e0c939ab5a.png.296x216.jpg', '泰基南棠 套二 有装修 户型方正 带入户 客厅带阳台', '泰基南棠  | 2室1厅 | 75.88平米 | 南 | 其他 | 有电梯', '低楼层(共16层)2011年建塔楼  -  红牌楼', '165万', '单价21745元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c3842e3b-01b5-48b5-b7b8-f1bde22c6f5f.png.296x216.jpg', '中海格林威治城 标准套二 有装修出售', '中海格林威治城  | 2室1厅 | 87.99平米 | 东南 | 其他 | 有电梯', '高楼层(共30层)2006年建板塔结合  -  川大', '220万', '单价25003元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8b526289-9a8a-4fd5-8733-972e31daadf3.png.296x216.jpg', '新加坡花园套二精装修西南朝向中间楼层', '新加坡花园  | 2室2厅 | 86平米 | 西 | 其他 | 有电梯', '中楼层(共11层)2002年建板楼  -  桐梓林', '175万', '单价20349元/平米')
