('https://image1.ljcdn.com/340100-inspection/d314142f-f3da-4dd7-ac64-9a151bec095b.JPG.296x216.jpg', '恒盛招牌敞亮大三房 南北双阳台 无遮挡采光', '恒盛皇家花园  | 3室2厅 | 132.96平米 | 南 北 | 其他', '低楼层(共24层)2013年建板楼  -  林店', '170万', '单价12786元/平米')
('https://image1.ljcdn.com/340100-inspection/a89529ce-1689-4c0f-807d-b011d293a639.JPG.296x216.jpg', '为你而选 为你而家 上城国际榆景苑 楼层好价格低', '祥源上城国际榆景苑  | 2室1厅 | 71.8平米 | 南 北 | 其他', '低楼层(共18层)2010年建塔楼  -  双岗', '114万', '单价15878元/平米')
('https://image1.ljcdn.com/340100-inspection/18d9e189-14d1-4840-a4d4-be53a354abc7.JPG.296x216.jpg', '上元公寓 朝南两居室 交通便利', '上元公寓  | 2室2厅 | 70.3平米 | 南 | 其他', '高楼层(共33层)2012年建塔楼  -  亳州', '110万', '单价15648元/平米')
('https://image1.ljcdn.com/340100-inspection/f772796e-6848-4d35-b20c-ce8a7e4df919.jpg.296x216.jpg', '为你而选为你为家 玉翠园 地段好 单价低 户型合理', '玉翠园  | 2室2厅 | 79.35平米 | 南 | 其他', '低楼层(共18层)2010年建板楼  -  海棠', '128万', '单价16132元/平米')
('https://image1.ljcdn.com/340100-inspection/05cb5948-b3a9-4f87-870e-9d4df665dc64.jpg.296x216.jpg', '缤纷南国 南北通透两居室 冷暖双供', '缤纷南国  | 2室2厅 | 84.73平米 | 南 北 | 其他', '高楼层(共11层)2005年建板楼  -  亳州', '150万', '单价17704元/平米')
('https://image1.ljcdn.com/340100-inspection/588c18af-ca7d-4f41-af0e-7857beb36a4f.jpg.296x216.jpg', '六小42中双本部 面积小总价低 非一楼 简单装修 挂户口', '宿州路129号  | 1室1厅 | 46.97平米 | 西北 | 其他', '低楼层(共6层)暂无数据  -  逍遥津', '85万', '单价18097元/平米')
('https://image1.ljcdn.com/340100-inspection/6a68bd17-9831-42c0-96d6-5fff49793d5f.jpg.296x216.jpg', '庐阳馨苑 4室2厅 187万', '庐阳馨苑  | 4室2厅 | 144.07平米 | 南 | 其他', '高楼层(共18层)2010年建板楼  -  海棠', '187万', '单价12980元/平米')
('https://image1.ljcdn.com/340100-inspection/fbc2b2e4-4a59-417e-84a5-7bd9fb17ea3f.JPG.296x216.jpg', '此房没有增值税，总价挺低的，配套齐全，业主急售换房', '杏林北村  | 2室1厅 | 66.25平米 | 南 北 | 其他', '中楼层(共6层)2000年建板楼  -  杏林', '77万', '单价11623元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload62482530-f93a-466c-8368-3fc316c20618.JPG.296x216.jpg', '碧水兰庭 精装 视野好 采光佳 好房急售', '碧水兰庭  | 2室2厅 | 90.41平米 | 南 | 其他', '中楼层(共18层)2013年建板楼  -  林店', '105万', '单价11614元/平米')
('https://image1.ljcdn.com/340100-inspection/1df64231-52c4-42b7-8e5f-f2a8b956eb82.JPG.296x216.jpg', '金域蓝湾，精装三房，户型方正，采光好', '金域蓝湾  | 3室1厅 | 101.44平米 | 南 北 | 其他', '中楼层(共27层)2012年建板楼  -  亳州', '196万', '单价19322元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload10278741-7855-4584-821a-208b022133d6.jpg.296x216.jpg', '海棠花园        大3房出售总价低', '海棠花园  | 3室3厅 | 114.98平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  海棠', '192万', '单价16699元/平米')
('https://image1.ljcdn.com/340100-inspection/8c13f0d1-16c0-4a3a-8f3f-01b57aceb220.JPG.296x216.jpg', '金蓝湾 2室2厅 137万', '金蓝湾  | 2室2厅 | 90.73平米 | 南 北 | 其他', '中楼层(共6层)暂无数据  -  亳州', '137万', '单价15100元/平米')
('https://image1.ljcdn.com/340100-inspection/7376d681-bc44-4ada-a935-dd00a7b50fa9.JPG.296x216.jpg', '为你而选，为你为家，华安家园，优质三房。', '华安家园  | 3室1厅 | 120平米 | 南 | 其他', '高楼层(共6层)2007年建板楼  -  亳州', '165万', '单价13750元/平米')
('https://image1.ljcdn.com/340100-inspection/13518c1b-93bb-4c9a-97b5-0cccc0cff4f4.jpg.296x216.jpg', '紫桐新村(C区.D区) 3室1厅 128万', '紫桐新村(C区.D区)  | 3室1厅 | 91.35平米 | 南 | 其他', '高楼层(共6层)2005年建板楼  -  四里河', '128万', '单价14013元/平米')
('https://image1.ljcdn.com/340100-inspection/d2132839-c6bd-470d-9258-aefaad8bf473.jpg.296x216.jpg', '德园三居室+全明边户+满五年唯一+随时看房', '中铁国际城德园  | 3室2厅 | 87.5平米 | 南 北 | 其他', '低楼层(共34层)2010年建塔楼  -  四里河', '152万', '单价17372元/平米')
('https://image1.ljcdn.com/340100-inspection/ebf783c1-9b11-4ae8-b349-e5475f59698e.jpg.296x216.jpg', '碧水源 3室2厅 220万', '碧水源  | 3室2厅 | 134.92平米 | 南 北 | 其他', '高楼层(共18层)2010年建板楼  -  四里河', '220万', '单价16306元/平米')
('https://image1.ljcdn.com/340100-inspection/b3cc260f-c1b7-4680-a0d8-22e543aa6dd7.jpg.296x216.jpg', '中铁和畅园三房，好房急售，南北通透，双阳台！', '中铁国际城和畅园  | 3室2厅 | 86.4平米 | 南 北 | 其他', '低楼层(共34层)2012年建塔楼  -  四里河', '160万', '单价18519元/平米')
('https://image1.ljcdn.com/340100-inspection/382f2da7-7b42-490e-affd-bf74afe7f09c.jpg.296x216.jpg', '深圳花园 位置好 配套齐全 交通便利', '深圳花园  | 2室1厅 | 63.94平米 | 南 北 | 其他', '中楼层(共7层)2000年建板楼  -  双岗', '86万', '单价13451元/平米')
('https://image1.ljcdn.com/340100-inspection/dad5a0f0-8be1-4ab2-8273-0b4145e4a10b.jpg.296x216.jpg', '中铁国际城旭园 优质楼层 采光无遮挡 全明户型', '中铁国际城旭园  | 2室2厅 | 79.75平米 | 南 | 其他', '中楼层(共34层)2007年建板楼  -  杏花村', '125万', '单价15674元/平米')
('https://image1.ljcdn.com/340100-inspection/f558fbd2-1838-4f20-984b-90e3a572aa79.jpg.296x216.jpg', '中铁国际城德园 纯边户，湖景大三房，诚意出售！', '中铁国际城德园  | 3室2厅 | 91.7平米 | 南 北 | 其他', '高楼层(共26层)2010年建塔楼  -  四里河', '160万', '单价17449元/平米')
('https://image1.ljcdn.com/340100-inspection/2464e2aa-9fb0-47d3-b153-3ec99ff6cc4c.jpg.296x216.jpg', '逍遥津 精装一楼带院子 出行便利 采光好', '公园新村  | 2室2厅 | 74.86平米 | 南 北 | 其他', '低楼层(共4层)1998年建板楼  -  逍遥津', '112万', '单价14962元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload14093009-ce6b-4d47-8d1e-e4481b908b66.jpg.296x216.jpg', '元一滨水城 3室1厅 220万', '元一滨水城  | 3室1厅 | 112.36平米 | 南 北 | 其他', '高楼层(共18层)2005年建板楼  -  亳州', '220万', '单价19580元/平米')
('https://image1.ljcdn.com/340100-inspection/c9f8edfc-66dd-4fca-94c9-0f6237d60e8b.jpg.296x216.jpg', '华润橡树湾二期边户   采光视野好  业主诚心出售', '橡树湾二期  | 3室2厅 | 111.1平米 | 南 北 | 其他', '高楼层(共34层)2014年建板楼  -  海棠', '270万', '单价24303元/平米')
('https://image1.ljcdn.com/340100-inspection/e5339634-e3c6-4332-adae-cd01009909c1.jpg.296x216.jpg', '公交四公司居民小区 2室1厅 86万', '公交四公司居民小区  | 2室1厅 | 61平米 | 南 | 其他', '中楼层(共6层)2000年建板楼  -  双岗', '86万', '单价14099元/平米')
('https://image1.ljcdn.com/340100-inspection/d126cf6d-ae63-490f-a469-7262a057a76a.jpg.296x216.jpg', '中铁国际城 三房两厅两卫 南北采光充足 诚心出售', '中铁国际城和畅园  | 3室2厅 | 122.22平米 | 南 | 其他', '低楼层(共34层)2012年建塔楼  -  四里河', '240万', '单价19637元/平米')
('https://image1.ljcdn.com/340100-inspection/1b50a431-a610-4e96-b434-b65a08f50207.jpg.296x216.jpg', '四泉花园南 正规三房 通透性好 随时看房', '四泉花园南区  | 3室2厅 | 91.14平米 | 南 北 | 简装', '低楼层(共11层)2009年建塔楼  -  四里河', '127万', '单价13935元/平米')
('https://image1.ljcdn.com/340100-inspection/7f51951b-5d92-4fee-b199-c65be1c0a0d7.jpg.296x216.jpg', '万科森林公园朗庭 开发商精装交付 前排无遮挡', '万科森林公园朗庭  | 4室2厅 | 93.69平米 | 南 北 | 其他', '低楼层(共34层)2013年建塔楼  -  森林公园', '216万', '单价23055元/平米')
('https://image1.ljcdn.com/340100-inspection/bf64c76a-c503-4305-b4da-dea20434253e.jpg.296x216.jpg', '为你而选为你为家 和煦园居家两室 两房朝南', '和煦园  | 2室2厅 | 71.71平米 | 南 | 其他', '低楼层(共6层)2003年建板楼  -  亳州', '115万', '单价16037元/平米')
('https://image1.ljcdn.com/340100-inspection/94c48fa0-949f-4ced-9380-23f109a1769b.jpg.296x216.jpg', '中铁国际城旭园 2室2厅 126万', '中铁国际城旭园  | 2室2厅 | 79.92平米 | 南 | 其他', '中楼层(共34层)2011年建板楼  -  杏花村', '126万', '单价15766元/平米')
('https://image1.ljcdn.com/340100-inspection/a69ce812-4bd1-432a-93c1-101642eb3bc1.jpg.296x216.jpg', '永红路1号 永红新村 一室一厅', '永红新村  | 1室1厅 | 40.03平米 | 南 北 | 其他', '低楼层(共4层)板楼  -  三孝口', '90万', '单价22484元/平米')
('https://image1.ljcdn.com/340100-inspection/9563a1a6-db15-4750-848e-44578af8e3c5.jpg.296x216.jpg', '北美印象雅苑 2室2厅 142万', '北美印象雅苑  | 2室2厅 | 87.19平米 | 南 | 其他', '高楼层(共18层)2008年建板楼  -  海棠', '142万', '单价16287元/平米')
('https://image1.ljcdn.com/340100-inspection/a31a9a44-3c7b-420e-a324-6aa745eea7eb.JPG.296x216.jpg', '空间布局有致，和谐有序，清新空气自由穿行', '北都花园  | 4室2厅 | 129.25平米 | 南 | 其他', '高楼层(共6层)2004年建板楼  -  杏林', '138万', '单价10677元/平米')
('https://image1.ljcdn.com/340100-inspection/ac51194f-dd35-4ff7-8389-129929bfda17.jpg.296x216.jpg', '中铁国际城和畅园 6室1厅 180万', '中铁国际城和畅园  | 6室1厅 | 183.11平米 | 南 | 其他', '低楼层(共34层)2012年建塔楼  -  四里河', '180万', '单价9831元/平米')
('https://image1.ljcdn.com/340100-inspection/1560cbc6-9f4f-4a69-9d47-e3f7b535d826.jpg.296x216.jpg', '华侨广场住宅楼 繁华地段 1室 随时看房', '银泰中心  | 1室0厅 | 44.48平米 | 西北 | 其他', '高楼层(共18层)塔楼  -  逍遥津', '116万', '单价26080元/平米')
('https://image1.ljcdn.com/340100-inspection/8cd3b50f-c72b-47af-801a-93b91944136c.JPG.296x216.jpg', '上城国际玫瑰苑，精装两房，领包入住，采光好。', '上城国际玫瑰苑  | 2室1厅 | 55.9平米 | 南 | 其他', '高楼层(共11层)2008年建塔楼  -  杏林', '92万', '单价16458元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload6bed3779-e1ac-4276-a706-fbce3cdb30df.jpg.296x216.jpg', '中铁品园 两居室 满俩年 无增值税 纯毛坯高楼层', '中铁国际城品园  | 2室1厅 | 66.91平米 | 南 | 其他', '高楼层(共30层)2016年建塔楼  -  四里河', '106万', '单价15843元/平米')
('https://image1.ljcdn.com/340100-inspection/72b69b2a-8834-4338-84e8-bbb4bc4bc19a.JPG.296x216.jpg', '为你而选为你为家 玫瑰苑 2室2厅', '上城国际玫瑰苑  | 2室2厅 | 75.97平米 | 南 | 其他', '高楼层(共18层)2008年建塔楼  -  杏林', '120万', '单价15796元/平米')
('https://image1.ljcdn.com/340100-inspection/a264cb3c-171a-49a4-be13-61e2b9106129.jpg.296x216.jpg', '，房龄新，看房随时，业主诚心出售', '省政府宿舍  | 3室2厅 | 104.8平米 | 南 | 其他', '高楼层(共7层)1995年建板楼  -  逍遥津', '250万', '单价23855元/平米')
('https://image1.ljcdn.com/340100-inspection/7a71458b-c618-4e0a-9a44-b61c6ccc9254.JPG.296x216.jpg', '杏林低总价2居室 两房朝南 一梯两户 看房随时', '杏林北村  | 2室2厅 | 75.37平米 | 南 北 | 其他', '高楼层(共6层)2000年建板楼  -  杏林', '90万', '单价11942元/平米')
('https://image1.ljcdn.com/340100-inspection/2cd644d8-3905-4e33-8135-1cfea4508d1f.JPG.296x216.jpg', '三房全朝南，全天采光无遮挡，居家精装', '上城国际新界  | 3室2厅 | 92.1平米 | 南 | 其他', '高楼层(共18层)2012年建塔楼  -  杏林', '165万', '单价17916元/平米')
('https://image1.ljcdn.com/340100-inspection/511bede6-e49b-4a38-8c20-b0c922cdbcd1.jpg.296x216.jpg', '2013年建造南向大一居 中高层 采光 视野好 无遮挡', '富世广场  | 1室1厅 | 87.44平米 | 南 | 其他', '中楼层(共29层)2012年建塔楼  -  逍遥津', '105万', '单价12009元/平米')
('https://image1.ljcdn.com/340100-inspection/a0bf15ed-6e39-4873-a5b8-f259bab1ae22.jpg.296x216.jpg', '小区安静   停车方便  出行便利', '安庆路122号  | 3室1厅 | 88.36平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  三孝口', '165万', '单价18674元/平米')
('https://image1.ljcdn.com/340100-inspection/a79e8437-5369-4615-9656-4e87ff97718e.JPG.296x216.jpg', '国光万豪广场 1室0厅 58万', '国光万豪广场  | 1室0厅 | 50.29平米 | 东 | 其他', '中楼层(共31层)2012年建塔楼  -  双岗', '58万', '单价11534元/平米')
('https://image1.ljcdn.com/340100-inspection/33c2862d-5a33-4726-b68b-e33b309f96f3.jpg.296x216.jpg', '六小45中 正规小区 中间层 户型通透 看房方便', '合肥市公安局第一生活区  | 3室1厅 | 81.26平米 | 南 北 | 其他', '中楼层(共4层)1990年建板楼  -  逍遥津', '225万', '单价27689元/平米')
('https://image1.ljcdn.com/340100-inspection/3c8043c4-a3c1-4bc1-bb02-5f2dd27d4c18.jpg.296x216.jpg', '碧水源精装 大两居 高楼层阳光好 带供暖', '碧水源  | 2室2厅 | 88.27平米 | 南 | 其他', '高楼层(共18层)2010年建板楼  -  四里河', '140万', '单价15861元/平米')
('https://image1.ljcdn.com/340100-inspection/f5483d96-abe8-4326-82d5-1451f3227669.jpg.296x216.jpg', '新登记万科旭庭前排 大3+1户型 边户南北通透 满两年', '万科森林公园旭庭  | 3室2厅 | 98平米 | 南 北 | 其他', '高楼层(共34层)2015年建塔楼  -  森林公园', '239万', '单价24388元/平米')
('https://image1.ljcdn.com/340100-inspection/5c2f7d99-6953-4f96-ae5a-cc3a273a0dee.jpg.296x216.jpg', '为你而选为你为家 有钥匙 看房方便', '幸福人家  | 2室2厅 | 93.23平米 | 南 | 其他', '高楼层(共33层)2001年建板楼  -  亳州', '130万', '单价13945元/平米')
('https://image1.ljcdn.com/340100-inspection/0a5ecc70-6a41-45c4-aa19-6d69ca7194db.JPG.296x216.jpg', '荣城花园低价小两房，看房方便有钥匙', '荣城南苑北区  | 2室1厅 | 61.39平米 | 南 | 其他', '低楼层(共11层)2014年建板楼  -  林店', '70万', '单价11403元/平米')
('https://image1.ljcdn.com/340100-inspection/2e4b6c76-40aa-4df8-8e76-eef7ad27740d.jpg.296x216.jpg', '三房精装修 无增值税 南北通透', '置地栢景雅筑  | 3室2厅 | 126.27平米 | 南 北 | 其他', '低楼层(共18层)2014年建塔楼  -  亳州', '215万', '单价17028元/平米')
('https://image1.ljcdn.com/340100-inspection/58743b2d-bc32-4614-88e0-8445b6802a8f.jpg.296x216.jpg', '海棠别院 标准两房 户型方正 业主诚心出售', '海棠别院南区  | 2室1厅 | 81.19平米 | 南 | 其他', '高楼层(共18层)2009年建塔楼  -  海棠', '105万', '单价12933元/平米')
('https://image1.ljcdn.com/340100-inspection/99b27851-ed1c-4161-b1df-b2a26692825e.jpg.296x216.jpg', '中铁国际城德园 3室2厅 148万', '中铁国际城德园  | 3室2厅 | 85.16平米 | 南 | 其他', '高楼层(共26层)2010年建塔楼  -  四里河', '148万', '单价17380元/平米')
('https://image1.ljcdn.com/340100-inspection/7f29155f-d08b-4199-867d-9b7207fff6fb.jpg.296x216.jpg', '三孝口 人民巷 多层 三楼 看房方便', '人民巷21号  | 3室1厅 | 70.71平米 | 南 北 | 其他', '中楼层(共5层)1994年建板楼  -  三孝口', '212万', '单价29982元/平米')
('https://image1.ljcdn.com/340100-inspection/4f4be45b-e440-4659-ab27-f9d8622af662.JPG.296x216.jpg', '碧水兰庭 2室1厅 110万', '碧水兰庭  | 2室1厅 | 98.4平米 | 南 | 其他', '高楼层(共27层)2013年建板楼  -  林店', '110万', '单价11179元/平米')
('https://image1.ljcdn.com/340100-inspection/decc56fb-cb44-4270-bad5-94596970885e.JPG.296x216.jpg', '杏林北村 1室1厅 40万', '杏林北村  | 1室1厅 | 33平米 | 南 | 其他', '中楼层(共6层)2000年建板楼  -  杏林', '40万', '单价12122元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload1d1e8562-3726-4556-9c87-7580afbe29b3.JPG.296x216.jpg', '为你而选 为你为家 通明两房 低总价 生活设施完备', '杏林北村  | 2室1厅 | 61.67平米 | 南 | 其他', '高楼层(共6层)2000年建板楼  -  杏林', '70万', '单价11351元/平米')
('https://image1.ljcdn.com/340100-inspection/a642c690-31a8-42b0-9477-15164bf97857.jpg.296x216.jpg', '北一环亳州路晨欣园小区精装修两室不要错过', '晨欣园  | 2室1厅 | 83.7平米 | 南 北 | 其他', '中楼层(共6层)2003年建板楼  -  亳州', '126万', '单价15054元/平米')
('https://image1.ljcdn.com/340100-inspection/c81053e3-e6c8-4d44-948c-110b99c25c3a.jpg.296x216.jpg', '品园满俩年 简装四房 户型方正 高楼层采光视野无遮挡', '中铁国际城品园  | 4室2厅 | 95平米 | 南 | 其他', '高楼层(共34层)2016年建塔楼  -  四里河', '162万', '单价17053元/平米')
('https://image1.ljcdn.com/340100-inspection/4f47601c-3618-4284-b20d-6ba9199abe8f.JPG.296x216.jpg', '金域蓝湾一室，交通便利，适合居住', '金域蓝湾  | 1室1厅 | 45.71平米 | 北 | 其他', '中楼层(共31层)2012年建板楼  -  亳州', '78万', '单价17065元/平米')
('https://image1.ljcdn.com/340100-inspection/c04d0b1c-8786-439c-8463-0e072bd34f0f.jpg.296x216.jpg', '置地栢景雅筑 3室1厅 199万', '置地栢景雅筑  | 3室1厅 | 102.71平米 | 南 北 | 其他', '中楼层(共11层)2014年建塔楼  -  亳州', '199万', '单价19375元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload50352454-9211-4ea8-83ce-c0276a43e63d.jpg.296x216.jpg', '富世广场a座 省立医院旁  房龄新 带电梯', '富世广场  | 1室1厅 | 85.76平米 | 东 | 其他', '中楼层(共29层)2012年建塔楼  -  逍遥津', '110万', '单价12827元/平米')
('https://image1.ljcdn.com/340100-inspection/b0cd448b-000f-4c34-98a8-c27e3402327a.jpg.296x216.jpg', '六小、42中双本部，满五年，前后带大平台，楼层好', '宿州路169号  | 3室1厅 | 84.29平米 | 南 北 | 其他', '低楼层(共6层)暂无数据  -  逍遥津', '149.9万', '单价17784元/平米')
('https://image1.ljcdn.com/340100-inspection/54502c3a-e598-4607-8737-a1cb4257474b.jpg.296x216.jpg', '滨水城纯毛坯 给你更多的的装修遐想', '元一滨水城  | 4室2厅 | 155.27平米 | 南 北 | 其他', '高楼层(共18层)2005年建板楼  -  亳州', '270万', '单价17390元/平米')
('https://image1.ljcdn.com/340100-inspection/238cbebc-48f9-4b8f-ba0f-e4d7059d1004.jpg.296x216.jpg', '中铁旭园精装边户三室 采光视野优秀 诚心售房', '中铁国际城旭园  | 3室2厅 | 89.94平米 | 南 北 | 其他', '中楼层(共18层)2011年建板楼  -  杏花村', '145万', '单价16122元/平米')
