('https://image1.ljcdn.com/510100-inspection/test-96e02ce2-04f0-4862-bc65-c720c9250cfb.png.296x216.jpg', '套三双卫 主卧带阳台  此房满五年且唯一免个税', '东苑D区  | 3室2厅 | 135平米 | 西南 | 简装 | 有电梯', '低楼层(共26层)2009年建板楼  -  东苑', '248万', '单价18371元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d79d69aa-dece-4092-8431-db310173cffb.png.296x216.jpg', '成达佳园简装套三双卫户型，主卧客厅均带阳台', '成达佳园  | 3室2厅 | 157.95平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2009年建板楼  -  新会展', '230万', '单价14562元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fdb7a77f-a7fe-4ba1-ba40-2e28786d2b41.png.296x216.jpg', '卡斯摩装修套二，满两年，看房方便', '卡斯摩广场  | 2室1厅 | 59.87平米 | 东 | 其他 | 有电梯', '高楼层(共33层)2012年建塔楼  -  中和', '105万', '单价17538元/平米')
('https://image1.ljcdn.com/510100-inspection/test-29886aba-6c8a-4450-9676-65868c790ae0.png.296x216.jpg', '天鹅湖花园 四室两卫 有阳台 平层', '天鹅湖花园  | 4室2厅 | 298.95平米 | 北 | 毛坯 | 有电梯', '中楼层(共32层)2008年建塔楼  -  新会展', '505万', '单价16893元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload6db6fa7e-68a0-498f-a7cf-d9fc763f71fc.jpg.296x216.jpg', '天鹅湖花园，精装套三.未住过人.赠七百多平大阳台', '天鹅湖花园  | 3室2厅 | 260.9平米 | 东 | 精装 | 有电梯', '低楼层(共32层)2008年建塔楼  -  新会展', '450万', '单价17248元/平米')
('https://image1.ljcdn.com/510100-inspection/test-801e882b-9084-49bd-a895-151882c4b984.png.296x216.jpg', '东苑C区精装套四  对中庭  位置安静', '东苑C区  | 4室2厅 | 153.83平米 | 南 | 精装 | 有电梯', '高楼层(共28层)2010年建板楼  -  东苑', '409万', '单价26588元/平米')
('https://image1.ljcdn.com/510100-inspection/test-50851e2d-57b5-4af6-8045-6e26666f788f.png.296x216.jpg', '满两年，无增值税，中楼层采光好，双阳台，绿化好', '怡丰新城  | 2室1厅 | 89.58平米 | 东 | 其他 | 无电梯', '中楼层(共6层)2006年建板楼  -  中德', '175万', '单价19536元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3d36f54d-e589-4739-b973-4e556e1c19c3.png.296x216.jpg', '天鹅湖花园套三清水对中庭满两年', '天鹅湖花园  | 3室2厅 | 208.01平米 | 北 | 其他 | 有电梯', '低楼层(共32层)2008年建塔楼  -  新会展', '345万', '单价16586元/平米')
('https://image1.ljcdn.com/510100-inspection/test-06618cd8-1477-4413-9eaa-454f2088b189.png.296x216.jpg', '怡丰新城 中装套三 位置安静 南北朝向', '怡丰新城  | 3室2厅 | 139.39平米 | 北 | 其他 | 无电梯', '低楼层(共6层)2006年建板楼  -  中德', '218万', '单价15640元/平米')
('https://image1.ljcdn.com/510100-inspection/test-14978ca4-8d0a-4ce4-988d-db279750c9d3.png.296x216.jpg', '桂溪苑清水房 客厅主卧有阳台 低楼层', '桂溪苑  | 4室2厅 | 208.31平米 | 南 | 毛坯 | 有电梯', '低楼层(共32层)2012年建塔楼  -  东苑', '570万', '单价27364元/平米')
('https://image1.ljcdn.com/510100-inspection/cb9e6e85-6cbf-42c2-8150-7d9f17e50e4b.jpg.296x216.jpg', '中海城南华府精装三居室南北朝向', '中海城南华府  | 3室2厅 | 134.49平米 | 南 | 其他 | 有电梯', '低楼层(共30层)2013年建板塔结合  -  金融城', '485万', '单价36063元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5598ba62-13cf-4c3f-8a94-96c5689910a8.png.296x216.jpg', '华宜铂仕公馆，居家装修，户型方正，采光好', '华宜铂仕公馆  | 2室1厅 | 56.55平米 | 东 | 其他 | 有电梯', '高楼层(共25层)2014年建板楼  -  中和', '98万', '单价17330元/平米')
('https://image1.ljcdn.com/510100-inspection/test-454ad754-83df-4b25-93ab-c03919e3c296.png.296x216.jpg', '英郡一期套三双卫  可以看软件园和江景', '英郡一期  | 3室2厅 | 148.6平米 | 西南 | 其他 | 有电梯', '高楼层(共32层)2009年建塔楼  -  新会展', '290万', '单价19516元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cb7b53d1-1b6c-448b-8141-88a8dea0bb8e.png.296x216.jpg', '复地雍湖湾 标间公寓 开发商统一装修', '复地雍湖湾  | 1室0厅 | 41.98平米 | 北 | 其他 | 有电梯', '低楼层(共29层)2012年建板塔结合  -  大源', '58万', '单价13817元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3781e1f1-6de1-4345-946a-a19b96a6207b.png.296x216.jpg', '南三环+标准套二+人车分流+双地铁', '锦尚天华  | 2室1厅 | 77.43平米 | 西 | 其他', '中楼层(共34层)板楼  -  东苑', '165万', '单价21310元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4e7e112d-251e-4e48-8226-6fe28fcbf922.png.296x216.jpg', '凯丽滨江花园 套三双卫有装修有个阳光房有入户花园', '凯丽滨江花园  | 3室2厅 | 131.31平米 | 东 | 精装 | 有电梯', '低楼层(共33层)2008年建塔楼  -  天府长城', '298万', '单价22695元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d8a232bd-0126-474a-96a5-87d8bbaf636d.png.296x216.jpg', '高新区+中和镇+新港国际花园+标准套三', '新港国际花园  | 3室2厅 | 92.68平米 | 东北 | 其他 | 有电梯', '高楼层(共32层)2011年建塔楼  -  中和', '163万', '单价17588元/平米')
('https://image1.ljcdn.com/510100-inspection/test-72c95458-aec4-4e5a-b049-393508e8a19a.png.296x216.jpg', '时代晶科名苑 套二双卫 采光很好 阳台带个阳台', '时代晶科名苑  | 2室1厅 | 111.09平米 | 西 | 毛坯 | 有电梯', '低楼层(共20层)2013年建塔楼  -  市一医院', '265万', '单价23855元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3887ebc7-6702-4a11-83f0-2295462ad659.png.296x216.jpg', '高新区软件园英郡三期装修房出售', '英郡三期  | 2室1厅 | 89.18平米 | 东北 | 其他 | 有电梯', '中楼层(共33层)2012年建板塔结合  -  新会展', '225万', '单价25230元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6e59bfdd-41ca-4e6b-9281-9ed000abe030.png.296x216.jpg', '高新南区 高楼层套三 不临街 小区有外墙砖', '亿发苑  | 3室2厅 | 144.7平米 | 东 | 其他 | 无电梯', '高楼层(共7层)1999年建塔楼  -  芳草', '165万', '单价11403元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1e155af6-2f6a-4ebb-bc7d-81d4e8359d1f.png.296x216.jpg', '复地雍湖湾。清水套四。朝西，有车位', '复地雍湖湾  | 4室2厅 | 140.88平米 | 西 | 其他 | 有电梯', '高楼层(共31层)2012年建板塔结合  -  大源', '439万', '单价31162元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2fd521ff-6856-4b89-8578-e0b3a4c2ceb3.png.296x216.jpg', '高新益州大道 航天城上城 清水套三 三个阳台 户型方正', '航天城上城  | 3室2厅 | 134.94平米 | 东 | 其他 | 有电梯', '高楼层(共31层)2015年建板塔结合  -  新会展', '309万', '单价22900元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e780372b-86e2-4e51-a62e-e99f638f1d4c.png.296x216.jpg', '此房是2梯4户，标准住家户型，采光好，户型方正', '棕榈南岸  | 3室2厅 | 127.53平米 | 东南 | 其他 | 有电梯', '中楼层(共21层)2009年建塔楼  -  广都', '226万', '单价17722元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3902d8e8-14cf-4c23-a0c1-21e3cdf918a7.png.296x216.jpg', '桂溪苑清水套四双卫＋位置安静    。', '桂溪苑  | 4室1厅 | 156.56平米 | 西北 | 其他 | 有电梯', '低楼层(共32层)2012年建塔楼  -  东苑', '409万', '单价26125元/平米')
('https://image1.ljcdn.com/510100-inspection/ca5bce1c-e3bd-4fe6-b55b-52428a7c324c.jpg.296x216.jpg', '中海城南一号二期 四居室，有钥匙，可看房', '中海城南一号二期  | 4室2厅 | 179平米 | 北 | 其他 | 有电梯', '低楼层(共22层)2012年建板塔结合  -  金融城', '635万', '单价35475元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c24ea5a5-05e7-48a1-8ee6-c1b95ce689a9.png.296x216.jpg', '融城后街 3室1厅 150万', '融城后街  | 3室1厅 | 78.42平米 | 南 北 | 其他 | 有电梯', '中楼层(共17层)2009年建板塔结合  -  神仙树', '150万', '单价19128元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6f453f01-88b2-4012-8633-03ac9abe690c.png.296x216.jpg', '三利领事公馆简装套二出售，带一个大阳台户型方正', '三利领事公馆  | 2室2厅 | 75.41平米 | 南 | 其他 | 有电梯', '高楼层(共31层)2013年建塔楼  -  中和', '160万', '单价21218元/平米')
('https://image1.ljcdn.com/510100-inspection/test-52378083-d6be-48bd-b14f-27b474981f9d.png.296x216.jpg', '布鲁明顿广场装修房，带家具家电！', '布鲁明顿广场  | 1室0厅 | 44.53平米 | 北 | 其他 | 有电梯', '高楼层(共28层)2013年建板塔结合  -  金融城', '110万', '单价24703元/平米')
('https://image1.ljcdn.com/510100-inspection/4204d3e7-141d-4c9d-ada2-c21d7d0f87e2.jpg.296x216.jpg', '中环岛大平层套三三卫清水朝南安静', '中环岛  | 3室1厅 | 179.58平米 | 南 | 其他 | 有电梯', '低楼层(共31层)2015年建板楼  -  大源', '438万', '单价24391元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b7a2550d-686d-48bd-9995-e2c753b65e7d.png.296x216.jpg', '标准电梯套三，户型方正，中等装修，随时看房', '神仙树北路6号院  | 3室2厅 | 125.52平米 | 东南 | 其他 | 有电梯', '中楼层(共13层)2005年建板楼  -  神仙树', '212万', '单价16890元/平米')
('https://image1.ljcdn.com/510100-inspection/cf8b4a7c-043c-4b97-96ce-a5c67b400224.jpg.296x216.jpg', '桐梓林壹号+精装修套二+带一个车位', '桐梓林壹号  | 2室2厅 | 86.11平米 | 东 南 | 精装 | 有电梯', '低楼层(共23层)2015年建板楼  -  城南宜家', '295万', '单价34259元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ad7134c8-55c2-4a38-ab45-d06bdb006913.png.296x216.jpg', '凯德世纪名邸 3室1厅 215万', '凯德世纪名邸  | 3室1厅 | 93.22平米 | 南 | 其他', '高楼层(共21层)板楼  -  大源', '215万', '单价23064元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a026e796-7d0d-4259-96b8-1461f58ce534.png.296x216.jpg', '本房户型方正，两梯两户，朝南，低楼层。中庭', '中海九号公馆  | 4室2厅 | 169.52平米 | 南 | 其他 | 有电梯', '低楼层(共31层)2015年建板塔结合  -  金融城', '620万', '单价36574元/平米')
('https://image1.ljcdn.com/510100-inspection/9afde1a1-55c3-420b-9619-25326033d8ae.jpg.296x216.jpg', '带装修套四，南北朝向户型，带双阳台，看小区绿化', '神仙树大院四期  | 4室2厅 | 162.11平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2013年建板楼  -  神仙树', '395万', '单价24367元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ce62b643-63b6-4ea0-adb5-d65ca9c7d9fc.png.296x216.jpg', '御廷上郡 套三户型 客厅带阳台', '御廷上郡  | 3室2厅 | 85.19平米 | 东 | 其他 | 有电梯', '中楼层(共26层)2012年建板塔结合  -  中和', '150万', '单价17608元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8ba3a9e4-16a9-4c52-8e88-1b00edb2fcd3.png.296x216.jpg', '多层小区 套三双卫 采光好  有装修 看房随时', '金桂花园  | 3室2厅 | 127.27平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2002年建暂无数据  -  中和', '154万', '单价12101元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2c9ef90d-7277-4906-af94-2f1f810f5c90.png.296x216.jpg', '天府五街 标准套三 装修 看河', '齐盛艺境  | 2室2厅 | 114.63平米 | 西 | 其他 | 有电梯', '中楼层(共25层)2008年建板楼  -  远大', '188万', '单价16401元/平米')
('https://image1.ljcdn.com/510100-inspection/test-354fd5b5-5095-442d-ba84-dd7e2f8a5565.png.296x216.jpg', '复地雍湖湾  标准套四  采光好', '复地雍湖湾  | 4室2厅 | 155.37平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2012年建板塔结合  -  大源', '418万', '单价26904元/平米')
('https://image1.ljcdn.com/510100-inspection/test-15d5291d-7b74-441b-94dd-950a6f46019f.png.296x216.jpg', '高新紫竹苑 套三双卫  带装修，带家具家电', '紫竹苑  | 3室1厅 | 117.58平米 | 西南 | 其他 | 无电梯', '高楼层(共7层)2001年建板塔结合  -  紫荆', '175万', '单价14884元/平米')
('https://image1.ljcdn.com/510100-inspection/test-01bc6ee8-5226-4744-9ba3-f83a379aa7ed.png.296x216.jpg', '融城理想满两年套四  户型方正', '融城理想  | 4室2厅 | 199.6平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共5层)2005年建板塔结合  -  市一医院', '428万', '单价21443元/平米')
('https://image1.ljcdn.com/510100-inspection/test-28a403d1-811a-457d-9de9-e84d398f115c.png.296x216.jpg', '枫丹国际经典小套二户型、。。。。。。。', '枫丹国际  | 2室1厅 | 66.46平米 | 南 | 其他 | 有电梯', '低楼层(共31层)2015年建板塔结合  -  金融城', '134万', '单价20163元/平米')
('https://image1.ljcdn.com/510100-inspection/test-63176ea7-8671-4396-b6da-4d9927f0b9c4.png.296x216.jpg', '润兰花园基装套二，朝中庭安静，小区环境优美。', '润兰花园  | 2室2厅 | 92.59平米 | 西南 | 其他 | 无电梯', '高楼层(共7层)2006年建板楼  -  中和', '130万', '单价14041元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload1e38019a-b42a-463a-9979-2445610b2a3a.jpg.296x216.jpg', '套三双卫 朝南采光好 带入户 带阳台  对中庭 简装', '都会路苑  | 3室2厅 | 119.96平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2010年建板楼  -  城南宜家', '200万', '单价16673元/平米')
('https://image1.ljcdn.com/510100-inspection/bbae20b0-8803-4eab-a6ef-fc11d0c9f7c4.jpg.296x216.jpg', '莱普敦 套一带装修 楼层好 采光良好', '海洋中心  | 1室1厅 | 60平米 | 南 | 其他 | 有电梯', '中楼层(共37层)2012年建板塔结合  -  新会展', '150万', '单价25000元/平米')
('https://image1.ljcdn.com/510100-inspection/test-017320f2-34f2-471c-afa1-15f343953161.png.296x216.jpg', '盛源逸都国际装修套二户型方正采光充足', '逸都国际  | 2室2厅 | 89.26平米 | 南 | 其他 | 有电梯', '中楼层(共24层)2011年建板塔结合  -  大源', '150万', '单价16805元/平米')
('https://image1.ljcdn.com/510100-inspection/test-30d15424-bc24-441e-8a6e-4cb57c608c35.png.296x216.jpg', '精装套二，满两年，无增值税，小区双中庭', '领馆国际城  | 2室2厅 | 80平米 | 西 | 其他 | 有电梯', '高楼层(共28层)2013年建板塔结合  -  远大', '135万', '单价16875元/平米')
('https://image1.ljcdn.com/510100-inspection/f875037f-623e-437c-b901-dfdd26a5cd29.jpg.296x216.jpg', '英郡套三双卫 清水房 可以看江景', '英郡一期  | 3室2厅 | 128.91平米 | 东北 | 其他 | 有电梯', '低楼层(共32层)2009年建塔楼  -  新会展', '235万', '单价18230元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b60ae97b-703d-4c52-ad01-e8636fa94923.png.296x216.jpg', '中海翠屏湾，三室两厅一厨一卫，有装修。', '中海翠屏湾  | 3室2厅 | 89.26平米 | 北 | 其他 | 有电梯', '高楼层(共18层)2009年建板楼  -  城南宜家', '220万', '单价24648元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a0d005df-60e2-45b9-9f50-f397fe7b9c00.png.296x216.jpg', '蒂梵尼套三，高楼层，采光好。.', '蒂梵尼TOWN  | 3室2厅 | 117.5平米 | 南 | 其他 | 有电梯', '高楼层(共34层)2017年建板楼  -  广都', '200万', '单价17022元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2e927d9c-e46e-41b1-b985-e09d2f73fbd8.png.296x216.jpg', '天府欣苑西区 矮楼层 朝南 四室两厅两卫', '天府欣苑西区  | 4室2厅 | 189平米 | 南 | 其他 | 有电梯', '低楼层(共16层)2009年建板楼  -  金融城', '480万', '单价25397元/平米')
('https://image1.ljcdn.com/510100-inspection/97b83f6d-a884-467d-b6b6-0397309b34d2.jpg.296x216.jpg', '世豪瑞丽 2室2厅 交通便利 小区环境干净 适合居住', '世豪瑞丽  | 2室2厅 | 81.22平米 | 西南 | 简装 | 有电梯', '低楼层(共32层)2013年建板塔结合  -  大源', '238万', '单价29304元/平米')
('https://image1.ljcdn.com/510100-inspection/test-07bfb1cb-7a17-45e9-ae28-f3eee8f3a1b9.png.296x216.jpg', '居家装修，通透套四双卫，带家具家电，拎包入住', '建发中央鹭洲  | 4室1厅 | 125.42平米 | 西北 | 精装 | 有电梯', '高楼层(共30层)2014年建板塔结合  -  大源', '340万', '单价27109元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadeac332a8-3568-4835-bebf-35cd34951d2e.jpg.296x216.jpg', '天府长城嘉南地 套三带书房 高楼层视野开阔', '天府长城嘉南地  | 3室2厅 | 131.45平米 | 北 | 精装 | 有电梯', '高楼层(共30层)2007年建板塔结合  -  天府长城', '295万', '单价22442元/平米')
('https://image1.ljcdn.com/510100-inspection/b5f762f6-7d44-458a-8243-1e26ec08fe64.jpg.296x216.jpg', '中海名城一期 3室1厅 380万', '中海名城一期  | 3室1厅 | 145.29平米 | 东南 | 其他 | 有电梯', '高楼层(共11层)2002年建板楼  -  神仙树', '380万', '单价26155元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d1d814ca-e1c7-4e60-b716-99e25ae56e9f.png.296x216.jpg', '融城理想套二朝南  近地铁高新站', '融城理想  | 2室2厅 | 82.12平米 | 南 | 简装 | 有电梯', '中楼层(共11层)2005年建板塔结合  -  市一医院', '178万', '单价21676元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4f164613-0e7f-488e-a9f0-af4826fcdf5d.png.296x216.jpg', '一梯两户小高层，户型方正，采光很好。', '远大都市风景二期  | 3室2厅 | 134.7平米 | 东南 | 简装 | 有电梯', '中楼层(共11层)2005年建板楼  -  远大', '285万', '单价21159元/平米')
