('https://image1.ljcdn.com/440300-inspection/test-27ca7970-81d4-4663-8f34-54cfdb4292a5.png.296x216.jpg', '视野好，满2年，可改小3房业主自住装修保养好', '朗庭豪园  | 2室2厅 | 71.68平米 | 东北 | 精装 | 有电梯', '中楼层(共18层)2000年建塔楼  -  福田保税区', '470万', '单价65570元/平米')
('https://image1.ljcdn.com/440300-inspection/test-6060e948-d784-4936-9f0f-411646d1f1d2.png.296x216.jpg', '城投青莲公寓 2室1厅 406万', '城投青莲公寓  | 2室1厅 | 52平米 | 东南 | 其他 | 有电梯', '中楼层(共26层)2005年建板塔结合  -  莲花', '406万', '单价78077元/平米')
('https://image1.ljcdn.com/440300-inspection/test-f2dbd9ab-276f-4a37-8165-24bed7e56c50.png.296x216.jpg', '2号地铁 闹中取静 鸟语花香 华强东 品质住宅区', '富怡雅居  | 4室2厅 | 130.52平米 | 南 北 | 其他 | 有电梯', '高楼层(共24层)2001年建板塔结合  -  华强北', '980万', '单价75085元/平米')
('https://image1.ljcdn.com/440300-inspection/test-5ebb8ff9-48b6-40aa-8195-68ccb3ff7e32.png.296x216.jpg', '正南向两房  园景 安静 居家舒适 有钥匙 随时可看', '皇达东方雅苑  | 2室2厅 | 77.62平米 | 南 | 其他 | 有电梯', '低楼层(共31层)2002年建塔楼  -  石厦', '555万', '单价71503元/平米')
('https://image1.ljcdn.com/440300-inspection/test-18b46362-ce88-4975-80ea-643cf320da62.png.296x216.jpg', '房子满五年 红本在手 低楼层 采光视野好', '旭飞花园  | 1室1厅 | 37.54平米 | 东 | 其他 | 无电梯', '中楼层(共9层)1997年建板楼  -  八卦岭', '220万', '单价58605元/平米')
('https://image1.ljcdn.com/440300-inspection/d914a594-5fa4-4309-b8ad-a9080ebb6ec6.jpg.296x216.jpg', '满五年唯一住宅，精装修，楼下家乐福，沙尾地铁口', '祥云天都世纪大厦  | 1室0厅 | 34.47平米 | 东北 | 精装 | 有电梯', '高楼层(共32层)2007年建塔楼  -  新洲', '195万', '单价56571元/平米')
('https://image1.ljcdn.com/440300-inspection/test-5901ebff-9bb9-41a5-b8b9-d6c6e05b7521.png.296x216.jpg', '玮鹏花园一期，优质三房，满五唯一，诚心出售看房方便', '玮鹏花园  | 3室2厅 | 104.03平米 | 东北 | 简装 | 有电梯', '低楼层(共33层)2001年建板塔结合  -  华强北', '840万', '单价80746元/平米')
('https://image1.ljcdn.com/440300-inspection/377ea7aa-69ac-43ee-b709-2d7724534082.jpg.296x216.jpg', '福民地铁口07年小区 一房一厅 高楼层 精装 看房方便', '景源华庭  | 1室1厅 | 49.89平米 | 东南 | 精装 | 有电梯', '高楼层(共30层)2007年建板塔结合  -  皇岗', '315万', '单价63139元/平米')
('https://image1.ljcdn.com/440300-inspection/test-565287ef-1e8a-4c3a-8bca-0bed03211974.png.296x216.jpg', '福田高铁站旁 精装方正两房高层视野开阔看高尔夫景观', '华富大厦  | 2室1厅 | 70平米 | 西 | 简装 | 有电梯', '高楼层(共33层)2000年建板塔结合  -  景田', '390万', '单价55715元/平米')
('https://image1.ljcdn.com/440300-inspection/test-8132704c-1e6a-4dc7-b468-6597367fbee4.png.296x216.jpg', '笔架山景观房，紫气东来，近期速走两房', '长城盛世家园二期  | 2室2厅 | 72.91平米 | 东 | 简装 | 有电梯', '中楼层(共34层)2004年建塔楼  -  莲花', '528万', '单价72419元/平米')
('https://image1.ljcdn.com/440300-inspection/test-f5ab23fc-05ad-44e4-bc23-9ffd7b7ac3a5.png.296x216.jpg', '莲花二村，中间位置 安静 中高楼层 南向三房', '莲花二村  | 3室2厅 | 83.34平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1991年建板塔结合  -  莲花', '680万', '单价81594元/平米')
('https://image1.ljcdn.com/440300-inspection/test-b8825658-832c-4f76-86fa-1fa94b01bd6b.png.296x216.jpg', '天然居南向三房 看小区花园 安静采光好 视野无遮挡', '天然居  | 3室2厅 | 111.12平米 | 南 | 简装 | 有电梯', '低楼层(共33层)2002年建板塔结合  -  景田', '960万', '单价86394元/平米')
('https://image1.ljcdn.com/440300-inspection/test-4a88f533-dd0c-45cc-82d8-b0bc35f48c49.png.296x216.jpg', '南方国际广场 2室1厅 398万', '南方国际广场  | 2室1厅 | 65.48平米 | 南 | 其他 | 有电梯', '高楼层(共30层)2005年建塔楼  -  石厦', '398万', '单价60782元/平米')
('https://image1.ljcdn.com/440300-inspection/990c6adf-a16d-43bd-9d00-c4bedfd89e55.JPG.296x216.jpg', '福田花园大厦 4室2厅 600万', '福田花园大厦  | 4室2厅 | 121.09平米 | 东南 | 其他 | 有电梯', '高楼层(共27层)2001年建板塔结合  -  石厦', '600万', '单价49550元/平米')
('https://image1.ljcdn.com/440300-inspection/test-1f13c3f7-092c-4812-833b-65fb4e80b37a.png.296x216.jpg', '皇御苑二期 满2年 装修漂亮 可拎包入住', '皇御苑二期  | 3室1厅 | 86.63平米 | 北 | 其他 | 有电梯', '低楼层(共31层)2003年建板塔结合  -  皇岗', '560万', '单价64643元/平米')
('https://image1.ljcdn.com/440300-inspection/test-7984c117-d99e-4acd-9b58-88d6a2c11c37.png.296x216.jpg', '艺丰花园A区 2室1厅 365万', '艺丰花园A区  | 2室1厅 | 70.89平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)1999年建板塔结合  -  梅林', '365万', '单价51489元/平米')
('https://image1.ljcdn.com/440300-inspection/test-267687b4-6f9a-40c6-8fe2-ea64c7265531.png.296x216.jpg', '中银花园 高层 东南向 安静 两房 红本在手 满二年', '中银花园  | 2室2厅 | 84.79平米 | 东南 | 精装 | 有电梯', '高楼层(共31层)1997年建塔楼  -  莲花', '472万', '单价55667元/平米')
('https://image1.ljcdn.com/440300-inspection/test-77184c97-c6be-4a8c-9b83-0e42e11aad19.png.296x216.jpg', '万科金域蓝湾一期 红本满五年唯一  看房方便', '万科金域蓝湾一期  | 3室1厅 | 103.21平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2003年建板塔结合  -  上下沙', '880万', '单价85264元/平米')
('https://image1.ljcdn.com/440300-inspection/test-4f8b0192-7050-45ea-81cf-ca988da53a2e.png.296x216.jpg', '房子南北通透，有赠送面积国土局有备案', '凯丰花园一期  | 3室1厅 | 99.92平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1997年建板塔结合  -  梅林', '720万', '单价72058元/平米')
('https://image1.ljcdn.com/440300-inspection/test-5d002d2f-4dc9-4890-958a-4c87b16122ad.png.296x216.jpg', '七街公馆 2室1厅 323万', '七街公馆  | 2室1厅 | 56.79平米 | 西 北 | 其他 | 有电梯', '高楼层(共33层)2010年建板塔结合  -  景田', '323万', '单价56877元/平米')
('https://image1.ljcdn.com/440300-inspection/test-be6bf16e-bfec-4e9b-8b43-fa01df70333f.png.296x216.jpg', '她白发苍苍容颜迟暮，你会不会依旧牵她双手倾世温柔', '茗香苑  | 3室2厅 | 111.79平米 | 西北 | 简装 | 有电梯', '低楼层(共12层)1999年建板塔结合  -  景田', '710万', '单价63512元/平米')
('https://image1.ljcdn.com/440300-inspection/test-78eb3838-2462-47a2-841f-4f24399779ac.png.296x216.jpg', '莲花村长福花园 2房可改3房精装 红本免个税 换房诚售', '长福花园  | 2室2厅 | 85.2平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)1992年建平房  -  莲花', '720万', '单价84508元/平米')
('https://image1.ljcdn.com/440300-inspection/test-914bdb9e-bcc1-4164-b417-1cdf5f82e095.png.296x216.jpg', '位置佳融汇深港双城繁华，户型赞，公园社区环境好', '廊桥国际  | 2室1厅 | 74.77平米 | 东 | 精装 | 有电梯', '中楼层(共23层)2012年建塔楼  -  皇岗', '518万', '单价69280元/平米')
('https://image1.ljcdn.com/440300-inspection/9dac3abd-a350-47e4-857e-0d9ce7051e7f.jpg.296x216.jpg', '满五唯一，红本在手，改好的三房，自住装修', '盛世鹏程  | 2室1厅 | 75.75平米 | 西南 | 其他 | 有电梯', '中楼层(共33层)2005年建板塔结合  -  八卦岭', '600万', '单价79208元/平米')
('https://image1.ljcdn.com/440300-inspection/test-5a741916-2b2f-49c5-9f5a-01499abf7ce9.png.296x216.jpg', '盛世家园二期急卖优质两房 高楼层 采光好 看房方便', '长城盛世家园二期  | 2室2厅 | 70.82平米 | 东 | 其他 | 有电梯', '高楼层(共34层)2004年建塔楼  -  莲花', '510万', '单价72014元/平米')
('https://image1.ljcdn.com/440300-inspection/test-2478f9a0-43a1-4a73-9d27-80dce7141925.png.296x216.jpg', '红本，满五唯一,东南朝向的3房', '金地名津  | 3室1厅 | 82.84平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2007年建板塔结合  -  皇岗', '540万', '单价65186元/平米')
('https://image1.ljcdn.com/440300-inspection/test-45c57de8-9b15-4e0c-b95d-edb6d29f3f84.png.296x216.jpg', '园东花园三房两卫大三房，红本在手底价急售，有匙即看', '园东花园  | 3室1厅 | 96.52平米 | 西北 | 简装 | 有电梯', '低楼层(共32层)1996年建塔楼  -  园岭', '675万', '单价69934元/平米')
('https://image1.ljcdn.com/440300-inspection/test-9426cb04-a6c1-4edb-9685-f9a1c8d7df6f.png.296x216.jpg', '笔架山下待拆迁物业，满五年唯一红本在手的。', '华富北屋村  | 3室2厅 | 86.4平米 | 南 北 | 精装 | 无电梯', '低楼层(共7层)1991年建板塔结合  -  黄木岗', '735万', '单价85070元/平米')
('https://image1.ljcdn.com/440300-inspection/test-dd2ed334-3036-4772-99cc-2623adc5c795.png.296x216.jpg', '福田CBD三房，红本在手，满5年，诚心卖，价格有空间', '都市花园  | 3室2厅 | 76.36平米 | 东南 | 其他 | 有电梯', '中楼层(共13层)1999年建板塔结合  -  车公庙', '490万', '单价64170元/平米')
('https://image1.ljcdn.com/440300-inspection/test-fdd88f2f-0630-4be9-8e47-52059021ecf8.png.296x216.jpg', '景田天健花园 4室2厅 1230万', '景田天健花园  | 4室2厅 | 129.21平米 | 南 | 其他 | 有电梯', '高楼层(共9层)1998年建塔楼  -  景田', '1230万', '单价95194元/平米')
('https://image1.ljcdn.com/440300-inspection/test-19a40476-7ab8-448e-adb7-b48bb5026b9b.png.296x216.jpg', '莲花山下中银花园两房一卫，安静位置，赠送露台花园', '中银花园  | 2室1厅 | 84.79平米 | 西北 | 简装 | 有电梯', '中楼层(共31层)1997年建塔楼  -  莲花', '550万', '单价64867元/平米')
('https://image1.ljcdn.com/440300-inspection/test-6a32b6b5-40cf-45f5-8e2a-ab7feb8925fd.png.296x216.jpg', '汇龙花园 1室1厅 235万', '汇龙花园  | 1室1厅 | 42.82平米 | 北 | 其他 | 无电梯', '高楼层(共7层)1999年建板塔结合  -  梅林', '235万', '单价54881元/平米')
('https://image1.ljcdn.com/440300-inspection/test-260d293e-c2c9-4542-bac3-820219dac46a.png.296x216.jpg', '莲花山脚下 地铁口旁 适合刚需 小孩上彩', '城投青莲公寓  | 2室1厅 | 52.01平米 | 南 | 其他 | 有电梯', '中楼层(共26层)2005年建板塔结合  -  莲花', '400万', '单价76909元/平米')
('https://image1.ljcdn.com/440300-inspection/test-713358ec-7ef6-470b-987e-cca4fb58abd9.png.296x216.jpg', '北临购物公园，正规三房，通风采光好视野开阔花园社区', '嘉洲豪园  | 3室2厅 | 96.83平米 | 北 | 其他 | 有电梯', '高楼层(共18层)2001年建板塔结合  -  新洲', '570万', '单价58867元/平米')
('https://image1.ljcdn.com/440300-inspection/test-65fd8e03-7520-4485-8ed0-b0d7104678ec.png.296x216.jpg', '莲花山旁精装大三房 满五唯一近福田站 随时可看房', '第壹世界广场  | 3室2厅 | 181.43平米 | 西南 | 精装 | 有电梯', '中楼层(共29层)2002年建板塔结合  -  景田', '1300万', '单价71653元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload3e98de2d-16b3-45b3-8463-cbc37ceb0e03.jpg.296x216.jpg', '绿景花园 7号线沙尾站 满五唯一 红本 送私家花园', '绿景花园  | 5室2厅 | 207.95平米 | 南 北 | 其他 | 无电梯', '中楼层(共4层)1997年建板塔结合  -  新洲', '1100万', '单价52898元/平米')
('https://image1.ljcdn.com/440300-inspection/test-2ffd79f5-5c7f-4cb4-a1f4-3816f84516fa.png.296x216.jpg', '安静看花园 小区车位宽松 可免个人所得税', '黄埔雅苑三期  | 2室1厅 | 82.59平米 | 东北 | 简装 | 有电梯', '低楼层(共28层)2003年建塔楼  -  莲花', '768万', '单价92990元/平米')
('https://image1.ljcdn.com/440300-inspection/test-fdbacb81-ef3c-4450-a2eb-fe5eaa64e301.png.296x216.jpg', '南向，户型方正实用，结构好，住家精装修，通风采光好', '绿景花园二期  | 1室1厅 | 46.5平米 | 南 | 精装 | 有电梯', '低楼层(共29层)2005年建板塔结合  -  新洲', '365万', '单价78495元/平米')
('https://image1.ljcdn.com/440300-inspection/test-6fe5afb3-c11f-4a33-9b23-1a328576e469.png.296x216.jpg', '绿景中城天邑花园 2室1厅 440万', '绿景中城天邑花园  | 2室1厅 | 54.22平米 | 北 | 其他 | 有电梯', '高楼层(共32层)2008年建板塔结合  -  新洲', '440万', '单价81151元/平米')
('https://image1.ljcdn.com/440300-inspection/test-eab95cd3-9b9b-40de-996a-2dd54a26a0f8.png.296x216.jpg', '福田保税区，安静两房出售，业主诚心放卖', '宝瑞轩  | 2室1厅 | 65.04平米 | 南 | 其他 | 有电梯', '中楼层(共12层)1999年建塔楼  -  福田保税区', '470万', '单价72264元/平米')
('https://image1.ljcdn.com/440300-inspection/test-9b9a7c72-f5e8-41d1-968c-6fecfb5d0850.png.296x216.jpg', '全海花园 4室2厅 1150万', '全海花园  | 4室2厅 | 150.37平米 | 东南 | 其他 | 有电梯', '中楼层(共17层)2002年建板塔结合  -  沙尾', '1150万', '单价76479元/平米')
('https://image1.ljcdn.com/440300-inspection/test-9a0e5518-ae8e-49ae-9866-43d6d4e28ef1.png.296x216.jpg', '南北通透大两房 中楼层 采光好', '华茂苑  | 2室1厅 | 79.8平米 | 南 北 | 精装 | 无电梯', '中楼层(共8层)1995年建板楼  -  梅林', '430万', '单价53885元/平米')
('https://image1.ljcdn.com/440300-inspection/test-d8b7308d-65f9-4fa6-b14e-525e388370a1.png.296x216.jpg', '振业梅苑 4室2厅 630万', '振业梅苑  | 4室2厅 | 112平米 | 东南 | 其他', '低楼层(共8层)1998年建板楼  -  梅林', '630万', '单价56250元/平米')
('https://image1.ljcdn.com/440300-inspection/test-5b8ffacf-02f6-4ed2-a5a2-144d9079e50b.png.296x216.jpg', '此房全新装修 户型方正客厅带阳台 满了五年 诚心出售', '中海华庭  | 3室2厅 | 106.72平米 | 东北 | 精装 | 有电梯', '低楼层(共28层)2000年建板塔结合  -  福田中心', '925万', '单价86676元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e0123795-e595-4d97-b21d-4e85a34d8589.png.296x216.jpg', '梅林一村八区 3室2厅 800万', '梅林一村八区  | 3室2厅 | 93.9平米 | 南 | 其他 | 有电梯', '低楼层(共9层)1998年建板塔结合  -  梅林', '800万', '单价85198元/平米')
('https://image1.ljcdn.com/440300-inspection/fc86d6b8-d165-4524-928b-577c96222a8c.jpg.296x216.jpg', '翠海花园 经典两房 小区门槛价 红本满5唯一', '翠海花园一期  | 2室2厅 | 65.28平米 | 东北 | 其他 | 有电梯', '中楼层(共18层)2000年建板塔结合  -  香蜜湖', '920万', '单价140932元/平米')
('https://image1.ljcdn.com/440300-inspection/test-9609c494-4a1b-426e-9015-d39a58a3387e.png.296x216.jpg', '福田花园 3室2厅 540万', '福田花园  | 3室2厅 | 89.64平米 | 南 | 其他 | 无电梯', '中楼层(共8层)1996年建板塔结合  -  石厦', '540万', '单价60241元/平米')
('https://image1.ljcdn.com/440300-inspection/2d060a4b-d763-491a-aff0-c509200dcde6.JPG.296x216.jpg', '满五年，价钱便宜，钥匙在手看房方便，生活便利！', '阳基阳光城市  | 2室1厅 | 65.52平米 | 北 | 其他 | 有电梯', '中楼层(共29层)2005年建板塔结合  -  皇岗', '385万', '单价58761元/平米')
('https://image1.ljcdn.com/440300-inspection/test-7a2a3e0c-a1c8-417a-be60-673105dbfe6d.png.296x216.jpg', '岭尚时代园 满五唯一 业主诚心出售', '岭尚时代园  | 1室1厅 | 36.66平米 | 北 | 精装 | 有电梯', '低楼层(共27层)2007年建板塔结合  -  八卦岭', '228万', '单价62194元/平米')
('https://image1.ljcdn.com/440300-inspection/test-b3c6802e-34fa-4e8b-b4b5-f3f136af4895.png.296x216.jpg', '长城二花园 2室1厅 869万', '长城二花园  | 2室1厅 | 86.5平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)1993年建板楼  -  百花', '869万', '单价100463元/平米')
('https://image1.ljcdn.com/440300-inspection/test-3430138b-ea97-499f-af22-fea9b4ea9512.png.296x216.jpg', '香诗美林 欧式大花园  精装2房 高层风景好 红本满五年', '香诗美林  | 2室1厅 | 78.76平米 | 东南 | 其他 | 有电梯', '中楼层(共33层)2005年建板塔结合  -  竹子林', '688万', '单价87354元/平米')
('https://image1.ljcdn.com/440300-inspection/test-19a6d017-3071-4c75-937f-027234120705.png.296x216.jpg', '碧华庭居大两房，中间楼层，大社区，诚心出售', '碧华庭居  | 2室1厅 | 85.97平米 | 西 | 其他 | 有电梯', '中楼层(共17层)2001年建塔楼  -  梅林', '500万', '单价58160元/平米')
('https://image1.ljcdn.com/440300-inspection/test-b8bee544-69aa-4d3e-ab5f-61c6f310b141.png.296x216.jpg', '天健世纪花园 品质三房  看市区和莲花山景观', '天健世纪花园  | 3室2厅 | 130.14平米 | 东南 | 其他 | 有电梯', '高楼层(共30层)2003年建板塔结合  -  莲花', '1300万', '单价99893元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e4e0b04c-355f-4574-aad1-f02492ab5076.png.296x216.jpg', '丽港湾 3房南向 户型方正 客厅出阳台', '丽港湾  | 3室2厅 | 91.53平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2003年建塔楼  -  福田保税区', '630万', '单价68830元/平米')
('https://image1.ljcdn.com/440300-inspection/test-d1f6bb1b-ecdd-4913-ba30-8c7b1ed2ef57.png.296x216.jpg', '满五唯一近地铁 看房随时 退休回老家业主诚售', '梅安居  | 2室1厅 | 41.65平米 | 西 | 简装', '中楼层(共5层)2003年建板塔结合  -  梅林', '226万', '单价54262元/平米')
('https://image1.ljcdn.com/440300-inspection/ab0c90fa-05bd-4602-8707-0c2ff5caffe8.jpg.296x216.jpg', '黄埔雅苑一期 3室1厅 1000万', '黄埔雅苑一期  | 3室1厅 | 107.57平米 | 西南 | 精装 | 有电梯', '低楼层(共21层)2001年建塔楼  -  莲花', '1000万', '单价92963元/平米')
('https://image1.ljcdn.com/440300-inspection/ab5f9a52-c2ba-4bef-928f-36b6ed8f59fb.jpg.296x216.jpg', '万科金域蓝湾三期 3室2厅 1190万', '万科金域蓝湾三期  | 3室2厅 | 158.55平米 | 东南 | 其他 | 有电梯', '低楼层(共46层)2007年建板塔结合  -  上下沙', '1190万', '单价75056元/平米')
