('https://image1.ljcdn.com/320100-inspection/test-b5172b44-0260-41aa-a27f-eb6d338862b7.png.296x216.jpg', '满五唯一      拎包住  看房方便', '花雨南庭  | 3室1厅 | 79.36平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2009年建板楼  -  洪家园', '310万', '单价39063元/平米')
('https://image1.ljcdn.com/320100-inspection/b42e1a48-c698-445b-9511-c7be7bace987.jpg.296x216.jpg', '业主诚心出售 出行方便 采光好', '花好月苑  | 2室2厅 | 97.05平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2003年建板楼  -  雨花新村', '330万', '单价34004元/平米')
('https://image1.ljcdn.com/320100-inspection/dcdfd25d-1a05-484d-93f3-588c4e395931.JPG.296x216.jpg', '雨花台风景区 紫荆国际广场 低楼层 居家装修 户型方正', '爱涛逸珍公馆  | 3室2厅 | 136.48平米 | 南 北 | 其他 | 有电梯', '低楼层(共6层)2013年建板楼  -  洪家园', '485万', '单价35537元/平米')
('https://image1.ljcdn.com/320100-inspection/00f01dac-8166-40f1-8782-7465ca7a2051.JPG.296x216.jpg', '主城区 南京南站 南部新城 两房', '紫荆国际公寓  | 2室2厅 | 47.6平米 | 南 | 其他 | 有电梯', '低楼层(共9层)2015年建塔楼  -  宁南', '158万', '单价33194元/平米')
('https://image1.ljcdn.com/320100-inspection/0d27786a-6c3b-4a81-8a81-1abc971e433a.jpg.296x216.jpg', '花神美境 5室1厅 480万', '花神美境  | 5室1厅 | 141.35平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  宁南', '480万', '单价33959元/平米')
('https://image1.ljcdn.com/320100-inspection/4eae60aa-db5f-471d-838d-9b2544c0d526.jpg.296x216.jpg', '中华门 满五年 视野开阔 安静不临街 采光好 交通便利', '广厦嘉苑  | 3室2厅 | 141.13平米 | 南 北 | 其他 | 有电梯', '高楼层(共6层)2003年建板楼  -  雨花新村', '369万', '单价26147元/平米')
('https://image1.ljcdn.com/320100-inspection/test-b6e9e015-0d1b-4e83-ab5d-979dd6b1b320.png.296x216.jpg', '翠岛花城二期小三房 楼层好 采光充足', '翠岛花城芳庭居  | 3室2厅 | 110.09平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2007年建板塔结合  -  宁南', '452万', '单价41058元/平米')
('https://image1.ljcdn.com/320100-inspection/b353d97f-537f-4bff-84fe-f7ba1480c393.jpg.296x216.jpg', '奥南，经典四房，毛坯，可自由发挥。', '金地自在城第八街区  | 4室2厅 | 115.57平米 | 南 北 | 其他 | 有电梯', '高楼层(共28层)2014年建板楼  -  雨花台其它', '266万', '单价23017元/平米')
('https://image1.ljcdn.com/320100-inspection/6fc7bf19-99cf-4b99-b7e5-19b00342cc6c.jpg.296x216.jpg', '此房楼层好，采光充足，交通便利，生活配套设施完善', '德盈国际  | 1室0厅 | 36.96平米 | 西 | 其他 | 有电梯', '中楼层(共29层)2012年建板楼  -  能仁里', '123万', '单价33280元/平米')
('https://image1.ljcdn.com/320100-inspection/1e1bfd4f-5cd6-4029-91cd-557fedcd6072.jpg.296x216.jpg', '凤凰和美，楼层好，诚心出售，看房方便，欢迎看房。', '凤凰和美  | 3室2厅 | 124.25平米 | 南 北 | 精装 | 有电梯', '低楼层(共34层)2011年建塔楼  -  能仁里', '485万', '单价39035元/平米')
('https://image1.ljcdn.com/320100-inspection/93565ecc-fd67-423f-920d-cf738d88ec09.jpg.296x216.jpg', '宁南低总价两房  楼层好  采光充足', '玉兰小区  | 2室1厅 | 63.57平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1998年建板楼  -  宁南', '225万', '单价35395元/平米')
('https://image1.ljcdn.com/320100-inspection/1daeea75-2f76-4477-a162-c536855da393.jpg.296x216.jpg', '金地自在城第二街区 3室2厅 255万', '金地自在城第二街区  | 3室2厅 | 103.93平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2012年建板塔结合  -  雨花台其它', '255万', '单价24536元/平米')
('https://image1.ljcdn.com/320100-inspection/3b1c7e4f-88b0-452a-8722-f997106cf6de.jpg.296x216.jpg', '虹悦城 中华门 精装修大三房 采光好 看房方便', '绿岛华庭  | 3室2厅 | 99.73平米 | 南 北 | 其他 | 有电梯', '高楼层(共17层)2004年建板塔结合  -  能仁里', '365万', '单价36599元/平米')
('https://image1.ljcdn.com/x-se/hdic-resblock/0af2b122-2817-4bd7-96fa-052a3bd2c03b.JPG.296x216.jpg', '四十年产权公寓 开发商精装修交付 通天然气', '蓝岸3G  | 1室0厅 | 32.14平米 | 西 | 其他 | 有电梯', '中楼层(共10层)2011年建板塔结合  -  铁心桥', '55万', '单价17113元/平米')
('https://image1.ljcdn.com/320100-inspection/6581bd81-962f-4d90-95f3-2947f15bc871.jpg.296x216.jpg', '此房 交通便利 房龄新 小区配套齐全 楼层适中', '春江新城新河苑二期  | 2室1厅 | 74.57平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2008年建板楼  -  铁心桥', '175万', '单价23468元/平米')
('https://image1.ljcdn.com/320100-inspection/521090d0-8945-4a66-b4ac-7d58eb2705e7.jpg.296x216.jpg', '紫荆国际公寓 2室2厅 挑高户型', '紫荆国际公寓  | 4室1厅 | 71.89平米 | 东 北 | 精装 | 有电梯', '高楼层(共9层)2015年建塔楼  -  宁南', '234万', '单价32550元/平米')
('https://image1.ljcdn.com/320100-inspection/9c514883-1af0-495c-9ce3-b040407b8fcf.jpg.296x216.jpg', '中华门 安德门 能仁里 虹悦城 采光充足', '四季阳光花园  | 2室1厅 | 97.79平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2005年建板楼  -  雨花新村', '358万', '单价36610元/平米')
('https://image1.ljcdn.com/320100-inspection/e651777a-a114-4f17-ad9c-d55666a62f52.jpg.296x216.jpg', '高楼层 居家装修，采光充足，南北通透，户型方正', '绿岛华庭  | 3室2厅 | 100.62平米 | 南 北 | 精装 | 有电梯', '中楼层(共17层)2004年建板楼  -  能仁里', '370万', '单价36773元/平米')
('https://image1.ljcdn.com/320100-inspection/76a384dc-c598-42a7-800e-a12c5960ddcd.jpg.296x216.jpg', '满五年  精装修  中间楼层   采光充足  配套完善', '四季阳光花园  | 3室2厅 | 120.04平米 | 南 北 | 精装 | 有电梯', '中楼层(共7层)2005年建板塔结合  -  雨花新村', '430万', '单价35822元/平米')
('https://image1.ljcdn.com/320100-inspection/2efa8ef9-1c67-42c7-a59e-e150f80b4fb7.jpg.296x216.jpg', '三房朝南 位置好 省个税 婚装 看房方便', '邓府山村  | 3室1厅 | 64.73平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1991年建板塔结合  -  雨花新村', '175万', '单价27036元/平米')
('https://image1.ljcdn.com/320100-inspection/dfcb74a9-4697-49cc-b8a6-48e25275b007.jpg.296x216.jpg', '南北通透三居室，户型紧凑，适合刚需', '春江新城牛首坊  | 3室1厅 | 97.6平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2005年建板楼  -  铁心桥', '255万', '单价26128元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload5977a8c9-640d-4471-bf0b-2ddb155766df.jpg.296x216.jpg', '业主诚心出售，房子装修比较用心，采光好', '邓府山村  | 2室1厅 | 55.44平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1998年建板楼  -  雨花新村', '148万', '单价26696元/平米')
('https://image1.ljcdn.com/320100-inspection/75fdef81-4960-4139-9459-6f9604e9dce5.jpg.296x216.jpg', '雨花新村二村  采光充足   交通便利  配套完善', '雨花新村二村  | 2室1厅 | 45.71平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1983年建板楼  -  雨花新村', '118万', '单价25815元/平米')
('https://image1.ljcdn.com/320100-inspection/ca384383-e38e-43c6-b70c-c70b5c9ba7a7.jpg.296x216.jpg', '应天花园精装双卧朝南两居室 明厨明卫朝北 带车位', '应天花园  | 2室1厅 | 56.84平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1995年建板楼  -  能仁里', '155万', '单价27270元/平米')
('https://image1.ljcdn.com/320100-inspection/45d7c505-928b-4136-be2c-0768c620052b.jpg.296x216.jpg', '居家实木装修大三房 通阳台 中楼层采光不错', '阅城国际花园悠然园  | 3室2厅 | 127.91平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2005年建板塔结合  -  宁南', '540万', '单价42218元/平米')
('https://image1.ljcdn.com/320100-inspection/db66b6f5-d111-417e-8c67-bacec2c1e578.jpg.296x216.jpg', '雨花新村 采光充足  楼层好 诚心出售', '雨花新村五村  | 2室1厅 | 49.07平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1983年建板楼  -  雨花新村', '139万', '单价28327元/平米')
('https://image1.ljcdn.com/320100-inspection/fbfb6827-ef9f-4b6d-8d7f-d9fdea949240.jpg.296x216.jpg', '楼层好  两卧朝南  总价低  小区新  环境好', '名城世家花园  | 2室1厅 | 58.98平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2011年建板楼  -  小行', '228万', '单价38658元/平米')
('https://image1.ljcdn.com/320100-inspection/94f2aae1-9d65-4599-9e2f-983f89deebd4.jpg.296x216.jpg', '邓府山村 一楼带院子 适合刚需和自住', '邓府山村  | 2室1厅 | 56.03平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)1991年建板楼  -  雨花新村', '163万', '单价29092元/平米')
('https://image1.ljcdn.com/320100-inspection/4bc67551-e263-4c67-92b0-361d8b8f9aa1.jpg.296x216.jpg', '春江新城韩府坊 中高楼层 户型方正 精装修', '春江新城韩府坊  | 3室1厅 | 84.31平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2005年建板楼  -  铁心桥', '228万', '单价27044元/平米')
('https://image1.ljcdn.com/320100-inspection/c34f4736-4cc5-459d-891a-8289e335d22a.jpg.296x216.jpg', '安德门商圈  南北通透  采光充足', '时光澔韵  | 3室2厅 | 117.5平米 | 东 南 北 | 其他 | 有电梯', '低楼层(共18层)2010年建板楼  -  小行', '422万', '单价35915元/平米')
('https://image1.ljcdn.com/320100-inspection/d63a6cb0-e21d-4ebd-904e-c92f06968d95.JPG.296x216.jpg', '南部新城 雨花台 紫荆广场 宜家 房龄新 精装修 带车位', '花雨南庭  | 3室2厅 | 79.34平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2009年建板楼  -  洪家园', '325万', '单价40963元/平米')
('https://image1.ljcdn.com/320100-inspection/a4010dba-ce8f-4bd5-9054-f37bcf72cf33.JPG.296x216.jpg', '主城大宅 爱涛逸珍公馆 四室两厅 跃层 带院子独门独院', '爱涛逸珍公馆   | 联排别墅 | 4室2厅 | 208.3平米 | 南 北 | 简装 | 有电梯', '4层2013年建暂无数据  -  洪家园', '730万', '单价35046元/平米')
('https://image1.ljcdn.com/320100-inspection/test-6bdd3846-9857-4c96-9847-dc5994d70b28.png.296x216.jpg', '安德门商圈 房龄新 银城物业 交通便利', '时光澔韵  | 3室2厅 | 107.8平米 | 南 北 | 简装 | 有电梯', '中楼层(共18层)2010年建板楼  -  小行', '363万', '单价33674元/平米')
('https://image1.ljcdn.com/320100-inspection/132170d3-92a4-4e04-97af-14ab3098ea01.jpg.296x216.jpg', '应天花园 精装大三房 西边户 南北通透 全明户型 满五', '应天花园  | 3室1厅 | 91.24平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1994年建板楼  -  能仁里', '235万', '单价25757元/平米')
('https://image1.ljcdn.com/320100-inspection/5da65a27-3c61-4235-9ed5-6136dc146f19.jpg.296x216.jpg', '翠岭银河 小区中间位置 采光好', '翠岭银河  | 1室1厅 | 55.59平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2008年建板塔结合  -  铁心桥', '120万', '单价21587元/平米')
('https://image1.ljcdn.com/320100-inspection/5d37d783-3328-4958-b4d6-2a761ca5ea8b.jpg.296x216.jpg', '农民拆迁 满五 小三房 东边户 随时看房', '春江新城将军坊  | 3室1厅 | 84.56平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2005年建板楼  -  铁心桥', '230万', '单价27200元/平米')
('https://image1.ljcdn.com/320100-inspection/10b53d44-30cf-4953-bff8-1806e5716c12.JPG.296x216.jpg', '南部新城 雨花台风景区 带电梯 大两房 双南 带车位', '雨东机电花园  | 2室2厅 | 92.72平米 | 南 北 | 其他', '高楼层(共9层)2009年建板塔结合  -  洪家园', '350万', '单价37749元/平米')
('https://image1.ljcdn.com/320100-inspection/03eeae11-f697-4992-9377-f69ee168ffcc.jpg.296x216.jpg', '此房楼层好 ，采光不挡，装修保养不错，业主诚心出售', '亚东国际公寓  | 3室1厅 | 108.48平米 | 南 北 | 简装 | 有电梯', '高楼层(共19层)2009年建板塔结合  -  能仁里', '418万', '单价38533元/平米')
('https://image1.ljcdn.com/320100-inspection/a4850c6e-633c-4488-a946-66763c0085f9.jpg.296x216.jpg', '万科金色里程开发商交付精装修中高楼层视野采光好', '万科金色里程  | 2室2厅 | 68.5平米 | 南 | 其他 | 有电梯', '中楼层(共9层)2010年建板塔结合  -  铁心桥', '235万', '单价34307元/平米')
('https://image1.ljcdn.com/120000-inspection/c567eea4-8e9b-4799-be75-6880c724f4c5.jpg.296x216.jpg', '软件大道 宁南 交通便利 居家精装修 户型方正', '景明佳园谐景苑  | 2室1厅 | 70.29平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1999年建板塔结合  -  宁南', '180万', '单价25609元/平米')
('https://image1.ljcdn.com/320100-inspection/cd221e33-d309-499c-834d-aeff65a4de2d.jpg.296x216.jpg', '此房满五年 楼层好 视野开阔，采光不挡，业主诚心出售', '亚东国际公寓  | 2室2厅 | 89.39平米 | 南 | 其他 | 有电梯', '高楼层(共27层)2009年建板塔结合  -  能仁里', '350万', '单价39155元/平米')
('https://image1.ljcdn.com/320100-inspection/75fb8d1c-ddef-4786-b632-c5baa9c6c5e4.jpg.296x216.jpg', '应天花园 精装修三房 拎包入住 中间楼层 采光好', '应天花园  | 3室1厅 | 75.64平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1999年建板楼  -  能仁里', '240万', '单价31730元/平米')
('https://image1.ljcdn.com/320100-inspection/8b666c2d-c717-46ad-94e6-ce0d698a364c.jpg.296x216.jpg', '少有单室套 居家装 中华门 虹悦城商场 能仁里商圈', '亚东国际公寓  | 1室1厅 | 42.02平米 | 南 | 其他 | 有电梯', '低楼层(共24层)2009年建板塔结合  -  能仁里', '158万', '单价37602元/平米')
('https://image1.ljcdn.com/320100-inspection/966e45a3-ddc1-4d1a-b13e-abae79df950f.jpg.296x216.jpg', '商品房 满五 小三房 中间楼层 精装修', '春江新城韩府坊  | 3室1厅 | 84.31平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2005年建板楼  -  铁心桥', '220万', '单价26095元/平米')
('https://image1.ljcdn.com/320100-inspection/66c31fb7-57ba-43b4-aa3d-93f406a40170.JPG.296x216.jpg', '万科金色里程品质物业中间楼层封闭管理人车分流', '万科金色里程  | 2室2厅 | 69.36平米 | 南 北 | 其他 | 有电梯', '低楼层(共8层)2010年建板塔结合  -  铁心桥', '228万', '单价32872元/平米')
('https://image1.ljcdn.com/320100-inspection/bbdbcea4-7ce3-4fa7-a9fd-215b2c7b2d28.jpg.296x216.jpg', '中华门 虹悦城 不临铁道和高架 婚装三房 看房方便', '凤凰和美  | 3室2厅 | 118.53平米 | 南 北 | 精装 | 有电梯', '低楼层(共34层)2011年建塔楼  -  能仁里', '470万', '单价39653元/平米')
('https://image1.ljcdn.com/320100-inspection/3b9ef6ca-fe25-4c91-83a4-522c2d4b9406.jpg.296x216.jpg', '南北通透格局好 客厅带阳台宽敞明亮 中间楼层视野开阔', '时光澔韵  | 3室2厅 | 117.5平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2010年建板楼  -  小行', '410万', '单价34894元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload7e8a6b85-27d7-49cb-8808-4fe6051d3fb9.JPG.296x216.jpg', '此房楼层好，采光充足，交通便利，生活配套设施齐', '德盈国际  | 2室2厅 | 75.03平米 | 东北 | 简装 | 有电梯', '低楼层(共29层)2012年建板楼  -  能仁里', '268万', '单价35720元/平米')
('https://image1.ljcdn.com/320100-inspection/050606d6-3fa2-44d5-a05b-aa88104aa1a8.JPG.296x216.jpg', '雨花台 洪家园 南北通透 高楼层 09年房龄 交通便利', '花雨南庭  | 2室2厅 | 95.6平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2009年建板楼  -  洪家园', '350万', '单价36611元/平米')
('https://image1.ljcdn.com/320100-inspection/8859343e-edc9-4833-a38e-1c475be34749.JPG.296x216.jpg', '名城世家 南北通透两房 环境好 房龄新 居家装修楼层好', '名城世家花园  | 2室2厅 | 89.48平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)2013年建板楼  -  小行', '339万', '单价37886元/平米')
('https://image1.ljcdn.com/320100-inspection/9d5442ee-58ac-4f82-8600-e6499e1369f2.jpg.296x216.jpg', '应天大街 中间楼层 双南户型 中等装修', '应天花园  | 2室2厅 | 76.95平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1999年建板楼  -  能仁里', '226万', '单价29370元/平米')
('https://image1.ljcdn.com/320100-inspection/e65b9668-ab23-49a8-877e-6f9af33ed121.jpg.296x216.jpg', '安德门商圈  满五年 基础设施完善', '金蕊家苑  | 2室2厅 | 93.16平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2007年建板楼  -  安德门', '285万', '单价30593元/平米')
('https://image1.ljcdn.com/320100-inspection/f16304d2-bc2b-4fa1-bd36-0a6d41b21bca.jpg.296x216.jpg', '双卧朝南 满五年无增值税 居家装修 楼层优质', '龙福花园  | 2室1厅 | 80.58平米 | 南 | 其他 | 无电梯', '低楼层(共7层)1998年建板楼  -  能仁里', '242万', '单价30033元/平米')
('https://image1.ljcdn.com/320100-inspection/5606eb6e-f1b0-4715-aa0f-9071a613cf06.jpg.296x216.jpg', '小行路 4室2厅 410万', '小行路  | 4室2厅 | 146.35平米 | 东 西 | 其他', '高楼层(共7层)1990年建板塔结合  -  安德门', '410万', '单价28016元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadf4f22bfb-49c6-4703-8a9e-76ee2b70c0e8.jpg.296x216.jpg', '金地自在城一期 毛坯房 采光无影响', '金地自在城第一街区  | 3室2厅 | 126.73平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2011年建板楼  -  雨花台其它', '340万', '单价26829元/平米')
('https://image1.ljcdn.com/320100-inspection/c693093b-8497-4aec-9b2e-5c4bb26efc04.jpg.296x216.jpg', '奥南金地 无增值税 精装修保养新 宽敞舒适3房2卫', '金地自在城第二街区  | 3室2厅 | 103.74平米 | 南 北 | 其他 | 有电梯', '低楼层(共33层)2012年建板塔结合  -  雨花台其它', '236万', '单价22750元/平米')
