('https://image1.ljcdn.com/210100-inspection/91925fd1-4c5c-4156-aa19-5bfdf4ebed4f.JPG.296x216.jpg', '金域蓝湾，小高层精装修，双南双北四室两厅', '万科金域蓝湾  | 4室2厅 | 176.47平米 | 南 北 | 精装', '中楼层(共11层)2009年建板楼  -  浑南新区', '290万', '单价16434元/平米')
('https://image1.ljcdn.com/210100-inspection/836ba118-5062-4963-bba2-de59f6a35ebf.jpg.296x216.jpg', '浑南 万科新榆公馆 精装修 两室南北通透', '万科新榆公馆  | 2室2厅 | 106.22平米 | 南 北 | 其他', '中楼层(共6层)2008年建板楼  -  浑南新区', '100万', '单价9415元/平米')
('https://image1.ljcdn.com/210100-inspection/54e05bbc-b9b2-4c36-ab37-5a572b364fed.jpg.296x216.jpg', '锦园 2室2厅 96万', '锦园  | 2室2厅 | 87.76平米 | 南 北 | 其他', '中楼层(共31层)2016年建板楼  -  浑南新区', '96万', '单价10939元/平米')
('https://image1.ljcdn.com/210100-inspection/ea7479df-aa1f-42a7-a60b-736ef2b37d18.jpg.296x216.jpg', '中海康城橙郡，南北通透，户型方正，格局标准婚房装修', '中海康城橙郡  | 2室2厅 | 86.73平米 | 南 北 | 精装', '低楼层(共27层)2015年建板楼  -  浑南新区', '113万', '单价13029元/平米')
('https://image1.ljcdn.com/210100-inspection/371cb5e2-74f2-43fb-a347-5b1f6980e028.jpg.296x216.jpg', '信达万科城（尚城） 2室2厅 76万', '信达万科城（尚城）  | 2室2厅 | 76.16平米 | 南 | 其他', '中楼层(共11层)板楼  -  浑南新区', '76万', '单价9979元/平米')
('https://image1.ljcdn.com/210100-inspection/e0b1f649-ba08-4601-b060-6631bd3544e6.jpg.296x216.jpg', '浑南 白塔家园 配套齐全 交通便利 急售', '白塔家园  | 1室1厅 | 52.33平米 | 东 南 北 | 简装', '高楼层(共6层)暂无数据  -  浑南新区', '25万', '单价4778元/平米')
('https://image1.ljcdn.com/210100-inspection/dc82785e-169d-4412-8bd7-5f7f49eaf076.JPG.296x216.jpg', '浑南奥体+浑南建大+东亚国际城+大两室', '东亚国际城  | 2室2厅 | 104.48平米 | 南 北 | 毛坯', '高楼层(共30层)2010年建板塔结合  -  浑南新区', '84万', '单价8040元/平米')
('https://image1.ljcdn.com/210100-inspection/3f3eddd8-878b-421d-ad18-0f3a23ac13cb.jpg.296x216.jpg', '名流印象四期 2室2厅 83万', '名流印象四期  | 2室2厅 | 68.88平米 | 东北 | 其他', '中楼层(共33层)2012年建板楼  -  浑南新区', '83万', '单价12050元/平米')
('https://image1.ljcdn.com/210100-inspection/10418fe0-06ec-4934-b111-39f96aa0e1ec.JPG.296x216.jpg', '在水一方东园 3室2厅 118万', '在水一方东园  | 3室2厅 | 128平米 | 南 北 | 其他', '中楼层(共7层)2003年建板楼  -  浑南新区', '118万', '单价9219元/平米')
('https://image1.ljcdn.com/210100-inspection/14c2b3d4-f3e7-4c2e-8119-77f26fe1ade3.JPG.296x216.jpg', '塞纳家园 精装 两室 南北通透 有地下车位出售', '塞纳家园  | 2室2厅 | 107.27平米 | 南 北 | 精装', '中楼层(共7层)2011年建板楼  -  浑南新区', '105万', '单价9789元/平米')
('https://image1.ljcdn.com/210100-inspection/d0605100-0b36-4c82-9221-aba13c59a539.JPG.296x216.jpg', '浑南奥体 河畔新城 两室电梯洋房 中楼层', '河畔新城四期  | 2室1厅 | 95.45平米 | 南 北 | 精装', '中楼层(共7层)2007年建板楼  -  浑南新区', '115万', '单价12049元/平米')
('https://image1.ljcdn.com/210100-inspection/336b9241-fb2f-4d70-b17a-c72b512c735d.jpg.296x216.jpg', '碧桂园公园里 3室2厅 92万', '碧桂园公园里  | 3室2厅 | 89.9平米 | 南 北 | 精装', '低楼层(共6层)2016年建板楼  -  浑南新区', '92万', '单价10234元/平米')
('https://image1.ljcdn.com/210100-inspection/d22b22cf-bd97-4f03-aec0-12f772d2e8c6.JPG.296x216.jpg', '伊湾尊府 2室2厅 110万', '伊湾尊府  | 2室2厅 | 110.25平米 | 南 北 | 简装', '中楼层(共15层)2010年建板楼  -  浑南新区', '110万', '单价9978元/平米')
('https://image1.ljcdn.com/210100-inspection/9fc3aa68-a1a3-4dda-8d0c-bb38bb317068.JPG.296x216.jpg', '金地檀溪两室标准南北，刚需改善。', '金地檀溪  | 2室2厅 | 87.14平米 | 南 北 | 精装', '中楼层(共30层)2014年建板楼  -  浑南新区', '121万', '单价13886元/平米')
('https://image1.ljcdn.com/210100-inspection/52169e1c-29f0-416e-ba5d-9b43279bf5a5.jpg.296x216.jpg', '旭辉御府 好楼层 采光好 南北通透 赠送面积大', '旭辉御府  | 3室2厅 | 91.22平米 | 东 南 北 | 毛坯', '中楼层(共33层)2017年建板楼  -  浑南新区', '95万', '单价10415元/平米')
('https://image1.ljcdn.com/210100-inspection/test-6fe0c426-9130-4389-9432-030b75540c76.png.296x216.jpg', '金地国际花园精装修标准南北洋房大三室', '金地国际花园  | 3室2厅 | 127.23平米 | 南 北 | 精装', '低楼层(共6层)2007年建板楼  -  浑南新区', '205万', '单价16113元/平米')
('https://image1.ljcdn.com/210100-inspection/59005ad9-96d1-46e4-b863-382555d0f995.JPG.296x216.jpg', '伊湾尊府 2室2厅 115万', '伊湾尊府  | 2室2厅 | 105.34平米 | 东南 | 其他', '高楼层(共22层)2010年建板楼  -  浑南新区', '115万', '单价10918元/平米')
('https://image1.ljcdn.com/210100-inspection/a23488e5-f109-418c-a24f-b6e243fbe0bd.jpg.296x216.jpg', 'SR国际新城 1室1厅 68万', 'SR国际新城  | 1室1厅 | 65.35平米 | 南 | 简装', '中楼层(共30层)2009年建塔楼  -  浑南新区', '68万', '单价10406元/平米')
('https://image1.ljcdn.com/210100-inspection/e05b7a42-a414-400c-815a-1794e12792c9.JPG.296x216.jpg', '金地滨河国际·上城 2室2厅 112万', '金地滨河国际·上城  | 2室2厅 | 84.45平米 | 南 北 | 其他', '中楼层(共31层)2009年建板塔结合  -  浑南新区', '112万', '单价13263元/平米')
('https://image1.ljcdn.com/210100-inspection/0180cf99-dcac-4318-b0f4-fe2af927e6f0.jpg.296x216.jpg', '浑南 白塔堡  阳光新嘉园  精装修 满五唯一', '阳光新嘉园  | 2室1厅 | 83.76平米 | 南 北 | 其他', '高楼层(共7层)2003年建板楼  -  浑南新区', '47万', '单价5612元/平米')
('https://image1.ljcdn.com/210100-inspection/905a5f58-12a2-4315-b59c-1f96f706df82.jpg.296x216.jpg', '泰莱枫尚 2室1厅 85万', '泰莱枫尚  | 2室1厅 | 92.86平米 | 南 北 | 其他', '高楼层(共33层)暂无数据  -  浑南新区', '85万', '单价9154元/平米')
('https://image1.ljcdn.com/210100-inspection/df81a484-cb1d-4162-a8e2-bd01c7358180.JPG.296x216.jpg', '金地滨河国际·悦城 2室2厅 125万', '金地滨河国际·悦城  | 2室2厅 | 84.94平米 | 南 北 | 精装', '高楼层(共31层)2010年建板塔结合  -  浑南新区', '125万', '单价14717元/平米')
('https://image1.ljcdn.com/210100-inspection/test-525cb7e8-30ae-42cc-882b-cf1bd07949ee.png.296x216.jpg', '沿海赛洛城 1室1厅 61.5万', '沿海赛洛城  | 1室1厅 | 65.29平米 | 东北 | 其他', '中楼层(共33层)2012年建板塔结合  -  浑南新区', '61.5万', '单价9420元/平米')
('https://image1.ljcdn.com/210100-inspection/4984cc70-7715-4759-b994-9fb2990692c3.jpg.296x216.jpg', '浑南奥体 名流印象四期 精装两室南北通透户型', '名流印象四期  | 2室2厅 | 101.1平米 | 南 北 | 精装', '低楼层(共33层)2012年建板楼  -  浑南新区', '126.5万', '单价12513元/平米')
('https://image1.ljcdn.com/210100-inspection/c286ccc8-69ea-4c84-921a-dafb674fd3b8.JPG.296x216.jpg', '华发岭南荟 3室2厅 265万', '华发岭南荟  | 3室2厅 | 153.45平米 | 南 北 | 简装', '低楼层(共7层)2013年建板楼  -  浑南新区', '265万', '单价17270元/平米')
('https://image1.ljcdn.com/210100-inspection/386eb737-3c2b-4c17-adb1-b9015713a458.jpg.296x216.jpg', '长白岛 格林英郡 小高层 无打税 两室 清水', '格林英郡  | 2室1厅 | 72.25平米 | 南 北 | 其他', '中楼层(共11层)2004年建暂无数据  -  浑南新区', '76万', '单价10520元/平米')
('https://image1.ljcdn.com/210100-inspection/66131bb8-6a9d-4415-8680-78f42b196f78.JPG.296x216.jpg', '万科新里程 4室2厅 155万', '万科新里程  | 4室2厅 | 96.9平米 | 南 西 北 | 精装', '高楼层(共18层)2009年建板楼  -  浑南新区', '155万', '单价15996元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploada08bb0f6-6af8-433c-b2f7-9f498901f231.JPG.296x216.jpg', '世纪新城 3室1厅 68万', '世纪新城  | 3室1厅 | 80.7平米 | 南 北 | 其他', '中楼层(共6层)2005年建板楼  -  浑南新区', '68万', '单价8427元/平米')
('https://image1.ljcdn.com/210100-inspection/77c02853-290d-4ec5-a296-b9dad710394e.jpg.296x216.jpg', '沿海赛洛城 1室1厅 70万', '沿海赛洛城  | 1室1厅 | 66.55平米 | 西北 | 精装', '中楼层(共33层)2012年建板塔结合  -  浑南新区', '70万', '单价10519元/平米')
('https://image1.ljcdn.com/210100-inspection/5c99cb5b-9fae-480f-969f-f08a0b49cf6a.jpg.296x216.jpg', '首创光和城 3室2厅 115万', '首创光和城  | 3室2厅 | 96.3平米 | 南 北 | 其他', '中楼层(共33层)2017年建板楼  -  浑南新区', '115万', '单价11942元/平米')
('https://image1.ljcdn.com/210100-inspection/26939751-11f6-4d5e-b53a-b18727eca1ce.jpg.296x216.jpg', '中海康城橙郡 2室2厅 110万', '中海康城橙郡  | 2室2厅 | 86.73平米 | 南 北 | 其他', '中楼层(共27层)2015年建板楼  -  浑南新区', '110万', '单价12684元/平米')
('https://image1.ljcdn.com/210100-inspection/f1eb1dd2-05e3-468a-92bb-4f2a0cd52590.JPG.296x216.jpg', '浑南奥体精装修4室南北通透采光好视野开阔', '金水花城一期  | 4室2厅 | 239.78平米 | 南 北 | 精装', '低楼层(共33层)2005年建塔楼  -  浑南新区', '160万', '单价6673元/平米')
('https://image1.ljcdn.com/210100-inspection/fd5dba21-7e1c-44b6-b949-f5b6be9005f6.JPG.296x216.jpg', '浑南新区 奥体河畔新城二期精装修三居室南北通透', '河畔新城二三期  | 3室2厅 | 146.5平米 | 南 北 | 精装', '高楼层(共6层)2007年建板楼  -  浑南新区', '132万', '单价9011元/平米')
('https://image1.ljcdn.com/210100-inspection/a626e0c3-9d21-435f-8902-3255ce3b0a54.jpg.296x216.jpg', '月星 2室1厅 70万', '月星  | 2室1厅 | 68.6平米 | 南 | 其他', '中楼层(共31层)2016年建板楼  -  浑南新区', '70万', '单价10205元/平米')
('https://image1.ljcdn.com/210100-inspection/b38fd687-84de-42a9-86e5-2da6078d4bbc.JPG.296x216.jpg', '浑南建筑大学 金地檀溪 高档园区 精装两室 拎包入住', '金地檀溪  | 2室2厅 | 88.65平米 | 南 北 | 其他', '高楼层(共30层)2014年建板楼  -  浑南新区', '126万', '单价14214元/平米')
('https://image1.ljcdn.com/210100-inspection/7e4358fe-993e-464c-9b5d-21477f459b3b.jpg.296x216.jpg', 'SR国际新城 2室1厅 83万', 'SR国际新城  | 2室1厅 | 91.08平米 | 南 | 其他', '低楼层(共32层)2009年建塔楼  -  浑南新区', '83万', '单价9113元/平米')
('https://image1.ljcdn.com/210100-inspection/6560f220-ab88-4a88-9f4a-2369ee56d6f5.JPG.296x216.jpg', '河畔新城四期 3室2厅 188万', '河畔新城四期  | 3室2厅 | 132.87平米 | 南 北 | 其他', '中楼层(共7层)2007年建板楼  -  浑南新区', '188万', '单价14150元/平米')
('https://image1.ljcdn.com/210100-inspection/161f9906-44ae-4607-bd4e-fd0e026fcf86.jpg.296x216.jpg', '浑南奥体 新上一居室 小高层 出行方便', '新华佰代宜居  | 1室1厅 | 56.7平米 | 南 | 精装', '中楼层(共11层)2009年建板楼  -  浑南新区', '60万', '单价10583元/平米')
('https://image1.ljcdn.com/210100-inspection/b072a1c9-bcfd-40a4-9fd0-2e242c60c99e.JPG.296x216.jpg', '浑南建大金地檀溪品质园区精装3室洋房', '金地檀溪  | 3室2厅 | 142.4平米 | 南 北 | 精装', '中楼层(共5层)2014年建板楼  -  浑南新区', '239万', '单价16784元/平米')
('https://image1.ljcdn.com/210100-inspection/f23f103b-4963-4d7a-bec1-6a8cb6059554.jpg.296x216.jpg', '信达理想城二期 4室2厅 115万', '信达理想城二期  | 4室2厅 | 143平米 | 南 北 | 精装', '中楼层(共6层)暂无数据  -  浑南新区', '115万', '单价8042元/平米')
('https://image1.ljcdn.com/210100-inspection/84ca4435-d4f1-4eb0-a7b2-a96829fc17a3.JPG.296x216.jpg', '奥体万达精装修，一次没住过，营盘街站', '沈阳奥体万达公馆  | 2室2厅 | 189.95平米 | 南 北 | 其他', '中楼层(共53层)2015年建板楼  -  浑南新区', '246万', '单价12951元/平米')
('https://image1.ljcdn.com/210100-inspection/535ee3ea-8378-4a46-8559-3391e68ef33c.jpg.296x216.jpg', '浑南金地檀郡精装修四居室看房方便', '金地檀郡  | 4室2厅 | 154.79平米 | 南 北 | 精装', '高楼层(共33层)2011年建板楼  -  浑南新区', '222万', '单价14343元/平米')
('https://image1.ljcdn.com/210100-inspection/ab4c770a-d744-43f8-9e05-68b10dea7ac5.JPG.296x216.jpg', '左岸慧晶 2室2厅 181万', '左岸慧晶  | 2室2厅 | 120平米 | 南 北 | 毛坯', '高楼层(共24层)2009年建板楼  -  浑南新区', '181万', '单价15084元/平米')
('https://image1.ljcdn.com/210100-inspection/44662db6-6870-43d1-930d-9c6134ae97df.jpg.296x216.jpg', '月星国际城，精装修，满两年，老少皆宜', '月星  | 2室1厅 | 68.69平米 | 南 | 精装', '低楼层(共31层)2016年建板楼  -  浑南新区', '62万', '单价9027元/平米')
('https://image1.ljcdn.com/210100-inspection/test-df224603-026d-4c2e-b2e2-296837ca56a1.png.296x216.jpg', '保利达江湾城 装修两室 不临街', '保利达江湾城二期  | 2室2厅 | 90.39平米 | 南 | 其他', '低楼层(共32层)2015年建板楼  -  浑南新区', '125万', '单价13829元/平米')
('https://image1.ljcdn.com/210100-inspection/6121e85d-15a0-4339-a1c5-c7c3042b69d2.JPG.296x216.jpg', '华润奉天九里 2室2厅 180万', '华润奉天九里  | 2室2厅 | 99平米 | 南 北 | 其他', '高楼层(共25层)2017年建板楼  -  浑南新区', '180万', '单价18182元/平米')
('https://image1.ljcdn.com/210100-inspection/d9df91e5-f947-4da7-947b-bb635926b7d9.JPG.296x216.jpg', '河畔新城一期 3室2厅 155万', '河畔新城一期  | 3室2厅 | 117.14平米 | 南 北 | 精装', '中楼层(共29层)2007年建板楼  -  浑南新区', '155万', '单价13233元/平米')
('https://image1.ljcdn.com/210100-inspection/b331370e-e908-40f2-bb9f-ca848ab6b88b.JPG.296x216.jpg', '华发南北三室开发商精装加贴的壁纸', '华发首府  | 3室2厅 | 171.67平米 | 南 北 | 精装', '低楼层(共33层)2015年建板楼  -  浑南新区', '260万', '单价15146元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload2bc88087-28a7-44e1-b94d-e00e03b76f9c.JPG.296x216.jpg', '首创国际精装三居南北通透楼层好视野采光好', '首创国际城  | 3室2厅 | 117.53平米 | 南 北 | 精装', '高楼层(共34层)2010年建板楼  -  浑南新区', '145万', '单价12338元/平米')
('https://image1.ljcdn.com/210100-inspection/4a609c3c-03f5-4a18-86ba-4021129c411e.JPG.296x216.jpg', '鑫科苑 南北通透 三居室 拎包即住', '鑫科苑  | 3室2厅 | 136.19平米 | 南 北 | 简装', '中楼层(共6层)暂无数据  -  浑南新区', '133万', '单价9766元/平米')
('https://image1.ljcdn.com/210100-inspection/eecc38a3-d749-4858-a312-ba1c26dc7d85.JPG.296x216.jpg', '金地国际花园 2室1厅 96万', '金地国际花园  | 2室1厅 | 91.62平米 | 南 北 | 毛坯', '高楼层(共27层)2007年建板楼  -  浑南新区', '96万', '单价10479元/平米')
('https://image1.ljcdn.com/210100-inspection/99d5d221-9268-498a-8532-3e46044e645e.JPG.296x216.jpg', '泰荣湾 南北两室 不临街 好位置 浑南 建筑大学', '泰荣湾  | 2室2厅 | 80.27平米 | 南 西 北 | 精装', '高楼层(共18层)2010年建板楼  -  浑南新区', '75万', '单价9344元/平米')
('https://image1.ljcdn.com/210100-inspection/b4db1039-2077-4709-a77a-cf2f50d186d7.jpg.296x216.jpg', '博信双E港 2室1厅 55万', '博信双E港  | 2室1厅 | 66.9平米 | 南 | 精装', '高楼层(共33层)暂无数据  -  浑南新区', '55万', '单价8222元/平米')
('https://image1.ljcdn.com/210100-inspection/bbce2469-b987-40e7-a120-58b3d3efd4a4.JPG.296x216.jpg', '浑南奥体 格林馨港湾 交通便利', '格林馨港湾  | 2室2厅 | 83平米 | 南 北 | 简装', '中楼层(共33层)2014年建板楼  -  浑南新区', '104万', '单价12531元/平米')
('https://image1.ljcdn.com/210100-inspection/cf4d64bf-0f64-482d-8545-56b3e55ac9c1.JPG.296x216.jpg', '金地棕榈岛 3室1厅 135万', '金地棕榈岛  | 3室1厅 | 119.75平米 | 南 北 | 其他', '低楼层(共39层)塔楼  -  浑南新区', '135万', '单价11274元/平米')
('https://image1.ljcdn.com/210100-inspection/180f0e88-2e75-4f27-aaa1-d6bd8ab3d6c6.JPG.296x216.jpg', '浑南 建筑大学 清水房 方便装修  采光好', '金地滨河国际·左岸  | 2室1厅 | 75.45平米 | 东南 北 | 毛坯', '高楼层(共33层)2015年建板楼  -  浑南新区', '83万', '单价11001元/平米')
('https://image1.ljcdn.com/210100-inspection/d9afa733-4e07-4929-9132-065456f06cce.jpg.296x216.jpg', '首创光和城 2室1厅 80万', '首创光和城  | 2室1厅 | 77.26平米 | 南 北 | 毛坯', '低楼层(共33层)2017年建板楼  -  浑南新区', '80万', '单价10355元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploadd7124f03-b4b9-41b9-b147-1504700b2e03.JPG.296x216.jpg', '建筑大学雍熙金园南北房楼层好户型好', '雍熙金园  | 3室2厅 | 157.1平米 | 南 北 | 其他', '中楼层(共11层)2007年建板楼  -  浑南新区', '150万', '单价9549元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload54828ad9-372f-41ff-97ad-f2d6229e20fa.JPG.296x216.jpg', '浑南奥体 河畔自带精装修 电梯洋房', '河畔新城五期  | 4室2厅 | 168平米 | 南 北 | 精装', '高楼层(共7层)2007年建板楼  -  浑南新区', '188万', '单价11191元/平米')
('https://image1.ljcdn.com/210100-inspection/4a46dc29-131e-4521-ae46-39215f96a225.jpg.296x216.jpg', '首创光和城 2室2厅 80万', '首创光和城  | 2室2厅 | 77.42平米 | 南 北 | 毛坯', '中楼层(共33层)2017年建板楼  -  浑南新区', '80万', '单价10334元/平米')
('https://image1.ljcdn.com/210100-inspection/65cae651-74ac-4d1e-8ace-87dc31992835.jpg.296x216.jpg', '世纪枫景汇 2室1厅 100万', '世纪枫景汇  | 2室1厅 | 87.37平米 | 南 北 | 精装', '高楼层(共34层)2013年建板楼  -  浑南新区', '100万', '单价11446元/平米')
('https://image1.ljcdn.com/210100-inspection/49c36b59-e1b9-47f0-b5b3-d9a49c3bb6e2.jpg.296x216.jpg', '市政府 万达旁 婚房3室2卫 南北 没住过', '旭辉御府  | 3室2厅 | 87.4平米 | 东 南 北 | 精装', '高楼层(共33层)板楼  -  浑南新区', '110万', '单价12586元/平米')
