('https://image1.ljcdn.com/330100-inspection/df63673a-b304-46da-a708-6c0f9c85ab3a.jpg.296x216.jpg', '降低身价，只为遇见你，急降40万诚心卖', '钱塘景苑  | 4室2厅 | 171.5平米 | 南 北 | 简装 | 有电梯', '中楼层(共12层)2000年建板楼  -  彩虹城', '630万', '单价36735元/平米')
('https://image1.ljcdn.com/330100-inspection/f9b0f366-6cb2-4e7d-95f6-ad43f063a5ac.JPG.296x216.jpg', '江南豪园大三房  双阳台 户型方正 位置佳', '江南豪园  | 3室2厅 | 152.07平米 | 南 | 简装 | 有电梯', '低楼层(共18层)2005年建塔楼  -  滨江区政府', '650万', '单价42744元/平米')
('https://image1.ljcdn.com/330100-inspection/3514258a-217c-4a14-a5c2-6db3dbe51a20.jpg.296x216.jpg', '滨江彩虹城钱塘景苑房东自住装修。', '钱塘景苑  | 5室2厅 | 181.3平米 | 东 南 北 | 精装 | 有电梯', '中楼层(共12层)2000年建塔楼  -  彩虹城', '730万', '单价40265元/平米')
('https://image1.ljcdn.com/330100-inspection/test-9585c323-f8a4-45b4-9316-d42206647a6d.png.296x216.jpg', '大三房 户型好，格局好，南北通透，精装修', '贺田尚城  | 3室2厅 | 136.45平米 | 南 | 简装 | 有电梯', '高楼层(共11层)2003年建板楼  -  浦沿', '580万', '单价42507元/平米')
('https://image1.ljcdn.com/330100-inspection/33cc328d-b042-4dde-90e0-d6fb44afed41.jpg.296x216.jpg', '滨江浦沿小户型 精装修 东南是山 西南是江！', '银爵世纪公寓  | 2室1厅 | 89平米 | 南 | 精装 | 有电梯', '高楼层(共31层)2009年建板楼  -  浦沿', '365万', '单价41012元/平米')
('https://image1.ljcdn.com/330100-inspection/07c8ae3d-e1bd-45a0-b5fa-1c020d8975ce.jpg.296x216.jpg', '彩虹城不常见两房户型，南北通透。', '彩虹城  | 2室2厅 | 108.96平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2006年建板楼  -  彩虹城', '523万', '单价48000元/平米')
('https://image1.ljcdn.com/330100-inspection/8e3803e1-cb83-48d9-98d5-8cafa3133754.jpg.296x216.jpg', '钱江湾板块贺田尚城多层洋房，楼层好，南北通户型正气', '贺田尚城  | 3室2厅 | 130.82平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)2003年建板楼  -  浦沿', '530万', '单价40514元/平米')
('https://image1.ljcdn.com/330100-inspection/f87024f9-a8a1-4958-bf7a-51f53233b978.jpg.296x216.jpg', '滨江浦沿两房朝南户型，总价340万', '金盛曼城  | 2室2厅 | 85.59平米 | 南 | 简装 | 有电梯', '低楼层(共26层)2010年建板楼  -  浦沿', '330万', '单价38556元/平米')
('https://image1.ljcdn.com/330100-inspection/b6edd466-0e7e-4b26-bf58-d5216b78913c.jpg.296x216.jpg', '天鸿君邑精装大三房 东边套 全明户型 南北通透双阳台', '天鸿君邑  | 3室2厅 | 137.17平米 | 南 北 | 精装 | 有电梯', '低楼层(共32层)2010年建板楼  -  浦沿', '600万', '单价43742元/平米')
('https://image1.ljcdn.com/330100-inspection/bcc44778-963d-4a1e-b520-142fa43c6930.JPG.296x216.jpg', '风情苑中高楼层三房朝南自住精装', '温兴风情苑  | 3室2厅 | 139.32平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2007年建板楼  -  西兴', '490万', '单价35171元/平米')
('https://image1.ljcdn.com/330100-inspection/566e6ce7-b776-4a5c-b9b0-cacf6c164310.jpg.296x216.jpg', '房子满两年，全明户型，可看江景', '天鸿君邑  | 2室1厅 | 87.66平米 | 南 | 简装 | 有电梯', '高楼层(共31层)2010年建板楼  -  浦沿', '360万', '单价41068元/平米')
('https://image1.ljcdn.com/330100-inspection/8cb5c2cb-9a19-48e3-926c-37215dff3fb4.jpg.296x216.jpg', '彩虹城板块 大五房 小高层 看房方便', '钱塘景苑  | 5室2厅 | 182.47平米 | 南 | 简装 | 有电梯', '低楼层(共12层)2000年建塔楼  -  彩虹城', '560万', '单价30690元/平米')
('https://image1.ljcdn.com/330100-inspection/510a1576-9fa6-4ae8-b127-daaf30a87759.jpg.296x216.jpg', '浦沿精装小两房总价235万拎包入住', '新浦路  | 2室1厅 | 57.1平米 | 南 北 | 简装', '低楼层(共6层)暂无数据  -  浦沿', '225万', '单价39405元/平米')
('https://image1.ljcdn.com/330100-inspection/526ab301-ba30-464c-a2dc-0b606f9aee3b.JPG.296x216.jpg', '双阳台夹边套，绿城品质，服务到位', '绿城明月江南  | 2室2厅 | 89.32平米 | 南 | 精装 | 有电梯', '高楼层(共30层)2014年建板楼  -  滨江区政府', '570万', '单价63816元/平米')
('https://image1.ljcdn.com/330100-inspection/0820cd19-b031-4cba-897c-77e21b58d68b.jpg.296x216.jpg', '东和云第 次新小区  交通便利 自住精装', '东和云第  | 2室2厅 | 85.96平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2014年建板楼  -  浦沿', '360万', '单价41880元/平米')
('https://image1.ljcdn.com/330100-inspection/524e762c-7b9f-4e11-8097-10af7e8fc444.jpg.296x216.jpg', '彩虹豪庭精装修大3房，一线江景，有车位，房东诚心卖', '彩虹豪庭  | 3室2厅 | 156平米 | 南 | 精装 | 有电梯', '高楼层(共31层)2011年建板楼  -  彩虹城', '950万', '单价60898元/平米')
('https://image1.ljcdn.com/330100-inspection/81592b35-1205-43c1-853f-c576dc268267.JPG.296x216.jpg', '满五唯一免双税，温馨人家小户型', '温馨人家  | 2室2厅 | 90.2平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2005年建板楼  -  滨江区政府', '478万', '单价52994元/平米')
('https://image1.ljcdn.com/330100-inspection/be8318a4-e130-4684-92e0-6a54801c1479.jpg.296x216.jpg', '碧水豪园 满五唯一免双税 毛坯 可按自己喜好装修', '碧水豪园   | 联排别墅 | 4室2厅 | 163.56平米 | 南 | 毛坯 | 无电梯', '2层2005年建暂无数据  -  彩虹城', '880万', '单价53803元/平米')
('https://image1.ljcdn.com/330100-inspection/3299dd3b-306a-4eec-9663-002c335d77b9.jpg.296x216.jpg', '江景房，采光通透视野好，全明结构，拎包入住看房方便', '盛元慧谷  | 3室2厅 | 158.58平米 | 南 北 | 精装 | 有电梯', '中楼层(共40层)2008年建板楼  -  彩虹城', '800万', '单价50448元/平米')
('https://image1.ljcdn.com/330100-inspection/a4ff4e29-066c-4fca-804f-65481120f7f4.JPG.296x216.jpg', '东方商务会馆地铁口 总价低 loft公寓', '东方商务会馆  | 2室1厅 | 45.32平米 | 东 | 简装 | 有电梯', '中楼层(共16层)2000年建板楼  -  长河', '125万', '单价27582元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload6fd66b73-ee7f-4d9d-99c3-11f7303a0963.jpg.296x216.jpg', '小三房，大阳台，精装修，高楼层', '钱江水晶城  | 3室2厅 | 89.36平米 | 南 北 | 精装 | 有电梯', '高楼层(共34层)2011年建板楼  -  彩虹城', '595万', '单价66585元/平米')
('https://image1.ljcdn.com/330100-inspection/bc97edce-00de-444f-bf47-c9f5ab069d92.JPG.296x216.jpg', '绿城明月江南 2室2厅 590万', '绿城明月江南  | 2室2厅 | 88.19平米 | 南 西 北 | 精装 | 有电梯', '中楼层(共30层)2014年建板楼  -  滨江区政府', '590万', '单价66902元/平米')
('https://image1.ljcdn.com/330100-inspection/77df576b-5e7a-4a19-88c0-55024ec66711.JPG.296x216.jpg', '倾城之恋 自住精装  好房待佳人', '倾城之恋  | 2室2厅 | 110.17平米 | 南 | 精装 | 有电梯', '中楼层(共29层)2005年建板楼  -  滨江区政府', '545万', '单价49470元/平米')
('https://image1.ljcdn.com/330100-inspection/f71b967b-5017-4611-83b1-e5fb18347fbd.JPG.296x216.jpg', '东边套大三房，毛坯，房东诚心卖，有车位哦', '白金海岸  | 3室2厅 | 143.3平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共13层)2006年建板楼  -  长河', '638万', '单价44522元/平米')
('https://image1.ljcdn.com/330100-inspection/8826fccc-7467-49fb-b631-3d2197a63486.jpg.296x216.jpg', '业主诚心，南北通透，楼层好采光无遮挡，户型方正', '浦沿教工宿舍  | 2室2厅 | 83.79平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2000年建板楼  -  浦沿', '270万', '单价32224元/平米')
('https://image1.ljcdn.com/330100-inspection/85dfa428-04fb-41ae-896d-498d6e008205.jpg.296x216.jpg', '滨文苑精装大三房东边套 满五年 自住精装看房方便', '滨文苑  | 3室2厅 | 132平米 | 南 北 | 简装 | 有电梯', '中楼层(共18层)2006年建板楼  -  浦沿', '385万', '单价29167元/平米')
('https://image1.ljcdn.com/330100-inspection/6ea128aa-c50f-48ae-80a9-acc449e25f7b.jpg.296x216.jpg', '水印城大五房 精装60万底跃带地暖 赠送40方 房东诚售', '水印城  | 5室2厅 | 135平米 | 南 北 | 精装 | 有电梯', '低楼层(共27层)2008年建板楼  -  长河', '650万', '单价48149元/平米')
('https://image1.ljcdn.com/330100-inspection/d979ac8c-065a-4f14-951e-f28676c8eb68.JPG.296x216.jpg', '温馨人家90平方精致小两房保养不错', '温馨人家  | 2室2厅 | 90平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2005年建板楼  -  滨江区政府', '485万', '单价53889元/平米')
('https://image1.ljcdn.com/330100-inspection/d1f81032-33b2-4a6f-8ec1-4f635d93dcf4.JPG.296x216.jpg', '地铁口精装loft公寓自带阳台，自带生活综合体', '星耀城  | 1室2厅 | 42.22平米 | 东 南 | 精装 | 有电梯', '高楼层(共20层)2014年建板楼  -  滨江区政府', '200万', '单价47371元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload3391c496-e923-4fd2-846a-76bd02cfe40e.JPG.296x216.jpg', '东方郡 满五唯一 高得房率 精装修 采光好 楼层佳', '欣盛东方郡西区  | 2室2厅 | 88.35平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2010年建板楼  -  滨江区政府', '520万', '单价58857元/平米')
('https://image1.ljcdn.com/330100-inspection/f1b5e450-b082-4c60-8444-899ed32dcec1.JPG.296x216.jpg', '坐拥成熟配套，温馨人家全明户型，免双税，车库另算', '温馨人家  | 3室2厅 | 123.18平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2005年建板楼  -  滨江区政府', '575万', '单价46680元/平米')
('https://image1.ljcdn.com/330100-inspection/c4cb48bb-8b0d-47fd-a7f8-d11afd9f1c82.jpg.296x216.jpg', '房东自住精装修 满五年 彩虹城大三房 保养好 诚心卖', '临江花园  | 3室2厅 | 164.26平米 | 南 | 精装 | 有电梯', '高楼层(共20层)2005年建板楼  -  彩虹城', '555万', '单价33788元/平米')
('https://image1.ljcdn.com/330100-inspection/0d7741a9-71e2-40d1-89eb-53d7fa6f55f4.JPG.296x216.jpg', '江南豪园 东边套 大四房 精装修', '江南豪园  | 4室2厅 | 182.1平米 | 东 南 北 | 精装 | 有电梯', '低楼层(共28层)2005年建板塔结合  -  滨江区政府', '910万', '单价49973元/平米')
('https://image1.ljcdn.com/330100-inspection/d1145efd-8ee7-4765-9eb2-80e36007870f.jpg.296x216.jpg', '彩虹城旁边就有，幼儿园，师资力量雄厚，教学水平突出', '天寓  | 3室2厅 | 137.56平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2007年建板楼  -  彩虹城', '570万', '单价41437元/平米')
('https://image1.ljcdn.com/330100-inspection/435d4ce5-84e2-4ed0-908d-bf72b201ac89.jpg.296x216.jpg', '开发商精准修，可以直接拎包入住，高品质小区！！', '天鸿君邑  | 2室2厅 | 84.1平米 | 南 | 简装 | 有电梯', '中楼层(共28层)2010年建板楼  -  浦沿', '370万', '单价43996元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploada4fde482-61bd-4d61-beb6-05e7225b4806.jpg.296x216.jpg', '滨江精装三房边套户型，楼层好，采光佳', '浦沿公寓  | 3室2厅 | 84平米 | 南 | 精装', '高楼层(共11层)2008年建板楼  -  浦沿', '330万', '单价39286元/平米')
('https://image1.ljcdn.com/330100-inspection/e55fc361-b0a5-42a3-abb3-20d03f1ebf8b.JPG.296x216.jpg', '倾城之恋 4室2厅 698万', '倾城之恋  | 4室2厅 | 152.3平米 | 南 北 | 精装 | 有电梯', '低楼层(共28层)2005年建板楼  -  滨江区政府', '698万', '单价45831元/平米')
('https://image1.ljcdn.com/330100-inspection/175b57bf-ee1c-4e39-b3b7-ed446b65e07d.jpg.296x216.jpg', '中医药大学站  绿城物业  精装修loft 物美华润为邻', '积家  | 1室1厅 | 40.07平米 | 东 | 精装 | 有电梯', '高楼层(共22层)2014年建板塔结合  -  浦沿', '150万', '单价37435元/平米')
('https://image1.ljcdn.com/330100-inspection/08691abc-7763-42bd-92eb-5d6d4b0219cc.jpg.296x216.jpg', '采光充足，交通便利，交通便利，房子格局规划好', '之江公寓  | 3室2厅 | 151平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2003年建板楼  -  彩虹城', '680万', '单价45034元/平米')
('https://image1.ljcdn.com/330100-inspection/45ecbd74-2a61-4445-bd6f-647020d07788.JPG.296x216.jpg', '房东自住精装修 正在等位有缘人 会是你吗？', '江南铭庭  | 2室2厅 | 87平米 | 南 北 | 其他 | 有电梯', '中楼层(共27层)2012年建板楼  -  白马湖', '330万', '单价37932元/平米')
('https://image1.ljcdn.com/330100-inspection/5ce46933-e08c-499a-aabe-9bcaee8d939b.JPG.296x216.jpg', '东方郡，顶跃户型，精装修，房东诚心出售', '欣盛东方郡西区  | 4室1厅 | 138平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2010年建板楼  -  滨江区政府', '740万', '单价53624元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadc66c1d8a-03fe-4065-80db-0789ba71c7b1.JPG.296x216.jpg', '江南铭庭 装修简约大方 房主诚心出售', '江南铭庭  | 2室1厅 | 87.97平米 | 南 | 简装 | 有电梯', '低楼层(共23层)2012年建板楼  -  白马湖', '305万', '单价34671元/平米')
('https://image1.ljcdn.com/330100-inspection/1901f6f6-dcde-497b-87b9-2a7fc1880651.JPG.296x216.jpg', '精装修 高楼层 边套户型 小区环境好', '风景蝶院留园  | 3室2厅 | 120.56平米 | 南 北 | 精装 | 有电梯', '高楼层(共20层)2011年建板楼  -  白马湖', '510万', '单价42303元/平米')
('https://image1.ljcdn.com/330100-inspection/b6f9ac9a-5906-407d-af02-506459c3bdc5.JPG.296x216.jpg', '君尚独套户型，带大阳台，统一精装5000标准！城心卖', '君尚金座  | 3室2厅 | 70.2平米 | 南 | 精装 | 有电梯', '高楼层(共27层)2012年建板楼  -  滨江区政府', '320万', '单价45585元/平米')
('https://image1.ljcdn.com/330100-inspection/c84b56a4-cb44-4def-93b4-beeaa72da9c3.JPG.296x216.jpg', '恒鼎博邑郡 2室2厅 155万', '恒鼎博邑郡  | 2室2厅 | 46.97平米 | 北 | 其他 | 有电梯', '高楼层(共19层)2016年建板楼  -  长河', '155万', '单价33000元/平米')
('https://image1.ljcdn.com/330100-inspection/84f0f179-2d95-493c-8966-e9d7bfbb0271.JPG.296x216.jpg', '风景蝶院留园 2室2厅 360万', '风景蝶院留园  | 2室2厅 | 83.57平米 | 南 北 | 其他 | 有电梯', '中楼层(共20层)2011年建板楼  -  白马湖', '360万', '单价43078元/平米')
('https://image1.ljcdn.com/330100-inspection/81f4c8c5-b869-4d7a-aa08-d0c4a7419698.jpg.296x216.jpg', '彩虹城小区里正规三房，找不到这么低价格的了', '彩虹城  | 3室2厅 | 128.31平米 | 南 | 简装 | 有电梯', '低楼层(共28层)2007年建板楼  -  彩虹城', '530万', '单价41307元/平米')
('https://image1.ljcdn.com/330100-inspection/c593a94e-fa83-48a0-bda7-dc746d272381.JPG.296x216.jpg', '半岛简装小三房，楼层高，视野好，房东诚心出售', '半岛国际  | 3室2厅 | 86.18平米 | 南 北 | 简装 | 有电梯', '高楼层(共28层)2014年建板楼  -  长河', '485万', '单价56278元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload131a76a9-288b-489e-9c2f-dc4b0511515c.jpg.296x216.jpg', '此房精装修，楼层好采光好，户型方正', '之江公寓  | 3室2厅 | 161.44平米 | 南 | 精装 | 有电梯', '中楼层(共20层)2003年建板楼  -  彩虹城', '690万', '单价42741元/平米')
('https://image1.ljcdn.com/330100-inspection/e49ca8d3-5b59-415d-a4c3-c948771f9b6e.JPG.296x216.jpg', '江南豪园 大四房 低总价 业主诚心出售 看房方便', '江南豪园  | 4室2厅 | 182.1平米 | 南 | 简装 | 有电梯', '低楼层(共28层)2005年建板塔结合  -  滨江区政府', '630万', '单价34597元/平米')
('https://image1.ljcdn.com/330100-inspection/f38b6508-3e90-4d57-a606-783b1dfd0f46.JPG.296x216.jpg', '绿地朝南户型，楼层好 ， 奥体旁，精装修拎包入住', '绿地旭辉城  | 3室2厅 | 86.52平米 | 南 | 精装 | 有电梯', '高楼层(共47层)2017年建板楼  -  奥体', '540万', '单价62414元/平米')
('https://image1.ljcdn.com/330100-inspection/d695377d-8685-4aac-9dba-abd6681a28a9.JPG.296x216.jpg', '温馨人家，三房两卫全明户型，送自行车库，东边套', '温馨人家  | 3室2厅 | 136平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2005年建板楼  -  滨江区政府', '620万', '单价45589元/平米')
('https://image1.ljcdn.com/330100-inspection/9234be2f-8aa8-49db-ba1e-9c23caffbd1e.JPG.296x216.jpg', '业主自住，绿城品质，精装带地暖，有车位，看房方便', '绿城明月江南  | 2室2厅 | 89平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2014年建板楼  -  滨江区政府', '585万', '单价65731元/平米')
('https://image1.ljcdn.com/330100-inspection/9f34f057-dec8-4fb5-99be-c295a3dd8f0a.jpg.296x216.jpg', '滨江三房带花园的房子，满5唯一', '浦沿电化宿舍  | 3室2厅 | 57.1平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1995年建板楼  -  浦沿', '240万', '单价42032元/平米')
('https://image1.ljcdn.com/330100-inspection/35a5dc88-7807-4b6c-a987-fd88d3f5b3a0.JPG.296x216.jpg', '滨江小户型住宅 春波小区 配套齐全', '春波小区  | 2室2厅 | 81.55平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2001年建板楼  -  长河', '336万', '单价41202元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload072025c3-d909-426b-a53e-fc6adadec9ad.JPG.296x216.jpg', '滨兴东苑  带阁楼精装修 天街边 诚心出售', '滨兴东苑  | 3室2厅 | 81.55平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)2007年建板楼  -  长河', '335万', '单价41080元/平米')
('https://image1.ljcdn.com/330100-inspection/0f7c0c99-f167-461e-9e6f-8bab2ff1c2b9.JPG.296x216.jpg', '开发商统一装修 挑空  楼层好  装修很新', '中赢康康谷  | 1室2厅 | 45.34平米 | 南 | 精装', '中楼层(共18层)2017年建板楼  -  滨江区政府', '210万', '单价46317元/平米')
('https://image1.ljcdn.com/330100-inspection/4c2aa717-f452-4b49-a2f2-c0822a851c56.JPG.296x216.jpg', '欣盛东方郡 中间套 精装修 免增值税', '欣盛东方郡东区  | 2室2厅 | 87.63平米 | 南 | 精装 | 有电梯', '中楼层(共33层)2009年建板楼  -  滨江区政府', '500万', '单价57059元/平米')
('https://image1.ljcdn.com/330100-inspection/419ffb92-f617-4cbc-9475-202453bcbc79.jpg.296x216.jpg', '太阳国际公寓 可见江 可落户 可对口', '太阳国际公寓  | 3室2厅 | 129.61平米 | 南 北 | 简装 | 有电梯', '中楼层(共31层)2007年建板楼  -  彩虹城', '650万', '单价50151元/平米')
