('https://image1.ljcdn.com/210200-inspection/77c04763-38bb-4103-afb3-4104b70b0036.jpg.296x216.jpg', '金润三室 前后带院 门头已开好 位置好 适宜居住', '金润小区B区  | 3室1厅 | 102.18平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共7层)2010年建板楼  -  金润', '90万', '单价8808元/平米')
('https://image1.ljcdn.com/210200-inspection/ad97db21-80e8-478d-b12f-ba12ee4dd100.jpg.296x216.jpg', '南北通透，中间楼层，随房赠送仓房。', '劳动局小区  | 2室1厅 | 53.5平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)1998年建板楼  -  光明', '43万', '单价8038元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload503e86fe-d537-4222-88e4-5ac68208345b.jpg.296x216.jpg', '连大两室，中间楼层，阳光充足，简单装修', '连大文润金宸一二期  | 2室2厅 | 84.15平米 | 南 | 简装 | 有电梯', '中楼层(共32层)2010年建板楼  -  连大', '85万', '单价10102元/平米')
('https://image1.ljcdn.com/210200-inspection/test-485c3b70-6846-4c6f-ac3a-2f32fe76b245.png.296x216.jpg', '东才苑 2室1厅 49.8万', '东才苑  | 2室1厅 | 60.5平米 | 南 北 | 其他', '高楼层(共6层)1999年建暂无数据  -  古城汇金', '49.8万', '单价8232元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadf0e60bb3-c5dd-4e22-97c6-1eda1a4b5031.jpg.296x216.jpg', '建兴苑 2室1厅 61.8万', '建兴苑  | 2室1厅 | 72.37平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1999年建板楼  -  古城汇金', '61.8万', '单价8540元/平米')
('https://image1.ljcdn.com/210200-inspection/653b8929-8795-4c48-8593-ef7018f9f7fb.jpg.296x216.jpg', '民馨小区一室一厅 采光好  环境优美 新华 117', '民馨小区  | 1室1厅 | 45.71平米 | 南 | 简装', '中楼层(共7层)暂无数据  -  金润', '26.5万', '单价5798元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadb93be3bf-4ff6-40b8-a05e-cff124e3f3b6.jpg.296x216.jpg', '得房率高  ，采光好  ，物业配套齐全', '金纺馨公寓  | 1室0厅 | 50.22平米 | 南 | 简装 | 有电梯', '低楼层(共18层)2006年建板楼  -  金纺', '29.6万', '单价5895元/平米')
('https://image1.ljcdn.com/210200-inspection/test-f5a964dd-fbb3-4527-91c9-286c37d2119f.png.296x216.jpg', '古城甲区 2室1厅 43万', '古城甲区  | 2室1厅 | 72平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1997年建板楼  -  古城汇金', '43万', '单价5973元/平米')
('https://image1.ljcdn.com/210200-inspection/test-cc28b5d2-6139-4915-a6ec-63b1fa83ded8.png.296x216.jpg', '生辉第1城精装两室南北通透中间楼层', '生辉第一城  | 2室1厅 | 93.2平米 | 东南 北 | 其他 | 有电梯', '低楼层(共30层)2007年建板楼  -  城润', '87万', '单价9335元/平米')
('https://image1.ljcdn.com/210200-inspection/1c205463-ebad-4927-878d-69ee8822bdd0.jpg.296x216.jpg', '生辉第一城 2室1厅 79万', '生辉第一城  | 2室1厅 | 54平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2007年建板楼  -  城润', '79万', '单价14630元/平米')
('https://image1.ljcdn.com/210200-inspection/24ddd7ee-20b4-4a6b-9208-aa084d04bc8d.jpg.296x216.jpg', '414小区两室 南北向 精装修拎包入住', '414小区  | 2室2厅 | 86平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1993年建板楼  -  古城汇金', '64万', '单价7442元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadf4147e7b-0ea8-4983-a5ba-7267c0bf0a83.jpg.296x216.jpg', '劳动局小区 1室0厅 69万', '劳动局小区  | 1室0厅 | 83.5平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)1996年建板楼  -  光明', '69万', '单价8264元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload2bfd5995-ed25-43f7-906d-cb7abc13db85.jpg.296x216.jpg', '金纺小区 2室1厅 30万', '金纺小区  | 2室1厅 | 43.45平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1988年建板楼  -  金纺', '30万', '单价6905元/平米')
('https://image1.ljcdn.com/210200-inspection/9a9e8a84-3e5b-41ea-bba8-a061f9c6b4f6.jpg.296x216.jpg', '德泰岭秀逸城B区 3室2厅 180万', '德泰岭秀逸城B区  | 3室2厅 | 137.45平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2013年建板楼  -  桃园', '180万', '单价13096元/平米')
('https://image1.ljcdn.com/210200-inspection/6136a000-596b-4b97-ac4d-315b5d2e1684.jpg.296x216.jpg', '憬园河畔 2室1厅 56万', '憬园河畔  | 2室1厅 | 78.42平米 | 南 | 其他 | 有电梯', '高楼层(共28层)2009年建板楼  -  古城汇金', '56万', '单价7142元/平米')
('https://image1.ljcdn.com/210200-inspection/f5643e20-4068-4e3b-bbf1-bab1b9b8a9cc.jpg.296x216.jpg', '金纺小区三居室的房子楼层好采光', '金纺小区  | 3室1厅 | 68.1平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)1988年建板楼  -  金纺', '47万', '单价6902元/平米')
('https://image1.ljcdn.com/210200-inspection/f9a4ee33-35b7-4f0c-8d57-ebf2689618a7.jpg.296x216.jpg', '东林世家 2室1厅 53.8万', '东林世家  | 2室1厅 | 35.27平米 | 东 西 | 其他 | 有电梯', '低楼层(共11层)2008年建塔楼  -  碧海', '53.8万', '单价15254元/平米')
('https://image1.ljcdn.com/210200-inspection/88a40dc5-7186-43c9-8190-b0f97c20475e.jpg.296x216.jpg', '古城甲区 2室1厅 82万', '古城甲区  | 2室1厅 | 93平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)1997年建板楼  -  古城汇金', '82万', '单价8818元/平米')
('https://image1.ljcdn.com/210200-inspection/585b22a0-8f03-4245-9912-8002e26a301a.jpg.296x216.jpg', '胜利小区 2室1厅 60万', '胜利小区  | 2室1厅 | 81平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1995年建板楼  -  光明', '60万', '单价7408元/平米')
('https://image1.ljcdn.com/210200-inspection/b0884c09-e858-4b5c-822e-4f5a55d71440.jpg.296x216.jpg', '聚鑫小区二期 2室1厅 54万', '聚鑫小区二期  | 2室1厅 | 54.82平米 | 东 南 北 | 精装 | 无电梯', '高楼层(共6层)2008年建板楼  -  金纺', '54万', '单价9851元/平米')
('https://image1.ljcdn.com/210200-inspection/faa91aa8-ca04-44ca-9e05-d96caeefdeec.jpg.296x216.jpg', '自然天城两居室两厅户型.格局好.没有浪费面积.', '自然天城C区  | 2室1厅 | 73.94平米 | 东 西 北 | 简装 | 有电梯', '中楼层(共28层)2010年建板楼  -  金润', '52万', '单价7033元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload36ebebfa-1060-43e8-a48c-ac36107c0662.jpg.296x216.jpg', '利用空间大的标准两室精装户型 视野开阔 光线充足', '金润小区A区  | 2室1厅 | 32.67平米 | 北 | 精装 | 有电梯', '高楼层(共18层)2008年建板楼  -  金润', '36万', '单价11020元/平米')
('https://image1.ljcdn.com/210200-inspection/465d0d0e-31a2-462e-a27c-41d08e301335.jpg.296x216.jpg', '盛滨花园C区 2室2厅 85万', '盛滨花园C区  | 2室2厅 | 174平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)2009年建板楼  -  站前', '85万', '单价4886元/平米')
('https://image1.ljcdn.com/210200-inspection/40098f1b-fba0-463b-8957-63c441e14065.JPG.296x216.jpg', '建兴苑 2室2厅 50万', '建兴苑  | 2室2厅 | 87.76平米 | 南 北 | 毛坯 | 无电梯', '高楼层(共6层)1999年建板楼  -  古城汇金', '50万', '单价5698元/平米')
('https://image1.ljcdn.com/210200-inspection/7dc60a92-5555-43bb-9435-79ac34649f72.jpg.296x216.jpg', '万科城 3室1厅 139.8万', '万科城  | 3室1厅 | 117平米 | 南 北 | 精装 | 有电梯', '中楼层(共33层)2015年建板楼  -  金纺', '139.8万', '单价11949元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload0d53c5f4-2eb7-4af9-83e3-f41244b34998.jpg.296x216.jpg', '金海国际花园 2室2厅 75万', '金海国际花园  | 2室2厅 | 90平米 | 南 北 | 其他 | 有电梯', '高楼层(共12层)2016年建板楼  -  金华', '75万', '单价8334元/平米')
('https://image1.ljcdn.com/210200-inspection/81002cbb-0c10-469c-ade9-a319aaa5adb7.JPG.296x216.jpg', '生辉第一城 2室1厅 67.5万', '生辉第一城  | 2室1厅 | 54.33平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2007年建板楼  -  城润', '67.5万', '单价12425元/平米')
('https://image1.ljcdn.com/210200-inspection/7e44ed61-04e5-4856-a891-da2e72ad2e9d.jpg.296x216.jpg', '康居小区南北通厅有阁楼三室两厅采光好交通便利117', '康居小区  | 2室2厅 | 101.79平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1998年建板楼  -  金润', '60万', '单价5895元/平米')
('https://image1.ljcdn.com/210200-inspection/4cd7850d-a584-457d-b900-a6b30fc06df8.JPG.296x216.jpg', '生辉第一城 2室1厅 58万', '生辉第一城  | 2室1厅 | 47.14平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2007年建板楼  -  城润', '58万', '单价12304元/平米')
('https://image1.ljcdn.com/210200-inspection/2bba4839-e9da-4bee-b859-6432a4c32743.jpg.296x216.jpg', '海天新界 2室1厅 40.8万', '海天新界  | 2室1厅 | 48.58平米 | 南 | 其他 | 有电梯', '低楼层(共31层)2011年建板楼  -  连大', '40.8万', '单价8399元/平米')
('https://image1.ljcdn.com/210200-inspection/451ae2eb-c9b6-49a4-9027-7aa35b542d3d.JPG.296x216.jpg', '楼上65平 楼下65平 使用面积大南北通透', '生辉第一城  | 2室1厅 | 65平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2007年建板楼  -  城润', '71万', '单价10924元/平米')
('https://image1.ljcdn.com/210200-inspection/832ff5ba-b245-4fa4-b6e0-f3e89dee7c47.jpg.296x216.jpg', '繁华地段一室一厅简单装修适合过渡', '东林世家  | 1室1厅 | 35.05平米 | 东 西 | 简装 | 有电梯', '高楼层(共11层)2008年建塔楼  -  碧海', '50万', '单价14266元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d2f64a5d-de15-417a-b42f-7a81af45b437.png.296x216.jpg', '金纺小区  二室二厅  南北通透  多层二楼', '金纺小区  | 3室2厅 | 95.9平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)1993年建板楼  -  金纺', '65万', '单价6778元/平米')
('https://image1.ljcdn.com/210200-inspection/406d5abb-69a6-4810-a423-7a65a5fad1e4.JPG.296x216.jpg', '生辉 东北向两室一厅 精装修 复式', '生辉第一城  | 2室1厅 | 44.39平米 | 东北 | 其他 | 有电梯', '中楼层(共18层)2007年建板楼  -  城润', '54万', '单价12165元/平米')
('https://image1.ljcdn.com/210200-inspection/5f20ca76-9b09-46f8-ba66-8f2f453d172a.jpg.296x216.jpg', '百畅园 2室2厅 49.5万', '百畅园  | 2室2厅 | 74.76平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)2000年建板楼  -  碧海', '49.5万', '单价6622元/平米')
('https://image1.ljcdn.com/210200-inspection/18f693d5-aa09-4506-853e-327e20ff345c.jpg.296x216.jpg', '中间楼层 采光充足 封闭小区 环境优美', '龙祥嘉园  | 1室1厅 | 46平米 | 南 | 简装 | 有电梯', '中楼层(共18层)2000年建板楼  -  金华', '30万', '单价6522元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload3f8cc1c3-31ae-4f85-b179-4d73e5f2cf67.jpg.296x216.jpg', '金连福地 两室一厅，采光好 04年框架喽', '金连福地  | 2室1厅 | 52.98平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)2010年建板楼  -  站前', '32万', '单价6041元/平米')
('https://image1.ljcdn.com/210200-inspection/a079d169-e4bd-47f3-9000-e9458c4577c9.jpg.296x216.jpg', '海天新界 2室1厅 61万', '海天新界  | 2室1厅 | 79.98平米 | 南 | 其他 | 有电梯', '低楼层(共31层)2011年建板楼  -  连大', '61万', '单价7627元/平米')
('https://image1.ljcdn.com/210200-inspection/c116933c-7582-4bba-bce1-6fa03436aca8.jpg.296x216.jpg', '八里河小区 2室1厅 59.7万', '八里河小区  | 2室1厅 | 80.65平米 | 南 | 其他 | 无电梯', '低楼层(共7层)2009年建板楼  -  桃园', '59.7万', '单价7403元/平米')
('https://image1.ljcdn.com/210200-inspection/194e66d5-3e37-4690-9c82-5d71010a0be6.jpg.296x216.jpg', '金润金纺 两室一厅 适合年轻人居住', '糖果小区  | 2室1厅 | 61平米 | 南 北 | 毛坯 | 无电梯', '高楼层(共6层)2011年建板楼  -  金润', '48万', '单价7869元/平米')
('https://image1.ljcdn.com/210200-inspection/92d68f92-1497-4c18-9548-29baf64d57a2.jpg.296x216.jpg', '现代雅筑 2室1厅 55万', '现代雅筑  | 2室1厅 | 78.78平米 | 西南 | 简装 | 有电梯', '低楼层(共28层)2009年建板楼  -  站前', '55万', '单价6982元/平米')
('https://image1.ljcdn.com/210200-inspection/test-0afe83e3-034b-481c-9f05-cb390d6a3b5e.png.296x216.jpg', '华夏金城 2室1厅 71万', '华夏金城  | 2室1厅 | 87.13平米 | 南 北 | 其他 | 有电梯', '高楼层(共27层)2008年建板楼  -  古城汇金', '71万', '单价8149元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadd6c7edad-6b94-428c-9cba-e693680d302b.jpg.296x216.jpg', '绿苑小区 2室1厅 75万', '绿苑小区  | 2室1厅 | 75.8平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2000年建板楼  -  南棉', '75万', '单价9895元/平米')
('https://image1.ljcdn.com/210200-inspection/18ba1cdf-1746-465c-b95a-0e10c010c4da.jpg.296x216.jpg', '八里河小区 2室1厅 57.7万', '八里河小区  | 2室1厅 | 76.9平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)2009年建板楼  -  桃园', '57.7万', '单价7504元/平米')
('https://image1.ljcdn.com/210200-inspection/2446ab90-5333-4827-a56a-2939a3cae7c7.jpg.296x216.jpg', '金华小区二室一厅南北通透看房方便框架房', '金华小区一期  | 2室1厅 | 71.3平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)2003年建板楼  -  金华', '45万', '单价6312元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d9d56641-76dc-43c0-8929-b549e2a22895.png.296x216.jpg', '天鸿展视界 2室1厅 50万', '天鸿展视界  | 2室1厅 | 73平米 | 南 | 简装', '高楼层(共33层)板楼  -  古城汇金', '50万', '单价6850元/平米')
('https://image1.ljcdn.com/210200-inspection/test-086d03f8-2a13-434c-bb20-e60b667f1361.png.296x216.jpg', '聚鑫小区一期 2室1厅 49万', '聚鑫小区一期  | 2室1厅 | 60.65平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2008年建板楼  -  金纺', '49万', '单价8080元/平米')
('https://image1.ljcdn.com/210200-inspection/2c6344b2-61c6-4fbc-b5a0-fe491f296364.jpg.296x216.jpg', '414小区 2室1厅 45.5万', '414小区  | 2室1厅 | 54平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1995年建板楼  -  古城汇金', '45.5万', '单价8426元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ad9a9ed1-0a96-4407-af2c-ab72c26cb099.png.296x216.jpg', '华夏金城 2室1厅 71万', '华夏金城  | 2室1厅 | 87.13平米 | 南 北 | 其他 | 有电梯', '高楼层(共27层)2008年建板楼  -  古城汇金', '71万', '单价8149元/平米')
('https://image1.ljcdn.com/210200-inspection/test-619aa9a7-cd5e-4417-8b2c-8d54ac485bd4.png.296x216.jpg', '此房位置好 生活设施齐全很适合上班族 拎包就能入住', '金纺小区  | 1室1厅 | 44.31平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1988年建板楼  -  金纺', '26万', '单价5868元/平米')
('https://image1.ljcdn.com/210200-inspection/ae7950a5-c6e7-494b-b3a2-2e5cdd8db84c.jpg.296x216.jpg', '八里河小区 2室1厅 55万', '八里河小区  | 2室1厅 | 76.9平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)2009年建板楼  -  桃园', '55万', '单价7153元/平米')
('https://image1.ljcdn.com/210200-inspection/4ee9e0ee-d7b4-4729-bd4f-8b98cfec9185.jpg.296x216.jpg', '瀛海金洲 封闭小区 阿尔滨游泳馆南侧', '瀛海金洲  | 3室2厅 | 98.45平米 | 南 | 毛坯', '高楼层(共33层)2011年建板楼  -  南棉', '75万', '单价7619元/平米')
('https://image1.ljcdn.com/210200-inspection/test-83a0a79c-65ba-4c16-9e88-0dcb1f5bb51a.png.296x216.jpg', '天鸿展视界 3室1厅 58万', '天鸿展视界  | 3室1厅 | 83.45平米 | 南 北 | 简装', '低楼层(共33层)板楼  -  古城汇金', '58万', '单价6951元/平米')
('https://image1.ljcdn.com/210200-inspection/test-756394a8-7df3-464f-aff0-4d9eb47cfeac.png.296x216.jpg', '近轻轨站 新希望家园 有装修 两室一厅 南北通透', '新希望家园  | 2室1厅 | 80平米 | 南 北 | 其他 | 有电梯', '高楼层(共32层)2009年建板楼  -  城润', '79万', '单价9875元/平米')
('https://image1.ljcdn.com/210200-inspection/4b77181a-d99e-4f41-af45-4af7c6b4d636.jpg.296x216.jpg', '光明商圈 胜利小区 三室两厅 南北通透中间楼层 位置好', '胜利小区  | 3室2厅 | 119.2平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1999年建板楼  -  光明', '92万', '单价7719元/平米')
('https://image1.ljcdn.com/210200-inspection/test-b34e1212-b090-4905-9306-276c38c19023.png.296x216.jpg', '金州东山路小区 2室1厅 47万', '金州东山路小区  | 2室1厅 | 59平米 | 南 北 | 其他', '低楼层(共6层)暂无数据  -  金纺', '47万', '单价7967元/平米')
('https://image1.ljcdn.com/210200-inspection/5d4d6ede-66c5-4ba0-8870-9f0fc63c969b.jpg.296x216.jpg', '华邦俪城经典的跃层 交通便利 采光好 生活方便 环境好', '华邦俪城  | 2室2厅 | 76.12平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共22层)2011年建板楼  -  桃园', '90万', '单价11824元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadc8fb2fe3-29a9-4382-8b8e-4c785d84d591.jpg.296x216.jpg', '此房南北通厅通透，格局好，三室户型，采光充足，', '德泰岭秀逸城  | 4室1厅 | 175.94平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共33层)2013年建板楼  -  桃园', '165万', '单价9379元/平米')
('https://image1.ljcdn.com/210200-inspection/df61c49b-0e53-49df-8c78-5529efc8c150.jpg.296x216.jpg', '八里河小区 2室1厅 59.7万', '八里河小区  | 2室1厅 | 80.65平米 | 南 | 其他 | 无电梯', '中楼层(共7层)2009年建板楼  -  桃园', '59.7万', '单价7403元/平米')
('https://image1.ljcdn.com/210200-inspection/ecdf12b1-6c2c-4816-bdb2-d3e459ed8072.jpg.296x216.jpg', '金纺金元小区 两室两厅 邻近轻轨 交通便利 保持干净', '金元小区  | 2室2厅 | 82平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1999年建板楼  -  金润', '46万', '单价5610元/平米')
('https://image1.ljcdn.com/210200-inspection/56991c0a-3767-4d64-83ca-251f46622fd0.jpg.296x216.jpg', '金海国际实际面积80多平 两室视野好有大阳台', '金海国际花园  | 2室1厅 | 55.58平米 | 南 | 简装 | 有电梯', '高楼层(共12层)2016年建板楼  -  金华', '46.8万', '单价8421元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadea805cd2-347f-41bc-924d-aad1a5c011fd.jpg.296x216.jpg', '站前两室两厅 装修保持良好  可以拎包入住', '金舍嘉苑  | 2室2厅 | 88平米 | 东南 | 简装 | 有电梯', '中楼层(共11层)2008年建板楼  -  站前', '68万', '单价7728元/平米')
('https://image1.ljcdn.com/210200-inspection/test-8117ab33-ed5c-45c3-a552-8f934d39c3fd.png.296x216.jpg', '生辉 南北两室 小高层 近轻轨站 户型正 采光好 可以VR', '生辉第一城  | 2室1厅 | 76.3平米 | 南 北 | 其他 | 有电梯', '低楼层(共15层)2007年建板楼  -  城润', '72万', '单价9437元/平米')
