('https://image1.ljcdn.com/310000-inspection/2f9fa6ab-9f0c-4960-a978-dceb7fe2ca2a.jpg.296x216.jpg', '住宅产权，看房方便，满五年，高区视野无遮挡', '庐迅大厦  | 2室2厅 | 95.79平米 | 东 | 其他 | 有电梯', '高楼层(共23层)塔楼  -  鲁迅公园', '490万', '单价51154元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170331/703146c9-9f07-4d3e-9d1c-0cf375f16182.jpg.296x216.jpg', '户型方正，东边套全明，诚心出售，采光好，视野也好。', '宏苑小区  | 2室2厅 | 85.8平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1997年建板楼  -  凉城', '500万', '单价58276元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadadc4817f-f0f1-49a5-9f91-c1fad7c71c3b.jpg.296x216.jpg', '有产权车位，一梯两户，原始飞机户型！双轨线不靠马路', '飘鹰东方花园  | 3室2厅 | 148.58平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2001年建板楼  -  曲阳', '1130万', '单价76054元/平米')
('https://image1.ljcdn.com/310000-inspection/80458a5c-dd4b-4f58-96ac-a6c0a4c63103.jpg.296x216.jpg', '三门二小区 2室1厅 310万', '三门二小区  | 2室1厅 | 66.61平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1997年建板楼  -  江湾镇', '310万', '单价46540元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161128/331822a4-9005-4159-98fc-c80084a966f4.jpg.296x216.jpg', '满五唯一+复式精装两房+房东诚意出售+送装修！', '龙腾小区  | 2室1厅 | 79平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2001年建板楼  -  江湾镇', '470万', '单价59494元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload41ab327f-749f-439f-8097-68a12867a3d2.jpg.296x216.jpg', '内环内1990年老公房+（近8号和10）+精装修', '四平路幸福村  | 2室1厅 | 54.62平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1990年建板楼  -  曲阳', '365万', '单价66826元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171203/5df38693-9fa9-489f-859d-f576fd851b45.jpg.296x216.jpg', '虹口全南比较好的两房，楼层高区采光佳，业主诚意卖！', '虹口现代公寓  | 2室2厅 | 100.27平米 | 南 | 精装 | 有电梯', '高楼层(共34层)2002年建板楼  -  临平路', '810万', '单价80782元/平米')
('https://image1.ljcdn.com/310000-inspection/cc1008ea-7069-4743-9745-231bd79b65c1.jpg.296x216.jpg', '2005年后次新小区 环境优美 电梯房 停车方便！', '良辰美景公寓  | 2室2厅 | 103.65平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2005年建板楼  -  江湾镇', '630万', '单价60782元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170924/e31ee246-ec76-4d20-a2dd-d165d2a240a5.jpg.296x216.jpg', '双轨交汇龙之梦配套+满五年唯一全明户型阳光直射入户', '建玮公寓  | 3室2厅 | 131.38平米 | 南 | 简装 | 有电梯', '中楼层(共14层)1999年建板楼  -  鲁迅公园', '880万', '单价66982元/平米')
('https://image1.ljcdn.com/310000-inspection/test-28c746e9-4c90-4371-912d-5648c4a55916.png.296x216.jpg', '奎照路791弄 2室2厅 460万', '奎照路791弄  | 2室2厅 | 81.2平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1997年建板楼  -  凉城', '460万', '单价56651元/平米')
('https://image1.ljcdn.com/shfdfs-image/20151019/76f74196-a2d7-4778-990f-af937dfd32e9.jpg.296x216.jpg', '白金湾府邸 3室2厅 2380万', '白金湾府邸  | 3室2厅 | 240.17平米 | 南 | 精装 | 有电梯', '低楼层(共31层)板楼  -  北外滩', '2380万', '单价99097元/平米')
('https://image1.ljcdn.com/310000-inspection/test-7fdc4d0e-d08b-4802-a73b-bfee1b09d423.png.296x216.jpg', '双轨交汇，小区绿化高，全南全明户型，采光无遮挡', '花园城  | 2室2厅 | 97.7平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2003年建板楼  -  凉城', '840万', '单价85978元/平米')
('https://image1.ljcdn.com/310000-inspection/test-fb06f657-8c88-4cc1-8a89-841981904005.png.296x216.jpg', '三兴苑 1室1厅 295万', '三兴苑  | 1室1厅 | 46.45平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2004年建板楼  -  江湾镇', '295万', '单价63510元/平米')
('https://image1.ljcdn.com/310000-inspection/77e8c05d-5859-431d-9af0-b0e1eb205ba9.jpg.296x216.jpg', '悦华小区 2室1厅 460万', '悦华小区  | 2室1厅 | 61.72平米 | 西南 | 精装 | 无电梯', '中楼层(共7层)1993年建板楼  -  曲阳', '460万', '单价74531元/平米')
('https://image1.ljcdn.com/310000-inspection/test-797752a3-8e51-4410-8ec8-4c6e11cad8e9.png.296x216.jpg', '新出南北通户三房，钥匙房，楼层 好，房东诚心出售。', '文致公寓  | 3室2厅 | 106平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2000年建板楼  -  江湾镇', '620万', '单价58491元/平米')
('https://image1.ljcdn.com/310000-inspection/test-3b20a2e1-ae64-41e2-9faf-e739b120d6de.png.296x216.jpg', '双南带厅大两房+小区中间+配套成熟+采光全天不挡', '密二小区  | 2室1厅 | 60.04平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1980年建板楼  -  曲阳', '400万', '单价66623元/平米')
('https://image1.ljcdn.com/310000-inspection/test-901b47de-7af9-4225-9609-d5160bfb91f1.png.296x216.jpg', '南北两房，毛坯房可尽情改造，改造成你想要的样子', '欧九小区  | 2室0厅 | 55.31平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)1985年建板楼  -  鲁迅公园', '340万', '单价61472元/平米')
('https://image1.ljcdn.com/310000-inspection/84b77a7b-602a-45cc-bb9d-90af358da58b.jpg.296x216.jpg', '中虹花园丽都苑 2室2厅 820万', '中虹花园丽都苑  | 2室2厅 | 113.51平米 | 南 | 精装 | 有电梯', '低楼层(共15层)2002年建板楼  -  凉城', '820万', '单价72241元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180122/04524f2c-2fa7-4df8-8da7-74283f2de4d4.jpg.296x216.jpg', '满五年，售后公房，税费少，东南朝向，阳台对花园，', '商检公寓  | 2室2厅 | 103.41平米 | 东南 | 简装 | 有电梯', '中楼层(共32层)1998年建塔楼  -  曲阳', '690万', '单价66725元/平米')
('https://image1.ljcdn.com/310000-inspection/test-8d431858-b7fd-4d3a-9acf-497f77a63d14.png.296x216.jpg', '东边套全明+可做复式房+地铁3号线+未来装电梯+随时看', '忠烈小区  | 2室1厅 | 61.89平米 | 南 | 精装 | 无电梯', '高楼层(共6层)板楼  -  江湾镇', '320万', '单价51705元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161112/39dbcd4a-919d-41ec-83ae-f8e00489e7e0.jpg.296x216.jpg', '虹口江湾成熟地段，近3号线，出门公交四通八达。', '三门二小区  | 1室1厅 | 48.22平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1997年建板楼  -  江湾镇', '235万', '单价48735元/平米')
('https://image1.ljcdn.com/310000-inspection/test-6da838f5-9abc-4142-9386-9341b99d6b5f.png.296x216.jpg', '广中扩大小区，三楼精装两房，东边套，配套成熟', '广中扩大小区  | 2室1厅 | 55.44平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1989年建板楼  -  凉城', '330万', '单价59524元/平米')
('https://image1.ljcdn.com/310000-inspection/b632d516-8dff-41c5-8a5f-44d406997831.jpg.296x216.jpg', '户型方正 没有浪费面积 空间使用率高  出行比较方便', '建工天峰公寓  | 2室1厅 | 77.26平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1991年建板楼  -  曲阳', '630万', '单价81543元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170826/f63a0ae8-e03b-4633-9b61-95caf723f25b.jpg.296x216.jpg', '景瑞花园正规三房板式户型近江湾镇地铁站看房方便', '景瑞花园  | 3室1厅 | 114.25平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1996年建板楼  -  江湾镇', '640万', '单价56018元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload5436ca21-4a2d-46b4-bf24-5cc7ff767155.jpg.296x216.jpg', '双南户型，板式结构，满五年税费少，位置安静', '赤峰小区  | 2室2厅 | 80.21平米 | 南 | 精装 | 有电梯', '低楼层(共13层)1986年建塔楼  -  曲阳', '545万', '单价67947元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170226/42531609-f442-41ed-8453-3fbf4052a225.jpg.296x216.jpg', '店长推荐《免.税房+价格可谈》业主已购新房，急售！', '车站北路491弄  | 1室1厅 | 42.3平米 | 西 | 简装 | 无电梯', '高楼层(共6层)1991年建板楼  -  凉城', '230万', '单价54374元/平米')
('https://image1.ljcdn.com/310000-inspection/test-2683b7a5-35f0-40bd-8c0e-4ff61bd3ee32.png.296x216.jpg', '瑞虹新城二期(优贤生活) 2室2厅 900万', '瑞虹新城二期(优贤生活)  | 2室2厅 | 94.51平米 | 南 | 精装 | 有电梯', '中楼层(共37层)2006年建板楼  -  临平路', '900万', '单价95229元/平米')
('https://image1.ljcdn.com/310000-inspection/13f7e84a-e66e-46c7-a0ee-5509d2c33a8e.jpg.296x216.jpg', '建邦16区 2室2厅 960万', '建邦16区  | 2室2厅 | 103平米 | 南 | 精装 | 有电梯', '低楼层(共31层)2011年建板楼  -  临平路', '960万', '单价93204元/平米')
('https://image1.ljcdn.com/310000-inspection/9e43802f-5193-4261-8d57-4f6001895813.jpg.296x216.jpg', '世博南北通双阳台大一房，高现价比 随时好看', '世博花园  | 1室2厅 | 79.01平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2010年建塔楼  -  鲁迅公园', '700万', '单价88597元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload83ae04b2-25ad-4200-9d98-374acb36203a.jpg.296x216.jpg', '虹口内环内1990年老公房+精装全明一室户+厨卫全明', '四平路幸福村  | 1室1厅 | 37.99平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1990年建板楼  -  曲阳', '255万', '单价67123元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171219/70d5d388-3584-4540-a429-c2c39de926a1.jpg.296x216.jpg', '曲阳名邸+诚心急售+出价可谈+闹钟取静+高区景观房', '曲阳名邸  | 3室2厅 | 143.39平米 | 南 | 简装 | 有电梯', '高楼层(共24层)2005年建板楼  -  凉城', '1080万', '单价75320元/平米')
('https://image1.ljcdn.com/310000-inspection/35137493-6477-4e64-9f38-6e09b4b24e7c.jpg.296x216.jpg', '天宝西路252弄 2室1厅 298万', '天宝西路252弄  | 2室1厅 | 50.4平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)1957年建板楼  -  曲阳', '298万', '单价59127元/平米')
('https://image1.ljcdn.com/310000-inspection/bb670fb3-05d3-41ff-b27d-d08d51eb58f0.jpg.296x216.jpg', '新海城+5.5万单价+房东急卖+各付价哦+近低贴', '新海城  | 3室2厅 | 120.69平米 | 南 北 | 精装 | 有电梯', '低楼层(共28层)1999年建塔楼  -  江湾镇', '655万', '单价54272元/平米')
('https://image1.ljcdn.com/310000-inspection/d265b253-2c58-43ba-8e0a-b3d0bde2ef83.jpg.296x216.jpg', '内环内地段好交通便利总价低+房龄新+易租且租金高诚诚', '同鸣路157号  | 1室0厅 | 37.15平米 | 南 | 简装 | 有电梯', '低楼层(共7层)板楼  -  鲁迅公园', '240万', '单价64603元/平米')
('https://image1.ljcdn.com/310000-inspection/474cd9ec-2daa-488e-8a46-dbaa8bc763f6.jpg.296x216.jpg', '海尚逸苑精装修南北通透两居室无增值税 3号线殷高西路', '海尚逸苑  | 2室2厅 | 83.7平米 | 南 北 | 精装 | 有电梯', '中楼层(共8层)2007年建板楼  -  江湾镇', '530万', '单价63322元/平米')
('https://image1.ljcdn.com/310000-inspection/1eaa2f31-efd6-42ff-afee-6916c8b12bc2.jpg.296x216.jpg', '宏苑小区 2室1厅 500万', '宏苑小区  | 2室1厅 | 78.12平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1997年建板楼  -  凉城', '500万', '单价64005元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170302/88c34373-5383-460c-8b7a-46c0647c8470.jpg.296x216.jpg', '新陆花苑 2室1厅 510万', '新陆花苑  | 2室1厅 | 77.77平米 | 南 | 其他 | 有电梯', '低楼层(共24层)1989年建塔楼  -  临平路', '510万', '单价65578元/平米')
('https://image1.ljcdn.com/310000-inspection/3943d9cc-0637-49a8-82cd-3b92e7b82fdb.jpg.296x216.jpg', '新海城+繁华地段+看房随时+高区景观房+一支烟到地铁站', '新海城  | 3室2厅 | 120.69平米 | 南 | 精装 | 有电梯', '中楼层(共28层)1999年建塔楼  -  江湾镇', '670万', '单价55515元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170810/d9df7af8-fd7b-4a86-bce5-dd01aecb6e42.jpg.296x216.jpg', '3,8号线虹口龙之梦+2001年品质小区+板式南北通+急卖', '虹光公寓  | 3室2厅 | 127.22平米 | 南 | 精装 | 有电梯', '中楼层(共7层)2001年建板楼  -  鲁迅公园', '850万', '单价66814元/平米')
('https://image1.ljcdn.com/310000-inspection/test-bc6b4878-677a-49bb-b595-9eefe4a50ba6.png.296x216.jpg', '曲阳林云小区 2室1厅 388万', '曲阳林云小区  | 2室1厅 | 61.42平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1988年建板楼  -  曲阳', '388万', '单价63172元/平米')
('https://image1.ljcdn.com/310000-inspection/b8ef7b42-5f04-4cbc-bf3e-a8da9d1d6714.jpg.296x216.jpg', '地铁300米之多，高区景观房，看房有钥匙，刚降价50万', '虹叶花苑  | 3室2厅 | 156.15平米 | 南 | 其他 | 有电梯', '中楼层(共30层)1996年建塔楼  -  四川北路', '850万', '单价54435元/平米')
('https://image1.ljcdn.com/310000-inspection/test-9d8918ad-f541-4b13-a913-3ed284c0bc87.png.296x216.jpg', '中虹明珠苑 2室2厅 820万', '中虹明珠苑  | 2室2厅 | 109.76平米 | 南 | 精装 | 有电梯', '高楼层(共26层)2006年建板楼  -  北外滩', '820万', '单价74709元/平米')
('https://image1.ljcdn.com/310000-inspection/2d40a90e-0a67-4205-96d9-e8b17e9d489a.jpg.296x216.jpg', '双东小区新出两房，房东诚心出售，价格可谈，精装修', '双东小区  | 2室0厅 | 53平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1984年建板楼  -  曲阳', '436万', '单价82265元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170317/6959bbb5-f6ea-4076-ae85-efa6278b3a13.jpg.296x216.jpg', '满五年唯一，3号轻轨，一楼带院子，实用，得房率高', '文致公寓  | 3室2厅 | 105.78平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2000年建板楼  -  江湾镇', '640万', '单价60503元/平米')
('https://image1.ljcdn.com/310000-inspection/24b26f73-039a-456d-9aeb-82a7a1dc03b3.jpg.296x216.jpg', '可做复式50平大面积双南两房祥东小区最地价婚房手选', '祥东小区(虹口)  | 2室0厅 | 49.53平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1982年建板楼  -  曲阳', '292万', '单价58955元/平米')
('https://image1.ljcdn.com/310000-inspection/test-5d9a7b9d-0001-40b2-a680-0aba34db8b2c.png.296x216.jpg', '链家特贡房源+虹口内环内+地铁口公园边+清爽干净两房', '嘉宏紫薇园  | 2室2厅 | 87.97平米 | 南 | 简装 | 有电梯', '中楼层(共28层)2001年建板楼  -  鲁迅公园', '655万', '单价74458元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161202/f1ace3fe-b285-4e03-8f8c-2c5841340230.jpg.296x216.jpg', '满五年唯一省20万左右税，板式大飘窗3房两厅', '中虹花园新都苑  | 3室2厅 | 128.38平米 | 南 | 精装 | 有电梯', '高楼层(共9层)2003年建板楼  -  凉城', '930万', '单价72442元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170423/da27c7b2-9d58-44ae-a679-9a93e40fe103.jpg.296x216.jpg', '江湾镇高层住宅 满五少税 交通方便', '新海城  | 2室2厅 | 89.22平米 | 南 | 精装 | 有电梯', '中楼层(共28层)1999年建板楼  -  江湾镇', '570万', '单价63888元/平米')
('https://image1.ljcdn.com/310000-inspection/f6a935d1-6d82-45b7-821a-44cff27c370b.jpg.296x216.jpg', '巴林路60弄 2室1厅 390万', '巴林路60弄  | 2室1厅 | 62.05平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1988年建板楼  -  曲阳', '390万', '单价62853元/平米')
('https://image1.ljcdn.com/310000-inspection/76c5b17b-04cb-485d-a1fb-804b3d884215.jpg.296x216.jpg', '买房还犹豫不决吗，给您一套不需要犹豫的好房子！！', '文苑小区(虹口)  | 1室1厅 | 52.22平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)1995年建板楼  -  凉城', '255万', '单价48832元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180122/2b1faa51-7a08-47aa-afbf-e8931aeec3be.jpg.296x216.jpg', '价格好谈，如果错过这套电梯大两房，还会有下一套么?', '一品新筑苑  | 2室2厅 | 95.36平米 | 南 北 | 精装 | 有电梯', '低楼层(共16层)2005年建板楼  -  江湾镇', '678万', '单价71099元/平米')
('https://image1.ljcdn.com/310000-inspection/55981b58-462d-4488-8254-33a22cb1c2f9.jpg.296x216.jpg', '密二小区 2室1厅 295万', '密二小区  | 2室1厅 | 46.4平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1980年建板楼  -  曲阳', '295万', '单价63578元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170221/b1d65f2e-4cfd-443c-a590-fff90b7b4246.jpg.296x216.jpg', '南北通的好2房，双轨交通，适中楼层，阳光充沛！', '宏惠花苑  | 2室2厅 | 105.86平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2002年建板楼  -  北外滩', '710万', '单价67070元/平米')
('https://image1.ljcdn.com/310000-inspection/467bbfb6-8478-4510-992b-631379f27afa.jpg.296x216.jpg', '1997年小区+地铁3号8号线+南北户型+采光好+满五年', '金机大厦(公寓)  | 1室1厅 | 40.77平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1997年建板楼  -  四川北路', '250万', '单价61320元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload2b960deb-c69c-4581-86a2-b98dd484a6f3.jpg.296x216.jpg', '珊瑚苑+南北户型，业主精心设计+看房随时， 价格可谈', '珊瑚苑  | 2室2厅 | 104.05平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2002年建板楼  -  凉城', '648万', '单价62278元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170722/8c5f63dc-9274-4084-81b3-79c21075f05e.jpg.296x216.jpg', '灵新小区+南北全明两房+一梯两户+看中好谈+采光不要', '灵新小区  | 2室1厅 | 71.03平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1995年建板楼  -  凉城', '412万', '单价58004元/平米')
('https://image1.ljcdn.com/310000-inspection/59569657-f77b-4159-bbaa-fab1e1e6317a.jpg.296x216.jpg', '房东报价  房子婚房装修  房子的事宜都清楚', '同华苑  | 2室1厅 | 76.27平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1998年建板楼  -  鲁迅公园', '490万', '单价64246元/平米')
('https://image1.ljcdn.com/310000-inspection/91dcecb5-a1e0-4d3c-b4a6-cd009d5bb608.jpg.296x216.jpg', '瑞虹新城二期高区景观房，房型正气，业主诚意出售', '瑞虹新城二期(优贤生活)  | 2室2厅 | 80.14平米 | 南 | 精装 | 有电梯', '高楼层(共39层)2005年建塔楼  -  临平路', '750万', '单价93587元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170531/c1e9d2ad-34b8-4830-9eed-4dcbcea32c98.jpg.296x216.jpg', '地铁沿线 交通方便 采光好 一房一厅 成熟小区', '水电小区  | 1室1厅 | 42.07平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  凉城', '245万', '单价58237元/平米')
