('https://image1.ljcdn.com/340100-inspection/0d3ee94d-bdc6-4564-a0d1-4fb2a8bf040b.JPG.296x216.jpg', '此房满两年， 视野开阔采光好 精装，南北通透', '东冠繁华逸城  | 3室2厅 | 90.72平米 | 南 北 | 其他', '低楼层(共18层)2014年建塔楼  -  黄小', '148万', '单价16314元/平米')
('', '华地翡翠蓝湾 通透大三房  全天采光不遮挡 诚心卖', '华地翡翠蓝湾二期  | 3室2厅 | 96.16平米 | 南 北 | 其他', '中楼层(共23层)塔楼  -  翡翠', '152万', '单价15807元/平米')
('https://image1.ljcdn.com/340100-inspection/e57de740-a4c7-41d0-ac29-12f244e18536.jpg.296x216.jpg', '产证已下，首付压力小，业主非常诚心售房', '华南城紫荆名都  | 1室1厅 | 44.63平米 | 北 | 其他', '低楼层(共34层)板塔结合  -  肥西', '43万', '单价9635元/平米')
('https://image1.ljcdn.com/340100-inspection/1c3fbcba-5dde-4e6f-9ce2-8442f3e49149.jpg.296x216.jpg', '好运长安 2室2厅 130万', '好运长安  | 2室2厅 | 88平米 | 南 | 其他', '中楼层(共11层)2011年建塔楼  -  柏堰', '130万', '单价14773元/平米')
('https://image1.ljcdn.com/340100-inspection/59db2273-7f2b-4928-badd-74ba317a34a9.JPG.296x216.jpg', '复式楼，精装修，业主自住，装修保养的好，户型方正', '多伦多花园  | 3室2厅 | 103平米 | 南 | 其他', '高楼层(共16层)2009年建板楼  -  桃花工业园', '215万', '单价20874元/平米')
('https://image1.ljcdn.com/340100-inspection/f6762341-a0db-4041-8fc0-3436d50b8f2f.JPG.296x216.jpg', '肥西产证业主诚售南北通透楼层好视野好采光无遮挡', '信地华地城  | 3室1厅 | 98.61平米 | 南 北 | 其他', '高楼层(共33层)板塔结合  -  繁华新园', '153万', '单价15516元/平米')
('https://image1.ljcdn.com/340100-inspection/test-8d867ed1-657f-4868-860a-c28f62c5396f.png.296x216.jpg', '禹洲华侨城柳园精装大三房 满2年 多层好房', '禹洲华侨城二期柳园  | 3室2厅 | 115平米 | 南 北 | 其他', '中楼层(共6层)2012年建塔楼  -  染坊', '210万', '单价18261元/平米')
('', '肥西产证 东冠繁华逸城 中环城附近 交通便利', '东冠繁华逸城  | 1室1厅 | 50.23平米 | 南 | 其他', '低楼层(共11层)2014年建板楼  -  黄小', '78万', '单价15529元/平米')
('https://image1.ljcdn.com/340100-inspection/ec5b22db-766d-43b9-8805-1c65630af2d3.JPG.296x216.jpg', '幸福大街西区 1室1厅 50万', '幸福大街西区  | 1室1厅 | 34.54平米 | 西北 | 其他', '高楼层(共23层)2011年建板楼  -  桃花工业园', '50万', '单价14476元/平米')
('https://image1.ljcdn.com/340100-inspection/fa673077-2c59-41c5-8e21-cfc7f14af849.JPG.296x216.jpg', '南北通透方正户型，阳光好，大四房', '学林雅苑  | 4室2厅 | 177平米 | 南 北 | 精装', '高楼层(共18层)2006年建塔楼  -  桃花工业园', '249万', '单价14068元/平米')
('', '太平洋森公馆 3室2厅 176万', '太平洋森公馆  | 3室2厅 | 116.54平米 | 南 北 | 其他', '中楼层(共28层)暂无数据  -  染坊', '176万', '单价15103元/平米')
('', '华地翡翠蓝湾 精装 中间楼层 全天采光', '华地翡翠蓝湾二期  | 3室2厅 | 85平米 | 南 北 | 其他', '高楼层(共30层)暂无数据  -  翡翠', '145万', '单价17059元/平米')
('https://image1.ljcdn.com/340100-inspection/5f355ad2-a568-4dee-b2ea-126e9a43f6ba.JPG.296x216.jpg', '肥西产证，精装修拎包入住，房东诚心卖', '禹洲华侨城三期枫园  | 2室2厅 | 88.03平米 | 北 | 其他', '高楼层(共33层)2016年建塔楼  -  染坊', '150万', '单价17040元/平米')
('https://image1.ljcdn.com/340100-inspection/2cb0319d-c8e6-4e13-8d20-c0361ea36ab8.JPG.296x216.jpg', '原树提香 3室2厅 160万', '原树提香  | 3室2厅 | 93.28平米 | 南 | 其他', '高楼层(共34层)2017年建板楼  -  桃花工业园', '160万', '单价17153元/平米')
('https://image1.ljcdn.com/340100-inspection/c19841df-200e-4853-a4e5-8f0a368c9ed4.jpg.296x216.jpg', '精装婚房 满两年 前排采光无遮挡 诚心出售', '文一名门御府  | 3室2厅 | 89.87平米 | 南 | 其他', '中楼层(共27层)塔楼  -  黄小', '140万', '单价15579元/平米')
('', '紫蓬山下华南城楼层好精装修一居室', '华南城紫荆名都  | 1室1厅 | 51.56平米 | 南 | 精装', '高楼层(共34层)板塔结合  -  肥西', '56万', '单价10862元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploade7692d7d-8a0b-4fb8-9b83-c4aa81266a18.jpg.296x216.jpg', '肥西产权 ，中环城商圈，小区绿化面积大', '东冠繁华逸城  | 3室2厅 | 89.62平米 | 南 | 其他', '低楼层(共6层)2014年建板楼  -  黄小', '150万', '单价16738元/平米')
('https://image1.ljcdn.com/340100-inspection/5026fe36-f405-4e4a-91e4-c9a2fa3d5a51.jpg.296x216.jpg', '此房满两年免增值税，电梯的顶楼复式楼 南北双露台', '长安萨尔斯堡  | 4室2厅 | 120.34平米 | 南 | 其他', '高楼层(共11层)2011年建板楼  -  桃花工业园', '210万', '单价17451元/平米')
('https://image1.ljcdn.com/340100-inspection/4c9f1dc1-13a5-45ad-bd72-e1e53b6135ef.jpg.296x216.jpg', '华南城紫荆名都 1室1厅 45万', '华南城紫荆名都  | 1室1厅 | 47.12平米 | 西北 | 其他', '中楼层(共34层)板塔结合  -  肥西', '45万', '单价9551元/平米')
('', '学林雅苑 4室1厅 210万', '学林雅苑  | 4室1厅 | 148.51平米 | 南 北 | 其他', '高楼层(共18层)2006年建塔楼  -  桃花工业园', '210万', '单价14141元/平米')
('https://image1.ljcdn.com/340100-inspection/test-d2c6205a-78d4-482a-aaac-19d8b72a077f.png.296x216.jpg', '业主诚售+南北通透+楼层好+采光无遮挡+位置好', '信地华地城  | 3室2厅 | 98平米 | 南 北 | 其他', '低楼层(共33层)2016年建塔楼  -  繁华新园', '146万', '单价14898元/平米')
('https://image1.ljcdn.com/340100-inspection/c2af3926-aca6-4d9c-bf42-dd3ebf40a7f9.jpg.296x216.jpg', '禹洲华侨城三期枫园 2室1厅 95万', '禹洲华侨城三期枫园  | 2室1厅 | 52.99平米 | 南 | 其他', '高楼层(共24层)2016年建塔楼  -  染坊', '95万', '单价17928元/平米')
('', '满5年  位置好，户型正，诚意卖。', '禹洲华侨城一期  | 3室2厅 | 93.9平米 | 南 | 其他', '低楼层(共33层)2010年建板楼  -  染坊', '170万', '单价18105元/平米')
('https://image1.ljcdn.com/340100-inspection/b3b52451-b871-4bb0-8d11-6130b37493b0.jpg.296x216.jpg', '此房装修是简单装修，户型好，业主诚心卖', '学林雅苑  | 3室2厅 | 132平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  桃花工业园', '165万', '单价12500元/平米')
('https://image1.ljcdn.com/340100-inspection/test-a8c94ed5-4b88-41cf-853c-c9866b400701.png.296x216.jpg', '禹洲华侨城二期柳园 2室2厅 175万', '禹洲华侨城二期柳园  | 2室2厅 | 98.12平米 | 南 | 其他', '低楼层(共28层)2012年建塔楼  -  染坊', '175万', '单价17836元/平米')
('https://image1.ljcdn.com/340100-inspection/f6eaaa24-b67f-4176-9d0c-88bc18713a33.jpg.296x216.jpg', '新华阳光国际 2室2厅 134万', '新华阳光国际  | 2室2厅 | 88.92平米 | 南 | 其他', '中楼层(共18层)2011年建板塔结合  -  柏堰', '134万', '单价15070元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/3ee3eb70-0986-4d52-8c31-f0ebde330bbc.png.280x210.jpg', '幸福大街西区 1室1厅 66万', '幸福大街西区  | 1室1厅 | 46.2平米 | 西南 | 其他', '中楼层(共23层)2011年建板楼  -  桃花工业园', '66万', '单价14286元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload9ef4d416-6c36-4de7-a6b0-3e3c6c241b26.jpg.296x216.jpg', '幸福大街西区 1室1厅 44万', '幸福大街西区  | 1室1厅 | 31平米 | 东北 | 其他', '中楼层(共23层)2011年建板楼  -  桃花工业园', '44万', '单价14194元/平米')
('', '新小区，开发商精装交付，业主诚心出售，采光充足', '绿地海德公馆  | 3室2厅 | 86.9平米 | 南 | 其他', '中楼层(共32层)暂无数据  -  长安', '135万', '单价15536元/平米')
('https://image1.ljcdn.com/340100-inspection/7102ddee-2aaf-4392-8a1c-4b82ec35980a.JPG.296x216.jpg', '肥西产证 通透三居室 楼层好 采光好', '安徽水电学院教师公寓  | 3室2厅 | 75.5平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  桃花工业园', '118万', '单价15630元/平米')
('https://image1.ljcdn.com/340100-inspection/eff32097-ee07-4079-905d-3660cbb25b6e.jpg.296x216.jpg', '肥西产正 精装修 边户三房 130万', '文一名门御府  | 3室2厅 | 89.2平米 | 南 北 | 其他', '中楼层(共31层)塔楼  -  黄小', '130万', '单价14574元/平米')
('', '旭日长安 2室1厅 100万', '旭日长安  | 2室1厅 | 73平米 | 南 | 其他', '低楼层(共16层)2009年建塔楼  -  黄小', '100万', '单价13699元/平米')
('', '学林雅苑 3室2厅 150万', '学林雅苑  | 3室2厅 | 123平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  桃花工业园', '150万', '单价12196元/平米')
('https://image1.ljcdn.com/340100-inspection/66c04fec-84c1-4021-89d1-d5d46678b94d.JPG.296x216.jpg', '翡翠湖畔 品质小区 安静舒适 采光好', '学林雅苑  | 3室3厅 | 120.63平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  桃花工业园', '180万', '单价14922元/平米')
('', '肥西产证  户型好 环境优美 交通便捷', '禹洲华侨城二期柳园  | 2室2厅 | 89平米 | 南 | 其他', '高楼层(共6层)2012年建板楼  -  染坊', '153万', '单价17192元/平米')
('https://image1.ljcdn.com/340100-inspection/16450412-3ab3-4f7c-a398-639505529f4e.JPG.296x216.jpg', '华地翡翠蓝湾洋房 户型好 采光好 有产证', '华地翡翠蓝湾  | 3室2厅 | 101.6平米 | 南 北 | 其他', '中楼层(共8层)板楼  -  翡翠', '175万', '单价17225元/平米')
('https://image1.ljcdn.com/340100-inspection/6f6f37cb-8486-4e25-8a4b-4a3ff5b41ba6.JPG.296x216.jpg', '房子位置好，毗邻翡翠湖，户型方正南北通透。', '学林雅苑  | 4室2厅 | 177平米 | 南 北 | 其他', '中楼层(共18层)2006年建塔楼  -  桃花工业园', '235万', '单价13277元/平米')
('https://image1.ljcdn.com/340100-inspection/a612c37d-2bae-4bde-b893-4693cd564583.jpg.296x216.jpg', '太平洋森公馆 3室2厅 160万', '太平洋森公馆  | 3室2厅 | 111.16平米 | 南 北 | 其他', '中楼层(共34层)塔楼  -  染坊', '160万', '单价14394元/平米')
('', '太平洋森活广场 3室1厅 148万', '太平洋森活广场  | 3室1厅 | 98.68平米 | 南 | 其他', '中楼层(共28层)塔楼  -  染坊', '148万', '单价14998元/平米')
('https://image1.ljcdn.com/340100-inspection/decbaddb-c343-48c1-8790-fcf9210009dc.JPG.296x216.jpg', '翡翠湖旁 朝南小户型 楼层适中 交通便利', '幸福大街西区  | 1室1厅 | 46平米 | 南 | 其他', '高楼层(共23层)2011年建板楼  -  桃花工业园', '70万', '单价15218元/平米')
('', '肥西产证 小区很新 不满两年 看房方便 交通便利', '禹洲天玺  | 3室1厅 | 99.01平米 | 南 | 其他', '低楼层(共34层)板塔结合  -  繁华新园', '150万', '单价15150元/平米')
('https://image1.ljcdn.com/340100-inspection/fc16c1c4-b8f9-4fe0-a542-0ac9c79a7288.jpg.296x216.jpg', '禹洲小微公馆 70年产权 肥西产证 业主诚心出售', '禹洲华侨城三期枫园  | 2室1厅 | 52.99平米 | 西南 | 其他', '高楼层(共24层)2016年建塔楼  -  染坊', '93万', '单价17551元/平米')
('https://image1.ljcdn.com/340100-inspection/test-1ff6e092-288f-4e80-a6a9-24b123360070.png.296x216.jpg', '改善大四房 家私全送 明厨明卫 有产证 随时交易', '禹洲天玺  | 4室2厅 | 126平米 | 南 北 | 其他', '中楼层(共34层)暂无数据  -  繁华新园', '187万', '单价14842元/平米')
('', '幸福大街西区 2室2厅 126万', '幸福大街西区  | 2室2厅 | 76.1平米 | 南 | 其他', '中楼层(共6层)2011年建板楼  -  桃花工业园', '126万', '单价16558元/平米')
('', '禹洲华侨城三期荷园 2室2厅 140万', '禹洲华侨城三期荷园  | 2室2厅 | 78平米 | 南 北 | 其他', '中楼层(共28层)2014年建塔楼  -  染坊', '140万', '单价17949元/平米')
('https://image1.ljcdn.com/340100-inspection/7a1f8fb5-5ad6-4ccb-a974-c60f7de40747.JPG.296x216.jpg', '70年住宅 朝南精装一居室 采光好', '幸福大街西区  | 1室1厅 | 34.5平米 | 南 | 其他', '中楼层(共23层)2011年建板楼  -  桃花工业园', '52万', '单价15073元/平米')
('', '禹洲小微公馆 70年产权 肥西产证 业主诚心出售', '禹洲华侨城三期枫园  | 2室1厅 | 52.99平米 | 西南 | 其他', '高楼层(共24层)2016年建塔楼  -  染坊', '96万', '单价18117元/平米')
('https://image1.ljcdn.com/340100-inspection/68545db4-f3ac-49cf-b35b-701d471061fb.JPG.296x216.jpg', '多层两房，公摊小.采光好，业主诚心卖.', '禹洲华侨城一期  | 2室2厅 | 86平米 | 南 | 其他', '中楼层(共6层)2010年建板楼  -  染坊', '160万', '单价18605元/平米')
('https://image1.ljcdn.com/340100-inspection/260823b1-ea77-4c9a-8721-6b396f51dca5.jpg.296x216.jpg', '翡翠路沿线 大学城旁 中环城和星达城商圈  肥西产证', '安徽水电学院教师公寓  | 2室2厅 | 78.93平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  桃花工业园', '110万', '单价13937元/平米')
('', '原树提香 2室2厅 143万', '原树提香  | 2室2厅 | 82.3平米 | 南 | 其他', '低楼层(共34层)2017年建塔楼  -  桃花工业园', '143万', '单价17376元/平米')
('', '幸福大街东区 3室2厅 150万', '幸福大街东区  | 3室2厅 | 90平米 | 南 | 其他', '高楼层(共32层)2011年建塔楼  -  桃花工业园', '150万', '单价16667元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploaddc4e4e19-9930-4cca-be34-de2dd15386a0.jpg.296x216.jpg', '桃花社区桃花新村小区 3室2厅 120万', '桃花社区桃花新村小区  | 3室2厅 | 95.18平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  桃花工业园', '120万', '单价12608元/平米')
('', '文一名门御府 3室2厅 132万', '文一名门御府  | 3室2厅 | 89平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  黄小', '132万', '单价14832元/平米')
('https://image1.ljcdn.com/340100-inspection/9769aa4c-4ec7-4a5b-b320-eeb090254dda.JPG.296x216.jpg', '文一名门绿洲  洋房 户型好 采光好', '文一名门绿洲  | 3室2厅 | 96.8平米 | 南 | 其他', '中楼层(共8层)板楼  -  繁华新园', '160万', '单价16529元/平米')
('https://image1.ljcdn.com/340100-inspection/851f0841-4692-4d69-9f3d-21f3cc096439.jpg.296x216.jpg', '靠近翡翠湖风景区 环境好 三房二厅 复式户型 满五年', '学林雅苑  | 3室2厅 | 131.89平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  桃花工业园', '155万', '单价11753元/平米')
('https://image1.ljcdn.com/340100-inspection/b7a1e012-cacf-44d5-8b58-248584ec95e7.jpg.296x216.jpg', '花园洋房 改善户型 中间楼层 有产证', '信地华地城  | 4室2厅 | 125.72平米 | 南 北 | 其他', '中楼层(共6层)板塔结合  -  繁华新园', '200万', '单价15909元/平米')
('https://image1.ljcdn.com/340100-inspection/b2200aa6-f6e9-4807-8bc4-1079ed6d468f.jpg.296x216.jpg', '禹洲华侨城三期荷园 2室2厅 150万', '禹洲华侨城三期荷园  | 2室2厅 | 86.48平米 | 南 | 其他', '中楼层(共33层)2014年建塔楼  -  染坊', '150万', '单价17346元/平米')
('https://image1.ljcdn.com/340100-inspection/1421da2d-c9d6-4151-b62b-6d5b89279ef8.jpg.296x216.jpg', '为你而选 为你为家  边套户型 房东诚售', '禹洲华侨城二期柳园  | 3室2厅 | 106.72平米 | 南 | 其他', '中楼层(共6层)2012年建塔楼  -  染坊', '200万', '单价18741元/平米')
('', '科创和谐盛世 3室2厅 127万', '科创和谐盛世  | 3室2厅 | 94.07平米 | 南 | 其他', '低楼层(共6层)板楼  -  肥西', '127万', '单价13501元/平米')
('https://image1.ljcdn.com/340100-inspection/eca491cc-a679-4cc2-b64e-d3dcf495d1b8.JPG.296x216.jpg', '满两年，次顶楼，中高楼层，位置好采光好。', '东冠繁华逸城  | 3室2厅 | 131.75平米 | 南 | 其他', '高楼层(共11层)2014年建板楼  -  黄小', '180万', '单价13663元/平米')
('https://image1.ljcdn.com/340100-inspection/a7c60892-5392-4130-977f-165e1bbbe2af.png.296x216.jpg', '满5年 肥西产证 中等楼层 采光视野都很好', '长安萨尔斯堡  | 2室1厅 | 87.28平米 | 南 | 其他', '中楼层(共11层)2011年建板楼  -  桃花工业园', '142万', '单价16270元/平米')
('', '温馨如家 荷园多层品质大三房 房东诚售', '禹洲华侨城三期荷园  | 3室2厅 | 113.14平米 | 南 | 其他', '低楼层(共28层)2014年建塔楼  -  染坊', '208万', '单价18385元/平米')
('', '华南城紫荆名都 1室1厅 45万', '华南城紫荆名都  | 1室1厅 | 51.56平米 | 南 | 其他', '中楼层(共34层)板塔结合  -  肥西', '45万', '单价8728元/平米')
('https://image1.ljcdn.com/340100-inspection/45eba723-1f93-4392-a155-dcfeee850d39.JPG.296x216.jpg', '东冠繁华逸城，两房，简单出租装修', '东冠繁华逸城  | 3室2厅 | 84平米 | 南 | 其他', '中楼层(共11层)2014年建板楼  -  黄小', '135万', '单价16072元/平米')
('https://image1.ljcdn.com/340100-inspection/2c7e089b-4906-40a0-8305-ec1f5fbd8261.JPG.296x216.jpg', '次新小区 送车位 精装修 适中楼层', '原树提香  | 2室2厅 | 82平米 | 南 | 其他', '中楼层(共34层)2017年建塔楼  -  桃花工业园', '150万', '单价18293元/平米')
('', '新华阳光国际 大三房 边户南北通透 价格喜人', '新华阳光国际  | 3室2厅 | 118平米 | 北 | 其他', '中楼层(共26层)2011年建板塔结合  -  柏堰', '186万', '单价15763元/平米')
('', '禹洲华侨城三期荷园 2室1厅 130万', '禹洲华侨城三期荷园  | 2室1厅 | 77.84平米 | 南 | 其他', '高楼层(共28层)2014年建塔楼  -  染坊', '130万', '单价16701元/平米')
('https://image1.ljcdn.com/340100-inspection/a0027812-96ce-42b6-bd3a-63f8088d8bca.jpg.296x216.jpg', '禹洲华侨城三期枫园 3室2厅 165万', '禹洲华侨城三期枫园  | 3室2厅 | 93.57平米 | 南 | 其他', '低楼层(共33层)2016年建塔楼  -  染坊', '165万', '单价17634元/平米')
('https://image1.ljcdn.com/340100-inspection/2af02ec5-28a1-40ca-96cf-a8022b21fc0a.JPG.296x216.jpg', '禹洲华侨城三期枫园 2室1厅 79万', '禹洲华侨城三期枫园  | 2室1厅 | 49.21平米 | 北 | 其他', '高楼层(共24层)2016年建塔楼  -  染坊', '79万', '单价16054元/平米')
('', '东冠繁华逸城 3室2厅 153万', '东冠繁华逸城  | 3室2厅 | 89平米 | 南 北 | 其他', '中楼层(共6层)2014年建板楼  -  黄小', '153万', '单价17192元/平米')
('', '名邦西城国际 3室2厅 149万', '名邦西城国际  | 3室2厅 | 88平米 | 南 | 其他', '中楼层(共32层)塔楼  -  肥西', '149万', '单价16932元/平米')
('https://image1.ljcdn.com/340100-inspection/b70ba80e-b011-4891-9976-3bcf7704cdd2.JPG.296x216.jpg', '此房满两年。居家装修 楼层好采光充足', '禹洲华侨城三期荷园  | 2室2厅 | 80平米 | 南 | 其他', '低楼层(共24层)2014年建塔楼  -  染坊', '142万', '单价17750元/平米')
('https://image1.ljcdn.com/340100-inspection/fe0a9607-c879-4033-8ba3-7a10bb2c0396.JPG.296x216.jpg', '长安萨尔斯堡纯毛坯三房，随时看房！', '长安萨尔斯堡  | 3室2厅 | 110平米 | 南 | 其他', '高楼层(共18层)2011年建板楼  -  桃花工业园', '170万', '单价15455元/平米')
('', '金宇天地城 3室2厅 121万', '金宇天地城  | 3室2厅 | 89.77平米 | 南 | 其他', '低楼层(共33层)塔楼  -  新港', '121万', '单价13479元/平米')
('', '华南城紫荆名都 1室1厅 42万', '华南城紫荆名都  | 1室1厅 | 52平米 | 南 | 其他', '低楼层(共34层)板塔结合  -  肥西', '42万', '单价8077元/平米')
('https://image1.ljcdn.com/340100-inspection/c7ecc789-5ccb-404d-9dd5-dcc5c99b5a89.JPG.296x216.jpg', '精装修，拎包入住，带车位，大三房', '东冠繁华逸城  | 3室2厅 | 89平米 | 南 | 其他', '中楼层(共11层)2014年建板楼  -  黄小', '160万', '单价17978元/平米')
('https://image1.ljcdn.com/340100-inspection/cd0f0aa3-d7dd-41e1-bce5-a5f99ea616a7.JPG.296x216.jpg', '满2年 小区的好户型 通透明亮 诚心卖', '多伦多花园  | 3室2厅 | 123平米 | 南 北 | 其他', '高楼层(共17层)2015年建板楼  -  桃花工业园', '180万', '单价14635元/平米')
('https://image1.ljcdn.com/340100-inspection/e8d8d99d-3e11-45f0-a000-9374c2271522.JPG.296x216.jpg', '禹洲华侨城精装三房   采光充足 视野开阔 户型好', '禹洲华侨城三期枫园  | 3室2厅 | 93.57平米 | 南 | 其他', '低楼层(共33层)2016年建塔楼  -  染坊', '176万', '单价18810元/平米')
('https://image1.ljcdn.com/340100-inspection/ee8eefb8-8431-443b-bd66-80c3d6317e25.JPG.296x216.jpg', '翡翠湖旁 肥西产证 大学城边 翡翠路沿线', '安徽水电学院教师公寓  | 2室2厅 | 78.22平米 | 南 | 其他', '低楼层(共8层)板楼  -  桃花工业园', '120万', '单价15342元/平米')
('https://image1.ljcdn.com/340100-inspection/d22b2258-9c5e-4be7-bfc9-fd501727b83d.jpg.296x216.jpg', '温馨如家 旭日长安品质大两房  房东诚售', '旭日长安  | 2室2厅 | 86.5平米 | 南 | 其他', '中楼层(共16层)2009年建塔楼  -  黄小', '120万', '单价13873元/平米')
('https://image1.ljcdn.com/340100-inspection/6ad69c33-86b9-4a47-9a16-b395330604c4.JPG.296x216.jpg', '肥西产证业主诚售南北通透户型方正采光无遮挡通风好', '东冠繁华逸城  | 2室2厅 | 89平米 | 南 北 | 其他', '低楼层(共6层)2014年建板楼  -  黄小', '125万', '单价14045元/平米')
('https://image1.ljcdn.com/340100-inspection/dd9e5aea-fb21-4bcb-91be-8b90beb163a4.JPG.296x216.jpg', '此房满两年，朝南户型，交通便捷，居家装修', '长安一品  | 2室1厅 | 60平米 | 南 | 其他', '高楼层(共32层)2013年建板楼  -  桃花工业园', '95万', '单价15834元/平米')
('https://image1.ljcdn.com/340100-inspection/b684e3ba-4a8c-49fa-a598-cafb1434c7c9.jpg.296x216.jpg', '新华阳光国际大两房，南北双阳台，赠送复式面积', '新华阳光国际  | 2室2厅 | 89.9平米 | 南 | 其他', '高楼层(共6层)2011年建板塔结合  -  柏堰', '140万', '单价15573元/平米')
('https://image1.ljcdn.com/340100-inspection/f6b496a2-f099-4410-9e6c-9d3e78651c79.jpg.296x216.jpg', '新华御湖庄园 4室2厅 470万', '新华御湖庄园  | 4室2厅 | 188平米 | 南 北 | 其他', '低楼层(共15层)塔楼  -  柏堰', '470万', '单价25000元/平米')
('https://image1.ljcdn.com/340100-inspection/67ab3c39-05f1-4bc7-baf5-8e48fdab4966.jpg.296x216.jpg', '新华御湖庄园  南北通透 客厅南北双阳台   位置安静', '新华御湖庄园  | 4室2厅 | 170.21平米 | 南 北 | 其他', '低楼层(共13层)塔楼  -  柏堰', '345万', '单价20270元/平米')
('https://image1.ljcdn.com/340100-inspection/test-2c04ea95-5f06-4df1-bc0a-f02560ecdc61.png.296x216.jpg', '禹洲华侨城二期柳园 2室2厅 153万', '禹洲华侨城二期柳园  | 2室2厅 | 81.25平米 | 南 | 其他', '中楼层(共18层)2012年建塔楼  -  染坊', '153万', '单价18831元/平米')
('https://image1.ljcdn.com/340100-inspection/dcef7a4b-cbfe-4a8b-ad5d-988423f05449.JPG.296x216.jpg', '肥西产证业主诚售精装修可拎包入住通透四房送车位', '禹洲天玺  | 4室2厅 | 111.11平米 | 南 北 | 精装', '中楼层(共41层)2016年建塔楼  -  繁华新园', '203万', '单价18271元/平米')
('', '禹洲华侨城柳园精装二房诚心出售', '禹洲华侨城二期柳园  | 2室1厅 | 73平米 | 南 | 其他', '低楼层(共18层)2012年建塔楼  -  染坊', '128万', '单价17535元/平米')
('', '原树提香 3室2厅 170万', '原树提香  | 3室2厅 | 96平米 | 东南 南 | 其他', '高楼层(共18层)2017年建板楼  -  桃花工业园', '170万', '单价17709元/平米')
('https://image1.ljcdn.com/340100-inspection/cdcdf7e0-1638-4595-93c9-cfe54f8a30b3.jpg.296x216.jpg', '禹州两房 满两年 交通便利 看房方便 采光好', '禹洲华侨城三期荷园  | 2室2厅 | 77.84平米 | 南 | 其他', '低楼层(共28层)2014年建塔楼  -  染坊', '132万', '单价16958元/平米')
('', '链上温馨 原树提香品质纯毛坯小两房 房东诚售', '原树提香  | 2室1厅 | 62平米 | 南 | 其他', '中楼层(共34层)2017年建塔楼  -  桃花工业园', '100万', '单价16130元/平米')
('https://image1.ljcdn.com/340100-inspection/1641920b-57f0-47e4-b872-68c60d604420.JPG.296x216.jpg', '金寨路旁多层，满五唯一无贷精装好房', '南空花园小区  | 2室2厅 | 92.5平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  桃花工业园', '135万', '单价14595元/平米')
('https://image1.ljcdn.com/340100-inspection/bdb8620b-c4c6-48c1-b403-76c32311e046.jpg.296x216.jpg', '东冠繁华逸城 紧俏小户型 满2年 有装修', '东冠繁华逸城  | 2室1厅 | 50平米 | 南 | 其他', '低楼层(共11层)2014年建板楼  -  黄小', '75万', '单价15000元/平米')
('https://image1.ljcdn.com/340100-inspection/d753b4eb-eca4-44dc-a96d-02e0976e2603.JPG.296x216.jpg', '肥西产证 精装修 保养好 房东诚心出售', '太平洋森公馆  | 3室2厅 | 98.5平米 | 南 | 其他', '低楼层(共34层)暂无数据  -  染坊', '152万', '单价15432元/平米')
('', '翡翠湖畔 成熟小区 三房诚售 楼层好 采光好', '学林雅苑  | 3室2厅 | 96.54平米 | 南 北 | 其他', '中楼层(共6层)2006年建板楼  -  桃花工业园', '153万', '单价15849元/平米')
('https://image1.ljcdn.com/340100-inspection/ef421e06-e66c-49c7-801b-1f5d3349b205.JPG.296x216.jpg', '业主诚售+带车位+楼层好+采光无遮挡+位置好+精装', '信地华地城  | 3室2厅 | 86.41平米 | 南 北 | 其他', '中楼层(共33层)2016年建塔楼  -  繁华新园', '150万', '单价17360元/平米')
('', '肥西产证 和安家园 市政供暖 为你而选', '和安家园  | 6室2厅 | 182.28平米 | 南 | 其他', '低楼层(共27层)2009年建塔楼  -  桃花工业园', '290万', '单价15910元/平米')
('https://image1.ljcdn.com/340100-inspection/c2b2d218-c933-4c86-b250-375542708e76.JPG.296x216.jpg', '长安萨尔斯堡 4室2厅 175万', '长安萨尔斯堡  | 4室2厅 | 112平米 | 南 | 其他', '低楼层(共18层)2011年建板楼  -  桃花工业园', '175万', '单价15625元/平米')
('', '房东诚意出售。地理位置好的没话说', '桃花苑  | 3室2厅 | 127平米 | 南 | 其他', '中楼层(共6层)板楼  -  柏堰', '150万', '单价11812元/平米')
('', '禹洲华侨城一期 4室2厅 225万', '禹洲华侨城一期  | 4室2厅 | 128平米 | 南 | 其他', '中楼层(共33层)2010年建板楼  -  染坊', '225万', '单价17579元/平米')
